energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,4.77401509,-3.26545690,0.07644896,-0.01750096,0.63234444,-0.64712014,4.08506048,-4.01038445,1.35037512,-0.53437146,2.12085386,-1.31941481,0.00000000,-0.00000000
-5.99399700,4.84455439,-3.35559573,0.07787437,-0.01898454,0.63293484,-0.66799301,4.16188517,-4.15145722,1.36340743,-0.55132893,2.16860633,-1.35100992,0.00000000,-0.00000000
-5.98799400,4.90336251,-3.44780456,0.07889169,-0.02048036,0.63223156,-0.68860883,4.24026720,-4.29293933,1.37114753,-0.56861050,2.21112843,-1.38449000,0.00000000,-0.00000000
-5.98199100,4.94879322,-3.54126209,0.07948358,-0.02197214,0.63017324,-0.70880484,4.31862395,-4.43344339,1.37329452,-0.58610819,2.24744999,-1.41950677,0.00000000,-0.00000000
-5.97598799,4.97969870,-3.63499103,0.07964329,-0.02344309,0.62677154,-0.72839160,4.39566675,-4.57144339,1.36971688,-0.60368137,2.27680777,-1.45564564,0.00000000,-0.00000000
-5.96998499,4.99546464,-3.72788002,0.07937494,-0.02487638,0.62211054,-0.74715514,4.47043320,-4.70530402,1.36045794,-0.62115919,2.29866896,-1.49243859,0.00000000,-0.00000000
-5.96398199,4.99602212,-3.81871242,0.07869346,-0.02625579,0.61634254,-0.76486064,4.54229983,-4.83331619,1.34573434,-0.63834457,2.31274504,-1.52937947,0.00000000,-0.00000000
-5.95797899,4.98183597,-3.90620140,0.07762415,-0.02756632,0.60968068,-0.78125738,4.61097480,-4.95373809,1.32592790,-0.65501986,2.31899545,-1.56594151,0.00000000,-0.00000000
-5.95197599,4.95387076,-3.98903038,0.07620202,-0.02879476,0.60238849,-0.79608517,4.67647152,-5.06484130,1.30157119,-0.67095388,2.31762114,-1.60159618,0.00000000,-0.00000000
-5.94597299,4.91353652,-4.06589770,0.07447070,-0.02993035,0.59476732,-0.80908189,4.73906496,-5.16496071,1.27332770,-0.68591017,2.30904856,-1.63583310,0.00000000,-0.00000000
-5.93996998,4.86261709,-4.13556407,0.07248121,-0.03096526,0.58714191,-0.81999212,4.79923345,-5.25254717,1.24196756,-0.69965610,2.29390485,-1.66818004,0.00000000,-0.00000000
-5.93396698,4.80318508,-4.19690114,0.07029045,-0.03189506,0.57984510,-0.82857655,4.85758961,-5.32622122,1.20833992,-0.71197262,2.27298593,-1.69822236,0.00000000,-0.00000000
-5.92796398,4.73750757,-4.24893937,0.06795964,-0.03271902,0.57320239,-0.83462185,4.91480453,-5.38482608,1.17334334,-0.72266417,2.24721877,-1.72562117,0.00000000,-0.00000000
-5.92196098,4.66794742,-4.29091329,0.06555255,-0.03344037,0.56751701,-0.83795066,4.97152982,-5.42747810,1.13789543,-0.73156830,2.21762011,-1.75012922,0.00000000,-0.00000000
-5.91595798,4.59686471,-4.32230226,0.06313381,-0.03406630,0.56305633,-0.83843129,5.02832225,-5.45361245,1.10290301,-0.73856480,2.18525337,-1.77160410,0.00000000,-0.00000000
-5.90995498,4.52652292,-4.34286482,0.06076716,-0.03460792,0.56004017,-0.83598679,5.08557558,-5.46302227,1.06923392,-0.74358366,2.15118589,-1.79001786,0.00000000,-0.00000000
-5.90395198,4.45900394,-4.35266509,0.05851385,-0.03507999,0.55863156,-0.83060289,5.14346366,-5.45588920,1.03769154,-0.74661168,2.11644847,-1.80546265,0.00000000,-0.00000000
-5.89794897,4.39613539,-4.35208978,0.05643109,-0.03550057,0.55893024,-0.82233450,5.20189845,-5.43280375,1.00899283,-0.74769739,2.08199882,-1.81815205,0.00000000,-0.00000000
-5.89194597,4.33943294,-4.34185468,0.05457068,-0.03589044,0.56096929,-0.81131043,5.26050551,-5.39477403,0.98375052,-0.74695390,2.04869044,-1.82841777,0.00000000,-0.00000000
-5.88594297,4.29005947,-4.32299999,0.05297781,-0.03627257,0.56471477,-0.79773590,5.31861871,-5.34322207,0.96245977,-0.74455963,2.01724803,-1.83670186,0.00000000,-0.00000000
-5.87993997,4.24880213,-4.29687426,0.05169014,-0.03667131,0.57006845,-0.78189284,5.37529455,-5.27996695,0.94548964,-0.74075672,1.98825009,-1.84354447,0.00000000,-0.00000000
-5.87393697,4.21606709,-4.26510705,0.05073695,-0.03711169,0.57687334,-0.76413759,5.42934558,-5.20719506,0.93307918,-0.73584706,1.96211908,-1.84956768,0.00000000,-0.00000000
-5.86793397,4.19189125,-4.22957095,0.05013870,-0.03761860,0.58492158,-0.74489612,5.47939112,-5.12741762,0.92533800,-0.73018611,1.93911898,-1.85545578,0.00000000,-0.00000000
-5.86193097,4.17596928,-4.19233398,0.04990667,-0.03821600,0.59396450,-0.72465668,5.52392233,-5.04341682,0.92225096,-0.72417449,1.91935995,-1.86193280,0.00000000,-0.00000000
-5.85592796,4.16769366,-4.15560375,0.05004296,-0.03892611,0.60372400,-0.70396004,5.56137830,-4.95818174,0.92368653,-0.71824766,1.90280912,-1.86973806,0.00000000,-0.00000000
-5.84992496,4.16620499,-4.12166504,0.05054065,-0.03976876,0.61390491,-0.68338753,5.59022848,-4.87483591,0.92940810,-0.71286388,1.88930669,-1.87960048,0.00000000,-0.00000000
-5.84392196,4.17044959,-4.09281274,0.05138416,-0.04076067,0.62420765,-0.66354714,5.60905704,-4.79655878,0.93908785,-0.70849087,1.87858601,-1.89221272,0.00000000,-0.00000000
-5.83791896,4.17924101,-4.07128217,0.05254994,-0.04191494,0.63434057,-0.64505807,5.61664418,-4.72650313,0.95232227,-0.70559144,1.87029647,-1.90820598,0.00000000,-0.00000000
-5.83191596,4.19132254,-4.05917900,0.05400716,-0.04324057,0.64403150,-0.62853406,5.61203983,-4.66771105,0.96864888,-0.70460855,1.86402779,-1.92812617,0.00000000,-0.00000000
-5.82591296,4.20542747,-4.05841080,0.05571875,-0.04474206,0.65303795,-0.61456612,5.59462546,-4.62303073,0.98756343,-0.70595033,1.85933450,-1.95241242,0.00000000,-0.00000000
-5.81990995,4.22033468,-4.07062239,0.05764245,-0.04641924,0.66115551,-0.60370499,5.56416039,-4.59503647,1.00853695,-0.70997529,1.85575942,-1.98137850,0.00000000,-0.00000000
-5.81390695,4.23491707,-4.09713686,0.05973203,-0.04826705,0.66822425,-0.59644396,5.52081000,-4.58595404,1.03103214,-0.71697844,1.85285511,-2.01519762,0.00000000,-0.00000000
-5.80790395,4.24818118,-4.13890411,0.06193854,-0.05027551,0.67413276,-0.59320251,5.46515405,-4.59759321,1.05451860,-0.72717863,1.85020256,-2.05389116,0.00000000,-0.00000000
-5.80190095,4.25929672,-4.19645841,0.06421164,-0.05242979,0.67881974,-0.59431139,5.39817442,-4.63128938,1.07848646,-0.74070749,1.84742630,-2.09732157,0.00000000,-0.00000000
-5.79589795,4.26761516,-4.26988636,0.06650087,-0.05471034,0.68227326,-0.59999954,5.32122294,-4.68785555,1.10245793,-0.75760061,1.84420575,-2.14518958,0.00000000,-0.00000000
-5.78989495,4.27267736,-4.35880637,0.06875689,-0.05709315,0.68452755,-0.61038334,5.23597046,-4.76754587,1.12599671,-0.77779109,1.84028241,-2.19703575,0.00000000,-0.00000000
-5.78389195,4.27421036,-4.46236035,0.07093268,-0.05955006,0.68565771,-0.62545868,5.14434003,-4.87003168,1.14871473,-0.80110595,1.83546302,-2.25224637,0.00000000,-0.00000000
-5.77788894,4.27211427,-4.57921834,0.07298446,-0.06204919,0.68577264,-0.64509612,5.04842712,-4.99439075,1.17027639,-0.82726559,1.82961879,-2.31006348,0.00000000,-0.00000000
-5.77188594,4.26644029,-4.70759615,0.07487265,-0.06455543,0.68500635,-0.66903948,4.95041093,-5.13911018,1.19040011,-0.85588653,1.82268104,-2.36959892,0.00000000,-0.00000000
-5.76588294,4.25736148,-4.84528607,0.07656251,-0.06703110,0.68350840,-0.69690806,4.85246111,-5.30210321,1.20885725,-0.88648749,1.81463375,-2.42985190,0.00000000,-0.00000000
-5.75987994,4.24513804,-4.98970023,0.07802456,-0.06943656,0.68143362,-0.72820253,4.75664420,-5.48074002,1.22546879,-0.91849881,1.80550353,-2.48972996,0.00000000,-0.00000000
-5.75387694,4.23007919,-5.13792595,0.07923493,-0.07173103,0.67893191,-0.76231453,4.66483447,-5.67189233,1.24009977,-0.95127508,1.79534775,-2.54807277,0.00000000,-0.00000000
-5.74787394,4.21250361,-5.28679197,0.08017534,-0.07387344,0.67613839,-0.79853979,4.57863320,-5.87199149,1.25265222,-0.98411077,1.78424144,-2.60367836,0.00000000,-0.00000000
-5.74187094,4.19270079,-5.43294414,0.08083301,-0.07582336,0.67316457,-0.83609459,4.49930015,-6.07709936,1.26305683,-1.01625844,1.77226382,-2.65533126,0.00000000,-0.00000000
-5.73586793,4.17089527,-5.57292899,0.08120036,-0.07754195,0.67009086,-0.87413503,4.42770048,-6.28299097,1.27126402,-1.04694902,1.75948512,-2.70183196,0.00000000,-0.00000000
-5.72986493,4.14721583,-5.70328288,0.08127453,-0.07899300,0.66696084,-0.91177873,4.36426933,-6.48524772,1.27723508,-1.07541361,1.74595447,-2.74202707,0.00000000,-0.00000000
-5.72386193,4.12167132,-5.82062446,0.08105692,-0.08014391,0.66377764,-0.94812827,4.30899575,-6.67935944,1.28093379,-1.10090609,1.73168954,-2.77483947,0.00000000,-0.00000000
-5.71785893,4.09413455,-5.92174787,0.08055253,-0.08096674,0.66050255,-0.98229564,4.26142657,-6.86083307,1.28231942,-1.12272568,1.71666854,-2.79929773,0.00000000,-0.00000000
