energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-6.00000000,0.20560656,-1.05727247,0.00066503,-0.00847761,0.01582677,-0.17082746,0.05099105,-0.32624478,0.04454201,-0.17331429,0.00046779,-0.02796070,0.06555772,-0.29035119,0.02637216,-0.15073261,0.03320354,-0.12382189
-5.99399700,0.20574712,-1.02385948,0.00058328,-0.00846051,0.01689799,-0.16223425,0.05282826,-0.30310933,0.04531035,-0.16973289,0.00036544,-0.02690244,0.06395276,-0.28633307,0.02376809,-0.14837733,0.03382167,-0.11862034
-5.98799400,0.20686598,-0.99004097,0.00050890,-0.00842453,0.01815388,-0.15359918,0.05467420,-0.28059434,0.04661873,-0.16590706,0.00028440,-0.02579921,0.06258610,-0.28206297,0.02137700,-0.14601904,0.03444683,-0.11349630
-5.98199100,0.20885138,-0.95604088,0.00044177,-0.00836753,0.01959026,-0.14499170,0.05646333,-0.25893072,0.04849148,-0.16185315,0.00022104,-0.02465605,0.06142710,-0.27755246,0.01920392,-0.14366454,0.03504130,-0.10848704
-5.97598799,0.21160831,-0.92207133,0.00038171,-0.00828800,0.02120698,-0.13647648,0.05813909,-0.23831481,0.05095626,-0.15759041,0.00017231,-0.02347866,0.06044625,-0.27281519,0.01725192,-0.14131579,0.03557092,-0.10362675
-5.96998499,0.21506080,-0.88832804,0.00032854,-0.00818499,0.02300753,-0.12811258,0.05965474,-0.21890603,0.05404338,-0.15314048,0.00013573,-0.02227331,0.05961657,-0.26786595,0.01552272,-0.13896957,0.03600579,-0.09894575
-5.96398199,0.21915403,-0.85498698,0.00028203,-0.00805813,0.02499844,-0.11995294,0.06097418,-0.20082603,0.05778481,-0.14852685,0.00010932,-0.02104680,0.05891505,-0.26271994,0.01401750,-0.13661760,0.03632097,-0.09446986
-5.95797899,0.22385592,-0.82220222,0.00024194,-0.00790755,0.02718861,-0.11204402,0.06207270,-0.18415912,0.06221296,-0.14377442,0.00009157,-0.01980633,0.05832401,-0.25739203,0.01273779,-0.13424692,0.03649710,-0.09022001
-5.95197599,0.22915821,-0.79010447,0.00020807,-0.00773385,0.02958852,-0.10442576,0.06293759,-0.16895380,0.06735909,-0.13890896,0.00008141,-0.01855942,0.05783251,-0.25189630,0.01168646,-0.13184048,0.03652097,-0.08621199
-5.94597299,0.23507686,-0.75880047,0.00018020,-0.00753803,0.03220923,-0.09713157,0.06356861,-0.15522520,0.07325152,-0.13395667,0.00007820,-0.01731384,0.05743753,-0.24624555,0.01086884,-0.12937805,0.03638588,-0.08245631
-5.93996998,0.24165173,-0.72837284,0.00015819,-0.00732147,0.03506141,-0.09018847,0.06397829,-0.14295815,0.07991358,-0.12894366,0.00008166,-0.01607746,0.05714506,-0.24045098,0.01029381,-0.12683724,0.03609194,-0.07895821
-5.93396698,0.24894551,-0.69888037,0.00014196,-0.00708585,0.03815421,-0.08361726,0.06419196,-0.13211073,0.08736143,-0.12389542,0.00009192,-0.01485809,0.05697092,-0.23452197,0.00997492,-0.12419467,0.03564616,-0.07571777
-5.92796398,0.25704206,-0.67035874,0.00013150,-0.00683309,0.04149422,-0.07743273,0.06424762,-0.12261808,0.09560183,-0.11883638,0.00010947,-0.01366340,0.05694141,-0.22846594,0.00993147,-0.12142715,0.03506243,-0.07273006
-5.92196098,0.26604420,-0.64282153,0.00012691,-0.00656529,0.04508436,-0.07164385,0.06419558,-0.11439632,0.10462999,-0.11378941,0.00013520,-0.01250074,0.05709368,-0.22228832,0.01018956,-0.11851295,0.03436124,-0.06998547
-5.91595798,0.27607121,-0.61626166,0.00012837,-0.00628471,0.04892297,-0.06625407,0.06409790,-0.10734649,0.11442765,-0.10877540,0.00017040,-0.01137696,0.05747592,-0.21599274,0.01078298,-0.11543293,0.03356941,-0.06747002
-5.90995498,0.28725607,-0.59065322,0.00013624,-0.00599367,0.05300303,-0.06126152,0.06402767,-0.10135830,0.12496153,-0.10381302,0.00021679,-0.01029834,0.05814728,-0.20958128,0.01175399,-0.11217168,0.03271947,-0.06516581
-5.90395198,0.29974287,-0.56595374,0.00015096,-0.00569455,0.05731159,-0.05665941,0.06406816,-0.09631381,0.13618224,-0.09891839,0.00027654,-0.00927038,0.05917761,-0.20305490,0.01315387,-0.10871849,0.03184915,-0.06305159
-5.89794897,0.31368435,-0.54210689,0.00017314,-0.00538971,0.06182948,-0.05243633,0.06431186,-0.09209078,0.14802391,-0.09410508,0.00035233,-0.00829779,0.06064699,-0.19641407,0.01504333,-0.10506810,0.03100062,-0.06110335
-5.89194597,0.32923996,-0.51904571,0.00020352,-0.00508148,0.06653142,-0.04857670,0.06485940,-0.08856586,0.16040452,-0.08938406,0.00044737,-0.00738432,0.06264507,-0.18965942,0.01749248,-0.10122138,0.03021970,-0.05929502
-5.88594297,0.34657431,-0.49669616,0.00024299,-0.00477214,0.07138643,-0.04506135,0.06581846,-0.08561746,0.17322709,-0.08476388,0.00056545,-0.00653277,0.06527023,-0.18279263,0.02058060,-0.09718568,0.02955507,-0.05759928
-5.87993997,0.36585624,-0.47498112,0.00029255,-0.00446386,0.07635862,-0.04186804,0.06730264,-0.08312840,0.18638168,-0.08025091,0.00071100,-0.00574497,0.06862853,-0.17581728,0.02439539,-0.09297509,0.02905740,-0.05598836
-5.87393697,0.38725840,-0.45382460,0.00035333,-0.00415872,0.08140841,-0.03897224,0.06943019,-0.08098830,0.19974831,-0.07584972,0.00088911,-0.00502175,0.07283243,-0.16873982,0.02903189,-0.08861037,0.02877849,-0.05443499
-5.86793397,0.41095723,-0.43315608,0.00042652,-0.00385868,0.08649403,-0.03634781,0.07232281,-0.07909564,0.21320060,-0.07156350,0.00110561,-0.00436304,0.07799932,-0.16157050,0.03459079,-0.08411881,0.02877040,-0.05291320
-5.86193097,0.43713318,-0.41291482,0.00051340,-0.00356559,0.09157344,-0.03396781,0.07610426,-0.07735967,0.22661009,-0.06739454,0.00136706,-0.00376793,0.08424969,-0.15432420,0.04117632,-0.07953380,0.02908454,-0.05139929
-5.85592796,0.46597095,-0.39305403,0.00061524,-0.00328114,0.09660632,-0.03180538,0.08089890,-0.07570190,0.23985112,-0.06334471,0.00168081,-0.00323475,0.09170516,-0.14702132,0.04889356,-0.07489440,0.02977087,-0.04987262
-5.84992496,0.49765950,-0.37354473,0.00073330,-0.00300691,0.10155636,-0.02983449,0.08683017,-0.07405746,0.25280592,-0.05941601,0.00205501,-0.00276119,0.10048604,-0.13968835,0.05784526,-0.07024469,0.03087695,-0.04831638
-5.84392196,0.53239153,-0.35437911,0.00086874,-0.00274434,0.10639349,-0.02803079,0.09401878,-0.07237607,0.26536983,-0.05561096,0.00249862,-0.00234446,0.11070869,-0.13235849,0.06812816,-0.06563316,0.03244712,-0.04671824
-5.83791896,0.57036218,-0.33557336,0.00102262,-0.00249473,0.11109615,-0.02637230,0.10258085,-0.07062280,0.27745639,-0.05193305,0.00302137,-0.00198140,0.12248249,-0.12507195,0.07982896,-0.06111208,0.03452157,-0.04507093
-5.83191596,0.61176673,-0.31716984,0.00119577,-0.00225928,0.11565329,-0.02484008,0.11262575,-0.06877842,0.28900195,-0.04838703,0.00363371,-0.00166861,0.13590658,-0.11787621,0.09301996,-0.05673690,0.03713551,-0.04337252
-5.82591296,0.65679728,-0.29923861,0.00138877,-0.00203903,0.12006616,-0.02341874,0.12425387,-0.06683962,0.29996972,-0.04497920,0.00434679,-0.00140262,0.15106639,-0.11082605,0.10775458,-0.05256573,0.04031823,-0.04162676
-5.81990995,0.70563813,-0.28187815,0.00160187,-0.00183494,0.12434968,-0.02209689,0.13755418,-0.06481883,0.31035297,-0.04171750,0.00517234,-0.00117999,0.16802998,-0.10398348,0.12406288,-0.04865893,0.04409227,-0.03984304
-5.81390695,0.75846022,-0.26521548,0.00183494,-0.00164785,0.12853344,-0.02086738,0.15260167,-0.06274383,0.32017725,-0.03861166,0.00612251,-0.00099745,0.18684446,-0.09741745,0.14194738,-0.04507888,0.04847256,-0.03803639
-5.80790395,0.81541450,-0.24940556,0.00208743,-0.00147853,0.13266208,-0.01972748,0.16945485,-0.06065710,0.32950161,-0.03567310,0.00720974,-0.00085196,0.20753241,-0.09120360,0.16137925,-0.04188979,0.05346568,-0.03622712
-5.80190095,0.87662471,-0.23463008,0.00235830,-0.00132765,0.13679523,-0.01867889,0.18815316,-0.05861498,0.33841856,-0.03291494,0.00844654,-0.00074087,0.23008871,-0.08542374,0.18229525,-0.03915768,0.05906910,-0.03444051
-5.79589795,0.94217984,-0.22109572,0.00264602,-0.00119584,0.14100679,-0.01772762,0.20871468,-0.05668659,0.34705311,-0.03035177,0.00984522,-0.00066193,0.25447773,-0.08016537,0.20459554,-0.03695045,0.06527068,-0.03270627
-5.78989495,1.01212667,-0.20903181,0.00294855,-0.00108368,0.14538372,-0.01688380,0.23113399,-0.05495262,0.35556054,-0.02799950,0.01141761,-0.00061335,0.28063115,-0.07552099,0.22814262,-0.03533799,0.07204822,-0.03105795
-5.78389195,1.08646285,-0.19868759,0.00326334,-0.00099171,0.15002434,-0.01616133,0.25538045,-0.05350400,0.36412342,-0.02587511,0.01317469,-0.00059388,0.30844662,-0.07158747,0.25276156,-0.03439223,0.07936922,-0.02953219
-5.77788894,1.16513090,-0.19032892,0.00358738,-0.00092045,0.15503604,-0.01557750,0.28139689,-0.05244038,0.37294765,-0.02399640,0.01512625,-0.00060276,0.33778722,-0.06846510,0.27824161,-0.03418718,0.08719090,-0.02816805
-5.77188594,1.24801361,-0.18423457,0.00391724,-0.00087043,0.16053275,-0.01515255,0.30909893,-0.05186854,0.38225786,-0.02238165,0.01728044,-0.00063981,0.36848198,-0.06625670,0.30433936,-0.03479871,0.09546044,-0.02700615
-5.76588294,1.33493097,-0.18069197,0.00424915,-0.00084215,0.16663191,-0.01490908,0.33837481,-0.05190071,0.39229229,-0.02104937,0.01964331,-0.00070533,0.40032750,-0.06506639,0.33078324,-0.03630420,0.10411544,-0.02608785
-5.75987994,1.42563904,-0.17999244,0.00457908,-0.00083611,0.17345134,-0.01487152,0.36908601,-0.05265269,0.40329723,-0.02001791,0.02221836,-0.00080016,0.43309052,-0.06499823,0.35727953,-0.03878179,0.11308473,-0.02545442
-5.75387694,1.51983060,-0.18242586,0.00490289,-0.00085279,0.18110580,-0.01506552,0.40106843,-0.05424196,0.41552122,-0.01930515,0.02500609,-0.00092556,0.46651166,-0.06615463,0.38351951,-0.04230929,0.12228935,-0.02514613
-5.74787394,1.61713772,-0.18827474,0.00521642,-0.00089263,0.18970355,-0.01551731,0.43413428,-0.05678555,0.42920903,-0.01892812,0.02800350,-0.00108324,0.50031000,-0.06863442,0.40918767,-0.04696265,0.13164383,-0.02520142
-5.74187094,1.71713596,-0.19780766,0.00551563,-0.00095602,0.19934284,-0.01625305,0.46807463,-0.06039785,0.44459553,-0.01890259,0.03120369,-0.00127528,0.53418846,-0.07253069,0.43397050,-0.05281407,0.14105763,-0.02565595
-5.73586793,1.81934995,-0.21127221,0.00579677,-0.00104324,0.21010842,-0.01729812,0.50266239,-0.06518822,0.46189953,-0.01924270,0.03459550,-0.00150406,0.56783988,-0.07792833,0.45756575,-0.05992953,0.15043678,-0.02654175
-5.72986493,1.92326006,-0.22888739,0.00605649,-0.00115445,0.22206820,-0.01867648,0.53765593,-0.07125843,0.48131751,-0.01996049,0.03816322,-0.00177221,0.60095345,-0.08490136,0.47969158,-0.06836609,0.15968566,-0.02788631
-5.72386193,2.02830966,-0.25083571,0.00629199,-0.00128959,0.23527008,-0.02040998,0.57280290,-0.07870005,0.50301743,-0.02106551,0.04188642,-0.00208257,0.63322137,-0.09351004,0.50009525,-0.07816873,0.16870877,-0.02971173
-5.71785893,2.13391270,-0.27725514,0.00650112,-0.00144840,0.24973895,-0.02251768,0.60784440,-0.08759167,0.52713255,-0.02256442,0.04573991,-0.00243814,0.66434555,-0.10379795,0.51856109,-0.08936713,0.17741267,-0.03203386
-5.71185593,2.23946124,-0.30823130,0.00668251,-0.00163028,0.26547403,-0.02501522,0.64251930,-0.09799613,0.55375528,-0.02446051,0.04969385,-0.00284200,0.69404408,-0.11578898,0.53491724,-0.10197225,0.18570771,-0.03486152
-5.70585293,2.34433263,-0.34379004,0.00683560,-0.00183433,0.28244660,-0.02791419,0.67656858,-0.10995771,0.58293133,-0.02675346,0.05371404,-0.00329733,0.72205724,-0.12948467,0.54904091,-0.11597311,0.19350987,-0.03819584
-5.69984992,2.44789622,-0.38389107,0.00696076,-0.00205922,0.30059810,-0.03122165,0.70973961,-0.12349955,0.61465413,-0.02943899,0.05776235,-0.00380739,0.74815316,-0.14486174,0.56086208,-0.13133388,0.20074233,-0.04202963
-5.69384692,2.54951947,-0.42842281,0.00705920,-0.00230319,0.31983884,-0.03493967,0.74179029,-0.13862118,0.64885977,-0.03250867,0.06179739,-0.00437550,0.77213256,-0.16187023,0.57036521,-0.14799145,0.20733701,-0.04634699
-5.68784392,2.64857364,-0.47719910,0.00713308,-0.00256402,0.34004726,-0.03906498,0.77249301,-0.15529652,0.68542270,-0.03594995,0.06577531,-0.00500509,0.79383298,-0.18043230,0.57758922,-0.16585371,0.21323585,-0.05112310
-5.68184092,2.74443908,-0.52995798,0.00718539,-0.00283902,0.36106992,-0.04358881,0.80163823,-0.17347223,0.72415252,-0.03974614,0.06965080,-0.00569974,0.81313198,-0.20044190,0.58262551,-0.18479880,0.21839195,-0.05632421
-5.67583792,2.83651028,-0.58636304,0.00721987,-0.00312501,0.38272225,-0.04849680,0.82903782,-0.19306677,0.76479200,-0.04387674,0.07337814,-0.00646324,0.82994964,-0.22176540,0.58561435,-0.20467538,0.22277046,-0.06190792
-5.66983492,2.92420115,-0.64600747,0.00724100,-0.00341837,0.40479022,-0.05376921,0.85452786,-0.21397009,0.80701680,-0.04831785,0.07691246,-0.00729968,0.84425003,-0.24424338,0.58673963,-0.22530409,0.22634925,-0.06782374
-5.66383192,3.00695042,-0.70842091,0.00725377,-0.00371511,0.42703287,-0.05938114,0.87797106,-0.23604411,0.85043711,-0.05304276,0.08021094,-0.00821354,0.85604189,-0.26769344,0.58622238,-0.24648032,0.22911937,-0.07401397
-5.65782891,3.08422763,-0.77307918,0.00726365,-0.00401086,0.44918577,-0.06530305,0.89925857,-0.25912407,0.89460136,-0.05802273,0.08323408,-0.00920973,0.86537828,-0.29191422,0.58431325,-0.26797817,0.23108516,-0.08041481
-5.65182591,3.15553953,-0.83941649,0.00727636,-0.00430107,0.47096550,-0.07150134,0.91831124,-0.28302075,0.93900228,-0.06322787,0.08594687,-0.01029373,0.87235529,-0.31669029,0.58128428,-0.28955560,0.23226424,-0.08695784
-5.64582291,3.22043703,-0.90683981,0.00729774,-0.00458102,0.49207489,-0.07793917,0.93508019,-0.30752348,0.98308530,-0.06862813,0.08831990,-0.01147157,0.87710984,-0.34179799,0.57742028,-0.31096068,0.23268707,-0.09357160
-5.63981991,3.27852238,-0.97474489,0.00733361,-0.00484600,0.51220920,-0.08457726,0.94954669,-0.33240398,1.02625920,-0.07419434,0.09033021,-0.01274988,0.87981635,-0.36701176,0.57301008,-0.33193853,0.23239632,-0.10018347
-5.63381691,3.32945638,-1.04253306,0.00738956,-0.00509144,0.53106283,-0.09137480,0.96172118,-0.35742087,1.06790885,-0.07989920,0.09196201,-0.01413581,0.88068242,-0.39211088,0.56833798,-0.35223889,0.23144592,-0.10672156
-5.62781391,3.37296510,-1.10962811,0.00747083,-0.00531302,0.54833661,-0.09829038,0.97164164,-0.38232466,1.10740969,-0.08571823,0.09320712,-0.01563694,0.87994348,-0.41688603,0.56367558,-0.37162386,0.22989973,-0.11311665
-5.62181091,3.40884571,-1.17549232,0.00758211,-0.00550685,0.56374524,-0.10528281,0.97937100,-0.40686314,1.14414348,-0.09163048,0.09406509,-0.01726106,0.87785637,-0.44114556,0.55927420,-0.38987538,0.22783001,-0.11930405
-5.61580790,3.43697080,-1.23964063,0.00772744,-0.00566956,0.57702481,-0.11231185,0.98499385,-0.43078686,1.17751472,-0.09761905,0.09454311,-0.01901591,0.87469193,-0.46472092,0.55535807,-0.40680226,0.22531554,-0.12522527
