energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,1.58397997,0.02649694,0.21094140,0.34460513,0.18761431,1.06713335,0.46879981,0.60106363,0.00000000
-5.99399700,1.61972762,0.02556701,0.21515592,0.35059980,0.19445461,1.08971881,0.47922669,0.62012536,0.00000000
-5.98799400,1.65975675,0.02458336,0.22002766,0.35708562,0.20191866,1.11507117,0.49144801,0.64069000,0.00000000
-5.98199100,1.70364934,0.02355872,0.22558470,0.36403406,0.20986880,1.14307701,0.50534750,0.66246195,0.00000000
-5.97598799,1.75094798,0.02250606,0.23184167,0.37141095,0.21816432,1.17357368,0.52078861,0.68514152,0.00000000
-5.96998499,1.80116422,0.02143811,0.23879797,0.37917606,0.22666494,1.20634820,0.53761738,0.70843156,0.00000000
-5.96398199,1.85378690,0.02036709,0.24643629,0.38728272,0.23523392,1.24113728,0.55566559,0.73204360,0.00000000
-5.95797899,1.90829058,0.01930427,0.25472179,0.39567785,0.24374113,1.27762891,0.57475389,0.75570336,0.00000000
-5.95197599,1.96414381,0.01825981,0.26360177,0.40430211,0.25206553,1.31546555,0.59469518,0.77915523,0.00000000
-5.94597299,2.02081725,0.01724246,0.27300617,0.41309045,0.26009731,1.35424927,0.61529813,0.80216588,0.00000000
-5.93996998,2.07779163,0.01625947,0.28284882,0.42197289,0.26773953,1.39354883,0.63637070,0.82452671,0.00000000
-5.93396698,2.13456542,0.01531650,0.29302943,0.43087560,0.27490922,1.43290895,0.65772391,0.84605519,0.00000000
-5.92796398,2.19066226,0.01441765,0.30343645,0.43972223,0.28153792,1.47186137,0.67917548,0.86659511,0.00000000
-5.92196098,2.24563802,0.01356548,0.31395060,0.44843547,0.28757180,1.50993785,0.70055364,0.88601590,0.00000000
-5.91595798,2.29908748,0.01276120,0.32444892,0.45693875,0.29297122,1.54668451,0.72170077,0.90421100,0.00000000
-5.90995498,2.35065061,0.01200476,0.33480941,0.46515804,0.29771003,1.58167724,0.74247692,0.92109568,0.00000000
-5.90395198,2.40001818,0.01129515,0.34491579,0.47302371,0.30177447,1.61453751,0.76276303,0.93660438,0.00000000
-5.89794897,2.44693675,0.01063055,0.35466232,0.48047233,0.30516190,1.64494799,0.78246379,0.95068780,0.00000000
-5.89194597,2.49121280,0.01000867,0.36395843,0.48744829,0.30787951,1.67266731,0.80150997,0.96331015,0.00000000
-5.88594297,2.53271579,0.00942690,0.37273284,0.49390531,0.30994286,1.69754304,0.81985993,0.97444652,0.00000000
-5.87993997,2.57137998,0.00888263,0.38093700,0.49980759,0.31137464,1.71952241,0.83750048,0.98408075,0.00000000
-5.87393697,2.60720476,0.00837345,0.38854760,0.50513067,0.31220353,1.73865982,0.85444661,0.99220386,0.00000000
-5.86793397,2.64025333,0.00789735,0.39556799,0.50986182,0.31246322,1.75512074,0.87074020,0.99881310,0.00000000
-5.86193097,2.67064951,0.00745289,0.40202839,0.51400007,0.31219167,1.76918147,0.88644765,1.00391163,0.00000000
-5.85592796,2.69857257,0.00703933,0.40798476,0.51755574,0.31143065,1.78122442,0.90165619,1.00750888,0.00000000
-5.84992496,2.72425006,0.00665675,0.41351640,0.52054950,0.31022537,1.79172891,0.91646929,1.00962130,0.00000000
-5.84392196,2.74794860,0.00630611,0.41872238,0.52301108,0.30862443,1.80125759,0.93100089,1.01027358,0.00000000
-5.83791896,2.76996293,0.00598925,0.42371673,0.52497749,0.30667977,1.81043880,0.94536892,1.00949996,0.00000000
-5.83191596,2.79060342,0.00570892,0.42862293,0.52649106,0.30444671,1.81994540,0.95968818,1.00734558,0.00000000
-5.82591296,2.81018230,0.00546869,0.43356760,0.52759716,0.30198398,1.83047096,0.97406294,1.00386754,0.00000000
-5.81990995,2.82899941,0.00527289,0.43867394,0.52834193,0.29935369,1.84270403,0.98857963,0.99913568,0.00000000
-5.81390695,2.84732770,0.00512650,0.44405513,0.52876989,0.29662109,1.85730166,1.00329985,0.99323270,0.00000000
-5.80790395,2.86539935,0.00503501,0.44980800,0.52892183,0.29385416,1.87486318,1.01825425,0.98625373,0.00000000
-5.80190095,2.88339298,0.00500421,0.45600738,0.52883279,0.29112293,1.89590539,1.03343739,0.97830518,0.00000000
-5.79589795,2.90142270,0.00504009,0.46270131,0.52853052,0.28849855,1.92084003,1.04880411,0.96950283,0.00000000
-5.78989495,2.91952940,0.00514850,0.46990737,0.52803427,0.28605204,1.94995478,1.06426749,0.95996937,0.00000000
-5.78389195,2.93767487,0.00533503,0.47761039,0.52735405,0.28385277,1.98339818,1.07969856,0.94983135,0.00000000
-5.77788894,2.95573895,0.00560470,0.48576155,0.52649047,0.28196674,2.02116935,1.09492792,0.93921569,0.00000000
-5.77188594,2.97351992,0.00596169,0.49427893,0.52543500,0.28045463,2.06311283,1.10974918,0.92824603,0.00000000
-5.76588294,2.99073814,0.00640912,0.50304952,0.52417069,0.27936974,2.10891852,1.12392400,0.91703896,0.00000000
-5.75987994,3.00704283,0.00694875,0.51193252,0.52267339,0.27875590,2.15812691,1.13718869,0.90570043,0.00000000
-5.75387694,3.02202153,0.00758078,0.52076379,0.52091322,0.27864549,2.21013912,1.14926196,0.89432252,0.00000000
-5.74787394,3.03521209,0.00830357,0.52936119,0.51885631,0.27905753,2.26423145,1.15985350,0.88298068,0.00000000
-5.74187094,3.04611644,0.00911346,0.53753063,0.51646668,0.27999618,2.31957366,1.16867298,0.87173166,0.00000000
-5.73586793,3.05421580,0.01000466,0.54507251,0.51370826,0.28144956,2.37525049,1.17543924,0.86061225,0.00000000
-5.72986493,3.05898665,0.01096910,0.55178817,0.51054674,0.28338907,2.43028544,1.17988908,0.84963883,0.00000000
-5.72386193,3.05991702,0.01199644,0.55748634,0.50695150,0.28576937,2.48366617,1.18178555,0.83880789,0.00000000
-5.71785893,3.05652252,0.01307411,0.56198903,0.50289731,0.28852897,2.53437059,1.18092530,0.82809752,0.00000000
-5.71185593,3.04836187,0.01418744,0.56513694,0.49836584,0.29159156,2.58139295,1.17714486,0.81746975,0.00000000
-5.70585293,3.03505137,0.01531988,0.56679406,0.49334710,0.29486811,2.62376916,1.17032579,0.80687377,0.00000000
-5.69984992,3.01627831,0.01645331,0.56685135,0.48784065,0.29825964,2.66060075,1.16039848,0.79624995,0.00000000
-5.69384692,2.99181284,0.01756842,0.56522958,0.48185662,0.30166073,2.69107682,1.14734471,0.78553444,0.00000000
-5.68784392,2.96151850,0.01864517,0.56188109,0.47541676,0.30496355,2.71449346,1.13119904,0.77466430,0.00000000
-5.68184092,2.92536091,0.01966333,0.55679066,0.46855521,0.30806241,2.73027037,1.11204895,0.76358289,0.00000000
-5.67583792,2.88341482,0.02060304,0.54997552,0.46131938,0.31085848,2.73796412,1.09003410,0.75224542,0.00000000
