energy_ev,total_up,As_p_up,As_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-6.00000000,1.06163571,0.05256122,0.00000000,0.33025335,0.65880388,0.02516629,0.30255743
-5.99399700,1.05744370,0.05043530,0.00000000,0.32203573,0.65953424,0.02470436,0.30382004
-5.98799400,1.05626002,0.04832073,0.00000000,0.31452346,0.66235065,0.02425357,0.30576479
-5.98199100,1.05830649,0.04623952,0.00000000,0.30786475,0.66738428,0.02382290,0.30842140
-5.97598799,1.06382580,0.04421561,0.00000000,0.30222326,0.67476844,0.02342267,0.31183544
-5.96998499,1.07307242,0.04227397,0.00000000,0.29777075,0.68463495,0.02306414,0.31606556
-5.96398199,1.08630115,0.04043961,0.00000000,0.29467895,0.69710935,0.02275918,0.32117950
-5.95797899,1.10375350,0.03873665,0.00000000,0.29311087,0.71230494,0.02251976,0.32724927
-5.95197599,1.12564236,0.03718728,0.00000000,0.29321192,0.73031591,0.02235749,0.33434542
-5.94597299,1.15213554,0.03581089,0.00000000,0.29510119,0.75120965,0.02228315,0.34253088
-5.93996998,1.18333890,0.03462319,0.00000000,0.29886323,0.77501868,0.02230612,0.35185448
-5.93396698,1.21928004,0.03363547,0.00000000,0.30454083,0.80173271,0.02243391,0.36234467
-5.92796398,1.25989358,0.03285406,0.00000000,0.31212890,0.83129137,0.02267173,0.37400367
-5.92196098,1.30500897,0.03227992,0.00000000,0.32157006,0.86357825,0.02302203,0.38680245
-5.91595798,1.35434202,0.03190841,0.00000000,0.33275194,0.89841679,0.02348425,0.40067692
-5.90995498,1.40749093,0.03172927,0.00000000,0.34550662,0.93556878,0.02405454,0.41552571
-5.90395198,1.46393774,0.03172682,0.00000000,0.35961219,0.97473575,0.02472569,0.43120962
-5.89794897,1.52305549,0.03188035,0.00000000,0.37479660,1.01556370,0.02548711,0.44755310
-5.89194597,1.58412152,0.03216465,0.00000000,0.39074366,1.05765121,0.02632504,0.46434767
-5.88594297,1.64633650,0.03255079,0.00000000,0.40710110,1.10056091,0.02722278,0.48135736
-5.87993997,1.70884881,0.03300698,0.00000000,0.42349044,1.14383390,0.02816118,0.49832594
-5.87393697,1.77078323,0.03349952,0.00000000,0.43951833,1.18700651,0.02911915,0.51498563
-5.86793397,1.83127267,0.03399392,0.00000000,0.45478886,1.22962866,0.03007433,0.53106699
-5.86193097,1.88949146,0.03445597,0.00000000,0.46891651,1.27128284,0.03100381,0.54630944
-5.85592796,1.94468827,0.03485281,0.00000000,0.48153897,1.31160246,0.03188495,0.56047183
-5.84992496,1.99621703,0.03515398,0.00000000,0.49232949,1.35028863,0.03269610,0.57334266
-5.84392196,2.04356382,0.03533238,0.00000000,0.50100802,1.38712404,0.03341740,0.58474917
-5.83791896,2.08636815,0.03536508,0.00000000,0.50735072,1.42198315,0.03403152,0.59456493
-5.83191596,2.12443731,0.03523397,0.00000000,0.51119745,1.45483756,0.03452419,0.60271540
-5.82591296,2.15775256,0.03492629,0.00000000,0.51245669,1.48575641,0.03488471,0.60918112
