energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.87393697,2.15330595,0.00517386,0.02860459,0.62279418,0.53299838,0.00583507,1.32462631,0.62107752,0.17473088
-5.86793397,2.15067376,0.00485064,0.02854143,0.62599087,0.53737546,0.00553013,1.32301591,0.62152622,0.17314653
-5.86193097,2.14387187,0.00453990,0.02848512,0.62750845,0.54041888,0.00525848,1.31881124,0.61998264,0.17141758
-5.85592796,2.13281690,0.00424162,0.02842586,0.62731314,0.54210355,0.00502250,1.31198423,0.61635592,0.16953779
-5.84992496,2.11756349,0.00395565,0.02835578,0.62542304,0.54244534,0.00482413,1.30259044,0.61060566,0.16750873
-5.84392196,2.09830612,0.00368179,0.02826898,0.62190787,0.54150119,0.00466484,1.29076990,0.60274478,0.16534000
-5.83791896,2.07537486,0.00341984,0.02816153,0.61688663,0.53936743,0.00454565,1.27674441,0.59284036,0.16304910
-5.83191596,2.04922523,0.00316961,0.02803134,0.61052338,0.53617639,0.00446711,1.26081113,0.58101251,0.16066092
-5.82591296,2.02042246,0.00293096,0.02787797,0.60302113,0.53209142,0.00442938,1.24333283,0.56743119,0.15820685
-5.81990995,1.98962110,0.00270379,0.02770242,0.59461440,0.52730073,0.00443221,1.22472528,0.55231124,0.15572357
-5.81390695,1.95754095,0.00248808,0.02750684,0.58556050,0.52201017,0.00447503,1.20544245,0.53590570,0.15325157
-5.80790395,1.92494073,0.00228383,0.02729420,0.57613026,0.51643563,0.00455696,1.18596035,0.51849787,0.15083348
-5.80190095,1.89259090,0.00209112,0.02706794,0.56659857,0.51079527,0.00467690,1.16676034,0.50039242,0.14851241
-5.79589795,1.86124715,0.00191002,0.02683172,0.55723507,0.50530217,0.00483358,1.14831291,0.48190598,0.14633014
-5.78989495,1.83162599,0.00174064,0.02658902,0.54829576,0.50015770,0.00502565,1.13106279,0.46335764,0.14432566
-5.78389195,1.80438369,0.00158305,0.02634297,0.54001550,0.49554599,0.00525174,1.11541603,0.44505977,0.14253374
-5.77788894,1.78009949,0.00143730,0.02609613,0.53260210,0.49162980,0.00551055,1.10172986,0.42730951,0.14098392
-5.77188594,1.75926379,0.00130340,0.02585036,0.52623186,0.48854772,0.00580094,1.09030546,0.41038131,0.13969982
-5.76588294,1.74227160,0.00118128,0.02560675,0.52104697,0.48641303,0.00612201,1.08138403,0.39452063,0.13869882
-5.75987994,1.72942105,0.00107080,0.02536572,0.51715443,0.48531386,0.00647314,1.07514597,0.37993910,0.13799211
-5.75387694,1.72091659,0.00097176,0.02512699,0.51462663,0.48531463,0.00685404,1.07171284,0.36681116,0.13758513
-5.74787394,1.71687605,0.00088389,0.02488986,0.51350325,0.48645837,0.00726481,1.07115178,0.35527206,0.13747827
-5.74187094,1.71734058,0.00080682,0.02465327,0.51379417,0.48876970,0.00770590,1.07348164,0.34541733,0.13766779
-5.73586793,1.72228627,0.00074016,0.02441611,0.51548316,0.49225799,0.00817808,1.07868012,0.33730344,0.13814692
-5.72986493,1.73163631,0.00068342,0.02417737,0.51853192,0.49692041,0.00868237,1.08669130,0.33094951,0.13890693
-5.72386193,1.74527252,0.00063612,0.02393633,0.52288420,0.50274449,0.00921995,1.09743269,0.32633987,0.13993823
-5.71785893,1.76304526,0.00059770,0.02369277,0.52846961,0.50970992,0.00979197,1.11080146,0.32342727,0.14123125
-5.71185593,1.78478095,0.00056764,0.02344704,0.53520703,0.51778949,0.01039940,1.12667907,0.32213645,0.14277721
-5.70585293,1.81028681,0.00054538,0.02320012,0.54300732,0.52694899,0.01104282,1.14493435,0.32236797,0.14456852
-5.69984992,1.83935260,0.00053039,0.02295360,0.55177533,0.53714614,0.01172220,1.16542471,0.32400220,0.14659903
-5.69384692,1.87174958,0.00052216,0.02270965,0.56141115,0.54832869,0.01243668,1.18799567,0.32690313,0.14886387
-5.68784392,1.90722708,0.00052024,0.02247082,0.57181080,0.56043199,0.01318432,1.21247907,0.33092214,0.15135914
-5.68184092,1.94550758,0.00052419,0.02223993,0.58286629,0.57337626,0.01396197,1.23869027,0.33590161,0.15408125
-5.67583792,1.98628097,0.00053368,0.02201983,0.59446550,0.58706392,0.01476507,1.26642495,0.34167829,0.15702622
-5.66983492,2.02919911,0.00054843,0.02181318,0.60649189,0.60137746,0.01558760,1.29545614,0.34808651,0.16018878
-5.66383192,2.07387167,0.00056827,0.02162224,0.61882428,0.61617812,0.01642199,1.32553189,0.35496120,0.16356149
-5.65782891,2.11986402,0.00059311,0.02144870,0.63133706,0.63130574,0.01725923,1.35637437,0.36214077,0.16713389
-5.65182591,2.16669799,0.00062302,0.02129346,0.64390075,0.64657997,0.01808898,1.38768055,0.36946982,0.17089180
-5.64582291,2.21385592,0.00065817,0.02115659,0.65638319,0.66180299,0.01889974,1.41912491,0.37680171,0.17481670
-5.63981991,2.26078816,0.00069890,0.02103725,0.66865128,0.67676382,0.01967921,1.45036423,0.38400103,0.17888542
-5.63381691,2.30692394,0.00074571,0.02093374,0.68057335,0.69124395,0.02041457,1.48104423,0.39094577,0.18307006
-5.62781391,2.35168517,0.00079928,0.02084355,0.69202200,0.70502421,0.02109295,1.51080810,0.39752936,0.18733808
-5.62181091,2.39450250,0.00086046,0.02076352,0.70287718,0.71789243,0.02170185,1.53930615,0.40366231,0.19165272
-5.61580790,2.43483261,0.00093027,0.02069005,0.71302952,0.72965155,0.02222961,1.56620626,0.40927359,0.19597362
-5.60980490,2.47217593,0.00100993,0.02061929,0.72238349,0.74012756,0.02266583,1.59120442,0.41431141,0.20025760
-5.60380190,2.50609341,0.00110079,0.02054743,0.73086024,0.74917700,0.02300185,1.61403461,0.41874367,0.20445964
-5.59779890,2.53622134,0.00120431,0.02047094,0.73839986,0.75669320,0.02323110,1.63447749,0.42255762,0.20853391
-5.59179590,2.56228320,0.00132208,0.02038680,0.74496294,0.76261119,0.02334935,1.65236716,0.42575911,0.21243483
-5.58579290,2.58409769,0.00145570,0.02029269,0.75053117,0.76691055,0.02335497,1.66759560,0.42837105,0.21611819
-5.57978989,2.60158233,0.00160674,0.02018724,0.75510691,0.76961633,0.02324902,1.68011433,0.43043134,0.21954216
-5.57378689,2.61475225,0.00177670,0.02007006,0.75871174,0.77079751,0.02303519,1.68993324,0.43199024,0.22266819
-5.56778389,2.62371415,0.00196687,0.01994184,0.76138404,0.77056340,0.02271978,1.69711640,0.43310718,0.22546182
-5.56178089,2.62865576,0.00217830,0.01980438,0.76317549,0.76905785,0.02231139,1.70177527,0.43384726,0.22789330
-5.55577789,2.62983123,0.00241168,0.01966047,0.76414700,0.76645170,0.02182065,1.70405937,0.43427750,0.22993803
-5.54977489,2.62754335,0.00266725,0.01951382,0.76436396,0.76293381,0.02125984,1.70414523,0.43446292,0.23157681
-5.54377189,2.62212361,0.00294473,0.01936893,0.76389125,0.75870120,0.02064243,1.70222399,0.43446281,0.23279596
-5.53776888,2.61391113,0.00324325,0.01923083,0.76278828,0.75394879,0.01998260,1.69848851,0.43432715,0.23358721
-5.53176588,2.60323186,0.00356126,0.01910494,0.76110420,0.74885931,0.01929476,1.69312068,0.43409353,0.23394744
-5.52576288,2.59037908,0.00389654,0.01899679,0.75887384,0.74359407,0.01859310,1.68627974,0.43378460,0.23387838
-5.51975988,2.57559649,0.00424614,0.01891187,0.75611432,0.73828486,0.01789111,1.67809214,0.43340621,0.23338609
-5.51375688,2.55906476,0.00460643,0.01885533,0.75282283,0.73302771,0.01720120,1.66864384,0.43294650,0.23248048
-5.50775388,2.54089236,0.00497312,0.01883189,0.74897557,0.72787856,0.01653442,1.65797516,0.43237569,0.23117476
-5.50175088,2.52111119,0.00534134,0.01884560,0.74452800,0.72285134,0.01590017,1.64607880,0.43164697,0.22948487
-5.49574787,2.49967731,0.00570573,0.01889977,0.73941647,0.71791832,0.01530606,1.63290103,0.43069815,0.22742901
-5.48974487,2.47647654,0.00606059,0.01899683,0.73356115,0.71301279,0.01475787,1.61834593,0.42945427,0.22502712
-5.48374187,2.45133483,0.00640001,0.01913827,0.72687007,0.70803390,0.01425949,1.60228268,0.42783079,0.22230056
-5.47773887,2.42403252,0.00671807,0.01932461,0.71924420,0.70285331,0.01381308,1.58455520,0.42573753,0.21927171
-5.47173587,2.39432184,0.00700895,0.01955539,0.71058325,0.69732328,0.01341915,1.56499385,0.42308281,0.21596381
-5.46573287,2.36194649,0.00726721,0.01982912,0.70079189,0.69128570,0.01307677,1.54342834,0.41977799,0.21240075
-5.45972986,2.32666227,0.00748787,0.02014335,0.68978604,0.68458168,0.01278381,1.51970127,0.41574176,0.20860700
-5.45372686,2.28825744,0.00766664,0.02049466,0.67749899,0.67706097,0.01253718,1.49368135,0.41090437,0.20460754
-5.44772386,2.24657186,0.00780003,0.02087869,0.66388686,0.66859090,0.01233307,1.46527579,0.40521126,0.20042787
-5.44172086,2.20151370,0.00788548,0.02129017,0.64893329,0.65906433,0.01216723,1.43444101,0.39862617,0.19609394
-5.43571786,2.15307297,0.00792143,0.02172299,0.63265299,0.64840619,0.01203516,1.40119119,0.39113339,0.19163221
-5.42971486,2.10133118,0.00790739,0.02217022,0.61509399,0.63657848,0.01193235,1.36560421,0.38273914,0.18706956
-5.42371186,2.04646674,0.00784390,0.02262417,0.59633853,0.62358338,0.01185444,1.32782479,0.37347212,0.18243330
-5.41770885,1.98875602,0.00773255,0.02307652,0.57650248,0.60946463,0.01179735,1.28806459,0.36338301,0.17775101
-5.41170585,1.92857012,0.00757588,0.02351837,0.55573344,0.59430698,0.01175744,1.24659955,0.35254317,0.17305055
-5.40570285,1.86636771,0.00737730,0.02394043,0.53420758,0.57823409,0.01173152,1.20376456,0.34104259,0.16835987
-5.39969985,1.80268465,0.00714096,0.02433316,0.51212540,0.56140500,0.01171695,1.15994592,0.32898717,0.16370693
-5.39369685,1.73812085,0.00687156,0.02468700,0.48970668,0.54400937,0.01171160,1.11557191,0.31649554,0.15911961
-5.38769385,1.67332532,0.00657428,0.02499256,0.46718488,0.52626200,0.01171391,1.07110227,0.30369559,0.15462560
-5.38169085,1.60898009,0.00625452,0.02524096,0.44480118,0.50839667,0.01172280,1.02701674,0.29072092,0.15025239
-5.37568784,1.54578382,0.00591781,0.02542403,0.42279861,0.49065994,0.01173765,0.98380359,0.27770723,0.14602718
-5.36968484,1.48443575,0.00556960,0.02553467,0.40141625,0.47330479,0.01175824,0.94194823,0.26478906,0.14197691
-5.36368184,1.42562044,0.00521515,0.02556710,0.38088393,0.45658466,0.01178466,0.90192253,0.25209669,0.13812824
-5.35767884,1.36999384,0.00485943,0.02551715,0.36141750,0.44074785,0.01181726,0.86417508,0.23975349,0.13450748
-5.35167584,1.31817085,0.00450697,0.02538245,0.34321471,0.42603244,0.01185650,0.82912252,0.22787377,0.13114060
-5.34567284,1.27071446,0.00416183,0.02516267,0.32645188,0.41266180,0.01190289,0.79714209,0.21656096,0.12805307
-5.33966983,1.22812654,0.00382754,0.02485959,0.31128127,0.40084065,0.01195690,0.76856545,0.20590633,0.12526964
-5.33366683,1.19084018,0.00350705,0.02447714,0.29782920,0.39075177,0.01201880,0.74367367,0.19598800,0.12281409
-5.32766383,1.15921342,0.00320279,0.02402142,0.28619478,0.38255311,0.01208858,0.72269332,0.18687045,0.12070882
-5.32166083,1.13352430,0.00291660,0.02350049,0.27644926,0.37637550,0.01216587,0.70579368,0.17860414,0.11897434
-5.31565783,1.11396715,0.00264985,0.02292424,0.26863593,0.37232071,0.01224981,0.69308481,0.17122545,0.11762869
-5.30965483,1.10065006,0.00240342,0.02230409,0.26277043,0.37046006,0.01233899,0.68461663,0.16475684,0.11668686
-5.30365183,1.09359352,0.00217778,0.02165266,0.25884146,0.37083335,0.01243141,0.68037883,0.15920699,0.11616009
-5.29764882,1.09273048,0.00197303,0.02098341,0.25681188,0.37344842,0.01252444,0.68030180,0.15457126,0.11605527
-5.29164582,1.09790785,0.00178897,0.02031026,0.25662017,0.37828120,0.01261481,0.68425849,0.15083211,0.11637446
-5.28564282,1.10888976,0.00162517,0.01964718,0.25818217,0.38527640,0.01269867,0.69206745,0.14795969,0.11711448
-5.27963982,1.12536276,0.00148097,0.01900786,0.26139328,0.39434900,0.01277162,0.70349699,0.14591266,0.11826677
-5.27363682,1.14694316,0.00135559,0.01840535,0.26613088,0.40538651,0.01282889,0.71827071,0.14463904,0.11981743
-5.26763382,1.17318664,0.00124813,0.01785186,0.27225729,0.41825216,0.01286541,0.73607437,0.14407741,0.12174760
-5.26163082,1.20360014,0.00115761,0.01735855,0.27962300,0.43278896,0.01287602,0.75656400,0.14415820,0.12403412
-5.25562781,1.23765606,0.00108303,0.01693544,0.28807027,0.44882472,0.01285563,0.77937544,0.14480538,0.12665047
-5.24962481,1.27480828,0.00102335,0.01659140,0.29743712,0.46617787,0.01279947,0.80413481,0.14593821,0.12956801
-5.24362181,1.31450991,0.00097755,0.01633429,0.30756143,0.48466396,0.01270323,0.83046998,0.14747329,0.13275741
-5.23761881,1.35623190,0.00094462,0.01617103,0.31828532,0.50410274,0.01256331,0.85802240,0.14932679,0.13619031
-5.23161581,1.39948210,0.00092358,0.01610789,0.32945940,0.52432539,0.01237698,0.88645910,0.15141672,0.13984105
-5.22561281,1.44382374,0.00091347,0.01615074,0.34094693,0.54518178,0.01214251,0.91548424,0.15366519,0.14368836
-5.21960980,1.48889257,0.00091342,0.01630535,0.35262769,0.56654729,0.01185930,0.94484966,0.15600068,0.14771704
-5.21360680,1.53441166,0.00092255,0.01657764,0.36440122,0.58832887,0.01152795,0.97436393,0.15836003,0.15191936
-5.20760380,1.58020304,0.00094008,0.01697399,0.37618946,0.61046998,0.01115026,1.00389941,0.16069015,0.15629620
-5.20160080,1.62619528,0.00096525,0.01750138,0.38793849,0.63295400,0.01072917,1.03339662,0.16294935,0.16085776
-5.19559780,1.67242633,0.00099737,0.01816754,0.39961926,0.65580584,0.01026877,1.06286581,0.16510822,0.16562386
-5.18959480,1.71904106,0.00103579,0.01898097,0.41122719,0.67909145,0.00977406,1.09238506,0.16714985,0.17062364
-5.18359180,1.76628318,0.00107991,0.01995085,0.42278060,0.70291510,0.00925087,1.12209507,0.16906963,0.17589470
-5.17758879,1.81448147,0.00112916,0.02108678,0.43431791,0.72741422,0.00870562,1.15219035,0.17087426,0.18148166
-5.17158579,1.86403056,0.00118300,0.02239847,0.44589369,0.75275197,0.00814515,1.18290713,0.17258033,0.18743412
-5.16558279,1.91536658,0.00124090,0.02389524,0.45757372,0.77910758,0.00757645,1.21450822,0.17421232,0.19380412
-5.15957979,1.96893869,0.00130234,0.02558549,0.46942910,0.80666480,0.00700647,1.24726527,0.17580012,0.20064311
-5.15357679,2.02517737,0.00136680,0.02747594,0.48152975,0.83559870,0.00644193,1.28143926,0.17737628,0.20799854
-5.14757379,2.08446076,0.00143370,0.02957099,0.49393751,0.86606164,0.00588908,1.31725980,0.17897303,0.21591023
-5.14157079,2.14708070,0.00150244,0.03187190,0.50669926,0.89816863,0.00535360,1.35490437,0.18061931,0.22440670
-5.13556778,2.21320984,0.00157237,0.03437604,0.51984025,0.93198314,0.00484043,1.39447833,0.18233785,0.23350151
-5.12956478,2.28287184,0.00164277,0.03707621,0.53335813,0.96750384,0.00435370,1.43599685,0.18414261,0.24318991
-5.12356178,2.35591602,0.00171282,0.03996002,0.54721797,1.00465320,0.00389666,1.47936978,0.18603660,0.25344593
-5.11755878,2.43199833,0.00178166,0.04300940,0.56134860,1.04326858,0.00347168,1.52439032,0.18801028,0.26422007
-5.11155578,2.51056990,0.00184834,0.04620030,0.57564057,1.08309653,0.00308027,1.57072847,0.19004069,0.27543784
-5.10555278,2.59087426,0.00191184,0.04950262,0.58994586,1.12379093,0.00272309,1.61792983,0.19209123,0.28699913
-5.09954977,2.67195412,0.00197109,0.05288035,0.60407964,1.16491518,0.00240005,1.66542011,0.19411227,0.29877875
-5.09354677,2.75266798,0.00202500,0.05629195,0.61782385,1.20594895,0.00211040,1.71251576,0.19604255,0.31062798
-5.08754377,2.83171644,0.00207245,0.05969101,0.63093286,1.24629924,0.00185281,1.75844036,0.19781127,0.32237728
-5.08154077,2.90767753,0.00211236,0.06302717,0.64314075,1.28531574,0.00162549,1.80234643,0.19934076,0.33384009
-5.07553777,2.97905013,0.00214372,0.06624728,0.65417017,1.32230995,0.00142632,1.84334204,0.20054973,0.34481764
-5.06953477,3.04430372,0.00216558,0.06929669,0.66374225,1.35657748,0.00125291,1.88052110,0.20135677,0.35510464
-5.06353177,3.10193251,0.00217714,0.07212082,0.67158731,1.38742251,0.00110276,1.91299616,0.20168406,0.36449560
-5.05752876,3.15051180,0.00217777,0.07466674,0.67745573,1.41418362,0.00097331,1.93993234,0.20146099,0.37279160
-5.05152576,3.18875398,0.00216700,0.07688480,0.68112856,1.43625967,0.00086203,1.96058086,0.20062764,0.37980727
-5.04552276,3.21556161,0.00214461,0.07873036,0.68242738,1.45313460,0.00076650,1.97431059,0.19913776,0.38537755
-5.03951976,3.23007519,0.00211057,0.08016521,0.68122292,1.46440003,0.00068444,1.98063623,0.19696127,0.38936411
-5.03351676,3.23171320,0.00206512,0.08115909,0.67744189,1.46977441,0.00061376,1.97924161,0.19408604,0.39166102
-5.02751376,3.22020259,0.00200873,0.08169078,0.67107194,1.46911791,0.00055260,1.96999712,0.19051891,0.39219945
-5.02151076,3.19559800,0.00194208,0.08174902,0.66216427,1.46244209,0.00049930,1.95297027,0.18628596,0.39095118
-5.01550775,3.15828890,0.00186608,0.08133317,0.65083376,1.44991398,0.00045245,1.92842883,0.18143184,0.38793078
-5.00950475,3.10899403,0.00178182,0.08045338,0.63725683,1.43185410,0.00041085,1.89683647,0.17601849,0.38319619
-5.00350175,3.04874345,0.00169052,0.07913061,0.62166678,1.40872856,0.00037353,1.85884081,0.17012307,0.37684794
-4.99749875,2.97884877,0.00159355,0.07739609,0.60434718,1.38113552,0.00033969,1.81525458,0.16383532,0.36902675
-4.99149575,2.90086304,0.00149232,0.07529067,0.58562323,1.34978643,0.00030871,1.76703068,0.15725458,0.35990979
-4.98549275,2.81653179,0.00138828,0.07286369,0.56585183,1.31548301,0.00028013,1.71523204,0.15048637,0.34970565
-4.97948974,2.72773756,0.00128287,0.07017172,0.54541053,1.27909083,0.00025361,1.66099782,0.14363900,0.33864830
-4.97348674,2.63644007,0.00117749,0.06727707,0.52468589,1.24151068,0.00022889,1.60550718,0.13682010,0.32699025
-4.96748374,2.54461457,0.00107343,0.06424613,0.50406187,1.20364893,0.00020582,1.54994220,0.13013341,0.31499519
-4.96148074,2.45419087,0.00097189,0.06114770,0.48390840,1.16638798,0.00018429,1.49545128,0.12367581,0.30293035
-4.95547774,2.36699522,0.00087390,0.05805128,0.46457082,1.13055815,0.00016423,1.44311468,0.11753475,0.29105903
-4.94947474,2.28469729,0.00078037,0.05502537,0.44636044,1.09691198,0.00014562,1.39391298,0.11178623,0.27963328
-4.94347174,2.20876395,0.00069201,0.05213593,0.42954640,1.06610179,0.00012842,1.34870002,0.10649324,0.26888731
-4.93746873,2.14042131,0.00060939,0.04944498,0.41434932,1.03866152,0.00011264,1.30818067,0.10170472,0.25903157
-4.93146573,2.08062594,0.00053288,0.04700929,0.40093653,1.01499301,0.00009824,1.27289430,0.09745513,0.25024774
-4.92546273,2.03004592,0.00046270,0.04487937,0.38941929,0.99535739,0.00008522,1.24320410,0.09376447,0.24268484
-4.91945973,1.98905187,0.00039894,0.04309861,0.37985169,0.97987152,0.00007355,1.21929245,0.09063874,0.23645636
-4.91345673,1.95771766,0.00034155,0.04170267,0.37223142,0.96850936,0.00006319,1.20116208,0.08807087,0.23163860
-4.90745373,1.93583040,0.00029034,0.04071905,0.36650207,0.96110815,0.00005412,1.18864269,0.08604193,0.22827000
-4.90145073,1.92290862,0.00024506,0.04016684,0.36255695,0.95737869,0.00004628,1.18140258,0.08452260,0.22635164
-4.89544772,1.91822782,0.00020538,0.04005672,0.36024422,0.95691950,0.00003964,1.17896464,0.08347485,0.22584865
-4.88944472,1.92085202,0.00017090,0.04039107,0.35937298,0.95923376,0.00003415,1.18072587,0.08285377,0.22669240
-4.88344172,1.92966989,0.00014120,0.04116420,0.35972026,0.96374873,0.00002980,1.18597972,0.08260940,0.22878357
-4.87743872,1.94343429,0.00011583,0.04236281,0.36103862,0.96983647,0.00002654,1.19394040,0.08268871,0.23199570
-4.87143572,1.96080360,0.00009434,0.04396643,0.36306399,0.97683542,0.00002437,1.20376837,0.08303736,0.23617923
-4.86543272,1.98038371,0.00007629,0.04594810,0.36552378,0.98407190,0.00002330,1.21459603,0.08360157,0.24116594
-4.85942971,2.00076919,0.00006125,0.04827498,0.36814476,0.99088084,0.00002336,1.22555312,0.08432978,0.24677354
-4.85342671,2.02058269,0.00004883,0.05090920,0.37066069,0.99662529,0.00002459,1.23579086,0.08517419,0.25281035
-4.84742371,2.03851139,0.00003865,0.05380866,0.37281941,1.00071390,0.00002707,1.24450434,0.08609211,0.25908004
-4.84142071,2.05333973,0.00003037,0.05692794,0.37438921,1.00261613,0.00003089,1.25095257,0.08704719,0.26538616
-4.83541771,2.06397766,0.00002369,0.06021927,0.37516442,1.00187483,0.00003619,1.25447577,0.08801031,0.27153657
-4.82941471,2.06948386,0.00001835,0.06363354,0.37496995,0.99811585,0.00004311,1.25450944,0.08896027,0.27734751
-4.82341171,2.06908353,0.00001412,0.06712129,0.37366479,0.99105463,0.00005182,1.25059511,0.08988424,0.28264739
-4.81740870,2.06218064,0.00001078,0.07063376,0.37114432,0.98049985,0.00006250,1.24238756,0.09077787,0.28728013
-4.81140570,2.04836455,0.00000818,0.07412390,0.36734154,0.96635398,0.00007538,1.22965852,0.09164507,0.29110806
-4.80540270,2.02741108,0.00000616,0.07754730,0.36222701,0.94861121,0.00009066,1.21229686,0.09249756,0.29401428
-4.79939970,1.99927844,0.00000462,0.08086310,0.35580782,0.92735274,0.00010856,1.19030567,0.09335403,0.29590452
-4.79339670,1.96409837,0.00000344,0.08403475,0.34812537,0.90274000,0.00012930,1.16379622,0.09423904,0.29670842
-4.78739370,1.92216305,0.00000256,0.08703062,0.33925238,0.87500595,0.00015307,1.13297949,0.09518165,0.29638018
-4.78139070,1.87390849,0.00000191,0.08982446,0.32928900,0.84444506,0.00018005,1.09815546,0.09621385,0.29489871
-4.77538769,1.81989507,0.00000144,0.09239571,0.31835847,0.81140230,0.00021038,1.05970075,0.09736876,0.29226707
-4.76938469,1.76078605,0.00000112,0.09472950,0.30660224,0.77626158,0.00024415,1.01805511,0.09867884,0.28851152
-4.76338169,1.69732485,0.00000091,0.09681662,0.29417491,0.73943410,0.00028140,0.97370725,0.10017395,0.28367990
-4.75737869,1.63031193,0.00000080,0.09865314,0.28123922,0.70134691,0.00032211,0.92718056,0.10187965,0.27783968
-4.75137569,1.56058204,0.00000078,0.10023997,0.26796108,0.66243217,0.00036618,0.87901906,0.10381551,0.27107555
-4.74537269,1.48898256,0.00000085,0.10158227,0.25450504,0.62311726,0.00041344,0.82977415,0.10599387,0.26348675
-4.73936968,1.41635359,0.00000100,0.10268880,0.24103015,0.58381604,0.00046364,0.77999242,0.10841884,0.25518419
-4.73336668,1.34351030,0.00000125,0.10357125,0.22768654,0.54492144,0.00051645,0.73020485,0.11108583,0.24628746
-4.72736368,1.27122812,0.00000162,0.10424360,0.21461250,0.50679952,0.00057150,0.68091751,0.11398164,0.23692190
-4.72136068,1.20023082,0.00000214,0.10472162,0.20193248,0.46978488,0.00062833,0.63260402,0.11708510,0.22721572
-4.71535768,1.13118197,0.00000282,0.10502250,0.18975573,0.43417769,0.00068647,0.58569976,0.12036832,0.21729743
-4.70935468,1.06467956,0.00000372,0.10516473,0.17817570,0.40024196,0.00074540,0.54059775,0.12379864,0.20729346
-4.70335168,1.00125381,0.00000489,0.10516820,0.16727013,0.36820514,0.00080463,0.49764617,0.12734105,0.19732630
-4.69734867,0.94136787,0.00000640,0.10505458,0.15710177,0.33825882,0.00086370,0.45714737,0.13096119,0.18751296
-4.69134567,0.88542115,0.00000831,0.10484790,0.14771953,0.31056034,0.00092222,0.41935818,0.13462871,0.17796392
-4.68534267,0.83375465,0.00001072,0.10457546,0.13916011,0.28523503,0.00097990,0.38449118,0.13832091,0.16878256
-4.67933967,0.78665785,0.00001373,0.10426875,0.13144978,0.26237900,0.00103659,0.35271686,0.14202643,0.16006493
-4.67333667,0.74437656,0.00001746,0.10396462,0.12460640,0.24206212,0.00109229,0.32416628,0.14574882,0.15189995
-4.66733367,0.70712094,0.00002205,0.10370632,0.11864127,0.22433104,0.00114719,0.29893390,0.14950983,0.14436990
-4.66133067,0.67507316,0.00002764,0.10354454,0.11356093,0.20921195,0.00120173,0.27708059,0.15335208,0.13755098
-4.65532766,0.64839404,0.00003441,0.10353812,0.10936867,0.19671306,0.00125653,0.25863632,0.15734099,0.13151408
-4.64932466,0.62722806,0.00004253,0.10375451,0.10606562,0.18682652,0.00131248,0.24360250,0.16156585,0.12632536
-4.64332166,0.61170631,0.00005218,0.10426974,0.10365149,0.17952977,0.00137066,0.23195383,0.16613962,0.12204682
