energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,3.24360474,0.00108971,1.19740665,2.91693999,0.67761992,0.02923677,0.63858940
-5.99399700,3.28955265,0.00114762,1.20731446,2.97305563,0.68178716,0.02919975,0.65878703
-5.98799400,3.32788110,0.00120647,1.21405909,3.02334293,0.68403089,0.02906258,0.67800245
-5.98199100,3.35876731,0.00126561,1.21781458,3.06786264,0.68445680,0.02883161,0.69611893
-5.97598799,3.38244035,0.00132434,1.21877919,3.10668177,0.68319226,0.02851427,0.71301939
-5.96998499,3.39914672,0.00138187,1.21716064,3.13984632,0.68037700,0.02811868,0.72858298
-5.96398199,3.40911830,0.00143740,1.21316193,3.16735743,0.67615389,0.02765332,0.74268229
-5.95797899,3.41254433,0.00149004,1.20696872,3.18915252,0.67066024,0.02712666,0.75518161
-5.95197599,3.40954953,0.00153892,1.19873894,3.20509300,0.66402025,0.02654691,0.76593640
-5.94597299,3.40017979,0.00158314,1.18859517,3.21495953,0.65633891,0.02592173,0.77479435
-5.93996998,3.38439616,0.00162185,1.17662018,3.21845528,0.64769775,0.02525808,0.78159789
-5.93396698,3.36207781,0.00165421,1.16285595,3.21521733,0.63815262,0.02456207,0.78618832
-5.92796398,3.33303366,0.00167948,1.14730596,3.20483566,0.62773355,0.02383892,0.78841141
-5.92196098,3.29702181,0.00169701,1.12994075,3.18687862,0.61644666,0.02309295,0.78812397
-5.91595798,3.25377568,0.00170627,1.11070613,3.16092342,0.60427798,0.02232763,0.78520146
-5.90995498,3.20303497,0.00170686,1.08953357,3.12658977,0.59119882,0.02154573,0.77954576
-5.90395198,3.14457947,0.00169856,1.06635200,3.08357463,0.57717232,0.02074944,0.77109300
-5.89794897,3.07826336,0.00168129,1.04110020,3.03168571,0.56216076,0.01994055,0.75982071
-5.89194597,3.00404791,0.00165516,1.01373905,2.97087169,0.54613309,0.01912066,0.74575401
-5.88594297,2.92203026,0.00162046,0.98426262,2.90124710,0.52907230,0.01829133,0.72897025
-5.87993997,2.83246643,0.00157764,0.95270769,2.82311026,0.51098200,0.01745430,0.70960194
-5.87393697,2.73578717,0.00152732,0.91916080,2.73695297,0.49189197,0.01661158,0.68783757
-5.86793397,2.63260541,0.00147028,0.88376260,2.64346126,0.47186227,0.01576562,0.66392035
