energy_ev,total_up,Au_p_up,Au_d_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.77788894,7.50730689,1.54636394,4.21479541,1.20785459,0.51821764,0.02358734,0.72245281,0.08069856,1.41978538
-5.77188594,7.51640173,1.54684425,4.22022111,1.21660326,0.52009546,0.02378294,0.71524025,0.08266358,1.42948849
-5.76588294,7.53173461,1.54936832,4.22878640,1.22628433,0.52242057,0.02397830,0.70868313,0.08475019,1.44074504
-5.75987994,7.55355982,1.55412245,4.24067960,1.23677630,0.52514746,0.02417371,0.70294617,0.08694770,1.45342656
-5.75387694,7.58193494,1.56123825,4.25597322,1.24793943,0.52822408,0.02436926,0.69817101,0.08924015,1.46737535
-5.74787394,7.61669631,1.57078470,4.27460769,1.25961525,0.53159246,0.02456471,0.69447083,0.09160631,1.48240481
-5.74187094,7.65744280,1.58276202,4.29638038,1.27162724,0.53518950,0.02475941,0.69192567,0.09402006,1.49830094
-5.73586793,7.70352930,1.59709761,4.32094083,1.28378272,0.53894806,0.02495224,0.69057891,0.09645084,1.51482493
-5.72986493,7.75407076,1.61364455,4.34779275,1.29587589,0.54279813,0.02514156,0.69043480,0.09886436,1.53171696
-5.72386193,7.80795749,1.63218278,4.37630309,1.30769208,0.54666831,0.02532521,0.69145747,0.10122357,1.54870101
-5.71785893,7.86388146,1.65242311,4.40571836,1.31901304,0.55048728,0.02550056,0.69357135,0.10348970,1.56549083
-5.71185593,7.92037326,1.67401413,4.43518754,1.32962304,0.55418553,0.02566455,0.69666318,0.10562348,1.58179666
-5.70585293,7.97584846,1.69655182,4.46379100,1.33931556,0.55769700,0.02581384,0.70058547,0.10758644,1.59733268
-5.69984992,8.02866194,1.71959177,4.49057434,1.34790034,0.56096081,0.02594491,0.70516146,0.10934219,1.61182504
-5.69384692,8.07716790,1.74266355,4.51458569,1.35521037,0.56392301,0.02605433,0.71019131,0.11085780,1.62501992
-5.68784392,8.11978338,1.76528675,4.53491491,1.36110860,0.56653815,0.02613889,0.71545939,0.11210498,1.63669173
-5.68184092,8.15505241,1.78698819,4.55073298,1.36549404,0.56877081,0.02619588,0.72074240,0.11306123,1.64665078
-5.67583792,8.18170807,1.80731961,4.56132960,1.36830695,0.57059695,0.02622331,0.72581797,0.11371077,1.65475040
-5.66983492,8.19872951,1.82587506,4.56614732,1.36953281,0.57200506,0.02622019,0.73047334,0.11404532,1.66089306
-5.66383192,8.20539138,1.84230728,4.56481041,1.36920501,0.57299699,0.02618672,0.73451391,0.11406453,1.66503514
-5.65782891,8.20130290,1.85634233,4.55714702,1.36740589,0.57358857,0.02612454,0.73777105,0.11377631,1.66719035
-5.65182591,8.18643489,1.86779173,4.54320335,1.36426619,0.57380978,0.02603685,0.74010907,0.11319668,1.66743128
-5.64582291,8.16113280,1.87656149,4.52324909,1.35996275,0.57370460,0.02592859,0.74143076,0.11234950,1.66588905
-5.63981991,8.12611508,1.88265752,4.49777348,1.35471447,0.57333038,0.02580648,0.74168147,0.11126583,1.66275109
-5.63381691,8.08245638,1.88618702,4.46747228,1.34877667,0.57275681,0.02567903,0.74085133,0.10998307,1.65825676
-5.62781391,8.03155599,1.88735574,4.43322570,1.34243382,0.57206444,0.02555647,0.73897559,0.10854387,1.65269108
-5.62181091,7.97509275,1.88646097,4.39606852,1.33599105,0.57134273,0.02545059,0.73613305,0.10699485,1.64637667
-5.61580790,7.91496789,1.88388062,4.35715338,1.32976448,0.57068776,0.02537456,0.73244257,0.10538515,1.63966412
-5.60980490,7.85323839,1.88005869,4.31770900,1.32407074,0.57019949,0.02534263,0.72805789,0.10376495,1.63292100
-5.60380190,7.79204346,1.87548772,4.27899507,1.31921615,0.56997888,0.02536975,0.72316091,0.10218394,1.62652019
-5.59779890,7.73352740,1.87068907,4.24225587,1.31548577,0.57012468,0.02547122,0.71795386,0.10068974,1.62082759
-5.59179590,7.67976210,1.86619171,4.20867465,1.31313286,0.57073023,0.02566217,0.71265058,0.09932657,1.61618999
-5.58579290,7.63267265,1.86251075,4.17933087,1.31236923,0.57188027,0.02595717,0.70746750,0.09813384,1.61292340
-5.57978989,7.59396908,1.86012642,4.15516198,1.31335674,0.57364788,0.02636966,0.70261459,0.09714512,1.61130242
-5.57378689,7.56508739,1.85946467,4.13693168,1.31620055,0.57609173,0.02691154,0.69828678,0.09638721,1.61155106
-5.56778389,7.54714215,1.86088015,4.12520564,1.32094442,0.57925369,0.02759268,0.69465620,0.09587950,1.61383538
-5.56178089,7.54089254,1.86464239,4.12033582,1.32756823,0.58315699,0.02842052,0.69186571,0.09563359,1.61825819
-5.55577789,7.54672312,1.87092578,4.12245376,1.33598817,0.58780490,0.02939971,0.69002374,0.09565321,1.62485625
-5.54977489,7.56463975,1.87980368,4.13147304,1.34605936,0.59318008,0.03053186,0.68920092,0.09593434,1.63359969
-5.54377189,7.59428031,1.89124694,4.14710025,1.35758125,0.59924459,0.03181530,0.68942836,0.09646567,1.64439402
-5.53776888,7.63493946,1.90512669,4.16885396,1.37030524,0.60594057,0.03324500,0.69069774,0.09722921,1.65708434
-5.53176588,7.68560560,1.92122119,4.19609040,1.38394458,0.61319161,0.03481256,0.69296306,0.09820111,1.67146158
-5.52576288,7.74500807,1.93922631,4.22803446,1.39818595,0.62090468,0.03650629,0.69614387,0.09935263,1.68727061
-5.51975988,7.81167206,1.95876894,4.26381441,1.41270229,0.62897259,0.03831138,0.70012979,0.10065122,1.70421954
-5.51375688,7.88397851,1.97942267,4.30249865,1.42716622,0.63727691,0.04021017,0.70478600,0.10206157,1.72199006
-5.50775388,7.96022606,2.00072498,4.34313286,1.44126364,0.64569121,0.04218250,0.70995940,0.10354675,1.74024829
-5.50175088,8.03869263,2.02219496,4.38477588,1.45470665,0.65408452,0.04420612,0.71548510,0.10506924,1.75865556
-5.49574787,8.11769378,2.04335088,4.42653288,1.46724527,0.66232485,0.04625712,0.72119291,0.10659192,1.77687893
-5.48974487,8.19563604,2.06372684,4.46758474,1.47867753,0.67028284,0.04831051,0.72691352,0.10807890,1.79460099
-5.48374187,8.27106327,2.08288784,4.50721269,1.48885728,0.67783513,0.05034067,0.73248420,0.10949626,1.81152858
-5.47773887,8.34269499,2.10044271,4.54481745,1.49769950,0.68486774,0.05232199,0.73775368,0.11081263,1.82740036
-5.47173587,8.40945580,2.11605469,4.57993287,1.50518296,0.69127903,0.05422937,0.74258619,0.11199964,1.84199297
-5.46573287,8.47049576,2.12944918,4.61223372,1.51134997,0.69698247,0.05603879,0.74686448,0.11303220,1.85512578
-5.45972986,8.52520190,2.14041881,4.64153802,1.51630351,0.70190900,0.05772786,0.75049187,0.11388872,1.86666413
-5.45372686,8.57320126,2.14882570,4.66780436,1.52020182,0.70600900,0.05927630,0.75339329,0.11455118,1.87652123
-5.44772386,8.61435636,2.15460126,4.69112462,1.52325078,0.70925386,0.06066638,0.75551547,0.11500516,1.88465875
-5.44172086,8.64875401,2.15774351,4.71171283,1.52569458,0.71163708,0.06188339,0.75682623,0.11523981,1.89108616
-5.43571786,8.67668842,2.15831250,4.72989089,1.52780506,0.71317491,0.06291593,0.75731324,0.11524780,1.89585897
-5.42971486,8.69863974,2.15642407,4.74607175,1.52987028,0.71390648,0.06375622,0.75698213,0.11502521,1.89907601
-5.42371186,8.71524882,2.15224223,4.76074068,1.53218288,0.71389340,0.06440029,0.75585430,0.11457149,1.90087582
-5.41770885,8.72728925,2.14597077,4.77443535,1.53502858,0.71321885,0.06484808,0.75396444,0.11388938,1.90143219
-5.41170585,8.73563725,2.13784422,4.78772502,1.53867550,0.71198599,0.06510344,0.75135798,0.11298480,1.90094897
-5.40570285,8.74124015,2.12811867,4.80118952,1.54336445,0.71031589,0.06517407,0.74808847,0.11186685,1.89965420
-5.39969985,8.74508410,2.11706271,4.81539831,1.54930067,0.70834480,0.06507127,0.74421517,0.11054762,1.89779367
-5.39369685,8.74816148,2.10494873,4.83089009,1.55664714,0.70622085,0.06480966,0.73980067,0.10904212,1.89562380
-5.38769385,8.75143864,2.09204487,4.84815333,1.56551975,0.70410023,0.06440676,0.73490881,0.10736810,1.89340422
-5.38169085,8.75582459,2.07860786,4.86760817,1.57598414,0.70214286,0.06388246,0.72960289,0.10554577,1.89138995
-5.37568784,8.76214142,2.06487681,4.88959023,1.58805454,0.70050784,0.06325845,0.72394407,0.10359752,1.88982347
-5.36968484,8.77109708,2.05106829,4.91433660,1.60169429,0.69934847,0.06255754,0.71799023,0.10154752,1.88892686
-5.36368184,8.78326160,2.03737254,4.94197480,1.61681806,0.69880740,0.06180293,0.71179502,0.09942124,1.88889429
-5.35767884,8.79904752,2.02395115,4.97251502,1.63329556,0.69901181,0.06101755,0.70540729,0.09724495,1.88988514
-5.35167584,8.81869539,2.01093607,5.00584615,1.65095664,0.70006895,0.06022325,0.69887087,0.09504507,1.89201804
-5.34567284,8.84226535,1.99842995,5.04173597,1.66959753,0.70206223,0.05944018,0.69222457,0.09284764,1.89536617
-5.33966983,8.86963520,1.98650781,5.07983575,1.68898798,0.70504801,0.05868618,0.68550252,0.09067759,1.89995408
-5.33366683,8.90050546,1.97521985,5.11968937,1.70887911,0.70905334,0.05797618,0.67873471,0.08855823,1.90575624
-5.32766383,8.93441150,1.96459523,5.16074667,1.72901176,0.71407471,0.05732190,0.67194774,0.08651062,1.91269754
-5.32166083,8.97074253,1.95464673,5.20238084,1.74912492,0.72007799,0.05673149,0.66516572,0.08455313,1.92065575
-5.31565783,9.00876655,1.94537577,5.24390919,1.76896419,0.72699946,0.05620945,0.65841121,0.08270107,1.92946592
-5.30965483,9.04766057,1.93677781,5.28461631,1.78828975,0.73474808,0.05575661,0.65170619,0.08096640,1.93892665
-5.30365183,9.08654428,1.92884750,5.32377892,1.80688364,0.74320879,0.05537038,0.64507299,0.07935761,1.94880782
-5.29764882,9.12451584,1.92158352,5.36069087,1.82455618,0.75224672,0.05504497,0.63853500,0.07787973,1.95885959
-5.29164582,9.16068766,1.91499258,5.39468738,1.84115090,0.76171213,0.05477189,0.63211729,0.07653445,1.96882211
-5.28564282,9.19422040,1.90909249,5.42516703,1.85654814,0.77144585,0.05454043,0.62584684,0.07532036,1.97843551
-5.27963982,9.22435321,1.90391381,5.45161060,1.87066677,0.78128492,0.05433830,0.61975258,0.07423330,1.98744958
-5.27363682,9.25042847,1.89950023,5.47359550,1.88346404,0.79106818,0.05415223,0.61386500,0.07326675,1.99563273
-5.26763382,9.27190991,1.89590722,5.49080530,1.89493348,0.80064157,0.05396864,0.60821549,0.07241234,2.00277956
-5.26163082,9.28839287,1.89319927,5.50303379,1.90510086,0.80986278,0.05377426,0.60283535,0.07166028,2.00871691
-5.25562781,9.29960645,1.89144555,5.51018350,1.91401832,0.81860522,0.05355667,0.59775451,0.07099988,2.01330783
-5.24962481,9.30540772,1.89071431,5.51225892,1.92175697,0.82676099,0.05330481,0.59300006,0.07041995,2.01645348
-5.24362181,9.30576846,1.89106633,5.50935505,1.92839828,0.83424288,0.05300936,0.58859466,0.06990924,2.01809282
-5.23761881,9.30075581,1.89254761,5.50164211,1.93402474,0.84098530,0.05266304,0.58455494,0.06945671,2.01820033
-5.23161581,9.29050834,1.89518194,5.48934765,1.93871032,0.84694418,0.05226074,0.58088994,0.06905185,2.01678184
-5.22561281,9.27520945,1.89896357,5.47273726,1.94251129,0.85209601,0.05179958,0.57759977,0.06868476,2.01386903
-5.21960980,9.25506027,1.90385072,5.45209534,1.94545804,0.85643601,0.05127888,0.57467459,0.06834632,2.00951286
-5.21360680,9.23025415,1.90976021,5.42770717,1.94754842,0.85997584,0.05069992,0.57209393,0.06802818,2.00377658
-5.20760380,9.20095459,1.91656375,5.39984366,1.94874312,0.86274080,0.05006577,0.56982645,0.06772271,1.99672878
-5.20160080,9.16727856,1.92408616,5.36874958,1.94896359,0.86476693,0.04938094,0.56783031,0.06742296,1.98843705
-5.19559780,9.12928624,1.93210593,5.33463614,1.94809258,0.86609811,0.04865109,0.56605391,0.06712254,1.97896262
-5.18959480,9.08697809,1.94035817,5.29767822,1.94597761,0.86678335,0.04788261,0.56443722,0.06681550,1.96835639
-5.18359180,9.04029938,1.94854004,5.25801618,1.94243714,0.86687444,0.04708233,0.56291363,0.06649628,1.95665662
-5.17758879,8.98915183,1.95631855,5.21576211,1.93726939,0.86642406,0.04625718,0.56141207,0.06615959,1.94388835
-5.17158579,8.93341146,1.96334048,5.17100952,1.93026313,0.86548430,0.04541391,0.55985953,0.06580040,1.93006462
-5.16558279,8.87295113,1.96924415,5.12384578,1.92121021,0.86410574,0.04455888,0.55818380,0.06541391,1.91518922
-5.15957979,8.80766622,1.97367241,5.07436601,1.90991887,0.86233698,0.04369791,0.55631613,0.06499564,1.89926084
-5.15357679,8.73750114,1.97628648,5.02268716,1.89622729,0.86022447,0.04283615,0.55419405,0.06454147,1.88227818
-5.14757379,8.66247488,1.97677986,4.96896103,1.88001653,0.85781269,0.04197809,0.55176377,0.06404776,1.86424565
-5.14157079,8.58270342,1.97489177,4.91338507,1.86122208,0.85514442,0.04112759,0.54898249,0.06351156,1.84517917
-5.13556778,8.49841730,1.97041950,4.85620992,1.83984349,0.85226108,0.04028791,0.54582015,0.06293066,1.82511169
-5.12956478,8.40997283,1.96322887,4.79774298,1.81595127,0.84920295,0.03946183,0.54226076,0.06230386,1.80409787
-5.12356178,8.31785617,1.95326258,4.73834762,1.78969095,0.84600925,0.03865178,0.53830320,0.06163104,1.78221771
-5.11755878,8.22267952,1.94054572,4.67843781,1.76128367,0.84271803,0.03785998,0.53396144,0.06091335,1.75957879
-5.11155578,8.12516984,1.92518830,4.61846864,1.73102354,0.83936574,0.03708850,0.52926413,0.06015324,1.73631691
-5.10555278,8.02615046,1.90738453,4.55892314,1.69927170,0.83598663,0.03633943,0.52425377,0.05935457,1.71259510
-5.09954977,7.92651680,1.88740889,4.50029632,1.66644732,0.83261196,0.03561487,0.51898526,0.05852256,1.68860104
-5.09354677,7.82720762,1.86560901,4.44307749,1.63301607,0.82926901,0.03491702,0.51352411,0.05766379,1.66454294
-5.08754377,7.72917360,1.84239565,4.38773209,1.59947640,0.82598017,0.03424812,0.50794427,0.05678605,1.64064425
-5.08154077,7.63334500,1.81823019,4.33468412,1.56634450,0.82276199,0.03361045,0.50232569,0.05589825,1.61713731
-5.07553777,7.54060044,1.79361002,4.28430052,1.53413831,0.81962453,0.03300622,0.49675180,0.05501019,1.59425645
-5.06953477,7.45173849,1.76905253,4.23687833,1.50336149,0.81657083,0.03243747,0.49130684,0.05413238,1.57223066
-5.06353177,7.36745353,1.74507820,4.19263560,1.47448788,0.81359681,0.03190593,0.48607332,0.05327578,1.55127650
-5.05752876,7.28831723,1.72219355,4.15170656,1.44794707,0.81069154,0.03141294,0.48112958,0.05245157,1.53159125
-5.05152576,7.21476633,1.70087456,4.11414120,1.42411163,0.80783782,0.03095929,0.47654755,0.05167088,1.51334690
-5.04552276,7.14709704,1.68155129,4.07990941,1.40328640,0.80501325,0.03054512,0.47239078,0.05094460,1.49668497
-5.03951976,7.08546624,1.66459413,4.04890916,1.38570025,0.80219154,0.03016983,0.46871285,0.05028307,1.48171250
-5.03351676,7.02989866,1.65030239,4.02097819,1.37150034,0.79934408,0.02983206,0.46555609,0.04969596,1.46849937
-5.02751376,6.98029957,1.63889552,3.99590843,1.36074916,0.79644169,0.02952965,0.46295072,0.04919204,1.45707678
-5.02151076,6.93647165,1.63050723,3.97346212,1.35342431,0.79345639,0.02925969,0.46091441,0.04877901,1.44743718
-5.01550775,6.89813500,1.62518291,3.95338865,1.34942078,0.79036307,0.02901856,0.45945221,0.04846342,1.43953531
-5.00950475,6.86494870,1.62288013,3.93544109,1.34855572,0.78714102,0.02880207,0.45855692,0.04825049,1.43329052
-5.00350175,6.83653288,1.62347228,3.91939141,1.35057532,0.78377518,0.02860557,0.45820979,0.04814408,1.42858994
-4.99749875,6.81248986,1.62675519,3.90504367,1.35516360,0.78025701,0.02842414,0.45838156,0.04814659,1.42529257
-4.99149575,6.79242337,1.63245634,3.89224430,1.36195252,0.77658501,0.02825274,0.45903384,0.04825888,1.42323396
-4.98549275,6.77595504,1.64024613,3.88088927,1.37053337,0.77276483,0.02808640,0.46012060,0.04848026,1.42223134
-4.97948974,6.76273755,1.64975100,3.87092781,1.38046872,0.76880898,0.02792044,0.46159001,0.04880840,1.42208902
-4.97348674,6.75246404,1.66056750,3.86236263,1.39130472,0.76473616,0.02775060,0.46338619,0.04923934,1.42260384
-4.96748374,6.74487393,1.67227689,3.85524698,1.40258329,0.76057041,0.02757322,0.46545112,0.04976745,1.42357050
-4.96148074,6.73975500,1.68445967,3.84967880,1.41385390,0.75633989,0.02738539,0.46772649,0.05038539,1.42478671
-4.95547774,6.73694237,1.69670929,3.84579270,1.42468445,0.75207574,0.02718499,0.47015532,0.05108416,1.42605784
-4.94947474,6.73631474,1.70864467,3.84375011,1.43467122,0.74781068,0.02697085,0.47268353,0.05185308,1.42720116
-4.94347174,6.73778849,1.71992093,3.84372857,1.44344733,0.74357789,0.02674270,0.47526116,0.05267987,1.42804940
-4.93746873,6.74131041,1.73023799,3.84591071,1.45068976,0.73940985,0.02650121,0.47784330,0.05355074,1.42845376
-4.93146573,6.74684960,1.73934675,3.85047360,1.45612473,0.73533743,0.02624796,0.48039073,0.05445046,1.42828608
-4.92546273,6.75438924,1.74705281,3.85757906,1.45953129,0.73138918,0.02598535,0.48287009,0.05536259,1.42744044
-4.91945973,6.76391876,1.75321752,3.86736541,1.46074323,0.72759083,0.02571656,0.48525386,0.05626965,1.42583391
-4.91345673,6.77542691,1.75775664,3.87994108,1.45964930,0.72396505,0.02544536,0.48751982,0.05715341,1.42340669
-4.90745373,6.78889610,1.76063685,3.89538017,1.45619188,0.72053138,0.02517606,0.48965035,0.05799520,1.42012165
-4.90145073,6.80429820,1.76187032,3.91372027,1.45036428,0.71730633,0.02491334,0.49163149,0.05877627,1.41596323
-4.89544772,6.82159201,1.76150794,3.93496226,1.44220688,0.71430361,0.02466208,0.49345177,0.05947819,1.41093596
-4.88944472,6.84072240,1.75963159,3.95907206,1.43180240,0.71153443,0.02442730,0.49510104,0.06008328,1.40506257
-4.88344172,6.86162092,1.75634598,3.98598413,1.41927042,0.70900782,0.02421392,0.49656934,0.06057508,1.39838184
-4.87743872,6.88420790,1.75177058,4.01560610,1.40476170,0.70673097,0.02402676,0.49784583,0.06093882,1.39094638
-4.87143572,6.90839557,1.74603213,4.04782449,1.38845228,0.70470943,0.02387032,0.49891797,0.06116182,1.38282028
-4.86543272,6.93409199,1.73925805,4.08251068,1.37053778,0.70294734,0.02374877,0.49977096,0.06123394,1.37407688
-4.85942971,6.96120540,1.73157111,4.11952699,1.35122806,0.70144748,0.02366584,0.50038748,0.06114796,1.36479663
-4.85342671,6.98964847,1.72308557,4.15873227,1.33074236,0.70021125,0.02362476,0.50074781,0.06089983,1.35506517
-4.84742371,7.01934228,1.71390482,4.19998667,1.30930510,0.69923858,0.02362826,0.50083026,0.06048892,1.34497159
-4.84142071,7.05021939,1.70412044,4.24315528,1.28714225,0.69852763,0.02367852,0.50061196,0.05991812,1.33460694
-4.83541771,7.08222587,1.69381268,4.28811038,1.26447848,0.69807459,0.02377717,0.50006989,0.05919382,1.32406293
-4.82941471,7.11532189,1.68305192,4.33473227,1.24153476,0.69787326,0.02392532,0.49918214,0.05832584,1.31343078
-4.82341171,7.14948076,1.67190090,4.38290853,1.21852652,0.69791464,0.02412354,0.49792922,0.05732718,1.30280020
-4.81740870,7.18468631,1.66041743,4.43253190,1.19566209,0.69818651,0.02437189,0.49629540,0.05621366,1.29225837
-4.81140570,7.22092869,1.64865697,4.48349703,1.17314140,0.69867297,0.02466996,0.49426999,0.05500353,1.28188893
-4.80540270,7.25819858,1.63667509,4.53569616,1.15115464,0.69935394,0.02501687,0.49184839,0.05371691,1.27177088
-4.79939970,7.29648035,1.62452918,4.58901435,1.12988088,0.70020475,0.02541130,0.48903279,0.05237522,1.26197733
-4.79339670,7.33574425,1.61227940,4.64332447,1.10948641,0.70119569,0.02585152,0.48583266,0.05100055,1.25257411
-4.78739370,7.37593821,1.59998873,4.69848242,1.09012290,0.70229160,0.02633537,0.48226471,0.04961502,1.24361820
-4.78139070,7.41697987,1.58772190,4.75432305,1.07192516,0.70345157,0.02686029,0.47835254,0.04824019,1.23515609
-4.77538769,7.45874911,1.57554361,4.81065700,1.05500874,0.70462867,0.02742332,0.47412581,0.04689642,1.22722204
-4.76938469,7.50108192,1.56351587,4.86726891,1.03946735,0.70576987,0.02802113,0.46961918,0.04560239,1.21983635
-4.76338169,7.54376594,1.55169485,4.92391717,1.02537021,0.70681603,0.02864997,0.46487082,0.04437463,1.21300384
-4.75737869,7.58653819,1.54012756,4.98033536,1.01275964,0.70770221,0.02930574,0.45992088,0.04322719,1.20671248
-4.75137569,7.62908533,1.52884859,5.03623535,1.00164895,0.70835810,0.02998395,0.45480974,0.04217143,1.20093252
-4.74537269,7.67104670,1.51787717,5.09131216,0.99202092,0.70870884,0.03067976,0.44957638,0.04121585,1.19561608
-4.73936968,7.71202010,1.50721495,5.14525017,0.98382707,0.70867610,0.03138798,0.44425681,0.04036612,1.19069729
-4.73336668,7.75157048,1.49684463,5.19773069,0.97698781,0.70817956,0.03210313,0.43888274,0.03962514,1.18609326
-4.72736368,7.78924099,1.48672953,5.24844026,0.97139373,0.70713861,0.03281943,0.43348054,0.03899325,1.18170564
-4.72136068,7.82456625,1.47681427,5.29707969,0.96690798,0.70547453,0.03353084,0.42807055,0.03846848,1.17742299
-4.71535768,7.85708715,1.46702640,5.34337300,0.96336972,0.70311286,0.03423115,0.42266675,0.03804688,1.17312387
-4.70935468,7.88636668,1.45727901,5.38707624,0.96059874,0.69998601,0.03491393,0.41727685,0.03772284,1.16868036
-4.70335168,7.91200593,1.44747391,5.42798549,0.95840092,0.69603598,0.03557270,0.41190266,0.03748953,1.16396225
-4.69734867,7.93365965,1.43750546,5.46594390,0.95657440,0.69121716,0.03620086,0.40654086,0.03733921,1.15884135
-4.69134567,7.95105042,1.42726444,5.50084726,0.95491619,0.68549894,0.03679183,0.40118392,0.03726360,1.15319602
-4.68534267,7.96398103,1.41664198,5.53264806,0.95322894,0.67886812,0.03733905,0.39582121,0.03725422,1.14691548
-4.67933967,7.97234404,1.40553311,5.56135769,0.95132757,0.67133095,0.03783609,0.39044022,0.03730262,1.13990393
-4.67333667,7.97612844,1.39383985,5.58704667,0.94904533,0.66291465,0.03827666,0.38502774,0.03740064,1.13208408
-4.66733367,7.97542261,1.38147364,5.60984307,0.94623917,0.65366829,0.03865471,0.37957093,0.03754052,1.12340004
-4.66133067,7.97041370,1.36835698,5.62992886,0.94279405,0.64366302,0.03896452,0.37405833,0.03771504,1.11381945
-4.65532766,7.96138316,1.35442438,5.64753450,0.93862604,0.63299147,0.03920073,0.36848057,0.03791755,1.10333462
-4.64932466,7.94869867,1.33962261,5.66293179,0.93368407,0.62176644,0.03935849,0.36283094,0.03814199,1.09196288
-4.64332166,7.93280256,1.32391031,5.67642523,0.92795032,0.61011880,0.03943351,0.35710571,0.03838281,1.07974590
