energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,1.95094588,1.16379643,0.57831064,0.01619344,0.14522549,0.03331126,0.80086006
-5.99399700,1.87796437,1.11500045,0.55591749,0.01538650,0.13797383,0.03315776,0.77299701
-5.98799400,1.80319212,1.06472087,0.53342410,0.01463457,0.13056106,0.03290001,0.74431507
-5.98199100,1.72755109,1.01350618,0.51112595,0.01394435,0.12307916,0.03255592,0.71515592
-5.97598799,1.65192732,0.96189475,0.48929695,0.01332039,0.11561495,0.03214459,0.68585279
-5.96998499,1.57715440,0.91040658,0.46818409,0.01276515,0.10824871,0.03168556,0.65672419
-5.96398199,1.50399962,0.85953673,0.44800319,0.01227909,0.10105304,0.03119793,0.62806848
-5.95797899,1.43315298,0.80975038,0.42893562,0.01186081,0.09409218,0.03069962,0.60015923
-5.95197599,1.36521922,0.76147957,0.41112632,0.01150725,0.08742166,0.03020670,0.57324168
-5.94597299,1.30071311,0.71512140,0.39468295,0.01121388,0.08108820,0.02973270,0.54753022
-5.93996998,1.24005771,0.67103762,0.37967625,0.01097494,0.07513004,0.02928826,0.52320704
-5.93396698,1.18358577,0.62955538,0.36614162,0.01078365,0.06957729,0.02888070,0.50042189
-5.92796398,1.13154400,0.59096893,0.35408179,0.01063249,0.06445267,0.02851396,0.47929299
-5.92196098,1.08409997,0.55554207,0.34347047,0.01051343,0.05977216,0.02818858,0.45990903
-5.91595798,1.04135119,0.52351109,0.33425697,0.01041813,0.05554592,0.02790191,0.44233210
-5.90995498,1.00333620,0.49508797,0.32637140,0.01033820,0.05177908,0.02764845,0.42660154
-5.90395198,0.97004675,0.47046355,0.31973040,0.01026540,0.04847262,0.02742033,0.41273826
-5.89794897,0.94144083,0.44981043,0.31424317,0.01019184,0.04562415,0.02720789,0.40074968
-5.89194597,0.91745568,0.43328541,0.30981741,0.01011019,0.04322863,0.02700035,0.39063456
-5.88594297,0.89802006,0.42103100,0.30636496,0.01001379,0.04127892,0.02678651,0.38238789
-5.87993997,0.88306529,0.41317611,0.30380694,0.00989687,0.03976632,0.02655542,0.37600511
-5.87393697,0.87253419,0.40983546,0.30207804,0.00975459,0.03868087,0.02629709,0.37148575
-5.86793397,0.86638745,0.41110764,0.30112977,0.00958321,0.03801154,0.02600301,0.36883599
