energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-3.04652326,0.52122341,0.00444922,0.05318328,0.10878770,0.30108631,0.00980992,0.11730627,0.05525969,0.00159168
-3.04052026,0.52749903,0.00454738,0.05207482,0.11063751,0.30733562,0.00944830,0.11832071,0.05563658,0.00160919
-3.03451726,0.53050749,0.00461477,0.05069073,0.11178352,0.31158661,0.00904139,0.11860928,0.05572096,0.00161710
-3.02851426,0.53013067,0.00464984,0.04905274,0.11218973,0.31372787,0.00859617,0.11815312,0.05549194,0.00161496
-3.02251126,0.52633166,0.00465174,0.04718707,0.11183787,0.31369917,0.00812017,0.11695056,0.05493908,0.00160259
-3.01650825,0.51915437,0.00462037,0.04512356,0.11072758,0.31149279,0.00762118,0.11501677,0.05406193,0.00158006
-3.01050525,0.50872104,0.00455636,0.04289471,0.10887609,0.30715313,0.00710704,0.11238310,0.05286945,0.00154770
-3.00450225,0.49522756,0.00446103,0.04053476,0.10631727,0.30077486,0.00658541,0.10909581,0.05137919,0.00150606
-2.99849925,0.47893672,0.00433638,0.03807871,0.10310026,0.29249946,0.00606358,0.10521452,0.04961636,0.00145589
-2.99249625,0.46016976,0.00418498,0.03556154,0.09928760,0.28251041,0.00554831,0.10081027,0.04761275,0.00139815
-2.98649325,0.43929640,0.00400988,0.03301731,0.09495305,0.27102726,0.00504572,0.09596328,0.04540556,0.00133390
-2.98049025,0.41672395,0.00381452,0.03047852,0.09017904,0.25829871,0.00456116,0.09076053,0.04303615,0.00126435
-2.97448724,0.39288573,0.00360264,0.02797550,0.08505402,0.24459519,0.00409921,0.08529331,0.04054875,0.00119077
-2.96848424,0.36822936,0.00337809,0.02553592,0.07966972,0.23020108,0.00366360,0.07965466,0.03798926,0.00111448
-2.96248124,0.34320536,0.00314480,0.02318441,0.07411848,0.21540696,0.00325726,0.07393698,0.03540395,0.00103679
-2.95647824,0.31825639,0.00290660,0.02094238,0.06849070,0.20050221,0.00288232,0.06822982,0.03283841,0.00095899
-2.95047524,0.29380749,0.00266715,0.01882781,0.06287255,0.18576810,0.00254018,0.06261790,0.03033649,0.00088232
-2.94447224,0.27025757,0.00242985,0.01685529,0.05734400,0.17147172,0.00223159,0.05717939,0.02793944,0.00080791
-2.93846923,0.24797230,0.00219777,0.01503609,0.05197722,0.15786069,0.00195670,0.05198457,0.02568518,0.00073681
-2.93246623,0.22727850,0.00197358,0.01337827,0.04683537,0.14515893,0.00171516,0.04709487,0.02360769,0.00066993
-2.92646323,0.20845999,0.00175953,0.01188694,0.04197175,0.13356337,0.00150622,0.04256216,0.02173661,0.00060806
-2.92046023,0.19175481,0.00155744,0.01056447,0.03742949,0.12324159,0.00132879,0.03842848,0.02009690,0.00055184
-2.91445723,0.17735375,0.00136866,0.00941084,0.03324144,0.11433037,0.00118152,0.03472601,0.01870870,0.00050178
-2.90845423,0.16539990,0.00119413,0.00842390,0.02943051,0.10693497,0.00106287,0.03147732,0.01758723,0.00045823
-2.90245123,0.15598906,0.00103438,0.00759973,0.02601022,0.10112905,0.00097117,0.02869582,0.01674278,0.00042142
-2.89644822,0.14917087,0.00088958,0.00693290,0.02298553,0.09695505,0.00090465,0.02638642,0.01618081,0.00039145
-2.89044522,0.14495037,0.00075957,0.00641681,0.02035382,0.09442497,0.00086149,0.02454625,0.01590202,0.00036829
-2.88444222,0.14328998,0.00064392,0.00604394,0.01810592,0.09352143,0.00083985,0.02316556,0.01590254,0.00035181
-2.87843922,0.14411165,0.00054199,0.00580616,0.01622729,0.09419891,0.00083785,0.02222856,0.01617404,0.00034177
-2.87243622,0.14729930,0.00045297,0.00569496,0.01469914,0.09638512,0.00085364,0.02171443,0.01670397,0.00033785
-2.86643322,0.15270137,0.00037591,0.00570170,0.01349959,0.09998253,0.00088531,0.02159818,0.01747576,0.00033963
-2.86043022,0.16013375,0.00030981,0.00581787,0.01260476,0.10487009,0.00093099,0.02185170,0.01846906,0.00034665
-2.85442721,0.16938299,0.00025363,0.00603536,0.01198978,0.11090512,0.00098879,0.02244473,0.01966011,0.00035838
-2.84842421,0.18020998,0.00020632,0.00634670,0.01162975,0.11792552,0.00105681,0.02334586,0.02102205,0.00037422
-2.84242121,0.19235429,0.00016689,0.00674543,0.01150069,0.12575232,0.00113317,0.02452365,0.02252540,0.00039357
-2.83641821,0.20553906,0.00013437,0.00722637,0.01158030,0.13419261,0.00121600,0.02594771,0.02413864,0.00041580
-2.83041521,0.21947686,0.00010788,0.00778603,0.01184876,0.14304299,0.00130348,0.02758995,0.02582883,0.00044026
-2.82441221,0.23387618,0.00008665,0.00842299,0.01228946,0.15209350,0.00139384,0.02942579,0.02756238,0.00046632
-2.81840920,0.24844875,0.00006997,0.00913838,0.01288964,0.16113200,0.00148543,0.03143557,0.02930594,0.00049336
-2.81240620,0.26291763,0.00005727,0.00993629,0.01364103,0.16994902,0.00157676,0.03360590,0.03102735,0.00052082
-2.80640320,0.27702570,0.00004807,0.01082427,0.01454037,0.17834297,0.00166654,0.03593104,0.03269669,0.00054817
-2.80040020,0.29054450,0.00004201,0.01181378,0.01558993,0.18612553,0.00175376,0.03841434,0.03428737,0.00057499
-2.79439720,0.30328313,0.00003884,0.01292061,0.01679792,0.19312720,0.00183772,0.04106954,0.03577722,0.00060092
-2.78839420,0.31509675,0.00003844,0.01416525,0.01817879,0.19920262,0.00191816,0.04392191,0.03714960,0.00062573
-2.78239120,0.32589449,0.00004079,0.01557310,0.01975342,0.20423577,0.00199527,0.04700926,0.03839439,0.00064931
-2.77638819,0.33564627,0.00004602,0.01717469,0.02154910,0.20814446,0.00206980,0.05038257,0.03950895,0.00067169
-2.77038519,0.34438826,0.00005437,0.01900554,0.02359944,0.21088435,0.00214308,0.05410635,0.04049881,0.00069304
-2.76438219,0.35222662,0.00006624,0.02110602,0.02594394,0.21245202,0.00221712,0.05825845,0.04137832,0.00071370
-2.75837919,0.35933929,0.00008214,0.02352080,0.02862743,0.21288707,0.00229466,0.06292949,0.04217096,0.00073415
-2.75237619,0.36597562,0.00010277,0.02629821,0.03169914,0.21227320,0.00237914,0.06822162,0.04290942,0.00075504
-2.74637319,0.37245370,0.00012899,0.02948920,0.03521168,0.21073819,0.00247480,0.07424676,0.04363551,0.00077713
-2.74037019,0.37915546,0.00016184,0.03314611,0.03921958,0.20845269,0.00258668,0.08112422,0.04439968,0.00080135
-2.73436718,0.38651948,0.00020257,0.03732115,0.04377772,0.20562804,0.00272055,0.08897770,0.04526033,0.00082870
-2.72836418,0.39503174,0.00025262,0.04206459,0.04893950,0.20251298,0.00288298,0.09793179,0.04628287,0.00086031
-2.72236118,0.40521456,0.00031367,0.04742284,0.05475481,0.19938951,0.00308124,0.10810796,0.04753850,0.00089732
-2.71635818,0.41761400,0.00038765,0.05343621,0.06126794,0.19656794,0.00332325,0.11962016,0.04910283,0.00094092
-2.71035518,0.43278597,0.00047672,0.06013676,0.06851539,0.19438125,0.00361753,0.13257020,0.05105425,0.00099229
-2.70435218,0.45128163,0.00058327,0.06754595,0.07652374,0.19317892,0.00397309,0.14704298,0.05347220,0.00105253
-2.69834917,0.47363230,0.00070996,0.07567251,0.08530758,0.19332031,0.00439929,0.16310179,0.05643532,0.00112270
-2.69234617,0.50033430,0.00085967,0.08451036,0.09486770,0.19516759,0.00490574,0.18078386,0.06001948,0.00120369
-2.68634317,0.53183413,0.00103547,0.09403684,0.10518949,0.19907855,0.00550211,0.20009636,0.06429585,0.00129625
-2.68034017,0.56851432,0.00124061,0.10421136,0.11624173,0.20539899,0.00619795,0.22101289,0.06932884,0.00140094
-2.67433717,0.61068017,0.00147844,0.11497443,0.12797580,0.21445501,0.00700247,0.24347092,0.07517416,0.00151809
-2.66833417,0.65854777,0.00175236,0.12624727,0.14032534,0.22654506,0.00792433,0.26736999,0.08187690,0.00164777
-2.66233117,0.71223343,0.00206572,0.13793207,0.15320650,0.24193193,0.00897131,0.29257101,0.08946967,0.00178982
-2.65632816,0.77174467,0.00242172,0.14991283,0.16651863,0.26083458,0.01015008,0.31889672,0.09797087,0.00194376
-2.65032516,0.83697302,0.00282329,0.16205700,0.18014559,0.28341998,0.01146587,0.34613328,0.10738310,0.00210886
-2.64432216,0.90768872,0.00327296,0.17421767,0.19395748,0.30979514,0.01292214,0.37403296,0.11769174,0.00228409
-2.63831916,0.98353741,0.00377269,0.18623644,0.20781289,0.33999936,0.01452025,0.40231802,0.12886379,0.00246816
-2.63231616,1.06403893,0.00432374,0.19794686,0.22156149,0.37399712,0.01625913,0.43068556,0.14084687,0.00265950
-2.62631316,1.14858844,0.00492648,0.20917835,0.23504701,0.41167168,0.01813494,0.45881320,0.15356865,0.00285633
-2.62031016,1.23645980,0.00558027,0.21976033,0.24811027,0.45281997,0.02014085,0.48636548,0.16693652,0.00305664
-2.61430715,1.32681159,0.00628326,0.22952671,0.26059248,0.49714895,0.02226669,0.51300074,0.18083778,0.00325823
-2.60830415,1.41869568,0.00703230,0.23832023,0.27233845,0.54427391,0.02449887,0.53837828,0.19514024,0.00345878
-2.60230115,1.51106851,0.00782284,0.24599678,0.28319972,0.59371909,0.02682023,0.56216552,0.20969328,0.00365586
-2.59629815,1.60280527,0.00864886,0.25242933,0.29303748,0.64492092,0.02921006,0.58404503,0.22432956,0.00384695
-2.59029515,1.69271686,0.00950285,0.25751142,0.30172528,0.69723421,0.03164419,0.60372114,0.23886727,0.00402956
-2.58429215,1.77956962,0.01037584,0.26116009,0.30915134,0.74994142,0.03409529,0.62092607,0.25311290,0.00420119
-2.57828914,1.86210774,0.01125749,0.26331801,0.31522051,0.80226502,0.03653321,0.63542529,0.26686471,0.00435941
-2.57228614,1.93907793,0.01213627,0.26395489,0.31985584,0.85338296,0.03892553,0.64702206,0.27991659,0.00450194
-2.56628314,2.00925616,0.01299964,0.26306808,0.32299972,0.90244686,0.04123825,0.65556116,0.29206248,0.00462665
-2.56028014,2.07147559,0.01383432,0.26068225,0.32461459,0.94860247,0.04343655,0.66093159,0.30310115,0.00473161
-2.55427714,2.12465541,0.01462663,0.25684835,0.32468332,0.99101202,0.04548573,0.66306842,0.31284112,0.00481514
-2.54827414,2.16782930,0.01536285,0.25164179,0.32320914,1.02887743,0.04735220,0.66195362,0.32110580,0.00487588
-2.54227114,2.20017303,0.01602957,0.24516000,0.32021532,1.06146373,0.04900453,0.65761613,0.32773844,0.00491276
-2.53626813,2.22102988,0.01661415,0.23751945,0.31574447,1.08812170,0.05041452,0.65013097,0.33260686,0.00492509
-2.53026513,2.22993297,0.01710508,0.22885227,0.30985763,1.10830886,0.05155823,0.63961766,0.33560766,0.00491254
-2.52426213,2.22662361,0.01749238,0.21930265,0.30263310,1.12160771,0.05241695,0.62623793,0.33666984,0.00487520
-2.51825913,2.21106460,0.01776794,0.20902309,0.29416506,1.12774062,0.05297807,0.61019275,0.33575757,0.00481354
-2.51225613,2.18344789,0.01792581,0.19817075,0.28456201,1.12658048,0.05323573,0.59171884,0.33287197,0.00472847
-2.50625313,2.14419593,0.01796243,0.18690386,0.27394505,1.11815665,0.05319135,0.57108462,0.32805191,0.00462127
-2.50025013,2.09395646,0.01787674,0.17537845,0.26244600,1.10265591,0.05285385,0.54858572,0.32137359,0.00449362
-2.49424712,2.03359075,0.01767030,0.16374548,0.25020544,1.08041824,0.05223973,0.52454016,0.31294903,0.00434755
-2.48824412,1.96415535,0.01734717,0.15214821,0.23737064,1.05192767,0.05137275,0.49928311,0.30292349,0.00418542
-2.48224112,1.88687817,0.01691388,0.14072024,0.22409341,1.01779849,0.05028348,0.47316149,0.29147184,0.00400984
-2.47623812,1.80312936,0.01637914,0.12958382,0.21052799,0.97875750,0.04900854,0.44652836,0.27879405,0.00382365
-2.47023512,1.71438829,0.01575361,0.11884877,0.19682889,0.93562295,0.04758958,0.41973725,0.26511010,0.00362985
-2.46423212,1.62220766,0.01504956,0.10861176,0.18314883,0.88928125,0.04607213,0.39313652,0.25065428,0.00343153
-2.45822911,1.52817606,0.01428044,0.09895601,0.16963682,0.84066219,0.04450427,0.36706389,0.23566934,0.00323182
-2.45222611,1.43388041,0.01346049,0.08995135,0.15643637,0.79071389,0.04293517,0.34184118,0.22040056,0.00303376
-2.44622311,1.34086957,0.01260435,0.08165464,0.14368391,0.74037835,0.04141363,0.31776948,0.20509011,0.00284034
-2.44022011,1.25062025,0.01172659,0.07411036,0.13150747,0.69056845,0.03998653,0.29512476,0.18997171,0.00265433
-2.43421711,1.16450654,0.01084134,0.06735138,0.12002564,0.64214733,0.03869740,0.27415411,0.17526606,0.00247828
-2.42821411,1.08377369,0.00996194,0.06139999,0.10934677,0.59591059,0.03758506,0.25507261,0.16117681,0.00231447
-2.42221111,1.00951697,0.00910066,0.05626883,0.09956857,0.55257186,0.03668246,0.23806101,0.14788760,0.00216484
-2.41620810,0.94266596,0.00826844,0.05196202,0.09077781,0.51275191,0.03601559,0.22326412,0.13555975,0.00203097
-2.41020510,0.88397437,0.00747469,0.04847614,0.08305041,0.47697154,0.03560276,0.21079007,0.12433105,0.00191409
-2.40420210,0.83401543,0.00672726,0.04580123,0.07645164,0.44564783,0.03545404,0.20071030,0.11431526,0.00181501
-2.39819910,0.79318236,0.00603230,0.04392174,0.07103642,0.41909385,0.03557096,0.19306036,0.10560244,0.00173418
-2.39219610,0.76169358,0.00539435,0.04281734,0.06684978,0.39752124,0.03594657,0.18784132,0.09825994,0.00167167
-2.38619310,0.73960194,0.00481638,0.04246358,0.06392718,0.38104517,0.03656569,0.18502187,0.09233392,0.00162719
-2.38019010,0.72680723,0.00429989,0.04283255,0.06229487,0.36969137,0.03740549,0.18454083,0.08785116,0.00160012
-2.37418709,0.72307120,0.00384508,0.04389327,0.06197001,0.36340450,0.03843626,0.18631005,0.08482123,0.00158959
-2.36818409,0.72803423,0.00345101,0.04561209,0.06296073,0.36205738,0.03962242,0.19021763,0.08323862,0.00159444
-2.36218109,0.74123294,0.00311578,0.04795286,0.06526585,0.36546071,0.04092375,0.19613114,0.08308485,0.00161334
-2.35617809,0.76211797,0.00283670,0.05087703,0.06887448,0.37337270,0.04229672,0.20390094,0.08433041,0.00164478
-2.35017509,0.79007136,0.00261052,0.05434377,0.07376539,0.38550842,0.04369589,0.21336335,0.08693644,0.00168718
-2.34417209,0.82442296,0.00243356,0.05830979,0.07990617,0.40154848,0.04507537,0.22434361,0.09085606,0.00173886
-2.33816908,0.86446558,0.00230186,0.06272939,0.08725243,0.42114707,0.04639031,0.23665861,0.09603543,0.00179814
-2.33216608,0.90946859,0.00221136,0.06755427,0.09574679,0.44393902,0.04759824,0.25011927,0.10241439,0.00186334
-2.32616308,0.95868989,0.00215797,0.07273349,0.10531811,0.46954625,0.04866033,0.26453262,0.10992688,0.00193286
-2.32016008,1.01138628,0.00213768,0.07821342,0.11588080,0.49758333,0.04954250,0.27970347,0.11850105,0.00200514
-2.31415708,1.06682242,0.00214660,0.08393780,0.12733449,0.52766261,0.05021630,0.29543594,0.12805931,0.00207875
-2.30815408,1.12427849,0.00218108,0.08984791,0.13956399,0.55939890,0.05065955,0.31153466,0.13851817,0.00215234
-2.30215108,1.18305706,0.00223766,0.09588283,0.15243981,0.59241393,0.05085679,0.32780581,0.14978832,0.00222471
-2.29614807,1.24248926,0.00231314,0.10197995,0.16581923,0.62634092,0.05079938,0.34405820,0.16177462,0.00229478
-2.29014507,1.30194082,0.00240461,0.10807560,0.17954786,0.66082927,0.05048546,0.36010431,0.17437648,0.00236158
-2.28414207,1.36081807,0.00250939,0.11410584,0.19346192,0.69554951,0.04991956,0.37576147,0.18748846,0.00242428
-2.27813907,1.41857438,0.00262511,0.12000751,0.20739101,0.73019871,0.04911211,0.39085329,0.20100116,0.00248216
-2.27213607,1.47471689,0.00274963,0.12571938,0.22116147,0.76450622,0.04807873,0.40521131,0.21480252,0.00253462
-2.26613307,1.52881374,0.00288115,0.13118341,0.23460013,0.79823964,0.04683935,0.41867692,0.22877940,0.00258115
-2.26013007,1.58050168,0.00301812,0.13634620,0.24753837,0.83121091,0.04541735,0.43110355,0.24281946,0.00262136
-2.25412706,1.62949364,0.00315929,0.14116033,0.25981634,0.86328220,0.04383858,0.44235913,0.25681319,0.00265493
-2.24812406,1.67558595,0.00330373,0.14558581,0.27128712,0.89437135,0.04213038,0.45232859,0.27065602,0.00268165
-2.24212106,1.71866473,0.00345081,0.14959133,0.28182074,0.92445629,0.04032074,0.46091642,0.28425049,0.00270139
-2.23611806,1.75871077,0.00360024,0.15315532,0.29130767,0.95357817,0.03843744,0.46804900,0.29750810,0.00271411
-2.23011506,1.79580215,0.00375202,0.15626686,0.29966188,0.98184272,0.03650731,0.47367670,0.31035089,0.00271986
-2.22411206,1.83011424,0.00390648,0.15892612,0.30682299,1.00941940,0.03455571,0.47777540,0.32271268,0.00271879
-2.21810905,1.86191614,0.00406422,0.16114455,0.31275764,1.03653790,0.03260598,0.48034739,0.33453962,0.00271110
-2.21210605,1.89156335,0.00422609,0.16294449,0.31745981,1.06348196,0.03067920,0.48142144,0.34579021,0.00269712
-2.20610305,1.91948631,0.00439314,0.16435848,0.32095017,1.09058009,0.02879390,0.48105197,0.35643466,0.00267723
-2.20010005,1.94617466,0.00456654,0.16542797,0.32327435,1.11819336,0.02696606,0.47931728,0.36645363,0.00265189
-2.19409705,1.97215758,0.00474750,0.16620170,0.32450022,1.14670038,0.02520902,0.47631681,0.37583634,0.00262162
-2.18809405,1.99798049,0.00493717,0.16673360,0.32471436,1.17647986,0.02353365,0.47216751,0.38457830,0.00258699
-2.18209105,2.02417903,0.00513654,0.16708047,0.32401777,1.20789127,0.02194843,0.46699947,0.39267864,0.00254861
-2.17608804,2.05125121,0.00534632,0.16729938,0.32252109,1.24125419,0.02045966,0.46095099,0.40013731,0.00250707
-2.17008504,2.07962897,0.00556685,0.16744497,0.32033950,1.27682745,0.01907170,0.45416331,0.40695238,0.00246300
-2.16408204,2.10965062,0.00579797,0.16756683,0.31758760,1.31478875,0.01778713,0.44677527,0.41311756,0.00241694
-2.15807904,2.14153550,0.00603892,0.16770697,0.31437453,1.35521603,0.01660702,0.43891822,0.41862022,0.00236944
-2.15207604,2.17536245,0.00628832,0.16789767,0.31079952,1.39807134,0.01553118,0.43071140,0.42344003,0.00232095
-2.14607304,2.21105341,0.00654408,0.16815966,0.30694811,1.44318859,0.01455835,0.42225811,0.42754844,0.00227183
-2.14007004,2.24836338,0.00680340,0.16850087,0.30288928,1.49026566,0.01368644,0.41364285,0.43090909,0.00222240
-2.13406703,2.28687770,0.00706281,0.16891582,0.29867354,1.53886194,0.01291279,0.40492960,0.43347913,0.00217283
-2.12806403,2.32601724,0.00731820,0.16938558,0.29433216,1.58840163,0.01223436,0.39616133,0.43521153,0.00212324
-2.12206103,2.36505177,0.00756494,0.16987849,0.28987745,1.63818311,0.01164801,0.38736082,0.43605827,0.00207365
-2.11605803,2.40312127,0.00779800,0.17035151,0.28530416,1.68739434,0.01115073,0.37853260,0.43597429,0.00202401
-2.11005503,2.43926453,0.00801209,0.17075216,0.28059183,1.73513405,0.01073990,0.36966608,0.43492196,0.00197422
-2.10405203,2.47245410,0.00820189,0.17102098,0.27570797,1.78043789,0.01041355,0.36073945,0.43287586,0.00192415
-2.09804902,2.50163603,0.00836221,0.17109443,0.27061185,1.82230887,0.01017060,0.35172426,0.42982770,0.00187367
-2.09204602,2.52577282,0.00848818,0.17090805,0.26525869,1.85975071,0.01001107,0.34259038,0.42579087,0.00182266
-2.08604302,2.54388747,0.00857551,0.17039968,0.25960400,1.89180282,0.00993635,0.33331093,0.42080450,0.00177105
-2.08004002,2.55510673,0.00862062,0.16951269,0.25360786,1.91757549,0.00994928,0.32386701,0.41493671,0.00171882
-2.07403702,2.55870127,0.00862082,0.16819900,0.24723877,1.93628351,0.01005432,0.31425184,0.40828669,0.00166604
-2.06803402,2.55412096,0.00857448,0.16642167,0.24047705,1.94727695,0.01025752,0.30447415,0.40098560,0.00161288
-2.06203102,2.54102330,0.00848108,0.16415713,0.23331745,1.95006746,0.01056650,0.29456052,0.39319581,0.00155961
-2.05602801,2.51929360,0.00834127,0.16139668,0.22577093,1.94434886,0.01099029,0.28455659,0.38510876,0.00150660
-2.05002501,2.48905582,0.00815694,0.15814743,0.21786551,1.93001117,0.01153904,0.27452707,0.37694111,0.00145433
-2.04402201,2.45067332,0.00793109,0.15443248,0.20964611,1.90714716,0.01222369,0.26455456,0.36892937,0.00140334
-2.03801901,2.40473946,0.00766784,0.15029036,0.20117354,1.87605119,0.01305547,0.25473706,0.36132316,0.00135428
-2.03201601,2.35205822,0.00737226,0.14577385,0.19252252,1.83721033,0.01404531,0.24518466,0.35437721,0.00130780
-2.02601301,2.29361590,0.00705025,0.14094811,0.18377913,1.79128815,0.01520320,0.23601515,0.34834249,0.00126460
-2.02001001,2.23054482,0.00670835,0.13588834,0.17503747,1.73910189,0.01653748,0.22734915,0.34345668,0.00122535
-2.01400700,2.16408099,0.00635354,0.13067692,0.16639616,1.68159402,0.01805408,0.21930475,0.33993444,0.00119068
-2.00800400,2.09551745,0.00599305,0.12540034,0.15795443,1.61979964,0.01975574,0.21199208,0.33795793,0.00116115
-2.00200100,2.02615558,0.00563416,0.12014599,0.14980833,1.55481101,0.02164133,0.20550800,0.33766784,0.00113721
-1.99599800,1.95725644,0.00528399,0.11499884,0.14204715,1.48774092,0.02370517,0.19993121,0.33915557,0.00111917
-1.98999500,1.88999460,0.00494930,0.11003838,0.13475004,1.41968657,0.02593654,0.19531803,0.34245676,0.00110720
-1.98399200,1.82541627,0.00463635,0.10533572,0.12798335,1.35169534,0.02831925,0.19169903,0.34754666,0.00110129
-1.97798899,1.76440380,0.00435075,0.10095118,0.12179842,1.28473408,0.03083149,0.18907670,0.35433759,0.00110125
-1.97198599,1.70764790,0.00409734,0.09693226,0.11623013,1.21966303,0.03344583,0.18742424,0.36267865,0.00110671
-1.96598299,1.65562889,0.00388006,0.09331224,0.11129623,1.15721527,0.03612949,0.18668563,0.37235792,0.00111712
-1.95997999,1.60860748,0.00370197,0.09010932,0.10699734,1.09798251,0.03884481,0.18677685,0.38310710,0.00113176
-1.95397699,1.56662535,0.00356513,0.08732645,0.10331768,1.04240731,0.04155003,0.18758831,0.39460838,0.00114978
-1.94797399,1.52951537,0.00347063,0.08495172,0.10022645,0.99078200,0.04420024,0.18898838,0.40650363,0.00117018
-1.94197099,1.49692051,0.00341861,0.08295935,0.09767977,0.94325368,0.04674853,0.19082776,0.41840531,0.00119189
-1.93596798,1.46832044,0.00340827,0.08131121,0.09562299,0.89983495,0.04914734,0.19294472,0.42990882,0.00121378
-1.92996498,1.44306441,0.00343795,0.07995877,0.09399338,0.86041935,0.05134988,0.19517067,0.44060584,0.00123468
-1.92396198,1.42040846,0.00350517,0.07884544,0.09272291,0.82480053,0.05331167,0.19733618,0.45009801,0.00125348
-1.91795898,1.39955531,0.00360672,0.07790910,0.09174109,0.79269414,0.05499195,0.19927683,0.45801052,0.00126909
-1.91195598,1.37969475,0.00373879,0.07708480,0.09097772,0.76376097,0.05635516,0.20083894,0.46400486,0.00128053
-1.90595298,1.36004290,0.00389699,0.07630747,0.09036539,0.73763046,0.05737218,0.20188472,0.46779031,0.00128694
-1.89994997,1.33987826,0.00407655,0.07551452,0.08984163,0.71392323,0.05802138,0.20229677,0.46913368,0.00128763
-1.89394697,1.31857330,0.00427236,0.07464826,0.08935077,0.69227189,0.05828950,0.20198165,0.46786679,0.00128205
-1.88794397,1.29562016,0.00447913,0.07365798,0.08884521,0.67233907,0.05817214,0.20087245,0.46389148,0.00126988
-1.88194097,1.27064966,0.00469148,0.07250168,0.08828633,0.65383222,0.05767399,0.19893028,0.45718190,0.00125095
-1.87593797,1.24344309,0.00490406,0.07114741,0.08764487,0.63651478,0.05680872,0.19614458,0.44778408,0.00122533
-1.86993497,1.21393659,0.00511165,0.06957408,0.08690086,0.62021337,0.05559855,0.19253235,0.43581286,0.00119324
-1.86393197,1.18221837,0.00530931,0.06777180,0.08604317,0.60482120,0.05407353,0.18813639,0.42144631,0.00115510
-1.85792896,1.14851938,0.00549242,0.06574181,0.08506872,0.59029774,0.05227051,0.18302259,0.40491806,0.00111147
-1.85192596,1.11319808,0.00565681,0.06349586,0.08398141,0.57666503,0.05023191,0.17727648,0.38650790,0.00106303
-1.84592296,1.07672054,0.00579883,0.06105530,0.08279082,0.56400106,0.04800435,0.17099925,0.36653106,0.00101058
-1.83991996,1.03963684,0.00591540,0.05844976,0.08151095,0.55243079,0.04563712,0.16430343,0.34532686,0.00095497
-1.83391696,1.00255525,0.00600412,0.05571560,0.08015877,0.54211535,0.04318063,0.15730835,0.32324702,0.00089710
-1.82791396,0.96611516,0.00606326,0.05289419,0.07875294,0.53323997,0.04068488,0.15013579,0.30064436,0.00083788
-1.82191096,0.93096017,0.00609182,0.05003011,0.07731258,0.52600131,0.03819800,0.14290572,0.27786219,0.00077819
-1.81590795,0.89771230,0.00608952,0.04716924,0.07585626,0.52059463,0.03576493,0.13573260,0.25522481,0.00071887
-1.80990495,0.86694835,0.00605683,0.04435710,0.07440109,0.51720132,0.03342623,0.12872214,0.23302951,0.00066069
-1.80390195,0.83917911,0.00599496,0.04163718,0.07296214,0.51597734,0.03121721,0.12196866,0.21154018,0.00060434
-1.79789895,0.81483201,0.00590578,0.03904952,0.07155197,0.51704274,0.02916716,0.11555326,0.19098268,0.00055040
-1.79189595,0.79423782,0.00579187,0.03662963,0.07018042,0.52047282,0.02729889,0.10954263,0.17154207,0.00049937
-1.78589295,0.77762136,0.00565639,0.03440756,0.06885463,0.52629100,0.02562855,0.10398857,0.15336152,0.00045161
-1.77988994,0.76509669,0.00550306,0.03240738,0.06757908,0.53446384,0.02416563,0.09892827,0.13654285,0.00040739
-1.77388694,0.75666644,0.00533609,0.03064697,0.06635598,0.54489822,0.02291319,0.09438511,0.12114845,0.00036686
-1.76788394,0.75222541,0.00516006,0.02913811,0.06518557,0.55744093,0.02186835,0.09037004,0.10720444,0.00033009
-1.76188094,0.75156801,0.00497990,0.02788687,0.06406663,0.57188073,0.02102289,0.08688345,0.09470466,0.00029705
-1.75587794,0.75439942,0.00480074,0.02689422,0.06299695,0.58795295,0.02036399,0.08391731,0.08361537,0.00026765
-1.74987494,0.76034993,0.00462782,0.02615701,0.06197393,0.60534659,0.01987512,0.08145755,0.07388034,0.00024170
-1.74387194,0.76899204,0.00446641,0.02566894,0.06099509,0.62371381,0.01953696,0.07948661,0.06542599,0.00021902
-1.73786893,0.77985990,0.00432166,0.02542182,0.06005859,0.64268171,0.01932832,0.07798597,0.05816660,0.00019934
-1.73186593,0.79247030,0.00419852,0.02540682,0.05916381,0.66186597,0.01922715,0.07693859,0.05200908,0.00018239
-1.72586293,0.80634468,0.00410161,0.02561574,0.05831174,0.68088615,0.01921140,0.07633122,0.04685751,0.00016790
-1.71985993,0.82103143,0.00403510,0.02604227,0.05750549,0.69938201,0.01925989,0.07615632,0.04261699,0.00015558
-1.71385693,0.83612756,0.00400264,0.02668311,0.05675061,0.71703034,0.01935304,0.07641377,0.03919702,0.00014516
-1.70785393,0.85129919,0.00400719,0.02753891,0.05605538,0.73356162,0.01947352,0.07711200,0.03651415,0.00013639
-1.70185093,0.86629966,0.00405099,0.02861501,0.05543107,0.74877575,0.01960671,0.07826879,0.03449402,0.00012903
-1.69584792,0.88098490,0.00413543,0.02992195,0.05489198,0.76255616,0.01974108,0.07991136,0.03307278,0.00012288
-1.68984492,0.89532485,0.00426102,0.03147561,0.05445549,0.77488142,0.01986839,0.08207600,0.03219778,0.00011776
-1.68384192,0.90941060,0.00442728,0.03329704,0.05414190,0.78583378,0.01998370,0.08480711,0.03182784,0.00011352
