energy_ev,total_up,Ge_p_up,Ge_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-6.00000000,1.15690840,0.08028077,0.00000000,0.34536121,0.51773083,0.00048937,0.50653522
-5.99399700,1.13375701,0.08293756,0.00000000,0.33818362,0.50943213,0.00054798,0.49047346
-5.98799400,1.10541940,0.08546260,0.00000000,0.32913994,0.49901934,0.00060920,0.47169790
-5.98199100,1.07250535,0.08784436,0.00000000,0.31842305,0.48673688,0.00067240,0.45055355
-5.97598799,1.03567523,0.09006869,0.00000000,0.30625114,0.47284575,0.00073683,0.42742015
-5.96998499,0.99561773,0.09211837,0.00000000,0.29286022,0.45761429,0.00080163,0.40270057
-5.96398199,0.95302789,0.09397289,0.00000000,0.27849637,0.44130942,0.00086587,0.37680890
-5.95797899,0.90858659,0.09560853,0.00000000,0.26340807,0.42418853,0.00092854,0.35015883
-5.95197599,0.86294224,0.09699871,0.00000000,0.24783908,0.40649268,0.00098860,0.32315267
-5.94597299,0.81669541,0.09811472,0.00000000,0.23202198,0.38844106,0.00104499,0.29617147
-5.93996998,0.77038678,0.09892663,0.00000000,0.21617264,0.37022707,0.00109665,0.26956651
-5.93396698,0.72448884,0.09940457,0.00000000,0.20048584,0.35201600,0.00114261,0.24365243
-5.92796398,0.67940118,0.09952001,0.00000000,0.18513211,0.33394435,0.00118195,0.21870212
-5.92196098,0.63544945,0.09924731,0.00000000,0.17025575,0.31612052,0.00121386,0.19494345
-5.91595798,0.59288742,0.09856520,0.00000000,0.15597403,0.29862683,0.00123769,0.17255781
-5.90995498,0.55190185,0.09745814,0.00000000,0.14237755,0.28152258,0.00125293,0.15168028
-5.90395198,0.51261945,0.09591759,0.00000000,0.12953145,0.26484773,0.00125926,0.13240133
-5.89794897,0.47511545,0.09394301,0.00000000,0.11747748,0.24862710,0.00125654,0.11476979
-5.89194597,0.43942287,0.09154252,0.00000000,0.10623656,0.23287462,0.00124484,0.09879681
-5.88594297,0.40554224,0.08873324,0.00000000,0.09581178,0.21759742,0.00122442,0.08446061
-5.87993997,0.37345084,0.08554126,0.00000000,0.08619158,0.20279958,0.00119572,0.07171163
-5.87393697,0.34311131,0.08200123,0.00000000,0.07735291,0.18848528,0.00115937,0.06047793
-5.86793397,0.31447914,0.07815559,0.00000000,0.06926433,0.17466132,0.00111612,0.05067054
-5.86193097,0.28750886,0.07405354,0.00000000,0.06188880,0.16133884,0.00106687,0.04218862
-5.85592796,0.26215886,0.06974974,0.00000000,0.05518619,0.14853440,0.00101262,0.03492422
-5.84992496,0.23839484,0.06530285,0.00000000,0.04911543,0.13627041,0.00095442,0.02876653
-5.84392196,0.21619196,0.06077403,0.00000000,0.04363621,0.12457492,0.00089337,0.02360558
-5.83791896,0.19553601,0.05622544,0.00000000,0.03871040,0.11348107,0.00083060,0.01933532
-5.83191596,0.17642355,0.05171878,0.00000000,0.03430303,0.10302619,0.00076718,0.01585605
-5.82591296,0.15886161,0.04731404,0.00000000,0.03038300,0.09325083,0.00070419,0.01307629
-5.81990995,0.14286689,0.04306848,0.00000000,0.02692355,0.08419768,0.00064260,0.01091403
-5.81390695,0.12846485,0.03903584,0.00000000,0.02390249,0.07591071,0.00058335,0.00929752
-5.80790395,0.11568877,0.03526583,0.00000000,0.02130228,0.06843443,0.00052727,0.00816554
-5.80190095,0.10457896,0.03180396,0.00000000,0.01911006,0.06181338,0.00047512,0.00746731
-5.79589795,0.09518219,0.02869158,0.00000000,0.01731751,0.05609196,0.00042755,0.00716206
-5.78989495,0.08755128,0.02596621,0.00000000,0.01592070,0.05131445,0.00038515,0.00721831
-5.78389195,0.08174490,0.02366204,0.00000000,0.01491994,0.04752524,0.00034843,0.00761293
-5.77788894,0.07782746,0.02181058,0.00000000,0.01431950,0.04476926,0.00031782,0.00833001
-5.77188594,0.07586891,0.02044137,0.00000000,0.01412737,0.04309235,0.00029370,0.00935958
-5.76588294,0.07594443,0.01958271,0.00000000,0.01435488,0.04254174,0.00027642,0.01069627
-5.75987994,0.07813378,0.01926230,0.00000000,0.01501633,0.04316625,0.00026629,0.01233782
-5.75387694,0.08252020,0.01950771,0.00000000,0.01612841,0.04501631,0.00026358,0.01428361
-5.74787394,0.08918874,0.02034674,0.00000000,0.01770961,0.04814372,0.00026856,0.01653318
-5.74187094,0.09822394,0.02180744,0.00000000,0.01977939,0.05260092,0.00028148,0.01908473
-5.73586793,0.10970685,0.02391789,0.00000000,0.02235734,0.05843993,0.00030256,0.02193373
