energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Li_s_up,Se_s_up,Se_p_up
-5.80190095,10.00529042,1.40421567,8.06689087,0.01202786,0.09898956,0.16356631,0.04598136,1.64555259
-5.79589795,9.87025602,1.37049341,7.96442375,0.01225667,0.09292601,0.14978835,0.04507673,1.63044676
-5.78989495,9.73505325,1.33938940,7.85679848,0.01262942,0.08737475,0.13638178,0.04451335,1.61780108
-5.78389195,9.60015525,1.31091564,7.74443889,0.01315042,0.08230981,0.12346686,0.04430487,1.60761033
-5.77788894,9.46598499,1.28504404,7.62779360,0.01382178,0.07770056,0.11114646,0.04445969,1.59982510
-5.77188594,9.33292983,1.26171132,7.50734471,0.01464322,0.07351317,0.09950510,0.04498070,1.59435723
-5.76588294,9.20135627,1.24082468,7.38361463,0.01561203,0.06971215,0.08860862,0.04586515,1.59108633
-5.75987994,9.07162428,1.22226808,7.25717098,0.01672302,0.06626177,0.07850443,0.04710482,1.58986690
-5.75387694,8.94410118,1.20590885,7.12862973,0.01796866,0.06312740,0.06922233,0.04868637,1.59053623
-5.74787394,8.81917514,1.19160462,6.99865659,0.01933926,0.06027671,0.06077571,0.05059184,1.59292254
-5.74187094,8.69726809,1.17921012,6.86796729,0.02082325,0.05768060,0.05316308,0.05279943,1.59685343
-5.73586793,8.57884824,1.16858406,6.73732675,0.02240756,0.05531402,0.04636995,0.05528438,1.60216438
-5.72986493,8.46444194,1.15959562,6.60754764,0.02407810,0.05315652,0.04037079,0.05802003,1.60870694
-5.72386193,8.35464450,1.15213067,6.47948829,0.02582024,0.05119254,0.03513108,0.06097895,1.61635650
-5.71785893,8.25012951,1.14609735,6.35404987,0.02761943,0.04941158,0.03060936,0.06413410,1.62501923
-5.71185593,8.15165561,1.14143095,6.23217265,0.02946170,0.04780806,0.02675920,0.06746001,1.63463782
-5.70585293,8.06006989,1.13809793,6.11483090,0.03133428,0.04638104,0.02353096,0.07093383,1.64519571
-5.69984992,7.97630658,1.13609865,6.00302585,0.03322605,0.04513380,0.02087340,0.07453626,1.65671942
-5.69384692,7.90138012,1.13546890,5.89777621,0.03512802,0.04407318,0.01873507,0.07825230,1.66927855
-5.68784392,7.83637140,1.13627971,5.80010576,0.03703362,0.04320892,0.01706540,0.08207166,1.68298334
-5.68184092,7.78240673,1.13863547,5.71102756,0.03893890,0.04255279,0.01581554,0.08598893,1.69797944
-5.67583792,7.74062901,1.14267018,5.63152480,0.04084257,0.04211774,0.01493898,0.09000343,1.71444004
-5.66983492,7.71216151,1.14854168,5.56252826,0.04274587,0.04191696,0.01439190,0.09411863,1.73255521
-5.66383192,7.69806495,1.15642407,5.50489097,0.04465229,0.04196293,0.01413334,0.09834132,1.75251912
-5.65782891,7.69928936,1.16649831,5.45936076,0.04656715,0.04226649,0.01412519,0.10268042,1.77451514
-5.65182591,7.71662246,1.17894135,5.42655179,0.04849699,0.04283595,0.01433203,0.10714562,1.79869993
-5.64582291,7.75063708,1.19391417,5.40691623,0.05044893,0.04367626,0.01472091,0.11174571,1.82518685
-5.63981991,7.80164010,1.21154907,5.40071761,0.05242990,0.04478828,0.01526101,0.11648694,1.85402987
-5.63381691,7.86962571,1.23193693,5.40800707,0.05444581,0.04616816,0.01592339,0.12137134,1.88520870
-5.62781391,7.95423564,1.25511495,5.42860388,0.05650082,0.04780684,0.01668064,0.12639510,1.91861607
-5.62181091,8.05472867,1.28105542,5.46208134,0.05859655,0.04968972,0.01750664,0.13154721,1.95404807
-5.61580790,8.16996157,1.30965626,5.50775883,0.06073145,0.05179653,0.01837638,0.13680834,1.99119805
-5.60980490,8.29838250,1.34073366,5.56470053,0.06290028,0.05410131,0.01926584,0.14215016,2.02965477
-5.60380190,8.43803797,1.37401752,5.63172094,0.06509371,0.05657264,0.02015196,0.14753496,2.06890499
-5.59779890,8.58659304,1.40914978,5.70739691,0.06729816,0.05917399,0.02101270,0.15291587,2.10834063
-5.59179590,8.74136432,1.44568601,5.79008573,0.06949579,0.06186433,0.02182720,0.15823737,2.14727015
-5.58579290,8.89936440,1.48310026,5.87794856,0.07166469,0.06459882,0.02257595,0.16343642,2.18493397
-5.57978989,9.05735617,1.52079303,5.96897810,0.07377926,0.06732967,0.02324109,0.16844382,2.22052307
-5.57378689,9.21191472,1.55810234,6.06102987,0.07581076,0.07000718,0.02380666,0.17318601,2.25320012
-5.56778389,9.35949498,1.59431729,6.15185590,0.07772804,0.07258075,0.02425891,0.17758711,2.28212221
-5.56178089,9.49650259,1.62869391,6.23914028,0.07949834,0.07500011,0.02458655,0.18157102,2.30646426
-5.55577789,9.61936626,1.66047273,6.32053575,0.08108821,0.07721645,0.02478107,0.18506375,2.32544203
-5.54977489,9.72460949,1.68889743,6.39370115,0.08246449,0.07918360,0.02483683,0.18799556,2.33833412
-5.54377189,9.80892047,1.71323415,6.45633926,0.08359532,0.08085923,0.02475127,0.19030306,2.34450190
-5.53776888,9.86921872,1.73279075,6.50623500,0.08445103,0.08220587,0.02452494,0.19193114,2.34340693
-5.53176588,9.90271767,1.74693550,6.54129395,0.08500517,0.08319194,0.02416144,0.19283456,2.33462536
-5.52576288,9.90698250,1.75511480,6.55958116,0.08523524,0.08379261,0.02366737,0.19297928,2.31785897
-5.51975988,9.87998276,1.75686917,6.55935986,0.08512351,0.08399054,0.02305212,0.19234349,2.29294278
-5.51375688,9.82013909,1.75184743,6.53912992,0.08465754,0.08377644,0.02232766,0.19091829,2.25984919
-5.50775388,9.72636383,1.73981835,6.49766536,0.08383070,0.08314945,0.02150825,0.18870799,2.21868888
-5.50175088,9.59809469,1.72067977,6.43405002,0.08264242,0.08211739,0.02061012,0.18573016,2.16970863
-5.49574787,9.43532074,1.69446474,6.34771014,0.08109838,0.08069680,0.01965117,0.18201539,2.11328641
-5.48974487,9.23860007,1.66134461,6.23844274,0.07921040,0.07891274,0.01865064,0.17760679,2.04992413
-5.48374187,9.00906785,1.62162891,6.10643800,0.07699632,0.07679852,0.01762880,0.17255929,1.98023826
-5.47773887,8.74843407,1.57576212,5.95229428,0.07447961,0.07439522,0.01660673,0.16693876,1.90494889
-5.47173587,8.45896996,1.52431717,5.77702428,0.07168889,0.07175101,0.01560605,0.16082104,1.82486730
-5.46573287,8.14348239,1.46798606,5.58205118,0.06865732,0.06892042,0.01464881,0.15429081,1.74088258
-5.45972986,7.80527597,1.40756764,5.36919381,0.06542185,0.06596345,0.01375734,0.14744042,1.65394738
-5.45372686,7.44810276,1.34395281,5.14064049,0.06202246,0.06294460,0.01295416,0.14036866,1.56506306
-5.44772386,7.07610022,1.27810768,4.89891177,0.05850123,0.05993180,0.01226203,0.13317947,1.47526453
-5.44172086,6.69371830,1.21105485,4.64681248,0.05490149,0.05699532,0.01170386,0.12598067,1.38560483
-5.43571786,6.30563743,1.14385343,4.38737463,0.05126689,0.05420656,0.01130280,0.11888252,1.29713970
-5.42971486,5.91667907,1.07757813,4.12379263,0.04764054,0.05163695,0.01108217,0.11199647,1.21091233
-5.42371186,5.53171151,1.01329801,3.85935301,0.04406412,0.04935664,0.01106548,0.10543366,1.12793826
-5.41770885,5.15555329,0.95205524,3.59736109,0.04057717,0.04743333,0.01127632,0.09930352,1.04919079
-5.41170585,4.79287697,0.89484435,3.34106693,0.03721638,0.04593102,0.01173823,0.09371225,0.97558692
-5.40570285,4.44811608,0.84259238,3.09359323,0.03401499,0.04490875,0.01247442,0.08876136,0.90797389
-5.39969985,4.12537745,0.79614026,2.85786741,0.03100234,0.04441941,0.01350746,0.08454600,0.84711659
-5.39369685,3.82836149,0.75622578,2.63655996,0.02820352,0.04450846,0.01485883,0.08115343,0.79368582
-5.38769385,3.56029195,0.72346837,2.43203081,0.02563910,0.04521275,0.01654830,0.07866132,0.74824756
-5.38169085,3.32385684,0.69835593,2.24628490,0.02332504,0.04655939,0.01859335,0.07713609,0.71125344
-5.37568784,3.12116142,0.68123404,2.08093793,0.02127266,0.04856461,0.02100837,0.07663126,0.68303235
-5.36968484,2.95369397,0.67229757,1.93719263,0.01948870,0.05123281,0.02380389,0.07718578,0.66378357
-5.36368184,2.82230459,0.67158500,1.81582558,0.01797549,0.05455567,0.02698573,0.07882254,0.65357141
-5.35767884,2.72719714,0.67897557,1.71718430,0.01673118,0.05851152,0.03055421,0.08154687,0.65232167
-5.35167584,2.66793401,0.69418953,1.64119413,0.01575004,0.06306488,0.03450343,0.08534539,0.65982007
-5.34567284,2.64345352,0.71679148,1.58737403,0.01502280,0.06816628,0.03882060,0.09018498,0.67571293
-5.33966983,2.65209948,0.74619714,1.55486062,0.01453700,0.07375251,0.04348567,0.09601220,0.69951039
-5.33366683,2.69166246,0.78168352,1.54243959,0.01427742,0.07974711,0.04847098,0.10275304,0.73059232
-5.32766383,2.75943218,0.82240251,1.54858343,0.01422653,0.08606134,0.05374137,0.11031322,0.76821723
-5.32166083,2.85226042,0.86739804,1.57149486,0.01436488,0.09259559,0.05925442,0.11857905,0.81153432
-5.31565783,2.96663362,0.91562634,1.60915495,0.01467164,0.09924119,0.06496107,0.12741877,0.85959865
-5.30965483,3.09875423,0.96597935,1.65937503,0.01512503,0.10588261,0.07080648,0.13668472,0.91138947
-5.30365183,3.24462950,1.01731053,1.71985167,0.01570281,0.11240008,0.07673124,0.14621597,0.96583141
-5.29764882,3.40016614,1.06846274,1.78822353,0.01638279,0.11867249,0.08267279,0.15584162,1.02181833
-5.29164582,3.56126883,1.11829732,1.86212919,0.01714333,0.12458046,0.08856700,0.16538469,1.07823901
-5.28564282,3.72394036,1.16572351,1.93926460,0.01796378,0.13000961,0.09434997,0.17466637,1.13400429
-5.27963982,3.88438060,1.20972738,2.01743901,0.01882501,0.13485379,0.09995977,0.18351067,1.18807461
-5.27363682,4.03908142,1.24939899,2.09462778,0.01970979,0.13901814,0.10533825,0.19174918,1.23948701
-5.26763382,4.18491444,1.28395712,2.16902075,0.02060319,0.14242199,0.11043262,0.19922593,1.28738058
-5.26163082,4.31920842,1.31277017,2.23906453,0.02149298,0.14500128,0.11519693,0.20580190,1.33101937
-5.25562781,4.43981352,1.33537271,2.30349742,0.02236980,0.14671059,0.11959316,0.21135932,1.36981160
-5.24962481,4.54514953,1.35147669,2.36137566,0.02322740,0.14752453,0.12359207,0.21580533,1.40332443
-5.24362181,4.63423624,1.36097702,2.41208995,0.02406271,0.14743852,0.12717362,0.21907487,1.43129343
-5.23761881,4.70670447,1.36395101,2.45537168,0.02487581,0.14646890,0.13032698,0.22113279,1.45362644
-5.23161581,4.76278713,1.36065193,2.49128841,0.02566979,0.14465236,0.13305024,0.22197501,1.47040135
-5.22561281,4.80329072,1.35149676,2.52022897,0.02645054,0.14204471,0.13534971,0.22162858,1.48185811
-5.21960980,4.82954848,1.33704885,2.54287866,0.02722634,0.13871902,0.13723891,0.22015081,1.48838517
-5.21360680,4.84335733,1.31799614,2.56018564,0.02800747,0.13476336,0.13873747,0.21762742,1.49050109
-5.20760380,4.84690147,1.29512608,2.57332001,0.02880566,0.13027803,0.13986974,0.21416973,1.48883221
-5.20160080,4.84266616,1.26929826,2.58362730,0.02963353,0.12537254,0.14066352,0.20991119,1.48408741
-5.19559780,4.83334558,1.24141607,2.59257844,0.03050394,0.12016245,0.14114878,0.20500326,1.47703130
-5.18959480,4.82174879,1.21239850,2.60171819,0.03142938,0.11476616,0.14135649,0.19961087,1.46845699
-5.18359180,4.81070777,1.18315333,2.61261419,0.03242136,0.10930183,0.14131779,0.19390763,1.45915978
-5.17758879,4.80299106,1.15455258,2.62680835,0.03348985,0.10388445,0.14106330,0.18807107,1.44991277
-5.17158579,4.80122618,1.12741123,2.64577239,0.03464277,0.09862324,0.14062279,0.18227792,1.44144548
-5.16558279,4.80783285,1.10246959,2.67086854,0.03588555,0.09361940,0.14002509,0.17669974,1.43442603
-5.15957979,4.82496877,1.08037979,2.70331637,0.03722087,0.08896426,0.13929834,0.17149889,1.42944735
-5.15357679,4.85448816,1.06169646,2.74416598,0.03864841,0.08473783,0.13847035,0.16682505,1.42701763
-5.14757379,4.89791295,1.04687133,2.79427757,0.04016482,0.08100778,0.13756915,0.16281224,1.42755464
-5.14157079,4.95641542,1.03625144,2.85430679,0.04176371,0.07782882,0.13662363,0.15957640,1.43138380
-5.13556778,5.03081054,1.03008038,2.92469525,0.04343582,0.07524239,0.13566412,0.15721352,1.43873912
-5.12956478,5.12155603,1.02850190,3.00566510,0.04516926,0.07327671,0.13472281,0.15579831,1.44976641
-5.12356178,5.22875773,1.03156512,3.09721671,0.04694985,0.07194697,0.13383413,0.15538321,1.46452795
-5.11755878,5.35217823,1.03923073,3.19912852,0.04876150,0.07125583,0.13303476,0.15599791,1.48300773
-5.11155578,5.49124682,1.05137737,3.31095826,0.05058663,0.07119393,0.13236345,0.15764919,1.50511673
-5.10555278,5.64506949,1.06780790,3.43204495,0.05240669,0.07174064,0.13186051,0.16032093,1.53069750
-5.09954977,5.81243822,1.08825507,3.56151176,0.05420257,0.07286469,0.13156704,0.16397455,1.55952789
-5.09354677,5.99183967,1.11238646,3.69826968,0.05595507,0.07452503,0.13152398,0.16854955,1.59132368
-5.08754377,6.18146384,1.13980866,3.84102277,0.05764536,0.07667158,0.13177090,0.17396435,1.62574029
-5.08154077,6.37921424,1.17007106,3.98827582,0.05925534,0.07924617,0.13234477,0.18011743,1.66237390
-5.07553777,6.58272122,1.20266940,4.13834548,0.06076801,0.08218337,0.13327863,0.18688873,1.70076248
-5.06953477,6.78936063,1.23704960,4.28937610,0.06216778,0.08541154,0.13460043,0.19414146,1.74038736
-5.06353177,6.99627979,1.27261240,4.43936134,0.06344070,0.08885397,0.13633187,0.20172422,1.78067596
-5.05752876,7.20043275,1.30871917,4.58617248,0.06457466,0.09243000,0.13848756,0.20947369,1.82100632
-5.05152576,7.39862591,1.34469948,4.72759407,0.06555959,0.09605647,0.14107436,0.21721765,1.86071403
-5.04552276,7.58757496,1.37986047,4.86136682,0.06638749,0.09964912,0.14409101,0.22477851,1.89910177
-5.03951976,7.76397245,1.41349835,4.98523747,0.06705257,0.10312421,0.14752802,0.23197722,1.93545172
-5.03351676,7.92456518,1.44491186,5.09701448,0.06755124,0.10640019,0.15136783,0.23863754,1.96904056
-5.02751376,8.06623897,1.47341737,5.19462790,0.06788211,0.10939944,0.15558516,0.24459048,1.99915691
-5.02151076,8.18610777,1.49836525,5.27619133,0.06804588,0.11205000,0.16014753,0.24967892,2.02512028
-5.01550775,8.28160360,1.51915681,5.34006341,0.06804533,0.11428720,0.16501588,0.25376203,2.04630095
-5.00950475,8.35056287,1.53526106,5.38490594,0.06788510,0.11605527,0.17014521,0.25671960,2.06213966
-5.00350175,8.39130485,1.54623050,5.40973603,0.06757156,0.11730863,0.17548519,0.25845578,2.07216616
-4.99749875,8.40269805,1.55171497,5.41396921,0.06711255,0.11801302,0.18098077,0.25890235,2.07601545
-4.99149575,8.38421088,1.55147295,5.39745142,0.06651715,0.11814628,0.18657260,0.25802110,2.07344086
-4.98549275,8.33594327,1.54537954,5.36047781,0.06579535,0.11769882,0.19219746,0.25580547,2.06432321
-4.97948974,8.25863763,1.53343063,5.30379713,0.06495777,0.11667362,0.19778858,0.25228104,2.04867538
-4.97348674,8.15366785,1.51574295,5.22860125,0.06401526,0.11508601,0.20327587,0.24750508,2.02664209
-4.96748374,8.02300684,1.49255002,5.13649996,0.06297864,0.11296288,0.20858627,0.24156508,1.99849487
-4.96148074,7.86917397,1.46419408,5.02948221,0.06185831,0.11034173,0.21364411,0.23457624,1.96462244
-4.95547774,7.69516492,1.43111443,4.90986532,0.06066399,0.10726934,0.21837165,0.22667808,1.92551723
-4.94947474,7.50436727,1.39383282,4.78023455,0.05940450,0.10380017,0.22268981,0.21803031,1.88175852
-4.94347174,7.30046582,1.35293649,4.64337565,0.05808751,0.09999470,0.22651922,0.20880815,1.83399335
-4.93746873,7.08734199,1.30905992,4.50220316,0.05671950,0.09591764,0.22978148,0.19919712,1.78291616
-4.93146573,6.86897156,1.26286581,4.35968752,0.05530571,0.09163606,0.23240073,0.18938778,1.72924801
-4.92546273,6.64932493,1.21502656,4.21878361,0.05385018,0.08721773,0.23430552,0.17957036,1.67371657
-4.91945973,6.43227351,1.16620667,4.08236321,0.05235592,0.08272945,0.23543087,0.16992964,1.61703749
-4.91345673,6.22150515,1.11704687,3.95315337,0.05082512,0.07823568,0.23572037,0.16064019,1.55989801
-4.90745373,6.02045080,1.06815049,3.83368217,0.04925939,0.07379729,0.23512845,0.15186207,1.50294315
-4.90145073,5.83222374,1.02007235,3.72623286,0.04766013,0.06947062,0.23362236,0.14373728,1.44676480
-4.89544772,5.65957183,0.97331031,3.63280685,0.04602881,0.06530678,0.23118406,0.13638678,1.39189374
-4.88944472,5.50484267,0.92829964,3.55509547,0.04436733,0.06135120,0.22781168,0.12990841,1.33879459
-4.88344172,5.36996081,0.88540975,3.49446011,0.04267832,0.05764338,0.22352054,0.12437553,1.28786325
-4.87743872,5.25641584,0.84494335,3.45192025,0.04096537,0.05421687,0.21834356,0.11983646,1.23942664
-4.87143572,5.16525999,0.80713748,3.42814840,0.03923328,0.05109936,0.21233115,0.11631467,1.19374420
-4.86543272,5.09711371,0.77216604,3.42347124,0.03748811,0.04831298,0.20555039,0.11380963,1.15101075
-4.85942971,5.05217792,0.74014357,3.43787631,0.03573725,0.04587454,0.19808357,0.11229836,1.11136029
-4.85342671,5.03025172,0.71112963,3.47102350,0.03398935,0.04379594,0.19002623,0.11173736,1.07487044
-4.84742371,5.03075484,0.68513376,3.52226101,0.03225416,0.04208449,0.18148463,0.11206513,1.04156696
-4.84142071,5.05275405,0.66212050,3.59064562,0.03054239,0.04074321,0.17257284,0.11320488,1.01142856
-4.83541771,5.09499346,0.64201432,3.67496705,0.02886535,0.03977112,0.16340959,0.11506759,0.98439135
-4.82941471,5.15592848,0.62470447,3.77377659,0.02723468,0.03916342,0.15411497,0.11755510,0.96035332
-4.82341171,5.23376362,0.61004943,3.88541996,0.02566204,0.03891166,0.14480715,0.12056324,0.93917849
-4.81740870,5.32649400,0.59788114,4.00807441,0.02415871,0.03900379,0.13559922,0.12398490,0.92070096
-4.81140570,5.43195067,0.58800900,4.13978992,0.02273528,0.03942419,0.12659638,0.12771292,0.90472879
-4.80540270,5.54784934,0.58022359,4.27853412,0.02140138,0.04015369,0.11789341,0.13164269,0.89104788
-4.79939970,5.67184198,0.57430025,4.42224015,0.02016534,0.04116959,0.10957264,0.13567447,0.87942567
-4.79339670,5.80157047,0.57000265,4.56885661,0.01903402,0.04244565,0.10170245,0.13971528,0.86961501
-4.78739370,5.93472092,0.56708617,4.71639816,0.01801263,0.04395218,0.09433627,0.14368037,0.86135792
-4.78139070,6.06907726,0.56530145,4.86299532,0.01710456,0.04565624,0.08751214,0.14749422,0.85438931
-4.77538769,6.20257226,0.56439778,5.00694146,0.01631140,0.04752183,0.08125276,0.15109114,0.84844076
-4.76938469,6.33333411,0.56412660,5.14673537,0.01563285,0.04951032,0.07556609,0.15441530,0.84324413
-4.76338169,6.45972671,0.56424489,5.28111714,0.01506677,0.05158094,0.07044630,0.15742048,0.83853503
-4.75737869,6.58038179,0.56451854,5.40909599,0.01460923,0.05369144,0.06587511,0.16006944,0.83405620
-4.75137569,6.69422146,0.56472554,5.52996812,0.01425464,0.05579881,0.06182341,0.16233296,0.82956061
-4.74537269,6.80047005,0.56465898,5.64332380,0.01399585,0.05786025,0.05825311,0.16418875,0.82481436
-4.73936968,6.89865452,0.56412987,5.74904289,0.01382433,0.05983411,0.05511904,0.16562027,0.81959942
-4.73336668,6.98859342,0.56296953,5.84727869,0.01373033,0.06168094,0.05237101,0.16661558,0.81371607
-4.72736368,7.07037492,0.56103176,5.93843076,0.01370311,0.06336462,0.04995578,0.16716616,0.80698518
-4.72136068,7.14432476,0.55819453,6.02310771,0.01373112,0.06485338,0.04781894,0.16726612,0.79925032
-4.71535768,7.21096595,0.55436128,6.10208161,0.01380231,0.06612083,0.04590677,0.16691146,0.79037961
-4.70935468,7.27097200,0.54946177,6.17623624,0.01390434,0.06714686,0.04416773,0.16609972,0.78026746
-4.70335168,7.32511610,0.54345247,6.24651151,0.01402488,0.06791835,0.04255394,0.16482991,0.76883600
-4.69734867,7.37421870,0.53631650,6.31384685,0.01415191,0.06842976,0.04102228,0.16310277,0.75603631
-4.69134567,7.41909610,0.52806312,6.37912622,0.01427398,0.06868337,0.03953526,0.16092121,0.74184936
-4.68534267,7.46051231,0.51872672,6.44312742,0.01438057,0.06868935,0.03806168,0.15829109,0.72628646
-4.67933967,7.49913655,0.50836545,6.50647806,0.01446233,0.06846549,0.03657694,0.15522203,0.70938936
-4.67333667,7.53550804,0.49705940,6.56962013,0.01451135,0.06803665,0.03506317,0.15172840,0.69122976
-4.66733367,7.57000946,0.48490840,6.63278466,0.01452146,0.06743394,0.03350909,0.14783015,0.67190829
-4.66133067,7.60284998,0.47202953,6.69597740,0.01448840,0.06669366,0.03190964,0.14355367,0.65155276
-4.65532766,7.63405796,0.45855431,6.75897573,0.01440998,0.06585597,0.03026550,0.13893238,0.63031590
-4.64932466,7.66348332,0.44462570,6.82133651,0.01428626,0.06496344,0.02858238,0.13400704,0.60837239
-4.64332166,7.69080863,0.43039498,6.88241408,0.01411957,0.06405946,0.02687029,0.12882584,0.58591532
-4.63731866,7.71556798,0.41601848,6.94138691,0.01391452,0.06318660,0.02514264,0.12344409,0.56315221
-4.63131566,7.73717212,0.40165451,6.99729140,0.01367799,0.06238505,0.02341546,0.11792354,0.54030064
-4.62531266,7.75493834,0.38746021,7.04906078,0.01341903,0.06169103,0.02170646,0.11233148,0.51758368
-4.61930965,7.76812334,0.37358881,7.09556713,0.01314867,0.06113553,0.02003426,0.10673943,0.49522524
-4.61330665,7.77595767,0.36018699,7.13566461,0.01287979,0.06074312,0.01841767,0.10122168,0.47344556
-4.60730365,7.77767998,0.34739279,7.16823205,0.01262687,0.06053115,0.01687494,0.09585357,0.45245694
-4.60130065,7.77257013,0.33533383,7.19221328,0.01240575,0.06050919,0.01542332,0.09070975,0.43245990
-4.59529765,7.75997978,0.32412599,7.20665407,0.01223338,0.06067884,0.01407854,0.08586240,0.41363988
-4.58929465,7.73936001,0.31387264,7.21073453,0.01212753,0.06103390,0.01285449,0.08137942,0.39616461
-4.58329165,7.71028531,0.30466423,7.20379663,0.01210656,0.06156086,0.01176305,0.07732286,0.38018204
-4.57728864,7.67247351,0.29657838,7.18536623,0.01218908,0.06223967,0.01081391,0.07374746,0.36581911
-4.57128564,7.62580177,0.28968026,7.15516976,0.01239378,0.06304489,0.01001457,0.07069942,0.35318106
-4.56528264,7.57031830,0.28402332,7.11314548,0.01273905,0.06394692,0.00937038,0.06821544,0.34235141
-4.55927964,7.50624999,0.27965010,7.05944952,0.01324284,0.06491348,0.00888461,0.06632205,0.33339241
-4.55327664,7.43400577,0.27659322,6.99445689,0.01392227,0.06591114,0.00855861,0.06503525,0.32634592
-4.54727364,7.35417573,0.27487627,6.91875764,0.01479346,0.06690685,0.00839194,0.06436038,0.32123458
-4.54127064,7.26752580,0.27451458,6.83314821,0.01587118,0.06786944,0.00838253,0.06429233,0.31806308
-4.53526763,7.17498783,0.27551579,6.73861808,0.01716858,0.06877093,0.00852686,0.06481596,0.31681957
-4.52926463,7.07764500,0.27788019,6.63633178,0.01869686,0.06958766,0.00882010,0.06590679,0.31747702
-4.52326163,6.97671225,0.28160067,6.52760606,0.02046495,0.07030121,0.00925622,0.06753186,0.31999444
-4.51725863,6.87351187,0.28666245,6.41388267,0.02247914,0.07089898,0.00982813,0.06965081,0.32431802
-4.51125563,6.76944440,0.29304247,6.29669660,0.02474278,0.07137449,0.01052777,0.07221704,0.33038213
-4.50525263,6.66595521,0.30070865,6.17764048,0.02725589,0.07172735,0.01134620,0.07517904,0.33811015
-4.49924962,6.56449750,0.30961890,6.05832565,0.03001488,0.07196296,0.01227365,0.07848179,0.34741528
-4.49324662,6.46649269,0.31972022,5.94034082,0.03301228,0.07209191,0.01329960,0.08206818,0.35820129
