energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Na_s_up,Na_s_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-4.61930965,1.82736135,-0.91114879,0.02496903,-0.00760701,0.33066670,-0.25185533,0.94873120,-0.76951664,0.66747948,-0.34666797,0.10483273,-0.02436788,0.05950934,-0.01657420,0.77619988,-0.31757972
-4.61330665,1.92933287,-0.98308186,0.02582437,-0.00873343,0.34990008,-0.27347687,0.99802211,-0.80890270,0.70590621,-0.37750679,0.11103555,-0.02718169,0.06156498,-0.01881841,0.81956193,-0.33879718
-4.60730365,2.03742808,-1.05905197,0.02651967,-0.00995469,0.37232773,-0.29518124,1.05519207,-0.85025800,0.74845852,-0.40897062,0.11704634,-0.03030106,0.06326473,-0.02126643,0.86286111,-0.36281843
-4.60130065,2.15041709,-1.13827163,0.02704067,-0.01126527,0.39773323,-0.31665774,1.11956696,-0.89290425,0.79468947,-0.44066262,0.12279219,-0.03372064,0.06457543,-0.02390743,0.90555924,-0.38950721
-4.59529765,2.26689805,-1.21985185,0.02737652,-0.01265687,0.42581844,-0.33758832,1.19029179,-0.93609884,0.84404075,-0.47216694,0.12820147,-0.03742913,0.06547156,-0.02672474,0.94711059,-0.41866448
-4.58929465,2.38531511,-1.30282430,0.02752016,-0.01411829,0.45620622,-0.35765666,1.26633918,-0.97906037,0.89584889,-0.50305938,0.13320512,-0.04140924,0.06593605,-0.02969568,0.98697007,-0.45003266
-4.58329165,2.50397986,-1.38616812,0.02746859,-0.01563539,0.48844518,-0.37655787,1.34652196,-1.02099688,0.94935443,-0.53291931,0.13773783,-0.04563789,0.06596077,-0.03279149,1.02460102,-0.48330191
-4.57728864,2.62109666,-1.46884028,0.02722295,-0.01719119,0.52201658,-0.39400881,1.42951024,-1.06113554,1.00371376,-0.56134265,0.14173919,-0.05008658,0.06554678,-0.03597765,1.05948286,-0.51811844
-4.57128564,2.73479196,-1.54980848,0.02678849,-0.01876608,0.55634355,-0.40975823,1.51385307,-1.09875258,1.05801402,-0.58795516,0.14515470,-0.05472206,0.06470421,-0.03921426,1.09111837,-0.55409463
-4.56528264,2.84314743,-1.62808530,0.02617438,-0.02033818,0.59080244,-0.42359638,1.59800486,-1.13320216,1.11129081,-0.61242555,0.14793673,-0.05950707,0.06345181,-0.04245679,1.11904084,-0.59082055
-4.55927964,2.94423689,-1.70276202,0.02539340,-0.02188372,0.62473632,-0.43536368,1.68035613,-1.16394279,1.16254850,-0.63447770,0.15004539,-0.06440139,0.06181625,-0.04565698,1.14282096,-0.62787655
-4.55327664,3.03616645,-1.77304067,0.02446148,-0.02337766,0.65747023,-0.44495788,1.75926837,-1.19056014,1.21078297,-0.65390148,0.15144923,-0.06936293,0.05983118,-0.04876400,1.16207365,-0.66484643
-4.54727364,3.11711720,-1.83826283,0.02339716,-0.02479428,0.68832791,-0.45233935,1.83311209,-1.21278515,1.25500598,-0.67056158,0.15212588,-0.07434889,0.05753603,-0.05172579,1.17646468,-0.70133056
-4.54127064,3.18538941,-1.89793358,0.02222103,-0.02610794,0.71664954,-0.45753424,1.90030712,-1.23050647,1.29427077,-0.68440375,0.15206254,-0.07931703,0.05497468,-0.05449049,1.18571706,-0.73695842
-4.53526763,3.23944690,-1.95173951,0.02095498,-0.02729383,0.74180979,-0.46063521,1.95936396,-1.24377659,1.32769784,-0.69545823,0.15125638,-0.08422678,0.05219409,-0.05700800,1.18961716,-0.77139997
-4.52926463,3.27796023,-1.99955957,0.01962162,-0.02832874,0.76323567,-0.46179963,2.00892467,-1.25281138,1.35450013,-0.70383999,0.14971471,-0.08904031,0.04924287,-0.05923150,1.18802035,-0.80437512
-4.52326163,3.29984681,-2.04146807,0.01824356,-0.02919180,0.78042338,-0.46124535,2.04780181,-1.25798281,1.37400656,-0.70974572,0.14745512,-0.09372337,0.04616984,-0.06111897,1.18085590,-0.83566091
-4.51725863,3.30430645,-2.07772945,0.01684281,-0.02986519,0.79295351,-0.45924399,2.07501378,-1.25980520,1.38568293,-0.71344761,0.14450536,-0.09824592,0.04302279,-0.06263458,1.16813102,-0.86509591
-4.51125563,3.29085050,-2.10878473,0.01544025,-0.03033478,0.80050399,-0.45611227,2.08981507,-1.25891543,1.38914923,-0.71528408,0.14090308,-0.10258251,0.03984727,-0.06374982,1.14993364,-0.89258152
-4.50525263,3.25932314,-2.13523015,0.01405510,-0.03059056,0.80286000,-0.45220140,2.09172006,-1.25604810,1.38419262,-0.71564793,0.13669545,-0.10671227,0.03668559,-0.06444452,1.12643379,-0.91807997
-4.49924962,3.20991360,-2.15778866,0.01270461,-0.03062705,0.79992066,-0.44788525,2.08051916,-1.25200649,1.37077526,-0.71497219,0.13193851,-0.11061872,0.03357607,-0.06470743,1.09788325,-0.94160918
-4.49324662,3.14315837,-2.17727558,0.01140370,-0.03044348,0.79170199,-0.44354762,2.05628655,-1.24763065,1.34903677,-0.71371445,0.12669644,-0.11428918,0.03055241,-0.06453662,1.06461342,-0.96323454
-4.48724362,3.05993311,-2.19455984,0.01016489,-0.03004380,0.77833596,-0.43956923,2.01937912,-1.24376410,1.31929089,-0.71234018,0.12104067,-0.11771397,0.02764334,-0.06393943,1.02703113,-0.98305823
-4.48124062,2.96143412,-2.21052262,0.00899813,-0.02943656,0.76006590,-0.43631485,1.97042647,-1.24122031,1.28201668,-0.71130587,0.11504885,-0.12088549,0.02487247,-0.06293215,0.98561265,-1.00120633
-4.47523762,2.84915018,-2.22601532,0.00791091,-0.02863459,0.73723824,-0.43412119,1.91031256,-1.24075063,1.23784440,-0.71104256,0.10880373,-0.12379705,0.02225826,-0.06153937,0.94089568,-1.01781488
-4.46923462,2.72482572,-2.24181873,0.00690832,-0.02765459,0.71029102,-0.43328599,1.84014974,-1.24301484,1.18753682,-0.71194049,0.10239205,-0.12644181,0.01981431,-0.05979302,0.89346981,-1.03301533
-4.46323162,2.59041682,-2.25860561,0.00599325,-0.02651647,0.67973991,-0.43405858,1.76124639,-1.24855557,1.13196676,-0.71433557,0.09590338,-0.12881171,0.01754958,-0.05773118,0.84396559,-1.04692048
-4.45722861,2.44804192,-2.27690813,0.00516664,-0.02524276,0.64616205,-0.43663243,1.67506960,-1.25777759,1.07209180,-0.71849793,0.08942907,-0.13089660,0.01546893,-0.05539676,0.79304259,-1.05961178
-4.45122561,2.29992931,-2.29709202,0.00442775,-0.02385785,0.61017874,-0.44113966,1.58320459,-1.27093271,1.00892737,-0.72462319,0.08306121,-0.13268354,0.01357356,-0.05283602,0.74137701,-1.07112872
-4.44522261,2.14836359,-2.31933843,0.00377444,-0.02238717,0.57243761,-0.44764780,1.48731270,-1.28811074,0.94351933,-0.73282660,0.07689187,-0.13415657,0.01186164,-0.05009703,0.68964909,-1.08146112
-4.43921961,1.99563331,-2.34363443,0.00320356,-0.02085650,0.53359496,-0.45615871,1.38908958,-1.30923680,0.87691715,-0.74314009,0.07101237,-0.13529661,0.01032884,-0.04722823,0.63853104,-1.09054483
-4.43321661,1.84398172,-2.36977238,0.00271117,-0.01929116,0.49429916,-0.46660963,1.29022529,-1.33407477,0.81014878,-0.75551231,0.06551289,-0.13608198,0.00896893,-0.04427701,0.58867573,-1.09826116
-4.42721361,1.69556237,-2.39735821,0.00229295,-0.01771541,0.45517545,-0.47887612,1.19236776,-1.36223668,0.74419809,-0.76981152,0.06048218,-0.13648910,0.00777431,-0.04128847,0.54070654,-1.10444020
-4.42121061,1.55240103,-2.42582792,0.00194435,-0.01615178,0.41681292,-0.49277675,1.09709077,-1.39319737,0.67998562,-0.78583094,0.05600755,-0.13649366,0.00673656,-0.03830436,0.49520879,-1.10886785
-4.41520760,1.41636475,-2.45447153,0.00166098,-0.01462068,0.37975375,-0.50807921,1.00586715,-1.42631364,0.61835304,-0.80329632,0.05217496,-0.13607200,0.00584684,-0.03536219,0.45272270,-1.11129632
-4.40920460,1.28913860,-2.48246295,0.00143870,-0.01313996,0.34448507,-0.52450749,0.92004787,-1.46084702,0.56005168,-0.82187525,0.04906935,-0.13520277,0.00509628,-0.03249469,0.41373827,-1.11145736
-4.40320160,1.17221006,-2.50889461,0.00127388,-0.01172469,0.31143346,-0.54174998,0.84084685,-1.49598919,0.50573516,-0.84118788,0.04677489,-0.13386862,0.00447635,-0.02972939,0.37869164,-1.10907769
-4.39719860,1.06686063,-2.53281471,0.00116351,-0.01038704,0.28096191,-0.55946799,0.76933153,-1.53088888,0.45595580,-0.86081836,0.04537535,-0.13205794,0.00397902,-0.02708848,0.34796316,-1.10389557
-4.39119560,0.97416388,-2.55326583,0.00110530,-0.00913625,0.25336910,-0.57730455,0.70641830,-1.56467935,0.41116452,-0.88032689,0.04495430,-0.12976653,0.00359702,-0.02458891,0.32187675,-1.09567782
-4.38519260,0.89498878,-2.56932286,0.00109772,-0.00797873,0.22889064,-0.59489321,0.65287235,-1.59650541,0.37171368,-0.89926170,0.04559515,-0.12699900,0.00332392,-0.02224261,0.30070017,-1.08423609
-4.37918959,0.83000698,-2.58012885,0.00114006,-0.00691821,0.20770189,-0.61186660,0.60931068,-1.62554925,0.33786223,-0.91717081,0.04738088,-0.12376995,0.00315414,-0.02005693,0.28464610,-1.06944176
-4.37318659,0.77970271,-2.58492753,0.00123235,-0.00595601,0.18992192,-0.62786470,0.57620739,-1.65105411,0.30978236,-0.93361322,0.05039348,-0.12010473,0.00308300,-0.01803514,0.27387343,-1.05123851
-4.36718359,0.74438387,-2.58309117,0.00137536,-0.00509128,0.17561813,-0.64254255,0.55390011,-1.67234551,0.28756712,-0.94816936,0.05471281,-0.11603984,0.00310663,-0.01617701,0.26848860,-1.02965205
-4.36118059,0.72419293,-2.57414335,0.00157046,-0.00432140,0.16481122,-0.65557743,0.54259668,-1.68884937,0.27123822,-0.96045066,0.06041510,-0.11162287,0.00322187,-0.01447946,0.26854656,-1.00479645
-4.35517759,0.71911666,-2.55777585,0.00181953,-0.00364224,0.15747995,-0.66667544,0.54238108,-1.70010685,0.26075340,-0.97010810,0.06757085,-0.10691200,0.00342611,-0.01293718,0.27405124,-0.97687695
-4.34917459,0.72899391,-2.53385963,0.00212476,-0.00304857,0.15356557,-0.67557736,0.55321817,-1.70578577,0.25601306,-0.97683973,0.07624221,-0.10197510,0.00371710,-0.01154326,0.28495532,-0.94618905
-4.34317159,0.75352076,-2.50245006,0.00248850,-0.00253433,0.15297559,-0.68206388,0.57495672,-1.70568852,0.25686563,-0.98039716,0.08647986,-0.09688850,0.00409278,-0.01028968,0.30115934,-0.91311415
-4.33716858,0.79225305,-2.46378639,0.00291304,-0.00209296,0.15558676,-0.68596002,0.60733053,-1.69975644,0.26311164,-0.98059088,0.09831953,-0.09173540,0.00455102,-0.00916789,0.32251007,-0.87811192
-4.33116558,0.84460648,-2.41828626,0.00340039,-0.00171769,0.16124731,-0.68713877,0.64995802,-1.68807096,0.27450632,-0.97729452,0.11177816,-0.08660406,0.00508941,-0.00816916,0.34879854,-0.84170989
-4.32516258,0.90985467,-2.36653551,0.00395203,-0.00140176,0.16977831,-0.68552392,0.70234033,-1.67085145,0.29076104,-0.97044793,0.12684992,-0.08158593,0.00570501,-0.00728491,0.37975775,-0.80449085
-4.31915958,0.98712614,-2.30927407,0.00456870,-0.00113862,0.18097456,-0.68109191,0.76385877,-1.64845004,0.31154370,-0.96005899,0.14350231,-0.07677360,0.00639414,-0.00650701,0.41506055,-0.76707854
-4.31315658,1.07540112,-2.24737839,0.00525017,-0.00092210,0.19460496,-0.67387267,0.83377240,-1.62134354,0.33647838,-0.94620418,0.16167244,-0.07225881,0.00715214,-0.00582790,0.45431802,-0.73012226
-4.30715358,1.17350941,-2.18184117,0.00599498,-0.00074657,0.21041269,-0.66394939,0.91121640,-1.59012261,0.36514493,-0.92902770,0.18126387,-0.06813060,0.00797326,-0.00524071,0.49707873,-0.69428106
-4.30115058,1.28013052,-2.11374874,0.00680034,-0.00060698,0.22811560,-0.65145705,0.99520241,-1.55547848,0.39707871,-0.90873925,0.20214415,-0.06447352,0.00885045,-0.00473932,0.54282940,-0.66020799
-4.29514757,1.39379723,-2.04425676,0.00766193,-0.00049900,0.24740689,-0.63657982,1.08462170,-1.51818725,0.43177116,-0.88561011,0.22414323,-0.06136604,0.00977533,-0.00431829,0.59099715,-0.62853489
-4.28914457,1.51290382,-1.97456457,0.00857384,-0.00041903,0.26795647,-0.61954713,1.17825189,-1.47909215,0.46867158,-0.85996782,0.24705323,-0.05887931,0.01073813,-0.00397288,0.64095384,-0.59985811
-4.28314157,1.63571954,-1.90588877,0.00952852,-0.00036425,0.28941323,-0.60062853,1.27476805,-1.43908395,0.50719055,-0.83218932,0.27062937,-0.05707600,0.01172773,-0.00369892,0.69202267,-0.57472545
-4.27713857,1.76040831,-1.83943628,0.01051687,-0.00033264,0.31140837,-0.58012746,1.37275857,-1.39907993,0.54670535,-0.80269254,0.29459252,-0.05600954,0.01273176,-0.00349277,0.74348700,-0.55362456
-4.27113557,1.88505458,-1.77637750,0.01152830,-0.00032298,0.33355987,-0.55837397,1.47074605,-1.36000182,0.58656743,-0.77192688,0.31863324,-0.05572357,0.01373678,-0.00335115,0.79460177,-0.53697296
-4.26513257,2.00769544,-1.71782002,0.01255093,-0.00033486,0.35547822,-0.53571664,1.56721305,-1.32275316,0.62611222,-0.74036250,0.34241742,-0.05625170,0.01472852,-0.00327108,0.84460691,-0.52510966
-4.25912956,2.12635848,-1.66478327,0.01357189,-0.00036870,0.37677322,-0.51251393,1.66063242,-1.28819668,0.66467091,-0.70847897,0.36559334,-0.05761748,0.01569215,-0.00324980,0.89274294,-0.51828858
-4.25312656,2.23910439,-1.61817496,0.01457763,-0.00042571,0.39706184,-0.48912531,1.74950145,-1.25713247,0.70158423,-0.67675347,0.38780009,-0.05983467,0.01661268,-0.00328462,0.93826800,-0.51667358
-4.24712356,2.34407323,-1.57876959,0.01555429,-0.00050791,0.41597683,-0.46590234,1.83237880,-1.23027727,0.73621761,-0.64564905,0.40867703,-0.06290769,0.01747537,-0.00337291,0.98047606,-0.52033525
-4.24112056,2.43953263,-1.54718995,0.01648817,-0.00061809,0.43317577,-0.44318026,1.90792313,-1.20824605,0.76797739,-0.61560339,0.42787398,-0.06683235,0.01826613,-0.00351199,1.01871553,-0.52924936
-4.23511756,2.52392632,-1.52389207,0.01736614,-0.00075981,0.44835032,-0.42127016,1.97493182,-1.19153604,0.79632731,-0.58701835,0.44506180,-0.07159665,0.01897203,-0.00369915,1.05240777,-0.54329694
-4.22911456,2.59592080,-1.50915418,0.01817611,-0.00093736,0.46123507,-0.40045230,2.03237826,-1.18051426,0.82080473,-0.56025089,0.45994289,-0.07718189,0.01958170,-0.00393156,1.08106459,-0.56226599
-4.22311156,2.65444839,-1.50307017,0.01890751,-0.00115567,0.47161583,-0.38097055,2.07944625,-1.17540867,0.84103564,-0.53560565,0.47226120,-0.08356369,0.02008582,-0.00420631,1.10430416,-0.58585486
-4.21710855,2.69874438,-1.50554799,0.01955160,-0.00142032,0.47933679,-0.36302841,2.11555957,-1.17630362,0.85674808,-0.51332938,0.48181129,-0.09071331,0.02047753,-0.00452039,1.12186456,-0.61367712
-4.21110555,2.72837673,-1.51631297,0.02010189,-0.00173733,0.48430614,-0.34678652,2.14040563,-1.18313962,0.86778280,-0.49360751,0.48844596,-0.09859874,0.02075273,-0.00487071,1.13361440,-0.64526807
-4.20510255,2.74326657,-1.53491622,0.02055430,-0.00211315,0.48650007,-0.33236184,2.15395160,-1.19571745,0.87410107,-0.47656295,0.49208219,-0.10718596,0.02091041,-0.00525416,1.13955979,-0.68009271
-4.19909955,2.74369822,-1.56074788,0.02090739,-0.00255442,0.48596456,-0.31982833,2.15645215,-1.21370659,0.87578874,-0.46225698,0.49270496,-0.11643992,0.02095284,-0.00566758,1.13984745,-0.71755511
-4.19309655,2.73031800,-1.59305472,0.02116232,-0.00306780,0.48281516,-0.30921917,2.14844811,-1.23665750,0.87305640,-0.45069224,0.49036878,-0.12632540,0.02088564,-0.00610785,1.13476349,-0.75700910
-4.18709355,2.70412142,-1.63096159,0.02132282,-0.00365977,0.47723430,-0.30053014,2.13075559,-1.26401722,0.86623551,-0.44181752,0.48519692,-0.13680763,0.02071787,-0.00657186,1.12472788,-0.79777007
-4.18109055,2.66642874,-1.67349587,0.02139495,-0.00433633,0.46946658,-0.29372398,2.10444583,-1.29514775,0.85577030,-0.43553396,0.47737808,-0.14785254,0.02046185,-0.00705659,1.11028450,-0.83912768
-4.17508754,2.61884965,-1.71961417,0.02138683,-0.00510275,0.45981176,-0.28873555,2.07081600,-1.32934628,0.84220583,-0.43170250,0.46716089,-0.15942664,0.02013302,-0.00755909,1.09208711,-0.88035931
-4.16908454,2.56323801,-1.76823014,0.02130825,-0.00596324,0.44861605,-0.28547725,2.03135212,-1.36586657,0.82617245,-0.43015197,0.45484624,-0.17149651,0.01974963,-0.00807647,1.07088165,-0.92074387
-4.16308154,2.50163819,-1.81824248,0.02117016,-0.00692062,0.43626171,-0.28384454,1.98768494,-1.40394058,0.80836719,-0.43068746,0.44077789,-0.18402783,0.01933234,-0.00860593,1.04748521,-0.95957573
-4.15707854,2.43622485,-1.86856223,0.02098415,-0.00797603,0.42315551,-0.28372127,1.94154063,-1.44279955,0.78953275,-0.43309866,0.42533164,-0.19698402,0.01890378,-0.00914467,1.02276265,-0.99617845
-4.15107554,2.36923825,-1.91813830,0.02076195,-0.00912857,0.40971643,-0.28498447,1.89468771,-1.48169372,0.77043481,-0.43716759,0.40890353,-0.21032451,0.01848801,-0.00968990,0.99760134,-1.02991801
-4.14507254,2.30291732,-1.96598057,0.02051485,-0.01037506,0.39636298,-0.28750843,1.84888237,-1.51991019,0.75183848,-0.44267563,0.39189764,-0.22400276,0.01810994,-0.01023877,0.97288508,-1.06021512
-4.13906953,2.23943293,-2.01117996,0.02025322,-0.01170978,0.38350073,-0.29116796,1.80581392,-1.55678830,0.73448474,-0.44940945,0.37471383,-0.23796408,0.01779468,-0.01078831,0.94946802,-1.08655651
-4.13306653,2.18082363,-2.05292491,0.01998602,-0.01312430,0.37151034,-0.29584073,1.76705243,-1.59173233,0.71906765,-0.45716577,0.35773593,-0.25214347,0.01756693,-0.01133535,0.92814942,-1.10850471
-4.12706353,2.12893601,-2.09051416,0.01972052,-0.01460736,0.36073658,-0.30140868,1.73400031,-1.62422129,0.70621326,-0.46575481,0.34132092,-0.26646363,0.01745029,-0.01187651,0.90965017,-1.12570630
-4.12106053,2.08537174,-2.12336572,0.01946195,-0.01614490,0.35147871,-0.30775859,1.70784966,-1.65381578,0.69646069,-0.47500250,0.32578929,-0.28083329,0.01746662,-0.01240810,0.89459185,-1.13789839
-4.11505753,2.05144292,-2.15102219,0.01921342,-0.01772009,0.34398241,-0.31478194,1.68954652,-1.68016227,0.69024626,-0.48475157,0.31141705,-0.29514608,0.01763545,-0.01292613,0.88347892,-1.14491310
-4.10905453,2.02813707,-2.17315276,0.01897586,-0.01931362,0.33843363,-0.32237418,1.67976356,-1.70299490,0.68789098,-0.49486159,0.29842950,-0.30928016,0.01797332,-0.01342630,0.87668477,-1.14668015
-4.10305153,2.01609285,-2.18955225,0.01874813,-0.02090394,0.33495441,-0.33043375,1.67888164,-1.72213525,0.68959184,-0.50520837,0.28699688,-0.32309864,0.01849332,-0.01390400,0.87444189,-1.14322748
-4.09704852,2.01558693,-2.20013784,0.01852719,-0.02246772,0.33360070,-0.33886096,1.68698106,-1.73749066,0.69541708,-0.51568270,0.27723213,-0.33645097,0.01920459,-0.01435440,0.87683653,-1.13467981
-4.09104552,2.02653230,-2.20494383,0.01830842,-0.02398039,0.33436235,-0.34755697,1.70384231,-1.74905129,0.70530560,-0.52618903,0.26919045,-0.34917546,0.02011194,-0.01477256,0.88380792,-1.12125546
-4.08504252,2.04848775,-2.20411526,0.01808597,-0.02541673,0.33716506,-0.35642317,1.72895645,-1.75688670,0.71907029,-0.53664412,0.26287081,-0.36110264,0.02121558,-0.01515354,0.89515208,-1.10326134
-4.07903952,2.08067801,-2.19790067,0.01785321,-0.02675156,0.34187418,-0.36536101,1.76154435,-1.76114194,0.73640530,-0.54697592,0.25821908,-0.37205980,0.02251093,-0.01549261,0.91052990,-1.08108635
-4.07303652,2.12202357,-2.18664446,0.01760313,-0.02796049,0.34830022,-0.37427248,1.80058401,-1.76203374,0.75689676,-0.55712300,0.25513266,-0.38187611,0.02398859,-0.01578543,0.92947927,-1.05519340
-4.06703352,2.17117910,-2.17077924,0.01732884,-0.02902062,0.35620587,-0.38306127,1.84484508,-1.75984677,0.78003666,-0.56703449,0.25346634,-0.39038855,0.02563441,-0.01602833,0.95143080,-1.02611017
-4.06103052,2.22657898,-2.15081829,0.01702398,-0.02991127,0.36531417,-0.39163458,1.89292907,-1.75492999,0.80523933,-0.57667064,0.25303905,-0.39744808,0.02742969,-0.01621855,0.97572647,-0.99441887
-4.05502751,2.28648844,-2.12734805,0.01668308,-0.03061468,0.37531766,-0.39990551,1.94331401,-1.74769302,0.83185998,-0.58600398,0.25364138,-0.40292590,0.02935155,-0.01635451,1.00164070,-0.96074517
-4.04902451,2.34905843,-2.10102072,0.01630192,-0.03111656,0.38588811,-0.40779596,1.99440199,-1.73860225,0.85921466,-0.59502093,0.25504348,-0.40671944,0.03137344,-0.01643605,1.02840302,-0.92574656
-4.04302151,2.41238264,-2.07254656,0.01587775,-0.03140662,0.39668661,-0.41523969,2.04456791,-1.72817639,0.88660101,-0.60372366,0.25700304,-0.40875775,0.03346572,-0.01646473,1.05522160,-0.89010024
-4.03701851,2.47455457,-2.04268564,0.01540945,-0.03147889,0.40737362,-0.42218545,2.09220801,-1.71698097,0.91331907,-0.61213201,0.25927324,-0.40900593,0.03559642,-0.01644395,1.08130696,-0.85449088
-4.03101551,2.53372305,-2.01223874,0.01489759,-0.03133196,0.41761876,-0.42859982,2.13578647,-1.70562140,0.93869154,-0.62028510,0.26161030,-0.40746841,0.03773206,-0.01637920,1.10589497,-0.81959828
-4.02501251,2.58814434,-1.98203683,0.01434441,-0.03096901,0.42710995,-0.43446958,2.17387879,-1.69473430,0.96208279,-0.62824240,0.26378057,-0.40419076,0.03983852,-0.01627810,1.12826845,-0.78608512
-4.01900950,2.63622928,-1.95292896,0.01375371,-0.03039771,0.43556173,-0.43980325,2.20521043,-1.68497652,0.98291601,-0.63608401,0.26556684,-0.39925990,0.04188200,-0.01615046,1.14777669,-0.75458510
-4.01300650,2.67658390,-1.92576829,0.01313070,-0.02962999,0.44272244,-0.44463168,2.22868978,-1.67701191,1.00068799,-0.64390972,0.26677385,-0.39280269,0.04382993,-0.01600823,1.16385226,-0.72569139
-4.00700350,2.70804251,-1.90139598,0.01248170,-0.02868157,0.44838009,-0.44900751,2.24343429,-1.67149563,1.01498105,-0.65183691,0.26723282,-0.38498285,0.04565183,-0.01586534,1.17602462,-0.69994576
-4.00100050,2.72969205,-1.88062322,0.01181392,-0.02757150,0.45236676,-0.45300340,2.24878932,-1.66905626,1.02547173,-0.65999692,0.26680492,-0.37599628,0.04732015,-0.01573753,1.18393002,-0.67782837
-3.99499750,2.74088732,-1.86421141,0.01113513,-0.02632152,0.45456144,-0.45670898,2.24433901,-1.67027595,1.03193602,-0.66853019,0.26538371,-0.36606512,0.04881094,-0.01564199,1.18731763,-0.65974842
-3.98899450,2.74125664,-1.85285110,0.01045333,-0.02495531,0.45489118,-0.46022676,2.22990920,-1.67566932,1.03425104,-0.67757992,0.26289645,-0.35543061,0.05010444,-0.01559702,1.18605158,-0.64603595
-3.98299150,2.73069808,-1.84714017,0.00977648,-0.02349786,0.45333064,-0.46366688,2.20556259,-1.68566176,1.03239319,-0.68728473,0.25930427,-0.34434524,0.05118543,-0.01562152,1.18010903,-0.63693464
-3.97698849,2.70936673,-1.84756212,0.00911218,-0.02197462,0.44990011,-0.46714128,2.17158630,-1.70056815,1.02643291,-0.69777055,0.25460141,-0.33306440,0.05204342,-0.01573448,1.16957450,-0.63259621
-3.97098549,2.67765378,-1.85446541,0.00846741,-0.02041086,0.44466206,-0.47075720,2.12847295,-1.72057296,1.01652647,-0.70914203,0.24881341,-0.32183802,0.05267272,-0.01595439,1.15463077,-0.63307611
-3.96498249,2.63615860,-1.86804476,0.00784836,-0.01883098,0.43771650,-0.47461074,2.07689577,-1.74571291,1.00290509,-0.72147409,0.24199450,-0.31090251,0.05307221,-0.01629864,1.13554681,-0.63833118
-3.95897949,2.58565525,-1.88832555,0.00726024,-0.01725788,0.42919529,-0.47878051,2.01767931,-1.77586325,0.98586210,-0.73480398,0.23422426,-0.30047329,0.05324502,-0.01678287,1.11266349,-0.64821896
-3.95297649,2.52705503,-1.91515234,0.00670716,-0.01571252,0.41925578,-0.48332194,1.95176677,-1.81072865,0.96573872,-0.74912441,0.22560371,-0.29073836,0.05319804,-0.01742032,1.08637751,-0.66249916
-3.94697349,2.46136693,-1.94818224,0.00619210,-0.01421349,0.40807397,-0.48826245,1.88018548,-1.84983958,0.94290906,-0.76437817,0.21625100,-0.28185298,0.05294133,-0.01822130,1.05712466,-0.68083719
-3.94097049,2.38965771,-1.98688410,0.00571688,-0.01277674,0.39583765,-0.49359794,1.80401203,-1.89255480,0.91776520,-0.78045472,0.20629690,-0.27393579,0.05248742,-0.01919257,1.02536285,-0.70280995
-3.93496748,2.31301354,-2.03054383,0.00528220,-0.01141539,0.38273962,-0.49929059,1.72433830,-1.93807044,0.89070300,-0.79718895,0.19588020,-0.26706634,0.05185064,-0.02033693,0.99155587,-0.72791373
-3.92896448,2.23250473,-2.07827623,0.00488772,-0.01013971,0.36897147,-0.50526835,1.64223982,-1.98543548,0.86210909,-0.81436244,0.18514330,-0.26128422,0.05104636,-0.02165281,0.95615854,-0.75557440
-3.92296148,2.14915492,-2.12904324,0.00453219,-0.00895713,0.35471807,-0.51142603,1.55874752,-2.03357370,0.83234988,-0.83170723,0.17422801,-0.25658955,0.05009041,-0.02313407,0.91960375,-0.78515952
-3.91695848,2.06391600,-2.18167826,0.00421356,-0.00787239,0.34015294,-0.51762800,1.47482378,-2.08131126,0.80176265,-0.84891201,0.16327183,-0.25294495,0.04899846,-0.02476986,0.88229196,-0.81599240
-3.91095548,1.97764926,-2.23491594,0.00392911,-0.00688772,0.32543471,-0.52371243,1.39134344,-2.12740908,0.77064923,-0.86563066,0.15240468,-0.25027867,0.04778558,-0.02654469,0.84458337,-0.84736759
-3.90495248,1.89111328,-2.28742640,0.00367569,-0.00600315,0.31070467,-0.52949685,1.30908008,-2.17059893,0.73927226,-0.88149267,0.14174632,-0.24848875,0.04646592,-0.02843862,0.80679300,-0.87856767
-3.89894947,1.80495836,-2.33785289,0.00344979,-0.00521676,0.29608541,-0.53478469,1.22869773,-2.20962181,0.70785395,-0.89611509,0.13140436,-0.24744803,0.04505246,-0.03042772,0.76918850,-0.90888071
-3.89294647,1.71972714,-2.38485140,0.00324776,-0.00452503,0.28168061,-0.53937264,1.15074767,-2.24326705,0.67657724,-0.90911553,0.12147293,-0.24700971,0.04355702,-0.03248452,0.73199064,-0.93761802
-3.88694347,1.63586054,-2.42713074,0.00306592,-0.00392317,0.26757564,-0.54305838,1.07567000,-2.27041063,0.64558887,-0.92012558,0.11203198,-0.24701321,0.04199023,-0.03457880,0.69537605,-0.96413160
-3.88094047,1.55370803,-2.46349166,0.00290071,-0.00340543,0.25383897,-0.54564830,1.00379922,-2.29005113,0.61500411,-0.92880406,0.10314726,-0.24729022,0.04036177,-0.03667834,0.65948186,-0.98783067
-3.87493747,1.47354094,-2.49286330,0.00274880,-0.00296543,0.24052418,-0.54696502,0.93537304,-2.30134183,0.58491247,-0.93484952,0.09487065,-0.24767053,0.03868051,-0.03874993,0.62441156,-1.00819685
