energy_ev,total_up,B_p_up,B_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,0.81629550,0.14831252,0.00000000,0.52777883,0.42592374,0.21270791,0.00000000
-5.99399700,0.79180295,0.14438672,0.00000000,0.52093020,0.41658309,0.20102868,0.00000000
-5.98799400,0.76986715,0.14114011,0.00000000,0.51479206,0.40915977,0.18974118,0.00000000
-5.98199100,0.75050973,0.13858359,0.00000000,0.50942499,0.40361883,0.17889952,0.00000000
-5.97598799,0.73375394,0.13672549,0.00000000,0.50488948,0.39991612,0.16856361,0.00000000
-5.96998499,0.71962646,0.13557173,0.00000000,0.50124651,0.39800068,0.15879850,0.00000000
-5.96398199,0.70815877,0.13512592,0.00000000,0.49855836,0.39781723,0.14967321,0.00000000
-5.95797899,0.69938815,0.13538939,0.00000000,0.49688966,0.39930856,0.14125947,0.00000000
-5.95197599,0.69335850,0.13636127,0.00000000,0.49630872,0.40241792,0.13363022,0.00000000
-5.94597299,0.69012074,0.13803846,0.00000000,0.49688903,0.40709117,0.12685812,0.00000000
-5.93996998,0.68973311,0.14041558,0.00000000,0.49871077,0.41327882,0.12101403,0.00000000
-5.93396698,0.69226108,0.14348485,0.00000000,0.50186224,0.42093767,0.11616556,0.00000000
-5.92796398,0.69777684,0.14723593,0.00000000,0.50644109,0.43003199,0.11237577,0.00000000
-5.92196098,0.70635848,0.15165565,0.00000000,0.51255504,0.44053432,0.10970196,0.00000000
-5.91595798,0.71808843,0.15672769,0.00000000,0.52032205,0.45242561,0.10819462,0.00000000
-5.90995498,0.73305139,0.16243221,0.00000000,0.52986970,0.46569479,0.10789648,0.00000000
-5.90395198,0.75133157,0.16874539,0.00000000,0.54133378,0.48033779,0.10884170,0.00000000
-5.89794897,0.77300916,0.17563903,0.00000000,0.55485586,0.49635592,0.11105517,0.00000000
-5.89194597,0.79815614,0.18308005,0.00000000,0.57057993,0.51375383,0.11455175,0.00000000
-5.88594297,0.82683150,0.19103015,0.00000000,0.58864814,0.53253692,0.11933568,0.00000000
-5.87993997,0.85907587,0.19944548,0.00000000,0.60919565,0.55270861,0.12539989,0.00000000
-5.87393697,0.89490571,0.20827644,0.00000000,0.63234477,0.57426725,0.13272532,0.00000000
-5.86793397,0.93430740,0.21746761,0.00000000,0.65819855,0.59720308,0.14128024,0.00000000
-5.86193097,0.97723110,0.22695786,0.00000000,0.68683400,0.62149514,0.15101952,0.00000000
-5.85592796,1.02358486,0.23668063,0.00000000,0.71829524,0.64710838,0.16188396,0.00000000
-5.84992496,1.07322904,0.24656430,0.00000000,0.75258673,0.67399089,0.17379963,0.00000000
-5.84392196,1.12597121,0.25653280,0.00000000,0.78966688,0.70207155,0.18667729,0.00000000
-5.83791896,1.18156191,0.26650626,0.00000000,0.82944230,0.73125782,0.20041199,0.00000000
-5.83191596,1.23969126,0.27640179,0.00000000,0.87176292,0.76143403,0.21488284,0.00000000
-5.82591296,1.29998667,0.28613430,0.00000000,0.91641829,0.79245989,0.22995311,0.00000000
-5.81990995,1.36201197,0.29561731,0.00000000,0.96313505,0.82416954,0.24547063,0.00000000
-5.81390695,1.42526792,0.30476381,0.00000000,1.01157612,0.85637088,0.26126865,0.00000000
-5.80790395,1.48919441,0.31348698,0.00000000,1.06134146,0.88884540,0.27716713,0.00000000
-5.80190095,1.55317444,0.32170099,0.00000000,1.11197070,0.92134860,0.29297456,0.00000000
-5.79589795,1.61654002,0.32932162,0.00000000,1.16294771,0.95361085,0.30849038,0.00000000
-5.78989495,1.67858000,0.33626694,0.00000000,1.21370710,0.98533913,0.32350787,0.00000000
-5.78389195,1.73855001,0.34245792,0.00000000,1.26364274,1.01621939,0.33781762,0.00000000
-5.77788894,1.79568430,0.34781910,0.00000000,1.31211811,1.04591995,0.35121144,0.00000000
-5.77188594,1.84920954,0.35227921,0.00000000,1.35847836,1.07409577,0.36348675,0.00000000
-5.76588294,1.89836023,0.35577198,0.00000000,1.40206392,1.10039381,0.37445115,0.00000000
-5.75987994,1.94239556,0.35823700,0.00000000,1.44222530,1.12445947,0.38392728,0.00000000
-5.75387694,1.98061725,0.35962066,0.00000000,1.47833857,1.14594397,0.39175760,0.00000000
-5.74787394,2.01238799,0.35987731,0.00000000,1.50982142,1.16451271,0.39780909,0.00000000
-5.74187094,2.03714978,0.35897042,0.00000000,1.53614881,1.17985436,0.40197753,0.00000000
-5.73586793,2.05444171,0.35687394,0.00000000,1.55686813,1.19169033,0.40419143,0.00000000
-5.72986493,2.06391639,0.35357361,0.00000000,1.57161300,1.19978460,0.40441514,0.00000000
-5.72386193,2.06535454,0.34906829,0.00000000,1.58011526,1.20395323,0.40265131,0.00000000
-5.71785893,2.05867689,0.34337123,0.00000000,1.58221473,1.20407334,0.39894231,0.00000000
-5.71185593,2.04395304,0.33651111,0.00000000,1.57786612,1.20009112,0.39337081,0.00000000
-5.70585293,2.02140671,0.32853294,0.00000000,1.56714296,1.19202846,0.38605921,0.00000000
-5.69984992,1.99141705,0.31949856,0.00000000,1.55023807,1.17998777,0.37716811,0.00000000
-5.69384692,1.95451577,0.30948682,0.00000000,1.52746076,1.16415476,0.36689384,0.00000000
-5.68784392,1.91138021,0.29859331,0.00000000,1.49923056,1.14479897,0.35546503,0.00000000
-5.68184092,1.86282230,0.28692971,0.00000000,1.46606780,1.12227177,0.34313851,0.00000000
-5.67583792,1.80977385,0.27462256,0.00000000,1.42858141,1.09700193,0.33019445,0.00000000
-5.66983492,1.75326855,0.26181168,0.00000000,1.38745426,1.06948873,0.31693118,0.00000000
-5.66383192,1.69442123,0.24864814,0.00000000,1.34342676,1.04029285,0.30365960,0.00000000
-5.65782891,1.63440515,0.23529183,0.00000000,1.29727929,1.01002530,0.29069743,0.00000000
-5.65182591,1.57442779,0.22190882,0.00000000,1.24981410,0.97933462,0.27836354,0.00000000
-5.64582291,1.51570623,0.20866841,0.00000000,1.20183743,0.94889296,0.26697230,0.00000000
-5.63981991,1.45944243,0.19574011,0.00000000,1.15414246,0.91938131,0.25682817,0.00000000
-5.63381691,1.40679937,0.18329058,0.00000000,1.10749371,0.89147438,0.24822055,0.00000000
-5.62781391,1.35887849,0.17148067,0.00000000,1.06261331,0.86582564,0.24141896,0.00000000
-5.62181091,1.31669892,0.16046253,0.00000000,1.02016956,0.84305286,0.23666853,0.00000000
-5.61580790,1.28117893,0.15037705,0.00000000,0.98076795,0.82372465,0.23418581,0.00000000
-5.60980490,1.25311978,0.14135155,0.00000000,0.94494489,0.80834811,0.23415490,0.00000000
-5.60380190,1.23319222,0.13349782,0.00000000,0.91316378,0.79735818,0.23672386,0.00000000
-5.59779890,1.22192572,0.12691062,0.00000000,0.88581362,0.79110855,0.24200149,0.00000000
-5.59179590,1.21970039,0.12166650,0.00000000,0.86320956,0.78986459,0.25005432,0.00000000
-5.58579290,1.22674162,0.11782310,0.00000000,0.84559521,0.79379821,0.26090405,0.00000000
-5.57978989,1.24311739,0.11541886,0.00000000,0.83314621,0.80298471,0.27452537,0.00000000
-5.57378689,1.26873816,0.11447315,0.00000000,0.82597462,0.81740185,0.29084434,0.00000000
-5.56778389,1.30335938,0.11498662,0.00000000,0.82413369,0.83693077,0.30973737,0.00000000
-5.56178089,1.34658642,0.11694208,0.00000000,0.82762258,0.86135911,0.33103106,0.00000000
-5.55577789,1.39788213,0.12030541,0.00000000,0.83639076,0.89038602,0.35450290,0.00000000
-5.54977489,1.45657670,0.12502685,0.00000000,0.85034174,0.92362899,0.37988313,0.00000000
-5.54377189,1.52188006,0.13104234,0.00000000,0.86933596,0.96063256,0.40685773,0.00000000
-5.53776888,1.59289654,0.13827494,0.00000000,0.89319281,1.00087851,0.43507278,0.00000000
-5.53176588,1.66864173,0.14663632,0.00000000,0.92169169,1.04379759,0.46414005,0.00000000
-5.52576288,1.74806128,0.15602819,0.00000000,0.95457236,1.08878235,0.49364404,0.00000000
-5.51975988,1.83005148,0.16634367,0.00000000,0.99153455,1.13520085,0.52315007,0.00000000
-5.51375688,1.91348096,0.17746849,0.00000000,1.03223733,1.18241106,0.55221361,0.00000000
-5.50775388,1.99721341,0.18928217,0.00000000,1.07629821,1.22977528,0.58039026,0.00000000
-5.50175088,2.08013034,0.20165897,0.00000000,1.12329262,1.27667449,0.60724639,0.00000000
-5.49574787,2.16115364,0.21446871,0.00000000,1.17275384,1.32252195,0.63236986,0.00000000
-5.48974487,2.23926705,0.22757756,0.00000000,1.22417378,1.36677584,0.65538063,0.00000000
-5.48374187,2.31353599,0.24084865,0.00000000,1.27700492,1.40895034,0.67594070,0.00000000
-5.47773887,2.38312508,0.25414275,0.00000000,1.33066365,1.44862493,0.69376302,0.00000000
-5.47173587,2.44731286,0.26731892,0.00000000,1.38453510,1.48545154,0.70861918,0.00000000
-5.46573287,2.50550326,0.28023534,0.00000000,1.43797971,1.51915933,0.72034521,0.00000000
-5.45972986,2.55723339,0.29275022,0.00000000,1.49034138,1.54955699,0.72884566,0.00000000
-5.45372686,2.60217761,0.30472302,0.00000000,1.54095733,1.57653246,0.73409546,0.00000000
-5.44772386,2.64014779,0.31601588,0.00000000,1.58916934,1.60005022,0.73613964,0.00000000
-5.44172086,2.67108979,0.32649537,0.00000000,1.63433616,1.62014624,0.73509097,0.00000000
-5.43571786,2.69507656,0.33603454,0.00000000,1.67584679,1.63692087,0.73112543,0.00000000
-5.42971486,2.71229810,0.34451521,0.00000000,1.71313409,1.65052991,0.72447601,0.00000000
-5.42371186,2.72304881,0.35183050,0.00000000,1.74568828,1.66117446,0.71542483,0.00000000
-5.41770885,2.72771272,0.35788748,0.00000000,1.77306977,1.66908961,0.70429406,0.00000000
-5.41170585,2.72674718,0.36260980,0.00000000,1.79492082,1.67453279,0.69143603,0.00000000
-5.40570285,2.72066561,0.36594025,0.00000000,1.81097530,1.67777190,0.67722276,0.00000000
-5.39969985,2.71001986,0.36784307,0.00000000,1.82106626,1.67907389,0.66203546,0.00000000
-5.39369685,2.69538273,0.36830576,0.00000000,1.82513072,1.67869401,0.64625429,0.00000000
-5.38769385,2.67733119,0.36734047,0.00000000,1.82321149,1.67686620,0.63024871,0.00000000
-5.38169085,2.65643074,0.36498466,0.00000000,1.81545568,1.67379492,0.61436871,0.00000000
-5.37568784,2.63322125,0.36130099,0.00000000,1.80210996,1.66964862,0.59893718,0.00000000
-5.36968484,2.60820474,0.35637645,0.00000000,1.78351276,1.66455514,0.58424348,0.00000000
-5.36368184,2.58183529,0.35032061,0.00000000,1.76008345,1.65859908,0.57053847,0.00000000
-5.35767884,2.55451131,0.34326309,0.00000000,1.73230925,1.65182132,0.55803095,0.00000000
-5.35167584,2.52657032,0.33535033,0.00000000,1.70073018,1.64422062,0.54688545,0.00000000
-5.34567284,2.49828632,0.32674169,0.00000000,1.66592279,1.63575719,0.53722143,0.00000000
-5.33966983,2.46986971,0.31760515,0.00000000,1.62848342,1.62635826,0.52911374,0.00000000
-5.33366683,2.44146970,0.30811267,0.00000000,1.58901168,1.61592520,0.52259418,0.00000000
-5.32766383,2.41317907,0.29843556,0.00000000,1.54809483,1.60434208,0.51765400,0.00000000
-5.32166083,2.38504099,0.28873987,0.00000000,1.50629375,1.59148527,0.51424731,0.00000000
-5.31565783,2.35705755,0.27918215,0.00000000,1.46413092,1.57723365,0.51229504,0.00000000
-5.30965483,2.32919966,0.26990564,0.00000000,1.42208097,1.56147898,0.51168946,0.00000000
-5.30365183,2.30141787,0.26103718,0.00000000,1.38056378,1.54413611,0.51229897,0.00000000
-5.29764882,2.27365351,0.25268473,0.00000000,1.33994052,1.52515226,0.51397308,0.00000000
-5.29164582,2.24584969,0.24493584,0.00000000,1.30051220,1.50451525,0.51654750,0.00000000
-5.28564282,2.21796166,0.23785683,0.00000000,1.26252087,1.48225995,0.51984908,0.00000000
-5.27963982,2.18996595,0.23149287,0.00000000,1.22615276,1.45847291,0.52370065,0.00000000
-5.27363682,2.16186790,0.22586879,0.00000000,1.19154327,1.43329453,0.52792552,0.00000000
-5.26763382,2.13370720,0.22099050,0.00000000,1.15878306,1.40691891,0.53235174,0.00000000
-5.26163082,2.10556108,0.21684712,0.00000000,1.12792500,1.37959111,0.53681587,0.00000000
-5.25562781,2.07754516,0.21341332,0.00000000,1.09899126,1.35160189,0.54116636,0.00000000
-5.24962481,2.04981171,0.21065210,0.00000000,1.07198032,1.32328021,0.54526635,0.00000000
-5.24362181,2.02254557,0.20851759,0.00000000,1.04687340,1.29498354,0.54899604,0.00000000
-5.23761881,1.99595786,0.20695793,0.00000000,1.02364016,1.26708659,0.55225440,0.00000000
-5.23161581,1.97027777,0.20591793,0.00000000,1.00224344,1.23996870,0.55496031,0.00000000
-5.22561281,1.94574299,0.20534156,0.00000000,0.98264294,1.21400058,0.55705321,0.00000000
-5.21960980,1.92258906,0.20517409,0.00000000,0.96479793,1.18953088,0.55849305,0.00000000
-5.21360680,1.90103835,0.20536390,0.00000000,0.94866895,1.16687311,0.55925980,0.00000000
-5.20760380,1.88128923,0.20586383,0.00000000,0.93421881,1.14629366,0.55935239,0.00000000
-5.20160080,1.86350581,0.20663219,0.00000000,0.92141281,1.12800116,0.55878720,0.00000000
-5.19559780,1.84780901,0.20763331,0.00000000,0.91021860,1.11213798,0.55759625,0.00000000
-5.18959480,1.83426929,0.20883782,0.00000000,0.90060567,1.09877392,0.55582494,0.00000000
-5.18359180,1.82290142,0.21022245,0.00000000,0.89254475,1.08790269,0.55352975,0.00000000
-5.17758879,1.81366157,0.21176973,0.00000000,0.88600712,1.07944103,0.55077572,0.00000000
-5.17158579,1.80644696,0.21346736,0.00000000,0.88096398,1.07323079,0.54763396,0.00000000
-5.16558279,1.80109798,0.21530745,0.00000000,0.87738586,1.06904374,0.54417922,0.00000000
-5.15957979,1.79740276,0.21728563,0.00000000,0.87524216,1.06658896,0.54048770,0.00000000
-5.15357679,1.79510392,0.21940010,0.00000000,0.87450059,1.06552253,0.53663501,0.00000000
-5.14757379,1.79390728,0.22165071,0.00000000,0.87512667,1.06545902,0.53269449,0.00000000
-5.14157079,1.79349191,0.22403794,0.00000000,0.87708303,1.06598444,0.52873582,0.00000000
-5.13556778,1.79352127,0.22656200,0.00000000,0.88032855,1.06667005,0.52482398,0.00000000
-5.12956478,1.79365464,0.22922198,0.00000000,0.88481717,1.06708637,0.52101845,0.00000000
-5.12356178,1.79355849,0.23201505,0.00000000,0.89049650,1.06681704,0.51737282,0.00000000
-5.11755878,1.79291715,0.23493574,0.00000000,0.89730606,1.06547170,0.51393445,0.00000000
-5.11155578,1.79144226,0.23797534,0.00000000,0.90517522,1.06269772,0.51074440,0.00000000
-5.10555278,1.78888066,0.24112140,0.00000000,0.91402106,1.05819003,0.50783736,0.00000000
-5.09954977,1.78502029,0.24435727,0.00000000,0.92374602,1.05169896,0.50524160,0.00000000
-5.09354677,1.77969394,0.24766190,0.00000000,0.93423576,1.04303572,0.50297892,0.00000000
-5.08754377,1.77278077,0.25100960,0.00000000,0.94535709,1.03207551,0.50106436,0.00000000
-5.08154077,1.76420559,0.25437002,0.00000000,0.95695655,1.01875811,0.49950589,0.00000000
-5.07553777,1.75393601,0.25770830,0.00000000,0.96885941,1.00308625,0.49830393,0.00000000
-5.06953477,1.74197795,0.26098525,0.00000000,0.98086955,0.98512184,0.49745070,0.00000000
-5.06353177,1.72836952,0.26415780,0.00000000,0.99277030,0.96498029,0.49692955,0.00000000
-5.05752876,1.71317406,0.26717955,0.00000000,1.00432625,0.94282356,0.49671428,0.00000000
-5.05152576,1.69647251,0.27000149,0.00000000,1.01528619,0.91885197,0.49676847,0.00000000
-5.04552276,1.67835582,0.27257280,0.00000000,1.02538712,0.89329551,0.49704501,0.00000000
-5.03951976,1.65891770,0.27484191,0.00000000,1.03435930,0.86640485,0.49748591,0.00000000
-5.03351676,1.63824820,0.27675755,0.00000000,1.04193213,0.83844257,0.49802238,0.00000000
-5.02751376,1.61642850,0.27826993,0.00000000,1.04784077,0.80967494,0.49857533,0.00000000
-5.02151076,1.59352698,0.27933198,0.00000000,1.05183317,0.78036443,0.49905641,0.00000000
-5.01550775,1.56959699,0.27990055,0.00000000,1.05367728,0.75076338,0.49936937,0.00000000
-5.00950475,1.54467619,0.27993764,0.00000000,1.05316810,0.72110875,0.49941206,0.00000000
-5.00350175,1.51878734,0.27941147,0.00000000,1.05013424,0.69161817,0.49907871,0.00000000
-4.99749875,1.49194062,0.27829747,0.00000000,1.04444374,0.66248728,0.49826271,0.00000000
-4.99149575,1.46413701,0.27657908,0.00000000,1.03600878,0.63388824,0.49685953,0.00000000
-4.98549275,1.43537254,0.27424832,0.00000000,1.02478912,0.60596932,0.49476987,0.00000000
-4.97948974,1.40564310,0.27130615,0.00000000,1.01079397,0.57885554,0.49190275,0.00000000
-4.97348674,1.37494945,0.26776249,0.00000000,0.99408237,0.55264996,0.48817853,0.00000000
-4.96748374,1.34330198,0.26363603,0.00000000,0.97476179,0.52743573,0.48353164,0.00000000
-4.96148074,1.31072519,0.25895375,0.00000000,0.95298527,0.50327849,0.47791283,0.00000000
-4.95547774,1.27726141,0.25375015,0.00000000,0.92894692,0.48022914,0.47129107,0.00000000
-4.94947474,1.24297371,0.24806630,0.00000000,0.90287631,0.45832673,0.46365470,0.00000000
-4.94347174,1.20794794,0.24194866,0.00000000,0.87503170,0.43760147,0.45501212,0.00000000
-4.93746873,1.17229382,0.23544782,0.00000000,0.84569271,0.41807774,0.44539171,0.00000000
-4.93146573,1.13614522,0.22861717,0.00000000,0.81515251,0.39977705,0.43484121,0.00000000
-4.92546273,1.09965972,0.22151150,0.00000000,0.78371009,0.38272093,0.42342657,0.00000000
-4.91945973,1.06301762,0.21418583,0.00000000,0.75166288,0.36693381,0.41123028,0.00000000
-4.91345673,1.02642069,0.20669416,0.00000000,0.71930004,0.35244573,0.39834945,0.00000000
-4.90745373,0.99009068,0.19908860,0.00000000,0.68689666,0.33929504,0.38489357,0.00000000
-4.90145073,0.95426796,0.19141864,0.00000000,0.65470917,0.32753098,0.37098221,0.00000000
-4.89544772,0.91921026,0.18373062,0.00000000,0.62297205,0.31721599,0.35674274,0.00000000
-4.88944472,0.88519166,0.17606760,0.00000000,0.59189583,0.30842792,0.34230820,0.00000000
-4.88344172,0.85250181,0.16846933,0.00000000,0.56166643,0.30126172,0.32781523,0.00000000
-4.87743872,0.82144521,0.16097259,0.00000000,0.53244573,0.29583074,0.31340244,0.00000000
-4.87143572,0.79234052,0.15361159,0.00000000,0.50437313,0.29226736,0.29920882,0.00000000
-4.86543272,0.76551955,0.14641859,0.00000000,0.47756791,0.29072267,0.28537258,0.00000000
-4.85942971,0.74132571,0.13942448,0.00000000,0.45213211,0.29136531,0.27203000,0.00000000
-4.85342671,0.72011169,0.13265949,0.00000000,0.42815361,0.29437905,0.25931460,0.00000000
-4.84742371,0.70223595,0.12615365,0.00000000,0.40570919,0.29995907,0.24735619,0.00000000
-4.84142071,0.68805791,0.11993731,0.00000000,0.38486728,0.30830695,0.23627997,0.00000000
-4.83541771,0.67793163,0.11404127,0.00000000,0.36569011,0.31962427,0.22620553,0.00000000
-4.82941471,0.67219792,0.10849689,0.00000000,0.34823523,0.33410486,0.21724558,0.00000000
-4.82341171,0.67117489,0.10333577,0.00000000,0.33255621,0.35192596,0.20950449,0.00000000
-4.81740870,0.67514717,0.09858938,0.00000000,0.31870255,0.37323847,0.20307662,0.00000000
-4.81140570,0.68435409,0.09428834,0.00000000,0.30671885,0.39815656,0.19804429,0.00000000
-4.80540270,0.69897726,0.09046167,0.00000000,0.29664328,0.42674717,0.19447569,0.00000000
-4.79939970,0.71912808,0.08713577,0.00000000,0.28850566,0.45901978,0.19242259,0.00000000
-4.79339670,0.74483588,0.08433356,0.00000000,0.28232525,0.49491696,0.19191805,0.00000000
-4.78739370,0.77603731,0.08207350,0.00000000,0.27810850,0.53430630,0.19297428,0.00000000
-4.78139070,0.81256768,0.08036882,0.00000000,0.27584709,0.57697420,0.19558077,0.00000000
-4.77538769,0.85415500,0.07922690,0.00000000,0.27551629,0.62262199,0.19970277,0.00000000
-4.76938469,0.90041719,0.07864890,0.00000000,0.27707404,0.67086482,0.20528045,0.00000000
-4.76338169,0.95086299,0.07862965,0.00000000,0.28046072,0.72123368,0.21222858,0.00000000
-4.75737869,1.00489689,0.07915792,0.00000000,0.28559977,0.77318068,0.22043708,0.00000000
-4.75137569,1.06182822,0.08021689,0.00000000,0.29239913,0.82608766,0.22977239,0.00000000
-4.74537269,1.12088421,0.08178495,0.00000000,0.30075342,0.87927806,0.24007963,0.00000000
-4.73936968,1.18122685,0.08383670,0.00000000,0.31054677,0.93203175,0.25118559,0.00000000
-4.73336668,1.24197298,0.08634417,0.00000000,0.32165612,0.98360241,0.26290250,0.00000000
-4.72736368,1.30221687,0.08927794,0.00000000,0.33395462,1.03323691,0.27503233,0.00000000
-4.72136068,1.36105450,0.09260844,0.00000000,0.34731511,1.08019591,0.28737160,0.00000000
-4.71535768,1.41760844,0.09630693,0.00000000,0.36161312,1.12377503,0.29971642,0.00000000
-4.70935468,1.47105240,0.10034635,0.00000000,0.37672943,1.16332560,0.31186757,0.00000000
-4.70335168,1.52063421,0.10470186,0.00000000,0.39255168,1.19827424,0.32363543,0.00000000
-4.69734867,1.56569631,0.10935090,0.00000000,0.40897508,1.22814028,0.33484449,0.00000000
-4.69134567,1.60569273,0.11427296,0.00000000,0.42590197,1.25255040,0.34533729,0.00000000
-4.68534267,1.64020184,0.11944885,0.00000000,0.44324034,1.27124979,0.35497753,0.00000000
-4.67933967,1.66893425,0.12485959,0.00000000,0.46090120,1.28410915,0.36365237,0.00000000
-4.67333667,1.69173551,0.13048492,0.00000000,0.47879511,1.29112748,0.37127370,0.00000000
-4.66733367,1.70858363,0.13630164,0.00000000,0.49682808,1.29243023,0.37777840,0.00000000
-4.66133067,1.71958152,0.14228176,0.00000000,0.51489706,1.28826305,0.38312763,0.00000000
-4.65532766,1.72494478,0.14839065,0.00000000,0.53288548,1.27898134,0.38730521,0.00000000
-4.64932466,1.72498570,0.15458546,0.00000000,0.55065917,1.26503609,0.39031525,0.00000000
-4.64332166,1.72009414,0.16081370,0.00000000,0.56806308,1.24695657,0.39217915,0.00000000
-4.63731866,1.71071648,0.16701241,0.00000000,0.58491922,1.22533070,0.39293225,0.00000000
