energy_ev,total_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,2.25254059,0.91271379,0.00000000,0.37905035,0.00000000,0.96609953,1.03054522
-5.99399700,2.27042339,0.88446463,0.00000000,0.40731362,0.00000000,0.97887289,1.03568025
-5.98799400,2.29425850,0.85571170,0.00000000,0.43888064,0.00000000,0.99391541,1.04277411
-5.98199100,2.32491999,0.82696315,0.00000000,0.47379595,0.00000000,1.01133389,1.05218041
-5.97598799,2.36313123,0.79870274,0.00000000,0.51205435,0.00000000,1.03122234,1.06419163
-5.96998499,2.40944305,0.77138376,0.00000000,0.55359594,0.00000000,1.05366531,1.07903172
-5.96398199,2.46421919,0.74542536,0.00000000,0.59830260,0.00000000,1.07874364,1.09685180
-5.95797899,2.52762957,0.72121105,0.00000000,0.64599589,0.00000000,1.10654218,1.11772894
-5.95197599,2.59965140,0.69908921,0.00000000,0.69643684,0.00000000,1.13715906,1.14166816
-5.94597299,2.68007795,0.67937517,0.00000000,0.74932768,0.00000000,1.17071586,1.16860722
-5.93996998,2.76853431,0.66235450,0.00000000,0.80431539,0.00000000,1.20736797,1.19842420
-5.93396698,2.86449944,0.64828693,0.00000000,0.86099744,0.00000000,1.24731418,1.23094721
-5.92796398,2.96733313,0.63741050,0.00000000,0.91892927,0.00000000,1.29080487,1.26596592
-5.92196098,3.07630673,0.62994542,0.00000000,0.97763348,0.00000000,1.33814776,1.30324420
-5.91595798,3.19063589,0.62609719,0.00000000,1.03661040,0.00000000,1.38971059,1.34253330
-5.90995498,3.30951373,0.62605863,0.00000000,1.09534977,0.00000000,1.44591993,1.38358488
-5.90395198,3.43214263,0.63001050,0.00000000,1.15334280,0.00000000,1.50725567,1.42616316
-5.89794897,3.55776298,0.63812052,0.00000000,1.21009444,0.00000000,1.57424073,1.47005554
-5.89194597,3.68567712,0.65054064,0.00000000,1.26513505,0.00000000,1.64742582,1.51508103
-5.88594297,3.81526724,0.66740260,0.00000000,1.31803102,0.00000000,1.72736931,1.56109590
-5.87993997,3.94600584,0.68881185,0.00000000,1.36839388,0.00000000,1.81461241,1.60799622
-5.87393697,4.07745813,0.71483997,0.00000000,1.41588729,0.00000000,1.90965036,1.65571688
-5.86793397,4.20927598,0.74551609,0.00000000,1.46023162,0.00000000,2.01290021,1.70422699
-5.86193097,4.34118333,0.78081745,0.00000000,1.50120597,0.00000000,2.12466639,1.75352183
-5.85592796,4.47295402,0.82065970,0.00000000,1.53864736,0.00000000,2.24510528,1.80361160
-5.84992496,4.60438294,0.86488761,0.00000000,1.57244725,0.00000000,2.37419030,1.85450747
-5.84392196,4.73525216,0.91326647,0.00000000,1.60254560,0.00000000,2.51167915,1.90620575
-5.83791896,4.86529427,0.96547512,0.00000000,1.62892285,0.00000000,2.65708494,1.95867098
-5.83191596,4.99415513,1.02110103,0.00000000,1.65159036,0.00000000,2.80965298,2.01181914
-5.82591296,5.12135875,1.07963811,0.00000000,1.67057981,0.00000000,2.96834490,2.06550193
-5.81990995,5.24627692,1.14048761,0.00000000,1.68593248,0.00000000,3.13183170,2.11949343
-5.81390695,5.36810604,1.20296278,0.00000000,1.69768895,0.00000000,3.29849701,2.17348015
-5.80790395,5.48585352,1.26629728,0.00000000,1.70587997,0.00000000,3.46645141,2.22705546
-5.80190095,5.59833543,1.32965764,0.00000000,1.71051918,0.00000000,3.63355847,2.27971909
-5.79589795,5.70418665,1.39215950,0.00000000,1.71159822,0.00000000,3.79747230,2.33088228
-5.78989495,5.80188393,1.45288748,0.00000000,1.70908447,0.00000000,3.95568628,2.37987867
-5.78389195,5.88978160,1.51091797,0.00000000,1.70292183,0.00000000,4.10559154,2.42598074
-5.77788894,5.96615878,1.56534427,0.00000000,1.69303432,0.00000000,4.24454370,2.46842131
-5.77188594,6.02927619,1.61530291,0.00000000,1.67933253,0.00000000,4.36993556,2.50641911
-5.76588294,6.07744000,1.66000030,0.00000000,1.66172235,0.00000000,4.47927301,2.53920734
-5.75987994,6.10906951,1.69873829,0.00000000,1.64011551,0.00000000,4.57025129,2.56606366
-5.75387694,6.12276526,1.73093761,0.00000000,1.61444128,0.00000000,4.64082828,2.58634008
-5.74787394,6.11737369,1.75615774,0.00000000,1.58465854,0.00000000,4.68929190,2.59949116
-5.74187094,6.09204497,1.77411236,0.00000000,1.55076742,0.00000000,4.71431825,2.60509872
-5.73586793,6.04628042,1.78467922,0.00000000,1.51281967,0.00000000,4.71501823,2.60289177
-5.72986493,5.97996691,1.78790391,0.00000000,1.47092725,0.00000000,4.69097008,2.59276041
-5.72386193,5.89339594,1.78399704,0.00000000,1.42526822,0.00000000,4.64223647,2.57476272
-5.71785893,5.78726625,1.77332489,0.00000000,1.37608980,0.00000000,4.56936527,2.54912424
-5.71185593,5.66266946,1.75639366,0.00000000,1.32370814,0.00000000,4.47337381,2.51623001
-5.70585293,5.52105949,1.73382812,0.00000000,1.26850479,0.00000000,4.35571744,2.47660940
-5.69984992,5.36420706,1.70634569,0.00000000,1.21091997,0.00000000,4.21824376,2.43091478
-5.69384692,5.19414189,1.67472697,0.00000000,1.15144304,0.00000000,4.06313468,2.37989495
-5.68784392,5.01308531,1.63978442,0.00000000,1.09060054,0.00000000,3.89283880,2.32436502
-5.68184092,4.82337704,1.60233072,0.00000000,1.02894244,0.00000000,3.70999741,2.26517438
-5.67583792,4.62739973,1.56314835,0.00000000,0.96702737,0.00000000,3.51736708,2.20317443
-5.66983492,4.42750524,1.52296203,0.00000000,0.90540748,0.00000000,3.31774225,2.13918804
-5.66383192,4.22594605,1.48241534,0.00000000,0.84461376,0.00000000,3.11388102,2.07398228
-5.65782891,4.02481525,1.44205279,0.00000000,0.78514239,0.00000000,2.90843683,2.00824578
-5.65182591,3.82599745,1.40230795,0.00000000,0.72744290,0.00000000,2.70389858,1.94257198
-5.64582291,3.63113275,1.36349831,0.00000000,0.67190850,0.00000000,2.50254096,1.87744892
