energy_ev,total_up,B_p_up,B_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.22561281,0.29272186,0.02953066,0.00000000,0.00028850,0.13889825,0.08998375,0.02845448
-5.21960980,0.30706939,0.03200469,0.00000000,0.00027131,0.14346351,0.09958713,0.03090404
-5.21360680,0.32289906,0.03458488,0.00000000,0.00025738,0.14882225,0.10947322,0.03346045
-5.20760380,0.33995935,0.03723514,0.00000000,0.00024691,0.15487743,0.11952138,0.03609016
-5.20160080,0.35794972,0.03991436,0.00000000,0.00024005,0.16150887,0.12959686,0.03875496
-5.19559780,0.37652977,0.04257726,0.00000000,0.00023697,0.16857758,0.13955355,0.04141288
-5.18959480,0.39533006,0.04517554,0.00000000,0.00023779,0.17593086,0.14923744,0.04401925
-5.18359180,0.41396436,0.04765921,0.00000000,0.00024264,0.18340791,0.15849069,0.04652799
-5.17758879,0.43204268,0.04997799,0.00000000,0.00025167,0.19084582,0.16715609,0.04889295
-5.17158579,0.44918479,0.05208290,0.00000000,0.00026503,0.19808555,0.17508181,0.05106939
-5.16558279,0.46503330,0.05392774,0.00000000,0.00028288,0.20497782,0.18212618,0.05301540
-5.15957979,0.47926614,0.05547065,0.00000000,0.00030540,0.21138838,0.18816235,0.05469328
-5.15357679,0.49160750,0.05667548,0.00000000,0.00033278,0.21720273,0.19308255,0.05607087
-5.14757379,0.50183697,0.05751301,0.00000000,0.00036522,0.22232983,0.19680181,0.05712257
-5.14157079,0.50979633,0.05796198,0.00000000,0.00040289,0.22670470,0.19926081,0.05783028
-5.13556778,0.51539376,0.05800977,0.00000000,0.00044598,0.23028984,0.20042795,0.05818391
-5.12956478,0.51860517,0.05765288,0.00000000,0.00049461,0.23307539,0.20030030,0.05818173
-5.12356178,0.51947277,0.05689697,0.00000000,0.00054886,0.23507792,0.19890350,0.05783028
-5.11755878,0.51810082,0.05575667,0.00000000,0.00060874,0.23633812,0.19629059,0.05714406
-5.11155578,0.51464894,0.05425503,0.00000000,0.00067417,0.23691743,0.19253982,0.05614489
-5.10555278,0.50932331,0.05242269,0.00000000,0.00074498,0.23689377,0.18775158,0.05486097
-5.09954977,0.50236630,0.05029683,0.00000000,0.00082085,0.23635675,0.18204451,0.05332581
-5.09354677,0.49404505,0.04791991,0.00000000,0.00090134,0.23540250,0.17555115,0.05157694
-5.08754377,0.48463971,0.04533828,0.00000000,0.00098590,0.23412855,0.16841318,0.04965454
-5.08154077,0.47443186,0.04260075,0.00000000,0.00107380,0.23262895,0.16077658,0.04760008
-5.07553777,0.46369383,0.03975711,0.00000000,0.00116423,0.23098995,0.15278692,0.04545496
-5.06953477,0.45267927,0.03685676,0.00000000,0.00125621,0.22928649,0.14458498,0.04325926
-5.06353177,0.44161564,0.03394742,0.00000000,0.00134870,0.22757963,0.13630281,0.04105067
-5.05752876,0.43069861,0.03107400,0.00000000,0.00144060,0.22591503,0.12806055,0.03886355
-5.05152576,0.42008881,0.02827765,0.00000000,0.00153073,0.22432255,0.11996392,0.03672829
-5.04552276,0.40991068,0.02559499,0.00000000,0.00161795,0.22281695,0.11210258,0.03467085
-5.03951976,0.40025349,0.02305764,0.00000000,0.00170114,0.22139946,0.10454920,0.03271248
-5.03351676,0.39117411,0.02069187,0.00000000,0.00177924,0.22006021,0.09735946,0.03086979
-5.02751376,0.38270125,0.01851849,0.00000000,0.00185135,0.21878119,0.09057259,0.02915486
-5.02151076,0.37484072,0.01655289,0.00000000,0.00191667,0.21753951,0.08421261,0.02757560
-5.01550775,0.36758119,0.01480528,0.00000000,0.00197462,0.21631077,0.07828996,0.02613619
-5.00950475,0.36090006,0.01328099,0.00000000,0.00202479,0.21507220,0.07280353,0.02483759
-5.00350175,0.35476890,0.01198090,0.00000000,0.00206702,0.21380535,0.06774278,0.02367813
-4.99749875,0.34915824,0.01090188,0.00000000,0.00210134,0.21249824,0.06308997,0.02265401
-4.99149575,0.34404124,0.01003731,0.00000000,0.00212803,0.21114678,0.05882230,0.02175985
-4.98549275,0.33939631,0.00937759,0.00000000,0.00214756,0.20975535,0.05491388,0.02098915
-4.97948974,0.33520840,0.00891059,0.00000000,0.00216061,0.20833669,0.05133741,0.02033467
-4.97348674,0.33146922,0.00862213,0.00000000,0.00216802,0.20691102,0.04806567,0.01978874
-4.96748374,0.32817647,0.00849645,0.00000000,0.00217077,0.20550468,0.04507255,0.01934351
-4.96148074,0.32533233,0.00851654,0.00000000,0.00216995,0.20414835,0.04233391,0.01899109
-4.95547774,0.32294162,0.00866455,0.00000000,0.00216675,0.20287511,0.03982807,0.01872368
-4.94947474,0.32100993,0.00892214,0.00000000,0.00216240,0.20171863,0.03753603,0.01853368
-4.94347174,0.31954204,0.00927078,0.00000000,0.00215822,0.20071163,0.03544157,0.01841370
-4.93746873,0.31854108,0.00969207,0.00000000,0.00215553,0.19988483,0.03353118,0.01835672
-4.93146573,0.31800856,0.01016807,0.00000000,0.00215575,0.19926660,0.03179380,0.01835611
-4.92546273,0.31794545,0.01068160,0.00000000,0.00216033,0.19888335,0.03022070,0.01840582
-4.91945973,0.31835452,0.01121659,0.00000000,0.00217083,0.19876072,0.02880525,0.01850054
-4.91345673,0.31924373,0.01175833,0.00000000,0.00218896,0.19892557,0.02754272,0.01863594
-4.90745373,0.32063060,0.01229387,0.00000000,0.00221659,0.19940856,0.02643023,0.01880890
-4.90145073,0.32254718,0.01281229,0.00000000,0.00225583,0.20024723,0.02546666,0.01901780
-4.89544772,0.32504546,0.01330498,0.00000000,0.00230907,0.20148930,0.02465274,0.01926281
-4.88944472,0.32820248,0.01376589,0.00000000,0.00237902,0.20319595,0.02399103,0.01954616
-4.88344172,0.33212494,0.01419174,0.00000000,0.00246875,0.20544463,0.02348610,0.01987232
-4.87743872,0.33695259,0.01458214,0.00000000,0.00258172,0.20833130,0.02314454,0.02024818
-4.87143572,0.34286005,0.01493964,0.00000000,0.00272178,0.21197161,0.02297504,0.02068307
-4.86543272,0.35005663,0.01526968,0.00000000,0.00289311,0.21650083,0.02298829,0.02118871
-4.85942971,0.35878377,0.01558046,0.00000000,0.00310020,0.22207231,0.02319688,0.02177895
-4.85342671,0.36930992,0.01588265,0.00000000,0.00334777,0.22885442,0.02361498,0.02246946
-4.84742371,0.38192282,0.01618906,0.00000000,0.00364060,0.23702573,0.02425795,0.02327720
-4.84142071,0.39691935,0.01651418,0.00000000,0.00398343,0.24676875,0.02514172,0.02421978
-4.83541771,0.41459298,0.01687361,0.00000000,0.00438075,0.25826218,0.02628210,0.02531470
-4.82941471,0.43521961,0.01728348,0.00000000,0.00483657,0.27167211,0.02769398,0.02657854
-4.82341171,0.45904208,0.01775975,0.00000000,0.00535422,0.28714237,0.02939039,0.02802605
-4.81740870,0.48625429,0.01831758,0.00000000,0.00593611,0.30478470,0.03138161,0.02966924
-4.81140570,0.51698569,0.01897065,0.00000000,0.00658347,0.32466907,0.03367420,0.03151660
-4.80540270,0.55128700,0.01973057,0.00000000,0.00729615,0.34681484,0.03627025,0.03357232
-4.79939970,0.58911824,0.02060637,0.00000000,0.00807238,0.37118324,0.03916666,0.03583582
-4.79339670,0.63033977,0.02160411,0.00000000,0.00890869,0.39767185,0.04235468,0.03830133
-4.78739370,0.67470730,0.02272665,0.00000000,0.00979972,0.42611147,0.04581979,0.04095793
-4.78139070,0.72187152,0.02397364,0.00000000,0.01073825,0.45626585,0.04954183,0.04378975
-4.77538769,0.77138276,0.02534164,0.00000000,0.01171519,0.48783455,0.05349553,0.04677662
-4.76938469,0.82270105,0.02682455,0.00000000,0.01271974,0.52045917,0.05765147,0.04989502
-4.76338169,0.87521152,0.02841421,0.00000000,0.01373958,0.55373282,0.06197735,0.05311944
-4.75737869,0.92824475,0.03010123,0.00000000,0.01476117,0.58721268,0.06643977,0.05642395
-4.75137569,0.98110166,0.03187601,0.00000000,0.01577010,0.62043532,0.07100619,0.05978421
-4.74537269,1.03308186,0.03372992,0.00000000,0.01675157,0.65293416,0.07564724,0.06317959
-4.73936968,1.08351443,0.03565663,0.00000000,0.01769083,0.68425837,0.08033913,0.06659545
-4.73336668,1.13178969,0.03765343,0.00000000,0.01857376,0.71399235,0.08506617,0.07002544
-4.72736368,1.17739046,0.03972262,0.00000000,0.01938737,0.74177488,0.08982312,0.07347378
-4.72136068,1.21992108,0.04187275,0.00000000,0.02012033,0.76731691,0.09461730,0.07695725
-4.71535768,1.25913278,0.04411977,0.00000000,0.02076349,0.79041703,0.09947041,0.08050687
-4.70935468,1.29494360,0.04648791,0.00000000,0.02131026,0.81097361,0.10441966,0.08416919
-4.70335168,1.32745163,0.04901023,0.00000000,0.02175696,0.82899296,0.10951836,0.08800690
-4.69734867,1.35694057,0.05172883,0.00000000,0.02210306,0.84459274,0.11483567,0.09209887
-4.69134567,1.38387654,0.05469464,0.00000000,0.02235126,0.85800023,0.12045551,0.09653931
-4.68534267,1.40889612,0.05796665,0.00000000,0.02250748,0.86954529,0.12647453,0.10143625
-4.67933967,1.43278553,0.06161079,0.00000000,0.02258068,0.87964816,0.13299928,0.10690914
-4.67333667,1.45645145,0.06569815,0.00000000,0.02258256,0.88880236,0.14014246,0.11308560
-4.66733367,1.48088464,0.07030290,0.00000000,0.02252713,0.89755345,0.14801841,0.12009753
-4.66133067,1.50711759,0.07549965,0.00000000,0.02243020,0.90647450,0.15673810,0.12807642
-4.65532766,1.53617812,0.08136057,0.00000000,0.02230874,0.91613935,0.16640364,0.13714831
-4.64932466,1.56904086,0.08795218,0.00000000,0.02218019,0.92709487,0.17710263,0.14742828
-4.64332166,1.60657895,0.09533212,0.00000000,0.02206180,0.93983366,0.18890264,0.15901483
-4.63731866,1.64951809,0.10354581,0.00000000,0.02196989,0.95476840,0.20184600,0.17198441
-4.63131566,1.69839537,0.11262332,0.00000000,0.02191920,0.97220920,0.21594522,0.18638614
-4.62531266,1.75352475,0.12257657,0.00000000,0.02192226,0.99234515,0.23117933,0.20223723
-4.61930965,1.81497101,0.13339685,0.00000000,0.02198893,1.01523086,0.24749131,0.21951911
-4.61330665,1.88253367,0.14505301,0.00000000,0.02212595,1.04077891,0.26478676,0.23817453
-4.60730365,1.95574155,0.15749031,0.00000000,0.02233670,1.06875848,0.28293406,0.25810596
-4.60130065,2.03385858,0.17062995,0.00000000,0.02262107,1.09880029,0.30176595,0.27917517
-4.59529765,2.11590052,0.18436954,0.00000000,0.02297547,1.13040769,0.32108262,0.30120428
-4.58929465,2.20066212,0.19858429,0.00000000,0.02339299,1.16297325,0.34065609,0.32397816
-4.58329165,2.28675325,0.21312911,0.00000000,0.02386371,1.19580023,0.36023591,0.34724828
-4.57728864,2.37264256,0.22784138,0.00000000,0.02437509,1.22812771,0.37955575,0.37073776
-4.57128564,2.45670675,0.24254447,0.00000000,0.02491250,1.25915829,0.39834078,0.39414754
-4.56528264,2.53728301,0.25705173,0.00000000,0.02545978,1.28808699,0.41631542,0.41716343
-4.55927964,2.61272257,0.27117096,0.00000000,0.02599988,1.31413016,0.43321115,0.43946383
-4.55327664,2.68144296,0.28470904,0.00000000,0.02651556,1.33655288,0.44877411,0.46072773
-4.54727364,2.74197689,0.29747665,0.00000000,0.02698994,1.35469396,0.46277206,0.48064283
-4.54127064,2.79301573,0.30929287,0.00000000,0.02740723,1.36798740,0.47500053,0.49891335
-4.53526763,2.83344638,0.31998950,0.00000000,0.02775321,1.37597960,0.48528789,0.51526734
-4.52926463,2.86238001,0.32941498,0.00000000,0.02801578,1.37834188,0.49349912,0.52946324
-4.52326163,2.87917233,0.33743768,0.00000000,0.02818534,1.37487808,0.49953833,0.54129540
-4.51725863,2.88343511,0.34394866,0.00000000,0.02825511,1.36552723,0.50334986,0.55059849
-4.51125563,2.87503913,0.34886366,0.00000000,0.02822137,1.35036173,0.50491807,0.55725073
-4.50525263,2.85410934,0.35212436,0.00000000,0.02808354,1.32958145,0.50426600,0.56117576
-4.49924962,2.82101306,0.35369897,0.00000000,0.02784421,1.30350439,0.50145292,0.56234330
-4.49324662,2.77634252,0.35358207,0.00000000,0.02750912,1.27255488,0.49657112,0.56076862
-4.48724362,2.72089309,0.35179387,0.00000000,0.02708694,1.23724984,0.48974204,0.55651091
-4.48124062,2.65563835,0.34837885,0.00000000,0.02658916,1.19818417,0.48111207,0.54967072
-4.47523762,2.58170362,0.34340402,0.00000000,0.02602976,1.15601580,0.47084814,0.54038656
-4.46923462,2.50033876,0.33695672,0.00000000,0.02542497,1.11145115,0.45913336,0.52883091
-4.46323162,2.41289140,0.32914215,0.00000000,0.02479298,1.06523137,0.44616289,0.51520577
-4.45722861,2.32078124,0.32008076,0.00000000,0.02415353,1.01811972,0.43214000,0.49973783
-4.45122561,2.22547578,0.30990543,0.00000000,0.02352769,0.97089013,0.41727262,0.48267353
-4.44522261,2.12846772,0.29875867,0.00000000,0.02293743,0.92431703,0.40177023,0.46427402
-4.43921961,2.03125388,0.28678983,0.00000000,0.02240535,0.87916617,0.38584113,0.44481017
-4.43321661,1.93531551,0.27415229,0.00000000,0.02195426,0.83618613,0.36969010,0.42455765
-4.42721361,1.84209953,0.26100087,0.00000000,0.02160689,0.79610031,0.35351630,0.40379223
-4.42121061,1.75300023,0.24748926,0.00000000,0.02138548,0.75959884,0.33751140,0.38278524
-4.41520760,1.66934114,0.23376768,0.00000000,0.02131136,0.72733024,0.32185780,0.36179927
-4.40920460,1.59235656,0.21998070,0.00000000,0.02140454,0.69989245,0.30672690,0.34108417
-4.40320160,1.52317263,0.20626521,0.00000000,0.02168326,0.67782297,0.29227741,0.32087330
-4.39719860,1.46278795,0.19274867,0.00000000,0.02216341,0.66158829,0.27865352,0.30138013
-4.39119560,1.41205369,0.17954757,0.00000000,0.02285809,0.65157249,0.26598310,0.28279517
-4.38519260,1.37165389,0.16676613,0.00000000,0.02377701,0.64806536,0.25437578,0.26528333
-4.37918959,1.34208627,0.15449525,0.00000000,0.02492592,0.65125046,0.24392112,0.24898168
-4.37318659,1.32364451,0.14281176,0.00000000,0.02630610,0.66119365,0.23468681,0.23399768
-4.36718359,1.31640287,0.13177798,0.00000000,0.02791384,0.67783278,0.22671705,0.22040804
-4.36118059,1.32020423,0.12144149,0.00000000,0.02974004,0.70096923,0.22003128,0.20825803
-4.35517759,1.33465251,0.11183527,0.00000000,0.03176984,0.73026212,0.21462322,0.19756152
-4.34917459,1.35911067,0.10297811,0.00000000,0.03398250,0.76522585,0.21046048,0.18830164
-4.34317159,1.39270497,0.09487525,0.00000000,0.03635137,0.80523177,0.20748481,0.18043211
-4.33716858,1.43433636,0.08751936,0.00000000,0.03884405,0.84951430,0.20561303,0.17387927
-4.33116558,1.48269930,0.08089171,0.00000000,0.04142285,0.89718209,0.20473876,0.16854474
-4.32516258,1.53630819,0.07496350,0.00000000,0.04404539,0.94723410,0.20473488,0.16430874
-4.31915958,1.59353110,0.06969748,0.00000000,0.04666548,0.99858064,0.20545687,0.16103393
-4.31315658,1.65263009,0.06504962,0.00000000,0.04923421,1.05006891,0.20674682,0.15856976
-4.30715358,1.71180715,0.06097084,0.00000000,0.05170125,1.10051231,0.20843813,0.15675709
