energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.70585293,3.52452456,0.59459411,1.63117262,0.00415875,0.23394646,1.41302849,1.28640072,0.01259428,0.23391687
-5.69984992,3.56986073,0.60130317,1.65750234,0.00441306,0.22985264,1.39107985,1.30476452,0.01295581,0.23729041
-5.69384692,3.61875369,0.61001573,1.68666553,0.00468430,0.22595804,1.37384677,1.32290013,0.01326949,0.24162341
-5.68784392,3.66997515,0.62029728,1.71797671,0.00496993,0.22221604,1.36088889,1.34049082,0.01352876,0.24680292
-5.68184092,3.72235914,0.63169454,1.75074587,0.00526719,0.21858812,1.35175622,1.35728181,0.01372818,0.25270516
-5.67583792,3.77482749,0.64374820,1.78429436,0.00557309,0.21504510,1.34600501,1.37308397,0.01386358,0.25919851
-5.66983492,3.82640742,0.65600501,1.81796804,0.00588449,0.21156764,1.34320954,1.38777383,0.01393210,0.26614627
-5.66383192,3.87624131,0.66802858,1.85114734,0.00619803,0.20814603,1.34296960,1.40129031,0.01393225,0.27340922
-5.65782891,3.92358906,0.67940893,1.88325436,0.00651022,0.20477936,1.34491382,1.41362835,0.01386386,0.28084794
-5.65182591,3.96782402,0.68977041,1.91375705,0.00681742,0.20147421,1.34869920,1.42483019,0.01372805,0.28832488
-5.64582291,4.00842344,0.69877806,1.94217102,0.00711588,0.19824276,1.35400738,1.43497484,0.01352717,0.29570620
-5.63981991,4.04495503,0.70614222,1.96805931,0.00740175,0.19510082,1.36053842,1.44416637,0.01326464,0.30286341
-5.63381691,4.07706108,0.71162162,1.99103074,0.00767113,0.19206552,1.36800292,1.45252190,0.01294485,0.30967476
-5.62781391,4.10444155,0.71502488,2.01073737,0.00792014,0.18915314,1.37611351,1.46015972,0.01257301,0.31602656
-5.62181091,4.12683765,0.71621070,2.02687175,0.00814494,0.18637698,1.38457638,1.46718832,0.01215495,0.32181426
-5.61580790,4.14401704,0.71508683,2.03916418,0.00834182,0.18374555,1.39308398,1.47369667,0.01169697,0.32694348
-5.60980490,4.15576164,0.71160805,2.04738073,0.00850728,0.18126105,1.40130934,1.47974618,0.01120567,0.33133088
-5.60380190,4.16185870,0.70577333,2.05132193,0.00863813,0.17891832,1.40890286,1.48536457,0.01068779,0.33490492
-5.59779890,4.16209553,0.69762231,2.05082263,0.00873155,0.17670425,1.41549168,1.49054178,0.01015005,0.33760651
-5.59179590,4.15625800,0.68723147,2.04575272,0.00878521,0.17459767,1.42068218,1.49522799,0.00959902,0.33938943
-5.58579290,4.14413256,0.67470982,2.03601889,0.00879736,0.17256977,1.42406527,1.49933353,0.00904104,0.34022070
-5.57978989,4.12551152,0.66019464,2.02156701,0.00876689,0.17058492,1.42522456,1.50273079,0.00848205,0.34008065
-5.57378689,4.10020101,0.64384700,2.00238506,0.00869344,0.16860191,1.42374685,1.50525779,0.00792764,0.33896285
-5.56778389,4.06803099,0.62584753,1.97850619,0.00857742,0.16657558,1.41923448,1.50672323,0.00738288,0.33687379
-5.56178089,4.02886666,0.60639220,1.95001166,0.00842006,0.16445860,1.41131897,1.50691297,0.00685239,0.33383238
-5.55577789,3.98262074,0.58568842,1.91703332,0.00822339,0.16220347,1.39967509,1.50559751,0.00634030,0.32986925
-5.54977489,3.92926587,0.56395139,1.87975554,0.00799026,0.15976453,1.38403467,1.50254053,0.00585025,0.32502587
-5.54377189,3.86884673,0.54140073,1.83841622,0.00772426,0.15709998,1.36419941,1.49750809,0.00538541,0.31935353
-5.53776888,3.80149143,0.51825754,1.79330690,0.00742967,0.15417372,1.34005195,1.49027844,0.00494852,0.31291228
-5.53176588,3.72742180,0.49474175,1.74477193,0.00711134,0.15095698,1.31156465,1.48065207,0.00454193,0.30576980
-5.52576288,3.64696222,0.47106994,1.69320664,0.00677457,0.14742967,1.27880546,1.46846199,0.00416761,0.29800026
-5.51975988,3.56054693,0.44745345,1.63905468,0.00642501,0.14358144,1.24194067,1.45358368,0.00382720,0.28968329
-5.51375688,3.46872534,0.42409692,1.58280459,0.00606844,0.13941229,1.20123428,1.43594465,0.00352205,0.28090300
-5.50775388,3.37216526,0.40119712,1.52498563,0.00571070,0.13493287,1.15704398,1.41553311,0.00325320,0.27174714
-5.50175088,3.27165382,0.37894210,1.46616320,0.00535747,0.13016430,1.10981388,1.39240533,0.00302145,0.26230634
-5.49574787,3.16809568,0.35751052,1.40693361,0.00501413,0.12513771,1.06006430,1.36669153,0.00282734,0.25267347
-5.48974487,3.06250845,0.33707118,1.34791859,0.00468565,0.11989340,1.00837897,1.33859958,0.00267115,0.24294315
-5.48374187,2.95601488,0.31778262,1.28975932,0.00437644,0.11447963,0.95539029,1.30841649,0.00255288,0.23321121
-5.47773887,2.84983173,0.29979266,1.23311010,0.00409027,0.10895128,0.90176304,1.27650711,0.00247230,0.22357425
-5.47173587,2.74525513,0.28323795,1.17863151,0.00383014,0.10336821,0.84817743,1.24331009,0.00242885,0.21412908
-5.46573287,2.64364237,0.26824327,1.12698317,0.00359829,0.09779359,0.79531186,1.20933083,0.00242168,0.20497212
-5.45972986,2.54639017,0.25492070,1.07881582,0.00339611,0.09229202,0.74382614,1.17513161,0.00244961,0.19619866
-5.45372686,2.45490973,0.24336845,1.03476294,0.00322420,0.08692785,0.69434573,1.14131899,0.00251109,0.18790194
-5.44772386,2.37059898,0.23366946,0.99543163,0.00308231,0.08176335,0.64744742,1.10852885,0.00260424,0.18017205
-5.44172086,2.29481250,0.22588984,0.96139300,0.00296945,0.07685714,0.60364682,1.07740961,0.00272677,0.17309467
-5.43571786,2.22883007,0.22007690,0.93317209,0.00288393,0.07226271,0.56338812,1.04860405,0.00287604,0.16674957
-5.42971486,2.17382448,0.21625731,0.91123736,0.00282343,0.06802713,0.52703602,1.02273059,0.00304900,0.16120910
-5.42371186,2.13082995,0.21443500,0.89599016,0.00278512,0.06419003,0.49487024,1.00036458,0.00324229,0.15653648
-5.41770885,2.10071196,0.21458932,0.88775431,0.00276578,0.06078279,0.46708237,0.98202049,0.00345218,0.15278417
-5.41170585,2.08413969,0.21667339,0.88676613,0.00276185,0.05782802,0.44377516,0.96813553,0.00367470,0.14999221
-5.40570285,2.08156222,0.22061284,0.89316530,0.00276964,0.05533926,0.42496395,0.95905553,0.00390561,0.14818682
-5.39969985,2.09318934,0.22630513,0.90698695,0.00278540,0.05332099,0.41058024,0.95502345,0.00414054,0.14737911
-5.39369685,2.11897789,0.23361951,0.92815535,0.00280542,0.05176889,0.40047700,0.95617107,0.00437501,0.14756418
-5.38769385,2.15862435,0.24239781,0.95647954,0.00282621,0.05067027,0.39443559,0.96251410,0.00460458,0.14872051
-5.38169085,2.21156401,0.25245613,0.99165131,0.00284454,0.05000481,0.39217397,0.97395079,0.00482487,0.15080981
-5.37568784,2.27697713,0.26358748,1.03324580,0.00285754,0.04974540,0.39335596,0.99026408,0.00503172,0.15377736
-5.36968484,2.35380204,0.27556531,1.08072496,0.00286280,0.04985917,0.39760133,1.01112720,0.00522128,0.15755272
-5.36368184,2.44075499,0.28814804,1.13344399,0.00285841,0.05030866,0.40449638,1.03611227,0.00539008,0.16205104
-5.35767884,2.53635628,0.30108433,1.19066092,0.00284300,0.05105299,0.41360486,1.06470164,0.00553518,0.16717472
-5.35167584,2.63896206,0.31411909,1.25154912,0.00281577,0.05204921,0.42447890,1.09630162,0.00565419,0.17281554
-5.34567284,2.74680105,0.32699993,1.31521276,0.00277651,0.05325349,0.43666988,1.13025782,0.00574540,0.17885718
-5.33966983,2.85801505,0.33948396,1.38070477,0.00272554,0.05462243,0.44973878,1.16587188,0.00580783,0.18517795
-5.33366683,2.97070229,0.35134458,1.44704711,0.00266376,0.05611422,0.46326613,1.20241886,0.00584123,0.19165384
-5.32766383,3.08296232,0.36237803,1.51325259,0.00259254,0.05768969,0.47686099,1.23916492,0.00584618,0.19816162
-5.32166083,3.19294119,0.37240951,1.57834781,0.00251373,0.05931327,0.49016915,1.27538471,0.00582404,0.20458198
-5.31565783,3.29887564,0.38129854,1.64139654,0.00242955,0.06095380,0.50288003,1.31037808,0.00577694,0.21080267
-5.30965483,3.39913493,0.38894324,1.70152254,0.00234259,0.06258505,0.51473244,1.34348575,0.00570778,0.21672141
-5.30365183,3.49225916,0.39528364,1.75793135,0.00225571,0.06418617,0.52551880,1.37410359,0.00562013,0.22224854
-5.29764882,3.57699275,0.40030347,1.80992990,0.00217199,0.06574189,0.53508794,1.40169512,0.00551821,0.22730941
-5.29164582,3.65231216,0.40403065,1.85694349,0.00209469,0.06724243,0.54334623,1.42580220,0.00540675,0.23184622
-5.28564282,3.71744685,0.40653630,1.89852920,0.00202719,0.06868330,0.55025718,1.44605342,0.00529095,0.23581953
-5.27963982,3.77189286,0.40793236,1.93438526,0.00197296,0.07006486,0.55583941,1.46217040,0.00517636,0.23920909
-5.27363682,3.81541856,0.40836788,1.96435593,0.00193552,0.07139169,0.56016315,1.47397157,0.00506874,0.24201421
-5.26763382,3.84806241,0.40802413,1.98843173,0.00191843,0.07267183,0.56334529,1.48137360,0.00497401,0.24425352
-5.26163082,3.87012287,0.40710880,2.00674482,0.00192529,0.07391589,0.56554329,1.48439046,0.00489811,0.24596417
-5.25562781,3.88214092,0.40584949,2.01955988,0.00195968,0.07513609,0.56694807,1.48313013,0.00484693,0.24720048
-5.24962481,3.88487604,0.40448670,2.02726089,0.00202522,0.07634527,0.56777609,1.47778921,0.00482618,0.24803216
-5.24362181,3.87927655,0.40326680,2.03033436,0.00212553,0.07755588,0.56826108,1.46864554,0.00484136,0.24854205
-5.23761881,3.86644566,0.40243503,2.02934982,0.00226422,0.07877911,0.56864549,1.45604914,0.00489768,0.24882357
-5.23161581,3.84760479,0.40222893,2.02493861,0.00244490,0.08002403,0.56917218,1.44041187,0.00500000,0.24897796
-5.22561281,3.82405544,0.40287239,2.01777183,0.00267114,0.08129695,0.57007642,1.42219601,0.00515278,0.24911129
-5.21960980,3.79714146,0.40457056,2.00853856,0.00294640,0.08260093,0.57157868,1.40190235,0.00536008,0.24933155
-5.21360680,3.76821295,0.40750555,1.99792536,0.00327405,0.08393548,0.57387827,1.38005795,0.00562549,0.24974573
-5.20760380,3.73859323,0.41183332,1.98659775,0.00365721,0.08529652,0.57714801,1.35720418,0.00595214,0.25045707
-5.20160080,3.70954983,0.41768138,1.97518459,0.00409871,0.08667653,0.58153024,1.33388518,0.00634266,0.25156252
-5.19559780,3.68227032,0.42514758,1.96426567,0.00460096,0.08806491,0.58713390,1.31063712,0.00679918,0.25315053
-5.18959480,3.65784328,0.43429963,1.95436280,0.00516582,0.08944851,0.59403302,1.28797846,0.00732326,0.25529910
-5.18359180,3.63724447,0.44517547,1.94593449,0.00579442,0.09081235,0.60226623,1.26640131,0.00791588,0.25807424
-5.17758879,3.62132785,0.45778399,1.93937380,0.00648705,0.09214038,0.61183743,1.24636391,0.00857738,0.26152870
-5.17158579,3.61082094,0.47210628,1.93500906,0.00724298,0.09341628,0.62271737,1.22828431,0.00930740,0.26570110
-5.16558279,3.60632350,0.48809697,1.93310677,0.00806029,0.09462436,0.63484584,1.21253505,0.01010480,0.27061533
-5.15957979,3.60830870,0.50568567,1.93387599,0.00893576,0.09575024,0.64813456,1.19943876,0.01096761,0.27628024
-5.15357679,3.61712568,0.52477826,1.93747334,0.00986472,0.09678150,0.66247025,1.18926450,0.01189291,0.28268955
-5.14757379,3.63300261,0.54525811,1.94400811,0.01084100,0.09770818,0.67771802,1.18222478,0.01287677,0.28982196
-5.14157079,3.65604927,0.56698710,1.95354647,0.01185685,0.09852306,0.69372467,1.17847301,0.01391415,0.29764149
-5.13556778,3.68625887,0.58980641,1.96611464,0.01290296,0.09922173,0.71032199,1.17810139,0.01499888,0.30609789
-5.12956478,3.72350844,0.61353734,1.98170037,0.01396853,0.09980251,0.72732989,1.18113922,0.01612358,0.31512722
-5.12356178,3.76755811,0.63798198,2.00025287,0.01504140,0.10026610,0.74455932,1.18755165,0.01727967,0.32465260
-5.11755878,3.81804933,0.66292418,2.02168103,0.01610819,0.10061513,0.76181501,1.19723901,0.01845736,0.33458501
-5.11155578,3.87450273,0.68813062,2.04585043,0.01715461,0.10085358,0.77889808,1.21003686,0.01964576,0.34482437
-5.10555278,3.93631635,0.71335242,2.07257943,0.01816568,0.10098609,0.79560843,1.22571696,0.02083295,0.35526067
-5.09954977,4.00276502,0.73832714,2.10163498,0.01912616,0.10101732,0.81174721,1.24398946,0.02200616,0.36577534
-5.09354677,4.07300187,0.76278144,2.13272874,0.02002086,0.10095126,0.82711904,1.26450628,0.02315193,0.37624281
-5.08754377,4.14606280,0.78643440,2.16551423,0.02083512,0.10079069,0.84153442,1.28686610,0.02425641,0.38653223
-5.08154077,4.22087457,0.80900141,2.19958544,0.02155514,0.10053676,0.85481204,1.31062083,0.02530559,0.39650945
-5.07553777,4.29626689,0.83019866,2.23447762,0.02216848,0.10018872,0.86678108,1.33528367,0.02628561,0.40603906
-5.06953477,4.37098891,0.84974814,2.26967038,0.02266436,0.09974380,0.87728350,1.36033859,0.02718311,0.41498667
-5.06353177,4.44372972,0.86738292,2.30459351,0.02303405,0.09919732,0.88617627,1.38525107,0.02798556,0.42322125
-5.05752876,4.51314268,0.88285260,2.33863536,0.02327114,0.09854294,0.89333341,1.40947976,0.02868154,0.43061747
-5.05152576,4.57787278,0.89592870,2.37115385,0.02337173,0.09777308,0.89864779,1.43248872,0.02926110,0.43705809
-5.04552276,4.63658621,0.90640980,2.40148957,0.02333460,0.09687944,0.90203272,1.45375978,0.02971600,0.44243624
-5.03951976,4.68800108,0.91412618,2.42898076,0.02316121,0.09585361,0.90342311,1.47280456,0.03003997,0.44665759
-5.03351676,4.73091819,0.91894386,2.45297954,0.02285568,0.09468767,0.90277635,1.48917572,0.03022886,0.44964230
-5.02751376,4.76425065,0.92076780,2.47286885,0.02242465,0.09337487,0.90007272,1.50247699,0.03028080,0.45132676
-5.02151076,4.78705152,0.91954420,2.48807950,0.02187705,0.09191014,0.89531544,1.51237167,0.03019621,0.45166505
-5.01550775,4.79853834,0.91526177,2.49810675,0.02122385,0.09029059,0.88853038,1.51858929,0.02997782,0.45063006
-5.00950475,4.79811390,0.90795203,2.50252582,0.02047765,0.08851587,0.87976548,1.52093026,0.02963063,0.44821434
-5.00350175,4.78538284,0.89768857,2.50100596,0.01965233,0.08658839,0.86908992,1.51926857,0.02916171,0.44443056
-4.99749875,4.76016350,0.88458538,2.49332254,0.01876262,0.08451340,0.85659314,1.51355241,0.02858010,0.43931166
-4.99149575,4.72249516,0.86879435,2.47936685,0.01782366,0.08229894,0.84238383,1.50380300,0.02789650,0.43291063
-4.98549275,4.67264041,0.85050199,2.45915342,0.01685057,0.07995569,0.82658882,1.49011185,0.02712307,0.42530002
-4.97948974,4.61108314,0.82992561,2.43282451,0.01585808,0.07749664,0.80935204,1.47263667,0.02627312,0.41657105
-4.97348674,4.53852206,0.80730896,2.40065177,0.01486014,0.07493679,0.79083356,1.45159625,0.02536077,0.40683248
-4.96748374,4.45586033,0.78291766,2.36303487,0.01386962,0.07229269,0.77120855,1.42726470,0.02440070,0.39620914
-4.96148074,4.36419139,0.75703437,2.32049713,0.01289809,0.06958201,0.75066637,1.39996528,0.02340783,0.38484021
-4.95547774,4.26478144,0.72995388,2.27367813,0.01195558,0.06682314,0.72940945,1.37006403,0.02239698,0.37287712
-4.94947474,4.15904883,0.70197831,2.22332331,0.01105053,0.06403474,0.70765208,1.33796348,0.02138267,0.36048135
-4.94347174,4.04854055,0.67341241,2.17027074,0.01018972,0.06123537,0.68561899,1.30409653,0.02037883,0.34782178
-4.93746873,3.93490618,0.64455898,2.11543520,0.00937827,0.05844316,0.66354342,1.26892047,0.01939860,0.33507197
-4.93146573,3.81986944,0.61571464,2.05978979,0.00861976,0.05567558,0.64166490,1.23291127,0.01845412,0.32240715
-4.92546273,3.70519787,0.58716583,2.00434548,0.00791632,0.05294916,0.62022641,1.19655793,0.01755643,0.31000105
-4.91945973,3.59267078,0.55918512,1.95012895,0.00726880,0.05027941,0.59947104,1.16035691,0.01671527,0.29802267
-4.91345673,3.48404617,0.53202792,1.89815940,0.00667697,0.04768063,0.57963806,1.12480649,0.01593909,0.28663295
-4.90745373,3.38102718,0.50592951,1.84942477,0.00613972,0.04516592,0.56095854,1.09040087,0.01523491,0.27598150
-4.90145073,3.28522871,0.48110253,1.80485840,0.00565524,0.04274708,0.54365055,1.05762408,0.01460835,0.26620352
-4.89544772,3.19814531,0.45773487,1.76531660,0.00522129,0.04043461,0.52791413,1.02694348,0.01406359,0.25741685
-4.88944472,3.12112110,0.43598806,1.73155825,0.00483531,0.03823774,0.51392621,0.99880304,0.01360346,0.24971947
-4.88344172,3.05532287,0.41599615,1.70422717,0.00449467,0.03616440,0.50183578,0.97361629,0.01322943,0.24318738
-4.87743872,3.00171740,0.39786516,1.68383799,0.00419675,0.03422126,0.49175946,0.95175919,0.01294179,0.23787311
-4.87143572,2.96105402,0.38167309,1.67076635,0.00393909,0.03241381,0.48377783,0.93356305,0.01273967,0.23380486
-4.86543272,2.93385316,0.36747046,1.66524393,0.00371948,0.03074633,0.47793271,0.91930779,0.01262125,0.23098631
-4.85942971,2.92040171,0.35528156,1.66735859,0.00353601,0.02922203,0.47422570,0.90921568,0.01258389,0.22939732
-4.85342671,2.92075550,0.34510614,1.67705985,0.00338711,0.02784312,0.47261807,0.90344604,0.01262434,0.22899532
-4.84742371,2.93474896,0.33692166,1.69416948,0.00327158,0.02661087,0.47303217,0.90209096,0.01273888,0.22971750
-4.84142071,2.96201175,0.33068605,1.71839677,0.00318855,0.02552581,0.47535437,0.90517248,0.01292361,0.23148366
-4.83541771,3.00199159,0.32634073,1.74935776,0.00313748,0.02458786,0.47943956,0.91264129,0.01317457,0.23419972
-4.82941471,3.05398232,0.32381393,1.78659751,0.00311814,0.02379645,0.48511690,0.92437716,0.01348801,0.23776160
-4.82341171,3.11715582,0.32302412,1.82961402,0.00313053,0.02315075,0.49219680,0.94019125,0.01386053,0.24205943
-4.81740870,3.19059604,0.32388331,1.87788273,0.00317491,0.02264984,0.50047867,0.95983006,0.01428927,0.24698179
-4.81140570,3.27333348,0.32630019,1.93087989,0.00325166,0.02229279,0.50975911,0.98298121,0.01477198,0.25241987
-4.80540270,3.36437807,0.33018289,1.98810354,0.00336136,0.02207886,0.51984015,1.00928064,0.01530715,0.25827123
-4.79939970,3.46274867,0.33544119,2.04909067,0.00350465,0.02200752,0.53053705,1.03832115,0.01589401,0.26444300
-4.79339670,3.56749748,0.34198811,2.11342953,0.00368223,0.02207849,0.54168522,1.06966181,0.01653246,0.27085440
-4.78739370,3.67772805,0.34974070,2.18076608,0.00389488,0.02229167,0.55314594,1.10283811,0.01722301,0.27743838
-4.78139070,3.79260573,0.35862013,2.25080418,0.00414334,0.02264701,0.56481041,1.13737222,0.01796657,0.28414220
-4.77538769,3.91136027,0.36855088,2.32329936,0.00442833,0.02314431,0.57660200,1.17278320,0.01876428,0.29092720
-4.76938469,4.03328041,0.37945923,2.39804652,0.00475053,0.02378293,0.58847646,1.20859675,0.01961717,0.29776737
-4.76338169,4.15770116,0.39127107,2.47486223,0.00511047,0.02456147,0.60042010,1.24435409,0.02052590,0.30464724
-4.75737869,4.28398485,0.40390919,2.55356285,0.00550857,0.02547735,0.61244606,1.27961989,0.02149041,0.31155886
-4.75137569,4.41149760,0.41729021,2.63393993,0.00594501,0.02652647,0.62458883,1.31398888,0.02250959,0.31849837
-4.74537269,4.53958305,0.43132141,2.71573464,0.00641971,0.02770274,0.63689745,1.34709109,0.02358092,0.32546212
-4.73936968,4.66753581,0.44589771,2.79861312,0.00693224,0.02899779,0.64942764,1.37859575,0.02470028,0.33244285
-4.73336668,4.79457683,0.46089894,2.88214460,0.00748174,0.03040065,0.66223358,1.40821365,0.02586165,0.33942601
-4.72736368,4.91983299,0.47618782,2.96578433,0.00806684,0.03189757,0.67535966,1.43569835,0.02705700,0.34638656
-4.72136068,5.04232316,0.49160870,3.04886273,0.00868557,0.03347199,0.68883285,1.46084603,0.02827629,0.35328651
-4.71535768,5.16095233,0.50698739,3.13058212,0.00933527,0.03510457,0.70265613,1.48349445,0.02950747,0.36007327
-4.70935468,5.27451510,0.52213208,3.21002196,0.01001255,0.03677352,0.71680345,1.50352106,0.03073671,0.36667912
-4.70335168,5.38170923,0.53683553,3.28615281,0.01071318,0.03845496,0.73121651,1.52084047,0.03194870,0.37302170
-4.69734867,5.48115923,0.55087853,3.35785903,0.01143209,0.04012354,0.74580359,1.53540158,0.03312702,0.37900565
-4.69134567,5.57144935,0.56403444,3.42396927,0.01216334,0.04175316,0.76044058,1.54718445,0.03425471,0.38452525
-4.68534267,5.65116455,0.57607480,3.48329366,0.01290014,0.04331780,0.77497410,1.55619718,0.03531477,0.38946797
-4.67933967,5.71893771,0.58677578,3.53466592,0.01363488,0.04479249,0.78922652,1.56247284,0.03629086,0.39371871
-4.67333667,5.77350057,0.59592510,3.57698839,0.01435925,0.04615425,0.80300264,1.56606665,0.03716790,0.39716452
-4.66733367,5.81373573,0.60332920,3.60927751,0.01506436,0.04738307,0.81609758,1.56705336,0.03793277,0.39969951
-4.66133067,5.83872675,0.60882030,3.63070746,0.01574090,0.04846282,0.82830549,1.56552495,0.03857486,0.40122967
-4.65532766,5.84780359,0.61226292,3.64064947,0.01637930,0.04938202,0.83942833,1.56158867,0.03908662,0.40167734
-4.64932466,5.84058047,0.61355954,3.63870457,0.01697004,0.05013448,0.84928454,1.55536521,0.03946400,0.40098507
-4.64332166,5.81698388,0.61265517,3.62472781,0.01750382,0.05071972,0.85771677,1.54698724,0.03970666,0.39911861
