energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.71185593,2.18760132,0.74180845,0.73845595,0.03632892,0.10355504,0.02006468,1.30731897,0.26235886,0.21950901
-5.70585293,2.25904997,0.79449051,0.76521995,0.03721568,0.10976537,0.02101124,1.34617696,0.27920023,0.22040558
-5.69984992,2.33414137,0.85018994,0.79416916,0.03799407,0.11640018,0.02200260,1.38661688,0.29632806,0.22094551
-5.69384692,2.41176991,0.90836080,0.82489050,0.03865401,0.12338295,0.02302294,1.42800754,0.31357001,0.22103657
-5.68784392,2.49073892,0.96838231,0.85692026,0.03918646,0.13062824,0.02405597,1.46967928,0.33074026,0.22059745
-5.68184092,2.56978757,1.02956517,0.88975411,0.03958377,0.13804279,0.02508524,1.51094084,0.34764159,0.21956174
-5.67583792,2.64762039,1.09116120,0.92285844,0.03983976,0.14552702,0.02609434,1.55109725,0.36406819,0.21788122
-5.66983492,2.72293899,1.15237635,0.95568278,0.03995000,0.15297681,0.02706719,1.58946843,0.37980896,0.21552838
-5.66383192,2.79447564,1.21238716,0.98767330,0.03991186,0.16028588,0.02798834,1.62540812,0.39465154,0.21249814
-5.65782891,2.86102825,1.27036058,1.01828709,0.03972465,0.16734839,0.02884325,1.65832309,0.40838687,0.20880867
-5.65182591,2.92149618,1.32547683,1.04700715,0.03938961,0.17406201,0.02961869,1.68769203,0.42081437,0.20450123
-5.64582291,2.97491627,1.37695473,1.07335777,0.03890997,0.18033124,0.03030305,1.71308402,0.43174753,0.19963937
-5.63981991,3.02049825,1.42407884,1.09691997,0.03829087,0.18607097,0.03088669,1.73417613,0.44101984,0.19430713
-5.63381691,3.05765855,1.46622738,1.11734653,0.03753931,0.19121013,0.03136234,1.75076951,0.44849092,0.18860682
-5.62781391,3.08605131,1.50289987,1.13437627,0.03666409,0.19569528,0.03172544,1.76280358,0.45405248,0.18265608
-5.62181091,3.10559523,1.53374324,1.14784679,0.03567566,0.19949401,0.03197441,1.77036768,0.45763401,0.17658469
-5.61580790,3.11649495,1.55857496,1.15770530,0.03458601,0.20259798,0.03211092,1.77370931,0.45920784,0.17053099
-5.60980490,3.11925528,1.57740212,1.16401674,0.03340855,0.20502534,0.03214011,1.77323848,0.45879331,0.16463820
-5.60380190,3.11468716,1.59043491,1.16696864,0.03215795,0.20682248,0.03207064,1.76952736,0.45645981,0.15905070
-5.59779890,3.10390381,1.59809354,1.16687228,0.03084998,0.20806486,0.03191472,1.76330468,0.45232833,0.15391034
-5.59179590,3.08830643,1.60100775,1.16415966,0.02950136,0.20885680,0.03168794,1.75544450,0.44657152,0.14935283
-5.58579290,3.06955860,1.60000813,1.15937598,0.02812952,0.20933021,0.03140907,1.74694900,0.43941191,0.14550438
-5.57978989,3.04954943,1.59610919,1.15316773,0.02675249,0.20964200,0.03109960,1.73892547,0.43111835,0.14247851
-5.57378689,3.03034592,1.59048415,1.14626634,0.02538856,0.20997049,0.03078324,1.73255768,0.42200067,0.14037318
-5.56778389,3.01413543,1.58443213,1.13946790,0.02405616,0.21051048,0.03048529,1.72907227,0.41240251,0.13926818
-5.56178089,3.00315996,1.57933839,1.13360960,0.02277349,0.21146740,0.03023187,1.72970128,0.40269277,0.13922287
-5.55577789,2.99964442,1.57662927,1.12954349,0.02155831,0.21305059,0.03004905,1.73564175,0.39325564,0.14027440
-5.54977489,3.00572133,1.57772315,1.12810883,0.02042761,0.21546579,0.02996195,1.74801421,0.38447972,0.14243622
-5.54377189,3.02335524,1.58397937,1.13010402,0.01939731,0.21890732,0.02999386,1.76782153,0.37674656,0.14569717
-5.53776888,3.05426990,1.59664737,1.13625935,0.01848195,0.22355014,0.03016524,1.79591007,0.37041903,0.15002109
-5.53176588,3.09988154,1.61681793,1.14721185,0.01769439,0.22954202,0.03049292,1.83293492,0.36582993,0.15534695
-5.52576288,3.16124156,1.64537888,1.16348342,0.01704552,0.23699632,0.03098926,1.87933100,0.36327137,0.16158964
-5.51975988,3.23899165,1.68297723,1.18546338,0.01654403,0.24598563,0.03166154,1.93529178,0.36298527,0.16864143
-5.51375688,3.33333369,1.72998975,1.21339621,0.01619615,0.25653656,0.03251144,2.00075667,0.36515541,0.17637403
-5.50775388,3.44401659,1.78650331,1.24737541,0.01600555,0.26862605,0.03353474,2.07540841,0.36990138,0.18464130
-5.50175088,3.57034121,1.85230653,1.28734364,0.01597320,0.28217940,0.03472124,2.15868082,0.37727464,0.19328265
-5.49574787,3.71118383,1.92689314,1.33309936,0.01609739,0.29707019,0.03605486,2.24977702,0.38725700,0.20212690
-5.48974487,3.86503769,2.00947765,1.38430977,0.01637372,0.31312222,0.03751403,2.34769783,0.39976149,0.21099662
-5.48374187,4.03007126,2.09902275,1.44052937,0.01679532,0.33011357,0.03907225,2.45127926,0.41463574,0.21971287
-5.47773887,4.20420100,2.19427788,1.50122339,0.01735300,0.34778253,0.04069891,2.55923776,0.43166770,0.22810002
-5.47173587,4.38517567,2.29382735,1.56579483,0.01803558,0.36583555,0.04236022,2.67022136,0.45059347,0.23599075
-5.46573287,4.57066834,2.39614632,1.63361388,0.01883025,0.38395661,0.04402036,2.78286435,0.47110708,0.24323080
-5.45972986,4.75837200,2.49966220,1.70404802,0.01972300,0.40181801,0.04564271,2.89584316,0.49287166,0.24968344
-5.45372686,4.94609410,2.60281890,1.77649121,0.02069911,0.41909190,0.04719109,3.00793050,0.51553164,0.25523354
-5.44772386,5.13184539,2.70414092,1.85039066,0.02174358,0.43546232,0.04863102,3.11804529,0.53872541,0.25979085
-5.44172086,5.31391838,2.80229421,1.92526948,0.02284171,0.45063703,0.04993101,3.22529561,0.56209795,0.26329269
-5.43571786,5.49095137,2.89614101,2.00074386,0.02397953,0.46435875,0.05106360,3.32901232,0.58531272,0.26570560
-5.42971486,5.66197429,2.98478561,2.07653379,0.02514423,0.47641522,0.05200633,3.42877145,0.60806245,0.26702612
-5.42371186,5.82643360,3.06760871,2.15246639,0.02632455,0.48664766,0.05274251,3.52440373,0.63007812,0.26728060
-5.41770885,5.98419460,3.14428836,2.22847155,0.02751105,0.49495709,0.05326173,3.61599060,0.65113591,0.26652391
-5.41170585,6.13552027,3.21480614,2.30456997,0.02869628,0.50130832,0.05356010,3.70384621,0.67106160,0.26483736
-5.40570285,6.28102746,3.27943788,2.38085394,0.02987484,0.50573130,0.05364025,3.78848630,0.68973234,0.26232558
-5.39969985,6.42162227,3.33872916,2.45746203,0.03104330,0.50831966,0.05351109,3.87058484,0.70707567,0.25911280
-5.39369685,6.55841741,3.39345640,2.53454890,0.03219999,0.50922668,0.05318722,3.95092071,0.72306596,0.25533836
-5.38769385,6.69263605,3.44457541,2.61225194,0.03334475,0.50865857,0.05268825,4.03031669,0.73771828,0.25115191
-5.38169085,6.82550680,3.49315968,2.69065681,0.03447841,0.50686553,0.05203781,4.10957401,0.75108041,0.24670819
-5.37568784,6.95815567,3.54033163,2.76976381,0.03560239,0.50413096,0.05126253,4.18940578,0.76322309,0.24216188
-5.36968484,7.09150081,3.58719023,2.84945749,0.03671810,0.50075926,0.05039082,4.27037281,0.77422948,0.23766242
-5.36368184,7.22615614,3.63473867,2.92948126,0.03782639,0.49706275,0.04945174,4.35282547,0.78418412,0.23334918
-5.35767884,7.36234926,3.68381617,3.00941911,0.03892698,0.49334850,0.04847381,4.43685488,0.79316229,0.22934710
-5.35167584,7.49985883,3.73503731,3.08868570,0.04001799,0.48990540,0.04748392,4.52225630,0.80122038,0.22576290
-5.34567284,7.63797517,3.78874247,3.16652607,0.04109552,0.48699225,0.04650635,4.60850720,0.80838776,0.22268209
-5.33966983,7.77548704,3.84496195,3.24202529,0.04215333,0.48482741,0.04556202,4.69476142,0.81466077,0.22016677
-5.33366683,7.91069587,3.90339605,3.31412824,0.04318273,0.48358028,0.04466781,4.77986048,0.81999917,0.21825433
-5.32766383,8.04145741,3.96341221,3.38166870,0.04417257,0.48336521,0.04383623,4.86236168,0.82432530,0.21695714
-5.32166083,8.16524923,4.02405964,3.44340675,0.04510940,0.48423786,0.04307518,4.94058225,0.82752597,0.21626312
-5.31565783,8.27926107,4.08410086,3.49807267,0.04597784,0.48619425,0.04238800,5.01265751,0.82945718,0.21613720
-5.30965483,8.38050387,4.14205869,3.54441541,0.04676105,0.48917247,0.04177370,5.07661066,0.82995118,0.21652358
-5.30365183,8.46593229,4.19627653,3.58125321,0.04744137,0.49305686,0.04122733,5.13043087,0.82882571,0.21734873
-5.29764882,8.53257476,4.24498889,3.60752384,0.04800104,0.49768449,0.04074059,5.17215614,0.82589489,0.21852491
-5.29164582,8.57766499,4.28639883,3.62233209,0.04842297,0.50285349,0.04030242,5.19995707,0.82098117,0.21995412
-5.28564282,8.59876841,4.31875872,3.62499190,0.04869161,0.50833299,0.03989980,5.21221757,0.81392767,0.22153229
-5.27963982,8.59389787,4.34045026,3.61506134,0.04879374,0.51387396,0.03951851,5.20760901,0.80461045,0.22315357
-5.27363682,8.56161325,4.35006027,3.59236847,0.04871921,0.51922076,0.03914390,5.18515436,0.79294999,0.22471445
-5.26763382,8.50110064,4.34644877,3.55702700,0.04846165,0.52412258,0.03876172,5.14427949,0.77892136,0.22611770
-5.26163082,8.41222779,4.32880636,3.50944106,0.04801900,0.52834460,0.03835880,5.08484983,0.76256264,0.22727585
-5.25562781,8.29557411,4.29669872,3.45029892,0.04739390,0.53167820,0.03792371,5.00719072,0.74398124,0.22811419
-5.24962481,8.15243426,4.25009646,3.38055613,0.04659400,0.53394997,0.03744732,4.91209115,0.72335789,0.22857306
-5.24362181,7.98479613,4.18938941,3.30140909,0.04563196,0.53502921,0.03692328,4.80079108,0.70094809,0.22860963
-5.23761881,7.79529491,4.11538543,3.21426037,0.04452539,0.53483362,0.03634840,4.67495335,0.67708115,0.22819877
-5.23161581,7.58714596,4.02929402,3.12067751,0.04329659,0.53333309,0.03572285,4.53662178,0.65215680,0.22733340
-5.22561281,7.36406004,3.93269623,3.02234746,0.04197212,0.53055151,0.03505033,4.38816764,0.62663963,0.22602405
-5.21960980,7.13014484,3.82750230,2.92102843,0.04058223,0.52656654,0.03433813,4.23222695,0.60105144,0.22429790
-5.21360680,6.88979722,3.71589939,2.81850152,0.03916020,0.52150758,0.03359702,4.07163136,0.57596206,0.22219726
-5.20760380,6.64759027,3.60029158,2.71652387,0.03774158,0.51555185,0.03284110,3.90933526,0.55197867,0.21977764
-5.20160080,6.40815934,3.48323471,2.61678506,0.03636331,0.50891889,0.03208754,3.74834185,0.52973407,0.21710549
-5.19559780,6.17609060,3.36736836,2.52086824,0.03506287,0.50186377,0.03135623,3.59163050,0.50987410,0.21425578
-5.18959480,5.95581524,3.25534729,2.43021695,0.03387733,0.49466901,0.03066931,3.44208743,0.49304456,0.21130942
-5.18359180,5.75151161,3.14977430,2.34610823,0.03284243,0.48763572,0.03005073,3.30244150,0.47987774,0.20835065
-5.17758879,5.56701713,3.05313626,2.26963246,0.03199169,0.48107406,0.02952557,3.17520630,0.47097879,0.20546455
-5.17158579,5.40575105,2.96774456,2.20167963,0.03135546,0.47529340,0.02911944,3.06262928,0.46691209,0.20273457
-5.16558279,5.27064852,2.89568114,2.14293186,0.03096017,0.47059234,0.02885779,2.96664857,0.46818771,0.20024031
-5.15957979,5.16410624,2.83875069,2.09386141,0.03082745,0.46724893,0.02876511,2.88885752,0.47524818,0.19805541
-5.15357679,5.08793927,2.79843950,2.05473348,0.03097351,0.46551133,0.02886423,2.83047684,0.48845563,0.19624565
-5.14757379,5.04334893,2.77588134,2.02561304,0.03140849,0.46558918,0.02917547,2.79233427,0.50807948,0.19486731
-5.14157079,5.03090118,2.77183038,2.00637470,0.03213600,0.46764587,0.02971594,2.77485128,0.53428504,0.19396562
-5.13556778,5.05051551,2.78664145,1.99671510,0.03315273,0.47179199,0.03049881,2.77803673,0.56712314,0.19357360
-5.12956478,5.10146409,2.82025764,1.99616707,0.03444825,0.47808021,0.03153264,2.80148716,0.60652119,0.19371092
-5.12356178,5.18238150,2.87220558,2.00411520,0.03600500,0.48650175,0.03282086,2.84439373,0.65227608,0.19438317
-5.11755878,5.29128545,2.94159859,2.01981253,0.03779839,0.49698460,0.03436130,2.90555581,0.70404940,0.19558132
-5.11155578,5.42560893,3.02714813,2.04239832,0.03979719,0.50939375,0.03614596,2.98340140,0.76136524,0.19728145
-5.10555278,5.58224454,3.12718388,2.07091686,0.04196401,0.52353329,0.03816084,3.07601454,0.82361126,0.19944492
-5.09954977,5.75760148,3.23968275,2.10433759,0.04425611,0.53915073,0.04038606,3.18117000,0.89004326,0.20201880
-5.09354677,5.94767533,3.36230719,2.14157647,0.04662627,0.55594323,0.04279610,3.29637527,0.95979358,0.20493678
-5.08754377,6.14813068,3.49245257,2.18151890,0.04902393,0.57356578,0.04536029,3.41891982,1.03188357,0.20812049
-5.08154077,6.35439566,3.62730360,2.22304400,0.05139644,0.59164105,0.04804342,3.54593121,1.10524026,0.21148129
-5.07553777,6.56176718,3.76389891,2.26505024,0.05369042,0.60977069,0.05080662,3.67443746,1.17871683,0.21492243
-5.06953477,6.76552465,3.89920277,2.30648187,0.05585324,0.62754776,0.05360827,3.80143455,1.25111685,0.21834170
-5.06353177,6.96104929,4.03018247,2.34635564,0.05783442,0.64456966,0.05640515,3.92395756,1.32122161,0.22163432
-5.05752876,7.14394554,4.15388918,2.38378704,0.05958708,0.66045138,0.05915355,4.03915363,1.38781970,0.22469613
-5.05152576,7.31016045,4.26753995,2.41801489,0.06106933,0.67483821,0.06181047,4.14435449,1.44973818,0.22742691
-5.04552276,7.45609655,4.36859810,2.44842335,0.06224538,0.68741777,0.06433479,4.23714623,1.50587405,0.22973370
-5.03951976,7.57871361,4.45484913,2.47455996,0.06308666,0.69793047,0.06668833,4.31543361,1.55522488,0.23153398
-5.03351676,7.67561493,4.52446890,2.49614878,0.06357251,0.70617822,0.06883684,4.37749655,1.59691758,0.23275859
-5.02751376,7.74511406,4.57608164,2.51309738,0.06369077,0.71203092,0.07075083,4.42203629,1.63023387,0.23335420
-5.02151076,7.78627870,4.60880474,2.52549713,0.06343799,0.71543043,0.07240619,4.44820927,1.65463158,0.23328532
-5.01550775,7.79894953,4.62227867,2.53361604,0.06281941,0.71639187,0.07378459,4.45564727,1.66976065,0.23253555
-5.00950475,7.78373268,4.61668021,2.53788432,0.06184859,0.71500227,0.07487373,4.44446260,1.67547325,0.23110831
-5.00350175,7.74196606,4.59271839,2.53887275,0.06054689,0.71141663,0.07566725,4.41523829,1.67182742,0.22902667
-4.99749875,7.67566088,4.55161320,2.53726475,0.05894260,0.70585160,0.07616460,4.36900355,1.65908415,0.22633257
-4.99149575,7.58742113,4.49505769,2.53382325,0.05706998,0.69857723,0.07637054,4.30719559,1.63769787,0.22308537
-4.98549275,7.48034467,4.42516537,2.52935386,0.05496806,0.68990712,0.07629465,4.23160958,1.60830087,0.21935975
-4.97948974,7.35791081,4.34440492,2.52466628,0.05267947,0.68018761,0.07595059,4.14433898,1.57168235,0.21524319
-4.97348674,7.22385949,4.25552521,2.52053570,0.05024917,0.66978637,0.07535542,4.04770892,1.52876283,0.21083311
-4.96748374,7.08206787,4.16147371,2.51766647,0.04772315,0.65908119,0.07452878,3.94420549,1.48056528,0.20623383
-4.96148074,6.93642965,4.06531184,2.51665988,0.04514734,0.64844928,0.07349211,3.83640400,1.42818403,0.20155341
-4.95547774,6.79074251,3.97013042,2.51798774,0.04256648,0.63825759,0.07226798,3.72689889,1.37275277,0.19690072
-4.94947474,6.64860796,3.87896855,2.52197340,0.04002318,0.62885456,0.07087933,3.61823802,1.31541290,0.19238263
-4.94347174,6.51334721,3.79473848,2.52878098,0.03755722,0.62056350,0.06934901,3.51286336,1.25728353,0.18810160
-4.93746873,6.38793540,3.72015888,2.53841351,0.03520487,0.61367768,0.06769925,3.41305977,1.19943391,0.18415364
-4.93146573,6.27495544,3.65769801,2.55071989,0.03299852,0.60845727,0.06595135,3.32091285,1.14285946,0.18062680
-4.92546273,6.17657124,3.60952762,2.56541009,0.03096637,0.60512783,0.06412537,3.23827642,1.08846173,0.17760002
-4.91945973,6.09451931,3.57748806,2.58207766,0.02913234,0.60388031,0.06224006,3.16674932,1.03703301,0.17514256
-4.91345673,6.03011634,3.56306395,2.60022794,0.02751610,0.60487211,0.06031270,3.10766108,0.98924538,0.17331375
-4.90745373,5.98428001,3.56736989,2.61931028,0.02613312,0.60822895,0.05835913,3.06206544,0.94564452,0.17216314
-4.90145073,5.95755935,3.59114471,2.63875218,0.02499493,0.61404717,0.05639377,3.03074026,0.90664770,0.17173090
-4.89544772,5.95017119,3.63475295,2.65799333,0.02410930,0.62239599,0.05442965,3.01419266,0.87254577,0.17204842
-4.88944472,5.96203908,3.69819212,2.67651751,0.02348054,0.63331961,0.05247853,3.01266780,0.84350843,0.17313896
-4.88344172,5.99283144,3.78110425,2.69388048,0.02310975,0.64683866,0.05055092,3.02616013,0.81959228,0.17501840
-4.87743872,6.04199639,3.88279062,2.70973245,0.02299506,0.66295099,0.04865613,3.05442603,0.80075092,0.17769578
-4.87143572,6.10879146,4.00222888,2.72383393,0.02313192,0.68163165,0.04680240,3.09699710,0.78684649,0.18117390
-4.86543272,6.19230700,4.13809202,2.73606437,0.02351323,0.70283216,0.04499687,3.15319376,0.77766205,0.18544961
-4.85942971,6.29148329,4.28876917,2.74642341,0.02412958,0.72647899,0.04324566,3.22213903,0.77291424,0.19051394
-4.85342671,6.40512194,4.45238851,2.75502510,0.02496938,0.75247179,0.04155391,3.30277286,0.77226577,0.19635214
-4.84742371,6.53189292,4.62684288,2.76208585,0.02601898,0.78068125,0.03992584,3.39386736,0.77533736,0.20294344
-4.84142071,6.67033896,4.80981868,2.76790721,0.02726283,0.81094725,0.03836480,3.49404363,0.78171901,0.21026067
-4.83541771,6.81887950,4.99882903,2.77285493,0.02868355,0.84307743,0.03687336,3.60179094,0.79098017,0.21826988
-4.82941471,6.97581635,5.19125163,2.77733578,0.03026214,0.87684649,0.03545339,3.71548875,0.80267900,0.22692978
-4.82341171,7.13934290,5.38437176,2.78177379,0.03197806,0.91199670,0.03410620,3.83343199,0.81637050,0.23619128
-4.81740870,7.30755857,5.57543052,2.78658733,0.03380946,0.94823952,0.03283260,3.95385986,0.83161371,0.24599707
-4.81140570,7.47848935,5.76167772,2.79216840,0.03573337,0.98525873,0.03163310,4.07498791,0.84797781,0.25628126
-4.80540270,7.65011491,5.94042859,2.79886510,0.03772591,1.02271496,0.03050796,4.19504278,0.86504753,0.26696925
-4.79939970,7.82040169,6.10912269,2.80696809,0.03976259,1.06025150,0.02945730,4.31229889,0.88242762,0.27797780
-4.79339670,7.98734096,6.26538329,2.81670122,0.04181857,1.09750132,0.02848120,4.42511561,0.89974664,0.28921527
-4.78739370,8.14898999,6.40707469,2.82821645,0.04386896,1.13409492,0.02757973,4.53197354,0.91666021,0.30058217
-4.78139070,8.30351416,6.53235509,2.84159271,0.04588910,1.16966867,0.02675295,4.63150822,0.93285349,0.31197191
-4.77538769,8.44922728,6.63972231,2.85683796,0.04785490,1.20387321,0.02600091,4.72253956,0.94804317,0.32327188
-4.76938469,8.58462775,6.72804995,2.87389388,0.04974308,1.23638152,0.02532353,4.80409526,0.96197889,0.33436468
-4.76338169,8.70842770,6.79661167,2.89264206,0.05153145,1.26689615,0.02472053,4.87542697,0.97444405,0.34512964
-4.75737869,8.81957332,6.84509197,2.91291090,0.05319914,1.29515527,0.02419130,4.93601806,0.98525605,0.35544445
-4.75137569,8.91725463,6.87358241,2.93448248,0.05472676,1.32093715,0.02373475,4.98558231,0.99426596,0.36518701
-4.74537269,9.00090386,6.88256282,2.95709853,0.05609664,1.34406299,0.02334915,5.02405346,1.00135758,0.37423739
-4.73936968,9.07018261,6.87286818,2.98046528,0.05729289,1.36439771,0.02303202,5.05156615,1.00644602,0.38247979
-4.73336668,9.12495846,6.84564232,3.00425690,0.05830153,1.38184906,0.02278000,5.06842900,1.00947578,0.38980464
-4.72736368,9.16527278,6.80228068,3.02811762,0.05911056,1.39636492,0.02258879,5.07509163,1.01041838,0.39611068
-4.72136068,9.19130224,6.74436476,3.05166287,0.05971003,1.40792921,0.02245313,5.07210727,1.00926980,0.40130691
-4.71535768,9.20331673,6.67359177,3.07447998,0.06009207,1.41655671,0.02236687,5.06009327,1.00604772,0.40531465
-4.70935468,9.20163718,6.59170286,3.09612912,0.06025098,1.42228730,0.02232302,5.03969198,1.00078874,0.40806931
-4.70335168,9.18659650,6.50041392,3.11614522,0.06018322,1.42518005,0.02231400,5.01153425,0.99354582,0.40952213
-4.69734867,9.15850680,6.40135237,3.13404149,0.05988751,1.42530772,0.02233182,4.97620774,0.98438597,0.40964172
-4.69134567,9.11763568,6.29600328,3.14931535,0.05936486,1.42275205,0.02236842,4.93423217,0.97338842,0.40841535
-4.68534267,9.06419353,6.18566751,3.16145691,0.05861864,1.41760031,0.02241597,4.88604271,0.96064332,0.40585000
-4.67933967,8.99833325,6.07143385,3.16996050,0.05765464,1.40994334,0.02246726,4.83198254,0.94625106,0.40197304
-4.67333667,8.92016237,5.95416625,3.17433888,0.05648109,1.39987517,0.02251608,4.77230496,0.93032215,0.39683262
-4.66733367,8.82976720,5.83450634,3.17413982,0.05510868,1.38749438,0.02255754,4.70718444,0.91297776,0.39049754
-4.66133067,8.72724691,5.71289044,3.16896444,0.05355058,1.37290679,0.02258845,4.63673600,0.89435061,0.38305677
-4.65532766,8.61275532,5.58957956,3.15848619,0.05182230,1.35622939,0.02260758,4.56104102,0.87458623,0.37461834
-4.64932466,8.48654686,5.46469990,3.14246949,0.04994164,1.33759500,0.02261585,4.48017778,0.85384429,0.36530774
-4.64332166,8.34902324,5.33829086,3.12078667,0.04792842,1.31715711,0.02261650,4.39425430,0.83229981,0.35526581
