energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
0.26713357,1.17024821,0.36162722,0.01736244,0.04046643,0.10415284,0.64868684,0.75722225,0.01238345,0.16562158
0.27313657,1.14014241,0.34610216,0.01692305,0.03828968,0.10182852,0.63024425,0.75226387,0.01150574,0.15998315
0.27913957,1.11117591,0.33008001,0.01646264,0.03601441,0.09929185,0.61270431,0.74878826,0.01073636,0.15407112
0.28514257,1.08339014,0.31376065,0.01598256,0.03367103,0.09655088,0.59615589,0.74655389,0.01007472,0.14795050
0.29114557,1.05681754,0.29734637,0.01548526,0.03128989,0.09362419,0.58067237,0.74530250,0.00951865,0.14169013
0.29714857,1.03149184,0.28103855,0.01497447,0.02890065,0.09054119,0.56631624,0.74477303,0.00906482,0.13536181
0.30315158,1.00745852,0.26503465,0.01445515,0.02653158,0.08734210,0.55314423,0.74471606,0.00870921,0.12903928
0.30915458,0.98478509,0.24952547,0.01393347,0.02420901,0.08407747,0.54121281,0.74490814,0.00844757,0.12279727
0.31515758,0.96357045,0.23469275,0.01341682,0.02195687,0.08080729,0.53058373,0.74516541,0.00827586,0.11671060
0.32116058,0.94395297,0.22070714,0.01291363,0.01979625,0.07759973,0.52132919,0.74535587,0.00819070,0.11085329
0.32716358,0.92611654,0.20772657,0.01243326,0.01774518,0.07452959,0.51353621,0.74540959,0.00818970,0.10529780
0.33316658,0.91029429,0.19589488,0.01198578,0.01581847,0.07167641,0.50730995,0.74532637,0.00827173,0.10011423
0.33916958,0.89676927,0.18534078,0.01158177,0.01402767,0.06912236,0.50277548,0.74518024,0.00843712,0.09536966
0.34517259,0.88587205,0.17617688,0.01123207,0.01238110,0.06695004,0.50007779,0.74512046,0.00868775,0.09112741
0.35117559,0.87797473,0.16849896,0.01094747,0.01088406,0.06524011,0.49937978,0.74536883,0.00902704,0.08744638
0.35717859,0.87348154,0.16238509,0.01073847,0.00953900,0.06406887,0.50085812,0.74621316,0.00945982,0.08438030
0.36318159,0.87281599,0.15789482,0.01061493,0.00834586,0.06350597,0.50469713,0.74799706,0.00999212,0.08197699
0.36918459,0.87640498,0.15506822,0.01058578,0.00730235,0.06361207,0.51108060,0.75110635,0.01063086,0.08027749
0.37518759,0.88466040,0.15392478,0.01065870,0.00640433,0.06443672,0.52018211,0.75595269,0.01138343,0.07931522
0.38119060,0.89795878,0.15446224,0.01083987,0.00564610,0.06601645,0.53215417,0.76295486,0.01225720,0.07911505
0.38719360,0.91662010,0.15665536,0.01113363,0.00502078,0.06837301,0.54711664,0.77251884,0.01325900,0.07969236
0.39319660,0.94088646,0.16045473,0.01154227,0.00452056,0.07151201,0.56514538,0.78501735,0.01439455,0.08105214
0.39919960,0.97090193,0.16578574,0.01206584,0.00413701,0.07542185,0.58626143,0.80076992,0.01566786,0.08318810
0.40520260,1.00669456,0.17254786,0.01270189,0.00386125,0.08007302,0.61042184,0.82002457,0.01708065,0.08608200
0.41120560,1.04816165,0.18061427,0.01344548,0.00368417,0.08541789,0.63751246,0.84294195,0.01863185,0.08970310
0.41720860,1.09505923,0.18983219,0.01428900,0.00359652,0.09139090,0.66734362,0.86958280,0.02031709,0.09400785
0.42321161,1.14699661,0.20002379,0.01522228,0.00358903,0.09790926,0.69964896,0.89989957,0.02212834,0.09893999
0.42921461,1.20343663,0.21098804,0.01623262,0.00365246,0.10487416,0.73408780,0.93373253,0.02405367,0.10443086
0.43521761,1.26370183,0.22250330,0.01730499,0.00377763,0.11217246,0.77025124,0.97081082,0.02607705,0.11040022
0.44122061,1.32698678,0.23433089,0.01842224,0.00395544,0.11967889,0.80767179,1.01075845,0.02817843,0.11675743
0.44722361,1.39237620,0.24621947,0.01956544,0.00417684,0.12725865,0.84583641,1.05310498,0.03033388,0.12340302
0.45322661,1.45886826,0.25791023,0.02071428,0.00443291,0.13477044,0.88420222,1.09730054,0.03251592,0.13023071
0.45922961,1.52540239,0.26914265,0.02184746,0.00471481,0.14206977,0.92221441,1.14273442,0.03469402,0.13712965
0.46523262,1.59089023,0.27966078,0.02294329,0.00501384,0.14901254,0.95932536,1.18875634,0.03683525,0.14398701
0.47123562,1.65424868,0.28921969,0.02398012,0.00532145,0.15545864,0.99501409,1.23469947,0.03890502,0.15069073
0.47723862,1.71443329,0.29759187,0.02493696,0.00562938,0.16127563,1.02880488,1.27990390,0.04086795,0.15713228
0.48324162,1.77047070,0.30457348,0.02579401,0.00592966,0.16634221,1.06028426,1.32373951,0.04268887,0.16320946
0.48924462,1.82148853,0.30998986,0.02653319,0.00621481,0.17055148,1.08911524,1.36562703,0.04433374,0.16882897
0.49524762,1.86674127,0.31370046,0.02713863,0.00647787,0.17381378,1.11504797,1.40505623,0.04577069,0.17390878
0.50125063,1.90563105,0.31560264,0.02759707,0.00671262,0.17605904,1.13792624,1.44160033,0.04697096,0.17838003
0.50725363,1.93772223,0.31563440,0.02789827,0.00691369,0.17723856,1.15768935,1.47492590,0.04790979,0.18218855
0.51325663,1.96274929,0.31377583,0.02803523,0.00707669,0.17732612,1.17436918,1.50479789,0.04856721,0.18529581
0.51925963,1.98061753,0.31004930,0.02800435,0.00719836,0.17631845,1.18808252,1.53107941,0.04892865,0.18767933
0.52526263,1.99139681,0.30451833,0.02780551,0.00727670,0.17423491,1.19901907,1.55372659,0.04898542,0.18933244
0.53126563,1.99530880,0.29728519,0.02744201,0.00731104,0.17111663,1.20742576,1.57277881,0.04873502,0.19026357
0.53726863,1.99270838,0.28848759,0.02692040,0.00730217,0.16702488,1.21358815,1.58834489,0.04818118,0.19049494
0.54327164,1.98406042,0.27829425,0.02625026,0.00725231,0.16203901,1.21781008,1.60058637,0.04733382,0.19006083
0.54927464,1.96991325,0.26689990,0.02544384,0.00716521,0.15625384,1.22039258,1.60969875,0.04620867,0.18900554
0.55527764,1.95087027,0.25451974,0.02451566,0.00704608,0.14977677,1.22161340,1.61589198,0.04482686,0.18738101
0.56128064,1.92756137,0.24138369,0.02348209,0.00690153,0.14272462,1.22170820,1.61937143,0.04321422,0.18524446
0.56728364,1.90061554,0.22773058,0.02236078,0.00673956,0.13522041,1.22085467,1.62032061,0.04140060,0.18265595
0.57328664,1.87063623,0.21380253,0.02117023,0.00656938,0.12739012,1.21916033,1.61888660,0.03941893,0.17967608
0.57928964,1.83818056,0.19983976,0.01992928,0.00640132,0.11935964,1.21665488,1.61516921,0.03730436,0.17636401
0.58529265,1.80374350,0.18607582,0.01865659,0.00624665,0.11125186,1.21328750,1.60921453,0.03509331,0.17277573
0.59129565,1.76774732,0.17273349,0.01737025,0.00611742,0.10318419,1.20892929,1.60101325,0.03282251,0.16896281
0.59729865,1.73053690,0.16002129,0.01608735,0.00602622,0.09526630,1.20338066,1.59050371,0.03052814,0.16497154
0.60330165,1.69238059,0.14813073,0.01482370,0.00598601,0.08759844,1.19638330,1.57757963,0.02824500,0.16084257
0.60930465,1.65347609,0.13723412,0.01359353,0.00600983,0.08027002,1.18763599,1.56210180,0.02600579,0.15661100
0.61530765,1.61396079,0.12748305,0.01240933,0.00611058,0.07335874,1.17681333,1.54391296,0.02384050,0.15230681
0.62131066,1.57392535,0.11900729,0.01128173,0.00630072,0.06693002,1.16358632,1.52285482,0.02177590,0.14795570
0.62731366,1.53342941,0.11191415,0.01021942,0.00659195,0.06103684,1.14764360,1.49878614,0.01983521,0.14358009
0.63331666,1.49251813,0.10628811,0.00922921,0.00699494,0.05571991,1.12871208,1.47160048,0.01803782,0.13920036
0.63931966,1.45123827,0.10219066,0.00831606,0.00751896,0.05100806,1.10657590,1.44124262,0.01639919,0.13483603
0.64532266,1.40965277,0.09966031,0.00748320,0.00817155,0.04691890,1.08109266,1.40772231,0.01493084,0.13050699
0.65132566,1.36785258,0.09871258,0.00673230,0.00895819,0.04345954,1.05220606,1.37112477,0.01364042,0.12623451
0.65732866,1.32596536,0.09934015,0.00606362,0.00988191,0.04062756,1.01995430,1.33161694,0.01253193,0.12204214
0.66333167,1.28416023,0.10151294,0.00547622,0.01094303,0.03841188,0.98447404,1.28944940,0.01160588,0.11795627
0.66933467,1.24264871,0.10517838,0.00496815,0.01213881,0.03679383,0.94599972,1.24495367,0.01085965,0.11400643
0.67533767,1.20168189,0.11026173,0.00453666,0.01346325,0.03574807,0.90485847,1.19853534,0.01028779,0.11022535
0.68134067,1.16154427,0.11666668,0.00417839,0.01490689,0.03524365,0.86146108,1.15066333,0.00988237,0.10664872
0.68734367,1.12254505,0.12427622,0.00388956,0.01645675,0.03524492,0.81628971,1.10185627,0.00963337,0.10331468
0.69334667,1.08500764,0.13295395,0.00366613,0.01809629,0.03571252,0.76988311,1.05266672,0.00952906,0.10026323
0.69934967,1.04925839,0.14254586,0.00350399,0.01980558,0.03660430,0.72282024,1.00366441,0.00955638,0.09753540
0.70535268,1.01561547,0.15288268,0.00339902,0.02156154,0.03787622,0.67570330,0.95541949,0.00970129,0.09517248
0.71135568,0.98437889,0.16378283,0.00334729,0.02333831,0.03948327,0.62914096,0.90848687,0.00994919,0.09321509
0.71735868,0.95582234,0.17505597,0.00334507,0.02510775,0.04138032,0.58373276,0.86339237,0.01028525,0.09170245
0.72336168,0.93018750,0.18650708,0.00338895,0.02684010,0.04352297,0.54005517,0.82062161,0.01069474,0.09067159
0.72936468,0.90768108,0.19794103,0.00347587,0.02850468,0.04586835,0.49865005,0.78061194,0.01116334,0.09015672
0.73536768,0.88847483,0.20916748,0.00360315,0.03007073,0.04837590,0.46001561,0.74374774,0.01167748,0.09018868
0.74137069,0.87270811,0.22000593,0.00376849,0.03150827,0.05100799,0.42460014,0.71035902,0.01222456,0.09079448
0.74737369,0.86049289,0.23029068,0.00396999,0.03278903,0.05373050,0.39279844,0.68072312,0.01279319,0.09199687
0.75337669,0.85192043,0.23987557,0.00420605,0.03388725,0.05651327,0.36495063,0.65506897,0.01337338,0.09381398
0.75937969,0.84706883,0.24863820,0.00447542,0.03478059,0.05933037,0.34134303,0.63358331,0.01395670,0.09625892
0.76538269,0.84601092,0.25648335,0.00477705,0.03545079,0.06216019,0.32221063,0.61641818,0.01453635,0.09933942
0.77138569,0.84882130,0.26334561,0.00511007,0.03588432,0.06498538,0.30774060,0.60369881,0.01510722,0.10305734
0.77738869,0.85558204,0.26919078,0.00547369,0.03607281,0.06779262,0.29807626,0.59553111,0.01566589,0.10740818
0.78339170,0.86638633,0.27401617,0.00586712,0.03601331,0.07057216,0.29332099,0.59200825,0.01621056,0.11238051
0.78939470,0.88133950,0.27784968,0.00628945,0.03570840,0.07331725,0.29354170,0.59321535,0.01674099,0.11795542
0.79539770,0.90055727,0.28074760,0.00673963,0.03516603,0.07602345,0.29877125,0.59923230,0.01725830,0.12410592
0.80140070,0.92416113,0.28279137,0.00721631,0.03439922,0.07868785,0.30900984,0.61013404,0.01776484,0.13079647
0.80740370,0.95227098,0.28408335,0.00771783,0.03342562,0.08130826,0.32422503,0.62598849,0.01826400,0.13798257
0.81340670,0.98499553,0.28474184,0.00824214,0.03226681,0.08388244,0.34435044,0.64685211,0.01875996,0.14561065
0.81940970,1.02242091,0.28489559,0.00878681,0.03094758,0.08640738,0.36928337,0.67276352,0.01925753,0.15361806
0.82541271,1.06459830,0.28467808,0.00934896,0.02949507,0.08887873,0.39888141,0.70373546,0.01976191,0.16193353
0.83141571,1.11153128,0.28422187,0.00992533,0.02793791,0.09129036,0.43295859,0.73974581,0.02027850,0.17047785
0.83741871,1.16316380,0.28365328,0.01051231,0.02630532,0.09363412,0.47128127,0.78072822,0.02081274,0.17916499
0.84342171,1.21936947,0.28308759,0.01110597,0.02462622,0.09589981,0.51356451,0.82656303,0.02136995,0.18790353
0.84942471,1.27994305,0.28262513,0.01170216,0.02292852,0.09807532,0.55946911,0.87706919,0.02195520,0.19659842
0.85542771,1.34459449,0.28234824,0.01229663,0.02123836,0.10014698,0.60860002,0.93199768,0.02257321,0.20515301
0.86143072,1.41294616,0.28231927,0.01288508,0.01957959,0.10210004,0.66050631,0.99102700,0.02322823,0.21347130
0.86743372,1.48453342,0.28257972,0.01346330,0.01797336,0.10391926,0.71468319,1.05376112,0.02392401,0.22146019
0.87343672,1.55880853,0.28315035,0.01402726,0.01643779,0.10558954,0.77057610,1.11973005,0.02466366,0.22903176
0.87943972,1.63514790,0.28403237,0.01457319,0.01498792,0.10709656,0.82758712,1.18839321,0.02544960,0.23610549
0.88544272,1.71286217,0.28520933,0.01509767,0.01363566,0.10842740,0.88508344,1.25914534,0.02628343,0.24261010
0.89144572,1.79120880,0.28664985,0.01559769,0.01238999,0.10957097,0.94240789,1.33132502,0.02716588,0.24848515
0.89744872,1.86940655,0.28831066,0.01607067,0.01125715,0.11051843,0.99889098,1.40422510,0.02809661,0.25368226
0.90345173,1.94665106,0.29014006,0.01651447,0.01024105,0.11126332,1.05386422,1.47710480,0.02907412,0.25816579
0.90945473,2.02213112,0.29208135,0.01692742,0.00934362,0.11180159,1.10667405,1.54920295,0.03009556,0.26191315
0.91545773,2.09504460,0.29407626,0.01730823,0.00856530,0.11213148,1.15669576,1.61975169,0.03115661,0.26491450
0.92146073,2.16461376,0.29606803,0.01765602,0.00790543,0.11225322,1.20334699,1.68799012,0.03225133,0.26717217
0.92746373,2.23009920,0.29800412,0.01797022,0.00736277,0.11216858,1.24609998,1.75317748,0.03337202,0.26869957
0.93346673,2.29081205,0.29983843,0.01825050,0.00693583,0.11188048,1.28449229,1.81460526,0.03450920,0.26951989
0.93946973,2.34612428,0.30153294,0.01849678,0.00662327,0.11139242,1.31813528,1.87160799,0.03565151,0.26966452
0.94547274,2.39547675,0.30305882,0.01870912,0.00642416,0.11070806,1.34672032,1.92357248,0.03678582,0.26917138
0.95147574,2.43838518,0.30439692,0.01888769,0.00633819,0.10983083,1.37002225,1.96994534,0.03789734,0.26808324
0.95747874,2.47444413,0.30553776,0.01903277,0.00636576,0.10876362,1.38790029,2.01023879,0.03896980,0.26644608
0.96348174,2.50332900,0.30648097,0.01914471,0.00650801,0.10750867,1.40029639,2.04403494,0.03998578,0.26430762
0.96948474,2.52479665,0.30723440,0.01922390,0.00676668,0.10606758,1.40723114,2.07098859,0.04092708,0.26171599
0.97548774,2.53868461,0.30781284,0.01927086,0.00714400,0.10444149,1.40879786,2.09082897,0.04177519,0.25871872
0.98149075,2.54490951,0.30823649,0.01928617,0.00764238,0.10263138,1.40515499,2.10336052,0.04251177,0.25536193
0.98749375,2.54346474,0.30852922,0.01927055,0.00826408,0.10063852,1.39651745,2.10846301,0.04311927,0.25168974
0.99349675,2.53441776,0.30871684,0.01922488,0.00901081,0.09846497,1.38314734,2.10609137,0.04358147,0.24774401
0.99949975,2.51790727,0.30882519,0.01915019,0.00988331,0.09611419,1.36534457,2.09627514,0.04388408,0.24356424
1.00550275,2.49414013,0.30887839,0.01904773,0.01088089,0.09359157,1.34343774,2.07911781,0.04401529,0.23918759
1.01150575,2.46338830,0.30889717,0.01891893,0.01200097,0.09090496,1.31777565,2.05479604,0.04396624,0.23464910
1.01750875,2.42598566,0.30889730,0.01876543,0.01323869,0.08806511,1.28871975,2.02355862,0.04373145,0.22998198
1.02351176,2.38232462,0.30888833,0.01858903,0.01458654,0.08508600,1.25663765,1.98572504,0.04330915,0.22521791
1.02951476,2.33285241,0.30887259,0.01839171,0.01603408,0.08198497,1.22189783,1.94168357,0.04270142,0.22038741
1.03551776,2.27806698,0.30884446,0.01817556,0.01756778,0.07878280,1.18486548,1.89188852,0.04191432,0.21552015
1.04152076,2.21851235,0.30879005,0.01794275,0.01917097,0.07550355,1.14589948,1.83685660,0.04095776,0.21064524
1.04752376,2.15477331,0.30868733,0.01769549,0.02082391,0.07217424,1.10535025,1.77716206,0.03984537,0.20579157
1.05352676,2.08746947,0.30850658,0.01743598,0.02250402,0.06882442,1.06355849,1.71343069,0.03859413,0.20098799
1.05952976,2.01724868,0.30821135,0.01716641,0.02418627,0.06548564,1.02085446,1.64633242,0.03722398,0.19626360
1.06553277,1.94477986,0.30775981,0.01688887,0.02584369,0.06219081,0.97755767,1.57657274,0.03575726,0.19164785
1.07153577,1.87074525,0.30710648,0.01660538,0.02744801,0.05897346,0.93397692,1.50488301,0.03421818,0.18717076
1.07753877,1.79583246,0.30620424,0.01631790,0.02897037,0.05586705,0.89041030,1.43200973,0.03263214,0.18286298
1.08354177,1.72072619,0.30500662,0.01602828,0.03038220,0.05290418,0.84714535,1.35870333,0.03102507,0.17875592
1.08954477,1.64609998,0.30347015,0.01573832,0.03165604,0.05011596,0.80445896,1.28570653,0.02942280,0.17488166
1.09554777,1.57260809,0.30155676,0.01544977,0.03276642,0.04753125,0.76261722,1.21374265,0.02785038,0.17127291
1.10155078,1.50087759,0.29923593,0.01516437,0.03369070,0.04517611,0.72187506,1.14350442,0.02633149,0.16796277
1.10755378,1.43150081,0.29648672,0.01488386,0.03440985,0.04307319,0.68247561,1.07564332,0.02488793,0.16498434
1.11355678,1.36502830,0.29329920,0.01460998,0.03490909,0.04124135,0.64464946,1.01075991,0.02353909,0.16237022
1.11955978,1.30196216,0.28967552,0.01434450,0.03517842,0.03969519,0.60861357,0.94939539,0.02230159,0.16015179
1.12556278,1.24275005,0.28563028,0.01408916,0.03521298,0.03844477,0.57457010,0.89202438,0.02118896,0.15835828
1.13156578,1.18777971,0.28119032,0.01384571,0.03501324,0.03749542,0.54270500,0.83904933,0.02021146,0.15701576
1.13756878,1.13737418,0.27639386,0.01361578,0.03458499,0.03684759,0.51318651,0.79079632,0.01937590,0.15614593
1.14357179,1.09178779,0.27128898,0.01340087,0.03393913,0.03649681,0.48616345,0.74751257,0.01868568,0.15576485
1.14957479,1.05120303,0.26593170,0.01320228,0.03309137,0.03643375,0.46176364,0.70936537,0.01814082,0.15588170
1.15557779,1.01572847,0.26038365,0.01302102,0.03206167,0.03664445,0.44009220,0.67644260,0.01773812,0.15649757
1.16158079,0.98539804,0.25470947,0.01285772,0.03087364,0.03711055,0.42123009,0.64875481,0.01747141,0.15760449
1.16758379,0.96017161,0.24897424,0.01271262,0.02955383,0.03780974,0.40523285,0.62623864,0.01733190,0.15918468
1.17358679,0.93993749,0.24324107,0.01258544,0.02813096,0.03871626,0.39212974,0.60876171,0.01730851,0.16121023
1.17958979,0.92451672,0.23756898,0.01247545,0.02663514,0.03980164,0.38192332,0.59612885,0.01738839,0.16364317
1.18559280,0.91366938,0.23201132,0.01238143,0.02509713,0.04103541,0.37458971,0.58808963,0.01755741,0.16643613
1.19159580,0.90710313,0.22661474,0.01230169,0.02354765,0.04238608,0.37007955,0.58434708,0.01780068,0.16953352
1.19759880,0.90448368,0.22141891,0.01223420,0.02201674,0.04382204,0.36831968,0.58456745,0.01810317,0.17287320
1.20360180,0.90544720,0.21645694,0.01217668,0.02053328,0.04531270,0.36921576,0.58839094,0.01845026,0.17638877
1.20960480,0.90961424,0.21175639,0.01212672,0.01912454,0.04682953,0.37265556,0.59544300,0.01882829,0.18001220
1.21560780,0.91660472,0.20734099,0.01208196,0.01781593,0.04834708,0.37851300,0.60534609,0.01922513,0.18367680
1.22161081,0.92605336,0.20323268,0.01204026,0.01663078,0.04984404,0.38665277,0.61773137,0.01963063,0.18732037
1.22761381,0.93762486,0.19945397,0.01199990,0.01559029,0.05130402,0.39693525,0.63225000,0.02003701,0.19088836
1.23361681,0.95102792,0.19603031,0.01195970,0.01471345,0.05271630,0.40922148,0.64858361,0.02043916,0.19433679
1.23961981,0.96602750,0.19299230,0.01191920,0.01401711,0.05407626,0.42337800,0.66645332,0.02083482,0.19763481
1.24562281,0.98245421,0.19037745,0.01187875,0.01351604,0.05538558,0.43928103,0.68562700,0.02122462,0.20076676
1.25162581,1.00021034,0.18823135,0.01183959,0.01322293,0.05665214,0.45681984,0.70592417,0.02161200,0.20373338
1.25762881,1.01927182,0.18660806,0.01180384,0.01314846,0.05788960,0.47589891,0.72721831,0.02200297,0.20655230
1.26363182,1.03968575,0.18556959,0.01177446,0.01330125,0.05911668,0.49643873,0.74943616,0.02240571,0.20925755
1.26963482,1.06156330,0.18518444,0.01175517,0.01368776,0.06035612,0.51837491,0.77255397,0.02283013,0.21189808
1.27563782,1.08506811,0.18552511,0.01175024,0.01431217,0.06163339,0.54165580,0.79659078,0.02328719,0.21453543
1.28164082,1.11040055,0.18666482,0.01176431,0.01517612,0.06297516,0.56623834,0.82159868,0.02378827,0.21724046
1.28764382,1.13777846,0.18867340,0.01180214,0.01627843,0.06440772,0.59208263,0.84765083,0.02434436,0.22008950
1.29364682,1.16741535,0.19161271,0.01186829,0.01761477,0.06595517,0.61914522,0.87482735,0.02496536,0.22315983
1.29964982,1.19949716,0.19553168,0.01196688,0.01917730,0.06763783,0.64737180,0.90320022,0.02565931,0.22652505
1.30565283,1.23415887,0.20046139,0.01210124,0.02095434,0.06947058,0.67668954,0.93281770,0.02643169,0.23025027
1.31165583,1.27146237,0.20641043,0.01227369,0.02293005,0.07146159,0.70699985,0.96368938,0.02728487,0.23438770
1.31765883,1.31137692,0.21336085,0.01248524,0.02508419,0.07361118,0.73817193,0.99577275,0.02821765,0.23897260
1.32366183,1.35376369,0.22126497,0.01273550,0.02739203,0.07591116,0.77003793,1.02896223,0.02922494,0.24402015
1.32966483,1.39836532,0.23004339,0.01302247,0.02982435,0.07834454,0.80239007,1.06308145,0.03029768,0.24952316
1.33566783,1.44480157,0.23958426,0.01334255,0.03234761,0.08088566,0.83498014,1.09787946,0.03142288,0.25545104
1.34167084,1.49257162,0.24974409,0.01369055,0.03492437,0.08350086,0.86752178,1.13303145,0.03258391,0.26174988
1.34767384,1.54106320,0.26035005,0.01405982,0.03751380,0.08614953,0.89969555,1.16814394,0.03376096,0.26834394
1.35367684,1.58956844,0.27120379,0.01444244,0.04007248,0.08878555,0.93115680,1.20276473,0.03493161,0.27513823
1.35967984,1.63730577,0.28208666,0.01482950,0.04255529,0.09135908,0.96154594,1.23639696,0.03607164,0.28202227
1.36568284,1.68344705,0.29276612,0.01521137,0.04491649,0.09381858,0.99050083,1.26851678,0.03715582,0.28887475
1.37168584,1.72714838,0.30300308,0.01557813,0.04711096,0.09611301,1.01767045,1.29859383,0.03815887,0.29556878
1.37768884,1.76758322,0.31255985,0.01591991,0.04909538,0.09819395,1.04272930,1.32611322,0.03905635,0.30197762
1.38369185,1.80397586,0.32120834,0.01622731,0.05082955,0.10001769,1.06539144,1.35059799,0.03982557,0.30798038
1.38969485,1.83563354,0.32873807,0.01649173,0.05227763,0.10154714,1.08542348,1.37163060,0.04044641,0.31346743
1.39569785,1.86197523,0.33496367,0.01670578,0.05340924,0.10275334,1.10265545,1.38887220,0.04090202,0.31834523
1.40170085,1.88255557,0.33973140,0.01686350,0.05420044,0.10361663,1.11698894,1.40207850,0.04117938,0.32254027
1.40770385,1.89708235,0.34292448,0.01696061,0.05463456,0.10412733,1.12840178,1.41111117,0.04126971,0.32600183
1.41370685,1.90542676,0.34446687,0.01699464,0.05470268,0.10428591,1.13694877,1.41594399,0.04116866,0.32870349
1.41970985,1.90762551,0.34432535,0.01696498,0.05440395,0.10410271,1.14275834,1.41666337,0.04087634,0.33064322
1.42571286,1.90387483,0.34250987,0.01687284,0.05374555,0.10359705,1.14602521,1.41346302,0.04039716,0.33184210
1.43171586,1.89451671,0.33907205,0.01672115,0.05274244,0.10279606,1.14699918,1.40663304,0.03973950,0.33234169
1.43771886,1.88001803,0.33410204,0.01651433,0.05141675,0.10173302,1.14597090,1.39654411,0.03891528,0.33220033
1.44372186,1.86094406,0.32772388,0.01625803,0.04979703,0.10044550,1.14325511,1.38362753,0.03793932,0.33148842
1.44972486,1.83792770,0.32008966,0.01595886,0.04791721,0.09897331,1.13917259,1.36835238,0.03682877,0.33028319
1.45572786,1.81163640,0.31137275,0.01562399,0.04581548,0.09735647,1.13403164,1.35120118,0.03560236,0.32866316
1.46173087,1.78273868,0.30176054,0.01526085,0.04353301,0.09563320,1.12811042,1.33264539,0.03427972,0.32670270
1.46773387,1.75187215,0.29144699,0.01487675,0.04111265,0.09383814,1.12164112,1.31312227,0.03288074,0.32446694
1.47373687,1.71961496,0.28062546,0.01447857,0.03859765,0.09200085,1.11479695,1.29301448,0.03142493,0.32200755
1.47973987,1.68646209,0.26948201,0.01407253,0.03603044,0.09014467,1.10768278,1.27263351,0.02993095,0.31935938
1.48574287,1.65280784,0.25818969,0.01366390,0.03345149,0.08828605,1.10033005,1.25220792,0.02841612,0.31653844
1.49174587,1.61893532,0.24690376,0.01325692,0.03089841,0.08643427,1.09269620,1.23187698,0.02689619,0.31354111
1.49774887,1.58501323,0.23575829,0.01285469,0.02840511,0.08459162,1.08466867,1.21168989,0.02538505,0.31034479
1.50375188,1.55109989,0.22486402,0.01245917,0.02600126,0.08275408,1.07607325,1.19161057,0.02389474,0.30690981
1.50975488,1.51715392,0.21430743,0.01207122,0.02371186,0.08091226,1.06668615,1.17152742,0.02243538,0.30318251
1.51575788,1.48305068,0.20415120,0.01169076,0.02155711,0.07905277,1.05624915,1.15126750,0.02101529,0.29909936
1.52176088,1.44860312,0.19443560,0.01131693,0.01955237,0.07715968,1.04448679,1.13061381,0.01964118,0.29459170
1.52776388,1.41358566,0.18518083,0.01094828,0.01770832,0.07521626,1.03112453,1.10932478,0.01831834,0.28959089
1.53376688,1.37775933,0.17638996,0.01058300,0.01603128,0.07320659,1.01590687,1.08715452,0.01705089,0.28403362
1.53976988,1.34089670,0.16805234,0.01021917,0.01452360,0.07111724,0.99861427,1.06387258,0.01584208,0.27786682
1.54577289,1.30280504,0.16014708,0.00985498,0.01318415,0.06893872,0.97907786,1.03928213,0.01469450,0.27105224
1.55177589,1.26334635,0.15264657,0.00948895,0.01200883,0.06666675,0.95719137,1.01323537,0.01361039,0.26357006
1.55777889,1.22245323,0.14551963,0.00912007,0.01099114,0.06430320,0.93291926,0.98564555,0.01259180,0.25542159
1.56378189,1.18013987,0.13873437,0.00874798,0.01012269,0.06185672,0.90630116,0.95649487,0.01164083,0.24663090
1.56978489,1.13650770,0.13226038,0.00837301,0.00939372,0.05934309,0.87745215,0.92583818,0.01075974,0.23724519
1.57578789,1.09174582,0.12607049,0.00799627,0.00879357,0.05678507,0.84655919,0.89380232,0.00995109,0.22733406
1.58179090,1.04612617,0.12014181,0.00761962,0.00831107,0.05421209,0.81387407,0.86058153,0.00921775,0.21698766
1.58779390,0.99999446,0.11445631,0.00724560,0.00793493,0.05165947,0.77970341,0.82642936,0.00856294,0.20631389
1.59379690,0.95375709,0.10900081,0.00687740,0.00765401,0.04916747,0.74439635,0.79164775,0.00799022,0.19543488
1.59979990,0.90786550,0.10376658,0.00651868,0.00745752,0.04678008,0.70833087,0.75657417,0.00750336,0.18448280
1.60580290,0.86279859,0.09874870,0.00617347,0.00733525,0.04454365,0.67189942,0.72156747,0.00710630,0.17359542
1.61180590,0.81904432,0.09394513,0.00584597,0.00727766,0.04250533,0.63549470,0.68699355,0.00680296,0.16291149
1.61780890,0.77708156,0.08935574,0.00554041,0.00727592,0.04071162,0.59949635,0.65321134,0.00659710,0.15256626
1.62381191,0.73736281,0.08498133,0.00526088,0.00732201,0.03920669,0.56425906,0.62055998,0.00649213,0.14268721
1.62981491,0.70029867,0.08082274,0.00501117,0.00740867,0.03803092,0.53010265,0.58934758,0.00649088,0.13339033
1.63581791,0.66624444,0.07688009,0.00479460,0.00752939,0.03721942,0.49730441,0.55984202,0.00659538,0.12477682
1.64182091,0.63548928,0.07315223,0.00461391,0.00767833,0.03680068,0.46609373,0.53226397,0.00680666,0.11693050
1.64782391,0.60824812,0.06963636,0.00447114,0.00785032,0.03679544,0.43664921,0.50678216,0.00712450,0.10991594
1.65382691,0.58465629,0.06632783,0.00436755,0.00804067,0.03721565,0.40909791,0.48351097,0.00754723,0.10377719
