energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.86193097,8.22366253,1.90089868,0.68165781,0.00225325,1.84204984,0.24774820,3.07671865,2.06165447,1.13804570
-5.85592796,7.82839361,1.85501216,0.66065850,0.00220005,1.70128515,0.24096133,2.99292128,1.91337961,1.04649609
-5.84992496,7.42567954,1.80357176,0.63821689,0.00214159,1.56345921,0.23337897,2.90062706,1.76767296,0.95713394
-5.84392196,7.01940340,1.74683576,0.61448948,0.00207882,1.43017394,0.22507030,2.80044156,1.62625826,0.87099553
-5.83791896,6.61338493,1.68517768,0.58966637,0.00201284,1.30285685,0.21611471,2.69313911,1.49069787,0.78899550
-5.83191596,6.21134392,1.61908483,0.56396947,0.00194484,1.18274882,0.20660097,2.57965406,1.36237883,0.71191867
-5.82591296,5.81687094,1.54915283,0.53764967,0.00187614,1.07089982,0.19662598,2.46106720,1.24250638,0.64041718
-5.81990995,5.43340385,1.47607640,0.51098302,0.00180815,0.96817159,0.18629339,2.33858757,1.13210420,0.57501256
-5.81390695,5.06420873,1.40063646,0.48426597,0.00174237,0.87524613,0.17571196,2.21352995,1.03202021,0.51610177
-5.80790395,4.71236349,1.32368423,0.45780968,0.00168034,0.79263878,0.16499367,2.08728875,0.94293652,0.46396648
-5.80190095,4.38074300,1.24612276,0.43193372,0.00162366,0.72071424,0.15425174,1.96130908,0.86538224,0.41878451
-5.79589795,4.07200434,1.16888664,0.40695912,0.00157392,0.65970437,0.14359856,1.83705582,0.79974774,0.38064246
-5.78989495,3.78857164,1.09292074,0.38320120,0.00153272,0.60972627,0.13314362,1.71598190,0.74629910,0.34954876
-5.78389195,3.53261982,1.01915877,0.36096219,0.00150155,0.57079960,0.12299144,1.59949680,0.70519172,0.32544618
-5.77788894,3.30605748,0.94850243,0.34052412,0.00148184,0.54286225,0.11323971,1.48893633,0.67648219,0.30822327
-5.77188594,3.11050898,0.88180197,0.32214197,0.00147488,0.52578352,0.10397758,1.38553477,0.66013783,0.29772418
-5.76588294,2.94729657,0.81983867,0.30603753,0.00148178,0.51937465,0.09528423,1.29040028,0.65604372,0.29375667
-5.75987994,2.81742318,0.76330987,0.29239418,0.00150345,0.52339626,0.08722772,1.20449419,0.66400688,0.29609795
-5.75387694,2.72155699,0.71281689,0.28135261,0.00154056,0.53756300,0.07986416,1.12861490,0.68375823,0.30449868
-5.74787394,2.66001875,0.66885590,0.27300792,0.00159349,0.56154548,0.07323725,1.06338661,0.71495224,0.31868505
-5.74187094,2.63277272,0.63181195,0.26740804,0.00166237,0.59497012,0.06737811,1.00925303,0.75716528,0.33835937
-5.73586793,2.63942225,0.60195605,0.26455363,0.00174701,0.63741724,0.06230549,0.96647603,0.80989300,0.36319947
-5.72986493,2.67921059,0.57944484,0.26439953,0.00184692,0.68841807,0.05802619,0.93513895,0.87254765,0.39285738
-5.72386193,2.75102735,0.56432291,0.26685768,0.00196131,0.74745137,0.05453579,0.91515422,0.94445595,0.42695763
-5.71785893,2.85342095,0.55652702,0.27180151,0.00208911,0.81394013,0.05181956,0.90627453,1.02485817,0.46509565
-5.71185593,2.98461694,0.55589201,0.27907162,0.00222900,0.88724890,0.04985349,0.90810725,1.11290901,0.50683663
-5.70585293,3.14254188,0.56215802,0.28848259,0.00237946,0.96668230,0.04860549,0.92013112,1.20768065,0.55171511
-5.69984992,3.32485240,0.57497840,0.29983068,0.00253878,1.05148486,0.04803655,0.94171463,1.30816820,0.59923556
-5.69384692,3.52896859,0.59392826,0.31290216,0.00270516,1.14084267,0.04810198,0.97213534,1.41329778,0.64887408
-5.68784392,3.75211111,0.61851318,0.32748188,0.00287672,1.23388674,0.04875260,1.01059958,1.52193700,0.70008136
-5.68184092,3.99134093,0.64817802,0.34336172,0.00305162,1.32969834,0.04993585,1.05626173,1.63290785,0.75228675
-5.67583792,4.24360088,0.68231566,0.36034873,0.00322805,1.42731608,0.05159690,1.10824280,1.74500152,0.80490352
-5.66983492,4.50575828,0.72027570,0.37827220,0.00340437,1.52574488,0.05367958,1.16564767,1.85699491,0.85733513
-5.66383192,4.77464752,0.76137311,0.39698976,0.00357910,1.62396642,0.05612731,1.22758082,1.96766827,0.90898231
-5.65782891,5.04711235,0.80489699,0.41639178,0.00375099,1.72095123,0.05888392,1.29316023,2.07582363,0.95925081
-5.65182591,5.32004699,0.85011948,0.43640402,0.00391905,1.81567196,0.06189435,1.36152935,2.18030350,1.00755968
-5.64582291,5.59043580,0.89630501,0.45698826,0.00408257,1.90711788,0.06510543,1.43186708,2.28000946,1.05334978
-5.63981991,5.85539129,0.94272002,0.47814082,0.00424112,1.99431025,0.06846643,1.50339590,2.37392018,1.09609238
-5.63381691,6.11219010,0.98864309,0.49988884,0.00439456,2.07631850,0.07192972,1.57538798,2.46110868,1.13529778
-5.62781391,6.35830683,1.03337560,0.52228459,0.00454297,2.15227675,0.07545136,1.64716975,2.54075834,1.17052356
-5.62181091,6.59144558,1.07625281,0.54539790,0.00468668,2.22140062,0.07899157,1.71812487,2.61217748,1.20138256
-5.61580790,6.80956880,1.11665511,0.56930693,0.00482614,2.28300378,0.08251534,1.78769578,2.67481224,1.22755018
-5.60980490,7.01092313,1.15401929,0.59408794,0.00496191,2.33651383,0.08599278,1.85538415,2.72825735,1.24877104
-5.60380190,7.19406164,1.18784942,0.61980433,0.00509457,2.38148705,0.08939960,1.92075027,2.77226461,1.26486460
-5.59779890,7.35786189,1.21772695,0.64649552,0.00522465,2.41762136,0.09271735,1.98341155,2.80674860,1.27572981
-5.59179590,7.50153883,1.24331957,0.67416641,0.00535259,2.44476689,0.09593358,2.04304029,2.83178941,1.28134827
-5.58579290,7.62465181,1.26438836,0.70277782,0.00547861,2.46293350,0.09904194,2.09936071,2.84763184,1.28178600
-5.57978989,7.72710477,1.28079291,0.73223858,0.00560271,2.47229454,0.10204195,2.15214546,2.85468085,1.27719341
-5.57378689,7.80913877,1.29249377,0.76239976,0.00572460,2.47318645,0.10493867,2.20121161,2.85349302,1.26780341
-5.56778389,7.87131636,1.29955222,0.79305144,0.00584368,2.46610358,0.10774214,2.24641610,2.84476368,1.25392749
-5.56178089,7.91449743,1.30212698,0.82392227,0.00595902,2.45168807,0.11046660,2.28765096,2.82930990,1.23594974
-5.55577789,7.93980668,1.30046791,0.85468214,0.00606936,2.43071477,0.11312948,2.32483814,2.80804929,1.21431884
-5.54977489,7.94859319,1.29490680,0.88494772,0.00617315,2.40407131,0.11575026,2.35792436,2.78197531,1.18953810
-5.54377189,7.94238326,1.28584548,0.91429103,0.00626858,2.37273399,0.11834911,2.38687589,2.75212934,1.16215381
-5.53776888,7.92282782,1.27374169,0.94225055,0.00635363,2.33774001,0.12094553,2.41167367,2.71957080,1.13274216
-5.53176588,7.89164668,1.25909327,0.96834448,0.00642616,2.30015725,0.12355686,2.43230887,2.68534602,1.10189521
-5.52576288,7.85057160,1.24242129,0.99208568,0.00648397,2.26105266,0.12619698,2.44877919,2.65045737,1.07020638
-5.51975988,7.80129091,1.22425274,1.01299762,0.00652489,2.22146071,0.12887496,2.46108609,2.61583383,1.03825587
-5.51375688,7.74539813,1.20510364,1.03063060,0.00654688,2.18235305,0.13159411,2.46923323,2.58230445,1.00659679
-5.50775388,7.68434713,1.18546320,1.04457765,0.00654811,2.14461110,0.13435116,2.47322619,2.55057592,0.97574234
-5.50175088,7.61941591,1.16577968,1.05448929,0.00652702,2.10900238,0.13713586,2.47307363,2.52121534,0.94615466
-5.49574787,7.55168080,1.14644847,1.06008656,0.00648244,2.07616198,0.13993102,2.46879001,2.49463919,0.91823571
-5.48974487,7.48200210,1.12780289,1.06117182,0.00641357,2.04657964,0.14271284,2.46039958,2.47110891,0.89232054
-5.48374187,7.41102182,1.11010790,1.05763675,0.00632011,2.02059316,0.14545182,2.44794175,2.45073338,0.86867313
-5.47773887,7.33917302,1.09355693,1.04946735,0.00620221,1.99838793,0.14811396,2.43147735,2.43347809,0.84748490
-5.47173587,7.26670004,1.07827165,1.03674567,0.00606051,1.98000272,0.15066235,2.41109559,2.41918034,0.82887573
-5.46573287,7.19368788,1.06430471,1.01964837,0.00589614,1.96534081,0.15305910,2.38692121,2.40756973,0.81289741
-5.45972986,7.12009860,1.05164485,0.99844209,0.00571067,1.95418585,0.15526732,2.35912137,2.39829254,0.79953916
-5.45372686,7.04581232,1.04022425,0.97347605,0.00550605,1.94622136,0.15725329,2.32791169,2.39093870,0.78873480
-5.44772386,6.97067000,1.02992736,0.94517206,0.00528462,1.94105265,0.15898851,2.29356111,2.38506972,0.78037122
-5.44172086,6.89451519,1.02060084,0.91401265,0.00504897,1.93822997,0.16045160,2.25639477,2.38024619,0.77429752
-5.43571786,6.81723235,1.01206402,0.88052752,0.00480191,1.93727166,0.16162985,2.21679485,2.37605315,0.77033453
-5.42971486,6.73877921,1.00411925,0.84527924,0.00454638,1.93768625,0.16252039,2.17519870,2.37212227,0.76828415
-5.42371186,6.65921150,0.99656181,0.80884840,0.00428538,1.93899257,0.16313087,2.13209425,2.36814969,0.76793812
-5.41770885,6.57869880,0.98918886,0.77181901,0.00402188,1.94073710,0.16347949,2.08801263,2.36390888,0.76908603
-5.41170585,6.49753092,0.98180713,0.73476450,0.00375875,1.94250817,0.16359452,2.04351788,2.35925812,0.77152221
-5.40570285,6.41611469,0.97423919,0.69823480,0.00349872,1.94394677,0.16351317,1.99919429,2.35414257,0.77505153
-5.39969985,6.33496208,0.96632807,0.66274481,0.00324431,1.94475386,0.16327992,1.95563144,2.34859139,0.77949384
-5.39369685,6.25467067,0.95794028,0.62876456,0.00299778,1.94469458,0.16294438,1.91340776,2.34271038,0.78468736
-5.38769385,6.17589816,0.94896731,0.59671121,0.00276108,1.94359958,0.16255875,1.87307309,2.33667118,0.79049091
-5.38169085,6.09933303,0.93932566,0.56694298,0.00253589,1.94136404,0.16217506,1.83513106,2.33069791,0.79678527
-5.37568784,6.02566326,0.92895567,0.53975502,0.00232354,1.93794495,0.16184235,1.80002209,2.32505256,0.80347375
-5.36968484,5.95554567,0.91781951,0.51537717,0.00212502,1.93335724,0.16160387,1.76810788,2.32002020,0.81048231
-5.36368184,5.88957759,0.90589827,0.49397347,0.00194104,1.92766920,0.16149452,1.73965800,2.31589510,0.81775924
-5.35767884,5.82827297,0.89318885,0.47564328,0.00177199,1.92099790,0.16153876,1.71483962,2.31296880,0.82527484
-5.35167584,5.77204444,0.87970063,0.46042381,0.00161796,1.91350477,0.16174895,1.69371069,2.31152070,0.83302092
-5.34567284,5.72119214,0.86545219,0.44829379,0.00147882,1.90539170,0.16212437,1.67621713,2.31181199,0.84101050
-5.33966983,5.67590030,0.85046848,0.43917819,0.00135421,1.89689783,0.16265094,1.66219439,2.31408285,0.84927763
-5.33366683,5.63624115,0.83477836,0.43295363,0.00124357,1.88829689,0.16330163,1.65137330,2.31855307,0.85787727
-5.32766383,5.60218619,0.81841279,0.42945434,0.00114623,1.87989510,0.16403768,1.64339015,2.32542563,0.86688524
-5.32166083,5.57362343,0.80140360,0.42847848,0.00106136,1.87202923,0.16481041,1.63780057,2.33489279,0.87639815
-5.31565783,5.55037946,0.78378300,0.42979456,0.00098809,1.86506456,0.16556365,1.63409672,2.34714354,0.88653294
-5.30965483,5.53224456,0.76558358,0.43314796,0.00092550,1.85939236,0.16623661,1.63172702,2.36237183,0.89742611
-5.30365183,5.51899883,0.74683891,0.43826729,0.00087266,1.85542631,0.16676703,1.63011747,2.38078393,0.90923211
-5.29764882,5.51043726,0.72758452,0.44487048,0.00082864,1.85359756,0.16709448,1.62869371,2.40260422,0.92212097
-5.29164582,5.50639173,0.70785908,0.45267060,0.00079257,1.85434805,0.16716357,1.62690270,2.42807794,0.93627468
-5.28564282,5.50674798,0.68770578,0.46138129,0.00076364,1.85812165,0.16692690,1.62423309,2.45747017,0.95188236
-5.27963982,5.51145598,0.66717361,0.47072173,0.00074108,1.86535316,0.16634765,1.62023332,2.49106015,0.96913406
-5.27363682,5.52053251,0.64631849,0.48042112,0.00072424,1.87645500,0.16540154,1.61452661,2.52913059,0.98821313
-5.26763382,5.53405544,0.62520411,0.49022270,0.00071253,1.89180190,0.16407814,1.60682230,2.57195198,1.00928745
-5.26163082,5.55214943,0.60390246,0.49988723,0.00070543,1.91171396,0.16238149,1.59692301,2.61976224,1.03249945
-5.25562781,5.57496406,0.58249379,0.50919591,0.00070254,1.93643866,0.16032988,1.58472741,2.67274259,1.05795562
-5.24962481,5.60264530,0.56106634,0.51795280,0.00070349,1.96613272,0.15795488,1.57022872,2.73099091,1.08571563
-5.24362181,5.63530241,0.53971544,0.52598669,0.00070798,2.00084476,0.15529968,1.55350907,2.79449434,1.11578196
-5.23761881,5.67297264,0.51854239,0.53315244,0.00071577,2.04049989,0.15241689,1.53473031,2.86310297,1.14809041
-5.23161581,5.71558623,0.49765293,0.53933180,0.00072662,2.08488745,0.14936577,1.51412181,2.93650687,1.18250236
-5.22561281,5.76293490,0.47715558,0.54443371,0.00074033,2.13365302,0.14620926,1.49196611,3.01421862,1.21879944
-5.21960980,5.81464640,0.45715982,0.54839408,0.00075666,2.18629582,0.14301082,1.46858329,3.09556334,1.25668112
-5.21360680,5.87016791,0.43777427,0.55117516,0.00077539,2.24217234,0.13983134,1.44431487,3.17967814,1.29576599
-5.20760380,5.92876031,0.41910499,0.55276439,0.00079626,2.30050683,0.13672627,1.41950826,3.26552204,1.33559679
-5.20160080,5.98950491,0.40125394,0.55317293,0.00081896,2.36040884,0.13374317,1.39450245,3.35189733,1.37564968
-5.19559780,6.05132330,0.38431770,0.55243367,0.00084315,2.42089769,0.13091966,1.36961561,3.43748212,1.41534746
-5.18959480,6.11300995,0.36838651,0.55059914,0.00086844,2.48093319,0.12828207,1.34513525,3.52087345,1.45407649
-5.18359180,6.17327672,0.35354354,0.54773896,0.00089441,2.53945160,0.12584469,1.32131109,3.60063933,1.49120678
-5.17758879,6.23080686,0.33986452,0.54393722,0.00092059,2.59540526,0.12360972,1.29835086,3.67537740,1.52611440
-5.17158579,6.28431579,0.32741764,0.53928968,0.00094648,2.64780412,0.12156779,1.27641897,3.74377729,1.55820515
-5.16558279,6.33261510,0.31626355,0.53390090,0.00097160,2.69575709,0.11969918,1.25563774,3.80468335,1.58693843
-5.15957979,6.37467573,0.30645562,0.52788136,0.00099543,2.73851082,0.11797541,1.23609087,3.85715403,1.61184989
-5.15357679,6.40968625,0.29804005,0.52134467,0.00101749,2.77548395,0.11636129,1.21782852,3.90051434,1.63257176
-5.14757379,6.43710221,0.29105608,0.51440482,0.00103733,2.80629445,0.11481712,1.20087346,3.93439793,1.64884960
-5.14157079,6.45668300,0.28553591,0.50717366,0.00105454,2.83077860,0.11330114,1.18522764,3.95877594,1.66055434
-5.13556778,6.46851328,0.28150444,0.49975852,0.00106878,2.84899995,0.11177174,1.17087863,3.97397021,1.66768904
-5.12956478,6.47300706,0.27897868,0.49226008,0.00107976,2.86124768,0.11018973,1.15780525,3.98064977,1.67038959
-5.12356178,6.47089343,0.27796689,0.48477050,0.00108731,2.86802411,0.10852019,1.14598209,3.97980993,1.66891936
-5.11755878,6.46318442,0.27846728,0.47737188,0.00109130,2.87002168,0.10673402,1.13538254,3.97273494,1.66365790
-5.11155578,6.45112624,0.28046653,0.47013497,0.00109170,2.86809066,0.10480915,1.12598026,3.96094569,1.65508421
-5.10555278,6.43613670,0.28393804,0.46311829,0.00108857,2.86319910,0.10273122,1.11774898,3.94613526,1.64375537
-5.09954977,6.41973230,0.28884001,0.45636760,0.00108204,2.85638714,0.10049394,1.11066089,3.93009561,1.63028180
-5.09354677,6.40344917,0.29511367,0.44991576,0.00107228,2.84871830,0.09809895,1.10468397,3.91463932,1.61530026
-5.08754377,6.38876284,0.30268154,0.44378305,0.00105955,2.84123017,0.09555542,1.09977857,3.90152084,1.59944618
-5.08154077,6.37701147,0.31144618,0.43797790,0.00104412,2.83488739,0.09287931,1.09589379,3.89236119,1.58332670
-5.07553777,6.36932739,0.32128939,0.43249808,0.00102628,2.83053934,0.09009246,1.09296418,3.88858040,1.56749586
-5.06953477,6.36658094,0.33207205,0.42733237,0.00100637,2.82888480,0.08722149,1.09090729,3.89134103,1.55243321
-5.06353177,6.36934017,0.34363496,0.42246266,0.00098469,2.83044533,0.08429669,1.08962246,3.90150567,1.53852678
-5.05752876,6.37784859,0.35580042,0.41786644,0.00096153,2.83554862,0.08135094,1.08899127,3.91961013,1.52606127
-5.05152576,6.39202224,0.36837490,0.41351968,0.00093718,2.84432235,0.07841864,1.08887981,3.94585343,1.51521187
-5.04552276,6.41146604,0.38115273,0.40939995,0.00091188,2.85669871,0.07553480,1.08914300,3.98010440,1.50604368
-5.03951976,6.43550823,0.39392065,0.40548978,0.00088587,2.87242864,0.07273427,1.08963068,4.02192380,1.49851671
-5.03351676,6.46325057,0.40646328,0.40178005,0.00085933,2.89110482,0.07005108,1.09019542,4.07060002,1.49249574
-5.02751376,6.49363106,0.41856921,0.39827337,0.00083243,2.91219169,0.06751802,1.09070172,4.12519584,1.48776430
-5.02151076,6.52549535,0.43003759,0.39498728,0.00080532,2.93506040,0.06516627,1.09103602,4.18460293,1.48404196
-5.01550775,6.55767252,0.44068494,0.39195717,0.00077813,2.95902665,0.06302521,1.09111711,4.24760081,1.48100351
-5.00950475,6.58905091,0.45035194,0.38923880,0.00075101,2.98338904,0.06112227,1.09090637,4.31291684,1.47829921
-5.00350175,6.61864974,0.45890999,0.38691030,0.00072409,3.00746589,0.05948285,1.09041732,4.37928373,1.47557486
-4.99749875,6.64568283,0.46626714,0.38507362,0.00069752,3.03062861,0.05813029,1.08972391,4.44549206,1.47249061
-4.99149575,6.66961142,0.47237339,0.38385534,0.00067149,3.05232995,0.05708579,1.08896730,4.51043498,1.46873774
-4.98549275,6.69018360,0.47722508,0.38340680,0.00064621,3.07212611,0.05636834,1.08836059,4.57314382,1.46405274
-4.97948974,6.70745925,0.48086818,0.38390362,0.00062193,3.08969178,0.05599458,1.08819151,4.63281322,1.45822811
-4.97348674,6.72181981,0.48340063,0.38554449,0.00059895,3.10482804,0.05597858,1.08882289,4.68881572,1.45111971
-4.96748374,6.73396346,0.48497346,0.38854936,0.00057759,3.11746316,0.05633165,1.09069096,4.74070600,1.44265061
-4.96148074,6.74488669,0.48579093,0.39315707,0.00055824,3.12764686,0.05706204,1.09430157,4.78821585,1.43281161
-4.95547774,6.75585409,0.48610969,0.39962228,0.00054129,3.13553900,0.05817458,1.10022447,4.83124120,1.42165867
-4.94947474,6.76835854,0.48623702,0.40821194,0.00052720,3.14139366,0.05967034,1.10908605,4.86982286,1.40930780
-4.94347174,6.78407412,0.48652832,0.41920114,0.00051640,3.14554001,0.06154627,1.12156044,4.90412316,1.39592781
-4.93746873,6.80480415,0.48738388,0.43286836,0.00050936,3.14836117,0.06379482,1.13835947,4.93440007,1.38173160
-4.93146573,6.83242674,0.48924499,0.44949019,0.00050652,3.15027238,0.06640364,1.16022137,4.96098102,1.36696643
-4.92546273,6.86883975,0.49258947,0.46933534,0.00050830,3.15169968,0.06935525,1.18789853,4.98423786,1.35190382
-4.91945973,6.91590696,0.49792651,0.49265804,0.00051507,3.15306013,0.07262679,1.22214411,5.00456443,1.33682944
-4.91345673,6.97540673,0.50579069,0.51969079,0.00052714,3.15474432,0.07618993,1.26369768,5.02235776,1.32203345
-4.90745373,7.04898396,0.51673524,0.55063650,0.00054474,3.15710192,0.08001070,1.31326967,5.03800359,1.30780166
-4.90145073,7.13810602,0.53132411,0.58566003,0.00056801,3.16043053,0.08404957,1.37152469,5.05186642,1.29440759
-4.89544772,7.24402281,0.55012288,0.62487937,0.00059697,3.16496808,0.08826158,1.43906354,5.06428411,1.28210571
-4.88944472,7.36773098,0.57368820,0.66835662,0.00063152,3.17088871,0.09259658,1.51640413,5.07556658,1.27112585
-4.88344172,7.50994221,0.60255572,0.71608900,0.00067144,3.17830184,0.09699966,1.60396124,5.08599789,1.26166883
-4.87743872,7.67105552,0.63722633,0.76800037,0.00071636,3.18725419,0.10141170,1.70202558,5.09584100,1.25390313
-4.87143572,7.85113331,0.67815083,0.82393356,0.00076575,3.19773407,0.10577011,1.81074245,5.10534393,1.24796272
-4.86543272,8.04988143,0.72571320,0.88364404,0.00081899,3.20967745,0.11000966,1.93009062,5.11474637,1.24394565
-4.85942971,8.26663319,0.78021266,0.94679549,0.00087529,3.22297511,0.11406356,2.05986233,5.12428562,1.24191342
-4.85342671,8.50033792,0.84184510,1.01295761,0.00093376,3.23748022,0.11786463,2.19964510,5.13420062,1.24189090
-4.84742371,8.74955438,0.91068439,1.08160689,0.00099342,3.25301562,0.12134665,2.34880657,5.14473331,1.24386669
-4.84142071,9.01244985,0.98666445,1.15213049,0.00105320,3.26938028,0.12444573,2.50648342,5.15612641,1.24779362
-4.83541771,9.28680559,1.06956280,1.22383371,0.00111198,3.28635433,0.12710185,2.67157539,5.16861713,1.25358945
-4.82941471,9.57002947,1.15898667,1.29595120,0.00116863,3.30370230,0.12926036,2.84274562,5.18242649,1.26113749
-4.82341171,9.85917659,1.25436271,1.36766178,0.00122201,3.32117430,0.13087339,3.01842808,5.19774439,1.27028719
-4.81740870,10.15097863,1.35493104,1.43810692,0.00127103,3.33850507,0.13190131,3.19684281,5.21471080,1.28085463
-4.81140570,10.44188230,1.45974480,1.50641228,0.00131468,3.35541101,0.13231383,3.37601952,5.23339379,1.29262291
-4.80540270,10.72809745,1.56767586,1.57171195,0.00135204,3.37158545,0.13209109,3.55382952,5.25376556,1.30534257
-4.79939970,11.00565452,1.67742700,1.63317447,0.00138232,3.38669275,0.13122430,3.72802574,5.27567788,1.31873212
-4.79339670,11.27047130,1.78755124,1.69002986,0.00140487,3.40036177,0.12971618,3.89629015,5.29883848,1.33247888
-4.78739370,11.51842792,1.89647782,1.74159655,0.00141923,3.41217956,0.12758099,4.05628751,5.32279029,1.34624029
-4.78139070,11.74544914,2.00254475,1.78730708,0.00142510,3.42168618,0.12484423,4.20572385,5.34689537,1.35964604
-4.77538769,11.94759204,2.10403702,1.82673146,0.00142237,3.42837138,0.12154199,4.34240790,5.37032520,1.37230099
-4.76938469,12.12113715,2.19922946,1.85959703,0.00141113,3.43167412,0.11771990,4.46431325,5.39205903,1.38378934
-4.76338169,12.26268043,2.28643273,1.88580373,0.00139161,3.43098558,0.11343189,4.56963883,5.41089144,1.39368004
-4.75737869,12.36922315,2.36404095,1.90543378,0.00136425,3.42565615,0.10873862,4.65686536,5.42544998,1.40153359
-4.75137569,12.43825664,2.43057897,1.91875522,0.00132961,3.41500671,0.10370577,4.72480508,5.43422304,1.40691016
-4.74537269,12.46783836,2.48474743,1.92621844,0.00128838,3.39834421,0.09840221,4.77264254,5.43559776,1.40937903
-4.73936968,12.45665622,2.52546368,1.92844582,0.00124136,3.37498114,0.09289817,4.79996435,5.42790693,1.40852906
-4.73336668,12.40407784,2.55189664,1.92621414,0.00118943,3.34425839,0.08726343,4.80677617,5.40948318,1.40397994
-4.72736368,12.31018196,2.56349416,1.92043041,0.00113350,3.30557044,0.08156568,4.79350570,5.37871863,1.39539375
-4.72136068,12.17576982,2.56000142,1.91210153,0.00107454,3.25839181,0.07586896,4.76099110,5.33412710,1.38248650
-4.71535768,12.00235489,2.54146959,1.90229898,0.00101348,3.20230344,0.07023247,4.71045488,5.27440621,1.36503889
-4.70935468,11.79213041,2.50825414,1.89211956,0.00095127,3.13701750,0.06470953,4.64346393,5.19849627,1.34290600
-4.70335168,11.54791493,2.46100294,1.88264386,0.00088879,3.06239931,0.05934686,4.56187714,5.10563294,1.31602525
-4.69734867,11.27307733,2.40063462,1.87489390,0.00082688,2.97848498,0.05418416,4.46778261,4.99539106,1.28442213
-4.69134567,10.97144377,2.32830806,1.86979203,0.00076631,2.88549368,0.04925392,4.36342710,4.86771711,1.24821342
-4.68534267,10.64718984,2.24538453,1.86812255,0.00070778,2.78383368,0.04458154,4.25114058,4.72294868,1.20760757
-4.67933967,10.30472243,2.15338400,1.87049806,0.00065191,2.67410156,0.04018562,4.13325938,4.56181976,1.16290209
-4.67333667,9.94855588,2.05393772,1.87733211,0.00059924,2.55707458,0.03607842,4.01205119,4.38545140,1.11447797
-4.66733367,9.58318806,1.94873906,1.88881946,0.00055024,2.43369624,0.03226651,3.88964533,4.19532832,1.06279136
-4.66133067,9.21298143,1.83949476,1.90492515,0.00050529,2.30505573,0.02875145,3.76797132,3.99326239,1.00836268
-4.65532766,8.84205449,1.72787850,1.92538301,0.00046469,2.17236224,0.02553057,3.64870843,3.78134486,0.95176374
-4.64932466,8.47418816,1.61548863,1.94970394,0.00042870,2.03691510,0.02259777,3.53324836,3.56188964,0.89360333
-4.64332166,8.11275094,1.50381170,1.97719372,0.00039749,1.90007132,0.01994422,3.42267221,3.33737029,0.83451182
