energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.84992496,9.54074189,0.03854680,0.17746158,1.21654862,7.18480538,2.13029911,0.00000000,1.00744360,0.24727992
-5.84392196,9.68718720,0.03916939,0.18261501,1.24360284,7.27360159,2.16954847,0.00000000,1.03187409,0.25411014
-5.83791896,9.79504347,0.03962543,0.18697190,1.26628243,7.33367451,2.20088395,0.00000000,1.05191005,0.25976042
-5.83191596,9.86299685,0.03991296,0.19046785,1.28438762,7.36428760,2.22392926,0.00000000,1.06730443,0.26414992
-5.82591296,9.89028736,0.04003244,0.19305427,1.29779339,7.36507821,2.23842338,0.00000000,1.07789332,0.26721981
-5.81990995,9.87673864,0.03998657,0.19469989,1.30645320,7.33607021,2.24423324,0.00000000,1.08360355,0.26893575
-5.81390695,9.82278127,0.03978004,0.19539199,1.31040217,7.27768311,2.24136553,0.00000000,1.08445876,0.26928978
-5.80790395,9.72946815,0.03941928,0.19513722,1.30975951,7.19073700,2.22997712,0.00000000,1.08058358,0.26830167
-5.80190095,9.59848051,0.03891224,0.19396205,1.30473015,7.07645255,2.21038315,0.00000000,1.07220588,0.26601951
-5.79589795,9.43212294,0.03826810,0.19191269,1.29560526,6.93644492,2.18306235,0.00000000,1.05965656,0.26251962
-5.78989495,9.23330607,0.03749708,0.18905463,1.28276168,6.77271087,2.14865852,0.00000000,1.04336685,0.25790568
-5.78389195,9.00551570,0.03661021,0.18547158,1.26665985,6.58760815,2.10797785,0.00000000,1.02386293,0.25230705
-5.77788894,8.75276756,0.03561916,0.18126402,1.24783998,6.38382666,2.06198139,0.00000000,1.00175777,0.24587634
-5.77188594,8.47954722,0.03453613,0.17654721,1.22691643,6.16435086,2.01177235,0.00000000,0.97774026,0.23878624
-5.76588294,8.19073540,0.03337368,0.17144888,1.20456987,5.93241358,1.95857810,0.00000000,0.95256175,0.23122570
-5.75987994,7.89151936,0.03214468,0.16610639,1.18153714,5.69144160,1.90372702,0.00000000,0.92702005,0.22339552
-5.75387694,7.58729173,0.03086223,0.16066373,1.15859878,5.44499365,1.84862042,0.00000000,0.90194145,0.21550348
-5.74787394,7.28353880,0.02953954,0.15526813,1.13656408,5.19669217,1.79470018,0.00000000,0.87816086,0.20775921
-5.74187094,6.98572082,0.02818993,0.15006665,1.11625388,4.95015035,1.74341289,0.00000000,0.85650075,0.20036876
-5.73586793,6.69914739,0.02682669,0.14520251,1.09848135,4.70889636,1.69617153,0.00000000,0.83774930,0.19352923
-5.72986493,6.42885154,0.02546301,0.14081158,1.08403099,4.47629696,1.65431585,0.00000000,0.82263841,0.18742348
-5.72386193,6.17946613,0.02411188,0.13701887,1.07363648,4.25548273,1.61907276,0.00000000,0.81182221,0.18221512
-5.71785893,5.95510663,0.02278592,0.13393527,1.06795799,4.04927755,1.59151821,0.00000000,0.80585671,0.17804397
-5.71185593,5.75926423,0.02149723,0.13165448,1.06755952,3.86013445,1.57254179,0.00000000,0.80518125,0.17502205
-5.70585293,5.59471290,0.02025724,0.13025043,1.07288738,3.69008020,1.56281559,0.00000000,0.81010247,0.17323027
-5.69984992,5.46343398,0.01907652,0.12977505,1.08425030,3.54067065,1.56276857,0.00000000,0.82078128,0.17271592
-5.69384692,5.36656124,0.01796458,0.13025654,1.10180246,3.41295843,1.57256736,0.00000000,0.83722350,0.17349109
-5.68784392,5.30434867,0.01692965,0.13169829,1.12552995,3.30747425,1.59210472,0.00000000,0.85927453,0.17553202
-5.68184092,5.27616276,0.01597859,0.13407838,1.15524164,3.22422266,1.62099596,0.00000000,0.88661842,0.17877941
-5.67583792,5.28049999,0.01511663,0.13734970,1.19056512,3.16269248,1.65858403,0.00000000,0.91878167,0.18313978
-5.66983492,5.31502963,0.01434733,0.14144076,1.23094810,3.12188174,1.70395308,0.00000000,0.95514160,0.18848777
-5.66383192,5.37666074,0.01367244,0.14625718,1.27566571,3.10033628,1.75595037,0.00000000,0.99493944,0.19466939
-5.65782891,5.46163174,0.01309186,0.15168379,1.32383372,3.09620086,1.81321595,0.00000000,1.03729777,0.20150611
-5.65182591,5.56561975,0.01260367,0.15758731,1.37442757,3.10728099,1.87421917,0.00000000,1.08124192,0.20879964
-5.64582291,5.68386644,0.01220412,0.16381959,1.42630673,3.13111350,1.93730098,0.00000000,1.12572469,0.21633733
-5.63981991,5.81131625,0.01188776,0.17022131,1.47824380,3.16504334,2.00072052,0.00000000,1.16965390,0.22389803
-5.63381691,5.94276253,0.01164761,0.17662596,1.52895742,3.20630418,2.06270449,0.00000000,1.21192155,0.23125818
-5.62781391,6.07299669,0.01147527,0.18286415,1.57714798,3.25210000,2.12149766,0.00000000,1.25143404,0.23819792
-5.62181091,6.19695547,0.01136123,0.18876799,1.62153481,3.29968498,2.17541266,0.00000000,1.28714212,0.24450714
-5.61580790,6.30986142,0.01129507,0.19417541,1.66089354,3.34643928,2.22287751,0.00000000,1.31806985,0.24999116
-5.60980490,6.40735195,0.01126574,0.19893440,1.69409232,3.38993808,2.26247906,0.00000000,1.34334123,0.25447589
-5.60380190,6.48559287,0.01126190,0.20290694,1.72012546,3.42801215,2.29300104,0.00000000,1.36220394,0.25781237
-5.59779890,6.54137296,0.01127219,0.20597246,1.73814328,3.45879800,2.31345544,0.00000000,1.37404903,0.25988036
-5.59179590,6.57217669,0.01128551,0.20803086,1.74747705,3.48077665,2.32310620,0.00000000,1.37842612,0.26059118
-5.58579290,6.57623359,0.01129135,0.20900488,1.74765807,3.49280005,2.32148463,0.00000000,1.37505348,0.25988931
-5.57978989,6.55254306,0.01128002,0.20884175,1.73843027,3.49410514,2.30839617,0.00000000,1.36382281,0.25775315
-5.57378689,6.50087493,0.01124292,0.20751416,1.71975584,3.48431563,2.28391862,0.00000000,1.34479849,0.25419462
-5.56778389,6.42174682,0.01117267,0.20502041,1.69181391,3.46343227,2.24839210,0.00000000,1.31821159,0.24925771
-5.56178089,6.31637994,0.01106335,0.20138385,1.65499235,3.43181268,2.20240145,0.00000000,1.28444895,0.24301625
-5.55577789,6.18663615,0.01091053,0.19665157,1.60987318,3.39014209,2.14675196,0.00000000,1.24403780,0.23557072
-5.54977489,6.03493929,0.01071139,0.19089249,1.55721227,3.33939666,2.08243961,0.00000000,1.19762669,0.22704446
-5.54377189,5.86418436,0.01046467,0.18419482,1.49791433,3.28080107,2.01061709,0.00000000,1.14596361,0.21757936
-5.53776888,5.67763836,0.01017068,0.17666306,1.43300411,3.21578216,1.93255690,0.00000000,1.08987205,0.20733123
-5.53176588,5.47883647,0.00983116,0.16841470,1.36359510,3.14592040,1.84961308,0.00000000,1.03022610,0.19646493
-5.52576288,5.27147720,0.00944919,0.15957663,1.29085690,3.07290068,1.76318271,0.00000000,0.96792544,0.18514962
-5.51975988,5.05931997,0.00902899,0.15028153,1.21598245,2.99846393,1.67466866,0.00000000,0.90387119,0.17355414
-5.51375688,4.84608782,0.00857577,0.14066423,1.14015628,2.92436056,1.58544451,0.00000000,0.83894330,0.16184269
-5.50775388,4.63537785,0.00809545,0.13085829,1.06452478,2.85230682,1.49682271,0.00000000,0.77398034,0.15017101
-5.50175088,4.43058110,0.00759452,0.12099282,0.99016949,2.78394458,1.41002661,0.00000000,0.70976204,0.13868306
-5.49574787,4.23481319,0.00707975,0.11118966,0.91808389,2.72080491,1.32616705,0.00000000,0.64699517,0.12750840
-5.48974487,4.05085667,0.00655801,0.10156100,0.84915444,2.66427588,1.24622361,0.00000000,0.58630283,0.11676008
-5.48374187,3.88111500,0.00603605,0.09220748,0.78414611,2.61557435,1.17103087,0.00000000,0.52821734,0.10653339
-5.47773887,3.72757857,0.00552037,0.08321683,0.72369253,2.57572195,1.10126949,0.00000000,0.47317662,0.09690509
-5.47173587,3.59180186,0.00501702,0.07466300,0.66829073,2.54552511,1.03746200,0.00000000,0.42152381,0.08793340
-5.46573287,3.47489159,0.00453151,0.06660581,0.61830038,2.52555905,0.97997298,0.00000000,0.37351002,0.07965845
-5.45972986,3.37750487,0.00406878,0.05909110,0.57394707,2.51615584,0.92901320,0.00000000,0.32929953,0.07210332
-5.45372686,3.29985673,0.00363309,0.05215131,0.53532943,2.51739669,0.88464733,0.00000000,0.28897729,0.06527542
-5.44772386,3.24173631,0.00322809,0.04580637,0.50242937,2.52910849,0.84680477,0.00000000,0.25255804,0.05916824
-5.44172086,3.20253116,0.00285681,0.04006500,0.47512518,2.55086520,0.81529304,0.00000000,0.21999677,0.05376335
-5.43571786,3.18125885,0.00252175,0.03492616,0.45320669,2.58199426,0.78981328,0.00000000,0.19119977,0.04903253
-5.42971486,3.17660569,0.00222497,0.03038072,0.43639212,2.62158859,0.76997749,0.00000000,0.16603621,0.04493997
-5.42371186,3.18697179,0.00196823,0.02641317,0.42434597,2.66852443,0.75532697,0.00000000,0.14434944,0.04144455
-5.41770885,3.21052211,0.00175310,0.02300339,0.41669751,2.72148532,0.74535158,0.00000000,0.12596800,0.03850192
-5.41170585,3.24524279,0.00158111,0.02012834,0.41305916,2.77899238,0.73950940,0.00000000,0.11071591,0.03606662
-5.40570285,3.28900200,0.00145394,0.01776368,0.41304452,2.83944057,0.73724645,0.00000000,0.09842189,0.03409388
-5.39969985,3.33961428,0.00137353,0.01588524,0.41628544,2.90114065,0.73801594,0.00000000,0.08892748,0.03254131
-5.39369685,3.39490712,0.00134224,0.01447027,0.42244761,2.96236588,0.74129678,0.00000000,0.08209389,0.03137033
-5.38769385,3.45278808,0.00136300,0.01349851,0.43124443,3.02140243,0.74661077,0.00000000,0.07780732,0.03054733
-5.38169085,3.51131081,0.00143941,0.01295299,0.44244861,3.07660184,0.75353818,0.00000000,0.07598281,0.03004459
-5.37568784,3.56873767,0.00157583,0.01282061,0.45590118,3.12643403,0.76173116,0.00000000,0.07656656,0.02984086
-5.36968484,3.62359676,0.00177748,0.01309236,0.47151754,3.16953843,0.77092461,0.00000000,0.07953659,0.02992172
-5.36368184,3.67473101,0.00205041,0.01376343,0.48929039,3.20477149,0.78094399,0.00000000,0.08490191,0.03027959
-5.35767884,3.72133699,0.00240157,0.01483287,0.50928912,3.23124805,0.79170989,0.00000000,0.09270000,0.03091354
-5.35167584,3.76299130,0.00283871,0.01630317,0.53165567,3.24837466,0.80323883,0.00000000,0.10299292,0.03182875
-5.34567284,3.79966285,0.00337033,0.01817948,0.55659685,3.25587289,0.81564024,0.00000000,0.11586187,0.03303574
-5.33966983,3.83170947,0.00400554,0.02046876,0.58437312,3.25379126,0.82910949,0.00000000,0.13140055,0.03454939
-5.33366683,3.85985847,0.00475391,0.02317860,0.61528407,3.24250451,0.84391700,0.00000000,0.14970732,0.03638774
-5.32766383,3.88517084,0.00562523,0.02631610,0.64965108,3.22270004,0.86039369,0.00000000,0.17087648,0.03857057
-5.32166083,3.90899004,0.00662931,0.02988656,0.68779758,3.19535133,0.87891313,0.00000000,0.19498887,0.04111791
-5.31565783,3.93287690,0.00777566,0.03389220,0.73002763,3.16167940,0.89987106,0.00000000,0.22210214,0.04404843
-5.30965483,3.95853306,0.00907323,0.03833092,0.77660367,3.12310352,0.92366285,0.00000000,0.25224107,0.04737777
-5.30365183,3.98771595,0.01053007,0.04319521,0.82772431,3.08118327,0.95065995,0.00000000,0.28538826,0.05111698
-5.29764882,4.02214906,0.01215298,0.04847123,0.88350323,3.03755447,0.98118625,0.00000000,0.32147574,0.05527094
-5.29164582,4.06343158,0.01394728,0.05413811,0.94395022,2.99386168,1.01549543,0.00000000,0.36037779,0.05983709
-5.28564282,4.11295176,0.01591640,0.06016761,1.00895530,2.95169056,1.05375044,0.00000000,0.40190558,0.06480423
-5.27963982,4.17180822,0.01806168,0.06652414,1.07827702,2.91250308,1.09600616,0.00000000,0.44580384,0.07015175
-5.27363682,4.24074352,0.02038215,0.07316515,1.15153569,2.87757879,1.14219619,0.00000000,0.49175000,0.07584918
-5.26763382,4.32009328,0.02287429,0.08004193,1.22821215,2.84796469,1.19212467,0.00000000,0.53935608,0.08185609
-5.26163082,4.40975402,0.02553197,0.08710088,1.30765256,2.82443633,1.24546363,0.00000000,0.58817337,0.08812250
-5.25562781,4.50917154,0.02834636,0.09428512,1.38907926,2.80747162,1.30175642,0.00000000,0.63770001,0.09458969
-5.24962481,4.61735096,0.03130598,0.10153646,1.47160758,2.79723878,1.36042703,0.00000000,0.68739128,0.10119149
-5.24362181,4.73288818,0.03439679,0.10879766,1.55426805,2.79359862,1.42079540,0.00000000,0.73667239,0.10785595
-5.23761881,4.85402151,0.03760229,0.11601479,1.63603332,2.79612091,1.48209780,0.00000000,0.78495334,0.11450740
-5.23161581,4.97870117,0.04090381,0.12313978,1.71584855,2.80411381,1.54351183,0.00000000,0.83164527,0.12106873
-5.22561281,5.10467319,0.04428073,0.13013280,1.79266412,2.81666466,1.60418451,0.00000000,0.87617770,0.12746399
-5.21960980,5.22957373,0.04771082,0.13696447,1.86546914,2.83268992,1.66326262,0.00000000,0.91801589,0.13362089
-5.21360680,5.35102885,0.05117054,0.14361780,1.93332419,2.85099148,1.71992337,0.00000000,0.95667754,0.13947342
-5.20760380,5.46675496,0.05463542,0.15008956,1.99539174,2.87031654,1.77340424,0.00000000,0.99174805,0.14496421
-5.20160080,5.57465452,0.05808042,0.15639117,2.05096279,2.88941796,1.82303027,0.00000000,1.02289365,0.15004660
-5.19559780,5.67290238,0.06148024,0.16254886,2.09947846,2.90711205,1.86823758,0.00000000,1.04987157,0.15468636
-5.18959480,5.76001829,0.06480972,0.16860318,2.14054544,2.92233106,1.90859177,0.00000000,1.07253699,0.15886281
-5.18359180,5.83492195,0.06804409,0.17460763,2.17394460,2.93416794,1.94380031,0.00000000,1.09084609,0.16256942
-5.17758879,5.89696802,0.07115928,0.18062669,2.19963241,2.94191139,1.97371844,0.00000000,1.10485524,0.16581381
-5.17158579,5.94595949,0.07413217,0.18673302,2.21773504,2.94506986,1.99834803,0.00000000,1.11471621,0.16861701
-5.16558279,5.98213901,0.07694083,0.19300410,2.22853582,2.94338363,2.01782980,0.00000000,1.12066764,0.17101218
-5.15957979,6.00615893,0.07956474,0.19951841,2.23245638,2.93682493,2.03242915,0.00000000,1.12302316,0.17304269
-5.15357679,6.01903195,0.08198492,0.20635121,2.23003293,2.92558639,2.04251652,0.00000000,1.12215669,0.17475979
-5.14757379,6.02206514,0.08418418,0.21357016,2.22188864,2.91005902,2.04854333,0.00000000,1.11848568,0.17621982
-5.14157079,6.01678104,0.08614723,0.22123104,2.20870370,2.89080107,2.05101478,0.00000000,1.11245297,0.17748122
-5.13556778,6.00482997,0.08786081,0.22937360,2.19118457,2.86849971,2.05046100,0.00000000,1.10450829,0.17860141
-5.12956478,5.98789817,0.08931390,0.23801787,2.17003382,2.84392768,2.04740802,0.00000000,1.09509001,0.17963376
-5.12356178,5.96761632,0.09049775,0.24716114,2.14592210,2.81789712,2.04235006,0.00000000,1.08460820,0.18062472
-5.11755878,5.94547287,0.09140606,0.25677557,2.11946330,2.79121306,2.03572442,0.00000000,1.07342951,0.18161131
-5.11155578,5.92273638,0.09203500,0.26680683,2.09119400,2.76462861,2.02789028,0.00000000,1.06186468,0.18261908
-5.10555278,5.90039025,0.09238325,0.27717361,2.06155793,2.73880407,2.01911221,0.00000000,1.05015895,0.18366060
-5.09954977,5.87908259,0.09245203,0.28776829,2.03089579,2.71427158,2.00954917,0.00000000,1.03848582,0.18473463
-5.09354677,5.85909331,0.09224501,0.29845856,1.99944066,2.69140693,1.99924919,0.00000000,1.02694426,0.18582588
-5.08754377,5.84031934,0.09176824,0.30909011,1.96731876,2.67040939,1.98815002,0.00000000,1.01555926,0.18690550
-5.08154077,5.82227828,0.09102996,0.31949026,1.93455529,2.65129036,1.97608529,0.00000000,1.00428570,0.18793219
-5.07553777,5.80412971,0.09004040,0.32947238,1.90108455,2.63387100,1.96279574,0.00000000,0.99301506,0.18885383
-5.06953477,5.78471287,0.08881150,0.33884101,1.86676377,2.61778878,1.94794490,0.00000000,0.98158458,0.18960971
-5.06353177,5.76259849,0.08735666,0.34739745,1.83138968,2.60251233,1.93113813,0.00000000,0.96978846,0.19013303
-5.05752876,5.73615223,0.08569039,0.35494568,1.79471684,2.58736377,1.91194419,0.00000000,0.95739034,0.19035377
-5.05152576,5.70360677,0.08382799,0.36129826,1.75647690,2.57154743,1.88991820,0.00000000,0.94413666,0.19020158
-5.04552276,5.66313915,0.08178524,0.36628218,1.71639790,2.55418358,1.86462479,0.00000000,0.92977015,0.18960880
-5.03951976,5.61295017,0.07957811,0.36974432,1.67422259,2.53434568,1.83566070,0.00000000,0.91404298,0.18851327
-5.03351676,5.55134244,0.07722255,0.37155635,1.62972539,2.51109947,1.80267553,0.00000000,0.89672904,0.18686093
-5.02751376,5.47679402,0.07473424,0.37161889,1.58272706,2.48354237,1.76539009,0.00000000,0.87763486,0.18460808
-5.02151076,5.38802476,0.07212850,0.36986480,1.53310680,2.45084147,1.72361155,0.00000000,0.85660885,0.18172325
-5.01550775,5.28405282,0.06942023,0.36626143,1.48081145,2.41226866,1.67724492,0.00000000,0.83354853,0.17818854
-5.00950475,5.16423954,0.06662389,0.36081188,1.42586152,2.36723152,1.62630049,0.00000000,0.80840563,0.17400046
-5.00350175,5.02832095,0.06375354,0.35355504,1.36835408,2.31529873,1.57089715,0.00000000,0.78118889,0.16917022
-4.99749875,4.87642531,0.06082297,0.34456459,1.30846243,2.25621927,1.51126152,0.00000000,0.75196463,0.16372354
-4.99149575,4.70907606,0.05784577,0.33394692,1.24643293,2.18993452,1.44772323,0.00000000,0.72085510,0.15769988
-4.98549275,4.52718074,0.05483549,0.32183806,1.18257910,2.11658321,1.38070646,0.00000000,0.68803479,0.15115130
-4.97948974,4.33200655,0.05180574,0.30839983,1.11727334,2.03649906,1.31071845,0.00000000,0.65372506,0.14414080
-4.97348674,4.12514400,0.04877029,0.29381523,1.05093684,1.95020140,1.23833534,0.00000000,0.61818712,0.13674054
-4.96748374,3.90846048,0.04574313,0.27828334,0.98402796,1.85837963,1.16418611,0.00000000,0.58171393,0.12902960
-4.96148074,3.68404583,0.04273844,0.26201395,0.91702971,1.76187203,1.08893528,0.00000000,0.54462129,0.12109178
-4.95547774,3.45415249,0.03977060,0.24522200,0.85043679,1.66164047,1.01326498,0.00000000,0.50723845,0.11301325
-4.94947474,3.22113278,0.03685400,0.22812217,0.78474270,1.55874186,0.93785726,0.00000000,0.46989871,0.10488027
-4.94347174,2.98737582,0.03400297,0.21092372,0.72042746,1.45429804,0.86337711,0.00000000,0.43293026,0.09677700
-4.93746873,2.75524673,0.03123153,0.19382573,0.65794620,1.34946530,0.79045694,0.00000000,0.39664771,0.08878353
-4.93146573,2.52703037,0.02855316,0.17701299,0.59771930,1.24540489,0.71968290,0.00000000,0.36134441,0.08097413
-4.92546273,2.30488154,0.02598058,0.16065252,0.54012408,1.14325586,0.65158347,0.00000000,0.32728605,0.07341581
-4.91945973,2.09078332,0.02352549,0.14489092,0.48548841,1.04411103,0.58662068,0.00000000,0.29470540,0.06616719
-4.91345673,1.88651451,0.02119835,0.12985247,0.43408637,0.94899710,0.52518392,0.00000000,0.26379855,0.05927775
-4.90745373,1.69362694,0.01900818,0.11563810,0.38613594,0.85885936,0.46758664,0.00000000,0.23472257,0.05278733
-4.90145073,1.51343258,0.01696242,0.10232511,0.34179872,0.77455107,0.41406559,0.00000000,0.20759452,0.04672608
-4.89544772,1.34700022,0.01506680,0.08996762,0.30118137,0.69682780,0.36478253,0.00000000,0.18249187,0.04111463
-4.88944472,1.19516069,0.01332533,0.07859771,0.26433886,0.62634603,0.31982816,0.00000000,0.15945407,0.03596453
-4.88344172,1.05851950,0.01174026,0.06822700,0.23127885,0.56366572,0.27922778,0.00000000,0.13848513,0.03127898
-4.87743872,0.93747541,0.01031221,0.05884880,0.20196727,0.50925581,0.24294836,0.00000000,0.11955707,0.02705364
-4.87143572,0.83224309,0.00904023,0.05044039,0.17633439,0.46350201,0.21090655,0.00000000,0.10261395,0.02327764
-4.86543272,0.74287814,0.00792194,0.04296564,0.15428135,0.42671557,0.18297721,0.00000000,0.08757628,0.01993464
-4.85942971,0.66930267,0.00695375,0.03637761,0.13568649,0.39914215,0.15900197,0.00000000,0.07434569,0.01700389
-4.85342671,0.61132971,0.00613101,0.03062114,0.12041147,0.38096985,0.13879751,0.00000000,0.06280948,0.01446133
-4.84742371,0.56868501,0.00544821,0.02563531,0.10830664,0.37233531,0.12216317,0.00000000,0.05284509,0.01228057
-4.84142071,0.54102497,0.00489917,0.02135574,0.09921568,0.37332739,0.10888766,0.00000000,0.04432419,0.01043384
-4.83541771,0.52794990,0.00447719,0.01771658,0.09297918,0.38398782,0.09875467,0.00000000,0.03711638,0.00889280
-4.82941471,0.52901210,0.00417516,0.01465228,0.08943716,0.40430857,0.09154725,0.00000000,0.03109234,0.00762921
-4.82341171,0.54371864,0.00398571,0.01209903,0.08843058,0.43422605,0.08705094,0.00000000,0.02612652,0.00661553
-4.81740870,0.57152923,0.00390126,0.00999590,0.08980170,0.47361237,0.08505567,0.00000000,0.02209920,0.00582533
-4.81140570,0.61184977,0.00391402,0.00828569,0.09339374,0.52226427,0.08535665,0.00000000,0.01889804,0.00523363
-4.80540270,0.66402264,0.00401605,0.00691551,0.09904960,0.57989061,0.08775416,0.00000000,0.01641915,0.00481706
-4.79939970,0.72731498,0.00419918,0.00583714,0.10661023,0.64609936,0.09205279,0.00000000,0.01456768,0.00455396
-4.79339670,0.80090641,0.00445505,0.00500714,0.11591268,0.72038521,0.09806009,0.00000000,0.01325805,0.00442444
-4.78739370,0.88387774,0.00477497,0.00438689,0.12678813,0.80211926,0.10558497,0.00000000,0.01241384,0.00441029
-4.78139070,0.97520217,0.00514998,0.00394237,0.13906018,0.89054170,0.11443622,0.00000000,0.01196752,0.00449488
-4.77538769,1.07374040,0.00557075,0.00364394,0.15254358,0.98475884,0.12442120,0.00000000,0.01185985,0.00466309
-4.76938469,1.17824098,0.00602758,0.00346609,0.16704371,1.08374539,0.13534503,0.00000000,0.01203936,0.00490113
-4.76338169,1.28734664,0.00651044,0.00338707,0.18235687,1.18635259,0.14701044,0.00000000,0.01246165,0.00519643
-4.75737869,1.39960732,0.00700904,0.00338856,0.19827146,1.29132274,0.15921834,0.00000000,0.01308872,0.00553753
-4.75137569,1.51350002,0.00751285,0.00345545,0.21457025,1.39731003,0.17176927,0.00000000,0.01388834,0.00591395
-4.74537269,1.62745508,0.00801128,0.00357548,0.23103350,1.50290733,0.18446564,0.00000000,0.01483350,0.00631615
-4.73936968,1.73988835,0.00849382,0.00373907,0.24744310,1.60667827,0.19711472,0.00000000,0.01590188,0.00673545
-4.73336668,1.84923788,0.00895021,0.00393917,0.26358729,1.70719341,0.20953241,0.00000000,0.01707544,0.00716404
-4.72736368,1.95400390,0.00937068,0.00417111,0.27926604,1.80306913,0.22154738,0.00000000,0.01834007,0.00759495
-4.72136068,2.05279010,0.00974614,0.00443255,0.29429664,1.89300759,0.23300562,0.00000000,0.01968538,0.00802208
-4.71535768,2.14434449,0.01006839,0.00472348,0.30851937,1.97583598,0.24377506,0.00000000,0.02110446,0.00844020
-4.70935468,2.22759783,0.01033036,0.00504624,0.32180296,2.05054332,0.25375002,0.00000000,0.02259376,0.00884504
-4.70335168,2.30169768,0.01052628,0.00540552,0.33404944,2.11631286,0.26285531,0.00000000,0.02415302,0.00923323
-4.69734867,2.36603649,0.01065185,0.00580849,0.34519838,2.17254887,0.27104972,0.00000000,0.02578518,0.00960238
-4.69134567,2.42027233,0.01070429,0.00626482,0.35523011,2.21889625,0.27832874,0.00000000,0.02749633,0.00995110
-4.68534267,2.46434117,0.01068252,0.00678674,0.36416778,2.25525222,0.28472627,0.00000000,0.02929566,0.01027894
-4.67933967,2.49846022,0.01058705,0.00738906,0.37207827,2.28176960,0.29031532,0.00000000,0.03119540,0.01058640
-4.67333667,2.52312214,0.01042003,0.00808912,0.37907177,2.29885143,0.29520750,0.00000000,0.03321068,0.01087486
-4.66733367,2.53908037,0.01018510,0.00890675,0.38530007,2.30713754,0.29955145,0.00000000,0.03535945,0.01114657
-4.66133067,2.54732642,0.00988727,0.00986401,0.39095364,2.30748351,0.30352995,0.00000000,0.03766222,0.01140451
-4.65532766,2.54906000,0.00953273,0.01098505,0.39625745,2.30093326,0.30735616,0.00000000,0.04014188,0.01165236
-4.64932466,2.54565335,0.00912863,0.01229564,0.40146588,2.28868637,0.31126864,0.00000000,0.04282334,0.01189437
-4.64332166,2.53861119,0.00868283,0.01382276,0.40685657,2.27206161,0.31552570,0.00000000,0.04573315,0.01213529
