energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.86391203,0.00626248,0.10054807,0.02211516,0.30219134,0.24154170,0.12889468,0.22107556,0.07688649
-5.99399700,0.89289750,0.00601512,0.10333193,0.02167527,0.31300873,0.26123878,0.13029276,0.23446402,0.07930473
-5.98799400,0.92417380,0.00577588,0.10636219,0.02115414,0.32447642,0.28203384,0.13196226,0.24876093,0.08200433
-5.98199100,0.95740915,0.00554106,0.10959442,0.02055297,0.33647983,0.30375453,0.13385633,0.26383600,0.08496139
-5.97598799,0.99225810,0.00530809,0.11298379,0.01987571,0.34889951,0.32619876,0.13593306,0.27954054,0.08815062
-5.96998499,1.02835094,0.00507538,0.11648413,0.01912869,0.36160787,0.34913478,0.13815361,0.29570575,0.09154410
-5.96398199,1.06528411,0.00484224,0.12004697,0.01832026,0.37446628,0.37230250,0.14048017,0.31214177,0.09510993
-5.95797899,1.10261254,0.00460870,0.12362076,0.01746034,0.38732283,0.39541603,0.14287411,0.32863789,0.09881126
-5.95197599,1.13984493,0.00437540,0.12715043,0.01655995,0.40001116,0.41816774,0.14529427,0.34496401,0.10260542
-5.94597299,1.17644261,0.00414340,0.13057721,0.01563071,0.41235039,0.44023358,0.14769567,0.36087345,0.10644350
-5.93996998,1.21182252,0.00391402,0.13383891,0.01468443,0.42414652,0.46127981,0.15002867,0.37610717,0.11027037
-5.93396698,1.24536446,0.00368875,0.13687063,0.01373262,0.43519517,0.48097073,0.15223877,0.39039926,0.11402508
-5.92796398,1.27642258,0.00346907,0.13960587,0.01278620,0.44528564,0.49897733,0.15426696,0.40348367,0.11764181
-5.92196098,1.30434081,0.00325644,0.14197804,0.01185517,0.45420631,0.51498649,0.15605068,0.41510184,0.12105121
-5.91595798,1.32847143,0.00305213,0.14392226,0.01094837,0.46175091,0.52871040,0.15752533,0.42501090,0.12418218
-5.90995498,1.34819611,0.00285726,0.14537742,0.01007336,0.46772562,0.53989585,0.15862629,0.43299231,0.12696394
-5.90395198,1.36294831,0.00267275,0.14628836,0.00923637,0.47195650,0.54833288,0.15929117,0.43886025,0.12932834
-5.89794897,1.37223588,0.00249931,0.14660801,0.00844225,0.47429691,0.55386263,0.15946241,0.44246960,0.13121228
-5.89194597,1.37566279,0.00233750,0.14629947,0.00769455,0.47463457,0.55638389,0.15908984,0.44372299,0.13256009
-5.88594297,1.37294868,0.00218772,0.14533782,0.00699565,0.47289789,0.55585811,0.15813317,0.44257672,0.13332585
-5.87993997,1.36394545,0.00205030,0.14371160,0.00634686,0.46906122,0.55231273,0.15656424,0.43904502,0.13347537
-5.87393697,1.34864968,0.00192553,0.14142389,0.00574863,0.46314874,0.54584258,0.15436891,0.43320268,0.13298787
-5.86793397,1.32721060,0.00181374,0.13849289,0.00520074,0.45523684,0.53660941,0.15154845,0.42518579,0.13185723
-5.86193097,1.29993281,0.00171533,0.13495202,0.00470244,0.44545479,0.52483947,0.14812039,0.41519049,0.13009270
-5.85592796,1.26727389,0.00163081,0.13084943,0.00425267,0.43398370,0.51081934,0.14411877,0.40346988,0.12771907
-5.84992496,1.22983677,0.00156088,0.12624713,0.00385022,0.42105384,0.49489010,0.13959377,0.39032918,0.12477636
-5.84392196,1.18835726,0.00150640,0.12121952,0.00349387,0.40694026,0.47744014,0.13461076,0.37611917,0.12131888
-5.83791896,1.14368732,0.00146848,0.11585163,0.00318250,0.39195715,0.45889673,0.12924882,0.36122846,0.11741386
-5.83191596,1.09677452,0.00144838,0.11023699,0.00291520,0.37645084,0.43971681,0.12359878,0.34607458,0.11313965
-5.82591296,1.04863878,0.00144758,0.10447533,0.00269130,0.36079192,0.42037707,0.11776083,0.33109428,0.10858354
-5.81990995,1.00034692,0.00146770,0.09867000,0.00251045,0.34536664,0.40136376,0.11184200,0.31673344,0.10383926
-5.81390695,0.95298605,0.00151047,0.09292552,0.00237257,0.33056777,0.38316231,0.10595327,0.30343673,0.09900444
-5.80790395,0.90763665,0.00157768,0.08734501,0.00227786,0.31678536,0.36624711,0.10020679,0.29163736,0.09417786
-5.80190095,0.86534587,0.00167107,0.08202777,0.00222675,0.30439742,0.35107150,0.09471295,0.28174708,0.08945676
-5.79589795,0.82710196,0.00179229,0.07706705,0.00221983,0.29376087,0.33805817,0.08957774,0.27414668,0.08493423
-5.78989495,0.79381028,0.00194281,0.07254793,0.00225774,0.28520284,0.32759012,0.08490008,0.26917715,0.08069681
-5.78389195,0.76627129,0.00212378,0.06854554,0.00234109,0.27901253,0.32000217,0.08076955,0.26713146,0.07682226
-5.77788894,0.74516112,0.00233599,0.06512345,0.00247035,0.27543374,0.31557318,0.07726432,0.26824732,0.07337764
-5.77188594,0.73101471,0.00257972,0.06233241,0.00264570,0.27465816,0.31451912,0.07444930,0.27270068,0.07041775
-5.76588294,0.72421207,0.00285472,0.06020926,0.00286692,0.27681967,0.31698692,0.07237478,0.28060040,0.06798387
-5.75987994,0.72496762,0.00316004,0.05877625,0.00313329,0.28198949,0.32304938,0.07107518,0.29198382,0.06610289
-5.75387694,0.73332295,0.00349407,0.05804050,0.00344342,0.29017264,0.33270124,0.07056834,0.30681364,0.06478685
-5.74787394,0.74914305,0.00385439,0.05799390,0.00379520,0.30130550,0.34585652,0.07085494,0.32497596,0.06403282
-5.74187094,0.77211628,0.00423782,0.05861314,0.00418565,0.31525486,0.36234733,0.07191843,0.34627979,0.06382316
-5.73586793,0.80175805,0.00464039,0.05986014,0.00461094,0.33181841,0.38192441,0.07372514,0.37045806,0.06412621
-5.72986493,0.83741854,0.00505734,0.06168273,0.00506630,0.35072679,0.40425945,0.07622487,0.39717031,0.06489723
-5.72386193,0.87829429,0.00548323,0.06401568,0.00554601,0.37164743,0.42894944,0.07935172,0.42600709,0.06607976
-5.71785893,0.92344384,0.00591200,0.06678198,0.00604349,0.39419003,0.45552307,0.08302528,0.45649630,0.06760718
-5.71185593,0.97180723,0.00633708,0.06989449,0.00655134,0.41791383,0.48344938,0.08715227,0.48811130,0.06940461
-5.70585293,1.02222906,0.00675153,0.07325781,0.00706148,0.44233652,0.51214832,0.09162832,0.52028094,0.07139095
-5.69984992,1.07348489,0.00714823,0.07677047,0.00756530,0.46694475,0.54100344,0.09634028,0.55240125,0.07348114
-5.69384692,1.12431038,0.00752004,0.08032736,0.00805382,0.49120599,0.56937622,0.10116864,0.58384869,0.07558851
-5.68784392,1.17343243,0.00786003,0.08382228,0.00851799,0.51458140,0.59662169,0.10599033,0.61399464,0.07762713
-5.68184092,1.21960161,0.00816164,0.08715066,0.00894887,0.53653954,0.62210512,0.11068159,0.64222072,0.07951415
-5.67583792,1.26162481,0.00841893,0.09021231,0.00933790,0.55657029,0.64521899,0.11512106,0.66793452,0.08117213
-5.66983492,1.29839715,0.00862673,0.09291403,0.00967721,0.57419870,0.66539980,0.11919281,0.69058525,0.08253105
-5.66383192,1.32893208,0.00878084,0.09517225,0.00995983,0.58899820,0.68214403,0.12278938,0.70967873,0.08353020
-5.65782891,1.35238854,0.00887817,0.09691520,0.01017996,0.60060270,0.69502270,0.12581466,0.72479115,0.08411976
-5.65182591,1.36809418,0.00891686,0.09808497,0.01033316,0.60871717,0.70369387,0.12818644,0.73558118,0.08426199
-5.64582291,1.37556383,0.00889635,0.09863898,0.01041658,0.61312615,0.70791255,0.12983872,0.74179972,0.08393214
-5.63981991,1.37451246,0.00881744,0.09855113,0.01042901,0.61370009,0.70753768,0.13072353,0.74329719,0.08311882
-5.63381691,1.36486220,0.00868227,0.09781227,0.01037107,0.61039904,0.70253580,0.13081225,0.74002775,0.08182410
-5.62781391,1.34674314,0.00849432,0.09643029,0.01024516,0.60327370,0.69298138,0.13009644,0.73205057,0.08006309
-5.62181091,1.32048800,0.00825826,0.09442958,0.01005548,0.59246378,0.67905362,0.12858803,0.71952786,0.07786326
-5.61580790,1.28662100,0.00797992,0.09184999,0.00980796,0.57819378,0.66103015,0.12631903,0.70271991,0.07526334
-5.60980490,1.24584145,0.00766611,0.08874539,0.00951017,0.56076637,0.63927770,0.12334061,0.68197736,0.07231196
-5.60380190,1.19900289,0.00732445,0.08518181,0.00917114,0.54055380,0.61424038,0.11972174,0.65773092,0.06906612
-5.59779890,1.14708869,0.00696321,0.08123528,0.00880122,0.51798756,0.58642597,0.11554737,0.63047925,0.06558946
-5.59179590,1.09118528,0.00659113,0.07698950,0.00841189,0.49354696,0.55639094,0.11091629,0.60077518,0.06195048
-5.58579290,1.03245398,0.00621721,0.07253347,0.00801552,0.46774693,0.52472477,0.10593871,0.56921118,0.05822080
-5.57978989,0.97210273,0.00585055,0.06795901,0.00762527,0.44112562,0.49203426,0.10073367,0.53640441,0.05447337
-5.57378689,0.91135859,0.00550017,0.06335851,0.00725481,0.41423229,0.45892840,0.09542648,0.50298198,0.05078097
-5.56778389,0.85144200,0.00517485,0.05882285,0.00691821,0.38761580,0.42600438,0.09014608,0.46956696,0.04721467
-5.56178089,0.79354355,0.00488294,0.05443948,0.00662980,0.36181413,0.39383507,0.08502256,0.43676557,0.04384268
-5.55577789,0.73880374,0.00463232,0.05029096,0.00640404,0.33734510,0.36295842,0.08018496,0.40515574,0.04072928
