energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,7.61885942,0.01312343,2.51668427,0.10022623,1.02327377,1.87363909,1.33700901
-5.99399700,7.51721387,0.01316108,2.48522426,0.10050111,1.00703077,1.84889699,1.31964752
-5.98799400,7.38066307,0.01314767,2.44215722,0.10046464,0.98607783,1.81482061,1.29619982
-5.98199100,7.21216700,0.01308758,2.38848345,0.10014558,0.96079991,1.77219236,1.26718419
-5.97598799,7.01523243,0.01298617,2.32538973,0.09957977,0.93165027,1.72194326,1.23321539
-5.96998499,6.79381955,0.01284964,2.25421689,0.09880915,0.89913901,1.66512601,1.19498826
-5.96398199,6.55223506,0.01268483,2.17642272,0.09788056,0.86382011,1.60288473,1.15325902
-5.95797899,6.29501550,0.01249895,2.09354161,0.09684425,0.82627725,1.53642230,1.10882475
-5.95197599,6.02680484,0.01229932,2.00714220,0.09575211,0.78710907,1.46696657,1.06250180
-5.94597299,5.75223073,0.01209315,1.91878472,0.09465594,0.74691420,1.39573667,1.01510396
-5.93996998,5.47578379,0.01188724,1.82997942,0.09360552,0.70627668,1.32391062,0.96742115
-5.93396698,5.20170430,0.01168773,1.74214769,0.09264676,0.66575225,1.25259532,0.92019939
-5.92796398,4.93388014,0.01149990,1.65658714,0.09181999,0.62585599,1.18280005,0.87412264
-5.92196098,4.67575950,0.01132797,1.57444186,0.09115846,0.58705160,1.11541421,0.82979741
-5.91595798,4.43028121,0.01117498,1.49667891,0.09068705,0.54974284,1.05118998,0.78774028
-5.90995498,4.19982462,0.01104265,1.42407150,0.09042140,0.51426721,0.99073045,0.74836903
-5.90395198,3.98618021,0.01093139,1.35718951,0.09036736,0.48089199,0.93448321,0.71199729
-5.89794897,3.79054129,0.01084031,1.29639718,0.09052092,0.44981286,0.88273957,0.67883306
-5.89194597,3.61351594,0.01076728,1.24185793,0.09086848,0.42115477,0.83563906,0.64898068
-5.88594297,3.45515790,0.01070908,1.19354565,0.09138761,0.39497506,0.79317877,0.62244627
-5.87993997,3.31501405,0.01066156,1.15126169,0.09204802,0.37126852,0.75522686,0.59914600
-5.87393697,3.19218554,0.01061984,1.11465657,0.09281302,0.34997406,0.72153951,0.57891692
-5.86793397,3.08539953,0.01057860,1.08325530,0.09364107,0.33098260,0.69178047,0.56152950
-5.86193097,2.99308753,0.01053224,1.05648489,0.09448749,0.31414579,0.66554212,0.54670147
-5.85592796,2.91346710,0.01047525,1.03370302,0.09530628,0.29928510,0.64236729,0.53411222
-5.84992496,2.84462297,0.01040234,1.01422633,0.09605188,0.28620105,0.62177082,0.52341709
-5.84392196,2.78458467,0.01030876,0.99735757,0.09668076,0.27468191,0.60326006,0.51426102
-5.83791896,2.73139752,0.01019043,0.98241019,0.09715290,0.26451185,0.58635358,0.50629110
-5.83191596,2.68318496,0.01004415,0.96872999,0.09743298,0.25547819,0.57059758,0.49916750
-5.82591296,2.63820050,0.00986767,0.95571301,0.09749128,0.24737748,0.55557943,0.49257270
-5.81990995,2.59486840,0.00965978,0.94281943,0.09730427,0.24002043,0.54093826,0.48621863
-5.81390695,2.55181280,0.00942033,0.92958343,0.09685493,0.23323565,0.52637241,0.47985183
-5.80790395,2.50787562,0.00915018,0.91561900,0.09613275,0.22687216,0.51164373,0.47325676
-5.80190095,2.46212426,0.00885120,0.90062224,0.09513342,0.22080084,0.49657916,0.46625718
-5.79589795,2.41385036,0.00852610,0.88437044,0.09385846,0.21491488,0.48106962,0.45871612
-5.78989495,2.36256116,0.00817834,0.86671858,0.09231451,0.20912957,0.46506687,0.45053457
-5.78389195,2.30796548,0.00781197,0.84759395,0.09051269,0.20338132,0.44857861,0.44164925
-5.77788894,2.24995582,0.00743151,0.82698940,0.08846779,0.19762641,0.43166235,0.43202976
-5.77188594,2.18858852,0.00704176,0.80495594,0.08619753,0.19183938,0.41441857,0.42167541
-5.76588294,2.12406335,0.00664766,0.78159516,0.08372191,0.18601139,0.39698346,0.41061203
-5.75987994,2.05670358,0.00625414,0.75705185,0.08106256,0.18014855,0.37952183,0.39888881
-5.75387694,1.98693768,0.00586604,0.73150728,0.07824227,0.17427036,0.36222015,0.38657546
-5.74787394,1.91528276,0.00548797,0.70517306,0.07528457,0.16840822,0.34528033,0.37375969
-5.74187094,1.84233023,0.00512424,0.67828588,0.07221349,0.16260416,0.32891403,0.36054496
-5.73586793,1.76873329,0.00477882,0.65110295,0.06905335,0.15690965,0.31333774,0.34704857
-5.72986493,1.69519611,0.00445527,0.62389804,0.06582864,0.15138448,0.29876856,0.33339991
-5.72386193,1.62246399,0.00415677,0.59695792,0.06256396,0.14609571,0.28542067,0.31973886
-5.71785893,1.55131414,0.00388607,0.57057909,0.05928394,0.14111657,0.27350226,0.30621410
-5.71185593,1.48254641,0.00364557,0.54506447,0.05601321,0.13652530,0.26321298,0.29298140
-5.70585293,1.41697367,0.00343724,0.52072004,0.05277628,0.13240390,0.25474173,0.28020171
-5.69984992,1.35541144,0.00326274,0.49785123,0.04959742,0.12883677,0.24826465,0.26803905
-5.69384692,1.29866690,0.00312340,0.47675911,0.04650044,0.12590919,0.24394334,0.25665813
-5.68784392,1.24752717,0.00302027,0.45773634,0.04350848,0.12370576,0.24192333,0.24622193
-5.68184092,1.20274738,0.00295414,0.44106314,0.04064372,0.12230881,0.24233269,0.23688904
-5.67583792,1.16503898,0.00292557,0.42700327,0.03792708,0.12179678,0.24528094,0.22881116
-5.66983492,1.13505875,0.00293490,0.41580039,0.03537788,0.12224274,0.25085843,0.22213063
-5.66383192,1.11339936,0.00298233,0.40767493,0.03301357,0.12371307,0.25913609,0.21697833
-5.65782891,1.10058187,0.00306786,0.40282175,0.03084947,0.12626638,0.27016580,0.21347193
-5.65182591,1.09705073,0.00319139,0.40140868,0.02889853,0.12995268,0.28398150,0.21171463
-5.64582291,1.10317171,0.00335268,0.40357616,0.02717125,0.13481293,0.30060087,0.21179446
-5.63981991,1.11923265,0.00355143,0.40943783,0.02567561,0.14087886,0.32002782,0.21378423
-5.63381691,1.14544698,0.00378725,0.41908223,0.02441711,0.14817310,0.34225548,0.21774190
-5.62781391,1.18195959,0.00405969,0.43257523,0.02339891,0.15670958,0.36726970,0.22371148
-5.62181091,1.22885425,0.00436827,0.44996302,0.02262202,0.16649402,0.39505268,0.23172426
-5.61580790,1.28616175,0.00471246,0.47127528,0.02208555,0.17752448,0.42558648,0.24180013
-5.60980490,1.35386759,0.00509172,0.49652810,0.02178702,0.18979181,0.45885611,0.25394886
-5.60380190,1.43191813,0.00550543,0.52572625,0.02172263,0.20327994,0.49485171,0.26817108
-5.59779890,1.52022403,0.00595290,0.55886433,0.02188756,0.21796569,0.53356944,0.28445874
-5.59179590,1.61865989,0.00643331,0.59592632,0.02227616,0.23381831,0.57501083,0.30279488
-5.58579290,1.72705936,0.00694566,0.63688339,0.02288216,0.25079833,0.61918011,0.32315260
-5.57978989,1.84520531,0.00748870,0.68168966,0.02369868,0.26885600,0.66607958,0.34549298
-5.57378689,1.97281473,0.00806081,0.73027588,0.02471824,0.28792917,0.71570270,0.36976222
-5.56778389,2.10951907,0.00865995,0.78254120,0.02593258,0.30794072,0.76802526,0.39588777
-5.56178089,2.25484061,0.00928353,0.83834333,0.02733246,0.32879580,0.82299466,0.42377392
-5.55577789,2.40816629,0.00992827,0.89748762,0.02890733,0.35037887,0.88051803,0.45329687
-5.54977489,2.56872081,0.01059019,0.95971572,0.03064491,0.37255103,0.94044954,0.48429970
-5.54377189,2.73554085,0.01126445,1.02469454,0.03253083,0.39514769,1.00257785,0.51658776
-5.53776888,2.90745288,0.01194535,1.09200652,0.03454819,0.41797704,1.06661445,0.54992463
-5.53176588,3.08305686,0.01262630,1.16114209,0.03667718,0.44081941,1.13218384,0.58402936
-5.52576288,3.26071790,0.01329982,1.23149518,0.03889485,0.46342800,1.19881651,0.61857532
-5.51975988,3.43856807,0.01395764,1.30236258,0.04117492,0.48553095,1.26594543,0.65319083
-5.51375688,3.61451976,0.01459078,1.37294787,0.04348780,0.50683500,1.33290688,0.68746226
-5.50775388,3.78629153,0.01518976,1.44237030,0.04580077,0.52703072,1.39894615,0.72093931
-5.50175088,3.95144696,0.01574475,1.50967883,0.04807839,0.54579929,1.46322830,0.75314284
-5.49574787,4.10744577,0.01624588,1.57387121,0.05028306,0.56282068,1.52485412,0.78357500
-5.48974487,4.25170629,0.01668348,1.63391770,0.05237582,0.57778284,1.58288096,0.81173152
-5.48374187,4.38167722,0.01704840,1.68878880,0.05431734,0.59039186,1.63634795,0.83711558
-5.47773887,4.49491612,0.01733231,1.73748599,0.05606897,0.60038235,1.68430461,0.85925308
-5.47173587,4.58917168,0.01752799,1.77907432,0.05759397,0.60752790,1.72584209,0.87770837
-5.46573287,4.66246625,0.01762964,1.81271554,0.05885875,0.61165101,1.76012549,0.89210014
-5.45972986,4.71317508,0.01763308,1.83770037,0.05983411,0.61263202,1.78642611,0.90211646
-5.45372686,4.74009885,0.01753598,1.85347845,0.06049638,0.61041686,1.80415211,0.90752858
