energy_ev,total_up,Ag_p_up,Ag_d_up,In_p_up,In_d_up,Se_s_up,Se_p_up
-6.00000000,5.76115744,0.50086431,5.09757098,0.39709338,0.01190252,0.01933248,0.16560592
-5.99399700,5.76126608,0.50365984,5.09978651,0.40081387,0.01194430,0.01992369,0.16381492
-5.98799400,5.75102039,0.50562550,5.09250145,0.40386910,0.01196142,0.02050954,0.16188195
-5.98199100,5.73082879,0.50680745,5.07609268,0.40624218,0.01195419,0.02108978,0.15982995
-5.97598799,5.70138501,0.50728168,5.05119305,0.40793900,0.01192354,0.02166490,0.15768521
-5.96998499,5.66365818,0.50715252,5.01868229,0.40898760,0.01187097,0.02223616,0.15547723
-5.96398199,5.61887357,0.50655015,4.97966973,0.40943685,0.01179857,0.02280544,0.15323862
-5.95797899,5.56848465,0.50562694,4.93546928,0.40935445,0.01170891,0.02337523,0.15100467
-5.95197599,5.51413716,0.50455312,4.88756723,0.40882438,0.01160504,0.02394847,0.14881299
-5.94597299,5.45762641,0.50351150,4.83758402,0.40794395,0.01149032,0.02452848,0.14670293
-5.93996998,5.40084891,0.50269183,4.78723091,0.40682040,0.01136841,0.02511881,0.14471489
-5.93396698,5.34574985,0.50228471,4.73826291,0.40556733,0.01124310,0.02572311,0.14288955
-5.92796398,5.29426790,0.50247539,4.69242926,0.40430106,0.01111824,0.02634495,0.14126703
-5.92196098,5.24827885,0.50343760,4.65142290,0.40313681,0.01099757,0.02698771,0.13988589
-5.91595798,5.20953981,0.50532770,4.61683024,0.40218506,0.01088469,0.02765435,0.13878219
-5.90995498,5.17963540,0.50827918,4.59008291,0.40154801,0.01078288,0.02834729,0.13798842
-5.90395198,5.15992763,0.51239776,4.57241255,0.40131626,0.01069505,0.02906821,0.13753256
-5.89794897,5.15151083,0.51775731,4.56481034,0.40156581,0.01062361,0.02981789,0.13743705
-5.89194597,5.15517308,0.52439648,4.56799226,0.40235536,0.01057043,0.03059602,0.13771793
-5.88594297,5.17136554,0.53231634,4.58237146,0.40372413,0.01053679,0.03140108,0.13838401
-5.87993997,5.20018049,0.54147899,4.60803863,0.40569003,0.01052332,0.03223019,0.13943628
-5.87393697,5.24133938,0.55180722,4.64475130,0.40824851,0.01052996,0.03307901,0.14086739
-5.86793397,5.29419127,0.56318522,4.69193258,0.41137187,0.01055601,0.03394166,0.14266143
-5.86193097,5.35772222,0.57546030,4.74867988,0.41500930,0.01060011,0.03481073,0.14479386
-5.85592796,5.43057558,0.58844564,4.81378344,0.41908748,0.01066031,0.03567726,0.14723176
-5.84992496,5.51108302,0.60192403,4.88575454,0.42351191,0.01073407,0.03653088,0.14993426
-5.84392196,5.59730541,0.61565239,4.96286270,0.42816886,0.01081840,0.03735993,0.15285330
-5.83791896,5.68708268,0.62936711,5.04318086,0.43292798,0.01090989,0.03815171,0.15593457
-5.83191596,5.77809109,0.64279001,5.12463718,0.43764548,0.01100485,0.03889270,0.15911868
-5.82591296,5.86790609,0.65563475,5.20507194,0.44216774,0.01109937,0.03956896,0.16234248
-5.81990995,5.95406888,0.66761353,5.28229745,0.44633546,0.01118950,0.04016648,0.16554059
-5.81390695,6.03415419,0.67844400,5.35415909,0.44998789,0.01127127,0.04067159,0.16864688
-5.80790395,6.10583715,0.68785595,5.41859538,0.45296738,0.01134087,0.04107146,0.17159614
-5.80190095,6.16695682,0.69559787,5.47369471,0.45512380,0.01139473,0.04135448,0.17432551
-5.79589795,6.21557420,0.70144296,5.51774719,0.45631877,0.01142961,0.04151072,0.17677602
-5.78989495,6.25002289,0.70519453,5.54928945,0.45642968,0.01144269,0.04153236,0.17889386
-5.78389195,6.26895060,0.70669064,5.56714137,0.45535311,0.01143164,0.04141400,0.18063152
-5.77788894,6.27135061,0.70580777,5.57043337,0.45300778,0.01139464,0.04115298,0.18194871
-5.77188594,6.25658222,0.70246353,5.55862397,0.44933678,0.01133046,0.04074958,0.18281304
-5.76588294,6.22438010,0.69661826,5.53150714,0.44430906,0.01123846,0.04020714,0.18320044
-5.75987994,6.17485273,0.68827553,5.48921006,0.43792010,0.01111855,0.03953207,0.18309542
-5.75387694,6.10847066,0.67748161,5.43218162,0.43019196,0.01097124,0.03873385,0.18249102
-5.74787394,6.02604555,0.66432384,5.36117281,0.42117239,0.01079758,0.03782478,0.18138860
-5.74187094,5.92870137,0.64892812,5.27721019,0.41093341,0.01059908,0.03681980,0.17979745
-5.73586793,5.81783918,0.63145557,5.18156377,0.39956918,0.01037774,0.03573617,0.17773431
-5.72986493,5.69509705,0.61209842,5.07571067,0.38719349,0.01013590,0.03459304,0.17522273
-5.72386193,5.56230680,0.59107548,4.96129608,0.37393673,0.00987624,0.03341104,0.17229237
-5.71785893,5.42144868,0.56862704,4.84009264,0.35994266,0.00960170,0.03221184,0.16897828
-5.71185593,5.27460573,0.54500968,4.71395955,0.34536496,0.00931538,0.03101761,0.16532015
-5.70585293,5.12391844,0.52049089,4.58480220,0.33036382,0.00902049,0.02985060,0.16136153
-5.69984992,4.97154104,0.49534372,4.45453325,0.31510244,0.00872032,0.02873258,0.15714910
-5.69384692,4.81959980,0.46984164,4.32503572,0.29974374,0.00841810,0.02768449,0.15273188
-5.68784392,4.67015412,0.44425359,4.19812850,0.28444728,0.00811701,0.02672595,0.14816055
-5.68184092,4.52516073,0.41883943,4.07553472,0.26936633,0.00782009,0.02587492,0.14348666
-5.67583792,4.38644143,0.39384583,3.95885336,0.25464538,0.00753019,0.02514740,0.13876194
-5.66983492,4.25565469,0.36950262,3.84953415,0.24041787,0.00724994,0.02455714,0.13403758
-5.66383192,4.13427142,0.34601965,3.74885636,0.22680436,0.00698169,0.02411550,0.12936354
-5.65782891,4.02355529,0.32358433,3.65791159,0.21391098,0.00672751,0.02383124,0.12478784
