energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.80790395,1.08914094,0.02521350,0.00646968,0.31297360,0.06220783,0.00304251,0.79311855,0.41039096,0.26237846
-5.80190095,1.15072345,0.02497500,0.00741222,0.33049607,0.06942308,0.00291995,0.84203153,0.44255442,0.26692999
-5.79589795,1.21707676,0.02470754,0.00848659,0.34883996,0.07746970,0.00279445,0.89453268,0.47663267,0.27191247
-5.78989495,1.28829538,0.02442014,0.00969949,0.36793246,0.08638466,0.00266884,0.95064151,0.51251418,0.27741979
-5.78389195,1.36439234,0.02412064,0.01105726,0.38767807,0.09619770,0.00254583,1.01031557,0.55005145,0.28353211
-5.77788894,1.44528866,0.02381543,0.01256558,0.40795851,0.10692921,0.00242798,1.07344402,0.58906046,0.29031303
-5.77188594,1.53080552,0.02350932,0.01422911,0.42863353,0.11858814,0.00231756,1.13984303,0.62932093,0.29780751
-5.76588294,1.62065913,0.02320546,0.01605120,0.44954253,0.13116996,0.00221657,1.20925309,0.67057757,0.30604071
-5.75987994,1.71445837,0.02290538,0.01803360,0.47050688,0.14465482,0.00212664,1.28133828,0.71254213,0.31501760
-5.75387694,1.81170509,0.02260913,0.02017612,0.49133277,0.15900594,0.00204903,1.35568735,0.75489616,0.32472343
-5.74787394,1.91179718,0.02231545,0.02247641,0.51181449,0.17416834,0.00198460,1.43181661,0.79729433,0.33512482
-5.74187094,2.01403408,0.02202199,0.02492977,0.53173805,0.19006799,0.00193382,1.50917454,0.83936845,0.34617145
-5.73586793,2.11762492,0.02172558,0.02752895,0.55088493,0.20661153,0.00189679,1.58714817,0.88073182,0.35779814
-5.72986493,2.22169902,0.02142255,0.03026411,0.56903590,0.22368649,0.00187324,1.66507096,0.92098417,0.36992730
-5.72386193,2.32531875,0.02110896,0.03312277,0.58597496,0.24116220,0.00186259,1.74223246,0.95971706,0.38247153
-5.71785893,2.42749478,0.02078090,0.03608989,0.60149311,0.25889145,0.00186398,1.81788947,0.99651969,0.39533625
-5.71185593,2.52720346,0.02043472,0.03914802,0.61539226,0.27671267,0.00187634,1.89127883,1.03098534,0.40842238
-5.70585293,2.62340640,0.02006721,0.04227749,0.62748897,0.29445302,0.00189842,1.96163163,1.06271828,0.42162885
-5.69984992,2.71507185,0.01967581,0.04545677,0.63761827,0.31193185,0.00192890,2.02818888,1.09134118,0.43485494
-5.69384692,2.80119760,0.01925871,0.04866279,0.64563738,0.32896488,0.00196643,2.09021824,1.11650305,0.44800250
-5.68784392,2.88083511,0.01881492,0.05187137,0.65142947,0.34536863,0.00200970,2.14703166,1.13788753,0.46097784
-5.68184092,2.95311400,0.01834432,0.05505769,0.65490722,0.36096523,0.00205753,2.19800339,1.15522130,0.47369348
-5.67583792,3.01726647,0.01784769,0.05819676,0.65601631,0.37558716,0.00210892,2.24258788,1.16828257,0.48606959
-5.66983492,3.07265059,0.01732665,0.06126389,0.65473855,0.38908199,0.00216313,2.28033702,1.17690914,0.49803527
-5.66383192,3.11877180,0.01678367,0.06423521,0.65109454,0.40131672,0.00221972,2.31091594,1.18100578,0.50952959
-5.65782891,3.15530140,0.01622193,0.06708805,0.64514580,0.41218167,0.00227863,2.33411678,1.18055060,0.52050241
-5.65182591,3.18209141,0.01564534,0.06980135,0.63699597,0.42159365,0.00234020,2.34986957,1.17559990,0.53091503
-5.64582291,3.19918474,0.01505832,0.07235600,0.62679105,0.42949841,0.00240518,2.35824978,1.16629121,0.54074068
-5.63981991,3.20682015,0.01446582,0.07473507,0.61471846,0.43587201,0.00247479,2.35948187,1.15284423,0.54996476
-5.63381691,3.20543138,0.01387310,0.07692402,0.60100481,0.44072141,0.00255066,2.35393841,1.13555927,0.55858500
-5.62781391,3.19564021,0.01328566,0.07891080,0.58591222,0.44408388,0.00263483,2.34213473,1.11481328,0.56661137
-5.62181091,3.17824348,0.01270909,0.08068589,0.56973329,0.44602553,0.00272973,2.32471877,1.09105312,0.57406589
-5.61580790,3.15419432,0.01214894,0.08224226,0.55278474,0.44663891,0.00283807,2.30245664,1.06478650,0.58098219
-5.60980490,3.12457799,0.01161053,0.08357531,0.53539979,0.44603980,0.00296279,2.27621396,1.03657046,0.58740492
-5.60380190,3.09058319,0.01109886,0.08468273,0.51791967,0.44436333,0.00310696,2.24693365,1.00699797,0.59338896
-5.59779890,3.05346976,0.01061843,0.08556434,0.50068429,0.44175962,0.00327366,2.21561100,0.97668297,0.59899833
-5.59179590,3.01453379,0.01017311,0.08622196,0.48402272,0.43838904,0.00346584,2.18326652,0.94624428,0.60430497
-5.58579290,2.97507131,0.00976603,0.08665916,0.46824356,0.43441736,0.00368623,2.15091783,0.91628913,0.60938715
-5.57978989,2.93634193,0.00939944,0.08688113,0.45362581,0.43001090,0.00393713,2.11955125,0.88739677,0.61432760
-5.57378689,2.89953337,0.00907467,0.08689451,0.44041048,0.42533178,0.00422035,2.09009418,0.86010271,0.61921141
-5.56778389,2.86572826,0.00879205,0.08670719,0.42879341,0.42053363,0.00453700,2.06338912,0.83488434,0.62412355
-5.56178089,2.83587409,0.00855094,0.08632823,0.41891955,0.41575756,0.00488744,2.04017009,0.81214824,0.62914618
-5.55577789,2.81075735,0.00834968,0.08576768,0.41087897,0.41112879,0.00527112,2.02104237,0.79221971,0.63435569
-5.54977489,2.79098245,0.00818575,0.08503647,0.40470475,0.40675384,0.00568652,2.00646587,0.77533491,0.63981959
-5.54377189,2.77695621,0.00805581,0.08414634,0.40037295,0.40271838,0.00613108,1.99674299,0.76163581,0.64559333
-5.53776888,2.76887822,0.00795586,0.08310969,0.39780445,0.39908575,0.00660121,1.99201104,0.75116806,0.65171712
-5.53176588,2.76673734,0.00788141,0.08193951,0.39686888,0.39589623,0.00709226,1.99223951,0.74388190,0.65821303
-5.52576288,2.77031445,0.00782769,0.08064924,0.39739011,0.39316694,0.00759856,1.99723245,0.73963602,0.66508230
-5.51975988,2.77919133,0.00778984,0.07925269,0.39915345,0.39089247,0.00811355,2.00663554,0.73820416,0.67230326
-5.51375688,2.79276539,0.00776317,0.07776386,0.40191394,0.38904608,0.00862988,2.01994809,0.73928429,0.67982979
-5.50775388,2.81026979,0.00774330,0.07619685,0.40540555,0.38758156,0.00913953,2.03653916,0.74250991,0.68759067
-5.50175088,2.83079840,0.00772642,0.07456568,0.40935091,0.38643552,0.00963406,2.05566770,0.74746316,0.69548972
-5.49574787,2.85333474,0.00770944,0.07288410,0.41347111,0.38553019,0.01010479,2.07650582,0.75368922,0.70340700
-5.48974487,2.87678403,0.00769010,0.07116548,0.41749527,0.38477647,0.01054302,2.09816466,0.76071151,0.71120094
-5.48374187,2.90000735,0.00766708,0.06942258,0.42116942,0.38407737,0.01094032,2.11972180,0.76804717,0.71871148
-5.47773887,2.92185669,0.00764003,0.06766741,0.42426445,0.38333139,0.01128872,2.14024954,0.77522225,0.72576408
-5.47173587,2.94120978,0.00760957,0.06591106,0.42658277,0.38243613,0.01158100,2.15884287,0.78178610,0.73217446
-5.46573287,2.95700346,0.00757720,0.06416352,0.42796354,0.38129164,0.01181089,2.17464628,0.78732447,0.73775400
-5.45972986,2.96826453,0.00754520,0.06243357,0.42828618,0.37980364,0.01197327,2.18687847,0.79147089,0.74231541
-5.45372686,2.97413678,0.00751648,0.06072870,0.42747226,0.37788646,0.01206434,2.19485402,0.79391588,0.74567856
-5.44772386,2.97390362,0.00749438,0.05905497,0.42548561,0.37546547,0.01208172,2.19800137,0.79441387,0.74767624
-5.44172086,2.96700528,0.00748243,0.05741706,0.42233072,0.37247919,0.01202458,2.19587645,0.79278753,0.74815946
-5.43571786,2.95305035,0.00748415,0.05581818,0.41804976,0.36888078,0.01189358,2.18817165,0.78892941,0.74700224
-5.42971486,2.93182118,0.00750280,0.05426023,0.41271815,0.36463900,0.01169092,2.17471982,0.78280109,0.74410555
-5.42371186,2.90327340,0.00754114,0.05274381,0.40643916,0.35973866,0.01142023,2.15549349,0.77442991,0.73940035
-5.41770885,2.86752981,0.00760123,0.05126840,0.39933769,0.35418053,0.01108645,2.13059948,0.76390349,0.73284963
-5.41170585,2.82486906,0.00768429,0.04983256,0.39155372,0.34798074,0.01069566,2.10026933,0.75136250,0.72444934
-5.40570285,2.77571015,0.00779054,0.04843414,0.38323549,0.34116981,0.01025488,2.06484626,0.73699210,0.71422827
-5.39969985,2.72059337,0.00791915,0.04707053,0.37453307,0.33379131,0.00977188,2.02476936,0.72101233,0.70224691
-5.39369685,2.66015897,0.00806820,0.04573895,0.36559232,0.32590026,0.00925489,1.98055590,0.70366824,0.68859552
-5.38769385,2.59512442,0.00823473,0.04443669,0.35654965,0.31756135,0.00871237,1.93278252,0.68521993,0.67339127
-5.38169085,2.52626138,0.00841485,0.04316143,0.34752776,0.30884708,0.00815281,1.88206625,0.66593313,0.65677493
-5.37568784,2.45437325,0.00860388,0.04191146,0.33863243,0.29983588,0.00758444,1.82904613,0.64607060,0.63890705
-5.36968484,2.38027426,0.00879654,0.04068594,0.32995058,0.29061023,0.00701509,1.77436601,0.62588472,0.61996388
-5.36368184,2.30477046,0.00898716,0.03948501,0.32154933,0.28125492,0.00645197,1.71865917,0.60561132,0.60013319
-5.35767884,2.22864335,0.00916997,0.03831002,0.31347635,0.27185544,0.00590155,1.66253498,0.58546517,0.57961010
-5.35167584,2.15263617,0.00933936,0.03716351,0.30576100,0.26249649,0.00536945,1.60656803,0.56563674,0.55859310
-5.34567284,2.07744308,0.00949010,0.03604928,0.29841642,0.25326069,0.00486037,1.55128955,0.54629057,0.53728020
-5.33966983,2.00370098,0.00961761,0.03497236,0.29144206,0.24422744,0.00437807,1.49718122,0.52756482,0.51586552
-5.33366683,1.93198394,0.00971818,0.03393887,0.28482669,0.23547194,0.00392538,1.44467113,0.50957192,0.49453608
-5.32766383,1.86279975,0.00978910,0.03295594,0.27855145,0.22706442,0.00350422,1.39413155,0.49240013,0.47346908
-5.32166083,1.79658829,0.00982883,0.03203152,0.27259280,0.21906946,0.00311566,1.34587832,0.47611565,0.45282944
-5.31565783,1.73372138,0.00983700,0.03117421,0.26692524,0.21154549,0.00276002,1.30017150,0.46076515,0.43276782
-5.30965483,1.67450377,0.00981444,0.03039307,0.26152348,0.20454439,0.00243696,1.25721693,0.44637839,0.41341889
-5.30365183,1.61917482,0.00976312,0.02969742,0.25636416,0.19811127,0.00214557,1.21716842,0.43297085,0.39490007
-5.29764882,1.56791085,0.00968600,0.02909671,0.25142686,0.19228431,0.00188448,1.18013045,0.42054608,0.37731052
-5.29164582,1.52082776,0.00958689,0.02860030,0.24669453,0.18709473,0.00165200,1.14616113,0.40909785,0.36073052
-5.28564282,1.47798396,0.00947019,0.02821741,0.24215332,0.18256688,0.00144618,1.11527524,0.39861179,0.34522120
-5.27963982,1.43938352,0.00934069,0.02795692,0.23779198,0.17871840,0.00126489,1.08744752,0.38906682,0.33082453
-5.27363682,1.40497951,0.00920331,0.02782736,0.23360077,0.17556041,0.00110598,1.06261588,0.38043608,0.31756369
-5.26763382,1.37467753,0.00906277,0.02783671,0.22957025,0.17309784,0.00096724,1.04068487,0.37268768,0.30544377
-5.26163082,1.34833952,0.00892343,0.02799240,0.22568990,0.17132965,0.00084655,1.02152907,0.36578511,0.29445273
-5.25562781,1.32578783,0.00878902,0.02830112,0.22194690,0.17024917,0.00074186,1.00499680,0.35968755,0.28456270
-5.24962481,1.30680957,0.00866244,0.02876867,0.21832504,0.16984434,0.00065126,0.99091377,0.35435012,0.27573145
-5.24362181,1.29116117,0.00854566,0.02939980,0.21480400,0.17009789,0.00057298,0.97908700,0.34972406,0.26790420
-5.23761881,1.27857321,0.00843959,0.03019795,0.21135901,0.17098746,0.00050540,0.96930870,0.34575698,0.26101549
-5.23161581,1.26875534,0.00834411,0.03116497,0.20796102,0.17248565,0.00044708,0.96136030,0.34239320,0.25499127
-5.22561281,1.26140132,0.00825805,0.03230082,0.20457727,0.17455994,0.00039671,0.95501637,0.33957420,0.24975100
-5.21960980,1.25619400,0.00817930,0.03360323,0.20117233,0.17717257,0.00035315,0.95004848,0.33723918,0.24520979
-5.21360680,1.25281021,0.00810491,0.03506736,0.19770959,0.18028041,0.00031542,0.94622888,0.33532569,0.24128045
-5.20760380,1.25092554,0.00803134,0.03668550,0.19415297,0.18383477,0.00028264,0.94333399,0.33377042,0.23787555
-5.20160080,1.25021882,0.00795457,0.03844681,0.19046884,0.18778134,0.00025406,0.94114757,0.33251001,0.23490918
-5.19559780,1.25037651,0.00787041,0.04033715,0.18662802,0.19206016,0.00022904,0.93946362,0.33148193,0.23229871
-5.18959480,1.25109673,0.00777464,0.04233904,0.18260774,0.19660588,0.00020704,0.93808899,0.33062541,0.22996621
-5.18359180,1.25209323,0.00766332,0.04443174,0.17839339,0.20134813,0.00018758,0.93684569,0.32988234,0.22783970
-5.17758879,1.25309911,0.00753294,0.04659154,0.17397996,0.20621236,0.00017028,0.93557291,0.32919815,0.22585419
-5.17158579,1.25387045,0.00738058,0.04879217,0.16937312,0.21112079,0.00015481,0.93412887,0.32852274,0.22395248
-5.16558279,1.25418987,0.00720410,0.05100543,0.16458981,0.21599391,0.00014088,0.93239245,0.32781130,0.22208571
-5.15957979,1.25386995,0.00700222,0.05320198,0.15965838,0.22075213,0.00012827,0.93026464,0.32702510,0.22021379
-5.15357679,1.25275651,0.00677455,0.05535228,0.15461811,0.22531785,0.00011679,0.92766986,0.32613228,0.21830555
-5.14757379,1.25073173,0.00652161,0.05742760,0.14951832,0.22961767,0.00010629,0.92455709,0.32510846,0.21633878
-5.14157079,1.24771688,0.00624483,0.05940112,0.14441701,0.23358475,0.00009663,0.92090078,0.32393736,0.21430007
-5.13556778,1.24367457,0.00594642,0.06124904,0.13937900,0.23716115,0.00008771,0.91670150,0.32261123,0.21218454
-5.12956478,1.23861032,0.00562928,0.06295156,0.13447389,0.24030010,0.00007947,0.91198615,0.32113114,0.20999540
-5.12356178,1.23257317,0.00529691,0.06449383,0.12977371,0.24296789,0.00007182,0.90680772,0.31950710,0.20774337
-5.11755878,1.22565518,0.00495321,0.06586662,0.12535050,0.24514546,0.00006473,0.90124441,0.31775793,0.20544598
-5.11155578,1.21798958,0.00460233,0.06706677,0.12127386,0.24682937,0.00005815,0.89539800,0.31591083,0.20312671
-5.10555278,1.20974736,0.00424854,0.06809738,0.11760862,0.24803214,0.00005205,0.88939134,0.31400072,0.20081400
-5.09954977,1.20113226,0.00389605,0.06896764,0.11441267,0.24878188,0.00004642,0.88336497,0.31206919,0.19854013
-5.09354677,1.19237409,0.00354888,0.06969237,0.11173503,0.24912114,0.00004123,0.87747271,0.31016319,0.19633995
-5.08754377,1.18372039,0.00321075,0.07029116,0.10961428,0.24910500,0.00003647,0.87187636,0.30833324,0.19424947
-5.08154077,1.17542674,0.00288496,0.07078735,0.10807734,0.24879847,0.00003212,0.86673950,0.30663152,0.19230442
-5.07553777,1.16774580,0.00257435,0.07120667,0.10713857,0.24827328,0.00002818,0.86222055,0.30510958,0.19053866
-5.06953477,1.16091556,0.00228124,0.07157569,0.10679936,0.24760422,0.00002464,0.85846541,0.30381584,0.18898263
-5.06353177,1.15514732,0.00200738,0.07192028,0.10704800,0.24686513,0.00002149,0.85559977,0.30279308,0.18766175
-5.05752876,1.15061374,0.00175402,0.07226397,0.10785994,0.24612494,0.00001872,0.85372149,0.30207578,0.18659495
-5.05152576,1.14743770,0.00152183,0.07262643,0.10919834,0.24544364,0.00001633,0.85289350,0.30168770,0.18579331
-5.04552276,1.14568242,0.00131106,0.07302212,0.11101497,0.24486878,0.00001432,0.85313737,0.30163957,0.18525891
-5.03951976,1.14534357,0.00112148,0.07345922,0.11325125,0.24443242,0.00001270,0.85442810,0.30192716,0.18498390
-5.03351676,1.14634362,0.00095249,0.07393884,0.11583953,0.24414880,0.00001147,0.85669037,0.30252987,0.18494994
-5.02751376,1.14852914,0.00080322,0.07445467,0.11870456,0.24401294,0.00001065,0.85979656,0.30340978,0.18512799
-5.02151076,1.15167103,0.00067252,0.07499299,0.12176502,0.24400014,0.00001027,0.86356677,0.30451140,0.18547845
-5.01550775,1.15546821,0.00055906,0.07553313,0.12493515,0.24406652,0.00001038,0.86777097,0.30576214,0.18595182
-5.00950475,1.15955435,0.00046143,0.07604827,0.12812652,0.24415056,0.00001101,0.87213333,0.30707347,0.18648966
-5.00350175,1.16350794,0.00037812,0.07650669,0.13124973,0.24417558,0.00001225,0.87633870,0.30834286,0.18702610
-4.99749875,1.16686496,0.00030764,0.07687322,0.13421624,0.24405302,0.00001418,0.88004098,0.30945631,0.18748959
-4.99149575,1.16913403,0.00024851,0.07711098,0.13694008,0.24368636,0.00001691,0.88287330,0.31029165,0.18780512
-4.98549275,1.16981323,0.00019930,0.07718318,0.13933967,0.24297556,0.00002055,0.88445939,0.31072217,0.18789649
-4.97948974,1.16840799,0.00015869,0.07705498,0.14133943,0.24182164,0.00002528,0.88442605,0.31062078,0.18768897
-4.97348674,1.16444931,0.00012545,0.07669530,0.14287149,0.24013140,0.00003125,0.88241584,0.30986425,0.18711181
-4.96748374,1.15751147,0.00009846,0.07607843,0.14387711,0.23782173,0.00003866,0.87809981,0.30833761,0.18610085
-4.96148074,1.14722846,0.00007673,0.07518537,0.14430804,0.23482368,0.00004774,0.87118949,0.30593830,0.18460092
-4.95547774,1.13330842,0.00005936,0.07400489,0.14412762,0.23108572,0.00005872,0.86144777,0.30258003,0.18256794
-4.94947474,1.11554547,0.00004559,0.07253426,0.14331171,0.22657636,0.00007186,0.84869813,0.29819622,0.17997070
-4.94347174,1.09382835,0.00003477,0.07077945,0.14184923,0.22128574,0.00008741,0.83283177,0.29274268,0.17679225
-4.93746873,1.06814557,0.00002632,0.06875508,0.13974248,0.21522640,0.00010566,0.81381252,0.28619961,0.17303066
-4.93146573,1.03858678,0.00001979,0.06648387,0.13700702,0.20843298,0.00012686,0.79167898,0.27857271,0.16869932
-4.92546273,1.00534038,0.00001477,0.06399581,0.13367123,0.20096103,0.00015127,0.76654421,0.26989339,0.16382663
-4.91945973,0.96868759,0.00001094,0.06132694,0.12977553,0.19288499,0.00017912,0.73859267,0.26021812,0.15845519
-4.91345673,0.92899308,0.00000805,0.05851803,0.12537120,0.18429543,0.00021060,0.70807477,0.24962682,0.15264034
-4.90745373,0.88669285,0.00000588,0.05561294,0.12051889,0.17529571,0.00024585,0.67529913,0.23822053,0.14644839
-4.90145073,0.84227982,0.00000426,0.05265701,0.11528686,0.16599824,0.00028496,0.64062315,0.22611836,0.13995438
-4.89544772,0.79628783,0.00000307,0.04969543,0.10974903,0.15652058,0.00032792,0.60444204,0.21345396,0.13323955
-4.88944472,0.74927476,0.00000219,0.04677159,0.10398284,0.14698144,0.00037467,0.56717710,0.20037149,0.12638867
-4.88344172,0.70180563,0.00000156,0.04392575,0.09806710,0.13749687,0.00042501,0.52926349,0.18702155,0.11948737
-4.87743872,0.65443616,0.00000110,0.04119371,0.09207983,0.12817680,0.00047866,0.49113828,0.17355695,0.11261945
-4.87143572,0.60769781,0.00000077,0.03860590,0.08609622,0.11912193,0.00053522,0.45322900,0.16012874,0.10586445
-4.86543272,0.56208451,0.00000053,0.03618661,0.08018677,0.11042133,0.00059419,0.41594342,0.14688253,0.09929548
-4.85942971,0.51804182,0.00000037,0.03395357,0.07441572,0.10215052,0.00065493,0.37966065,0.13395519,0.09297747
-4.85342671,0.47595876,0.00000025,0.03191788,0.06883972,0.09437033,0.00071672,0.34472401,0.12147225,0.08696585
-4.84742371,0.43616244,0.00000018,0.03008410,0.06350693,0.08712642,0.00077875,0.31143582,0.10954583,0.08130569
-4.84142071,0.39891568,0.00000012,0.02845071,0.05845650,0.08044949,0.00084012,0.28005415,0.09827327,0.07603141
-4.83541771,0.36441732,0.00000009,0.02701074,0.05371834,0.07435599,0.00089989,0.25079149,0.08773646,0.07116692
-4.82941471,0.33280525,0.00000006,0.02575263,0.04931336,0.06884953,0.00095711,0.22381533,0.07800179,0.06672633
-4.82341171,0.30416158,0.00000005,0.02466119,0.04525405,0.06392257,0.00101081,0.19925031,0.06912072,0.06271495
-4.81740870,0.27851971,0.00000005,0.02371870,0.04154528,0.05955856,0.00106006,0.17718176,0.06113078,0.05913070
-4.81140570,0.25587273,0.00000005,0.02290606,0.03818545,0.05573418,0.00110403,0.15766024,0.05405708,0.05596575
-4.80540270,0.23618260,0.00000006,0.02220393,0.03516778,0.05242181,0.00114197,0.14070688,0.04791394,0.05320832
-4.79939970,0.21938968,0.00000007,0.02159387,0.03248172,0.04959181,0.00117329,0.12631889,0.04270683,0.05084450
-4.79339670,0.20542206,0.00000009,0.02105935,0.03011445,0.04721486,0.00119758,0.11447520,0.03843423,0.04886003
-4.78739370,0.19420413,0.00000012,0.02058676,0.02805238,0.04526395,0.00121461,0.10514163,0.03508941,0.04724198
-4.78139070,0.18566418,0.00000016,0.02016619,0.02628260,0.04371617,0.00122441,0.09827545,0.03266206,0.04598009
-4.77538769,0.17974045,0.00000022,0.01979220,0.02479422,0.04255405,0.00122724,0.09382904,0.03113960,0.04506796
-4.76938469,0.17638567,0.00000028,0.01946427,0.02357960,0.04176664,0.00122364,0.09175254,0.03050820,0.04450374
-4.76338169,0.17556968,0.00000037,0.01918730,0.02263541,0.04135010,0.00121442,0.09199523,0.03075329,0.04429059
-4.75737869,0.17728030,0.00000048,0.01897177,0.02196349,0.04130791,0.00120065,0.09450575,0.03185982,0.04443661
-4.75137569,0.18152230,0.00000063,0.01883390,0.02157156,0.04165063,0.00118369,0.09923122,0.03381203,0.04495455
-4.74537269,0.18831486,0.00000080,0.01879555,0.02147369,0.04239545,0.00116515,0.10611513,0.03659286,0.04586098
-4.73936968,0.19768743,0.00000102,0.01888404,0.02169059,0.04356522,0.00114688,0.11509453,0.04018311,0.04717535
-4.73336668,0.20967454,0.00000129,0.01913185,0.02224974,0.04518734,0.00113097,0.12609646,0.04456028,0.04891865
-4.72736368,0.22430971,0.00000162,0.01957614,0.02318521,0.04729241,0.00111967,0.13903400,0.04969738,0.05111199
-4.72136068,0.24161893,0.00000202,0.02025817,0.02453744,0.04991271,0.00111541,0.15380231,0.05556162,0.05377502
-4.71535768,0.26161394,0.00000250,0.02122262,0.02635267,0.05308056,0.00112072,0.17027484,0.06211316,0.05692435
-4.70935468,0.28428585,0.00000307,0.02251669,0.02868230,0.05682667,0.00113821,0.18830020,0.06930415,0.06057206
-4.70335168,0.30959929,0.00000374,0.02418917,0.03158190,0.06117851,0.00117053,0.20769983,0.07707787,0.06472420
-4.69734867,0.33748737,0.00000453,0.02628930,0.03511007,0.06615869,0.00122026,0.22826682,0.08536838,0.06937965
-4.69134567,0.36784783,0.00000544,0.02886549,0.03932707,0.07178343,0.00128993,0.24976609,0.09410049,0.07452910
-4.68534267,0.40054037,0.00000649,0.03196392,0.04429314,0.07806120,0.00138188,0.27193605,0.10319026,0.08015429
-4.67933967,0.43538537,0.00000769,0.03562701,0.05006662,0.08499146,0.00149825,0.29449180,0.11254593,0.08622766
-4.67333667,0.47216400,0.00000905,0.03989171,0.05670180,0.09256357,0.00164088,0.31712977,0.12206935,0.09271216
-4.66733367,0.51061964,0.00001057,0.04478784,0.06424659,0.10075588,0.00181122,0.33953386,0.13165782,0.09956146
-4.66133067,0.55046052,0.00001226,0.05033621,0.07273999,0.10953508,0.00201032,0.36138262,0.14120624,0.10672044
-4.65532766,0.59136351,0.00001412,0.05654691,0.08220945,0.11885562,0.00223870,0.38235738,0.15060959,0.11412587
-4.64932466,0.63297868,0.00001614,0.06341758,0.09266826,0.12865954,0.00249631,0.40215092,0.15976544,0.12170738
-4.64332166,0.67493470,0.00001832,0.07093193,0.10411302,0.13887642,0.00278250,0.42047616,0.16857654,0.12938861
