energy_ev,total_up,Al_p_up,Al_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,4.43005852,0.27796588,0.00000000,2.08794715,0.00000000,1.78632507,0.30986854
-5.99399700,4.55179869,0.28083126,0.00000000,2.15110518,0.00000000,1.83635827,0.31593911
-5.98799400,4.66195225,0.28265090,0.00000000,2.20982619,0.00000000,1.88182570,0.32148323
-5.98199100,4.75905857,0.28338288,0.00000000,2.26345716,0.00000000,1.92218343,0.32635340
-5.97598799,4.84195922,0.28301164,0.00000000,2.31146560,0.00000000,1.95699728,0.33042666
-5.96998499,4.90980035,0.28154691,0.00000000,2.35343671,0.00000000,1.98594227,0.33360561
-5.96398199,4.96202389,0.27902174,0.00000000,2.38906581,0.00000000,2.00879804,0.33581856
-5.95797899,4.99834883,0.27548984,0.00000000,2.41814689,0.00000000,2.02544110,0.33701873
-5.95197599,5.01874454,0.27102237,0.00000000,2.44055840,0.00000000,2.03583456,0.33718266
-5.94597299,5.02339819,0.26570426,0.00000000,2.45624751,0.00000000,2.04001621,0.33630806
-5.93996998,5.01267856,0.25963043,0.00000000,2.46521408,0.00000000,2.03808593,0.33441109
-5.93396698,4.98709866,0.25290201,0.00000000,2.46749550,0.00000000,2.03019307,0.33152347
-5.92796398,4.94727930,0.24562264,0.00000000,2.46315351,0.00000000,2.01652488,0.32768937
-5.92196098,4.89391555,0.23789526,0.00000000,2.45226381,0.00000000,1.99729629,0.32296242
-5.91595798,4.82774785,0.22981919,0.00000000,2.43490910,0.00000000,1.97274180,0.31740286
-5.90995498,4.74953871,0.22148787,0.00000000,2.41117572,0.00000000,1.94310959,0.31107501
-5.90395198,4.66005582,0.21298709,0.00000000,2.38115415,0.00000000,1.90865797,0.30404515
-5.89794897,4.56006164,0.20439392,0.00000000,2.34494275,0.00000000,1.86965409,0.29637979
-5.89194597,4.45030926,0.19577611,0.00000000,2.30265446,0.00000000,1.82637451,0.28814449
-5.88594297,4.33154362,0.18719214,0.00000000,2.25442563,0.00000000,1.77910745,0.27940306
-5.87993997,4.20450718,0.17869162,0.00000000,2.20042596,0.00000000,1.72815578,0.27021721
-5.87393697,4.06994863,0.17031614,0.00000000,2.14086876,0.00000000,1.67384067,0.26064654
-5.86793397,3.92863316,0.16210034,0.00000000,2.07602047,0.00000000,1.61650485,0.25074884
-5.86193097,3.78135298,0.15407317,0.00000000,2.00620850,0.00000000,1.55651527,0.24058052
-5.85592796,3.62893650,0.14625919,0.00000000,1.93182674,0.00000000,1.49426452,0.23019718
-5.84992496,3.47225527,0.13867985,0.00000000,1.85333806,0.00000000,1.43017077,0.21965418
-5.84392196,3.31222754,0.13135468,0.00000000,1.77127353,0.00000000,1.36467595,0.20900713
-5.83791896,3.14981794,0.12430228,0.00000000,1.68622816,0.00000000,1.29824214,0.19831225
-5.83191596,2.98603308,0.11754107,0.00000000,1.59885331,0.00000000,1.23134631,0.18762652
-5.82591296,2.82191306,0.11108985,0.00000000,1.50984616,0.00000000,1.16447357,0.17700768
-5.81990995,2.65851925,0.10496806,0.00000000,1.41993659,0.00000000,1.09810927,0.16651391
-5.81390695,2.49691908,0.09919579,0.00000000,1.32987232,0.00000000,1.03273037,0.15620341
-5.80790395,2.33816869,0.09379357,0.00000000,1.24040292,0.00000000,0.96879664,0.14613372
-5.80190095,2.18329426,0.08878196,0.00000000,1.15226357,0.00000000,0.90674197,0.13636086
-5.79589795,2.03327331,0.08418100,0.00000000,1.06615927,0.00000000,0.84696650,0.12693847
-5.78989495,1.88901680,0.08000955,0.00000000,0.98275035,0.00000000,0.78982979,0.11791683
-5.78389195,1.75135317,0.07628455,0.00000000,0.90263979,0.00000000,0.73564550,0.10934188
-5.77788894,1.62101501,0.07302037,0.00000000,0.82636295,0.00000000,0.68467777,0.10125439
-5.77188594,1.49862918,0.07022816,0.00000000,0.75438006,0.00000000,0.63713955,0.09368915
-5.76588294,1.38471078,0.06791529,0.00000000,0.68707166,0.00000000,0.59319278,0.08667443
-5.75987994,1.27966126,0.06608506,0.00000000,0.62473708,0.00000000,0.55295065,0.08023155
-5.75387694,1.18377076,0.06473648,0.00000000,0.56759584,0.00000000,0.51648146,0.07437475
-5.74787394,1.09722451,0.06386437,0.00000000,0.51579188,0.00000000,0.48381420,0.06911126
-5.74187094,1.02011295,0.06345964,0.00000000,0.46940003,0.00000000,0.45494539,0.06444167
-5.73586793,0.95244504,0.06350990,0.00000000,0.42843458,0.00000000,0.42984685,0.06036042
-5.72986493,0.89416420,0.06400021,0.00000000,0.39285932,0.00000000,0.40847414,0.05685667
-5.72386193,0.84516595,0.06491412,0.00000000,0.36259848,0.00000000,0.39077522,0.05391518
-5.71785893,0.80531655,0.06623490,0.00000000,0.33754813,0.00000000,0.37669891,0.05151747
-5.71185593,0.77447159,0.06794684,0.00000000,0.31758740,0.00000000,0.36620284,0.04964295
-5.70585293,0.75249373,0.07003668,0.00000000,0.30258905,0.00000000,0.35926039,0.04827020
-5.69984992,0.73926854,0.07249496,0.00000000,0.29242885,0.00000000,0.35586643,0.04737811
-5.69384692,0.73471760,0.07531737,0.00000000,0.28699333,0.00000000,0.35604135,0.04694700
-5.68784392,0.73880805,0.07850582,0.00000000,0.28618556,0.00000000,0.35983324,0.04695963
-5.68184092,0.75155794,0.08206930,0.00000000,0.28992868,0.00000000,0.36731790,0.04740189
-5.67583792,0.77303672,0.08602434,0.00000000,0.29816694,0.00000000,0.37859659,0.04826339
-5.66983492,0.80336059,0.09039506,0.00000000,0.31086416,0.00000000,0.39379133,0.04953764
-5.66383192,0.84268253,0.09521270,0.00000000,0.32799967,0.00000000,0.41303789,0.05122199
-5.65782891,0.89117712,0.10051466,0.00000000,0.34956183,0.00000000,0.43647646,0.05331720
-5.65182591,0.94902042,0.10634290,0.00000000,0.37553942,0.00000000,0.46424026,0.05582674
-5.64582291,1.01636569,0.11274191,0.00000000,0.40591117,0.00000000,0.49644248,0.05875571
-5.63981991,1.09331562,0.11975613,0.00000000,0.44063403,0.00000000,0.53316193,0.06210953
-5.63381691,1.17989249,0.12742696,0.00000000,0.47963069,0.00000000,0.57442798,0.06589245
-5.62781391,1.27600737,0.13578952,0.00000000,0.52277696,0.00000000,0.62020548,0.07010584
