energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.93996998,2.72208551,-1.00250034,0.00510827,-0.00790145,0.58007961,-0.08828918,0.89528941,-0.31791409,1.12066508,-0.08323479,0.07336601,-0.01284772,0.56186547,-0.36746252,0.42382212,-0.37975210,0.14604255,-0.11051172
-5.93396698,2.78514589,-1.01684358,0.00494428,-0.00791909,0.59899294,-0.09012131,0.91892433,-0.32621445,1.15231560,-0.08460626,0.07754740,-0.01316372,0.57048204,-0.37241447,0.41658607,-0.38363564,0.14801282,-0.11175163
-5.92796398,2.84209737,-1.02647966,0.00480615,-0.00788118,0.61516444,-0.09163841,0.94032450,-0.33358931,1.17868874,-0.08565264,0.08162569,-0.01346004,0.57955460,-0.37560946,0.41010476,-0.38543858,0.15011964,-0.11239882
-5.92196098,2.89170686,-1.03173939,0.00469430,-0.00778886,0.62826046,-0.09287453,0.95908934,-0.34013561,1.19924399,-0.08641648,0.08553687,-0.01374939,0.58889071,-0.37717469,0.40440429,-0.38526294,0.15230099,-0.11248134
-5.91595798,2.93283846,-1.03309969,0.00460853,-0.00764451,0.63800393,-0.09387574,0.97486012,-0.34598152,1.21355347,-0.08695481,0.08921680,-0.01404754,0.59827506,-0.37729300,0.39948518,-0.38326649,0.15448821,-0.11204301
-5.90995498,2.96450278,-1.03117079,0.00454818,-0.00745163,0.64418412,-0.09469886,0.98733575,-0.35128110,1.22131811,-0.08733815,0.09260325,-0.01437318,0.60748108,-0.37619811,0.39532828,-0.37965803,0.15660940,-0.11114209
-5.90395198,2.98590149,-1.02667828,0.00451217,-0.00721475,0.64666416,-0.09540994,0.99628660,-0.35620771,1.22237953,-0.08764900,0.09563795,-0.01474768,0.61628294,-0.37416799,0.39190117,-0.37469070,0.15859291,-0.10984939
-5.89794897,2.99646469,-1.02044050,0.00449922,-0.00693928,0.64538604,-0.09608225,1.00156537,-0.36094648,1.21672697,-0.08797994,0.09826868,-0.01519472,0.62446734,-0.37151643,0.38916448,-0.36865348,0.16037069,-0.10824593
-5.89194597,2.99587917,-1.01334247,0.00450791,-0.00663132,0.64037281,-0.09679408,1.00311458,-0.36568614,1.20449893,-0.08843128,0.10045103,-0.01573982,0.63184447,-0.36858314,0.38707774,-0.36186145,0.16188143,-0.10642019
-5.88594297,2.98410616,-1.00630693,0.00453686,-0.00629749,0.63172781,-0.09762632,1.00097013,-0.37061067,1.18597926,-0.08910838,0.10215009,-0.01640973,0.63825747,-0.36572277,0.38560445,-0.35464491,0.16307329,-0.10446515
-5.87993997,2.96138749,-1.00026401,0.00458482,-0.00594466,0.61963116,-0.09865990,0.99526075,-0.37589111,1.16158811,-0.09011880,0.10334169,-0.01723175,0.64359004,-0.36329322,0.38471601,-0.34733810,0.16390611,-0.10247516
-5.87393697,2.92824005,-0.99612033,0.00465074,-0.00557983,0.60433343,-0.09997335,0.98620330,-0.38167789,1.13186783,-0.09156928,0.10401336,-0.01823292,0.64777170,-0.36164367,0.38439440,-0.34026769,0.16435294,-0.10054281
-5.86793397,2.88543863,-0.99472888,0.00473392,-0.00520985,0.58614698,-0.10164029,0.97409421,-0.38809410,1.09746473,-0.09356264,0.10416479,-0.01943919,0.65078043,-0.36110274,0.38463336,-0.33374176,0.16440095,-0.09875591
-5.86193097,2.83398816,-0.99686060,0.00483401,-0.00484126,0.56543532,-0.10372724,0.95929734,-0.39522998,1.05910742,-0.09619488,0.10380783,-0.02087444,0.65264273,-0.36196723,0.38543819,-0.32803941,0.16405156,-0.09719463
-5.85592796,2.77508663,-1.00317869,0.00495106,-0.00448014,0.54260098,-0.10629163,0.94222897,-0.40313880,1.01758272,-0.09955224,0.10296612,-0.02255953,0.65343099,-0.36449174,0.38682402,-0.32340167,0.16331996,-0.09592907
-5.84992496,2.71008059,-1.01421654,0.00508551,-0.00413194,0.51807243,-0.10938007,0.92334072,-0.41183435,0.97371027,-0.10370875,0.10167415,-0.02451130,0.65325838,-0.36887963,0.38881304,-0.32002375,0.16223388,-0.09501706
-5.84392196,2.64041538,-1.03035982,0.00523820,-0.00380140,0.49229069,-0.11302707,0.90310108,-0.42129010,0.92831690,-0.10872395,0.09997595,-0.02674163,0.65227169,-0.37527548,0.39143052,-0.31804914,0.16083186,-0.09450258
-5.83791896,2.56758246,-1.05183341,0.00541028,-0.00349243,0.46569608,-0.11725411,0.88197668,-0.43144002,0.88221182,-0.11464113,0.09792352,-0.02925647,0.65064243,-0.38375938,0.39470025,-0.31756559,0.15916104,-0.09441449
-5.83191596,2.49306627,-1.07869349,0.00560319,-0.00320810,0.43871573,-0.12206910,0.86041407,-0.44218104,0.83616366,-0.12148602,0.09557486,-0.03205509,0.64855674,-0.39434327,0.39863955,-0.31860307,0.15727459,-0.09476594
-5.82591296,2.41829308,-1.11082500,0.00581850,-0.00295063,0.41175237,-0.12746631,0.83882298,-0.45337689,0.79088025,-0.12926610,0.09299188,-0.03512931,0.64620480,-0.40696933,0.40325417,-0.32113388,0.15522901,-0.09555420
-5.81990995,2.34458401,-1.14794453,0.00605788,-0.00272137,0.38517462,-0.13342667,0.81756188,-0.46486331,0.74699168,-0.13797037,0.09023822,-0.03846309,0.64377008,-0.42151062,0.40853357,-0.32507481,0.15308134,-0.09676097
-5.81390695,2.27311417,-1.18960869,0.00632288,-0.00252087,0.35930924,-0.13991851,0.79692633,-0.47645431,0.70503730,-0.14756988,0.08737702,-0.04203216,0.64141935,-0.43777396,0.41444679,-0.33029113,0.15088647,-0.09835328
-5.80790395,2.20487948,-1.23522750,0.00661490,-0.00234898,0.33443544,-0.14689867,0.77714090,-0.48794925,0.66545686,-0.15801872,0.08446891,-0.04580401,0.63929361,-0.45550499,0.42093923,-0.33660255,0.14869471,-0.10028475
-5.80190095,2.14067241,-1.28408280,0.00693495,-0.00220487,0.31078136,-0.15431395,0.75835468,-0.49914048,0.62858589,-0.16925568,0.08157000,-0.04973818,0.63750073,-0.47439528,0.42793056,-0.34379065,0.14654968,-0.10249723
-5.79589795,2.08106713,-1.33535088,0.00728358,-0.00208721,0.28852271,-0.16210287,0.74064072,-0.50982143,0.59465520,-0.18120640,0.07873032,-0.05378674,0.63610987,-0.49409149,0.43531396,-0.35160765,0.14448662,-0.10492290
-5.78989495,2.02641443,-1.38812899,0.00766073,-0.00199424,0.26778344,-0.17019771,0.72399913,-0.51979463,0.56379429,-0.19378598,0.07599248,-0.05789525,0.63514814,-0.51420613,0.44295667,-0.35978633,0.14253125,-0.10748651
-5.78389195,1.97684601,-1.44146483,0.00806559,-0.00192392,0.24863831,-0.17852676,0.70836374,-0.52887973,0.53603811,-0.20690199,0.07339066,-0.06200388,0.63459944,-0.53432985,0.45070199,-0.36805054,0.14069903,-0.11010799
-5.77788894,1.93228754,-1.49438835,0.00849652,-0.00187405,0.23111694,-0.18701665,0.69361172,-0.53692109,0.51133680,-0.22045767,0.07095009,-0.06604891,0.63440555,-0.55404480,0.45837259,-0.37612621,0.13899512,-0.11270509
-5.77188594,1.89247935,-1.54594468,0.00895098,-0.00184241,0.21520930,-0.19559485,0.67957569,-0.54379484,0.48956760,-0.23435533,0.06868682,-0.06996450,0.63446931,-0.57293868,0.46577490,-0.38375226,0.13741467,-0.11519616
-5.76588294,1.85700351,-1.59522731,0.00942546,-0.00182689,0.20087206,-0.20419206,0.66605759,-0.54941508,0.47054847,-0.24849964,0.06660792,-0.07368458,0.63465964,-0.59061905,0.47270457,-0.39069123,0.13594366,-0.11750296
-5.75987994,1.82531568,-1.64141036,0.00991547,-0.00182557,0.18803563,-0.21274452,0.65284360,-0.55373925,0.45405267,-0.26280080,0.06471198,-0.07714495,0.63481814,-0.60672740,0.47895261,-0.39673907,0.13456011,-0.11955324
-5.75387694,1.79678019,-1.68377861,0.01041557,-0.00183690,0.17661148,-0.22119616,0.63971932,-0.55677218,0.43982359,-0.27717731,0.06298998,-0.08028542,0.63476680,-0.62095242,0.48431195,-0.40173391,0.13323556,-0.12128336
-5.74787394,1.77070657,-1.72175423,0.01091943,-0.00185974,0.16649942,-0.22950042,0.62648453,-0.55856895,0.42758941,-0.29155839,0.06142631,-0.08305189,0.63431647,-0.63304202,0.48858413,-0.40556326,0.13193680,-0.12264044
-5.74187094,1.74638617,-1.75491906,0.01141991,-0.00189345,0.15759464,-0.23762166,0.61296688,-0.55923610,0.41707691,-0.30588563,0.06000007,-0.08539839,0.63327573,-0.64281346,0.49158594,-0.40816955,0.13062766,-0.12358433
-5.73586793,1.72312717,-1.78303131,0.01190921,-0.00193799,0.14979419,-0.24553615,0.59903377,-0.55893131,0.40802415,-0.32011410,0.05868645,-0.08728875,0.63145959,-0.65016129,0.49315553,-0.40955358,0.12927087,-0.12408904
-5.72986493,1.70028693,-1.80603579,0.01237905,-0.00199392,0.14300267,-0.25323249,0.58460221,-0.55786119,0.40019149,-0.33421256,0.05745817,-0.08869813,0.62869787,-0.65506251,0.49315795,-0.40977574,0.12782988,-0.12414379
-5.72386193,1.67730050,-1.82406711,0.01282085,-0.00206245,0.13713714,-0.26071147,0.56964609,-0.55627723,0.39337088,-0.34816298,0.05628694,-0.08961406,0.62484277,-0.65757872,0.49148984,-0.40895490,0.12627053,-0.12375345
-5.71785893,1.65370458,-1.83744524,0.01322599,-0.00214545,0.13213096,-0.26798528,0.55420083,-0.55446989,0.38739311,-0.36195918,0.05514487,-0.09003706,0.61977551,-0.65785506,0.48808305,-0.40726497,0.12456250,-0.12293845
-5.71185593,1.62915639,-1.84666349,0.01358604,-0.00224537,0.12793656,-0.27507617,0.53836521,-0.55276071,0.38213302,-0.37560483,0.05400575,-0.08998078,0.61341174,-0.65611585,0.48290725,-0.40492903,0.12268066,-0.12173406
-5.70585293,1.60344703,-1.85236906,0.01389304,-0.00236527,0.12452722,-0.28201442,0.52230055,-0.55149278,0.37751263,-0.38911070,0.05284627,-0.08947162,0.60570570,-0.65265691,0.47597135,-0.40221137,0.12060602,-0.12018917
-5.69984992,1.57650940,-1.85533665,0.01413973,-0.00250867,0.12189770,-0.28883597,0.50622728,-0.55101950,0.37350215,-0.40249152,0.05164699,-0.08854783,0.59665299,-0.64783489,0.46732373,-0.39940754,0.11832655,-0.11836447
-5.69384692,1.54842060,-1.85643622,0.01431985,-0.00267950,0.12006387,-0.29557945,0.49041929,-0.55169215,0.37011919,-0.41576245,0.05039313,-0.08725817,0.58629192,-0.64205397,0.45705147,-0.39683282,0.11583764,-0.11633014
-5.68784392,1.51939925,-1.85659597,0.01442834,-0.00288195,0.11906142,-0.30228310,0.47519626,-0.55384651,0.36742600,-0.42893538,0.04907526,-0.08566009,0.57470362,-0.63575022,0.44527842,-0.39480949,0.11314237,-0.11416322
-5.68184092,1.48979790,-1.85676202,0.01446155,-0.00312032,0.11894362,-0.30898140,0.46091434,-0.55778901,0.36552520,-0.44201531,0.04768964,-0.08381760,0.56201081,-0.62937452,0.43216244,-0.39365335,0.11025147,-0.11194458
-5.67583792,1.46009114,-1.85785669,0.01441743,-0.00339886,0.11977843,-0.31570181,0.44795562,-0.56378298,0.36455395,-0.45499704,0.04623848,-0.08179887,0.54837534,-0.62337453,0.41789179,-0.39366014,0.10718311,-0.10975580
-5.66983492,1.43085994,-1.86073689,0.01429562,-0.00372158,0.12164484,-0.32246173,0.43671674,-0.57203560,0.36467693,-0.46786222,0.04472994,-0.07967366,0.53399475,-0.61817648,0.40268084,-0.39509218,0.10396248,-0.10767597
-5.66383192,1.40277276,-1.86615477,0.01409754,-0.00409205,0.12462879,-0.32926579,0.42759697,-0.58268611,0.36607838,-0.48057720,0.04317798,-0.07751076,0.51909785,-0.61416771,0.38676533,-0.39816608,0.10062111,-0.10577856
-5.65782891,1.37656413,-1.87472241,0.01382641,-0.00451321,0.12881866,-0.33610374,0.42098622,-0.59579595,0.36895326,-0.49309157,0.04160203,-0.07537539,0.50393948,-0.61168056,0.37039717,-0.40304182,0.09719616,-0.10412859
-5.65182591,1.35301124,-1.88688205,0.01348718,-0.00498714,0.13430055,-0.34294903,0.41725316,-0.61134141,0.37349802,-0.50533770,0.04002654,-0.07332692,0.48879462,-0.61097843,0.35383910,-0.40981381,0.09372947,-0.10278002
-5.64582291,1.33290944,-1.90288371,0.01308644,-0.00551491,0.14115347,-0.34975825,0.41673395,-0.62920930,0.37990111,-0.51723140,0.03848040,-0.07141678,0.47395202,-0.61224460,0.33735920,-0.41850437,0.09026653,-0.10177376
-5.63981991,1.31704709,-1.92277096,0.01263226,-0.00609637,0.14944458,-0.35647151,0.41972159,-0.64919604,0.38833364,-0.52867357,0.03699623,-0.06968678,0.45970744,-0.61557436,0.32122545,-0.42905983,0.08685536,-0.10113608
-5.63381691,1.30618061,-1.94637602,0.01213402,-0.00673003,0.15922477,-0.36301383,0.42645645,-0.67101047,0.39894034,-0.53955295,0.03560963,-0.06816783,0.44635673,-0.62097077,0.30570052,-0.44134977,0.08354535,-0.10087778
-5.62781391,1.30101042,-1.97332438,0.01160211,-0.00741293,0.17052447,-0.36929745,0.43711791,-0.69428048,0.41183129,-0.54975004,0.03435833,-0.06687919,0.43418889,-0.62834434,0.29103671,-0.45516912,0.08038598,-0.10099389
-5.62181091,1.30215834,-2.00304892,0.01104768,-0.00814057,0.18335015,-0.37522522,0.45181744,-0.71856335,0.42707461,-0.55914181,0.03328132,-0.06582820,0.42347927,-0.63751655,0.27747139,-0.47024343,0.07742565,-0.10146415
-5.61580790,1.31014719,-2.03481311,0.01048237,-0.00890690,0.19768137,-0.38069477,0.47059334,-0.74335966,0.44469042,-0.56760729,0.03241792,-0.06501048,0.41448310,-0.64822719,0.26522273,-0.48623703,0.07471038,-0.10225399
-5.60980490,1.32538301,-2.06774224,0.00991794,-0.00970435,0.21346874,-0.38560339,0.49340714,-0.76813011,0.46464633,-0.57503376,0.03180684,-0.06441070,0.40742945,-0.66014503,0.25448604,-0.50276369,0.07228267,-0.10331626
-5.60380190,1.34814060,-2.10086151,0.00936600,-0.01052393,0.23063267,-0.38985349,0.52014186,-0.79231481,0.48685463,-0.58132326,0.03148521,-0.06400369,0.40251585,-0.67288156,0.24543063,-0.51939956,0.07018032,-0.10459331
-5.59779890,1.37855256,-2.13313902,0.00883770,-0.01135538,0.24906313,-0.39335834,0.55060214,-0.81535420,0.51117143,-0.58639921,0.03148764,-0.06375596,0.39990355,-0.68600695,0.23819717,-0.53569777,0.06843546,-0.10601956
-5.59179590,1.41660219,-2.16353196,0.00834341,-0.01218739,0.26862037,-0.39604772,0.58451632,-0.83671055,0.53739765,-0.59021280,0.03184526,-0.06362755,0.39971372,-0.69906767,0.23289569,-0.55120406,0.06707359,-0.10752431
-5.58579290,1.46212044,-2.19103373,0.00789252,-0.01300784,0.28913667,-0.39787348,0.62154036,-0.85588926,0.56528205,-0.59274877,0.03258477,-0.06357400,0.40202438,-0.71160492,0.22960416,-0.56547285,0.06611286,-0.10903473
-5.57978989,1.51478669,-2.21471972,0.00749314,-0.01380416,0.31041894,-0.39881436,0.66126359,-0.87245882,0.59452617,-0.59403039,0.03372761,-0.06354855,0.40686839,-0.72317297,0.22836757,-0.57808310,0.06556344,-0.11047880
-5.57378689,1.57413356,-2.23378966,0.00715197,-0.01456365,0.33225227,-0.39888001,0.70321607,-0.88606847,0.62479090,-0.59412322,0.03528904,-0.06350423,0.41423228,-0.73335676,0.22919755,-0.58865318,0.06542715,-0.11178818
-5.56778389,1.63955514,-2.24760443,0.00687409,-0.01527387,0.35440418,-0.39811392,0.74687745,-0.89646266,0.65570469,-0.59313723,0.03727740,-0.06339598,0.42405597,-0.74178776,0.23207248,-0.59685418,0.06569721,-0.11290079
-5.56178089,1.71031851,-2.25571555,0.00666291,-0.01592302,0.37662943,-0.39659487,0.79168695,-0.90349156,0.68687285,-0.59122734,0.03969345,-0.06318251,0.43623340,-0.74815760,0.23693806,-0.60242112,0.06635826,-0.11376305
-5.55577789,1.78557809,-2.25788580,0.00652007,-0.01650033,0.39867539,-0.39443685,0.83705439,-0.90711705,0.71788778,-0.58859188,0.04252980,-0.06282804,0.45061395,-0.75222880,0.24370829,-0.60516159,0.06738655,-0.11433166
-5.54977489,1.86439220,-2.25410012,0.00644545,-0.01699643,0.42028750,-0.39178737,0.88237173,-0.90741381,0.74833969,-0.58546893,0.04577056,-0.06230364,0.46700450,-0.75384219,0.25226678,-0.60496142,0.06875036,-0.11457487
-5.54377189,1.94574157,-2.24456600,0.00643720,-0.01740364,0.44121499,-0.38882390,0.92702497,-0.90456541,0.77782741,-0.58213061,0.04939108,-0.06158829,0.48517231,-0.75292084,0.26246852,-0.60178724,0.07041060,-0.11447322
-5.53776888,2.02854915,-2.22970353,0.00649180,-0.01771632,0.46121636,-0.38574873,0.97040597,-0.89885557,0.80596897,-0.57887522,0.05335803,-0.06066955,0.50484838,-0.74947032,0.27414193,-0.59568600,0.07232162,-0.11401966
-5.53176588,2.11170094,-2.21012546,0.00660421,-0.01793098,0.48006475,-0.38278223,1.01192408,-0.89065493,0.83241150,-0.57601753,0.05762966,-0.05954384,0.52573148,-0.74357547,0.28709136,-0.58678123,0.07443219,-0.11321923
-5.52576288,2.19406741,-2.18660829,0.00676801,-0.01804651,0.49755283,-0.38015474,1.05101713,-0.88040408,0.85684039,-0.57387740,0.06215639,-0.05821640,0.54749269,-0.73539399,0.30109986,-0.57526671,0.07668660,-0.11208817
-5.51975988,2.27452530,-2.16005581,0.00697563,-0.01806418,0.51349725,-0.37809742,1.08716169,-0.86859350,0.87898717,-0.57276723,0.06688159,-0.05670083,0.56978052,-0.72514715,0.31593243,-0.56139757,0.07902595,-0.11065266
-5.51375688,2.35197949,-2.13145699,0.00721856,-0.01798764,0.52774261,-0.37683242,1.11988238,-0.85574157,0.89863620,-0.57297853,0.07174283,-0.05501836,0.59222653,-0.71310831,0.33133967,-0.54547950,0.08138950,-0.10894716
-5.50775388,2.42538482,-2.10184016,0.00748760,-0.01782280,0.54016471,-0.37656281,1.14876023,-0.84237167,0.91562998,-0.57476845,0.07667321,-0.05319684,0.61445162,-0.69958980,0.34706186,-0.52785652,0.08371615,-0.10701259
-5.50175088,2.49376767,-2.07222590,0.00777320,-0.01757764,0.55067325,-0.37746262,1.17343985,-0.82898940,0.92987299,-0.57834657,0.08160311,-0.05126956,0.63607278,-0.68492886,0.36283341,-0.50889806,0.08594590,-0.10489428
-5.49574787,2.55624711,-2.04358086,0.00806568,-0.01726195,0.55921389,-0.37966771,1.19363552,-0.81606120,0.94133417,-0.58386285,0.08646209,-0.04927382,0.65671040,-0.66947342,0.37838776,-0.48898569,0.08802135,-0.10263998
-5.48974487,2.61205528,-2.01677481,0.00835559,-0.01688698,0.56576966,-0.38326766,1.20913620,-0.80399524,0.95004804,-0.59139726,0.09118091,-0.04724954,0.67599614,-0.65356827,0.39346257,-0.46850035,0.08988922,-0.10029781
-5.48374187,2.66055686,-1.99254295,0.00863398,-0.01646513,0.57036177,-0.38829929,1.21980926,-0.79312555,0.95611446,-0.60095164,0.09569366,-0.04523774,0.69358113,-0.63754242,0.40780518,-0.44781052,0.09150169,-0.09791450
-5.47773887,2.70126692,-1.97145534,0.00889268,-0.01600946,0.57304977,-0.39474222,1.22560324,-0.78369998,0.95969726,-0.61244446,0.09993988,-0.04327911,0.70914438,-0.62169800,0.42117815,-0.42726170,0.09281775,-0.09553366
-5.47173587,2.73386678,-1.95389475,0.00912456,-0.01553333,0.57393106,-0.40251663,1.22654925,-0.77587262,0.96102157,-0.62570879,0.10386655,-0.04141262,0.72240133,-0.60630123,0.43336472,-0.40716769,0.09380428,-0.09319451
-5.46573287,2.75821715,-1.94004390,0.00932374,-0.01504994,0.57313974,-0.41148353,1.22276132,-0.76970085,0.96037009,-0.64049376,0.10742985,-0.03967436,0.73311208,-0.59157579,0.44417406,-0.38780387,0.09443705,-0.09093073
-5.45972986,2.77436771,-1.92988261,0.00948580,-0.01457190,0.57084476,-0.42144756,1.21443525,-0.76514701,0.95807812,-0.65646974,0.11059664,-0.03809641,0.74108917,-0.57769859,0.45344600,-0.36940259,0.09470136,-0.08876979
-5.45372686,2.78256246,-1.92319482,0.00960786,-0.01411089,0.56724731,-0.43216245,1.20184618,-0.76208452,0.95452746,-0.67323710,0.11334556,-0.03670603,0.74620437,-0.56479812,0.46105513,-0.35215072,0.09459252,-0.08673247
-5.44772386,2.78323996,-1.91958491,0.00968867,-0.01367725,0.56257729,-0.44333869,1.18534451,-0.76030793,0.95013908,-0.69033828,0.11566755,-0.03552501,0.74839439,-0.55295519,0.46691392,-0.33618931,0.09411596,-0.08483272
-5.44172086,2.77702777,-1.91850238,0.00972862,-0.01327974,0.55708908,-0.45465346,1.16535015,-0.75954644,0.94536447,-0.70727292,0.11756605,-0.03456925,0.74766488,-0.54220591,0.47097483,-0.32161516,0.09328709,-0.08307787
-5.43571786,2.76473058,-1.91927363,0.00972965,-0.01292527,0.55105624,-0.46576217,1.14234508,-0.75947993,0.94067576,-0.72351539,0.11905641,-0.03384862,0.74409258,-0.53254649,0.47323104,-0.30848396,0.09213077,-0.08146894
-5.42971486,2.74731178,-1.92113899,0.00969517,-0.01261876,0.54476544,-0.47631133,1.11686393,-0.75975679,0.93655457,-0.73853389,0.12016498,-0.03336699,0.73782527,-0.52393959,0.47371597,-0.29681492,0.09068056,-0.08000127
-5.42371186,2.72586833,-1.92329339,0.00962983,-0.01236302,0.53850946,-0.48595203,1.08948290,-0.76001259,0.93347964,-0.75181064,0.12092755,-0.03312254,0.72907940,-0.51632175,0.47250132,-0.28659630,0.08897762,-0.07866521
-5.41770885,2.70159936,-1.92492843,0.00953933,-0.01215877,0.53257947,-0.49435359,1.06080688,-0.75988870,0.93191344,-0.76286189,0.12138742,-0.03310818,0.71813524,-0.50961146,0.46969380,-0.27779167,0.08706934,-0.07744699
-5.41170585,2.67576926,-1.92527398,0.00943011,-0.01200465,0.52725676,-0.50121667,1.03145506,-0.75905000,0.93228809,-0.77125713,0.12159307,-0.03331225,0.70532959,-0.50371743,0.46543058,-0.27034640,0.08500785,-0.07632963
-5.40570285,2.64966622,-1.92363739,0.00930907,-0.01189740,0.52280400,-0.50628534,1.00204537,-0.75720090,0.93499079,-0.77663653,0.12159563,-0.03371930,0.69104628,-0.49854666,0.45987376,-0.26419419,0.08284825,-0.07529383
-5.39969985,2.62455773,-1.91943848,0.00918322,-0.01183200,0.51945653,-0.50935746,0.97317818,-0.75409904,0.94034934,-0.77872579,0.12144624,-0.03431098,0.67570463,-0.49401183,0.45320394,-0.25926317,0.08064684,-0.07431897
-5.39369685,2.60164470,-1.91223875,0.00905939,-0.01180194,0.51741384,-0.51029306,0.94541969,-0.74956615,0.94861832,-0.77734774,0.12119338,-0.03506707,0.65974629,-0.49003785,0.44561336,-0.25548148,0.07845928,-0.07338393
-5.38769385,2.58201626,-1.90176376,0.00894388,-0.01179952,0.51683165,-0.50902024,0.91928572,-0.74349566,0.95996634,-0.77243018,0.12088046,-0.03596644,0.64362097,-0.48656710,0.43729882,-0.25278192,0.07633879,-0.07246805
-5.38169085,2.56660700,-1.88791758,0.00884219,-0.01181618,0.51781498,-0.50553835,0.89522649,-0.73585701,0.97446531,-0.76400955,0.12054360,-0.03698812,0.62777155,-0.48356334,0.42845475,-0.25110570,0.07433448,-0.07155179
-5.37568784,2.55615892,-1.87078896,0.00875876,-0.01184286,0.52041265,-0.49991840,0.87361304,-0.72669639,0.99208204,-0.75223034,0.12020990,-0.03811226,0.61261923,-0.48101399,0.41926679,-0.25040495,0.07248980,-0.07061755
-5.36968484,2.55118989,-1.85064902,0.00869678,-0.01187032,0.52461345,-0.49230066,0.85472602,-0.71613425,1.01267293,-0.73734022,0.11989617,-0.03932097,0.59854930,-0.47893081,0.40990617,-0.25064410,0.07084126,-0.06965016
-5.36368184,2.55197016,-1.82794066,0.00865806,-0.01188959,0.53034427,-0.48288959,0.83874727,-0.70435968,1.03598222,-0.71968126,0.11960823,-0.04059914,0.58589811,-0.47734896,0.40052512,-0.25180009,0.06941743,-0.06863745
-5.35767884,2.55850844,-1.80326045,0.00864293,-0.01189225,0.53747054,-0.47194639,0.82575486,-0.69162210,1.06164413,-0.69967752,0.11934081,-0.04193496,0.57494183,-0.47632448,0.39125349,-0.25386136,0.06823813,-0.06757057
-5.35167584,2.57054819,-1.77733364,0.00865026,-0.01187075,0.54579899,-0.45977944,0.81572180,-0.67822059,1.08918907,-0.67781975,0.11907799,-0.04332035,0.56588742,-0.47593041,0.38219673,-0.25682572,0.06731408,-0.06644425
-5.34567284,2.58757466,-1.75098373,0.00867749,-0.01181875,0.55508271,-0.44673324,0.80851859,-0.66449159,1.11805397,-0.65464780,0.11879430,-0.04475109,0.55886625,-0.47625161,0.37343523,-0.26069734,0.06664678,-0.06525690
