energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-6.00000000,2.70623396,0.05014605,0.08402455,1.41785102,0.51852458,0.04007697,1.72261030
-5.99399700,2.65519139,0.04937615,0.08143071,1.39017378,0.51187303,0.03883995,1.69431988
-5.98799400,2.60119551,0.04850305,0.07876292,1.36057879,0.50458167,0.03758754,1.66398963
-5.98199100,2.54449774,0.04753891,0.07601700,1.32909448,0.49666477,0.03634568,1.63178062
-5.97598799,2.48543241,0.04649594,0.07319329,1.29581996,0.48815963,0.03513739,1.59790920
-5.96998499,2.42440429,0.04538599,0.07029651,1.26092301,0.47912441,0.03398189,1.56263875
-5.96398199,2.36187167,0.04422035,0.06733546,1.22463392,0.46963484,0.03289401,1.52626853
-5.95797899,2.29832634,0.04300937,0.06432247,1.18723590,0.45977986,0.03188381,1.48912035
-5.95197599,2.23427146,0.04176239,0.06127277,1.14905253,0.44965658,0.03095638,1.45152374
-5.94597299,2.17019870,0.04048748,0.05820370,1.11043303,0.43936483,0.03011194,1.41380068
-5.93996998,2.10656609,0.03919145,0.05513396,1.07173651,0.42900163,0.02934618,1.37625060
-5.93396698,2.04377781,0.03787984,0.05208274,1.03331585,0.41865590,0.02865073,1.33913669
-5.92796398,1.98216708,0.03655699,0.04906899,0.99550238,0.40840380,0.02801386,1.30267422
-5.92196098,1.92198329,0.03522620,0.04611070,0.95859226,0.39830481,0.02742127,1.26702164
-5.91595798,1.86338387,0.03388992,0.04322438,0.92283515,0.38839904,0.02685694,1.23227500
-5.90995498,1.80643156,0.03255002,0.04042450,0.88842598,0.37870557,0.02630408,1.19846586
-5.90395198,1.75109694,0.03120806,0.03772326,0.85550005,0.36922223,0.02574602,1.16556294
-5.89794897,1.69726630,0.02986558,0.03513034,0.82413173,0.35992656,0.02516699,1.13347737
-5.89194597,1.64475395,0.02852438,0.03265288,0.79433664,0.35077807,0.02455294,1.10207105
-5.88594297,1.59331853,0.02718678,0.03029557,0.76607708,0.34172146,0.02389207,1.07116785
-5.87993997,1.54268198,0.02585585,0.02806076,0.73927019,0.33269075,0.02317537,1.04056668
-5.87393697,1.49255029,0.02453554,0.02594880,0.71379826,0.32361391,0.02239686,1.01005587
-5.86793397,1.44263454,0.02323080,0.02395830,0.68952038,0.31441789,0.02155380,0.97942781
-5.86193097,1.39267112,0.02194760,0.02208653,0.66628472,0.30503351,0.02064660,0.94849315
