energy_ev,total_up,Hg_p_up,Hg_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-5.84992496,2.00281508,0.39492819,0.89548372,0.14359986,0.08150658,0.04353026,0.55002641
-5.84392196,2.01775994,0.39901352,0.89319951,0.14322326,0.08366216,0.04697881,0.55092107
-5.83791896,2.02513693,0.40165662,0.88678420,0.14221576,0.08571148,0.05052403,0.54924991
-5.83191596,2.02517355,0.40288694,0.87639161,0.14060679,0.08766273,0.05413442,0.54507968
-5.82591296,2.01827241,0.40276767,0.86226837,0.13843918,0.08952937,0.05777478,0.53853049
-5.81990995,2.00500014,0.40139403,0.84474752,0.13576807,0.09132958,0.06140668,0.52977318
-5.81390695,1.98607150,0.39889064,0.82423968,0.13265943,0.09308562,0.06498908,0.51902526
-5.80790395,1.96232909,0.39540794,0.80122186,0.12918836,0.09482302,0.06847929,0.50654538
-5.80190095,1.93471918,0.39111781,0.77622435,0.12543710,0.09656960,0.07183390,0.49262656
-5.79589795,1.90426455,0.38620862,0.74981598,0.12149275,0.09835443,0.07500995,0.47758847
-5.78989495,1.87203505,0.38087960,0.72258837,0.11744503,0.10020669,0.07796617,0.46176884
-5.78389195,1.83911720,0.37533515,0.69513952,0.11338379,0.10215458,0.08066424,0.44551439
-5.77788894,1.80658368,0.36977890,0.66805758,0.10939674,0.10422419,0.08307006,0.42917166
-5.77188594,1.77546417,0.36440803,0.64190508,0.10556713,0.10643853,0.08515492,0.41307793
-5.76588294,1.74671833,0.35940802,0.61720443,0.10197176,0.10881667,0.08689664,0.39755276
-5.75987994,1.72121225,0.35494796,0.59442510,0.09867914,0.11137308,0.08828046,0.38289017
-5.75387694,1.69969913,0.35117674,0.57397289,0.09574803,0.11411725,0.08929976,0.36935209
-5.74787394,1.68280496,0.34822018,0.55618177,0.09322640,0.11705353,0.08995661,0.35716298
-5.74187094,1.67101967,0.34617929,0.54130848,0.09115069,0.12018133,0.09026199,0.34650602
-5.73586793,1.66469415,0.34512963,0.52952998,0.08954564,0.12349553,0.09023577,0.33752088
-5.72986493,1.66404295,0.34512188,0.52094391,0.08842441,0.12698725,0.08990652,0.33030313
-5.72386193,1.66915250,0.34618340,0.51557178,0.08778923,0.13064486,0.08931092,0.32490524
-5.71785893,1.67999434,0.34832087,0.51336482,0.08763236,0.13445514,0.08849310,0.32133916
-5.71185593,1.69644243,0.35152365,0.51421208,0.08793736,0.13840462,0.08750367,0.31958017
-5.70585293,1.71829369,0.35576775,0.51795035,0.08868071,0.14248098,0.08639865,0.31957198
-5.69984992,1.74529051,0.36102017,0.52437544,0.08983347,0.14667439,0.08523821,0.32123257
-5.69384692,1.77714388,0.36724322,0.53325422,0.09136318,0.15097878,0.08408539,0.32446071
-5.68784392,1.81355590,0.37439871,0.54433681,0.09323564,0.15539280,0.08300462,0.32914265
-5.68184092,1.85424015,0.38245163,0.55736842,0.09541665,0.15992062,0.08206032,0.33515873
-5.67583792,1.89893874,0.39137299,0.57210010,0.09787354,0.16457223,0.08131537,0.34238952
-5.66983492,1.94743485,0.40114187,0.58829807,0.10057646,0.16936343,0.08082965,0.35072124
-5.66383192,1.99955989,0.41174621,0.60575091,0.10349927,0.17431526,0.08065858,0.36005008
-5.65782891,2.05519456,0.42318244,0.62427460,0.10662007,0.17945307,0.08085164,0.37028534
-5.65182591,2.11426374,0.43545390,0.64371477,0.10992130,0.18480509,0.08145102,0.38135105
-5.64582291,2.17672502,0.44856801,0.66394650,0.11338936,0.19040063,0.08249031,0.39318620
-5.63981991,2.24255168,0.46253245,0.68487133,0.11701380,0.19626797,0.08399329,0.40574335
-5.63381691,2.31171079,0.47735045,0.70641202,0.12078619,0.20243209,0.08597289,0.41898595
-5.62781391,2.38413798,0.49301564,0.72850517,0.12469854,0.20891229,0.08843032,0.43288441
-5.62181091,2.45971016,0.50950652,0.75109241,0.12874165,0.21571988,0.09135443,0.44741120
-5.61580790,2.53821840,0.52678126,0.77411057,0.13290317,0.22285609,0.09472137,0.46253544
-5.60980490,2.61934269,0.54477294,0.79748171,0.13716582,0.23031035,0.09849452,0.47821718
-5.60380190,2.70263066,0.56338579,0.82110362,0.14150566,0.23805906,0.10262489,0.49440197
-5.59779890,2.78748220,0.58249267,0.84484151,0.14589067,0.24606490,0.10705183,0.51101601
-5.59179590,2.87314162,0.60193415,0.86852167,0.15027974,0.25427688,0.11170425,0.52796242
-5.58579290,2.95869845,0.62151937,0.89192762,0.15462211,0.26263109,0.11650223,0.54511878
-5.57978989,3.04309791,0.64102878,0.91479907,0.15885748,0.27105216,0.12135906,0.56233644
-5.57378689,3.12516110,0.66021869,0.93683427,0.16291668,0.27945537,0.12618372,0.57944151
-5.56778389,3.20361453,0.67882768,0.95769543,0.16672303,0.28774940,0.13088357,0.59623788
-5.56178089,3.27712811,0.69658444,0.97701737,0.17019429,0.29583947,0.13536740,0.61251189
-5.55577789,3.34435981,0.71321671,0.99441891,0.17324520,0.30363087,0.13954852,0.62803872
-5.54977489,3.40400501,0.72846098,1.00951645,0.17579037,0.31103245,0.14334790,0.64258997
-5.54377189,3.45484808,0.74207241,1.02193911,0.17774757,0.31796019,0.14669711,0.65594224
-5.53776888,3.49581330,0.75383429,1.03134453,0.17904110,0.32434033,0.14954104,0.66788604
-5.53176588,3.52601246,0.76356672,1.03743448,0.17960511,0.33011208,0.15184022,0.67823466
-5.52576288,3.54478632,0.77113387,1.03996933,0.17938677,0.33522969,0.15357252,0.68683240
-5.51975988,3.55173756,0.77644937,1.03878063,0.17834896,0.33966369,0.15473429,0.69356167
-5.51375688,3.54675320,0.77947963,1.03378090,0.17647245,0.34340129,0.15534073,0.69834859
-5.50775388,3.53001507,0.78024476,1.02497013,0.17375740,0.34644594,0.15542551,0.70116666
-5.50175088,3.50199751,0.77881702,1.01243865,0.17022409,0.34881593,0.15503965,0.70203834
-5.49574787,3.46345237,0.77531697,0.99636596,0.16591284,0.35054223,0.15424958,0.70103438
-5.48974487,3.41538180,0.76990741,0.97701577,0.16088305,0.35166573,0.15313463,0.69827098
-5.48374187,3.35900035,0.76278552,0.95472740,0.15521157,0.35223394,0.15178387,0.69390487
-5.47773887,3.29568807,0.75417357,0.92990404,0.14899021,0.35229735,0.15029253,0.68812663
-5.47173587,3.22693720,0.74430877,0.90299840,0.14232284,0.35190584,0.14875816,0.68115260
-5.46573287,3.15429492,0.73343280,0.87449660,0.13532189,0.35110515,0.14727662,0.67321581
-5.45972986,3.07930510,0.72178151,0.84490109,0.12810465,0.34993377,0.14593821,0.66455640
-5.45372686,3.00345178,0.70957542,0.81471336,0.12078949,0.34842031,0.14482393,0.65541204
-5.44772386,2.92810706,0.69701140,0.78441737,0.11349206,0.34658172,0.14400220,0.64600877
-5.44172086,2.85448552,0.68425599,0.75446438,0.10632182,0.34442215,0.14352607,0.63655275
-5.43571786,2.78360735,0.67144059,0.72525981,0.09937887,0.34193285,0.14343116,0.62722330
-5.42971486,2.71627114,0.65865872,0.69715265,0.09275130,0.33909282,0.14373419,0.61816734
-5.42371186,2.65303758,0.64596536,0.67042775,0.08651316,0.33587038,0.14443249,0.60949569
-5.41770885,2.59422391,0.63337836,0.64530113,0.08072303,0.33222542,0.14550415,0.60128107
-5.41170585,2.53990915,0.62088171,0.62191835,0.07542325,0.32811226,0.14690915,0.59355795
-5.40570285,2.48994923,0.60843030,0.60035590,0.07063987,0.32348299,0.14859105,0.58632412
-5.39969985,2.44400074,0.59595611,0.58062510,0.06638314,0.31829093,0.15047956,0.57954385
-5.39369685,2.40155206,0.58337512,0.56267843,0.06264866,0.31249427,0.15249356,0.57315234
-5.38769385,2.36195986,0.57059476,0.54641768,0.05941893,0.30605941,0.15454465,0.56706128
-5.38169085,2.32448934,0.55752149,0.53170348,0.05666528,0.29896410,0.15654097,0.56116522
-5.37568784,2.28835625,0.54406794,0.51836568,0.05435017,0.29119998,0.15839126,0.55534836
-5.36968484,2.25276873,0.53015956,0.50621415,0.05242955,0.28277456,0.16000892,0.54949152
-5.36368184,2.21696747,0.51574024,0.49504947,0.05085530,0.27371244,0.16131590,0.54347902
-5.35767884,2.18026251,0.50077689,0.48467307,0.04957767,0.26405586,0.16224640,0.53720505
-5.35167584,2.14206532,0.48526261,0.47489649,0.04854753,0.25386437,0.16275010,0.53057943
-5.34567284,2.10191532,0.46921865,0.46554947,0.04771838,0.24321389,0.16279493,0.52353252
-5.33966983,2.05949977,0.45269485,0.45648658,0.04704814,0.23219499,0.16236910,0.51601901
-5.33366683,2.01466688,0.43576888,0.44759227,0.04650050,0.22091069,0.16148255,0.50802059
-5.32766383,1.96743161,0.41854418,0.43878420,0.04604595,0.20947374,0.16016757,0.49954739
-5.32166083,1.91797446,0.40114683,0.43001496,0.04566242,0.19800359,0.15847861,0.49063809
-5.31565783,1.86663349,0.38372161,0.42127205,0.04533550,0.18662315,0.15649135,0.48135890
-5.30965483,1.81389017,0.36642726,0.41257631,0.04505827,0.17545549,0.15430087,0.47180125
-5.30365183,1.76034968,0.34943135,0.40397901,0.04483083,0.16462063,0.15201923,0.46207856
-5.29764882,1.70671687,0.33290482,0.39555765,0.04465947,0.15423245,0.14977225,0.45232204
-5.29164582,1.65376858,0.31701656,0.38741081,0.04455561,0.14439587,0.14769578,0.44267586
-5.28564282,1.60232378,0.30192807,0.37965231,0.04453452,0.13520446,0.14593149,0.43329185
-5.27963982,1.55321258,0.28778849,0.37240484,0.04461396,0.12673832,0.14462232,0.42432396
-5.27363682,1.50724526,0.27473008,0.36579344,0.04481270,0.11906254,0.14390778,0.41592276
-5.26763382,1.46518268,0.26286445,0.35993913,0.04514903,0.11222600,0.14391922,0.40823023
-5.26163082,1.42770894,0.25227937,0.35495276,0.04563938,0.10626067,0.14477526,0.40137499
-5.25562781,1.39540751,0.24303651,0.35092956,0.04629705,0.10118141,0.14657753,0.39546823
-5.24962481,1.36874137,0.23516997,0.34794440,0.04713107,0.09698615,0.14940701,0.39060048
-5.24362181,1.34803815,0.22868580,0.34604804,0.04814530,0.09365643,0.15332096,0.38683935
-5.23761881,1.33348044,0.22356227,0.34526436,0.04933780,0.09115838,0.15835070,0.38422822
-5.23161581,1.32510177,0.21975106,0.34558889,0.05070044,0.08944394,0.16450044,0.38278598
-5.22561281,1.32278808,0.21717926,0.34698825,0.05221877,0.08845244,0.17174705,0.38250777
-5.21960980,1.32628462,0.21575198,0.34940095,0.05387227,0.08811230,0.18004108,0.38336652
-5.21360680,1.33520798,0.21535569,0.35273909,0.05563473,0.08834304,0.18930885,0.38531533
-5.20760380,1.34906239,0.21586190,0.35689106,0.05747501,0.08905732,0.19945575,0.38829034
-5.20160080,1.36725994,0.21713132,0.36172500,0.05935794,0.09016318,0.21037048,0.39221407
-5.19559780,1.38914348,0.21901817,0.36709295,0.06124545,0.09156620,0.22193029,0.39699895
-5.18959480,1.41401151,0.22137455,0.37283532,0.06309779,0.09317179,0.23400689,0.40255082
-5.18359180,1.44114386,0.22405476,0.37878570,0.06487490,0.09488739,0.24647287,0.40877234
-5.17758879,1.46982723,0.22691940,0.38477566,0.06653775,0.09662453,0.25920825,0.41556599
-5.17158579,1.49937945,0.22983912,0.39063942,0.06804968,0.09830081,0.27210699,0.42283675
-5.16558279,1.52917164,0.23269788,0.39621821,0.06937769,0.09984169,0.28508299,0.43049413
-5.15957979,1.55864728,0.23539572,0.40136420,0.07049352,0.10118204,0.29807537,0.43845373
-5.15357679,1.58733763,0.23785083,0.40594380,0.07137464,0.10226742,0.31105256,0.44663807
-5.14757379,1.61487271,0.24000094,0.40984040,0.07200499,0.10305510,0.32401509,0.45497697
-5.14157079,1.64098782,0.24180407,0.41295634,0.07237541,0.10351473,0.33699668,0.46340733
-5.13556778,1.66552508,0.24323846,0.41521416,0.07248391,0.10362876,0.35006365,0.47187246
-5.12956478,1.68843029,0.24430192,0.41655722,0.07233560,0.10339237,0.36331231,0.48032104
-5.12356178,1.70974524,0.24501050,0.41694957,0.07194233,0.10281331,0.37686458,0.48870581
-5.11755878,1.72959593,0.24539653,0.41637528,0.07132213,0.10191119,0.39086177,0.49698211
-5.11155578,1.74817734,0.24550635,0.41483724,0.07049835,0.10071672,0.40545682,0.50510631
-5.10555278,1.76573539,0.24539750,0.41235556,0.06949869,0.09927056,0.42080514,0.51303427
-5.09954977,1.78254717,0.24513572,0.40896568,0.06835399,0.09762202,0.43705462,0.52071992
-5.09354677,1.79890003,0.24479184,0.40471625,0.06709699,0.09582769,0.45433499,0.52811399
-5.08754377,1.81507085,0.24443855,0.39966701,0.06576102,0.09394986,0.47274731,0.53516302
-5.08154077,1.83130620,0.24414733,0.39388657,0.06437873,0.09205499,0.49235375,0.54180855
-5.07553777,1.84780433,0.24398551,0.38745042,0.06298085,0.09021217,0.51316852,0.54798671
-5.06953477,1.86469989,0.24401361,0.38043904,0.06159512,0.08849160,0.53515020,0.55362811
-5.06353177,1.88205199,0.24428309,0.37293622,0.06024537,0.08696321,0.55819603,0.55865812
-5.05752876,1.89983612,0.24483444,0.36502769,0.05895077,0.08569535,0.58213849,0.56299746
-5.05152576,1.91794042,0.24569578,0.35680002,0.05772542,0.08475363,0.60674454,0.56656326
-5.04552276,1.93616633,0.24688198,0.34833974,0.05657805,0.08419995,0.63171760,0.56927042
-5.03951976,1.95423374,0.24839426,0.33973278,0.05551208,0.08409158,0.65670241,0.57103345
-5.03351676,1.97179038,0.25022030,0.33106403,0.05452587,0.08448048,0.68129260,0.57176853
-5.02751376,1.98842500,0.25233494,0.32241719,0.05361322,0.08541266,0.70504096,0.57139608
-5.02151076,2.00368398,0.25470120,0.31387464,0.05276408,0.08692770,0.72747181,0.56984353
-5.01550775,2.01709039,0.25727189,0.30551747,0.05196538,0.08905830,0.74809531,0.56704832
-5.00950475,2.02816491,0.25999146,0.29742542,0.05120202,0.09182999,0.76642294,0.56296112
-5.00350175,2.03644759,0.26279823,0.28967692,0.05045789,0.09526077,0.78198363,0.55754908
-4.99749875,2.04151951,0.26562676,0.28234897,0.04971696,0.09936090,0.79433993,0.55079906
-4.99149575,2.04302343,0.26841043,0.27551699,0.04896430,0.10413267,0.80310341,0.54272064
-4.98549275,2.04068249,0.27108404,0.26925448,0.04818702,0.10957024,0.80794869,0.53334879
-4.97948974,2.03431613,0.27358628,0.26363267,0.04737510,0.11565950,0.80862557,0.52274618
-4.97348674,2.02385260,0.27586217,0.25871994,0.04652208,0.12237806,0.80496856,0.51100470
-4.96748374,2.00933746,0.27786519,0.25458122,0.04562550,0.12969533,0.79690357,0.49824638
-4.96148074,1.99093769,0.27955913,0.25127726,0.04468721,0.13757268,0.78445136,0.48462333
-4.95547774,1.96894136,0.28091955,0.24886384,0.04371343,0.14596388,0.76772765,0.47031677
-4.94947474,1.94375276,0.28193482,0.24739100,0.04271456,0.15481557,0.74693997,0.45553506
-4.94347174,1.91588330,0.28260673,0.24690224,0.04170481,0.16406813,0.72238135,0.44051067
-4.93746873,1.88593861,0.28295052,0.24743373,0.04070170,0.17365655,0.69442116,0.42549617
-4.93146573,1.85460230,0.28299457,0.24901359,0.03972534,0.18351170,0.66349361,0.41075933
-4.92546273,1.82261715,0.28277947,0.25166126,0.03879757,0.19356166,0.63008446,0.39657734
-4.91945973,1.79076438,0.28235680,0.25538690,0.03794114,0.20373323,0.59471637,0.38323048
-4.91345673,1.75984182,0.28178741,0.26019086,0.03717869,0.21395350,0.55793380,0.37099532
-4.90745373,1.73064181,0.28113943,0.26606324,0.03653194,0.22415146,0.52028781,0.36013764
-4.90145073,1.70392941,0.28048595,0.27298343,0.03602072,0.23425947,0.48232165,0.35090538
-4.89544772,1.68042172,0.27990262,0.28091979,0.03566231,0.24421458,0.44455734,0.34352186
-4.88944472,1.66076879,0.27946496,0.28982922,0.03547076,0.25395962,0.40748406,0.33817937
-4.88344172,1.64553659,0.27924579,0.29965676,0.03545642,0.26344387,0.37154832,0.33503355
-4.87743872,1.63519255,0.27931260,0.31033530,0.03562571,0.27262341,0.33714647,0.33419858
-4.87143572,1.63009363,0.27972504,0.32178512,0.03598097,0.28146094,0.30461938,0.33574338
-4.86543272,1.63047747,0.28053266,0.33391360,0.03652059,0.28992522,0.27424945,0.33968908
-4.85942971,1.63645635,0.28177282,0.34661497,0.03723931,0.29799002,0.24625976,0.34600758
-4.85342671,1.64801441,0.28346905,0.35977018,0.03812868,0.30563279,0.22081517,0.35462160
-4.84742371,1.66500771,0.28562969,0.37324698,0.03917763,0.31283294,0.19802514,0.36540586
-4.84142071,1.68716749,0.28824709,0.38690029,0.04037321,0.31957014,0.17794786,0.37818963
-4.83541771,1.71410635,0.29129726,0.40057293,0.04170136,0.32582245,0.16059544,0.39276051
-4.82941471,1.74532731,0.29474010,0.41409680,0.04314774,0.33156476,0.14593973,0.40886920
-4.82341171,1.78023575,0.29852017,0.42729461,0.04469851,0.33676750,0.13391849,0.42623539
-4.81740870,1.81815395,0.30256810,0.43998214,0.04634112,0.34139581,0.12444157,0.44455437
-4.81140570,1.85833808,0.30680249,0.45197110,0.04806497,0.34540937,0.11739685,0.46350432
-4.80540270,1.89999741,0.31113236,0.46307270,0.04986197,0.34876294,0.11265566,0.48275408
-4.79939970,1.94231526,0.31546014,0.47310162,0.05172692,0.35140756,0.11007768,0.50197113
-4.79339670,1.98447137,0.31968488,0.48188064,0.05365784,0.35329265,0.10951494,0.52082964
-4.78739370,2.02566501,0.32370594,0.48924550,0.05565596,0.35436874,0.11081519,0.53901830
-4.78139070,2.06513834,0.32742665,0.49505010,0.05772571,0.35459081,0.11382433,0.55624782
-4.77538769,2.10219921,0.33075813,0.49917169,0.05987442,0.35392216,0.11838815,0.57225777
-4.76938469,2.13624272,0.33362289,0.50151585,0.06211193,0.35233850,0.12435338,0.58682265
-4.76338169,2.16677072,0.33595825,0.50202122,0.06445008,0.34983214,0.13156810,0.59975702
-4.75737869,2.19340864,0.33771928,0.50066346,0.06690204,0.34641601,0.13988179,0.61091949
-4.75137569,2.21591885,0.33888130,0.49745853,0.06948166,0.34212734,0.14914494,0.62021548
-4.74537269,2.23421002,0.33944168,0.49246486,0.07220273,0.33703062,0.15920860,0.62759867
-4.73936968,2.24834212,0.33942105,0.48578441,0.07507820,0.33121986,0.16992383,0.63307116
-4.73336668,2.25852672,0.33886366,0.47756240,0.07811955,0.32481978,0.18114129,0.63668225
-4.72736368,2.26512243,0.33783705,0.46798570,0.08133608,0.31798594,0.19271104,0.63852593
-4.72136068,2.26862577,0.33643101,0.45727982,0.08473440,0.31090364,0.20448270,0.63873726
-4.71535768,2.26965750,0.33475577,0.44570458,0.08831795,0.30378567,0.21630597,0.63748762
-4.70935468,2.26894507,0.33293961,0.43354851,0.09208667,0.29686876,0.22803166,0.63497918
-4.70335168,2.26730152,0.33112589,0.42112220,0.09603680,0.29040904,0.23951309,0.63143861
-4.69734867,2.26560175,0.32946967,0.40875066,0.10016076,0.28467635,0.25060801,0.62711036
-4.69134567,2.26475674,0.32813390,0.39676509,0.10444718,0.27994779,0.26118086,0.62224969
-4.68534267,2.26568655,0.32728543,0.38549411,0.10888103,0.27650058,0.27110532,0.61711562
-4.67933967,2.26929296,0.32709080,0.37525500,0.11344382,0.27460446,0.28026700,0.61196408
-4.67333667,2.27643238,0.32771200,0.36634487,0.11811388,0.27451385,0.28856620,0.60704132
-4.66733367,2.28788986,0.32930222,0.35903241,0.12286665,0.27646010,0.29592051,0.60257782
-4.66133067,2.30435487,0.33200170,0.35355024,0.12767504,0.28064394,0.30226704,0.59878277
-4.65532766,2.32639929,0.33593376,0.35008816,0.13250978,0.28722851,0.30756432,0.59583919
-4.64932466,2.35445838,0.34120104,0.34878761,0.13733974,0.29633318,0.31179341,0.59389980
-4.64332166,2.38881496,0.34788205,0.34973743,0.14213228,0.30802835,0.31495838,0.59308363
-4.63731866,2.42958747,0.35602814,0.35297109,0.14685359,0.32233149,0.31708593,0.59347336
-4.63131566,2.47672204,0.36566090,0.35846553,0.15146899,0.33920467,0.31822409,0.59511351
-4.62531266,2.52998910,0.37677018,0.36614166,0.15594331,0.35855359,0.31844009,0.59800940
-4.61930965,2.58898466,0.38931272,0.37586648,0.16024121,0.38022841,0.31781739,0.60212687
-4.61330665,2.65313660,0.40321159,0.38745690,0.16432768,0.40402632,0.31645197,0.60739286
-4.60730365,2.72171597,0.41835650,0.40068504,0.16816843,0.42969592,0.31444809,0.61369682
-4.60130065,2.79385343,0.43460509,0.41528496,0.17173057,0.45694337,0.31191370,0.62089297
-4.59529765,2.86856058,0.45178520,0.43096061,0.17498321,0.48544014,0.30895567,0.62880347
-4.58929465,2.94475601,0.46969827,0.44739476,0.17789825,0.51483229,0.30567512,0.63722250
-4.58329165,3.02129550,0.48812380,0.46425866,0.18045122,0.54475083,0.30216314,0.64592115
-4.57728864,3.09700561,0.50682484,0.48122209,0.18262219,0.57482298,0.29849707,0.65465330
-4.57128564,3.17071984,0.52555433,0.49796345,0.18439668,0.60468391,0.29473752,0.66316218
-4.56528264,3.24131618,0.54406233,0.51417962,0.18576660,0.63398845,0.29092634,0.67118765
-4.55927964,3.30775465,0.56210371,0.52959514,0.18673101,0.66242234,0.28708569,0.67847394
-4.55327664,3.36911347,0.57944606,0.54397042,0.18729685,0.68971263,0.28321812,0.68477772
-4.54727364,3.42462235,0.59587766,0.55710868,0.18747942,0.71563661,0.27930778,0.68987619
-4.54127064,3.47369126,0.61121502,0.56886129,0.18730255,0.74002893,0.27532259,0.69357482
-4.53526763,3.51593343,0.62530962,0.57913138,0.18679859,0.76278661,0.27121729,0.69571463
-4.52926463,3.55118118,0.63805369,0.58787544,0.18600791,0.78387156,0.26693719,0.69617844
-4.52326163,3.57949373,0.64938448,0.59510305,0.18497821,0.80331055,0.26242230,0.69489592
-4.51725863,3.60115629,0.65928692,0.60087455,0.18376331,0.82119245,0.25761175,0.69184718
-4.51125563,3.61667020,0.66779441,0.60529684,0.18242179,0.83766304,0.25244814,0.68706454
-4.50525263,3.62673430,0.67498770,0.60851758,0.18101527,0.85291733,0.24688157,0.68063246
-4.49924962,3.63221819,0.68099168,0.61071784,0.17960646,0.86718998,0.24087325,0.67268543
-4.49324662,3.63412828,0.68597033,0.61210375,0.17825721,0.88074400,0.23439835,0.66340396
-4.48724362,3.63356820,0.69012000,0.61289736,0.17702646,0.89385841,0.22744807,0.65300866
-4.48124062,3.63169504,0.69366110,0.61332715,0.17596825,0.90681527,0.22003082,0.64175269
-4.47523762,3.62967344,0.69682885,0.61361858,0.17512997,0.91988681,0.21217245,0.62991288
-4.46923462,3.62862947,0.69986320,0.61398510,0.17455086,0.93332297,0.20391557,0.61777982
-4.46323162,3.62960616,0.70299862,0.61461993,0.17426073,0.94734017,0.19531807,0.60564740
-4.45722861,3.63352271,0.70645402,0.61568886,0.17427921,0.96211145,0.18645091,0.59380222
-4.45122561,3.64113881,0.71042345,0.61732444,0.17461529,0.97775854,0.17739539,0.58251338
-4.44522261,3.65302565,0.71506778,0.61962161,0.17526729,0.99434613,0.16824000,0.57202303
-4.43921961,3.66954438,0.72050792,0.62263494,0.17622324,1.01187826,0.15907707,0.56253815
-4.43321661,3.69083291,0.72681974,0.62637740,0.17746157,1.03029715,0.14999948,0.55422387
-4.42721361,3.71680115,0.73403094,0.63082076,0.17895212,1.04948424,0.14109744,0.54719862
-4.42121061,3.74713459,0.74212001,0.63589735,0.18065728,1.06926331,0.13245565,0.54153130
-4.41520760,3.78130582,0.75101710,0.64150312,0.18253343,1.08940551,0.12415083,0.53724054
-4.40920460,3.81859323,0.76060700,0.64750180,0.18453227,1.10963594,0.11624990,0.53429600
-4.40320160,3.85810583,0.77073377,0.65372990,0.18660228,1.12964159,0.10880858,0.53262168
-4.39719860,3.89881326,0.78120694,0.66000239,0.18869007,1.14908013,0.10187076,0.53210095
-4.39119560,3.93957949,0.79180886,0.66611869,0.19074167,1.16758951,0.09546837,0.53258313
-4.38519260,3.97919917,0.80230294,0.67186903,0.19270361,1.18479769,0.08962192,0.53389117
-4.37918959,4.01643524,0.81244234,0.67704065,0.19452398,1.20033267,0.08434141,0.53583020
-4.37318659,4.05005673,0.82197876,0.68142397,0.19615323,1.21383208,0.07962785,0.53819646
-4.36718359,4.07887549,0.83067100,0.68481839,0.19754494,1.22495264,0.07547497,0.54078629
-4.36118059,4.10178115,0.83829298,0.68703769,0.19865638,1.23337878,0.07187128,0.54340489
-4.35517759,4.11777325,0.84464089,0.68791494,0.19944904,1.23883074,0.06880223,0.54587439
-4.34917459,4.12598998,0.84953944,0.68730675,0.19988911,1.24107163,0.06625242,0.54804115
-4.34317159,4.12573301,0.85284682,0.68509702,0.19994786,1.23991368,0.06420779,0.54978197
-4.33716858,4.11648794,0.85445854,0.68119986,0.19960201,1.23522324,0.06265768,0.55100907
-4.33116558,4.09794014,0.85431002,0.67556191,0.19883408,1.22692476,0.06159665,0.55167393
-4.32516258,4.06998585,0.85237796,0.66816395,0.19763277,1.21500350,0.06102608,0.55176971
-4.31915958,4.03273833,0.84868063,0.65902169,0.19599318,1.19950694,0.06095541,0.55133255
-4.31315658,3.98652932,0.84327719,0.64818598,0.19391713,1.18054492,0.06140301,0.55044165
-4.30715358,3.93190564,0.83626616,0.63574217,0.19141331,1.15828842,0.06239659,0.54921821
