energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.80790395,5.41506570,4.01268584,2.12714233,0.01031953,0.98690198,0.33230924,0.34107771,0.06072026,2.28367525
-5.80190095,5.45940847,4.06306321,2.14162415,0.00998409,1.00041850,0.33716829,0.35023713,0.06095715,2.29714104
-5.79589795,5.49955716,4.11046760,2.15140550,0.00968093,1.01231036,0.34125835,0.36074648,0.06097792,2.30993376
-5.78989495,5.53507846,4.15447519,2.15630132,0.00941561,1.02243145,0.34456863,0.37256503,0.06078190,2.32196952
-5.78389195,5.56557314,4.19469289,2.15621223,0.00919270,1.03067709,0.34710288,0.38561287,0.06037271,2.33313337
-5.77788894,5.59067987,4.23076552,2.15112516,0.00901573,1.03698630,0.34887921,0.39977091,0.05975818,2.34327869
-5.77188594,5.61007643,4.26238017,2.14111070,0.00888713,1.04134187,0.34992932,0.41488208,0.05895004,2.35222766
-5.76588294,5.62347821,4.28926769,2.12631739,0.00880818,1.04376826,0.35029703,0.43075397,0.05796352,2.35977278
-5.75987994,5.63063450,4.31120143,2.10696323,0.00877906,1.04432753,0.35003634,0.44716258,0.05681678,2.36567944
-5.75387694,5.63132287,4.32799348,2.08332478,0.00879884,1.04311367,0.34920882,0.46385729,0.05553029,2.36968932
-5.74787394,5.62534227,4.33948885,2.05572458,0.00886555,1.04024550,0.34788071,0.48056663,0.05412612,2.37152470
-5.74187094,5.61250572,4.34555829,2.02451752,0.00897619,1.03585881,0.34611970,0.49700480,0.05262717,2.37089354
-5.73586793,5.59263325,4.34609037,1.99007677,0.00912684,1.03009807,0.34399157,0.51287873,0.05105644,2.36749520
-5.72986493,5.56554589,4.34098355,1.95278008,0.00931271,1.02310823,0.34155703,0.52789520,0.04943627,2.36102676
-5.72386193,5.53106143,4.33013899,1.91299704,0.00952824,1.01502700,0.33886861,0.54176810,0.04778771,2.35118980
-5.71785893,5.48899243,4.31345477,1.87107793,0.00976722,1.00597816,0.33596816,0.55422534,0.04612990,2.33769755
-5.71185593,5.43914708,4.29082195,1.82734462,0.01002284,0.99606602,0.33288477,0.56501531,0.04447962,2.32028219
-5.70585293,5.38133293,4.26212310,1.78208376,0.01028790,0.98537148,0.32963347,0.57391263,0.04285094,2.29870230
-5.69984992,5.31536362,4.22723348,1.73554261,0.01055486,0.97394974,0.32621464,0.58072316,0.04125497,2.27275016
-5.69384692,5.24106850,4.18602490,1.68792747,0.01081604,0.96182970,0.32261428,0.58528801,0.03969988,2.24225883
-5.68784392,5.15830473,4.13837254,1.63940457,0.01106376,0.94901517,0.31880508,0.58748656,0.03819085,2.20710878
-5.68184092,5.06697139,4.08416418,1.59010335,0.01129049,0.93548764,0.31474830,0.58723850,0.03673034,2.16723402
-5.67583792,4.96702505,4.02331182,1.54012167,0.01148904,0.92121048,0.31039626,0.58450475,0.03531839,2.12262737
-5.66983492,4.85849604,3.95576519,1.48953272,0.01165274,0.90613436,0.30569552,0.57928751,0.03395298,2.07334499
-5.66383192,4.74150478,3.88152659,1.43839299,0.01177559,0.89020363,0.30059033,0.57162927,0.03263053,2.01950979
-5.65782891,4.61627738,3.80066659,1.38675103,0.01185243,0.87336327,0.29502647,0.56161114,0.03134637,1.96131379
-5.65182591,4.48315982,3.71333993,1.33465641,0.01187910,0.85556625,0.28895500,0.54935037,0.03009535,1.89901925
-5.64582291,4.34263018,3.61980100,1.28216851,0.01185259,0.83678084,0.28233595,0.53499733,0.02887228,1.83295858
-5.63981991,4.19530824,3.52041840,1.22936471,0.01177111,0.81699775,0.27514167,0.51873200,0.02767252,1.76353288
-5.63381691,4.04196205,3.41568784,1.17634769,0.01163419,0.79623667,0.26735970,0.50076014,0.02649236,1.69120925
-5.62781391,3.88351135,3.30624308,1.12325148,0.01144276,0.77455220,0.25899502,0.48130920,0.02532948,1.61651683
-5.62181091,3.72102731,3.19286429,1.07024622,0.01119910,0.75203881,0.25007161,0.46062410,0.02418322,1.54004159
-5.61580790,3.55572884,3.07648351,1.01754136,0.01090690,0.72883474,0.24063320,0.43896302,0.02305485,1.46241996
-5.60980490,3.38897533,2.95818697,0.96538736,0.01057112,0.70512489,0.23074327,0.41659319,0.02194772,1.38433154
-5.60380190,3.22225607,2.83921390,0.91407585,0.01019793,0.68114235,0.22048425,0.39378680,0.02086731,1.30649075
-5.59779890,3.05717637,2.72095180,0.86393831,0.00979462,0.65716881,0.20995600,0.37081712,0.01982120,1.22963784
-5.59179590,2.89544092,2.60492788,0.81534337,0.00936938,0.63353368,0.19927365,0.34795484,0.01881898,1.15452918
-5.58579290,2.73883437,2.49279683,0.76869297,0.00893117,0.61061191,0.18856490,0.32546457,0.01787206,1.08192717
-5.57978989,2.58919959,2.38632463,0.72441726,0.00848948,0.58882060,0.17796693,0.30360173,0.01699344,1.01258975
-5.57378689,2.44841387,2.28736856,0.68296871,0.00805418,0.56861438,0.16762301,0.28260968,0.01619740,0.94725978
-5.56778389,2.31836316,2.19785338,0.64481527,0.00763527,0.55047950,0.15767898,0.26271704,0.01549917,0.88665436
-5.56178089,2.20091475,2.11974373,0.61043287,0.00724264,0.53492673,0.14827969,0.24413540,0.01491456,0.83145419
-5.55577789,2.09788840,2.05501290,0.58029738,0.00688592,0.52248303,0.13956554,0.22705721,0.01445954,0.78229312
-5.54977489,2.01102631,2.00560816,0.55487596,0.00657424,0.51368212,0.13166923,0.21165390,0.01414983,0.73974801
-5.54377189,1.94196192,1.97341289,0.53461806,0.00631603,0.50905385,0.12471273,0.19807423,0.01400051,0.70432889
-5.53776888,1.89218808,1.96020605,0.51994615,0.00611886,0.50911262,0.11880464,0.18644279,0.01402555,0.67646966
-5.53176588,1.86302465,1.96761946,0.51124607,0.00598927,0.51434492,0.11403791,0.17685865,0.01423743,0.65651934
-5.52576288,1.85558634,1.99709372,0.50885748,0.00593263,0.52519611,0.11048793,0.16939427,0.01464674,0.64473408
-5.51975988,1.87075106,2.04983374,0.51306418,0.00595301,0.54205689,0.10821110,0.16409440,0.01526177,0.64127007
-5.51375688,1.90912986,2.12676504,0.52408478,0.00605308,0.56524959,0.10724378,0.16097535,0.01608822,0.64617761
-5.50775388,1.97103911,2.22849209,0.54206380,0.00623402,0.59501466,0.10760171,0.16002429,0.01712888,0.65939642
-5.50175088,2.05647616,2.35526026,0.56706353,0.00649547,0.63149806,0.10927982,0.16119897,0.01838335,0.68075266
-5.49574787,2.16509945,2.50692291,0.59905688,0.00683550,0.67473960,0.11225243,0.16442762,0.01984789,0.70995773
-5.48974487,2.29621431,2.68291513,0.63792161,0.00725058,0.72466315,0.11647394,0.16960934,0.02151528,0.74660922
-5.48374187,2.44876548,2.88223579,0.68343623,0.00773563,0.78106888,0.12187976,0.17661486,0.02337478,0.79019424
-5.47773887,2.62133746,3.10343907,0.73527786,0.00828409,0.84362823,0.12838776,0.18528789,0.02541216,0.84009518
-5.47173587,2.81216327,3.34463666,0.79302235,0.00888798,0.91188188,0.13589992,0.19544698,0.02760984,0.89559815
-5.46573287,3.01914239,3.60351136,0.85614678,0.00953803,0.98524102,0.14430439,0.20688800,0.02994713,0.95590403
-5.45972986,3.23986776,3.87734241,0.92403462,0.01022388,1.06299223,0.15347772,0.21938725,0.03240049,1.02014201
-5.45372686,3.47166182,4.16304241,0.99598330,0.01093422,1.14430597,0.16328738,0.23270515,0.03494399,1.08738532
-5.44772386,3.71162078,4.45720514,1.07121449,0.01165708,1.22824855,0.17359435,0.24659045,0.03754970,1.15666896
-5.44172086,3.95666620,4.75616340,1.14888646,0.01238002,1.31379746,0.18425584,0.26078492,0.04018830,1.22700870
-5.43571786,4.20360228,5.05605506,1.22810853,0.01309043,1.39985966,0.19512798,0.27502829,0.04282961,1.29742091
-5.42971486,4.44917717,5.35289559,1.30795712,0.01377584,1.48529224,0.20606839,0.28906342,0.04544320,1.36694251
-5.42371186,4.69014645,5.64265495,1.38749282,0.01442415,1.56892501,0.21693861,0.30264145,0.04799898,1.43465029
-5.41770885,4.92333632,5.92133621,1.46577802,0.01502395,1.64958419,0.22760627,0.31552675,0.05046783,1.49967891
-5.41170585,5.14570485,6.18505388,1.54189459,0.01556479,1.72611657,0.23794689,0.32750149,0.05282208,1.56123694
-5.40570285,5.35439883,6.43010934,1.61496094,0.01603737,1.79741340,0.24784539,0.33836969,0.05503607,1.61862023
-5.39969985,5.54680482,6.65306139,1.68414798,0.01643380,1.86243317,0.25719707,0.34796061,0.05708649,1.67122231
-5.39369685,5.72059264,6.85078995,1.74869351,0.01674771,1.92022290,0.26590832,0.35613127,0.05895274,1.71854134
-5.38769385,5.87375043,7.02055149,1.80791467,0.01697443,1.96993699,0.27389678,0.36276817,0.06061717,1.76018354
-5.38169085,6.00461048,7.16002495,1.86121805,0.01711096,2.01085360,0.28109123,0.36778808,0.06206517,1.79586315
-5.37568784,6.11186562,7.26734748,1.90810744,0.01715607,2.04238772,0.28743117,0.37113790,0.06328524,1.82539898
-5.36968484,6.19457644,7.34113958,1.94818891,0.01711019,2.06410114,0.29286610,0.37279385,0.06426894,1.84870816
-5.36368184,6.25216977,7.38051961,1.98117349,0.01697539,2.07570885,0.29735474,0.37275975,0.06501076,1.86579727
-5.35767884,6.28442937,7.38510804,2.00687723,0.01675517,2.07708200,0.30086420,0.37106485,0.06550793,1.87675179
-5.35167584,6.29147984,7.35502187,2.02521914,0.01645438,2.06824754,0.30336914,0.36776119,0.06576024,1.88172418
-5.34567284,6.27376502,7.29085988,2.03621699,0.01607896,2.04938454,0.30485110,0.36292064,0.06576979,1.88092154
-5.33966983,6.23202207,7.19367964,2.03998139,0.01563576,2.02081753,0.30529805,0.35663189,0.06554076,1.87459334
-5.33366683,6.16725255,7.06496705,2.03670842,0.01513234,1.98300711,0.30470415,0.34899740,0.06507916,1.86301983
-5.32766383,6.08069159,6.90659942,2.02667107,0.01457672,1.93653810,0.30306979,0.34013057,0.06439269,1.84650174
-5.32166083,5.97377613,6.72080299,2.01020993,0.01397718,1.88210569,0.30040187,0.33015305,0.06349053,1.82535143
-5.31565783,5.84811321,6.51010583,1.98772334,0.01334208,1.82049974,0.29671439,0.31919250,0.06238328,1.79988606
-5.30965483,5.70544890,6.27728720,1.95965736,0.01267966,1.75258789,0.29202911,0.30738055,0.06108281,1.77042266
-5.30365183,5.54763839,6.02532425,1.92649581,0.01199790,1.67929768,0.28637639,0.29485122,0.05960229,1.73727524
-5.29764882,5.37661769,5.75733721,1.88875068,0.01130441,1.60159816,0.27979608,0.28173956,0.05795614,1.70075383
-5.29164582,5.19437724,5.47653413,1.84695310,0.01060628,1.52048139,0.27233826,0.26818068,0.05616007,1.66116529
-5.28564282,5.00293745,5.18615622,1.80164509,0.00991007,1.43694425,0.26406394,0.25430893,0.05423103,1.61881560
-5.27963982,4.80432650,4.88942505,1.75337233,0.00922168,1.35197098,0.25504539,0.24025732,0.05218731,1.57401334
-5.27363682,4.60056037,4.58949263,1.70267791,0.00854642,1.26651673,0.24536635,0.22615695,0.05004844,1.52707405
-5.26763382,4.39362510,4.28939556,1.65009737,0.00788891,1.18149267,0.23512170,0.21213669,0.04783517,1.47832514
-5.26163082,4.18546148,3.99201419,1.59615480,0.00725313,1.09775270,0.22441694,0.19832270,0.04556943,1.42811095
-5.25562781,3.97795192,3.70003773,1.54136023,0.00664246,1.01608225,0.21336714,0.18483811,0.04327413,1.37679772
-5.24962481,3.77290975,3.41593593,1.48620804,0.00605965,0.93718927,0.20209568,0.17180265,0.04097305,1.32477818
-5.24362181,3.57207060,3.14193786,1.43117638,0.00550691,0.86169744,0.19073253,0.15933226,0.03869058,1.27247541
-5.23761881,3.37708595,2.88001796,1.37672733,0.00498595,0.79014180,0.17941241,0.14753877,0.03645145,1.22034588
-5.23161581,3.18951848,2.63188929,1.32330760,0.00449797,0.72296670,0.16827268,0.13652958,0.03428049,1.16888130
-5.22561281,3.01083904,2.39900364,1.27134955,0.00404379,0.66052582,0.15745116,0.12640740,0.03220224,1.11860932
-5.21960980,2.84242489,2.18255790,1.22127221,0.00362381,0.60308434,0.14708389,0.11727005,0.03024068,1.07009279
-5.21360680,2.68555888,1.98350578,1.17348208,0.00323814,0.55082271,0.13730300,0.10921032,0.02841887,1.02392750
-5.20760380,2.54142896,1.80257386,1.12837340,0.00288655,0.50384205,0.12823458,0.10231587,0.02675863,0.98073837
-5.20160080,2.41112787,1.64028089,1.08632781,0.00256860,0.46217053,0.11999687,0.09666924,0.02528025,0.94117413
-5.19559780,2.29565238,1.49695885,1.04771309,0.00228363,0.42577066,0.11269852,0.09234776,0.02400221,0.90590028
-5.18959480,2.19590175,1.37277487,1.01288113,0.00203078,0.39454705,0.10643713,0.08942348,0.02294091,0.87559067
-5.18359180,2.11267525,1.26775259,0.98216490,0.00180907,0.36835432,0.10129811,0.08796305,0.02211052,0.85091755
-5.17758879,2.04666840,1.18179200,0.95587468,0.00161742,0.34700492,0.09735364,0.08802738,0.02152277,0.83254051
-5.17158579,1.99846797,1.11468700,0.93429371,0.00145464,0.33027661,0.09466200,0.08967119,0.02118681,0.82109427
-5.16558279,1.96854588,1.06613997,0.91767337,0.00131950,0.31791951,0.09326706,0.09294226,0.02110917,0.81717589
-5.15957979,1.95725208,1.03577296,0.90622839,0.00121071,0.30966241,0.09319794,0.09788046,0.02129361,0.82133154
-5.15357679,1.96480688,1.02313555,0.90013220,0.00112698,0.30521853,0.09446893,0.10451650,0.02174113,0.83404327
-5.14757379,1.99129331,1.02770932,0.89951298,0.00106701,0.30429052,0.09707949,0.11287038,0.02244996,0.85571628
-5.14157079,2.03664975,1.04890948,0.90445052,0.00102950,0.30657478,0.10101446,0.12294964,0.02341550,0.88666704
-5.13556778,2.10066386,1.08608399,0.91497438,0.00101319,0.31176532,0.10624442,0.13474739,0.02463037,0.92711270
-5.12956478,2.18296803,1.13851123,0.93106340,0.00101681,0.31955701,0.11272611,0.14824023,0.02608446,0.97716230
-5.12356178,2.28303713,1.20539656,0.95264675,0.00103916,0.32964851,0.12040317,0.16338624,0.02776492,1.03680999
-5.11755878,2.40018893,1.28586901,0.97960660,0.00107906,0.34174493,0.12920687,0.18012297,0.02965628,1.10593070
-5.11155578,2.53358749,1.37897858,1.01178214,0.00113537,0.35556031,0.13905710,0.19836579,0.03174048,1.18427822
-5.10555278,2.68224965,1.48369511,1.04897488,0.00120701,0.37081996,0.14986353,0.21800653,0.03399705,1.27148609
-5.09954977,2.84505457,1.59890905,1.09095487,0.00129294,0.38726274,0.16152694,0.23891264,0.03640319,1.36707093
-5.09354677,3.02075594,1.72343478,1.13746728,0.00139216,0.40464326,0.17394063,0.26092709,0.03893399,1.47043825
-5.08754377,3.20799653,1.85601661,1.18823896,0.00150375,0.42273395,0.18699212,0.28386881,0.04156261,1.58089037
-5.08154077,3.40532429,1.99533734,1.24298441,0.00162682,0.44132693,0.20056478,0.30753410,0.04426059,1.69763615
-5.07553777,3.61120926,2.14002955,1.30141048,0.00176055,0.46023559,0.21453965,0.33169878,0.04699810,1.81980188
-5.06953477,3.82406048,2.28868893,1.36321954,0.00190418,0.47929574,0.22879722,0.35612124,0.04974431,1.94644319
-5.06353177,4.04224202,2.43988930,1.42811041,0.00205699,0.49836626,0.24321913,0.38054622,0.05246773,2.07655705
-5.05752876,4.26408747,2.59219882,1.49577697,0.00221832,0.51732899,0.25768981,0.40470943,0.05513670,2.20909377
-5.05152576,4.48791210,2.74419652,1.56590437,0.00238753,0.53608796,0.27209794,0.42834264,0.05771972,2.34296840
-5.04552276,4.71202259,2.89448865,1.63816267,0.00256404,0.55456774,0.28633768,0.45117931,0.06018603,2.47707127
-5.03951976,4.93472398,3.04172423,1.71219860,0.00274726,0.57271098,0.30030969,0.47296044,0.06250597,2.61027760
-5.03351676,5.15432419,3.18460919,1.78762561,0.00293661,0.59047512,0.31392187,0.49344053,0.06465155,2.74145612
-5.02751376,5.36913664,3.32191881,1.86401320,0.00313148,0.60782850,0.32708983,0.51239327,0.06659683,2.86947679
-5.02151076,5.57748161,3.45250813,1.94087630,0.00333122,0.62474587,0.33973714,0.52961700,0.06831841,2.99321805
-5.01550775,5.77768758,3.57532036,2.01766571,0.00353514,0.64120361,0.35179539,0.54493945,0.06979585,3.11157383
-5.00950475,5.96809346,3.68939327,2.09376076,0.00374244,0.65717490,0.36320411,0.55822174,0.07101202,3.22346094
-5.00350175,6.14705326,3.79386384,2.16846503,0.00395227,0.67262518,0.37391061,0.56936143,0.07195339,3.32782717
-4.99749875,6.31294405,3.88797155,2.24100635,0.00416364,0.68750802,0.38386985,0.57829450,0.07261037,3.42366076
-4.99149575,6.46417838,3.97106058,2.31054155,0.00437549,0.70176192,0.39304444,0.58499608,0.07297741,3.51000143
-4.98549275,6.59922186,4.04258157,2.37616661,0.00458667,0.71530809,0.40140475,0.58948007,0.07305318,3.58595333
-4.97948974,6.71661610,4.10209310,2.43693239,0.00479594,0.72804946,0.40892926,0.59179751,0.07284056,3.65069998
-4.97348674,6.81500702,4.14926347,2.49186565,0.00500206,0.73987113,0.41560524,0.59203379,0.07234661,3.70352100
-4.96748374,6.89317782,4.18387284,2.53999500,0.00520377,0.75064219,0.42142962,0.59030488,0.07158241,3.74381023
-4.96148074,6.95008557,4.20581593,2.58038069,0.00539990,0.76021890,0.42641019,0.58675267,0.07056286,3.77109478
-4.95547774,6.98489981,4.21510517,2.61214717,0.00558938,0.76844910,0.43056695,0.58153963,0.06930637,3.78505399
-4.94947474,6.99704137,4.21187411,2.63451685,0.00577137,0.77517774,0.43393366,0.57484301,0.06783446,3.78553753
-4.94347174,6.98621905,4.19638076,2.64684342,0.00594527,0.78025307,0.43655935,0.56684885,0.06617133,3.77258142
-4.93746873,6.95246208,4.16901033,2.64864297,0.00611088,0.78353329,0.43850969,0.55774596,0.06434338,3.74642094
-4.93146573,6.89614600,4.13027685,2.63962120,0.00626837,0.78489334,0.43986817,0.54772025,0.06237862,3.70749927
-4.92546273,6.81800983,4.08082310,2.61969514,0.00641841,0.78423130,0.44073673,0.53694951,0.06030612,3.65647091
-4.91945973,6.71916296,4.02141821,2.58900798,0.00656219,0.78147426,0.44123588,0.52559892,0.05815548,3.59419915
-4.91345673,6.60108026,3.95295248,2.54793606,0.00670146,0.77658322,0.44150400,0.51381741,0.05595615,3.52174692
-4.90745373,6.46558491,3.87642895,2.49708723,0.00683852,0.76955676,0.44169580,0.50173504,0.05373697,3.44036086
-4.90145073,6.31481860,3.79295156,2.43729063,0.00697618,0.76043343,0.44197979,0.48946143,0.05152557,3.35144866
-4.89544772,6.15119984,3.70370969,2.36957783,0.00711774,0.74929261,0.44253474,0.47708529,0.04934796,3.25655017
-4.88944472,5.97737147,3.60995932,2.29515626,0.00726690,0.73625389,0.44354511,0.46467497,0.04722803,3.15730282
-4.88344172,5.79613904,3.51300107,2.21537590,0.00742764,0.72147497,0.44519557,0.45228001,0.04518725,3.05540267
-4.87743872,5.61040240,3.41415572,2.13169065,0.00760409,0.70514837,0.44766464,0.43993351,0.04324434,2.95256229
-4.87143572,5.42308306,3.31473782,2.04561610,0.00780038,0.68749686,0.45111775,0.42765513,0.04141509,2.85046696
-4.86543272,5.23705017,3.21602837,1.95868554,0.00802046,0.66876815,0.45569989,0.41545466,0.03971218,2.75073092
-4.85942971,5.05504809,3.11924752,1.87240596,0.00826792,0.64922884,0.46152815,0.40333569,0.03814512,2.65485539
-4.85342671,4.87962839,3.02552827,1.78821616,0.00854583,0.62915810,0.46868454,0.39129943,0.03672027,2.56418999
-4.84742371,4.71308917,2.93589246,1.70744846,0.00885655,0.60884128,0.47720944,0.37934824,0.03544088,2.47989925
-4.84142071,4.55742404,2.85122995,1.63129560,0.00920157,0.58856367,0.48709598,0.36748892,0.03430721,2.40293555
-4.83541771,4.41428279,2.77228206,1.56078412,0.00958143,0.56860480,0.49828580,0.35573527,0.03331673,2.33401977
-4.82941471,4.28494538,2.69963017,1.49675505,0.00999559,0.54923328,0.51066655,0.34411015,0.03246438,2.27363045
-4.82341171,4.17031024,2.63369018,1.43985248,0.01044240,0.53070247,0.52407123,0.33264671,0.03174279,2.22200216
-4.81740870,4.07089729,2.57471331,1.39052025,0.01091914,0.51324715,0.53827978,0.32138885,0.03114265,2.17913317
-4.81140570,3.98686549,2.52279355,1.34900648,0.01142201,0.49708106,0.55302291,0.31039094,0.03065305,2.14480230
-4.80540270,3.91804416,2.47788167,1.31537548,0.01194633,0.48239549,0.56798817,0.29971687,0.03026189,2.11859438
-4.79939970,3.86397672,2.43980547,1.28952632,0.01248663,0.46935888,0.58282823,0.28943845,0.02995625,2.09993341
-4.79339670,3.82397485,2.40829570,1.27121675,0.01303690,0.45811721,0.59717102,0.27963341,0.02972288,2.08812202
-4.78739370,3.79718084,2.38301657,1.26009139,0.01359082,0.44879529,0.61063151,0.27038303,0.02954855,2.08238582
-4.78139070,3.78263525,2.36359981,1.25571270,0.01414208,0.44149862,0.62282452,0.26176967,0.02942053,2.08192058
-4.77538769,3.77934677,2.34968053,1.25759314,0.01468459,0.43631564,0.63337824,0.25387424,0.02932698,2.08594034
-4.76938469,3.78636121,2.34093346,1.26522709,0.01521286,0.43332031,0.64194770,0.24677382,0.02925730,2.09372416
-4.76338169,3.80282608,2.33710754,1.27812086,0.01572220,0.43257469,0.64822757,0.24053952,0.02920248,2.10465945
-4.75737869,3.82804770,2.33805713,1.29581959,0.01620905,0.43413121,0.65196392,0.23523462,0.02915532,2.11827965
-4.75137569,3.86153775,2.34376783,1.31792957,0.01667110,0.43803465,0.65296396,0.23091311,0.02911068,2.13429443
-4.74537269,3.90304676,2.35437545,1.34413509,0.01710748,0.44432338,0.65110374,0.22761856,0.02906552,2.15261064
-4.73936968,3.95258231,2.37017645,1.37420891,0.01751886,0.45302987,0.64633304,0.22538334,0.02901893,2.17334273
-4.73336668,4.01041063,2.39162886,1.40801592,0.01790740,0.46418023,0.63867738,0.22422819,0.02897204,2.19681187
-4.72736368,4.07704088,2.41934295,1.44550981,0.01827669,0.47779276,0.62823709,0.22416191,0.02892782,2.22353322
-4.72136068,4.15319229,2.45406143,1.48672287,0.01863164,0.49387555,0.61518328,0.22518133,0.02889083,2.25419180
-4.71535768,4.23974512,2.49662960,1.53174942,0.01897817,0.51242308,0.59975111,0.22727129,0.02886680,2.28960750
-4.70935468,4.33767747,2.54795615,1.58072372,0.01932301,0.53341211,0.58223064,0.23040461,0.02886223,2.33069059
-4.70335168,4.44799051,2.60896625,1.63379353,0.01967327,0.55679692,0.56295562,0.23454215,0.02888388,2.37838968
-4.69734867,4.57162562,2.68054860,1.69109055,0.02003610,0.58250435,0.54229094,0.23963268,0.02893830,2.43363421
-4.69134567,4.70937739,2.76349898,1.75269948,0.02041831,0.61042875,0.52061915,0.24561280,0.02903128,2.49727415
-4.68534267,4.86180681,2.85846270,1.81862732,0.02082590,0.64042745,0.49832688,0.25240675,0.02916736,2.57001975
-4.67933967,5.02915917,2.96587888,1.88877467,0.02126374,0.67231689,0.47579165,0.25992638,0.02934944,2.65238417
-4.67333667,5.21129108,3.08592923,1.96291065,0.02173522,0.70586991,0.45336966,0.26807105,0.02957835,2.74463187
-4.66733367,5.40761073,3.21849418,2.04065311,0.02224195,0.74081449,0.43138515,0.27672791,0.02985267,2.84673540
-4.66133067,5.61703490,3.36311858,2.12145533,0.02278354,0.77683415,0.41012155,0.28577229,0.03016850,2.95834286
-4.65532766,5.83796558,3.51898913,2.20460031,0.02335750,0.81357020,0.38981489,0.29506853,0.03051948,3.07875780
-4.64932466,6.06828808,3.68492489,2.28920324,0.02395918,0.85062600,0.37064951,0.30447122,0.03089686,3.20693292
-4.64332166,6.30539143,3.85938185,2.37422240,0.02458184,0.88757304,0.35275611,0.31382687,0.03128970,3.34147812
