energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.50175088,3.24368802,0.55251644,1.85294676,0.00326641,0.10236122,0.41516492,0.83952706,0.01712791,0.33252553
-5.49574787,3.23552232,0.56716684,1.85438045,0.00328907,0.10262960,0.41909306,0.81850162,0.01782774,0.33756627
-5.48974487,3.23205753,0.58230107,1.85924304,0.00333686,0.10268024,0.42245098,0.79925565,0.01847379,0.34249271
-5.48374187,3.23325124,0.59777354,1.86748133,0.00341263,0.10250177,0.42518856,0.78192968,0.01905764,0.34724207
-5.47773887,3.23901135,0.61343724,1.87901240,0.00351869,0.10208818,0.42726449,0.76663131,0.01957216,0.35175450
-5.47173587,3.24920750,0.62914679,1.89373030,0.00365665,0.10143941,0.42864737,0.75343669,0.02001171,0.35597470
-5.46573287,3.26367756,0.64476043,1.91150949,0.00382740,0.10056150,0.42931625,0.74239170,0.02037231,0.35985317
-5.45972986,3.28222909,0.66014092,1.93220485,0.00403101,0.09946649,0.42926036,0.73351276,0.02065165,0.36334673
-5.45372686,3.30463601,0.67515563,1.95564863,0.00426671,0.09817188,0.42847827,0.72678702,0.02084917,0.36641866
-5.44772386,3.33063137,0.68967574,1.98164483,0.00453286,0.09669984,0.42697656,0.72217231,0.02096590,0.36903820
-5.44172086,3.35989732,0.70357494,2.00996203,0.00482697,0.09507611,0.42476808,0.71959679,0.02100438,0.37117976
-5.43571786,3.39205388,0.71672785,2.04032548,0.00514569,0.09332875,0.42187009,0.71895854,0.02096846,0.37282185
-5.42971486,3.42664817,0.72900851,2.07240986,0.00548487,0.09148678,0.41830233,0.72012538,0.02086302,0.37394592
-5.42371186,3.46314568,0.74028917,2.10583356,0.00583964,0.08957877,0.41408537,0.72293517,0.02069376,0.37453522
-5.41770885,3.50092541,0.75043970,2.14015563,0.00620449,0.08763153,0.40923922,0.72719676,0.02046689,0.37457384
-5.41170585,3.53927981,0.75932784,2.17487632,0.00657340,0.08566893,0.40378244,0.73269191,0.02018886,0.37404615
-5.40570285,3.57742078,0.76682039,2.20944153,0.00693994,0.08371098,0.39773184,0.73917819,0.01986609,0.37293654
-5.39969985,3.61449196,0.77278535,2.24325169,0.00729748,0.08177310,0.39110267,0.74639308,0.01950476,0.37122971
-5.39369685,3.64958744,0.77709510,2.27567481,0.00763926,0.07986579,0.38390945,0.75405913,0.01911060,0.36891133
-5.38769385,3.68177619,0.77963037,2.30606346,0.00795867,0.07799450,0.37616727,0.76189016,0.01868878,0.36596926
-5.38169085,3.71013141,0.78028477,2.33377476,0.00824934,0.07615990,0.36789344,0.76959835,0.01824380,0.36239502
-5.37568784,3.73376315,0.77896967,2.35819264,0.00850535,0.07435837,0.35910944,0.77690185,0.01777949,0.35818561
-5.36968484,3.75185280,0.77561913,2.37875108,0.00872137,0.07258275,0.34984289,0.78353276,0.01729899,0.35334535
-5.36368184,3.76368725,0.77019446,2.39495704,0.00889284,0.07082323,0.34012955,0.78924502,0.01680484,0.34788780
-5.35767884,3.76869111,0.76268806,2.40641197,0.00901606,0.06906839,0.33001495,0.79382197,0.01629908,0.34183745
-5.35167584,3.76645496,0.75312646,2.41283045,0.00908834,0.06730624,0.31955574,0.79708316,0.01578338,0.33523107
-5.34567284,3.75675802,0.74157201,2.41405504,0.00910804,0.06552526,0.30882053,0.79889013,0.01525916,0.32811867
-5.33966983,3.73958400,0.72812330,2.41006644,0.00907463,0.06371533,0.29789016,0.79915092,0.01472777,0.32056388
-5.33366683,3.71512911,0.71291413,2.40098832,0.00898872,0.06186856,0.28685734,0.79782309,0.01419062,0.31264374
-5.32766383,3.68380175,0.69611106,2.38708652,0.00885203,0.05997987,0.27582573,0.79491520,0.01364927,0.30444786
-5.32166083,3.64621379,0.67790957,2.36876256,0.00866734,0.05804741,0.26490840,0.79048651,0.01310558,0.29607691
-5.31565783,3.60316389,0.65852915,2.34654192,0.00843843,0.05607276,0.25422576,0.78464525,0.01256175,0.28764053
-5.30965483,3.55561350,0.63820742,2.32105735,0.00816998,0.05406090,0.24390311,0.77754519,0.01202034,0.27925484
-5.30365183,3.50465679,0.61719361,2.29302823,0.00786743,0.05201996,0.23406777,0.76938090,0.01148434,0.27103937
-5.29764882,3.45148584,0.59574182,2.26323684,0.00753685,0.04996080,0.22484611,0.76038190,0.01095707,0.26311380
-5.29164582,3.39735255,0.57410419,2.23250259,0.00718481,0.04789652,0.21636030,0.75080568,0.01044216,0.25559461
-5.28564282,3.34352894,0.55252450,2.20165529,0.00681821,0.04584170,0.20872524,0.74093017,0.00994345,0.24859158
-5.27963982,3.29126752,0.53123236,2.17150869,0.00644417,0.04381181,0.20204541,0.73104559,0.00946492,0.24220454
-5.27363682,3.24176307,0.51043822,2.14283522,0.00606981,0.04182241,0.19641205,0.72144620,0.00901056,0.23652035
-5.26763382,3.19611735,0.49032948,2.11634284,0.00570220,0.03988849,0.19190047,0.71242189,0.00858427,0.23161018
-5.26163082,3.15530782,0.47106765,2.09265493,0.00534819,0.03802381,0.18856781,0.70425011,0.00818972,0.22752743
-5.25562781,3.12016135,0.45278672,2.07229368,0.00501435,0.03624044,0.18645106,0.69718811,0.00783029,0.22430598
-5.24962481,3.09133354,0.43559271,2.05566755,0.00470683,0.03454826,0.18556556,0.69146574,0.00750898,0.22195930
-5.24362181,3.06929417,0.41956420,2.04306300,0.00443135,0.03295476,0.18590400,0.68727904,0.00722829,0.22047998
-5.23761881,3.05431896,0.40475383,2.03464058,0.00419312,0.03146483,0.18743585,0.68478467,0.00699024,0.21984003
-5.23161581,3.04648766,0.39119055,2.03043539,0.00399683,0.03008076,0.19010737,0.68409539,0.00679630,0.21999183
-5.22561281,3.04568826,0.37888237,2.03036159,0.00384661,0.02880238,0.19384214,0.68527664,0.00664738,0.22086964
-5.21960980,3.05162711,0.36781951,2.03422087,0.00374602,0.02762725,0.19854222,0.68834442,0.00654388,0.22239171
-5.21360680,3.06384437,0.35797774,2.04171420,0.00369807,0.02655098,0.20408989,0.69326459,0.00648572,0.22446291
-5.20760380,3.08173444,0.34932159,2.05245673,0.00370519,0.02556760,0.21034997,0.69995361,0.00647234,0.22697774
-5.20160080,3.10457053,0.34180753,2.06599504,0.00376927,0.02466999,0.21717272,0.70828074,0.00650285,0.22982377
-5.19559780,3.13153285,0.33538683,2.08182637,0.00389159,0.02385035,0.22439739,0.71807193,0.00657606,0.23288523
-5.18959480,3.16173966,0.33000803,2.09941928,0.00407287,0.02310061,0.23185614,0.72911506,0.00669059,0.23604680
-5.18359180,3.19428019,0.32561914,2.11823505,0.00431324,0.02241291,0.23937850,0.74116675,0.00684496,0.23919742
-5.17758879,3.22824883,0.32216936,2.13774927,0.00461218,0.02177995,0.24679607,0.75396037,0.00703769,0.24223402
-5.17158579,3.26277938,0.31961052,2.15747315,0.00496856,0.02119542,0.25394746,0.76721512,0.00726741,0.24506500
-5.16558279,3.29707856,0.31789823,2.17697368,0.00538057,0.02065422,0.26068325,0.78064590,0.00753298,0.24761349
-5.15957979,3.33045767,0.31699268,2.19589233,0.00584567,0.02015279,0.26687081,0.79397364,0.00783353,0.24982010
-5.15357679,3.36236140,0.31685941,2.21396152,0.00636063,0.01968922,0.27239881,0.80693561,0.00816859,0.25164521
-5.14757379,3.39239263,0.31746981,2.23101824,0.00692146,0.01926338,0.27718121,0.81929544,0.00853818,0.25307061
-5.14157079,3.42033238,0.31880158,2.24701451,0.00752344,0.01887697,0.28116061,0.83085231,0.00894280,0.25410046
-5.13556778,3.44615385,0.32083912,2.26202392,0.00816111,0.01853349,0.28431070,0.84144892,0.00938356,0.25476154
-5.12956478,3.47002975,0.32357377,2.27624395,0.00882834,0.01823815,0.28663779,0.85097792,0.00986212,0.25510270
-5.12356178,3.49233239,0.32700394,2.28999377,0.00951833,0.01799774,0.28818115,0.85938635,0.01038071,0.25519348
-5.11755878,3.51362589,0.33113508,2.30370721,0.01022376,0.01782040,0.28901230,0.86667804,0.01094209,0.25512204
-5.11155578,3.53465053,0.33597931,2.31792088,0.01093686,0.01771538,0.28923310,0.87291359,0.01154945,0.25499226
-5.10555278,3.55629914,0.34155479,2.33325746,0.01164954,0.01769278,0.28897263,0.87820812,0.01220630,0.25492022
-5.09954977,3.57958607,0.34788463,2.35040451,0.01235352,0.01776312,0.28838306,0.88272663,0.01291632,0.25503008
-5.09354677,3.60560935,0.35499528,2.37008901,0.01304054,0.01793708,0.28763461,0.88667735,0.01368314,0.25544947
-5.08754377,3.63550708,0.36291445,2.39304860,0.01370246,0.01822497,0.28690963,0.89030308,0.01451009,0.25630457
-5.08154077,3.67040936,0.37166844,2.41999990,0.01433151,0.01863640,0.28639621,0.89387117,0.01540000,0.25771503
-5.07553777,3.71138727,0.38127895,2.45160532,0.01492037,0.01917978,0.28628138,0.89766229,0.01635482,0.25978883
-5.06953477,3.75940086,0.39175947,2.48843912,0.01546238,0.01986193,0.28674426,0.90195851,0.01737538,0.26261743
-5.06353177,3.81524784,0.40311131,2.53095422,0.01595166,0.02068759,0.28794931,0.90703130,0.01846109,0.26627115
-5.05752876,3.87951522,0.41531954,2.57945104,0.01638320,0.02165906,0.29004009,0.91312966,0.01960959,0.27079527
-5.05152576,3.95253592,0.42834888,2.63404965,0.01675295,0.02277582,0.29313354,0.92046909,0.02081659,0.27620672
-5.04552276,4.03435230,0.44214000,2.69466675,0.01705788,0.02403421,0.29731529,0.92922160,0.02207559,0.28249176
-5.03951976,4.12468848,0.45660630,2.76099857,0.01729598,0.02542722,0.30263593,0.93950728,0.02337780,0.28960459
-5.03351676,4.22293300,0.47163152,2.83251095,0.01746625,0.02694436,0.30910848,0.95138758,0.02471205,0.29746721
-5.02751376,4.32813322,0.48706843,2.90843743,0.01756867,0.02857158,0.31670731,0.96486061,0.02606487,0.30597031
-5.02151076,4.43900210,0.50273879,2.98778597,0.01760410,0.03029140,0.32536825,0.97985863,0.02742061,0.31497547
-5.01550775,4.55393792,0.51843473,3.06935462,0.01757426,0.03208309,0.33499022,0.99624763,0.02876171,0.32431844
-5.00950475,4.67105674,0.53392164,3.15175609,0.01748156,0.03392305,0.34543811,1.01382924,0.03006907,0.33381354
-5.00350175,4.78823683,0.54894266,3.23345062,0.01732907,0.03578523,0.35654688,1.03234466,0.03132251,0.34325898
-4.99749875,4.90317395,0.56322455,3.31278645,0.01712034,0.03764178,0.36812672,1.05148068,0.03250133,0.35244289
-4.99149575,5.01344565,0.57648493,3.38804639,0.01685936,0.03946373,0.37996911,1.07087742,0.03358491,0.36114994
-4.98549275,5.11658231,0.58844053,3.45749910,0.01655043,0.04122178,0.39185342,1.09013764,0.03455342,0.36916816
-4.97948974,5.21014247,0.59881619,3.51945291,0.01619810,0.04288717,0.40355397,1.10883739,0.03538845,0.37629583
-4.97348674,5.29178928,0.60735416,3.57231028,0.01580708,0.04443253,0.41484708,1.12653758,0.03607373,0.38234799
-4.96748374,5.35936541,0.61382340,3.61462042,0.01538218,0.04583280,0.42551799,1.14279616,0.03659576,0.38716250
-4.96148074,5.41096303,0.61802827,3.64512800,0.01492827,0.04706606,0.43536728,1.15718069,0.03694434,0.39060516
-4.95547774,5.44498622,0.61981631,3.66281580,0.01445023,0.04811426,0.44421658,1.16928076,0.03711306,0.39257391
-4.94947474,5.46020312,0.61908473,3.66693925,0.01395291,0.04896389,0.45191336,1.17872003,0.03709965,0.39300172
-4.94347174,5.45578578,0.61578516,3.65705150,0.01344111,0.04960651,0.45833453,1.18516763,0.03690617,0.39185824
-4.93746873,5.43133603,0.60992652,3.63301782,0.01291954,0.05003905,0.46338897,1.18834836,0.03653908,0.38915005
-4.93146573,5.38689642,0.60157580,3.59501870,0.01239278,0.05026401,0.46701867,1.18805170,0.03600917,0.38491952
-4.92546273,5.32294613,0.59085671,3.54354158,0.01186526,0.05028940,0.46919863,1.18413914,0.03533128,0.37924241
-4.91945973,5.24038206,0.57794631,3.47936169,0.01134121,0.05012855,0.46993556,1.17654980,0.03452398,0.37222440
-4.91345673,5.14048633,0.56306964,3.40351303,0.01082462,0.04979969,0.46926550,1.16530405,0.03360904,0.36399653
-4.90745373,5.02488193,0.54649280,3.31725087,0.01031923,0.04932541,0.46725053,1.15050506,0.03261087,0.35471007
-4.90145073,4.89547854,0.52851467,3.22200768,0.00982840,0.04873198,0.46397476,1.13233824,0.03155587,0.34453083
-4.89544772,4.75441124,0.50945762,3.11934451,0.00935515,0.04804854,0.45953985,1.11106852,0.03047168,0.33363337
-4.88944472,4.60397474,0.48965782,3.01090016,0.00890211,0.04730624,0.45406033,1.08703556,0.02938653,0.32219516
-4.88344172,4.44655597,0.46945539,2.89834032,0.00847143,0.04653734,0.44765882,1.06064696,0.02832845,0.31039122
-4.87743872,4.28456780,0.44918481,2.78330892,0.00806481,0.04577432,0.44046163,1.03236953,0.02732466,0.29838922
-4.87143572,4.12038616,0.42916609,2.66738350,0.00768349,0.04504900,0.43259461,1.00271907,0.02640090,0.28634525
-4.86543272,3.95629287,0.40969691,2.55203626,0.00732821,0.04439170,0.42417966,0.97224858,0.02558086,0.27440055
-4.85942971,3.79442569,0.39104591,2.43860203,0.00699925,0.04383055,0.41533186,0.94153541,0.02488571,0.26267904
-4.85342671,3.63673675,0.37344749,2.32825382,0.00669648,0.04339078,0.40615735,0.91116757,0.02433366,0.25128588
-4.84742371,3.48496012,0.35709802,2.22198627,0.00641934,0.04309422,0.39675186,0.88172955,0.02393964,0.24030684
-4.84142071,3.34058843,0.34215358,2.12060701,0.00616694,0.04295881,0.38720001,0.85378805,0.02371505,0.22980859
-4.83541771,3.20485851,0.32872915,2.02473520,0.00593811,0.04299829,0.37757516,0.82787785,0.02366758,0.21983968
-4.82941471,3.07874521,0.31689915,1.93480660,0.00573146,0.04322193,0.36793982,0.80448845,0.02380109,0.21043207
-4.82341171,2.96296250,0.30669914,1.85108407,0.00554544,0.04363440,0.35834639,0.78405154,0.02411557,0.20160316
-4.81740870,2.85797081,0.29812862,1.77367221,0.00537843,0.04423564,0.34883827,0.76692992,0.02460716,0.19335808
-4.81140570,2.76398938,0.29115451,1.70253503,0.00522879,0.04502096,0.33945102,0.75340805,0.02526822,0.18569213
-4.80540270,2.68101252,0.28571542,1.63751537,0.00509495,0.04598108,0.33021369,0.74368447,0.02608742,0.17859320
-4.79939970,2.60882861,0.28172627,1.57835500,0.00497543,0.04710230,0.32115002,0.73786654,0.02704995,0.17204415
-4.79339670,2.54704119,0.27908316,1.52471445,0.00486890,0.04836675,0.31227970,0.73596741,0.02813776,0.16602491
-4.78739370,2.49509111,0.27766842,1.47619189,0.00477425,0.04975275,0.30361936,0.73790561,0.02932978,0.16051439
-4.78139070,2.45227945,0.27735558,1.43234057,0.00469056,0.05123517,0.29518366,0.74350705,0.03060237,0.15549206
-4.77538769,2.41779074,0.27801422,1.39268444,0.00461717,0.05278603,0.28698612,0.75250963,0.03192963,0.15093927
-4.76938469,2.39071633,0.27951459,1.35673195,0.00455364,0.05437499,0.27904000,0.76457019,0.03328394,0.14684021
-4.76338169,2.37007773,0.28173182,1.32398801,0.00449980,0.05597015,0.27135918,0.77927373,0.03463649,0.14318262
-4.75737869,2.35484987,0.28454986,1.29396434,0.00445568,0.05753875,0.26395898,0.79614455,0.03595782,0.13995823
-4.75137569,2.34398432,0.28786473,1.26618829,0.00442154,0.05904807,0.25685716,0.81465911,0.03721850,0.13716304
-4.74537269,2.33643218,0.29158742,1.24021051,0.00439782,0.06046632,0.25007487,0.83426014,0.03838981,0.13479734
-4.73936968,2.33116657,0.29564598,1.21561161,0.00438513,0.06176355,0.24363775,0.85437158,0.03944434,0.13286560
-4.73336668,2.32720445,0.29998702,1.19200797,0.00438417,0.06291264,0.23757700,0.87441406,0.04035677,0.13137629
-4.72736368,2.32362730,0.30457649,1.16905679,0.00439577,0.06389012,0.23193046,0.89382020,0.04110441,0.13034145
-4.72136068,2.31960031,0.30939960,1.14646042,0.00442079,0.06467702,0.22674354,0.91204953,0.04166788,0.12977631
-4.71535768,2.31438947,0.31446003,1.12396996,0.00446008,0.06525957,0.22206998,0.92860236,0.04203158,0.12969867
-4.70935468,2.30737599,0.31977833,1.10138784,0.00451449,0.06562974,0.21797228,0.94303245,0.04218410,0.13012823
-4.70335168,2.29806765,0.32538957,1.07856959,0.00458479,0.06578555,0.21452170,0.95495773,0.04211853,0.13108578
-4.69734867,2.28610644,0.33134032,1.05542429,0.00467166,0.06573124,0.21179781,0.96406920,0.04183266,0.13259227
-4.69134567,2.27127224,0.33768502,1.03191385,0.00477563,0.06547718,0.20988730,0.97013734,0.04132895,0.13466774
-4.68534267,2.25348217,0.34448192,1.00805097,0.00489705,0.06503949,0.20888227,0.97301618,0.04061443,0.13733010
-4.67933967,2.23278575,0.35178864,0.98389570,0.00503608,0.06443949,0.20887776,0.97264468,0.03970049,0.14059386
-4.67333667,2.20935575,0.35965768,0.95955078,0.00519265,0.06370287,0.20996855,0.96904559,0.03860239,0.14446863
-4.66733367,2.18347521,0.36813186,0.93515580,0.00536644,0.06285875,0.21224540,0.96232171,0.03733885,0.14895769
-4.66133067,2.15552099,0.37724001,0.91088046,0.00555684,0.06193850,0.21579075,0.95264978,0.03593138,0.15405646
-4.65532766,2.12594458,0.38699310,0.88691722,0.00576296,0.06097448,0.22067393,0.94027226,0.03440364,0.15975097
-4.64932466,2.09525097,0.39738092,0.86347355,0.00598359,0.05999878,0.22694624,0.92548715,0.03278070,0.16601645
-4.64332166,2.06397627,0.40836942,0.84076424,0.00621721,0.05904188,0.23463602,0.90863640,0.03108831,0.17281607
