energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up
-5.82591296,0.29423665,0.25452729,0.00645856,0.00000169,0.04101316,0.10141639,0.00222920,0.11583782
-5.81990995,0.30024416,0.25649840,0.00716957,0.00000238,0.04118749,0.10440442,0.00228733,0.11853580
-5.81390695,0.30550311,0.25754014,0.00791258,0.00000331,0.04118765,0.10714219,0.00234313,0.12098780
-5.80790395,0.31010009,0.25777123,0.00868105,0.00000458,0.04103184,0.10962980,0.00239762,0.12322820
-5.80190095,0.31413322,0.25732844,0.00946716,0.00000630,0.04074157,0.11186928,0.00245186,0.12529504
-5.79589795,0.31770614,0.25636019,0.01026194,0.00000858,0.04034065,0.11386362,0.00250693,0.12722761
-5.78989495,0.32092161,0.25501948,0.01105544,0.00001162,0.03985419,0.11561587,0.00256377,0.12906390
-5.78389195,0.32387526,0.25345660,0.01183689,0.00001562,0.03930739,0.11712837,0.00262323,0.13083810
-5.77788894,0.32664970,0.25181197,0.01259498,0.00002084,0.03872451,0.11840220,0.00268589,0.13257827
-5.77188594,0.32930943,0.25020947,0.01331813,0.00002761,0.03812780,0.11943682,0.00275211,0.13430437
-5.76588294,0.33189674,0.24875064,0.01399485,0.00003631,0.03753654,0.12023014,0.00282191,0.13602674
-5.75987994,0.33442904,0.24750999,0.01461405,0.00004741,0.03696635,0.12077876,0.00289497,0.13774508
-5.75387694,0.33689762,0.24653174,0.01516544,0.00006147,0.03642855,0.12107859,0.00297063,0.13944816
-5.74787394,0.33926804,0.24582811,0.01563988,0.00007912,0.03592990,0.12112581,0.00304788,0.14111411
-5.74187094,0.34148212,0.24537925,0.01602969,0.00010110,0.03547246,0.12091793,0.00312536,0.14271142
-5.73586793,0.34346146,0.24513485,0.01632905,0.00012827,0.03505375,0.12045517,0.00320147,0.14420056
-5.72986493,0.34511237,0.24501723,0.01653421,0.00016158,0.03466713,0.11974189,0.00327435,0.14553616
-5.72386193,0.34633182,0.24492591,0.01664378,0.00020208,0.03430239,0.11878797,0.00334201,0.14666964
-5.71785893,0.34701427,0.24474318,0.01665886,0.00025091,0.03394649,0.11761027,0.00340238,0.14755218
-5.71185593,0.34705895,0.24434055,0.01658320,0.00030931,0.03358441,0.11623379,0.00345343,0.14813781
-5.70585293,0.34637719,0.24358570,0.01642325,0.00037857,0.03320014,0.11469269,0.00349323,0.14838659
-5.69984992,0.34489947,0.24234949,0.01618815,0.00046003,0.03277767,0.11303096,0.00352008,0.14826754
-5.69384692,0.34258180,0.24051271,0.01588964,0.00055501,0.03230189,0.11130280,0.00353258,0.14776141
-5.68784392,0.33941111,0.23797231,0.01554201,0.00066481,0.03175952,0.10957253,0.00352970,0.14686282
-5.68184092,0.33540940,0.23464668,0.01516188,0.00079065,0.03113988,0.10791418,0.00351086,0.14558201
-5.67583792,0.33063633,0.23047983,0.01476798,0.00093359,0.03043548,0.10641062,0.00347596,0.14394584
-5.66983492,0.32519034,0.22544432,0.01438098,0.00109451,0.02964252,0.10515228,0.00342543,0.14199811
-5.66383192,0.31920798,0.21954269,0.01402312,0.00127403,0.02876112,0.10423559,0.00336022,0.13979919
-5.65782891,0.31286167,0.21280760,0.01371797,0.00147245,0.02779540,0.10376102,0.00328180,0.13742491
-5.65182591,0.30635585,0.20530052,0.01349009,0.00168968,0.02675338,0.10383088,0.00319211,0.13496476
-5.64582291,0.29992183,0.19710928,0.01336465,0.00192522,0.02564667,0.10454690,0.00309355,0.13251953
-5.63981991,0.29381135,0.18834441,0.01336712,0.00217809,0.02449002,0.10600766,0.00298886,0.13019847
-5.63381691,0.28828928,0.17913482,0.01352279,0.00244681,0.02330078,0.10830591,0.00288106,0.12811602
-5.62781391,0.28362568,0.16962274,0.01385642,0.00272939,0.02209821,0.11152591,0.00277340,0.12638832
-5.62181091,0.28008747,0.15995846,0.01439175,0.00302330,0.02090281,0.11574067,0.00266921,0.12512956
-5.61580790,0.27793003,0.15029486,0.01515102,0.00332558,0.01973550,0.12100945,0.00257181,0.12444840
-5.60980490,0.27738906,0.14078227,0.01615449,0.00363280,0.01861694,0.12737524,0.00248445,0.12444442
-5.60380190,0.27867292,0.13156362,0.01741990,0.00394117,0.01756681,0.13486252,0.00241015,0.12520493
-5.59779890,0.28195571,0.12277017,0.01896195,0.00424664,0.01660315,0.14347528,0.00235169,0.12680202
-5.59179590,0.28737120,0.11451803,0.02079175,0.00454503,0.01574187,0.15319531,0.00231146,0.12929011
-5.58579290,0.29500804,0.10690535,0.02291639,0.00483210,0.01499624,0.16398086,0.00229146,0.13270398
-5.57978989,0.30490610,0.10001048,0.02533838,0.00510373,0.01437659,0.17576584,0.00229318,0.13705737
-5.57378689,0.31705421,0.09389088,0.02805536,0.00535610,0.01389008,0.18845933,0.00231763,0.14234214
-5.56778389,0.33138944,0.08858293,0.03105978,0.00558574,0.01354065,0.20194583,0.00236529,0.14852810
-5.56178089,0.34779774,0.08410242,0.03433875,0.00578977,0.01332898,0.21608598,0.00243610,0.15556340
-5.55577789,0.36611617,0.08044570,0.03787402,0.00596594,0.01325275,0.23071806,0.00252950,0.16337555
-5.54977489,0.38613654,0.07759144,0.04164217,0.00611277,0.01330678,0.24566007,0.00264445,0.17187310
-5.54377189,0.40761047,0.07550276,0.04561496,0.00622959,0.01348346,0.26071255,0.00277948,0.18094772
-5.53776888,0.43025568,0.07412971,0.04975984,0.00631662,0.01377316,0.27566215,0.00293277,0.19047690
-5.53176588,0.45376343,0.07341189,0.05404073,0.00637491,0.01416470,0.29028573,0.00310219,0.20032703
-5.52576288,0.47780682,0.07328125,0.05841891,0.00640634,0.01464593,0.30435514,0.00328544,0.21035677
-5.51975988,0.50204977,0.07366473,0.06285404,0.00641353,0.01520424,0.31764242,0.00348008,0.22042078
-5.51375688,0.52615643,0.07448693,0.06730535,0.00639976,0.01582716,0.32992534,0.00368368,0.23037346
-5.50775388,0.54980061,0.07567250,0.07173285,0.00636878,0.01650288,0.34099310,0.00389390,0.24007285
-5.50175088,0.57267509,0.07714834,0.07609860,0.00632466,0.01722074,0.35065201,0.00410857,0.24938432
-5.49574787,0.59450032,0.07884550,0.08036786,0.00627166,0.01797169,0.35873098,0.00432581,0.25818424
-5.48974487,0.61503239,0.08070074,0.08451027,0.00621397,0.01874865,0.36508651,0.00454411,0.26636319
-5.48374187,0.63406994,0.08265785,0.08850074,0.00615558,0.01954673,0.36960705,0.00476234,0.27382892
-5.47773887,0.65145980,0.08466852,0.09232034,0.00610009,0.02036344,0.37221664,0.00497990,0.28050886
-5.47173587,0.66710133,0.08669305,0.09595684,0.00605055,0.02119868,0.37287743,0.00519667,0.28635212
-5.46573287,0.68094929,0.08870067,0.09940509,0.00600937,0.02205473,0.37159126,0.00541312,0.29133103
-5.45972986,0.69301540,0.09066967,0.10266721,0.00597819,0.02293604,0.36840001,0.00563023,0.29544223
-5.45372686,0.70336854,0.09258735,0.10575255,0.00595788,0.02384899,0.36338484,0.00584958,0.29870727
-5.44772386,0.71213397,0.09444977,0.10867749,0.00594848,0.02480153,0.35666435,0.00607329,0.30117287
-5.44172086,0.71949159,0.09626148,0.11146510,0.00594931,0.02580281,0.34839168,0.00630399,0.30291087
-5.43571786,0.72567365,0.09803514,0.11414480,0.00595899,0.02686277,0.33875081,0.00654486,0.30401796
-5.42971486,0.73096205,0.09979118,0.11675188,0.00597560,0.02799173,0.32795213,0.00679954,0.30461513
-5.42371186,0.73568554,0.10155744,0.11932717,0.00599680,0.02920002,0.31622750,0.00707217,0.30484721
-5.41770885,0.74021694,0.10336889,0.12191665,0.00602000,0.03049763,0.30382510,0.00736736,0.30488207
-5.41170585,0.74497043,0.10526742,0.12457125,0.00604258,0.03189403,0.29100406,0.00769015,0.30490992
-5.40570285,0.75039897,0.10730157,0.12734664,0.00606205,0.03339797,0.27802932,0.00804605,0.30514235
-5.39969985,0.75699162,0.10952631,0.13030314,0.00607624,0.03501749,0.26516656,0.00844102,0.30581115
-5.39369685,0.76527058,0.11200279,0.13350566,0.00608347,0.03675987,0.25267763,0.00888143,0.30716675
-5.38769385,0.77578757,0.11479791,0.13702355,0.00608270,0.03863186,0.24081621,0.00937409,0.30947620
-5.38169085,0.78911910,0.11798372,0.14093034,0.00607366,0.04063975,0.22982406,0.00992616,0.31302036
-5.37568784,0.80586020,0.12163656,0.14530330,0.00605688,0.04278965,0.21992757,0.01054512,0.31809031
-5.36968484,0.82661613,0.12583583,0.15022260,0.00603378,0.04508758,0.21133468,0.01123864,0.32498266
-5.36368184,0.85199171,0.13066237,0.15577018,0.00600661,0.04753967,0.20423216,0.01201447,0.33399374
-5.35767884,0.88257783,0.13619644,0.16202799,0.00597846,0.05015210,0.19878303,0.01288021,0.34541257
-5.35167584,0.91893528,0.14251522,0.16907583,0.00595311,0.05293105,0.19512415,0.01384310,0.35951265
-5.34567284,0.96157576,0.14968988,0.17698852,0.00593493,0.05588241,0.19336396,0.01490973,0.37654265
-5.33966983,1.01094052,0.15778236,0.18583269,0.00592872,0.05901130,0.19358020,0.01608572,0.39671622
-5.33366683,1.06737723,0.16684184,0.19566297,0.00593950,0.06232152,0.19581785,0.01737536,0.42020131
-5.32766383,1.13111603,0.17690119,0.20651801,0.00597238,0.06581476,0.20008706,0.01878124,0.44710929
-5.32166083,1.20224578,0.18797341,0.21841631,0.00603228,0.06948970,0.20636154,0.02030388,0.47748457
-5.31565783,1.28069193,0.20004851,0.23135210,0.00612377,0.07334113,0.21457714,0.02194142,0.51129513
-5.30965483,1.36619742,0.21309077,0.24529162,0.00625087,0.07735898,0.22463120,0.02368933,0.54842479
-5.30365183,1.45830830,0.22703685,0.26017003,0.00641691,0.08152750,0.23638249,0.02554022,0.58866764
-5.29764882,1.55636526,0.24179488,0.27588907,0.00662436,0.08582456,0.24965221,0.02748371,0.63172536
-5.29164582,1.65950264,0.25724458,0.29231602,0.00687475,0.09022122,0.26422606,0.02950653,0.67720794
-5.28564282,1.76665585,0.27323887,0.30928386,0.00716859,0.09468165,0.27985753,0.03159268,0.72463811
-5.27963982,1.87657785,0.28960666,0.32659301,0.00750538,0.09916336,0.29627263,0.03372372,0.77345973
-5.27363682,1.98786490,0.30615712,0.34401463,0.00788361,0.10361787,0.31317578,0.03587936,0.82305019
-5.26763382,2.09899136,0.32268522,0.36129549,0.00830088,0.10799186,0.33025714,0.03803801,0.87273649
-5.26163082,2.20835259,0.33897840,0.37816432,0.00875395,0.11222864,0.34720099,0.04017760,0.92181477
-5.25562781,2.31431448,0.35482408,0.39433950,0.00923900,0.11627007,0.36369493,0.04227647,0.96957242
-5.24962481,2.41526795,0.37001780,0.40953770,0.00975173,0.12005869,0.37943975,0.04431422,1.01531200
-5.24362181,2.50968574,0.38437151,0.42348326,0.01028769,0.12354012,0.39415942,0.04627273,1.05837597
-5.23761881,2.59617923,0.39772160,0.43591775,0.01084249,0.12666546,0.40761084,0.04813701,1.09817102
-5.23161581,2.67355217,0.40993632,0.44660940,0.01141212,0.12939364,0.41959292,0.04989604,1.13419088
-5.22561281,2.74084879,0.42092205,0.45536181,0.01199320,0.13169357,0.42995445,0.05154340,1.16603638
-5.21960980,2.79739354,0.43062811,0.46202160,0.01258335,0.13354597,0.43860047,0.05307773,1.19343164
-5.21360680,2.84282024,0.43904981,0.46648457,0.01318141,0.13494463,0.44549665,0.05450301,1.21623560
-5.20760380,2.87708884,0.44622934,0.46870002,0.01378779,0.13589727,0.45067142,0.05582844,1.23444803
-5.20160080,2.90048872,0.45225463,0.46867298,0.01440466,0.13642563,0.45421577,0.05706819,1.24820964
-5.19559780,2.91362807,0.45725589,0.46646439,0.01503621,0.13656495,0.45628044,0.05824078,1.25779620
-5.18959480,2.91740952,0.46140018,0.46218895,0.01568876,0.13636285,0.45707068,0.05936825,1.26360679
-5.18359180,2.91299345,0.46488405,0.45601096,0.01637095,0.13587751,0.45683879,0.06047504,1.26614674
-5.17758879,2.90175029,0.46792474,0.44813839,0.01709368,0.13517544,0.45587450,0.06158684,1.26600606
-5.17158579,2.88520463,0.47075027,0.43881526,0.01787018,0.13432880,0.45449386,0.06272914,1.26383443
-5.16558279,2.86497363,0.47358908,0.42831302,0.01871579,0.13341250,0.45302684,0.06392593,1.26031388
-5.15957979,2.84270302,0.47665951,0.41692113,0.01964786,0.13250121,0.45180430,0.06519836,1.25613079
-5.15357679,2.82000391,0.48016003,0.40493751,0.02068536,0.13166644,0.45114489,0.06656348,1.25194830
-5.14757379,2.79839346,0.48426040,0.39265915,0.02184856,0.13097396,0.45134230,0.06803330,1.24838074
-5.14157079,2.77924228,0.48909456,0.38037333,0.02315854,0.13048144,0.45265359,0.06961405,1.24597114
-5.13556778,2.76373106,0.49475536,0.36834999,0.02463659,0.13023681,0.45528887,0.07130568,1.24517301
-5.12956478,2.75281800,0.50129167,0.35683524,0.02630366,0.13027703,0.45940293,0.07310186,1.24633700
-5.12356178,2.74721846,0.50870776,0.34604647,0.02817959,0.13062767,0.46508904,0.07499022,1.24970307
-5.11755878,2.74739699,0.51696523,0.33616900,0.03028241,0.13130295,0.47237510,0.07695294,1.25539825
-5.11155578,2.75357154,0.52598716,0.32735425,0.03262756,0.13230660,0.48122246,0.07896774,1.26343987
-5.10555278,2.76572875,0.53566436,0.31971952,0.03522710,0.13363306,0.49152718,0.08100900,1.27374372
-5.09954977,2.78364880,0.54586328,0.31334892,0.03808897,0.13526919,0.50312379,0.08304923,1.28613657
-5.09354677,2.80693767,0.55643511,0.30829548,0.04121626,0.13719632,0.51579138,0.08506045,1.30037196
-5.08754377,2.83506446,0.56722569,0.30458396,0.04460659,0.13939230,0.52926161,0.08701581,1.31614828
-5.08154077,2.86740129,0.57808547,0.30221428,0.04825151,0.14183369,0.54322847,0.08889096,1.33312797
-5.07553777,2.90326319,0.58887913,0.30116499,0.05213613,0.14449769,0.55735924,0.09066535,1.35095676
-5.06953477,2.94194590,0.59949432,0.30139691,0.05623881,0.14736390,0.57130640,0.09232331,1.36928177
-5.06353177,2.98275934,0.60984896,0.30285635,0.06053109,0.15041559,0.58471983,0.09385482,1.38776771
-5.05752876,3.02505547,0.61989695,0.30547801,0.06497775,0.15364059,0.59725900,0.09525588,1.40611034
-5.05152576,3.06824951,0.62963181,0.30918736,0.06953711,0.15703176,0.60860466,0.09652867,1.42404676
-5.04552276,3.11183388,0.63908826,0.31390246,0.07416157,0.16058688,0.61846962,0.09768126,1.44136224
-5.03951976,3.15538516,0.64834168,0.31953534,0.07879828,0.16430818,0.62660820,0.09872698,1.45789354
-5.03351676,3.19856453,0.65750548,0.32599287,0.08339012,0.16820148,0.63282413,0.09968360,1.47352901
-5.02751376,3.24111249,0.66672666,0.33317735,0.08787680,0.17227507,0.63697651,0.10057217,1.48820575
-5.02151076,3.28283934,0.67617976,0.34098700,0.09219613,0.17653839,0.63898381,0.10141582,1.50190438
-5.01550775,3.32361249,0.68605955,0.34931625,0.09628549,0.18100066,0.63882559,0.10223842,1.51464211
-5.00950475,3.36334224,0.69657285,0.35805629,0.10008335,0.18566955,0.63654210,0.10306320,1.52646460
-5.00350175,3.40196717,0.70792980,0.36709568,0.10353082,0.19054995,0.63223167,0.10391155,1.53743736
-4.99749875,3.43944038,0.72033502,0.37632131,0.10657328,0.19564300,0.62604613,0.10480184,1.54763727
-4.99149575,3.47571739,0.73397903,0.38561961,0.10916186,0.20094532,0.61818430,0.10574849,1.55714446
-4.98549275,3.51074625,0.74903011,0.39487801,0.11125487,0.20644856,0.60888399,0.10676123,1.56603531
-4.97948974,3.54446015,0.76562707,0.40398664,0.11281904,0.21213920,0.59841278,0.10784458,1.57437629
-4.97348674,3.57677257,0.78387302,0.41284012,0.11383053,0.21799864,0.58705782,0.10899764,1.58221920
-4.96748374,3.60757453,0.80383029,0.42133935,0.11427566,0.22400351,0.57511529,0.11021399,1.58959749
-4.96148074,3.63673369,0.82551679,0.42939315,0.11415139,0.23012615,0.56287970,0.11148189,1.59652371
-4.95547774,3.66409466,0.84890364,0.43691970,0.11346536,0.23633522,0.55063363,0.11278463,1.60298788
-4.94947474,3.68948004,0.87391431,0.44384752,0.11223568,0.24259634,0.53863817,0.11410100,1.60895669
-4.94347174,3.71269169,0.90042514,0.45011609,0.11049039,0.24887273,0.52712452,0.11540590,1.61437333
-4.93746873,3.73351195,0.92826718,0.45567593,0.10826647,0.25512587,0.51628699,0.11667103,1.61915775
-4.93146573,3.75170447,0.95722934,0.46048824,0.10560877,0.26131602,0.50627766,0.11786558,1.62320743
-4.92546273,3.76701485,0.98706269,0.46452403,0.10256850,0.26740265,0.49720287,0.11895697,1.62639852
-4.91945973,3.77917110,1.01748561,0.46776293,0.09920168,0.27334482,0.48912161,0.11991167,1.62858732
-4.91345673,3.78788422,1.04818990,0.47019170,0.09556748,0.27910140,0.48204578,0.12069586,1.62961239
-4.90745373,3.79284940,1.07884727,0.47180265,0.09172644,0.28463127,0.47594232,0.12127629,1.62929706
-4.90145073,3.79374804,1.10911621,0.47259207,0.08773885,0.28989340,0.47073692,0.12162091,1.62745274
-4.89544772,3.79025120,1.13864893,0.47255872,0.08366318,0.29484697,0.46631909,0.12169969,1.62388287
-4.88944472,3.78202459,1.16709798,0.47170273,0.07955468,0.29945141,0.46254844,0.12148528,1.61838759
-4.88344172,3.76873531,1.19412253,0.47002468,0.07546429,0.30366646,0.45926163,0.12095373,1.61076923
-4.87743872,3.75006032,1.21939385,0.46752527,0.07143772,0.30745232,0.45627980,0.12008515,1.60083825
-4.87143572,3.72569646,1.24259999,0.46420529,0.06751493,0.31076973,0.45341608,0.11886436,1.58841976
-4.86543272,3.69537158,1.26344957,0.46006607,0.06372976,0.31358024,0.45048283,0.11728139,1.57336013
-4.85942971,3.65885635,1.28167443,0.45511029,0.06011002,0.31584639,0.44729842,0.11533202,1.55553353
-4.85342671,3.61597607,1.29703145,0.44934307,0.05667766,0.31753208,0.44369311,0.11301813,1.53484813
-4.84742371,3.56662180,1.30930348,0.44277326,0.05344930,0.31860292,0.43951413,0.11034791,1.51125143
-4.84142071,3.51076013,1.31829960,0.43541471,0.05043676,0.31902663,0.43462955,0.10733593,1.48473468
-4.83541771,3.44844105,1.32385497,0.42728758,0.04764784,0.31877363,0.42893116,0.10400310,1.45533595
-4.82941471,3.37980323,1.32583049,0.41841942,0.04508707,0.31781749,0.42233609,0.10037632,1.42314160
-4.82341171,3.30507648,1.32411255,0.40884601,0.04275638,0.31613564,0.41478756,0.09648801,1.38828624
-4.81740870,3.22458109,1.31861306,0.39861178,0.04065584,0.31370996,0.40625454,0.09237548,1.35095090
-4.81140570,3.13872400,1.30927003,0.38776992,0.03878414,0.31052755,0.39673071,0.08808008,1.31135960
-4.80540270,3.04799194,1.29604872,0.37638205,0.03713903,0.30658140,0.38623279,0.08364622,1.26977437
-4.79939970,2.95294182,1.27894341,0.36451738,0.03571754,0.30187111,0.37479833,0.07912027,1.22648899
-4.79339670,2.85418877,1.25797976,0.35225164,0.03451603,0.29640361,0.36248329,0.07454944,1.18182163
-4.78739370,2.75239224,1.23321751,0.33966553,0.03353016,0.29019368,0.34935942,0.06998053,1.13610676
-4.78139070,2.64824095,1.20475331,0.32684301,0.03275459,0.28326447,0.33551157,0.06545881,1.08968669
-4.77538769,2.54243701,1.17272344,0.31386940,0.03218272,0.27564782,0.32103510,0.06102690,1.04290297
-4.76938469,2.43568012,1.13730594,0.30082933,0.03180625,0.26738429,0.30603339,0.05672371,0.99608806
-4.76338169,2.32865209,1.09872187,0.28780482,0.03161485,0.25852308,0.29061552,0.05258367,0.94955762
-4.75737869,2.22200260,1.05723550,0.27487331,0.03159574,0.24912160,0.27489409,0.04863598,0.90360358
-4.75137569,2.11633635,1.01315295,0.26210602,0.03173339,0.23924474,0.25898325,0.04490412,0.85848831
-4.74537269,2.01220215,0.96681929,0.24956646,0.03200941,0.22896394,0.24299690,0.04140561,0.81444000
-4.73936968,1.91008432,0.91861408,0.23730928,0.03240247,0.21835594,0.22704696,0.03815187,0.77164940
-4.73336668,1.81039652,0.86894521,0.22537950,0.03288844,0.20750135,0.21124186,0.03514842,0.73026807
-4.72736368,1.71347817,0.81824143,0.21381209,0.03344077,0.19648302,0.19568510,0.03239515,0.69040792
-4.72136068,1.61959357,0.76694374,0.20263194,0.03403090,0.18538435,0.18047393,0.02988683,0.65214225
-4.71535768,1.52893359,0.71549603,0.19185419,0.03462900,0.17428754,0.16569814,0.02761373,0.61550807
-4.70935468,1.44161981,0.66433535,0.18148498,0.03520473,0.16327189,0.15143905,0.02556236,0.58050950
-4.70335168,1.35771087,0.61388238,0.17152241,0.03572815,0.15241228,0.13776859,0.02371624,0.54712225
-4.69734867,1.27721070,0.56453234,0.16195784,0.03617066,0.14177774,0.12474859,0.02205677,0.51529877
-4.69134567,1.20007821,0.51664695,0.15277733,0.03650606,0.13143035,0.11243032,0.02056406,0.48497401
-4.68534267,1.12623809,0.47054769,0.14396323,0.03671142,0.12142438,0.10085420,0.01921771,0.45607136
-4.67933967,1.05559205,0.42651053,0.13549579,0.03676799,0.11180571,0.09004987,0.01799756,0.42850875
-4.67333667,0.98803022,0.38476252,0.12735477,0.03666201,0.10261164,0.08003638,0.01688437,0.40220440
-4.66733367,0.92344199,0.34548003,0.11952087,0.03638525,0.09387093,0.07082277,0.01586035,0.37708223
-4.66133067,0.86172612,0.30878889,0.11197715,0.03593549,0.08560408,0.06240879,0.01490960,0.35307661
-4.65532766,0.80279936,0.27476598,0.10471003,0.03531672,0.07782393,0.05478590,0.01401845,0.33013625
-4.64932466,0.74660359,0.24344240,0.09771020,0.03453923,0.07053637,0.04793841,0.01317565,0.30822727
-4.64332166,0.69311109,0.21480772,0.09097315,0.03361939,0.06374118,0.04184475,0.01237247,0.28733518
-4.63731866,0.64232779,0.18881509,0.08449945,0.03257930,0.05743297,0.03647878,0.01160266,0.26746596
-4.63131566,0.59429454,0.16538699,0.07829472,0.03144625,0.05160210,0.03181120,0.01086236,0.24864599
-4.62531266,0.54908645,0.14442116,0.07236938,0.03025208,0.04623561,0.02781080,0.01014994,0.23092119
-4.61930965,0.50681042,0.12579657,0.06673810,0.02903234,0.04131809,0.02444576,0.00946569,0.21435523
-4.61330665,0.46760111,0.10937911,0.06141910,0.02782543,0.03683241,0.02168465,0.00881161,0.19902707
-4.60730365,0.43161557,0.09502683,0.05643331,0.02667166,0.03276042,0.01949737,0.00819107,0.18502787
-4.60130065,0.39902692,0.08259455,0.05180343,0.02561227,0.02908343,0.01785583,0.00760847,0.17245752
-4.59529765,0.37001726,0.07193778,0.04755288,0.02468851,0.02578269,0.01673436,0.00706901,0.16142084
-4.58929465,0.34477019,0.06291587,0.04370486,0.02394068,0.02283967,0.01610998,0.00657832,0.15202366
-4.58329165,0.32346323,0.05539440,0.04028132,0.02340721,0.02023628,0.01596227,0.00614223,0.14436880
-4.57728864,0.30626021,0.04924678,0.03730211,0.02312387,0.01795498,0.01627315,0.00576657,0.13855222
-4.57128564,0.29330408,0.04435525,0.03478409,0.02312292,0.01597881,0.01702633,0.00545693,0.13465926
-4.56528264,0.28471005,0.04061121,0.03274048,0.02343247,0.01429145,0.01820666,0.00521851,0.13276111
-4.55927964,0.28055939,0.03791504,0.03118018,0.02407578,0.01287709,0.01979927,0.00505603,0.13291164
-4.55327664,0.28089383,0.03617556,0.03010735,0.02507074,0.01172042,0.02178864,0.00497358,0.13514447
-4.54727364,0.28571076,0.03530913,0.02952098,0.02642933,0.01080652,0.02415758,0.00497459,0.13947050
-4.54127064,0.29495919,0.03523861,0.02941463,0.02815728,0.01012072,0.02688630,0.00506176,0.14587581
-4.53526763,0.30853671,0.03589216,0.02977625,0.03025371,0.00964859,0.02995139,0.00523704,0.15432008
-4.52926463,0.32628731,0.03720207,0.03058816,0.03271095,0.00937576,0.03332510,0.00550157,0.16473542
-4.52326163,0.34800032,0.03910363,0.03182703,0.03551442,0.00928790,0.03697463,0.00585566,0.17702587
-4.51725863,0.37341056,0.04153417,0.03346408,0.03864266,0.00937062,0.04086178,0.00629880,0.19106740
-4.51125563,0.40219957,0.04443225,0.03546527,0.04206753,0.00960943,0.04494274,0.00682956,0.20670866
-4.50525263,0.43399837,0.04773715,0.03779169,0.04575445,0.00998973,0.04916829,0.00744564,0.22377235
-4.49924962,0.46839147,0.05138858,0.04040000,0.04966293,0.01049679,0.05348427,0.00814376,0.24205735
-4.49324662,0.50492242,0.05532673,0.04324305,0.05374714,0.01111578,0.05783237,0.00891970,0.26134161
