energy_ev,total_up,Au_p_up,Au_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,5.18166921,0.44607713,4.31137620,0.05909975,0.00000000,0.52407417,0.00000000
-5.99399700,5.15326941,0.44283118,4.29381443,0.05808395,0.00000000,0.51719181,0.00000000
-5.98799400,5.10128372,0.43765426,4.25678415,0.05692261,0.00000000,0.50786696,0.00000000
-5.98199100,5.02613318,0.43056530,4.20063779,0.05561774,0.00000000,0.49614668,0.00000000
-5.97598799,4.92887197,0.42163602,4.12625684,0.05417715,0.00000000,0.48213971,0.00000000
-5.96998499,4.81114946,0.41098818,4.03502013,0.05261426,0.00000000,0.46601273,0.00000000
-5.96398199,4.67514899,0.39878894,3.92875239,0.05094768,0.00000000,0.44798453,0.00000000
-5.95797899,4.52350660,0.38524452,3.80965574,0.04920047,0.00000000,0.42831831,0.00000000
-5.95197599,4.35921349,0.37059254,3.68022738,0.04739938,0.00000000,0.40731267,0.00000000
-5.94597299,4.18550709,0.35509339,3.54316736,0.04557383,0.00000000,0.38529157,0.00000000
-5.93996998,4.00575579,0.33902102,3.40128094,0.04375484,0.00000000,0.36259379,0.00000000
-5.93396698,3.82334269,0.32265364,3.25737989,0.04197397,0.00000000,0.33956244,0.00000000
-5.92796398,3.64155347,0.30626467,3.11418727,0.04026226,0.00000000,0.31653480,0.00000000
-5.92196098,3.46347335,0.29011438,2.97424973,0.03864922,0.00000000,0.29383317,0.00000000
-5.91595798,3.29189701,0.27444255,2.83986090,0.03716197,0.00000000,0.27175676,0.00000000
-5.90995498,3.12925505,0.25946238,2.71299880,0.03582444,0.00000000,0.25057513,0.00000000
-5.90395198,2.97755915,0.24535589,2.59527938,0.03465682,0.00000000,0.23052322,0.00000000
-5.89794897,2.83836741,0.23227081,2.48792723,0.03367512,0.00000000,0.21179813,0.00000000
-5.89194597,2.71277005,0.22031920,2.39176404,0.03289085,0.00000000,0.19455755,0.00000000
-5.88594297,2.60139489,0.20957744,2.30721400,0.03231100,0.00000000,0.17891991,0.00000000
-5.87993997,2.50443096,0.20008780,2.23432506,0.03193800,0.00000000,0.16496591,0.00000000
-5.87393697,2.42166796,0.19186111,2.17280384,0.03176996,0.00000000,0.15274139,0.00000000
-5.86793397,2.35254854,0.18488055,2.12206184,0.03180089,0.00000000,0.14226123,0.00000000
-5.86193097,2.29623021,0.17910614,2.08127001,0.03202114,0.00000000,0.13351390,0.00000000
-5.85592796,2.25165321,0.17447981,2.04941853,0.03241775,0.00000000,0.12646663,0.00000000
-5.84992496,2.21761079,0.17093057,2.02537874,0.03297499,0.00000000,0.12107064,0.00000000
-5.84392196,2.19281846,0.16837980,2.00796402,0.03367486,0.00000000,0.11726635,0.00000000
-5.83791896,2.17597897,0.16674618,1.99598712,0.03449754,0.00000000,0.11498825,0.00000000
-5.83191596,2.16584036,0.16595020,1.98831111,0.03542198,0.00000000,0.11416928,0.00000000
-5.82591296,2.16124470,0.16591802,1.98389233,0.03642631,0.00000000,0.11474442,0.00000000
-5.81990995,2.16116599,0.16658449,1.98181358,0.03748835,0.00000000,0.11665348,0.00000000
-5.81390695,2.16473608,0.16789546,1.98130689,0.03858599,0.00000000,0.11984296,0.00000000
-5.80790395,2.17125821,0.16980896,1.98176535,0.03969762,0.00000000,0.12426692,0.00000000
-5.80190095,2.18020846,0.17229561,1.98274423,0.04080239,0.00000000,0.12988675,0.00000000
-5.79589795,2.19122574,0.17533801,1.98395232,0.04188058,0.00000000,0.13667012,0.00000000
-5.78989495,2.20409186,0.17892938,1.98523440,0.04291375,0.00000000,0.14458892,0.00000000
-5.78389195,2.21870323,0.18307132,1.98654669,0.04388499,0.00000000,0.15361648,0.00000000
-5.77788894,2.23503634,0.18777106,1.98792695,0.04477895,0.00000000,0.16372418,0.00000000
-5.77188594,2.25310950,0.19303816,1.98946148,0.04558200,0.00000000,0.17487756,0.00000000
-5.76588294,2.27294306,0.19888089,1.99125102,0.04628218,0.00000000,0.18703234,0.00000000
-5.75987994,2.29452076,0.20530253,1.99337772,0.04686920,0.00000000,0.20013032,0.00000000
-5.75387694,2.31775444,0.21229767,1.99587521,0.04733437,0.00000000,0.21409571,0.00000000
-5.74787394,2.34245419,0.21984884,1.99870344,0.04767050,0.00000000,0.22883183,0.00000000
-5.74187094,2.36830586,0.22792351,2.00172975,0.04787182,0.00000000,0.24421868,0.00000000
-5.73586793,2.39485701,0.23647175,2.00471718,0.04793386,0.00000000,0.26011146,0.00000000
-5.72986493,2.42151237,0.24542458,2.00732057,0.04785332,0.00000000,0.27634016,0.00000000
-5.72386193,2.44753892,0.25469326,2.00909070,0.04762803,0.00000000,0.29271055,0.00000000
-5.71785893,2.47208060,0.26416947,2.00948594,0.04725684,0.00000000,0.30900632,0.00000000
-5.71185593,2.49418156,0.27372648,2.00789079,0.04673964,0.00000000,0.32499272,0.00000000
-5.70585293,2.51281702,0.28322123,2.00364013,0.04607735,0.00000000,0.34042130,0.00000000
-5.69984992,2.52692985,0.29249738,1.99604767,0.04527195,0.00000000,0.35503581,0.00000000
-5.69384692,2.53547105,0.30138902,1.98443693,0.04432654,0.00000000,0.36857894,0.00000000
-5.68784392,2.53744186,0.30972512,1.96817312,0.04324547,0.00000000,0.38079967,0.00000000
-5.68184092,2.53193540,0.31733436,1.94669393,0.04203438,0.00000000,0.39146086,0.00000000
-5.67583792,2.51817552,0.32405020,1.91953767,0.04070032,0.00000000,0.40034684,0.00000000
-5.66983492,2.49555098,0.32971596,1.88636727,0.03925183,0.00000000,0.40727050,0.00000000
-5.66383192,2.46364330,0.33418974,1.84698887,0.03769897,0.00000000,0.41207969,0.00000000
-5.65782891,2.42224688,0.33734889,1.80136427,0.03605333,0.00000000,0.41466250,0.00000000
-5.65182591,2.37138061,0.33909391,1.74961656,0.03432796,0.00000000,0.41495128,0.00000000
-5.64582291,2.31129057,0.33935159,1.69202906,0.03253732,0.00000000,0.41292513,0.00000000
-5.63981991,2.24244399,0.33807732,1.62903770,0.03069709,0.00000000,0.40861077,0.00000000
-5.63381691,2.16551504,0.33525647,1.56121747,0.02882399,0.00000000,0.40208181,0.00000000
-5.62781391,2.08136331,0.33090486,1.48926399,0.02693553,0.00000000,0.39345633,0.00000000
-5.62181091,1.99100655,0.32506826,1.41397118,0.02504976,0.00000000,0.38289317,0.00000000
-5.61580790,1.89558886,0.31782108,1.33620640,0.02318495,0.00000000,0.37058675,0.00000000
-5.60980490,1.79634632,0.30926434,1.25688425,0.02135935,0.00000000,0.35676105,0.00000000
-5.60380190,1.69457146,0.29952297,1.17694048,0.01959091,0.00000000,0.34166275,0.00000000
-5.59779890,1.59157834,0.28874262,1.09730700,0.01789701,0.00000000,0.32555394,0.00000000
-5.59179590,1.48866961,0.27708620,1.01888913,0.01629431,0.00000000,0.30870479,0.00000000
-5.58579290,1.38710668,0.26473010,0.94254584,0.01479859,0.00000000,0.29138623,0.00000000
-5.57978989,1.28808403,0.25186052,0.86907345,0.01342461,0.00000000,0.27386322,0.00000000
-5.57378689,1.19270808,0.23866963,0.79919326,0.01218614,0.00000000,0.25638852,0.00000000
-5.56778389,1.10198112,0.22535212,0.73354300,0.01109589,0.00000000,0.23919732,0.00000000
