energy_ev,total_up,Sb_p_up,Sb_d_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-5.78989495,1.97626757,0.93024100,0.01781826,0.81104017,1.07775362,0.43690412,0.00000000
-5.78389195,1.87811961,0.89063306,0.01692147,0.76979010,1.02306090,0.40708367,0.00000000
-5.77788894,1.77951308,0.85004053,0.01600965,0.72835073,0.96827358,0.37866360,0.00000000
-5.77188594,1.68142964,0.80903121,0.01509258,0.68709365,0.91391114,0.35168640,0.00000000
-5.76588294,1.58488172,0.76818310,0.01418021,0.64641431,0.86050763,0.32620596,0.00000000
-5.75987994,1.49087208,0.72806228,0.01328232,0.60671444,0.80859046,0.30228294,0.00000000
-5.75387694,1.40035510,0.68920221,0.01240818,0.56838517,0.75865992,0.27997971,0.00000000
-5.74787394,1.31420163,0.65208518,0.01156623,0.53179161,0.71117078,0.25935545,0.00000000
-5.74187094,1.23316941,0.61712711,0.01076385,0.49725982,0.66651657,0.24046161,0.00000000
-5.73586793,1.15788009,0.58466593,0.01000715,0.46506648,0.62501747,0.22333812,0.00000000
-5.72986493,1.08880388,0.55495429,0.00930081,0.43543198,0.58691219,0.20801045,0.00000000
-5.72386193,1.02625222,0.52815647,0.00864805,0.40851679,0.55235399,0.19448782,0.00000000
-5.71785893,0.97037823,0.50434961,0.00805063,0.38442133,0.52141102,0.18276240,0.00000000
-5.71185593,0.92118464,0.48352870,0.00750892,0.36318905,0.49407045,0.17280960,0.00000000
-5.70585293,0.87853827,0.46561513,0.00702201,0.34481238,0.47024616,0.16458937,0.00000000
-5.69984992,0.84218980,0.45046792,0.00658794,0.32924104,0.44978923,0.15804817,0.00000000
-5.69384692,0.81179762,0.43789690,0.00620391,0.31639238,0.43250059,0.15312173,0.00000000
-5.68784392,0.78695422,0.42767727,0.00586651,0.30616278,0.41814505,0.14973804,0.00000000
-5.68184092,0.76721361,0.41956439,0.00557202,0.29843990,0.40646579,0.14782061,0.00000000
-5.67583792,0.75211849,0.41330830,0.00531667,0.29311490,0.39719878,0.14729172,0.00000000
-5.66983492,0.74122566,0.40866726,0.00509690,0.29009427,0.39008624,0.14807542,0.00000000
-5.66383192,0.73412888,0.40541954,0.00490964,0.28931067,0.38488863,0.15010023,0.00000000
-5.65782891,0.73047803,0.40337326,0.00475246,0.29073246,0.38139475,0.15330136,0.00000000
-5.65182591,0.72999428,0.40237389,0.00462382,0.29437163,0.37942966,0.15762244,0.00000000
-5.64582291,0.73248064,0.40230917,0.00452317,0.30028980,0.37886009,0.16301675,0.00000000
-5.63981991,0.73782807,0.40311163,0.00445105,0.30860214,0.37959752,0.16944790,0.00000000
-5.63381691,0.74601703,0.40475862,0.00440916,0.31947927,0.38159886,0.17689001,0.00000000
-5.62781391,0.75711495,0.40727024,0.00440032,0.33314682,0.38486491,0.18532751,0.00000000
-5.62181091,0.77126986,0.41070534,0.00442845,0.34988285,0.38943699,0.19475454,0.00000000
-5.61580790,0.78870084,0.41515605,0.00449845,0.37001304,0.39539181,0.20517407,0.00000000
-5.60980490,0.80968565,0.42074109,0.00461608,0.39390358,0.40283515,0.21659665,0.00000000
-5.60380190,0.83454622,0.42759830,0.00478774,0.42195205,0.41189443,0.22903901,0.00000000
-5.59779890,0.86363231,0.43587665,0.00502027,0.45457596,0.42271068,0.24252232,0.00000000
-5.59179590,0.89730399,0.44572820,0.00532068,0.49219934,0.43542998,0.25707023,0.00000000
-5.58579290,0.93591304,0.45729997,0.00569586,0.53523734,0.45019476,0.27270655,0.00000000
-5.57978989,0.97978395,0.47072615,0.00615226,0.58407897,0.46713506,0.28945263,0.00000000
-5.57378689,1.02919448,0.48612068,0.00669557,0.63906837,0.48635993,0.30732430,0.00000000
-5.56778389,1.08435640,0.50357033,0.00733040,0.70048482,0.50794916,0.32632849,0.00000000
-5.56178089,1.14539651,0.52312835,0.00805989,0.76852206,0.53194538,0.34645945,0.00000000
-5.55577789,1.21233853,0.54480867,0.00888547,0.84326752,0.55834683,0.36769465,0.00000000
-5.54977489,1.28508621,0.56858094,0.00980653,0.92468214,0.58710074,0.38999046,0.00000000
-5.54377189,1.36340835,0.59436628,0.01082018,1.01258176,0.61809784,0.41327791,0.00000000
-5.53776888,1.44692629,0.62203388,0.01192106,1.10662095,0.65116786,0.43745850,0.00000000
-5.53176588,1.53510473,0.65139880,0.01310121,1.20628028,0.68607661,0.46240058,0.00000000
-5.52576288,1.62724657,0.68222091,0.01435006,1.31085821,0.72252469,0.48793636,0.00000000
-5.51975988,1.72249268,0.71420529,0.01565443,1.41946838,0.76014823,0.51386013,0.00000000
-5.51375688,1.81982710,0.74700428,0.01699872,1.53104328,0.79852186,0.53992765,0.00000000
-5.50775388,1.91808857,0.78022133,0.01836516,1.64434493,0.83716415,0.56585734,0.00000000
-5.50175088,2.01598838,0.81341685,0.01973414,1.75798284,0.87554564,0.59133309,0.00000000
-5.49574787,2.11213506,0.84611607,0.02108469,1.87043956,0.91309950,0.61600921,0.00000000
-5.48974487,2.20506540,0.87781899,0.02239500,1.98010324,0.94923473,0.63951716,0.00000000
-5.48374187,2.29328138,0.90801215,0.02364304,2.08530684,0.98335162,0.66147428,0.00000000
-5.47773887,2.37529218,0.93618228,0.02480726,2.18437260,1.01485925,0.68149407,0.00000000
-5.47173587,2.44965982,0.96183116,0.02586724,2.27566069,1.04319430,0.69919788,0.00000000
-5.46573287,2.51504714,0.98449148,0.02680442,2.35762014,1.06784080,0.71422739,0.00000000
-5.45972986,2.57026603,1.00374307,0.02760279,2.42884014,1.08834980,0.72625761,0.00000000
-5.45372686,2.61432422,1.01922887,0.02824951,2.48809966,1.10435844,0.73500956,0.00000000
-5.44772386,2.64646838,1.03066996,0.02873543,2.53441337,1.11560736,0.74026226,0.00000000
-5.44172086,2.66622172,1.03787906,0.02905558,2.56707163,1.12195584,0.74186335,0.00000000
-5.43571786,2.67341415,1.04077169,0.02920946,2.58567290,1.12339369,0.73973779,0.00000000
-5.42971486,2.66820339,1.03937457,0.02920122,2.59014689,1.12004944,0.73389428,0.00000000
-5.42371186,2.65108583,1.03383053,0.02903969,2.58076729,1.11219417,0.72442893,0.00000000
-5.41770885,2.62289627,1.02439981,0.02873821,2.55815332,1.10024061,0.71152602,0.00000000
-5.41170585,2.58479597,1.01145723,0.02831440,2.52325968,1.08473742,0.69545577,0.00000000
-5.40570285,2.53824923,0.99548524,0.02778963,2.47735526,1.06635847,0.67656911,0.00000000
-5.39969985,2.48498888,0.97706306,0.02718853,2.42199102,1.04588749,0.65528969,0.00000000
-5.39369685,2.42697157,0.95685182,0.02653821,2.35895822,1.02419829,0.63210334,0.00000000
-5.38769385,2.36632429,0.93557638,0.02586752,2.29023842,1.00223122,0.60754547,0.00000000
-5.38169085,2.30528368,0.91400420,0.02520617,2.21794683,0.98096643,0.58218683,0.00000000
-5.37568784,2.24613006,0.89292194,0.02458384,2.14427114,0.96139477,0.55661811,0.00000000
-5.36968484,2.19111834,0.87311055,0.02402923,2.07140773,0.94448732,0.53143405,0.00000000
-5.36368184,2.14240800,0.85531973,0.02356920,2.00149747,0.93116436,0.50721737,0.00000000
-5.35767884,2.10199449,0.84024253,0.02322787,1.93656318,0.92226486,0.48452330,0.00000000
-5.35167584,2.07164423,0.82849108,0.02302591,1.87845071,0.91851752,0.46386489,0.00000000
-5.34567284,2.05283547,0.82057437,0.02297977,1.82877557,0.92051437,0.44569977,0.00000000
-5.33966983,2.04670700,0.81687886,0.02310117,1.78887657,0.92868782,0.43041848,0.00000000
-5.33366683,2.05401650,0.81765267,0.02339668,1.75977807,0.94329202,0.41833476,0.00000000
-5.32766383,2.07511019,0.82299424,0.02386742,1.74216180,0.96438940,0.40967798,0.00000000
-5.32166083,2.10990478,0.83284567,0.02450896,1.73634901,0.99184294,0.40458783,0.00000000
-5.31565783,2.15788284,0.84699147,0.02531141,1.74229358,1.02531457,0.40311136,0.00000000
-5.30965483,2.21810179,0.86506265,0.02625961,1.75958619,1.06427008,0.40520236,0.00000000
-5.30365183,2.28921668,0.88654630,0.02733362,1.78746927,1.10799052,0.41072312,0.00000000
-5.29764882,2.36951610,0.91080036,0.02850917,1.82486233,1.15558985,0.41944845,0.00000000
-5.29164582,2.45697034,0.93707318,0.02975847,1.87039689,1.20603846,0.43107183,0.00000000
-5.28564282,2.54929035,0.96452719,0.03105097,1.92245966,1.25819188,0.44521358,0.00000000
-5.27963982,2.64399554,0.99226588,0.03235429,1.97924285,1.31082369,0.46143084,0.00000000
-5.27363682,2.73848815,1.01936302,0.03363521,2.03879969,1.36266152,0.47922914,0.00000000
-5.26763382,2.83013158,1.04489309,0.03486066,2.09910352,1.41242496,0.49807522,0.00000000
-5.26163082,2.91632996,1.06796159,0.03599870,2.15810838,1.45886386,0.51741086,0.00000000
-5.25562781,2.99460586,1.08773417,0.03701951,2.21380906,1.50079558,0.53666734,0.00000000
-5.24962481,3.06267349,1.10346333,0.03789619,2.26429873,1.53713985,0.55528017,0.00000000
-5.24362181,3.11850448,1.11451160,0.03860554,2.30782203,1.56694989,0.57270362,0.00000000
-5.23761881,3.16038415,1.12037043,0.03912870,2.34282208,1.58943858,0.58842471,0.00000000
-5.23161581,3.18695595,1.12067393,0.03945150,2.36797983,1.60399874,0.60197621,0.00000000
-5.22561281,3.19725296,1.11520723,0.03956481,2.38224455,1.61021692,0.61294833,0.00000000
-5.21960980,3.19071544,1.10390906,0.03946459,2.38485484,1.60788029,0.62099856,0.00000000
-5.21360680,3.16719427,1.08686882,0.03915179,2.37534953,1.59697661,0.62585958,0.00000000
-5.20760380,3.12694075,1.06431836,0.03863210,2.35356869,1.57768753,0.62734486,0.00000000
-5.20160080,3.07058364,1.03661922,0.03791553,2.31964506,1.55037587,0.62535182,0.00000000
-5.19559780,2.99909518,1.00424593,0.03701592,2.27398679,1.51556761,0.61986245,0.00000000
-5.18959480,2.91374777,0.96776640,0.03595027,2.21725240,1.47392964,0.61094151,0.00000000
-5.18359180,2.81606379,0.92782038,0.03473808,2.15031966,1.42624450,0.59873229,0.00000000
-5.17758879,2.70776074,0.88509697,0.03340066,2.07424954,1.37338309,0.58345017,0.00000000
-5.17158579,2.59069423,0.84031224,0.03196037,1.99024715,1.31627684,0.56537434,0.00000000
-5.16558279,2.46680108,0.79418771,0.03044003,1.89962117,1.25589011,0.54483789,0.00000000
-5.15957979,2.33804454,0.74743064,0.02886222,1.80374333,1.19319411,0.52221674,0.00000000
-5.15357679,2.20636344,0.70071658,0.02724880,1.70400937,1.12914283,0.49791781,0.00000000
-5.14757379,2.07362671,0.65467456,0.02562039,1.60180278,1.06465185,0.47236681,0.00000000
-5.14157079,1.94159416,0.60987539,0.02399610,1.49846212,1.00058027,0.44599622,0.00000000
-5.13556778,1.81188417,0.56682280,0.02239316,1.39525288,0.93771591,0.41923358,0.00000000
-5.12956478,1.68594849,0.52594765,0.02082681,1.29334423,0.87676399,0.39249074,0.00000000
-5.12356178,1.56505412,0.48760475,0.01931018,1.19379090,0.81833895,0.36615421,0.00000000
-5.11755878,1.45027174,0.45207217,0.01785429,1.09752022,0.76295933,0.34057680,0.00000000
-5.11155578,1.34247039,0.41955256,0.01646806,1.00532414,0.71104524,0.31607086,0.00000000
-5.10555278,1.24231741,0.39017624,0.01515839,0.91785592,0.66291823,0.29290325,0.00000000
-5.09954977,1.15028323,0.36400555,0.01393033,0.83563096,0.61880317,0.27129182,0.00000000
-5.09354677,1.06665003,0.34104032,0.01278717,0.75903136,0.57883172,0.25140379,0.00000000
-5.08754377,0.99152376,0.32122400,0.01173061,0.68831354,0.54304728,0.23335564,0.00000000
-5.08154077,0.92484884,0.30445040,0.01076094,0.62361848,0.51141113,0.21721458,0.00000000
-5.07553777,0.86642504,0.29057077,0.00987721,0.56498387,0.48380953,0.20300136,0.00000000
-5.06953477,0.81592601,0.27940110,0.00907737,0.51235779,0.46006179,0.19069437,0.00000000
-5.06353177,0.77291923,0.27072969,0.00835843,0.46561332,0.43992911,0.18023469,0.00000000
-5.05752876,0.73688693,0.26432477,0.00771668,0.42456369,0.42312413,0.17153198,0.00000000
-5.05152576,0.70724757,0.25994215,0.00714776,0.38897748,0.40932111,0.16447094,0.00000000
-5.04552276,0.68337771,0.25733299,0.00664688,0.35859354,0.39816662,0.15891811,0.00000000
-5.03951976,0.66463375,0.25625129,0.00620892,0.33313527,0.38929057,0.15472882,0.00000000
-5.03351676,0.65037311,0.25646130,0.00582862,0.31232375,0.38231734,0.15175395,0.00000000
-5.02751376,0.63997444,0.25774439,0.00550070,0.29588969,0.37687683,0.14984642,0.00000000
-5.02151076,0.63285622,0.25990538,0.00521997,0.28358356,0.37261511,0.14886707,0.00000000
-5.01550775,0.62849326,0.26277802,0.00498151,0.27518383,0.36920426,0.14868977,0.00000000
-5.00950475,0.62643055,0.26622942,0.00478072,0.27050301,0.36635128,0.14920560,0.00000000
-5.00350175,0.62629387,0.27016310,0.00461345,0.26939124,0.36380552,0.15032594,0.00000000
-4.99749875,0.62779676,0.27452060,0.00447607,0.27173738,0.36136442,0.15198440,0.00000000
-4.99149575,0.63074358,0.27928144,0.00436551,0.27746739,0.35887749,0.15413736,0.00000000
-4.98549275,0.63502834,0.28446121,0.00427931,0.28654023,0.35624811,0.15676338,0.00000000
-4.97948974,0.64062941,0.29010804,0.00421559,0.29894121,0.35343327,0.15986127,0.00000000
-4.97348674,0.64760039,0.29629731,0.00417307,0.31467325,0.35044133,0.16344706,0.00000000
-4.96748374,0.65605740,0.30312486,0.00415097,0.33374625,0.34732778,0.16754989,0.00000000
-4.96148074,0.66616349,0.31069901,0.00414901,0.35616518,0.34418945,0.17220723,0.00000000
-4.95547774,0.67811110,0.31913175,0.00416731,0.38191748,0.34115742,0.17745941,0.00000000
-4.94947474,0.69210339,0.32852952,0.00420629,0.41096043,0.33838908,0.18334403,0.00000000
-4.94347174,0.70833549,0.33898410,0.00426658,0.44320922,0.33605982,0.18989033,0.00000000
-4.93746873,0.72697693,0.35056414,0.00434898,0.47852662,0.33435487,0.19711394,0.00000000
-4.93146573,0.74815623,0.36330782,0.00445435,0.51671478,0.33346172,0.20501239,0.00000000
-4.92546273,0.77194860,0.37721714,0.00458356,0.55751008,0.33356358,0.21356150,0.00000000
-4.91945973,0.79836765,0.39225426,0.00473747,0.60058140,0.33483422,0.22271309,0.00000000
-4.91345673,0.82736171,0.40834017,0.00491690,0.64553236,0.33743454,0.23239399,0.00000000
-4.90745373,0.85881498,0.42535587,0.00512269,0.69190761,0.34151079,0.24250671,0.00000000
-4.90145073,0.89255371,0.44314606,0.00535567,0.73920325,0.34719468,0.25293152,0.00000000
-4.89544772,0.92835689,0.46152534,0.00561678,0.78688110,0.35460503,0.26353013,0.00000000
-4.88944472,0.96597095,0.48028643,0.00590715,0.83438617,0.36385077,0.27415063,0.00000000
-4.88344172,1.00512753,0.49921019,0.00622813,0.88116681,0.37503488,0.28463365,0.00000000
-4.87743872,1.04556306,0.51807677,0.00658145,0.92669622,0.38825872,0.29481917,0.00000000
-4.87143572,1.08703880,0.53667720,0.00696926,0.97049462,0.40362622,0.30455394,0.00000000
-4.86543272,1.12935992,0.55482486,0.00739418,1.01215041,0.42124733,0.31369876,0.00000000
-4.85942971,1.17239212,0.57236594,0.00785936,1.05133940,0.44124015,0.32213555,0.00000000
-4.85342671,1.21607430,0.58918826,0.00836845,1.08784063,0.46373125,0.32977344,0.00000000
-4.84742371,1.26042622,0.60522791,0.00892556,1.12154788,0.48885372,0.33655383,0.00000000
-4.84142071,1.30555019,0.62047300,0.00953515,1.15247583,0.51674283,0.34245386,0.00000000
-4.83541771,1.35162619,0.63496443,0.01020184,1.18076036,0.54752902,0.34748825,0.00000000
-4.82941471,1.39890029,0.64879322,0.01093026,1.20665259,0.58132858,0.35170914,0.00000000
-4.82341171,1.44766679,0.66209479,0.01172474,1.23050671,0.61823208,0.35520407,0.00000000
-4.81740870,1.49824460,0.67504004,0.01258904,1.25276216,0.65829135,0.35809216,0.00000000
-4.81140570,1.55094926,0.68782401,0.01352604,1.27392060,0.70150541,0.36051848,0.00000000
-4.80540270,1.60606199,0.70065246,0.01453737,1.29451912,0.74780648,0.36264711,0.00000000
-4.79939970,1.66379752,0.71372724,0.01562315,1.31510067,0.79704677,0.36465309,0.00000000
-4.79339670,1.72427278,0.72723126,0.01678163,1.33618344,0.84898716,0.36671366,0.00000000
-4.78739370,1.78747834,0.74131384,0.01800895,1.35823064,0.90328863,0.36899933,0.00000000
-4.78139070,1.85325453,0.75607746,0.01929899,1.38162241,0.95950739,0.37166514,0.00000000
-4.77538769,1.92127393,0.77156651,0.02064317,1.40663113,1.01709426,0.37484253,0.00000000
-4.76938469,1.99103162,0.78775881,0.02203053,1.43340177,1.07539893,0.37863227,0.00000000
-4.76338169,2.06184406,0.80456046,0.02344769,1.46193797,1.13367931,0.38309881,0.00000000
-4.75737869,2.13285720,0.82180424,0.02487911,1.49209483,1.19111576,0.38826614,0.00000000
-4.75137569,2.20306360,0.83925181,0.02630731,1.52357871,1.24683009,0.39411555,0.00000000
-4.74537269,2.27132813,0.85659949,0.02771328,1.55595401,1.29990855,0.40058520,0.00000000
-4.73936968,2.33642107,0.87348754,0.02907690,1.58865658,1.34942797,0.40757153,0.00000000
-4.73336668,2.39705716,0.88951226,0.03037747,1.62101312,1.39448388,0.41493247,0.00000000
-4.72736368,2.45193888,0.90424052,0.03159430,1.65226551,1.43421952,0.42249221,0.00000000
-4.72136068,2.49980166,0.91722581,0.03270728,1.68159898,1.46785425,0.43004729,0.00000000
-4.71535768,2.53945922,0.92802524,0.03369748,1.70817264,1.49471010,0.43737375,0.00000000
-4.70935468,2.56984664,0.93621652,0.03454775,1.73115108,1.51423525,0.44423504,0.00000000
-4.70335168,2.59005937,0.94141425,0.03524323,1.74973559,1.52602329,0.45039035,0.00000000
-4.69734867,2.59938644,0.94328482,0.03577183,1.76319372,1.52982743,0.45560295,0.00000000
-4.69134567,2.59733650,0.94155930,0.03612458,1.77088595,1.52556900,0.45964843,0.00000000
-4.68534267,2.58365580,0.93604389,0.03629598,1.77228852,1.51334003,0.46232236,0.00000000
-4.67933967,2.55833753,0.92662754,0.03628411,1.76701179,1.49339976,0.46344716,0.00000000
-4.67333667,2.52162253,0.91328665,0.03609073,1.75481344,1.46616559,0.46287814,0.00000000
-4.66733367,2.47399169,0.89608680,0.03572125,1.73560639,1.43219874,0.46050829,0.00000000
-4.66133067,2.41615081,0.87518150,0.03518454,1.70946149,1.39218580,0.45627191,0.00000000
-4.65532766,2.34900886,0.85080849,0.03449271,1.67660505,1.34691674,0.45014697,0.00000000
-4.64932466,2.27365106,0.82328349,0.03366075,1.63741178,1.29726083,0.44215606,0.00000000
-4.64332166,2.19130797,0.79299219,0.03270614,1.59239363,1.24414126,0.43236616,0.00000000
-4.63731866,2.10332228,0.76038062,0.03164839,1.54218516,1.18850980,0.42088708,0.00000000
-4.63131566,2.01111438,0.72594451,0.03050853,1.48752633,1.13132238,0.40786884,0.00000000
-4.62531266,1.91614839,0.69021797,0.02930856,1.42924334,1.07351644,0.39349794,0.00000000
-4.61930965,1.81989947,0.65376191,0.02807099,1.36822833,1.01599087,0.37799285,0.00000000
-4.61330665,1.72382351,0.61715261,0.02681829,1.30541869,0.95958891,0.36159873,0.00000000
-4.60730365,1.62932981,0.58097057,0.02557238,1.24177662,0.90508437,0.34458163,0.00000000
-4.60130065,1.53775734,0.54579002,0.02435425,1.17826947,0.85317125,0.32722232,0.00000000
-4.59529765,1.45035464,0.51216907,0.02318350,1.11585133,0.80445678,0.30980994,0.00000000
-4.58929465,1.36826349,0.48064075,0.02207803,1.05544635,0.75945744,0.29263570,0.00000000
-4.58329165,1.29250628,0.45170479,0.02105373,0.99793377,0.71859781,0.27598660,0.00000000
-4.57728864,1.22397652,0.42582023,0.02012428,0.94413507,0.68221173,0.26013963,0.00000000
-4.57128564,1.16343249,0.40339877,0.01930099,0.89480317,0.65054532,0.24535617,0.00000000
-4.56528264,1.11149326,0.38479878,0.01859267,0.85061353,0.62376135,0.23187712,0.00000000
-4.55927964,1.06863689,0.37031994,0.01800562,0.81215728,0.60194452,0.21991846,0.00000000
-4.55327664,1.03520018,0.36019839,0.01754365,0.77993598,0.58510729,0.20966751,0.00000000
-4.54727364,1.01137992,0.35460251,0.01720809,0.75435790,0.57319587,0.20127991,0.00000000
-4.54127064,0.99723497,0.35362919,0.01699796,0.73573574,0.56609616,0.19487718,0.00000000
-4.53526763,0.99268938,0.35730077,0.01691009,0.72428528,0.56363939,0.19054505,0.00000000
-4.52926463,0.99753618,0.36556276,0.01693927,0.72012507,0.56560759,0.18833242,0.00000000
-4.52326163,1.01144195,0.37828243,0.01707852,0.72327684,0.57173852,0.18825093,0.00000000
-4.51725863,1.03395232,0.39524850,0.01731923,0.73366655,0.58173054,0.19027519,0.00000000
-4.51125563,1.06449840,0.41617224,0.01765148,0.75112606,0.59524712,0.19434360,0.00000000
-4.50525263,1.10240448,0.44068993,0.01806421,0.77539544,0.61192143,0.20035970,0.00000000
-4.49924962,1.14689708,0.46836723,0.01854555,0.80612585,0.63136096,0.20819409,0.00000000
-4.49324662,1.19711572,0.49870522,0.01908299,0.84288338,0.65315242,0.21768694,0.00000000
-4.48724362,1.25212542,0.53114854,0.01966370,0.88515369,0.67686692,0.22865093,0.00000000
-4.48124062,1.31093111,0.56509545,0.02027472,0.93234796,0.70206579,0.24087479,0.00000000
-4.47523762,1.37249409,0.59990969,0.02090324,0.98381012,0.72830675,0.25412732,0.00000000
-4.46923462,1.43575031,0.63493419,0.02153676,1.03882570,0.75515082,0.26816185,0.00000000
-4.46323162,1.49963047,0.66950604,0.02216338,1.09663249,0.78216967,0.28272118,0.00000000
-4.45722861,1.56308159,0.70297256,0.02277195,1.15643303,0.80895358,0.29754286,0.00000000
-4.45122561,1.62508968,0.73470795,0.02335225,1.21740907,0.83511964,0.31236487,0.00000000
-4.44522261,1.68470312,0.76412987,0.02389523,1.27873797,0.86032038,0.32693145,0.00000000
-4.43921961,1.74105603,0.79071561,0.02439310,1.33961080,0.88425226,0.34099903,0.00000000
-4.43321661,1.79339114,0.81401699,0.02483954,1.39925193,0.90666409,0.35434226,0.00000000
-4.42721361,1.84108133,0.83367368,0.02522979,1.45693966,0.92736494,0.36675972,0.00000000
-4.42121061,1.88364921,0.84942423,0.02556080,1.51202741,0.94623136,0.37807946,0.00000000
-4.41520760,1.92078399,0.86111451,0.02583131,1.56396481,0.96321348,0.38816392,0.00000000
-4.40920460,1.95235490,0.86870315,0.02604194,1.61231792,0.97833981,0.39691434,0.00000000
-4.40320160,1.97842067,0.87226374,0.02619519,1.65678789,0.99172046,0.40427425,0.00000000
-4.39719860,1.99923437,0.87198378,0.02629552,1.69722726,1.00354831,0.41023210,0.00000000
-4.39119560,2.01524342,0.86816040,0.02634926,1.73365299,1.01409823,0.41482284,0.00000000
-4.38519260,2.02708437,0.86119297,0.02636460,1.76625583,1.02372385,0.41812839,0.00000000
-4.37918959,2.03557247,0.85157298,0.02635142,1.79540510,1.03285202,0.42027690,0.00000000
-4.37318659,2.04168611,0.83987150,0.02632116,1.82164877,1.04197487,0.42144092,0.00000000
-4.36718359,2.04654648,0.82672475,0.02628664,1.84570845,1.05163951,0.42183443,0.00000000
-4.36118059,2.05139290,0.81281833,0.02626174,1.86846920,1.06243561,0.42170883,0.00000000
-4.35517759,2.05755439,0.79887049,0.02626117,1.89096452,1.07498106,0.42134800,0.00000000
-4.34917459,2.06641847,0.78561516,0.02630007,1.91435672,1.08990624,0.42106258,0.00000000
-4.34317159,2.07939779,0.77378512,0.02639370,1.93991320,1.10783703,0.42118367,0.00000000
-4.33716858,2.09789569,0.76409575,0.02655701,1.96897934,1.12937740,0.42205598,0.00000000
-4.33116558,2.12327158,0.75722980,0.02680427,2.00294872,1.15509182,0.42403079,0.00000000
-4.32516258,2.15680696,0.75382328,0.02714863,2.04323132,1.18548820,0.42745863,0.00000000
-4.31915958,2.19967292,0.75445286,0.02760177,2.09122054,1.22100176,0.43268207,0.00000000
-4.31315658,2.25289984,0.75962463,0.02817350,2.14825958,1.26198033,0.44002847,0.00000000
-4.30715358,2.31734972,0.76976448,0.02887144,2.21560783,1.30867145,0.44980288,0.00000000
