energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,0.84647374,-0.92714552,0.41846404,-0.48961908,0.18125278,-0.16123200,0.00143120,-0.00211909,0.08879573,-0.09934240,0.01234125,-0.01484351,0.40901563,-0.44277466
-5.99399700,0.83690010,-0.91132928,0.41245163,-0.48725449,0.18307971,-0.15923086,0.00131466,-0.00187561,0.08939572,-0.10059337,0.01162976,-0.01375200,0.40269671,-0.43335361
-5.98799400,0.82854185,-0.89661461,0.40596018,-0.48438489,0.18548421,-0.15768646,0.00121182,-0.00165104,0.09024412,-0.10150962,0.01099455,-0.01277595,0.39656754,-0.42486628
-5.98199100,0.82152510,-0.88269062,0.39908513,-0.48086999,0.18849562,-0.15651401,0.00112134,-0.00144597,0.09143097,-0.10205866,0.01042644,-0.01191062,0.39059171,-0.41715617
-5.97598799,0.81604221,-0.86920489,0.39195543,-0.47656855,0.19216029,-0.15561552,0.00104182,-0.00126048,0.09305294,-0.10221313,0.00991655,-0.01114907,0.38476588,-0.41003763
-5.96998499,0.81235302,-0.85578163,0.38473242,-0.47134562,0.19654226,-0.15488395,0.00097189,-0.00109426,0.09521192,-0.10195183,0.00945663,-0.01048262,0.37912229,-0.40330548
-5.96398199,0.81078256,-0.84204029,0.37760754,-0.46507970,0.20172285,-0.15420771,0.00091025,-0.00094664,0.09801337,-0.10126061,0.00903930,-0.00990121,0.37372935,-0.39674520
-5.95797899,0.81171508,-0.82761393,0.37079901,-0.45766916,0.20779925,-0.15347524,0.00085573,-0.00081664,0.10156452,-0.10013300,0.00865830,-0.00939396,0.36869040,-0.39014308
-5.95197599,0.81558474,-0.81216648,0.36454735,-0.44903797,0.21488201,-0.15257951,0.00080727,-0.00070308,0.10597240,-0.09857062,0.00830855,-0.00894955,0.36414052,-0.38329611
-5.94597299,0.82286288,-0.79540835,0.35910995,-0.43914045,0.22309164,-0.15142223,0.00076399,-0.00060464,0.11134191,-0.09658334,0.00798624,-0.00855667,0.36024156,-0.37602107
-5.93996998,0.83404269,-0.77710986,0.35475477,-0.42796475,0.23255440,-0.14991773,0.00072513,-0.00051990,0.11777374,-0.09418922,0.00768881,-0.00820442,0.35717550,-0.36816259
-5.93396698,0.84962155,-0.75711200,0.35175336,-0.41553528,0.24339758,-0.14799622,0.00069012,-0.00044740,0.12536247,-0.09141418,0.00741488,-0.00788268,0.35513638,-0.35959990
-5.92796398,0.87008212,-0.73533439,0.35037339,-0.40191377,0.25574444,-0.14560642,0.00065850,-0.00038572,0.13419477,-0.08829151,0.00716408,-0.00758233,0.35432128,-0.35025208
-5.92196098,0.89587284,-0.71178015,0.35087102,-0.38719917,0.26970911,-0.14271744,0.00062998,-0.00033348,0.14434783,-0.08486119,0.00693692,-0.00729556,0.35492065,-0.34008170
-5.91595798,0.92738885,-0.68653788,0.35348333,-0.37152649,0.28539180,-0.13931992,0.00060433,-0.00028936,0.15588816,-0.08116904,0.00673456,-0.00701595,0.35710839,-0.32909682
-5.90995498,0.96495437,-0.65978070,0.35842114,-0.35506448,0.30287455,-0.13542641,0.00058143,-0.00025217,0.16887067,-0.07726579,0.00655864,-0.00673860,0.36103238,-0.31735141
-5.90395198,1.00880746,-0.63176271,0.36586268,-0.33801263,0.32221774,-0.13107091,0.00056122,-0.00022085,0.18333825,-0.07320611,0.00641103,-0.00646017,0.36680571,-0.30494417
-5.89794897,1.05908789,-0.60281301,0.37594815,-0.32059732,0.34345765,-0.12630783,0.00054368,-0.00019442,0.19932181,-0.06904753,0.00629361,-0.00617878,0.37449925,-0.29201603
-5.89194597,1.11582909,-0.57332781,0.38877579,-0.30306750,0.36660516,-0.12121023,0.00052879,-0.00017208,0.21684076,-0.06484949,0.00620817,-0.00589403,0.38413587,-0.27874641
-5.88594297,1.17895450,-0.54376089,0.40439938,-0.28568999,0.39164572,-0.11586758,0.00051655,-0.00015310,0.23590399,-0.06067227,0.00615617,-0.00560677,0.39568675,-0.26534845
