energy_ev,total_up,Cd_p_up,Cd_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-6.00000000,0.87043977,0.50597990,0.11547970,0.24137634,0.00501225,0.09908086,0.22398201
-5.99399700,0.88669895,0.51583908,0.11753797,0.25049665,0.00534520,0.09665208,0.22246033
-5.98799400,0.90985256,0.53148118,0.12031450,0.26250597,0.00572834,0.09415388,0.22207561
-5.98199100,0.94017477,0.55294493,0.12386021,0.27739685,0.00616430,0.09165070,0.22294489
-5.97598799,0.97783417,0.58019161,0.12821584,0.29511475,0.00665475,0.08920657,0.22517182
-5.96998499,1.02286690,0.61309171,0.13340772,0.31555174,0.00720015,0.08688258,0.22884033
-5.96398199,1.07515382,0.65141387,0.13944393,0.33854143,0.00779960,0.08473481,0.23400909
-5.95797899,1.13440301,0.69481699,0.14631134,0.36385552,0.00845065,0.08281259,0.24070710
-5.95197599,1.20013889,0.74284623,0.15397337,0.39120235,0.00914918,0.08115725,0.24893075
-5.94597299,1.27169889,0.79493346,0.16236899,0.42022778,0.00988936,0.07980147,0.25864231
-5.93996998,1.34823835,0.85040243,0.17141274,0.45051855,0.01066372,0.07876901,0.26977021
-5.93396698,1.42874380,0.90847890,0.18099597,0.48160824,0.01146319,0.07807504,0.28221087
-5.92796398,1.51205461,0.96830571,0.19098925,0.51298593,0.01227732,0.07772688,0.29583217
-5.92196098,1.59689221,1.02896219,0.20124591,0.54410718,0.01309452,0.07772506,0.31047819
-5.91595798,1.68189612,1.08948753,0.21160642,0.57440728,0.01390237,0.07806467,0.32597524
-5.90995498,1.76566503,1.14890712,0.22190373,0.60331620,0.01468802,0.07873690,0.34213847
-5.90395198,1.84680154,1.20626075,0.23196892,0.63027477,0.01543857,0.07973050,0.35877904
-5.89794897,1.92395815,1.26063148,0.24163726,0.65475137,0.01614151,0.08103333,0.37571118
-5.89194597,1.99588266,1.31117378,0.25075420,0.67625858,0.01678521,0.08263358,0.39275883
-5.88594297,2.06146052,1.35713957,0.25918099,0.69436882,0.01735927,0.08452080,0.40976139
-5.87993997,2.11975211,1.39790092,0.26679970,0.70872854,0.01785496,0.08668659,0.42657834
-5.87393697,2.17002309,1.43296803,0.27351737,0.71906995,0.01826553,0.08912488,0.44309231
-5.86793397,2.21176614,1.46200185,0.27926908,0.72521997,0.01858648,0.09183187,0.45921053
-5.86193097,2.24471303,1.48482038,0.28401972,0.72710579,0.01881569,0.09480553,0.47486454
-5.85592796,2.26883647,1.50139850,0.28776445,0.72475677,0.01895353,0.09804480,0.49000822
-5.84992496,2.28434160,1.51186136,0.29052786,0.71830254,0.01900280,0.10154851,0.50461431
-5.84392196,2.29164775,1.51647164,0.29236174,0.70796739,0.01896863,0.10531407,0.51866975
-5.83791896,2.29136142,1.51561157,0.29334176,0.69406114,0.01885818,0.10933616,0.53217011
-5.83191596,2.28424226,1.50976073,0.29356314,0.67696698,0.01868042,0.11360534,0.54511366
-5.82591296,2.27116371,1.49947082,0.29313562,0.65712682,0.01844565,0.11810684,0.55749554
-5.81990995,2.25307070,1.48533908,0.29217797,0.63502488,0.01816515,0.12281960,0.56930239
-5.81390695,2.23093658,1.46798160,0.29081233,0.61117027,0.01785065,0.12771554,0.58050810
-5.80790395,2.20572171,1.44800815,0.28915874,0.58607935,0.01751391,0.13275934,0.59107086
-5.80190095,2.17833557,1.42599987,0.28732999,0.56025881,0.01716623,0.13790851,0.60093180
-5.79589795,2.14960449,1.40249080,0.28542725,0.53419005,0.01681807,0.14311396,0.61001553
-5.78989495,2.12024621,1.37795418,0.28353642,0.50831567,0.01647866,0.14832095,0.61823240
-5.78389195,2.09085226,1.35279399,0.28172550,0.48302847,0.01615573,0.15347043,0.62548241
-5.77788894,2.06187864,1.32734203,0.28004307,0.45866358,0.01585529,0.15850064,0.63166064
-5.77188594,2.03364480,1.30186005,0.27851771,0.43549359,0.01558151,0.16334887,0.63666358
-5.76588294,2.00634018,1.27654691,0.27715852,0.41372715,0.01533669,0.16795340,0.64039622
-5.75987994,1.98003764,1.25154961,0.27595651,0.39351057,0.01512134,0.17225527,0.64277917
-5.75387694,1.95471240,1.22697757,0.27488675,0.37493246,0.01493424,0.17620003,0.64375540
-5.74787394,1.93026498,1.20291894,0.27391117,0.35803077,0.01477273,0.17973919,0.64329615
-5.74187094,1.90654671,1.17945794,0.27298170,0.34280195,0.01463291,0.18283140,0.64140557
-5.73586793,1.88338611,1.15669206,0.27204370,0.32921153,0.01450996,0.18544317,0.63812380
-5.72986493,1.86061473,1.13474818,0.27103945,0.31720559,0.01439842,0.18754931,0.63352827
