energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up
-5.55577789,4.46405417,0.06041234,0.46204811,1.95477587,1.84671484,1.12067073,0.00000000,1.64723793,0.00000000
-5.54977489,4.47685996,0.05652391,0.46109430,2.02271454,1.82116877,1.14497099,0.00000000,1.66739021,0.00000000
-5.54377189,4.49056402,0.05256926,0.46034436,2.08742926,1.79665547,1.16841563,0.00000000,1.68711542,0.00000000
-5.53776888,4.50555163,0.04860049,0.45992668,2.14826420,1.77384232,1.19076515,0.00000000,1.70619502,0.00000000
-5.53176588,4.52211746,0.04466689,0.45995934,2.20464542,1.75330642,1.21178468,0.00000000,1.72440710,0.00000000
-5.52576288,4.54043378,0.04081374,0.46054269,2.25608199,1.73551215,1.23124526,0.00000000,1.74152580,0.00000000
-5.51975988,4.56052223,0.03708140,0.46175254,2.30216352,1.72079286,1.24892464,0.00000000,1.75732027,0.00000000
-5.51375688,4.58223096,0.03350461,0.46363412,2.34255463,1.70933759,1.26460787,0.00000000,1.77155387,0.00000000
-5.50775388,4.60521888,0.03011203,0.46619737,2.37698732,1.70118336,1.27808777,0.00000000,1.78398368,0.00000000
-5.50175088,4.62894837,0.02692605,0.46941362,2.40525205,1.69621361,1.28916567,0.00000000,1.79436078,0.00000000
-5.49574787,4.65268795,0.02396281,0.47321406,2.42718882,1.69416308,1.29765256,0.00000000,1.80243191,0.00000000
-5.48974487,4.67552567,0.02123241,0.47749006,2.44267936,1.69462905,1.30337096,0.00000000,1.80794267,0.00000000
-5.48374187,4.69639379,0.01873933,0.48209551,2.45164128,1.69708870,1.30615773,0.00000000,1.81064264,0.00000000
-5.47773887,4.71410456,0.01648296,0.48685112,2.45402528,1.70092226,1.30586800,0.00000000,1.81029276,0.00000000
-5.47173587,4.72739652,0.01445822,0.49155054,2.44981578,1.70544093,1.30238010,0.00000000,1.80667481,0.00000000
-5.46573287,4.73498987,0.01265627,0.49596823,2.43903545,1.70991877,1.29560167,0.00000000,1.79960289,0.00000000
-5.45972986,4.73564891,0.01106529,0.49986863,2.42175329,1.71362722,1.28547656,0.00000000,1.78893670,0.00000000
-5.45372686,4.72824911,0.00967116,0.50301631,2.39809608,1.71587092,1.27199233,0.00000000,1.77459582,0.00000000
-5.44772386,4.71184557,0.00845818,0.50518670,2.36826205,1.71602322,1.25518785,0.00000000,1.75657445,0.00000000
-5.44172086,4.68573961,0.00740977,0.50617679,2.33253599,1.71355986,1.23516058,0.00000000,1.73495575,0.00000000
-5.43571786,4.64953983,0.00650902,0.50581539,2.29130419,1.70808927,1.21207296,0.00000000,1.70992461,0.00000000
-5.42971486,4.60321412,0.00573924,0.50397232,2.24506790,1.69937788,1.18615732,0.00000000,1.68177811,0.00000000
-5.42371186,4.54712925,0.00508436,0.50056610,2.19445381,1.68736931,1.15771879,0.00000000,1.65093254,0.00000000
-5.41770885,4.48207532,0.00452930,0.49556978,2.14022014,1.67219613,1.12713573,0.00000000,1.61792611,0.00000000
-5.41170585,4.40927257,0.00406023,0.48901445,2.08325724,1.65418364,1.09485736,0.00000000,1.58341680,0.00000000
-5.40570285,4.33035939,0.00366470,0.48099022,2.02458168,1.63384508,1.06139831,0.00000000,1.54817464,0.00000000
-5.39969985,4.24736068,0.00333181,0.47164476,1.96532353,1.61186827,1.02732999,0.00000000,1.51306843,0.00000000
-5.39369685,4.16263725,0.00305219,0.46117908,1.90670651,1.58909400,0.99326901,0.00000000,1.47904684,0.00000000
-5.38769385,4.07881743,0.00281800,0.44984106,1.85002151,1.56648698,0.95986272,0.00000000,1.44711426,0.00000000
-5.38169085,3.99871332,0.00262285,0.43791671,1.79659413,1.54510034,0.92777247,0.00000000,1.41830220,0.00000000
-5.37568784,3.92522479,0.00246173,0.42571983,1.74774739,1.52603516,0.89765510,0.00000000,1.39363709,0.00000000
-5.36968484,3.86123504,0.00233085,0.41358025,1.70476117,1.51039666,0.87014330,0.00000000,1.37410559,0.00000000
-5.36368184,3.80950206,0.00222752,0.40183138,1.66882984,1.49924892,0.84582562,0.00000000,1.36061897,0.00000000
-5.35767884,3.77255056,0.00214997,0.39079764,1.64102020,1.49356999,0.82522699,0.00000000,1.35397781,0.00000000
-5.35167584,3.75256910,0.00209724,0.38078216,1.62223138,1.49420944,0.80879047,0.00000000,1.35483859,0.00000000
-5.34567284,3.75131675,0.00206903,0.37205553,1.61315871,1.50185004,0.79686103,0.00000000,1.36368371,0.00000000
-5.33966983,3.77004369,0.00206552,0.36484587,1.61426316,1.51697539,0.78967199,0.00000000,1.38079618,0.00000000
-5.33366683,3.80942898,0.00208732,0.35933082,1.62574776,1.53984489,0.78733477,0.00000000,1.40624028,0.00000000
-5.32766383,3.86953868,0.00213532,0.35563163,1.64754232,1.57047707,0.78983233,0.00000000,1.43984912,0.00000000
-5.32166083,3.94980597,0.00221060,0.35380964,1.67929706,1.60864228,0.79701669,0.00000000,1.48121981,0.00000000
-5.31565783,4.04903455,0.00231438,0.35386527,1.72038574,1.65386489,0.80861051,0.00000000,1.52971661,0.00000000
-5.30965483,4.16542533,0.00244796,0.35573946,1.76991812,1.70543518,0.82421288,0.00000000,1.58448223,0.00000000
-5.30365183,4.29662547,0.00261266,0.35931745,1.82676156,1.76243034,0.84330908,0.00000000,1.64445690,0.00000000
-5.29764882,4.43979806,0.00280979,0.36443471,1.88957085,1.82374399,0.86528394,0.00000000,1.70840474,0.00000000
-5.29164582,4.59170973,0.00304063,0.37088473,1.95682525,1.88812298,0.88943848,0.00000000,1.77494650,0.00000000
-5.28564282,4.74883290,0.00330641,0.37842822,2.02687139,1.95421010,0.91500919,0.00000000,1.84259752,0.00000000
-5.27963982,4.90745873,0.00360826,0.38680342,2.09797038,2.02059108,0.94118932,0.00000000,1.90980969,0.00000000
-5.27363682,5.06381665,0.00394722,0.39573696,2.16834748,2.08584413,0.96715151,0.00000000,1.97501578,0.00000000
-5.26763382,5.21419579,0.00432418,0.40495491,2.23624251,2.14859021,0.99207108,0.00000000,2.03667455,0.00000000
-5.26163082,5.35506410,0.00473987,0.41419353,2.29995923,2.20754206,1.01514915,0.00000000,2.09331521,0.00000000
-5.25562781,5.48318080,0.00519484,0.42320931,2.35791197,2.26155041,1.03563492,0.00000000,2.14357946,0.00000000
-5.24962481,5.59569831,0.00568934,0.43178802,2.40866809,2.30964565,1.05284652,0.00000000,2.18625980,0.00000000
-5.24362181,5.69025031,0.00622336,0.43975235,2.45098489,2.35107364,1.06618960,0.00000000,2.22033280,0.00000000
-5.23761881,5.76502339,0.00679653,0.44696812,2.48383986,2.38532459,1.07517339,0.00000000,2.24498635,0.00000000
-5.23161581,5.81881022,0.00740808,0.45334869,2.50645372,2.41215416,1.07942359,0.00000000,2.25964005,0.00000000
-5.22561281,5.85104326,0.00805681,0.45885773,2.51830568,2.43159640,1.07869185,0.00000000,2.26395829,0.00000000
-5.21960980,5.86180878,0.00874103,0.46351021,2.51914086,2.44396845,1.07286162,0.00000000,2.25785599,0.00000000
-5.21360680,5.85184163,0.00945857,0.46737185,2.50897010,2.44986710,1.06195027,0.00000000,2.24149687,0.00000000
-5.20760380,5.82250211,0.01020672,0.47055704,2.48806261,2.45015796,1.04610743,0.00000000,2.21528496,0.00000000
-5.20160080,5.77573683,0.01098231,0.47322558,2.45693230,2.44595778,1.02560983,0.00000000,2.17984983,0.00000000
-5.19559780,5.71402598,0.01178169,0.47557838,2.41631847,2.43861119,1.00085275,0.00000000,2.13602648,0.00000000
-5.18959480,5.64031956,0.01260081,0.47785238,2.36716220,2.42966270,0.97233851,0.00000000,2.08483087,0.00000000
-5.18359180,5.55796570,0.01343526,0.48031498,2.31057931,2.42082538,0.94066239,0.00000000,2.02743220,0.00000000
-5.17758879,5.47063380,0.01428042,0.48325825,2.24783120,2.41394727,0.90649640,0.00000000,1.96512311,0.00000000
-5.17158579,5.38223525,0.01513151,0.48699297,2.18029453,2.41097667,0.87057162,0.00000000,1.89928882,0.00000000
-5.16558279,5.29684428,0.01598376,0.49184290,2.10943085,2.41392733,0.83365948,0.00000000,1.83137627,0.00000000
-5.15957979,5.21862090,0.01683250,0.49813916,2.03675702,2.42484423,0.79655263,0.00000000,1.76286409,0.00000000
-5.15357679,5.15173770,0.01767329,0.50621509,1.96381721,2.44577078,0.76004601,0.00000000,1.69523427,0.00000000
-5.14757379,5.10031159,0.01850209,0.51640125,1.89215690,2.47871758,0.72491850,0.00000000,1.62994584,0.00000000
-5.14157079,5.06834125,0.01931533,0.52902097,1.82329959,2.52563324,0.69191583,0.00000000,1.56841120,0.00000000
-5.13556778,5.05965054,0.02011000,0.54438608,1.75872619,2.58837712,0.66173494,0.00000000,1.51197512,0.00000000
-5.12956478,5.07783785,0.02088379,0.56279300,1.69985735,2.66869402,0.63501036,0.00000000,1.46189651,0.00000000
-5.12356178,5.12623112,0.02163510,0.58451902,1.64803873,2.76819067,0.61230268,0.00000000,1.41933285,0.00000000
-5.11755878,5.20784806,0.02236311,0.60981881,1.60452907,2.88831389,0.59408941,0.00000000,1.38532720,0.00000000
-5.11155578,5.32536118,0.02306775,0.63892108,1.57049090,3.03033033,0.58075830,0.00000000,1.36079734,0.00000000
-5.10555278,5.48106710,0.02374976,0.67202549,1.54698354,3.19530770,0.57260311,0.00000000,1.34652698,0.00000000
-5.09954977,5.67685999,0.02441057,0.70929972,1.53495836,3.38409770,0.56982179,0.00000000,1.34315859,0.00000000
-5.09354677,5.91420899,0.02505234,0.75087695,1.53525566,3.59732084,0.57251692,0.00000000,1.35118776,0.00000000
-5.08754377,6.19413956,0.02567776,0.79685370,1.54860305,3.83535342,0.58069823,0.00000000,1.37095870,0.00000000
-5.08154077,6.51721912,0.02629006,0.84728815,1.57561491,4.09831723,0.59428696,0.00000000,1.40266101,0.00000000
-5.07553777,6.88354723,0.02689282,0.90219916,1.61679245,4.38607233,0.61312175,0.00000000,1.44632736,0.00000000
-5.06953477,7.29275051,0.02748982,0.96156585,1.67252411,4.69821335,0.63696578,0.00000000,1.50183240,0.00000000
-5.06353177,7.74398278,0.02808491,1.02532800,1.74308570,5.03406974,0.66551490,0.00000000,1.56889266,0.00000000
-5.05752876,8.23593023,0.02868183,1.09338699,1.82863998,5.39270988,0.69840631,0.00000000,1.64706785,0.00000000
-5.05152576,8.76682172,0.02928396,1.16560739,1.92923521,5.77294912,0.73522759,0.00000000,1.73576352,0.00000000
-5.04552276,9.33444350,0.02989418,1.24181890,2.04480217,6.17336136,0.77552581,0.00000000,1.83423535,0.00000000
-5.03951976,9.93615789,0.03051462,1.32181836,2.17514954,6.59229323,0.81881646,0.00000000,1.94159518,0.00000000
-5.03351676,10.56892461,0.03114647,1.40537161,2.31995710,7.02788023,0.86459191,0.00000000,2.05681908,0.00000000
-5.02751376,11.22932371,0.03178977,1.49221477,2.47876700,7.47806336,0.91232950,0.00000000,2.17875738,0.00000000
-5.02151076,11.91357879,0.03244324,1.58205467,2.65097287,7.94060514,0.96149883,0.00000000,2.30614699,0.00000000
-5.01550775,12.61757922,0.03310411,1.67456797,2.83580731,8.41310357,1.01156852,0.00000000,2.43762586,0.00000000
-5.00950475,13.33690029,0.03376805,1.76939898,3.03232819,8.89300310,1.06201215,0.00000000,2.57174970,0.00000000
-5.00350175,14.06682094,0.03442909,1.86615580,3.23940466,9.37760168,1.11231368,0.00000000,2.70701069,0.00000000
-4.99749875,14.80233872,0.03507963,1.96440506,3.45570385,9.86405365,1.16197212,0.00000000,2.84185824,0.00000000
-4.99149575,15.53818288,0.03571051,2.06366530,3.67967955,10.34936872,1.21050582,0.00000000,2.97472138,0.00000000
-4.98549275,16.26882671,0.03631120,2.16339956,3.90956437,10.83040788,1.25745623,0.00000000,3.10403259,0.00000000
-4.97948974,16.98850139,0.03686998,2.26300771,4.14336686,11.30387793,1.30239139,0.00000000,3.22825250,0.00000000
-4.97348674,17.69121372,0.03737425,2.36181934,4.37887502,11.76632673,1.34490910,0.00000000,3.34589529,0.00000000
-4.96748374,18.37077112,0.03781091,2.45908806,4.61366774,12.21414181,1.38463989,0.00000000,3.45555398,0.00000000
-4.96148074,19.02081678,0.03816676,2.55398822,4.84513523,12.64355529,1.42124983,0.00000000,3.55592520,0.00000000
-4.95547774,19.63487824,0.03842892,2.64561497,5.07050914,13.05065815,1.45444306,0.00000000,3.64583286,0.00000000
-4.94947474,20.20643203,0.03858539,2.73298852,5.28690284,13.43142644,1.48396423,0.00000000,3.72424996,0.00000000
-4.94347174,20.72898596,0.03862541,2.81506323,5.49136161,13.78176179,1.50960051,0.00000000,3.79031804,0.00000000
-4.93746873,21.19618003,0.03854000,2.89074209,5.68092176,14.09754749,1.53118342,0.00000000,3.84336364,0.00000000
-4.93146573,21.60190502,0.03832233,2.95889646,5.85267749,14.37472060,1.54859008,0.00000000,3.88291120,0.00000000
-4.92546273,21.94043683,0.03796806,3.01839108,6.00385334,14.60935914,1.56174406,0.00000000,3.90869202,0.00000000
-4.91945973,22.20658269,0.03747561,3.06811348,6.13187972,14.79778235,1.57061565,0.00000000,3.92064876,0.00000000
-4.91345673,22.39583421,0.03684639,3.10700701,6.23446864,14.93666050,1.57522147,0.00000000,3.91893543,0.00000000
-4.90745373,22.50452089,0.03608480,3.13410602,6.30968649,15.02312988,1.57562347,0.00000000,3.90391258,0.00000000
-4.90145073,22.52995666,0.03519825,3.14857163,6.35602048,15.05490743,1.57192732,0.00000000,3.87613785,0.00000000
-4.89544772,22.47057193,0.03419704,3.14972647,6.37243577,15.03039901,1.56428015,0.00000000,3.83635204,0.00000000
-4.88944472,22.32602319,0.03309414,3.13708641,6.35842022,14.94879521,1.55286779,0.00000000,3.78546095,0.00000000
-4.88344172,22.09727309,0.03190483,3.11038761,6.31401454,14.81014858,1.53791154,0.00000000,3.72451359,0.00000000
-4.87743872,21.78663472,0.03064638,3.06960743,6.23982584,14.61542706,1.51966452,0.00000000,3.65467732,0.00000000
-4.87143572,21.39777559,0.02933756,3.01497767,6.13702373,14.36653903,1.49840783,0.00000000,3.57721053,0.00000000
-4.86543272,20.93567834,0.02799818,2.94698933,6.00731851,14.06632735,1.47444649,0.00000000,3.49343372,0.00000000
-4.85942971,20.40655766,0.02664854,2.86638846,5.85292218,13.71853064,1.44810522,0.00000000,3.40469985,0.00000000
-4.85342671,19.81773495,0.02530898,2.77416291,5.67649350,13.32771239,1.41972434,0.00000000,3.31236464,0.00000000
-4.84742371,19.17747445,0.02399932,2.67152047,5.48106936,12.89915983,1.38965552,0.00000000,3.21775780,0.00000000
-4.84142071,18.49478681,0.02273840,2.55985930,5.26998493,12.43875640,1.35825769,0.00000000,3.12215593,0.00000000
-4.83541771,17.77920740,0.02154370,2.44073182,5.04678608,11.95283277,1.32589300,0.00000000,3.02675786,0.00000000
-4.82941471,17.04055837,0.02043087,2.31580377,4.81513717,11.44800288,1.29292283,0.00000000,2.93266300,0.00000000
-4.82341171,16.28870390,0.01941350,2.18680995,4.57872801,10.93099179,1.25970382,0.00000000,2.84085328,0.00000000
-4.81740870,15.53330854,0.01850286,2.05550878,4.34118336,10.40846286,1.22658409,0.00000000,2.75217922,0.00000000
-4.81140570,14.78360806,0.01770772,1.92363729,4.10597811,9.88685116,1.19389939,0.00000000,2.66735016,0.00000000
-4.80540270,14.04820164,0.01703424,1.79286851,3.87636100,9.37221018,1.16196938,0.00000000,2.58692902,0.00000000
-4.79939970,13.33487259,0.01648601,1.66477260,3.65528911,8.87007732,1.13109407,0.00000000,2.51133147,0.00000000
-4.79339670,12.65044352,0.01606403,1.54078310,3.44537472,8.38536300,1.10155026,0.00000000,2.44082929,0.00000000
-4.78739370,12.00066972,0.01576689,1.42216938,3.24884554,7.92226655,1.07358835,0.00000000,2.37555777,0.00000000
-4.78139070,11.39017278,0.01559087,1.31001558,3.06751873,7.48422080,1.04742924,0.00000000,2.31552644,0.00000000
-4.77538769,10.82241415,0.01553021,1.20520675,2.90278831,7.07386552,1.02326165,0.00000000,2.26063282,0.00000000
-4.76938469,10.29970679,0.01557733,1.10842170,2.75562513,6.69304880,1.00123976,0.00000000,2.21067829,0.00000000
-4.76338169,9.82326136,0.01572309,1.02013261,2.62658830,6.34285377,0.98148132,0.00000000,2.16538539,0.00000000
-4.75737869,9.39326184,0.01595715,0.94061045,2.51584617,6.02364752,0.96406615,0.00000000,2.12441581,0.00000000
-4.75137569,9.00896494,0.01626817,0.86993577,2.42320533,5.73514789,0.94903528,0.00000000,2.08738816,0.00000000
-4.74537269,8.66881667,0.01664416,0.80801366,2.34814533,5.47650372,0.93639042,0.00000000,2.05389479,0.00000000
-4.73936968,8.37057968,0.01707274,0.75459212,2.28985761,5.24638362,0.92609404,0.00000000,2.02351700,0.00000000
-4.73336668,8.11146501,0.01754140,0.70928281,2.24728643,5.04306880,0.91806996,0.00000000,1.99583798,0.00000000
-4.72736368,7.88826247,0.01803769,0.67158313,2.21917056,4.86454559,0.91220436,0.00000000,1.97045319,0.00000000
-4.72136068,7.69746485,0.01854945,0.64089899,2.20408409,4.70859410,0.90834724,0.00000000,1.94697777,0.00000000
-4.71535768,7.53538208,0.01906496,0.61656732,2.20047560,4.57286998,0.90631439,0.00000000,1.92505103,0.00000000
-4.70935468,7.39824274,0.01957305,0.59787782,2.20670485,4.45497722,0.90588977,0.00000000,1.90433817,0.00000000
-4.70335168,7.28228139,0.02006321,0.58409339,2.22107660,4.35253062,0.90682835,0.00000000,1.88452947,0.00000000
-4.69734867,7.18381135,0.02052565,0.57446889,2.24187147,4.26320765,0.90885944,0.00000000,1.86533761,0.00000000
-4.69134567,7.09928369,0.02095135,0.56826811,2.26737407,4.18478974,0.91169059,0.00000000,1.84649358,0.00000000
-4.68534267,7.02533370,0.02133208,0.56477854,2.29589843,4.11519392,0.91501197,0.00000000,1.82774204,0.00000000
-4.67933967,6.95881704,0.02166041,0.56332425,2.32581144,4.05249620,0.91850148,0.00000000,1.80883685,0.00000000
-4.67333667,6.89683784,0.02192976,0.56327660,2.35555444,3.99494813,0.92183039,0.00000000,1.78953748,0.00000000
-4.66733367,6.83677109,0.02213438,0.56406305,2.38366363,3.94098832,0.92466967,0.00000000,1.76960700,0.00000000
-4.66133067,6.77628171,0.02226940,0.56517407,2.40878932,3.88925046,0.92669693,0.00000000,1.74881217,0.00000000
-4.65532766,6.71334205,0.02233086,0.56616830,2.42971444,3.83856929,0.92760388,0.00000000,1.72692597,0.00000000
-4.64932466,6.64624917,0.02231574,0.56667616,2.44537220,3.78798572,0.92710415,0.00000000,1.70373268,0.00000000
-4.64332166,6.57364262,0.02222204,0.56640180,2.45486268,3.73675165,0.92494134,0.00000000,1.67903556,0.00000000
