energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.46573287,2.38103857,0.01589002,0.00000000,0.02436447,0.27482727,0.00707521,1.44157360,1.05473337,0.38925080
-5.45972986,2.42075534,0.01616041,0.00000000,0.02527031,0.27883818,0.00727830,1.46708545,1.06509251,0.39517573
-5.45372686,2.45392585,0.01638255,0.00000000,0.02608258,0.28202955,0.00744742,1.48889372,1.07241894,0.39991042
-5.44772386,2.47992525,0.01655316,0.00000000,0.02678646,0.28431167,0.00757845,1.50663938,1.07649894,0.40334951
-5.44172086,2.49816398,0.01666917,0.00000000,0.02736816,0.28560822,0.00766805,1.51996600,1.07715038,0.40540129
-5.43571786,2.50810352,0.01672780,0.00000000,0.02781541,0.28585772,0.00771378,1.52852996,1.07422634,0.40598972
-5.42971486,2.50927372,0.01672666,0.00000000,0.02811788,0.28501468,0.00771420,1.53201249,1.06761876,0.40505648
-5.42371186,2.50129102,0.01666390,0.00000000,0.02826760,0.28305055,0.00766885,1.53013304,1.05726189,0.40256282
-5.41770885,2.48387680,0.01653826,0.00000000,0.02825931,0.27995428,0.00757829,1.52266341,1.04313566,0.39849113
-5.41170585,2.45687477,0.01634920,0.00000000,0.02809071,0.27573269,0.00744406,1.50944165,1.02526857,0.39284623
-5.40570285,2.42026656,0.01609700,0.00000000,0.02776265,0.27041045,0.00726865,1.49038523,1.00374001,0.38565634
-5.39969985,2.37418446,0.01578287,0.00000000,0.02727920,0.26402983,0.00705538,1.46550248,0.97868183,0.37697350
-5.39369685,2.31892061,0.01540895,0.00000000,0.02664764,0.25665010,0.00680835,1.43490174,0.95027896,0.36687359
-5.38769385,2.25493174,0.01497842,0.00000000,0.02587828,0.24834665,0.00653225,1.39879753,0.91876886,0.35545577
-5.38169085,2.18283920,0.01449544,0.00000000,0.02498426,0.23920992,0.00623232,1.35751334,0.88443985,0.34284138
-5.37568784,2.10342393,0.01396517,0.00000000,0.02398117,0.22934397,0.00591411,1.31148071,0.84762813,0.32917233
-5.36968484,2.01761636,0.01339370,0.00000000,0.02288669,0.21886491,0.00558341,1.26123466,0.80871354,0.31460894
-5.36368184,1.92648162,0.01278796,0.00000000,0.02172006,0.20789919,0.00524608,1.20740532,0.76811426,0.29932738
-5.35767884,1.83120049,0.01215561,0.00000000,0.02050160,0.19658173,0.00490791,1.15070639,0.72628044,0.28351668
-5.35167584,1.73304687,0.01150491,0.00000000,0.01925216,0.18505406,0.00457453,1.09192061,0.68368711,0.26737549
-5.34567284,1.63336263,0.01084455,0.00000000,0.01799258,0.17346247,0.00425125,1.03188300,0.64082657,0.25110871
-5.33966983,1.53353094,0.01018349,0.00000000,0.01674321,0.16195625,0.00394302,0.97146256,0.59820063,0.23492399
-5.33366683,1.43494905,0.00953080,0.00000000,0.01552335,0.15068612,0.00365432,0.91154314,0.55631296,0.21902837
-5.32766383,1.33900166,0.00889549,0.00000000,0.01435092,0.13980287,0.00338913,0.85300419,0.51566192,0.20362509
-5.32166083,1.24703582,0.00828634,0.00000000,0.01324203,0.12945630,0.00315085,0.79670233,0.47673414,0.18891068
-5.31565783,1.16033827,0.00771173,0.00000000,0.01221075,0.11979441,0.00294230,0.74345412,0.43999911,0.17507249
-5.30965483,1.08011587,0.00717959,0.00000000,0.01126881,0.11096302,0.00276571,0.69402086,0.40590504,0.16228660
-5.30365183,1.00747969,0.00669720,0.00000000,0.01042558,0.10310563,0.00262272,0.64909558,0.37487592,0.15071629
-5.29764882,0.94343300,0.00627119,0.00000000,0.00968791,0.09636359,0.00251437,0.60929286,0.34731010,0.14051102
-5.29164582,0.88886319,0.00590741,0.00000000,0.00906020,0.09087652,0.00244119,0.57514121,0.32358005,0.13180580
-5.28564282,0.84453753,0.00561097,0.00000000,0.00854446,0.08678286,0.00240314,0.54707842,0.30403341,0.12472115
-5.27963982,0.81110228,0.00538617,0.00000000,0.00814043,0.08422047,0.00239975,0.52544941,0.28899483,0.11936333
-5.27363682,0.78908479,0.00523656,0.00000000,0.00784580,0.08332715,0.00243007,0.51050661,0.27876861,0.11582491
-5.26763382,0.77889762,0.00516490,0.00000000,0.00765637,0.08424093,0.00249282,0.50241226,0.27364145,0.11418543
-5.26163082,0.78084425,0.00517324,0.00000000,0.00756636,0.08710005,0.00258635,0.50124245,0.27388520,0.11451219
-5.25562781,0.79512528,0.00526294,0.00000000,0.00756864,0.09204238,0.00270878,0.50699229,0.27975894,0.11686088
-5.24962481,0.82184442,0.00543469,0.00000000,0.00765501,0.09920426,0.00285801,0.51958178,0.29151011,0.12127603
-5.24362181,0.86101348,0.00568854,0.00000000,0.00781653,0.10871861,0.00303178,0.53886192,0.30937428,0.12779115
-5.23761881,0.91255577,0.00602391,0.00000000,0.00804373,0.12071218,0.00322775,0.56462059,0.33357306,0.13642841
-5.23161581,0.97630723,0.00643961,0.00000000,0.00832695,0.13530199,0.00344354,0.59658797,0.36431019,0.14719786
-5.22561281,1.05201510,0.00693380,0.00000000,0.00865652,0.15259095,0.00367679,0.63444095,0.40176526,0.16009612
-5.21960980,1.13933390,0.00750397,0.00000000,0.00902304,0.17266265,0.00392518,0.67780667,0.44608530,0.17510455
-5.21360680,1.23781888,0.00814688,0.00000000,0.00941755,0.19557553,0.00418647,0.72626478,0.49737425,0.19218693
-5.20760380,1.34691726,0.00885850,0.00000000,0.00983167,0.22135655,0.00445854,0.77934875,0.55568047,0.21128677
-5.20160080,1.46595779,0.00963397,0.00000000,0.01025776,0.24999461,0.00473935,0.83654611,0.62098275,0.23232436
-5.19559780,1.59413949,0.01046749,0.00000000,0.01068895,0.28143404,0.00502699,0.89729807,0.69317537,0.25519365
-5.18959480,1.73052054,0.01135226,0.00000000,0.01111922,0.31556839,0.00531963,0.96099883,0.77205287,0.27975934
-5.18359180,1.87400839,0.01228046,0.00000000,0.01154336,0.35223503,0.00561550,1.02699493,0.85729526,0.30585422
-5.17758879,2.02335247,0.01324316,0.00000000,0.01195692,0.39121080,0.00591285,1.09458522,0.94845473,0.33327709
-5.17158579,2.17714057,0.01423037,0.00000000,0.01235616,0.43220911,0.00620990,1.16302193,1.04494458,0.36179153
-5.16558279,2.33380020,0.01523103,0.00000000,0.01273793,0.47487887,0.00650479,1.23151341,1.14603145,0.39112563
-5.15957979,2.49160601,0.01623312,0.00000000,0.01309953,0.51880554,0.00679554,1.29922883,1.25083179,0.42097306
-5.15357679,2.64869400,0.01722377,0.00000000,0.01343861,0.56351450,0.00707998,1.36530542,1.35831314,0.45099548
-5.14757379,2.80308333,0.01818941,0.00000000,0.01375299,0.60847690,0.00735575,1.42885840,1.46730117,0.48082648
-5.14157079,2.95270562,0.01911603,0.00000000,0.01404058,0.65311801,0.00762024,1.48899370,1.57649264,0.51007713
-5.13556778,3.09544187,0.01998945,0.00000000,0.01429929,0.69682806,0.00787064,1.54482345,1.68447458,0.53834296
-5.12956478,3.22916616,0.02079561,0.00000000,0.01452691,0.73897527,0.00810390,1.59548397,1.78974959,0.56521246
-5.12356178,3.35179520,0.02152090,0.00000000,0.01472112,0.77892087,0.00831679,1.64015593,1.89076678,0.59027670
-5.11755878,3.46134228,0.02215259,0.00000000,0.01487950,0.81603556,0.00850597,1.67808583,1.98595760,0.61313995
-5.11155578,3.55597371,0.02267913,0.00000000,0.01499954,0.84971693,0.00866807,1.70860839,2.07377560,0.63343087
-5.10555278,3.63406574,0.02309054,0.00000000,0.01507880,0.87940723,0.00879980,1.73116868,2.15273867,0.65081387
-5.09954977,3.69425967,0.02337878,0.00000000,0.01511499,0.90461079,0.00889803,1.74534319,2.22147236,0.66500027
-5.09354677,3.73551272,0.02353798,0.00000000,0.01510612,0.92491035,0.00895993,1.75085890,2.27875249,0.67575870
-5.08754377,3.75714236,0.02356475,0.00000000,0.01505074,0.93998171,0.00898313,1.74760926,2.32354534,0.68292432
-5.08154077,3.75886203,0.02345834,0.00000000,0.01494807,0.94960597,0.00896577,1.73566639,2.35504363,0.68640653
-5.07553777,3.74080624,0.02322071,0.00000000,0.01479820,0.95367873,0.00890666,1.71528867,2.37269672,0.68619459
-5.06953477,3.70354372,0.02285659,0.00000000,0.01460226,0.95221601,0.00880536,1.68692321,2.37623352,0.68236104
-5.06353177,3.64807742,0.02237339,0.00000000,0.01436256,0.94535627,0.00866221,1.65120282,2.36567697,0.67506253
-5.05752876,3.57583119,0.02178105,0.00000000,0.01408270,0.93335854,0.00847842,1.60893740,2.34134932,0.66453813
-5.05152576,3.48862289,0.02109183,0.00000000,0.01376758,0.91659668,0.00825603,1.56109979,2.30386769,0.65110486
-5.04552276,3.38862479,0.02031996,0.00000000,0.01342344,0.89554972,0.00799791,1.50880658,2.25413001,0.63515076
-5.03951976,3.27831237,0.01948129,0.00000000,0.01305775,0.87078881,0.00770770,1.45329410,2.19329169,0.61712555
-5.03351676,3.16040317,0.01859288,0.00000000,0.01267911,0.84296115,0.00738969,1.39589072,2.12273396,0.59752922
-5.02751376,3.03778768,0.01767257,0.00000000,0.01229707,0.81277149,0.00704878,1.33798591,2.04402492,0.57689899
-5.02151076,2.91345462,0.01673846,0.00000000,0.01192186,0.78096192,0.00669028,1.28099727,1.95887498,0.55579495
-5.01550775,2.79041317,0.01580850,0.00000000,0.01156412,0.74829068,0.00631982,1.22633648,1.86908827,0.53478493
-5.00950475,2.67161462,0.01490001,0.00000000,0.01123458,0.71551079,0.00594315,1.17537511,1.77651197,0.51442924
-5.00350175,2.55987619,0.01402926,0.00000000,0.01094370,0.68334930,0.00556605,1.12941134,1.68298549,0.49526552
-4.99749875,2.45780924,0.01321111,0.00000000,0.01070135,0.65248788,0.00519417,1.08963856,1.59029127,0.47779447
-4.99149575,2.36775433,0.01245869,0.00000000,0.01051639,0.62354550,0.00483290,1.05711667,1.50010907,0.46246680
-4.98549275,2.29172490,0.01178312,0.00000000,0.01039638,0.59706368,0.00448726,1.03274676,1.41397515,0.44967180
-4.97948974,2.23136129,0.01119329,0.00000000,0.01034725,0.57349484,0.00416184,1.01725000,1.33324779,0.43972795
-4.97348674,2.18789635,0.01069580,0.00000000,0.01037304,0.55319411,0.00386074,1.01115108,1.25907993,0.43287579
-4.96748374,2.16213336,0.01029482,0.00000000,0.01047570,0.53641474,0.00358753,1.01476665,1.19239971,0.42927331
-4.96148074,2.15443686,0.00999215,0.00000000,0.01065492,0.52330716,0.00334526,1.02819908,1.13389914,0.42899386
-4.95547774,2.16473619,0.00978726,0.00000000,0.01090807,0.51392159,0.00313647,1.05133562,1.08403088,0.43202671
-4.94947474,2.19254155,0.00967744,0.00000000,0.01123022,0.50821397,0.00296323,1.08385293,1.04301281,0.43828010
-4.94347174,2.23697161,0.00965794,0.00000000,0.01161421,0.50605479,0.00282721,1.12522694,1.01083969,0.44758674
-4.93746873,2.29679170,0.00972220,0.00000000,0.01205080,0.50724045,0.00272971,1.17474770,0.98730121,0.45971129
-4.93146573,2.37046094,0.00986215,0.00000000,0.01252894,0.51150645,0.00267177,1.23153886,0.97200516,0.47435986
-4.92546273,2.45618680,0.01006843,0.00000000,0.01303609,0.51854191,0.00265423,1.29458123,0.96440482,0.49119082
-4.91945973,2.55198495,0.01033070,0.00000000,0.01355854,0.52800474,0.00267776,1.36273982,0.96382914,0.50982675
-4.91345673,2.65574242,0.01063800,0.00000000,0.01408188,0.53953678,0.00274292,1.43479342,0.96951455,0.52986695
-4.90745373,2.76528193,0.01097899,0.00000000,0.01459141,0.55277835,0.00285021,1.50946618,0.98063714,0.55090018
-4.90145073,2.87842504,0.01134233,0.00000000,0.01507262,0.56738161,0.00300006,1.58545981,0.99634408,0.57251702
-4.89544772,2.99305234,0.01171689,0.00000000,0.01551164,0.58302232,0.00319279,1.66148582,1.01578327,0.59432157
-4.88944472,3.10715843,0.01209208,0.00000000,0.01589566,0.59940948,0.00342863,1.73629652,1.03813032,0.61594203
-4.88344172,3.21890029,0.01245806,0.00000000,0.01621336,0.61629278,0.00370760,1.80871394,1.06261222,0.63703984
-4.87743872,3.32663746,0.01280595,0.00000000,0.01645519,0.63346761,0.00402948,1.87765572,1.08852710,0.65731711
-4.87143572,3.42896321,0.01312801,0.00000000,0.01661370,0.65077764,0.00439366,1.94215728,1.11525987,0.67652220
-4.86543272,3.52472601,0.01341778,0.00000000,0.01668369,0.66811512,0.00479909,2.00138939,1.14229349,0.69445327
-4.85942971,3.61304109,0.01367012,0.00000000,0.01666229,0.68541908,0.00524415,2.05467109,1.16921614,0.71095994
-4.85342671,3.69329247,0.01388131,0.00000000,0.01654902,0.70267185,0.00572653,2.10147720,1.19572419,0.72594298
-4.84742371,3.76512593,0.01404905,0.00000000,0.01634569,0.71989402,0.00624317,2.14144089,1.22162160,0.73935226
-4.84142071,3.82843393,0.01417238,0.00000000,0.01605622,0.73713858,0.00679018,2.17435102,1.24681593,0.75118321
-4.83541771,3.88333371,0.01425167,0.00000000,0.01568644,0.75448436,0.00736283,2.20014497,1.27131157,0.76147193
-4.82941471,3.93013988,0.01428846,0.00000000,0.01524379,0.77202922,0.00795550,2.21889728,1.29520066,0.77028946
-4.82341171,3.96933303,0.01428540,0.00000000,0.01473701,0.78988344,0.00856174,2.23080489,1.31865205,0.77773522
-4.81740870,4.00152582,0.01424603,0.00000000,0.01417575,0.80816329,0.00917436,2.23616966,1.34189889,0.78393021
-4.81140570,4.02742787,0.01417465,0.00000000,0.01357021,0.82698524,0.00978554,2.23537917,1.36522512,0.78901002
-4.80540270,4.04781085,0.01407614,0.00000000,0.01293083,0.84646059,0.01038700,2.22888650,1.38895113,0.79311812
-4.79939970,4.06347469,0.01395577,0.00000000,0.01226790,0.86669074,0.01097015,2.21718984,1.41341900,0.79639935
-4.79339670,4.07521589,0.01381898,0.00000000,0.01159129,0.88776289,0.01152637,2.20081284,1.43897724,0.79899401
-4.78739370,4.08379850,0.01367126,0.00000000,0.01091020,0.90974611,0.01204721,2.18028619,1.46596541,0.80103262
-4.78139070,4.08992830,0.01351794,0.00000000,0.01023294,0.93268760,0.01252467,2.15613106,1.49469873,0.80263127
-4.77538769,4.09423038,0.01336399,0.00000000,0.00956685,0.95660904,0.01295140,2.12884492,1.52545271,0.80388781
-4.76938469,4.09723045,0.01321397,0.00000000,0.00891813,0.98150293,0.01332095,2.09888987,1.55844828,0.80487871
-4.76338169,4.09933979,0.01307178,0.00000000,0.00829186,1.00732899,0.01362799,2.06668389,1.59383754,0.80565681
-4.75737869,4.10084410,0.01294067,0.00000000,0.00769200,1.03401043,0.01386844,2.03259482,1.63169057,0.80624970
-4.75137569,4.10189626,0.01282307,0.00000000,0.00712146,1.06143059,0.01403962,1.99693721,1.67198391,0.80665897
-4.74537269,4.10251298,0.01272060,0.00000000,0.00658217,1.08942987,0.01414032,1.95997187,1.71459107,0.80686015
-4.73936968,4.10257577,0.01263400,0.00000000,0.00607517,1.11780347,0.01417079,1.92190783,1.75927585,0.80680348
-4.73336668,4.10183601,0.01256315,0.00000000,0.00560078,1.14630012,0.01413276,1.88290659,1.80568902,0.80641548
-4.72736368,4.09992458,0.01250713,0.00000000,0.00515871,1.17462235,0.01402933,1.84308814,1.85336892,0.80560131
-4.72136068,4.09636587,0.01246427,0.00000000,0.00474817,1.20242851,0.01386485,1.80253871,1.90174644,0.80424791
-4.71535768,4.09059624,0.01243222,0.00000000,0.00436799,1.22933685,0.01364476,1.76131952,1.95015470,0.80222801
-4.70935468,4.08198668,0.01240812,0.00000000,0.00401677,1.25493191,0.01337541,1.71947643,1.99784359,0.79940479
-4.70335168,4.06986925,0.01238872,0.00000000,0.00369293,1.27877317,0.01306386,1.67705000,2.04399883,0.79563721
-4.69734867,4.05356670,0.01237053,0.00000000,0.00339481,1.30040595,0.01271763,1.63408547,2.08776536,0.79078591
-4.69134567,4.03242417,0.01235002,0.00000000,0.00312072,1.31937422,0.01234455,1.59064239,2.12827408,0.78471940
-4.68534267,4.00584218,0.01232378,0.00000000,0.00286902,1.33523495,0.01195246,1.54680345,2.16467124,0.77732033
-4.67933967,3.97330913,0.01228869,0.00000000,0.00263812,1.34757334,0.01154914,1.50268215,2.19614907,0.76849172
-4.67333667,3.93443232,0.01224212,0.00000000,0.00242651,1.35601833,0.01114202,1.45842890,2.22197640,0.75816275
-4.66733367,3.88896552,0.01218199,0.00000000,0.00223281,1.36025763,0.01073811,1.41423543,2.24152785,0.74629383
-4.66133067,3.83683202,0.01210700,0.00000000,0.00205573,1.36005134,0.01034389,1.37033709,2.25431011,0.73288075
-4.65532766,3.77814154,0.01201661,0.00000000,0.00189413,1.35524365,0.00996516,1.32701297,2.25998406,0.71795764
-4.64932466,3.71320005,0.01191115,0.00000000,0.00174698,1.34577179,0.00960700,1.28458377,2.25838152,0.70159854
-4.64332166,3.64251180,0.01179181,0.00000000,0.00161337,1.33167173,0.00927377,1.24340743,2.24951588,0.68391742
