energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
0.14107054,2.61215566,0.57580173,1.48400041,0.10057448,0.19801747,0.40781689,0.41305919,0.18633730,0.00000000
0.14707354,2.51469868,0.54305918,1.44301485,0.09325475,0.19096760,0.39708400,0.39220000,0.17346709,0.00000000
0.15307654,2.42552399,0.51124981,1.40742058,0.08590754,0.18480222,0.38713444,0.37246899,0.16088185,0.00000000
0.15907954,2.34511162,0.48063776,1.37728597,0.07862729,0.17947113,0.37795566,0.35403477,0.14870236,0.00000000
0.16508254,2.27378689,0.45145609,1.35260205,0.07150053,0.17491312,0.36951991,0.33703572,0.13703726,0.00000000
0.17108554,2.21172004,0.42390483,1.33328236,0.06460415,0.17106024,0.36178853,0.32157948,0.12598147,0.00000000
0.17708854,2.15892963,0.39815023,1.31916416,0.05800421,0.16784195,0.35471637,0.30774329,0.11561516,0.00000000
0.18309155,2.11528906,0.37432508,1.31001128,0.05175512,0.16518887,0.34825612,0.29557496,0.10600331,0.00000000
0.18909455,2.08053588,0.35252987,1.30551820,0.04589938,0.16303602,0.34236213,0.28509451,0.09719579,0.00000000
0.19509755,2.05428313,0.33283462,1.30531540,0.04046767,0.16132536,0.33699363,0.27629610,0.08922784,0.00000000
0.20110055,2.03603214,0.31528114,1.30897571,0.03547942,0.16000760,0.33211713,0.26915024,0.08212089,0.00000000
0.20710355,2.02518627,0.29988550,1.31602159,0.03094361,0.15904323,0.32770781,0.26360615,0.07588363,0.00000000
0.21310655,2.02106513,0.28664043,1.32593309,0.02685987,0.15840267,0.32375007,0.25959403,0.07051320,0.00000000
0.21910955,2.02291889,0.27551771,1.33815643,0.02321978,0.15806584,0.32023692,0.25702729,0.06599646,0.00000000
0.22511256,2.02994238,0.26647005,1.35211312,0.02000817,0.15802093,0.31716867,0.25580467,0.06231123,0.00000000
0.23111556,2.04128906,0.25943283,1.36720942,0.01720459,0.15826276,0.31455081,0.25581214,0.05942746,0.00000000
0.23711856,2.05608453,0.25432527,1.38284621,0.01478467,0.15879074,0.31239128,0.25692467,0.05730826,0.00000000
0.24312156,2.07343977,0.25105144,1.39842901,0.01272140,0.15960662,0.31069757,0.25900792,0.05591089,0.00000000
0.24912456,2.09246422,0.24950081,1.41337810,0.01098630,0.16071219,0.30947355,0.26191980,0.05518751,0.00000000
0.25512756,2.11227855,0.24954888,1.42713870,0.00955050,0.16210713,0.30871663,0.26551210,0.05508596,0.00000000
0.26113057,2.13202738,0.25105759,1.43919080,0.00838556,0.16378713,0.30841510,0.26963210,0.05555039,0.00000000
0.26713357,2.15089173,0.25387597,1.44905861,0.00746414,0.16574232,0.30854617,0.27412436,0.05652186,0.00000000
0.27313657,2.16810123,0.25784103,1.45631931,0.00676058,0.16795622,0.30907463,0.27883259,0.05793903,0.00000000
0.27913957,2.18294582,0.26277898,1.46061082,0.00625118,0.17040527,0.30995231,0.28360173,0.05973884,0.00000000
0.28514257,2.19478683,0.26850695,1.46163820,0.00591445,0.17305877,0.31111837,0.28828020,0.06185729,0.00000000
0.29114557,2.20306692,0.27483515,1.45917869,0.00573112,0.17587947,0.31250042,0.29272223,0.06423035,0.00000000
0.29714857,2.20731873,0.28156952,1.45308477,0.00568413,0.17882460,0.31401634,0.29679032,0.06679499,0.00000000
0.30315158,2.20717182,0.28851488,1.44328534,0.00575846,0.18184728,0.31557677,0.30035772,0.06949030,0.00000000
0.30915458,2.20235747,0.29547828,1.42978480,0.00594092,0.18489828,0.31708806,0.30331078,0.07225874,0.00000000
0.31515758,2.19271126,0.30227277,1.41265995,0.00621990,0.18792798,0.31845547,0.30555120,0.07504740,0.00000000
0.32116058,2.17817305,0.30872110,1.39205490,0.00658501,0.19088832,0.31958656,0.30699794,0.07780931,0.00000000
0.32716358,2.15878436,0.31465938,1.36817399,0.00702684,0.19373485,0.32039443,0.30758885,0.08050467,0.00000000
0.33316658,2.13468315,0.31994053,1.34127319,0.00753662,0.19642848,0.32080073,0.30728174,0.08310198,0.00000000
0.33916958,2.10609612,0.32443726,1.31165017,0.00810589,0.19893704,0.32073825,0.30605504,0.08557897,0.00000000
0.34517259,2.07332879,0.32804456,1.27963346,0.00872632,0.20123650,0.32015298,0.30390786,0.08792335,0.00000000
0.35117559,2.03675382,0.33068150,1.24557130,0.00938941,0.20331177,0.31900556,0.30085940,0.09013315,0.00000000
0.35717859,1.99679791,0.33229231,1.20982048,0.01008639,0.20515709,0.31727209,0.29694793,0.09221685,0.00000000
0.36318159,1.95392781,0.33284668,1.17273580,0.01080805,0.20677596,0.31494421,0.29222909,0.09419297,0.00000000
0.36918459,1.90863614,0.33233928,1.13466046,0.01154470,0.20818063,0.31202873,0.28677381,0.09608947,0.00000000
0.37518759,1.86142738,0.33078865,1.09591787,0.01228623,0.20939126,0.30854652,0.28066578,0.09794252,0.00000000
0.38119060,1.81280469,0.32823524,1.05680506,0.01302211,0.21043468,0.30453111,0.27399866,0.09979510,0.00000000
0.38719360,1.76325796,0.32473912,1.01758805,0.01374155,0.21134290,0.30002694,0.26687308,0.10169512,0.00000000
0.39319660,1.71325352,0.32037708,0.97849918,0.01443367,0.21215147,0.29508737,0.25939362,0.10369334,0.00000000
0.39919960,1.66322574,0.31523956,0.93973633,0.01508772,0.21289766,0.28977264,0.25166576,0.10584096,0.00000000
0.40520260,1.61357075,0.30942733,0.90146415,0.01569334,0.21361863,0.28414795,0.24379311,0.10818717,0.00000000
0.41120560,1.56464232,0.30304817,0.86381690,0.01624078,0.21434970,0.27828162,0.23587475,0.11077661,0.00000000
0.41720860,1.51674981,0.29621369,0.82690267,0.01672122,0.21512269,0.27224349,0.22800307,0.11364685,0.00000000
0.42321161,1.47015821,0.28903633,0.79080870,0.01712701,0.21596444,0.26610370,0.22026186,0.11682602,0.00000000
0.42921461,1.42508984,0.28162658,0.75560744,0.01745189,0.21689561,0.25993167,0.21272494,0.12033079,0.00000000
0.43521761,1.38172771,0.27409074,0.72136289,0.01769121,0.21792971,0.25379557,0.20545521,0.12416452,0.00000000
0.44122061,1.34021996,0.26652890,0.68813690,0.01784206,0.21907260,0.24776199,0.19850418,0.12831605,0.00000000
0.44722361,1.30068541,0.25903352,0.65599510,0.01790342,0.22032213,0.24189594,0.19191190,0.13275888,0.00000000
0.45322661,1.26321954,0.25168840,0.62501219,0.01787612,0.22166836,0.23626114,0.18570739,0.13745099,0.00000000
0.45922961,1.22790105,0.24456805,0.59527626,0.01776291,0.22309403,0.23092044,0.17990932,0.14233533,0.00000000
0.46523262,1.19479834,0.23773763,0.56689213,0.01756832,0.22457544,0.22593633,0.17452709,0.14734085,0.00000000
0.47123562,1.16397598,0.23125313,0.53998339,0.01729855,0.22608368,0.22137158,0.16956213,0.15238432,0.00000000
0.47723862,1.13550090,0.22516197,0.51469341,0.01696130,0.22758620,0.21728976,0.16500941,0.15737265,0.00000000
0.48324162,1.10944807,0.21950387,0.49118507,0.01656553,0.22904854,0.21375571,0.16085898,0.16220577,0.00000000
0.48924462,1.08590560,0.21431199,0.46963943,0.01612126,0.23043640,0.21083584,0.15709774,0.16677999,0.00000000
0.49524762,1.06497915,0.20961414,0.45025350,0.01563925,0.23171770,0.20859828,0.15371098,0.17099166,0.00000000
0.50125063,1.04679545,0.20543415,0.43323710,0.01513082,0.23286474,0.20711266,0.15068406,0.17474094,0.00000000
0.50725363,1.03150486,0.20179318,0.41880918,0.01460750,0.23385627,0.20644976,0.14800382,0.17793575,0.00000000
0.51325663,1.01928294,0.19871107,0.40719360,0.01408084,0.23467936,0.20668076,0.14565989,0.18049536,0.00000000
0.51925963,1.01033074,0.19620744,0.39861460,0.01356221,0.23533105,0.20787627,0.14364577,0.18235385,0.00000000
0.52526263,1.00487401,0.19430269,0.39329220,0.01306253,0.23581958,0.21010510,0.14195970,0.18346299,0.00000000
0.53126563,1.00316104,0.19301873,0.39143750,0.01259217,0.23616525,0.21343278,0.14060524,0.18379455,0.00000000
0.53726863,1.00545929,0.19237951,0.39324815,0.01216079,0.23640074,0.21791995,0.13959156,0.18334192,0.00000000
0.54327164,1.01205087,0.19241120,0.39890413,0.01177723,0.23657092,0.22362064,0.13893356,0.18212087,0.00000000
0.54927464,1.02322683,0.19314215,0.40856371,0.01144944,0.23673218,0.23058060,0.13865164,0.18016959,0.00000000
0.55527764,1.03928066,0.19460264,0.42236000,0.01118443,0.23695123,0.23883567,0.13877131,0.17754783,0.00000000
0.56128064,1.06050092,0.19682434,0.44039780,0.01098824,0.23730345,0.24841035,0.13932256,0.17433528,0.00000000
0.56728364,1.08716348,0.19983973,0.46275107,0.01086593,0.23787089,0.25931670,0.14033912,0.17062933,0.00000000
0.57328664,1.11952349,0.20368131,0.48946084,0.01082159,0.23874000,0.27155353,0.14185749,0.16654211,0.00000000
0.57928964,1.15780732,0.20838086,0.52053360,0.01085832,0.23999912,0.28510602,0.14391605,0.16219726,0.00000000
0.58529265,1.20220466,0.21396861,0.55594015,0.01097829,0.24173592,0.29994577,0.14655387,0.15772626,0.00000000
0.59129565,1.25286103,0.22047253,0.59561478,0.01118274,0.24403485,0.31603121,0.14980969,0.15326472,0.00000000
0.59729865,1.30987068,0.22791766,0.63945479,0.01147198,0.24697462,0.33330841,0.15372072,0.14894862,0.00000000
0.60330165,1.37326987,0.23632547,0.68731998,0.01184544,0.25062582,0.35171215,0.15832145,0.14491072,0.00000000
0.60930465,1.44303072,0.24571337,0.73903240,0.01230162,0.25504876,0.37116702,0.16364238,0.14127729,0.00000000
0.61530765,1.51905517,0.25609410,0.79437580,0.01283817,0.26029144,0.39158866,0.16970876,0.13816507,0.00000000
0.62131066,1.60116933,0.26747524,0.85309496,0.01345179,0.26638771,0.41288473,0.17653912,0.13567876,0.00000000
0.62731366,1.68911780,0.27985857,0.91489482,0.01413829,0.27335560,0.43495558,0.18414382,0.13390890,0.00000000
0.63331666,1.78255815,0.29323925,0.97943926,0.01489250,0.28119586,0.45769448,0.19252350,0.13293022,0.00000000
0.63931966,1.88105540,0.30760495,1.04634973,0.01570827,0.28989061,0.48098734,0.20166736,0.13280041,0.00000000
0.64532266,1.98407689,0.32293460,1.11520385,0.01657842,0.29940210,0.50471182,0.21155145,0.13355931,0.00000000
0.65132566,2.09098751,0.33919709,1.18553416,0.01749470,0.30967171,0.52873590,0.22213704,0.13522846,0.00000000
0.65732866,2.20104608,0.35634965,1.25682731,0.01844781,0.32061918,0.55291606,0.23336892,0.13781093,0.00000000
0.66333167,2.31340323,0.37433612,1.32852417,0.01942735,0.33214201,0.57709510,0.24517405,0.14129150,0.00000000
0.66933467,2.42710142,0.39308517,1.40002112,0.02042184,0.34411536,0.60110003,0.25746044,0.14563696,0.00000000
0.67533767,2.54107809,0.41250861,1.47067297,0.02141882,0.35639243,0.62474008,0.27011646,0.15079673,0.00000000
0.68134067,2.65417239,0.43249983,1.53979790,0.02240489,0.36880531,0.64780541,0.28301085,0.15670362,0.00000000
0.68734367,2.76513622,0.45293265,1.60668478,0.02336592,0.38116674,0.67006655,0.29599327,0.16327482,0.00000000
0.69334667,2.87265022,0.47366073,1.67060289,0.02428721,0.39327256,0.69127514,0.30889581,0.17041306,0.00000000
0.69934967,2.97534467,0.49451755,1.73081429,0.02515376,0.40490504,0.71116597,0.32153527,0.17800810,0.00000000
0.70535268,3.07182558,0.51531736,1.78658852,0.02595063,0.41583715,0.72946063,0.33371639,0.18593838,0.00000000
0.71135568,3.16070532,0.53585693,1.83721949,0.02666323,0.42583770,0.74587281,0.34523596,0.19407306,0.00000000
0.71735868,3.24063723,0.55591834,1.88204391,0.02727781,0.43467714,0.76011515,0.35588768,0.20227424,0.00000000
0.72336168,3.31035306,0.57527282,1.92046061,0.02778184,0.44213408,0.77190744,0.36546775,0.21039959,0.00000000
0.72936468,3.36870181,0.59368542,1.95195004,0.02816452,0.44800213,0.78098597,0.37378085,0.21830518,0.00000000
0.73536768,3.41468841,0.61092064,1.97609285,0.02841718,0.45209687,0.78711355,0.38064640,0.22584857,0.00000000
0.74137069,3.44751029,0.62674870,1.99258668,0.02853372,0.45426256,0.79008972,0.38590475,0.23289209,0.00000000
0.74737369,3.46659020,0.64095225,2.00126024,0.02851099,0.45437846,0.78976059,0.38942307,0.23930619,0.00000000
0.75337669,3.47160333,0.65333336,2.00208382,0.02834909,0.45236411,0.78602780,0.39110064,0.24497279,0.00000000
0.75937969,3.46249720,0.66372035,1.99517535,0.02805158,0.44818367,0.77885602,0.39087321,0.24978848,0.00000000
0.76538269,3.43950311,0.67197427,1.98080184,0.02762561,0.44184863,0.76827847,0.38871627,0.25366751,0.00000000
0.77138569,3.40313815,0.67799468,1.95937559,0.02708190,0.43341907,0.75440009,0.38464704,0.25654433,0.00000000
0.77738869,3.35419733,0.68172442,1.93144533,0.02643463,0.42300310,0.73739813,0.37872496,0.25837570,0.00000000
0.78339170,3.29373604,0.68315310,1.89768260,0.02570124,0.41075456,0.71751986,0.37105075,0.25914212,0.00000000
0.78939470,3.22304312,0.68231910,1.85886368,0.02490201,0.39686897,0.69507762,0.36176392,0.25884857,0.00000000
0.79539770,3.14360571,0.67930996,1.81584803,0.02405963,0.38157793,0.67044115,0.35103896,0.25752449,0.00000000
0.80140070,3.05706720,0.67426086,1.76955395,0.02319866,0.36514220,0.64402761,0.33908019,0.25522296,0.00000000
0.80740370,2.96517994,0.66735151,1.72093255,0.02234487,0.34784363,0.61628976,0.32611563,0.25201901,0.00000000
0.81340670,2.86975466,0.65880112,1.67094109,0.02152458,0.32997645,0.58770258,0.31239012,0.24800721,0.00000000
0.81940970,2.77260849,0.64886187,1.62051672,0.02076394,0.31183819,0.55874920,0.29815781,0.24329854,0.00000000
0.82541271,2.67551365,0.63781092,1.57055157,0.02008817,0.29372065,0.52990653,0.28367463,0.23801669,0.00000000
0.83141571,2.58014866,0.62594132,1.52187008,0.01952089,0.27590121,0.50163121,0.26919069,0.23229377,0.00000000
0.83741871,2.48805366,0.61355210,1.47520927,0.01908343,0.25863499,0.47434655,0.25494320,0.22626590,0.00000000
0.84342171,2.40059138,0.60093797,1.43120242,0.01879419,0.24214802,0.44843093,0.24114995,0.22006848,0.00000000
0.84942471,2.31891478,0.58837903,1.39036650,0.01866808,0.22663164,0.42420788,0.22800371,0.21383163,0.00000000
0.85542771,2.24394216,0.57613083,1.35309364,0.01871608,0.21223840,0.40193857,0.21566764,0.20767580,0.00000000
0.86143072,2.17634032,0.56441538,1.31964635,0.01894486,0.19907955,0.38181642,0.20427187,0.20170780,0.00000000
0.86743372,2.11651567,0.55341328,1.29015669,0.01935650,0.18722400,0.36396436,0.19391132,0.19601745,0.00000000
0.87343672,2.06461357,0.54325755,1.26462882,0.01994836,0.17669891,0.34843448,0.18464479,0.19067486,0.00000000
0.87943972,2.02052511,0.53402918,1.24294489,0.02071308,0.16749162,0.33520999,0.17649523,0.18572857,0.00000000
0.88544272,1.98390115,0.52575491,1.22487363,0.02163863,0.15955292,0.32420947,0.16945125,0.18120463,0.00000000
0.89144572,1.95417259,0.51840709,1.21008148,0.02270853,0.15280134,0.31529286,0.16346954,0.17710649,0.00000000
0.89744872,1.93057630,0.51190583,1.19814576,0.02390225,0.14712826,0.30826915,0.15847837,0.17341591,0.00000000
0.90345173,1.91218556,0.50612321,1.18856945,0.02519557,0.14240368,0.30290528,0.15438163,0.17009468,0.00000000
0.90945473,1.89794409,0.50088958,1.18079731,0.02656120,0.13848224,0.29893587,0.15106358,0.16708712,0.00000000
0.91545773,1.88670268,0.49600139,1.17423290,0.02796937,0.13520940,0.29607345,0.14839390,0.16432327,0.00000000
0.92146073,1.87725722,0.49123050,1.16825616,0.02938860,0.13242744,0.29401877,0.14623290,0.16172258,0.00000000
0.92746373,1.86838713,0.48633438,1.16224116,0.03078645,0.12998106,0.29247098,0.14443675,0.15919783,0.00000000
0.93346673,1.85889314,0.48106672,1.15557375,0.03213032,0.12772259,0.29113710,0.14286250,0.15665937,0.00000000
0.93946973,1.84763326,0.47518820,1.14766857,0.03338834,0.12551630,0.28974077,0.14137274,0.15401917,0.00000000
0.94547274,1.83355616,0.46847659,1.13798518,0.03453014,0.12324214,0.28802987,0.13983982,0.15119475,0.00000000
0.95147574,1.81573081,0.46073615,1.12604284,0.03552769,0.12079844,0.28578297,0.13814940,0.14811264,0.00000000
0.95747874,1.79337180,0.45180557,1.11143362,0.03635601,0.11810382,0.28281424,0.13620337,0.14471138,0.00000000
0.96348174,1.76585966,0.44156439,1.09383343,0.03699383,0.11509815,0.27897709,0.13392200,0.14094384,0.00000000
0.96948474,1.73275553,0.42993758,1.07301072,0.03742417,0.11174274,0.27416620,0.13124533,0.13677887,0.00000000
0.97548774,1.69381014,0.41689807,1.04883259,0.03763474,0.10801961,0.26831816,0.12813381,0.13220212,0.00000000
0.98149075,1.64896686,0.40246733,1.02126812,0.03761825,0.10393025,0.26141073,0.12456817,0.12721622,0.00000000
0.98749375,1.59835898,0.38671400,0.99038893,0.03737257,0.09949366,0.25346088,0.12054866,0.12184012,0.00000000
0.99349675,1.54230159,0.36975075,0.95636685,0.03690071,0.09474406,0.24452174,0.11609368,0.11610790,0.00000000
0.99949975,1.48127859,0.35172952,0.91946909,0.03621072,0.08972822,0.23467866,0.11123794,0.11006694,0.00000000
1.00550275,1.41592544,0.33283562,0.88005083,0.03531534,0.08450262,0.22404462,0.10603018,0.10377573,0.00000000
1.01150575,1.34700867,0.31328083,0.83854583,0.03423167,0.07913068,0.21275515,0.10053070,0.09730135,0.00000000
1.01750875,1.27540282,0.29329600,0.79545529,0.03298059,0.07367989,0.20096304,0.09480869,0.09071681,0.00000000
1.02351176,1.20206592,0.27312349,0.75133551,0.03158616,0.06821924,0.18883297,0.08893952,0.08409832,0.00000000
1.02951476,1.12801438,0.25300970,0.70678467,0.03007500,0.06281689,0.17653637,0.08300216,0.07752270,0.00000000
1.03551776,1.05429819,0.23319807,0.66242935,0.02847554,0.05753811,0.16424652,0.07707667,0.07106496,0.00000000
1.04152076,0.98197706,0.21392286,0.61891104,0.02681727,0.05244363,0.15213416,0.07124196,0.06479621,0.00000000
1.04752376,0.91209828,0.19540368,0.57687322,0.02513013,0.04758836,0.14036358,0.06557386,0.05878184,0.00000000
1.05352676,0.84567664,0.17784111,0.53694899,0.02344373,0.04302045,0.12908938,0.06014345,0.05308020,0.00000000
1.05952976,0.78367669,0.16141337,0.49974981,0.02178678,0.03878075,0.11845380,0.05501578,0.04774152,0.00000000
1.06553277,0.72699744,0.14627401,0.46585516,0.02018653,0.03490253,0.10858470,0.05024884,0.04280742,0.00000000
1.07153577,0.67645955,0.13255052,0.43580336,0.01866824,0.03141154,0.09959413,0.04589292,0.03831059,0.00000000
1.07753877,0.63279456,0.12034392,0.41008339,0.01725486,0.02832621,0.09157733,0.04199021,0.03427493,0.00000000
1.08354177,0.59663626,0.10972900,0.38912771,0.01596662,0.02565811,0.08461232,0.03857461,0.03071588,0.00000000
1.08954477,0.56851352,0.10075511,0.37330591,0.01482090,0.02341242,0.07875970,0.03567179,0.02764099,0.00000000
1.09554777,0.54884453,0.09344743,0.36291905,0.01383195,0.02158854,0.07406285,0.03329940,0.02505065,0.00000000
1.10155078,0.53793198,0.08780843,0.35819467,0.01301093,0.02018066,0.07054826,0.03146730,0.02293884,0.00000000
1.10755378,0.53595915,0.08381955,0.35928232,0.01236580,0.01917835,0.06822601,0.03017803,0.02129406,0.00000000
1.11355678,0.54298673,0.08144283,0.36624975,0.01190143,0.01856709,0.06709042,0.02942713,0.02010011,0.00000000
1.11955978,0.55895043,0.08062261,0.37907965,0.01161964,0.01832877,0.06712065,0.02920368,0.01933698,0.00000000
1.12556278,0.58365963,0.08128704,0.39766738,0.01151938,0.01844208,0.06828148,0.02949075,0.01898161,0.00000000
1.13156578,0.61679736,0.08334969,0.42181964,0.01159692,0.01888293,0.07052411,0.03026590,0.01900864,0.00000000
1.13756878,0.65792195,0.08671104,0.45125459,0.01184604,0.01962477,0.07378715,0.03150176,0.01939114,0.00000000
1.14357179,0.70647103,0.09125998,0.48560370,0.01225836,0.02063890,0.07799764,0.03316662,0.02010122,0.00000000
1.14957479,0.76176812,0.09687551,0.52441551,0.01282364,0.02189483,0.08307248,0.03522512,0.02111074,0.00000000
1.15557779,0.82303242,0.10342848,0.56716190,0.01353013,0.02336057,0.08891990,0.03763906,0.02239191,0.00000000
1.16158079,0.88939211,0.11078363,0.61324665,0.01436500,0.02500306,0.09544142,0.04036827,0.02391798,0.00000000
1.16758379,0.95990122,0.11880185,0.66201686,0.01531478,0.02678860,0.10253398,0.04337167,0.02566392,0.00000000
1.17358679,1.03356014,0.12734274,0.71277673,0.01636586,0.02868331,0.11009249,0.04660837,0.02760714,0.00000000
1.17958979,1.10933940,0.13626742,0.76480385,0.01750504,0.03065372,0.11801257,0.05003897,0.02972820,0.00000000
1.18559280,1.18620611,0.14544152,0.81736731,0.01872000,0.03266736,0.12619354,0.05362686,0.03201164,0.00000000
1.19159580,1.26315231,0.15473831,0.86974717,0.01999992,0.03469338,0.13454159,0.05733962,0.03444665,0.00000000
1.19759880,1.33922405,0.16404184,0.92125466,0.02133595,0.03670317,0.14297285,0.06115032,0.03702785,0.00000000
1.20360180,1.41354991,0.17324987,0.97125193,0.02272169,0.03867102,0.15141637,0.06503884,0.03975588,0.00000000
1.20960480,1.48536772,0.18227657,1.01917073,0.02415364,0.04057458,0.15981682,0.06899296,0.04263792,0.00000000
1.21560780,1.55404780,0.19105468,1.06452883,0.02563143,0.04239538,0.16813666,0.07300924,0.04568802,0.00000000
1.22161081,1.61911154,0.19953705,1.10694338,0.02715806,0.04411913,0.17635773,0.07709360,0.04892723,0.00000000
1.22761381,1.68024403,0.20769735,1.14614034,0.02873993,0.04573587,0.18448205,0.08126152,0.05238342,0.00000000
1.23361681,1.73729974,0.21553003,1.18195928,0.03038663,0.04724000,0.19253173,0.08553784,0.05609088,0.00000000
1.23961981,1.79030075,0.22304919,1.21435335,0.03211072,0.04863008,0.20054795,0.08995607,0.06008950,0.00000000
1.24562281,1.83942719,0.23028657,1.24338399,0.03392714,0.04990848,0.20858896,0.09455728,0.06442372,0.00000000
1.25162581,1.88500020,0.23728867,1.26921079,0.03585257,0.05108088,0.21672711,0.09938848,0.06914111,0.00000000
1.25762881,1.92745811,0.24411303,1.29207683,0.03790457,0.05215557,0.22504504,0.10450069,0.07429065,0.00000000
1.26363182,1.96732682,0.25082394,1.31229022,0.04010058,0.05314278,0.23363118,0.10994653,0.07992080,0.00000000
1.26963482,2.00518601,0.25748771,1.33020287,0.04245692,0.05405381,0.24257466,0.11577771,0.08607737,0.00000000
1.27563782,2.04163289,0.26416778,1.34618757,0.04498756,0.05490028,0.25196002,0.12204227,0.09280129,0.00000000
1.28164082,2.07724531,0.27091996,1.36061478,0.04770311,0.05569335,0.26186180,0.12878189,0.10012636,0.00000000
1.28764382,2.11254651,0.27778803,1.37383019,0.05060968,0.05644313,0.27233941,0.13602928,0.10807710,0.00000000
1.29364682,2.14797310,0.28480000,1.38613456,0.05370800,0.05715809,0.28343255,0.14380587,0.11666681,0.00000000
1.29964982,2.18384840,0.29196519,1.39776671,0.05699266,0.05784482,0.29515734,0.15211985,0.12589585,0.00000000
1.30565283,2.22036220,0.29927236,1.40889075,0.06045158,0.05850786,0.30750351,0.16096474,0.13575040,0.00000000
1.31165583,2.25755834,0.30668908,1.41958802,0.06406572,0.05914974,0.32043266,0.17031855,0.14620163,0.00000000
1.31765883,2.29533045,0.31416219,1.42985429,0.06780917,0.05977134,0.33387791,0.18014350,0.15720533,0.00000000
1.32366183,2.33342617,0.32161958,1.43960204,0.07164944,0.06037223,0.34774482,0.19038653,0.16870224,0.00000000
1.32966483,2.37145926,0.32897303,1.44866768,0.07554814,0.06095132,0.36191360,0.20098033,0.18061880,0.00000000
1.33566783,2.40892903,0.33612202,1.45682314,0.07946190,0.06150746,0.37624257,0.21184500,0.19286854,0.00000000
1.34167084,2.44524561,0.34295836,1.46379096,0.08334355,0.06204023,0.39057271,0.22289027,0.20535397,0.00000000
1.34767384,2.47975971,0.34937123,1.46926206,0.08714353,0.06255051,0.40473300,0.23401800,0.21796886,0.00000000
1.35367684,2.51179515,0.35525261,1.47291490,0.09081137,0.06304117,0.41854644,0.24512502,0.23060090,0.00000000
1.35967984,2.54068224,0.36050257,1.47443511,0.09429734,0.06351749,0.43183633,0.25610608,0.24313463,0.00000000
1.36568284,2.56579035,0.36503432,1.47353443,0.09755398,0.06398752,0.44443264,0.26685669,0.25545447,0.00000000
1.37168584,2.58655794,0.36877867,1.46996794,0.10053770,0.06446212,0.45617809,0.27727586,0.26744771,0.00000000
1.37768884,2.60251878,0.37168780,1.46354882,0.10321009,0.06495494,0.46693379,0.28726850,0.27900749,0.00000000
1.38369185,2.61332305,0.37373808,1.45415996,0.10553915,0.06548203,0.47658405,0.29674740,0.29003543,0.00000000
1.38969485,2.61875281,0.37493193,1.44176208,0.10750021,0.06606144,0.48504035,0.30563482,0.30044406,0.00000000
1.39569785,2.61873117,0.37529856,1.42639800,0.10907659,0.06671247,0.49224416,0.31386350,0.31015878,0.00000000
1.40170085,2.61332540,0.37489382,1.40819333,0.11025996,0.06745496,0.49816876,0.32137726,0.31911941,0.00000000
1.40770385,2.60274416,0.37379896,1.38735355,0.11105046,0.06830839,0.50281981,0.32813110,0.32728125,0.00000000
1.41370685,2.58732935,0.37211863,1.36415805,0.11145645,0.06929106,0.50623489,0.33409099,0.33461573,0.00000000
1.41970985,2.56754368,0.36997813,1.33895150,0.11149411,0.07041922,0.50848197,0.33923331,0.34111055,0.00000000
1.42571286,2.54395452,0.36752017,1.31213326,0.11118678,0.07170633,0.50965705,0.34354423,0.34676947,0.00000000
1.43171586,2.51721535,0.36490119,1.28414524,0.11056417,0.07316246,0.50988098,0.34701888,0.35161167,0.00000000
1.43771886,2.48804564,0.36228745,1.25545908,0.10966143,0.07479378,0.50929580,0.34966072,0.35567090,0.00000000
1.44372186,2.45721008,0.35985111,1.22656285,0.10851820,0.07660228,0.50806053,0.35148088,0.35899430,0.00000000
1.44972486,2.42549790,0.35776618,1.19794807,0.10717761,0.07858565,0.50634678,0.35249778,0.36164103,0.00000000
1.45572786,2.39370295,0.35620473,1.17009724,0.10568529,0.08073731,0.50433415,0.35273688,0.36368082,0.00000000
1.46173087,2.36260484,0.35533305,1.14347209,0.10408844,0.08304659,0.50220562,0.35223062,0.36519225,0.00000000
1.46773387,2.33295137,0.35530811,1.11850299,0.10243490,0.08549907,0.50014296,0.35101846,0.36626097,0.00000000
1.47373687,2.30544244,0.35627412,1.09557934,0.10077233,0.08807695,0.49832222,0.34914705,0.36697781,0.00000000
1.47973987,2.28071517,0.35835916,1.07504109,0.09914736,0.09075950,0.49690942,0.34667025,0.36743670,0.00000000
1.48574287,2.25933029,0.36167203,1.05717140,0.09760484,0.09352352,0.49605627,0.34364903,0.36773242,0.00000000
1.49174587,2.24175957,0.36629907,1.04219035,0.09618703,0.09634376,0.49589619,0.34015119,0.36795830,0.00000000
1.49774887,2.22837422,0.37230119,1.03024963,0.09493280,0.09919333,0.49654045,0.33625057,0.36820361,0.00000000
1.50375188,2.21943429,0.37971094,1.02142835,0.09387687,0.10204402,0.49807458,0.33202601,0.36855097,0.00000000
1.50975488,2.21507904,0.38852986,1.01572991,0.09304895,0.10486659,0.50055512,0.32755971,0.36907359,0.00000000
1.51575788,2.21531875,0.39872606,1.01307994,0.09247290,0.10763096,0.50400667,0.32293525,0.36983248,0.00000000
1.52176088,2.22002818,0.41023225,1.01332568,0.09216593,0.11030640,0.50841954,0.31823520,0.37087383,0.00000000
1.52776388,2.22894227,0.42294438,1.01623664,0.09213777,0.11286166,0.51374793,0.31353842,0.37222652,0.00000000
