k_distance,band,energy_ev
0.03571429,8,-14.50070326
0.03571429,9,-13.57849316
0.03571429,10,-11.86283540
0.03571429,11,-6.80166046
0.03571429,12,-4.92396775
0.03571429,13,-4.70654322
0.03571429,14,-4.35528719
0.03571429,15,-2.16501570
0.03571429,16,-2.04662420
0.03571429,17,-0.89934286
0.03571429,18,-0.71888524
0.03571429,19,-0.68464487
0.03571429,20,-0.20709941
0.03571429,21,0.09186606
0.03571429,22,0.16199344
0.03571429,23,1.96791329
0.03571429,24,2.00418794
0.03571429,25,2.34647709
0.03571429,26,3.16317768
0.03571429,27,3.17453659
0.03571429,28,4.92528123
0.03571429,29,6.84620767
0.05357143,0,-68.29912289
0.05357143,1,-68.26189027
0.05357143,2,-35.25521656
0.05357143,3,-34.92833160
0.05357143,4,-34.91665372
0.05357143,5,-34.85082098
0.05357143,6,-34.84273674
0.05357143,7,-34.81284433
0.05357143,8,-14.47263433
0.05357143,9,-13.56146872
0.05357143,10,-11.85982045
0.05357143,11,-6.76773511
0.05357143,12,-5.05102975
0.05357143,13,-4.69173851
0.05357143,14,-4.22513908
0.05357143,15,-2.29113987
0.05357143,16,-2.04244648
0.05357143,17,-0.96118362
0.05357143,18,-0.83360754
0.05357143,19,-0.80615314
0.05357143,20,-0.25966686
0.05357143,21,0.19985532
0.05357143,22,0.27568304
0.05357143,23,1.95915433
0.05357143,24,2.04058990
0.05357143,25,2.43665200
0.05357143,26,3.15648413
0.05357143,27,3.17859736
0.05357143,28,5.01287020
0.05357143,29,6.79401873
0.07142857,0,-68.29854277
0.07142857,1,-68.26167299
0.07142857,2,-35.25290852
0.07142857,3,-34.93950056
0.07142857,4,-34.91959773
0.07142857,5,-34.85775144
0.07142857,6,-34.84353130
0.07142857,7,-34.81054042
0.07142857,8,-14.43362195
0.07142857,9,-13.53780914
0.07142857,10,-11.85569070
0.07142857,11,-6.72069227
0.07142857,12,-5.17389676
0.07142857,13,-4.67158935
0.07142857,14,-4.09877926
0.07142857,15,-2.44600019
0.07142857,16,-2.03867129
0.07142857,17,-1.15404126
0.07142857,18,-0.93131860
0.07142857,19,-0.86041361
0.07142857,20,-0.31960919
0.07142857,21,0.30631233
0.07142857,22,0.38244351
0.07142857,23,1.95173616
0.07142857,24,2.09521985
0.07142857,25,2.55635563
0.07142857,26,3.15301991
0.07142857,27,3.18286679
0.07142857,28,5.12647742
0.07142857,29,6.74053847
0.08928571,0,-68.29780861
0.08928571,1,-68.26140485
0.08928571,2,-35.25005523
0.08928571,3,-34.95297460
0.08928571,4,-34.92327887
0.08928571,5,-34.86643130
0.08928571,6,-34.84457875
0.08928571,7,-34.80827095
0.08928571,8,-14.38404079
0.08928571,9,-13.50789436
0.08928571,10,-11.85056340
0.08928571,11,-6.66112088
0.08928571,12,-5.29014050
0.08928571,13,-4.64679250
0.08928571,14,-3.97973189
0.08928571,15,-2.61904690
0.08928571,16,-2.03741673
0.08928571,17,-1.38382259
0.08928571,18,-1.05125575
0.08928571,19,-0.88895304
0.08928571,20,-0.39141356
0.08928571,21,0.40387192
0.08928571,22,0.48236833
0.08928571,23,1.94859482
0.08928571,24,2.17002444
0.08928571,25,2.69399646
0.08928571,26,3.16276606
0.08928571,27,3.18635366
0.08928571,28,5.25697332
0.08928571,29,6.68430998
0.10714286,0,-68.29692615
0.10714286,1,-68.26108664
0.10714286,2,-35.24673717
0.10714286,3,-34.96839895
0.10714286,4,-34.92762567
0.10714286,5,-34.87666348
0.10714286,6,-34.84588889
0.10714286,7,-34.80624256
0.10714286,8,-14.32431284
0.10714286,9,-13.47200684
0.10714286,10,-11.84452228
0.10714286,11,-6.58982415
0.10714286,12,-5.39793923
0.10714286,13,-4.61817795
0.10714286,14,-3.87110787
0.10714286,15,-2.80248395
0.10714286,16,-2.04131138
0.10714286,17,-1.62761481
0.10714286,18,-1.16022873
0.10714286,19,-0.93837904
0.10714286,20,-0.47507671
0.10714286,21,0.49023213
0.10714286,22,0.57764431
0.10714286,23,1.95085544
0.10714286,24,2.26561162
0.10714286,25,2.82518966
0.10714286,26,3.18828672
0.10714286,27,3.20809997
0.10714286,28,5.39189381
0.10714286,29,6.63530062
0.12500000,0,-68.29590645
0.12500000,1,-68.26072770
0.12500000,2,-35.24307044
0.12500000,3,-34.98549407
0.12500000,4,-34.93256124
0.12500000,5,-34.88821497
0.12500000,6,-34.84746672
0.12500000,7,-34.80459112
0.12500000,8,-14.25498435
0.12500000,9,-13.43059732
0.12500000,10,-11.83763605
0.12500000,11,-6.50807132
0.12500000,12,-5.49568119
0.12500000,13,-4.58676401
0.12500000,14,-3.77639293
0.12500000,15,-2.99060455
0.12500000,16,-2.05308697
0.12500000,17,-1.87752162
0.12500000,18,-1.25400384
0.12500000,19,-1.01189614
0.12500000,20,-0.56779737
0.12500000,21,0.56635223
0.12500000,22,0.67112726
0.12500000,23,1.95772445
0.12500000,24,2.38071748
0.12500000,25,2.91426741
0.12500000,26,3.18831661
0.12500000,27,3.32200546
0.12500000,28,5.51490649
0.12500000,29,6.61122688
0.14285714,0,-68.29475558
0.14285714,1,-68.26033400
0.14285714,2,-35.23919599
0.14285714,3,-35.00399578
0.14285714,4,-34.93800049
0.14285714,5,-34.90080186
0.14285714,6,-34.84930204
0.14285714,7,-34.80339078
0.14285714,8,-14.17667395
0.14285714,9,-13.38412527
0.14285714,10,-11.82990916
0.14285714,11,-6.41782535
0.14285714,12,-5.58153968
0.14285714,13,-4.55372547
0.14285714,14,-3.69993453
0.14285714,15,-3.17907673
0.14285714,16,-2.12703356
0.14285714,17,-2.07470410
0.14285714,18,-1.32987016
0.14285714,19,-1.10929837
0.14285714,20,-0.66559664
0.14285714,21,0.63540433
0.14285714,22,0.76564139
0.14285714,23,1.96731022
0.14285714,24,2.51223771
0.14285714,25,2.95814809
0.14285714,26,3.18674836
0.14285714,27,3.50399684
0.14285714,28,5.60802698
0.14285714,29,6.63197315
0.16071429,0,-68.29348326
0.16071429,1,-68.25991205
0.16071429,2,-35.23529506
0.16071429,3,-35.02363880
0.16071429,4,-34.94386400
0.16071429,5,-34.91409587
0.16071429,6,-34.85139088
0.16071429,7,-34.80267820
0.16071429,8,-14.09010862
0.16071429,9,-13.33316489
0.16071429,10,-11.82126915
0.16071429,11,-6.32250419
0.16071429,12,-5.65281258
0.16071429,13,-4.52045416
0.16071429,14,-3.64788504
0.16071429,15,-3.36431701
0.16071429,16,-2.36870772
0.16071429,17,-2.10622351
0.16071429,18,-1.38742750
0.16071429,19,-1.22770087
0.16071429,20,-0.76514935
0.16071429,21,0.70165662
0.16071429,22,0.86353495
0.16071429,23,1.97750869
0.16071429,24,2.65544947
0.16071429,25,2.98216624
0.16071429,26,3.18488329
0.16071429,27,3.72404110
0.16071429,28,5.66161383
0.16071429,29,6.70868669
0.17857143,0,-68.29210731
0.17857143,1,-68.25947156
0.17857143,2,-35.23159566
0.17857143,3,-35.04416383
0.17857143,4,-34.95006624
0.17857143,5,-34.92774537
0.17857143,6,-34.85371141
0.17857143,7,-34.80248206
0.17857143,8,-13.99615956
0.17857143,9,-13.27842702
0.17857143,10,-11.81153895
0.17857143,11,-6.22866329
0.17857143,12,-5.70445115
0.17857143,13,-4.48841953
0.17857143,14,-3.63142111
0.17857143,15,-3.54119999
0.17857143,16,-2.59265031
0.17857143,17,-2.14525499
0.17857143,18,-1.42884964
0.17857143,19,-1.36166861
0.17857143,20,-0.86480802
0.17857143,21,0.76954939
0.17857143,22,0.96644857
0.17857143,23,1.98661587
0.17857143,24,2.80348489
0.17857143,25,3.00115404
0.17857143,26,3.18618767
0.17857143,27,3.96131909
0.17857143,28,5.68395816
0.17857143,29,6.97216468
0.19642857,0,-68.29063886
0.19642857,1,-68.25901918
0.19642857,2,-35.22837391
0.19642857,3,-35.06529475
0.19642857,4,-34.95651974
0.19642857,5,-34.94133301
0.19642857,6,-34.85624021
0.19642857,7,-34.80279864
0.19642857,8,-13.89577938
0.19642857,9,-13.22066696
0.19642857,10,-11.80037688
0.19642857,11,-6.14916384
0.19642857,12,-5.72594945
0.19642857,13,-4.45913068
0.19642857,14,-3.72543993
0.19642857,15,-3.64431144
0.19642857,16,-2.78596066
0.19642857,17,-2.18763635
0.19642857,18,-1.50400550
0.19642857,19,-1.45806484
0.19642857,20,-0.96426714
0.19642857,21,0.84299045
0.19642857,22,1.07527263
0.19642857,23,1.99368362
0.19642857,24,2.94297252
0.19642857,25,3.02021414
0.19642857,26,3.20103318
0.19642857,27,4.20361201
0.19642857,28,5.69479704
0.19642857,29,6.97755661
0.21428571,0,-68.28909359
0.21428571,1,-68.25856922
0.21428571,2,-35.22597625
0.21428571,3,-35.08672685
0.21428571,4,-34.96315105
0.21428571,5,-34.95441354
0.21428571,6,-34.85894770
0.21428571,7,-34.80362753
0.21428571,8,-13.79008013
0.21428571,9,-13.16081661
0.21428571,10,-11.78727597
0.21428571,11,-6.10292861
0.21428571,12,-5.70191679
0.21428571,13,-4.43409399
0.21428571,14,-3.88659509
0.21428571,15,-3.72466322
0.21428571,16,-2.93770346
0.21428571,17,-2.22884383
0.21428571,18,-1.64692363
0.21428571,19,-1.47930803
0.21428571,20,-1.06370243
0.21428571,21,0.92495328
0.21428571,22,1.19006448
0.21428571,23,1.99859730
0.21428571,24,3.04070007
0.21428571,25,3.04138234
0.21428571,26,3.25946202
0.21428571,27,4.44120058
0.21428571,28,5.71383716
0.21428571,29,6.97920198
0.23214286,0,-68.28748660
0.23214286,1,-68.25813097
0.23214286,2,-35.22480262
0.23214286,3,-35.10811687
0.23214286,4,-34.96987779
0.23214286,5,-34.96650334
0.23214286,6,-34.86180110
0.23214286,7,-34.80496093
0.23214286,8,-13.68028756
0.23214286,9,-13.09990848
0.23214286,10,-11.77152445
0.23214286,11,-6.09713872
0.23214286,12,-5.63013864
0.23214286,13,-4.41457061
0.23214286,14,-4.04196960
0.23214286,15,-3.84848034
0.23214286,16,-3.05080549
0.23214286,17,-2.26512529
0.23214286,18,-1.78281477
0.23214286,19,-1.49599509
0.23214286,20,-1.16319212
0.23214286,21,1.01734400
0.23214286,22,1.30989571
0.23214286,23,2.00230321
0.23214286,24,3.06277557
0.23214286,25,3.07929320
0.23214286,26,3.37894855
0.23214286,27,4.66456618
0.23214286,28,5.75606898
0.23214286,29,6.97536424
0.25000000,0,-68.28583508
0.25000000,1,-68.25771023
0.25000000,2,-35.22531926
0.25000000,3,-35.12905743
0.25000000,4,-34.97712883
0.25000000,5,-34.97660673
0.25000000,6,-34.86475956
0.25000000,7,-34.80678219
0.25000000,8,-13.56772822
0.25000000,9,-13.03908854
0.25000000,10,-11.75219919
0.25000000,11,-6.11952483
0.25000000,12,-5.52967785
0.25000000,13,-4.40142301
0.25000000,14,-4.19334559
0.25000000,15,-3.99079596
0.25000000,16,-3.14324463
0.25000000,17,-2.29399281
0.25000000,18,-1.90503028
0.25000000,19,-1.51033314
0.25000000,20,-1.26250467
0.25000000,21,1.12098172
0.25000000,22,1.43236576
0.25000000,23,2.00715591
0.25000000,24,3.08648226
0.25000000,25,3.09056367
0.25000000,26,3.52411717
0.25000000,27,4.86482584
0.25000000,28,5.83096932
0.25000000,29,6.96449798
0.26785714,0,-68.28415558
0.26785714,1,-68.25731846
0.26785714,2,-35.22802163
0.26785714,3,-35.14907342
0.26785714,4,-34.98585947
0.26785714,5,-34.98327187
0.26785714,6,-34.86777690
0.26785714,7,-34.80907517
0.26785714,8,-13.45389285
0.26785714,9,-12.97964525
0.26785714,10,-11.72821833
0.26785714,11,-6.15906443
0.26785714,12,-5.42051791
0.26785714,13,-4.39512400
0.26785714,14,-4.34816302
0.26785714,15,-4.11779727
0.26785714,16,-3.23335501
0.26785714,17,-2.31429833
0.26785714,18,-2.00883773
0.26785714,19,-1.52343032
0.26785714,20,-1.36108236
0.26785714,21,1.23569565
0.26785714,22,1.55246511
0.26785714,23,2.01815206
0.26785714,24,3.09632331
0.26785714,25,3.11218621
0.26785714,26,3.67263426
0.26785714,27,5.03648726
0.26785714,28,5.94026376
0.26785714,29,6.94532518
0.28571429,0,-68.28246281
0.28571429,1,-68.25696079
0.28571429,2,-35.23336229
0.28571429,3,-35.16763454
0.28571429,4,-34.99237237
0.28571429,5,-34.98978308
0.28571429,6,-34.87080418
0.28571429,7,-34.81181247
0.28571429,8,-13.34036389
0.28571429,9,-12.92285739
0.28571429,10,-11.69841698
0.28571429,11,-6.21261518
0.28571429,12,-5.31685932
0.28571429,13,-4.50799798
0.28571429,14,-4.39552711
0.28571429,15,-4.20636482
0.28571429,16,-3.33078160
0.28571429,17,-2.32607405
0.28571429,18,-2.09239201
0.28571429,19,-1.53552095
0.28571429,20,-1.45804026
0.28571429,21,1.36047388
0.28571429,22,1.66030009
0.28571429,23,2.04497623
0.28571429,24,3.10329205
0.28571429,25,3.14081132
0.28571429,26,3.81681063
0.28571429,27,5.18035061
0.28571429,28,6.07532175
0.28571429,29,6.91704870
0.30357143,0,-68.28077743
0.30357143,1,-68.25664815
0.30357143,2,-35.24159593
0.30357143,3,-35.18426072
0.30357143,4,-34.99652160
0.30357143,5,-34.99607609
0.30357143,6,-34.87380099
0.30357143,7,-34.81496903
0.30357143,8,-13.22881898
0.30357143,9,-12.87009231
0.30357143,10,-11.66171159
0.30357143,11,-6.28105641
0.30357143,12,-5.23029161
0.30357143,13,-4.66202775
0.30357143,14,-4.40208549
0.30357143,15,-4.25078356
0.30357143,16,-3.43683140
0.30357143,17,-2.33030168
0.30357143,18,-2.15691353
0.30357143,19,-1.55217907
0.30357143,20,-1.54633222
0.30357143,21,1.49358726
0.30357143,22,1.74097991
0.30357143,23,2.10201325
0.30357143,24,3.11407693
0.30357143,25,3.17384923
0.30357143,26,3.95317109
0.30357143,27,5.30127278
0.30357143,28,6.21933410
0.30357143,29,6.87929142
0.32142857,0,-68.27912010
0.32142857,1,-68.25638933
0.32142857,2,-35.25250576
0.32142857,3,-35.19878694
0.32142857,4,-35.00207848
0.32142857,5,-34.99836052
0.32142857,6,-34.87672173
0.32142857,7,-34.81850331
0.32142857,8,-13.12100044
0.32142857,9,-12.82249654
0.32142857,10,-11.61731635
0.32142857,11,-6.36586805
0.32142857,12,-5.17270349
0.32142857,13,-4.79355400
0.32142857,14,-4.41379615
0.32142857,15,-4.25489491
0.32142857,16,-3.54718023
0.32142857,17,-2.32859506
0.32142857,18,-2.20561184
0.32142857,19,-1.64203999
0.32142857,20,-1.55530905
0.32142857,21,1.63272996
0.32142857,22,1.78704372
0.32142857,23,2.19575878
0.32142857,24,3.12987053
0.32142857,25,3.21330086
0.32142857,26,4.07971597
0.32142857,27,5.40225415
0.32142857,28,6.35273518
0.32142857,29,6.83235944
0.33928571,0,-68.27750295
0.33928571,1,-68.25618296
0.33928571,2,-35.26527284
0.33928571,3,-35.21144127
0.33928571,4,-35.00772075
0.33928571,5,-34.99811569
0.33928571,6,-34.87951843
0.33928571,7,-34.82236082
0.33928571,8,-13.01853168
0.33928571,9,-12.78085920
0.33928571,10,-11.56498766
0.33928571,11,-6.46687681
0.33928571,12,-5.16158376
0.33928571,13,-4.87837408
0.33928571,14,-4.42937802
0.33928571,15,-4.23002980
0.33928571,16,-3.65361214
0.33928571,17,-2.32286983
0.33928571,18,-2.24216359
0.33928571,19,-1.72596711
0.33928571,20,-1.56186396
0.33928571,21,1.77512388
0.33928571,22,1.80810496
0.33928571,23,2.31513700
0.33928571,24,3.15108979
0.33928571,25,3.26145167
0.33928571,26,4.19517097
0.33928571,27,5.48031888
0.33928571,28,6.45493867
0.33928571,29,6.77724002
0.35714286,0,-68.27595439
0.35714286,1,-68.25603893
0.35714286,2,-35.27883514
0.35714286,3,-35.22268300
0.35714286,4,-35.01294945
0.35714286,5,-34.99616103
0.35714286,6,-34.88215313
0.35714286,7,-34.82648036
0.35714286,8,-12.92307374
0.35714286,9,-12.74566640
0.35714286,10,-11.50530691
0.35714286,11,-6.58156630
0.35714286,12,-5.20740773
0.35714286,13,-4.89846430
0.35714286,14,-4.44751667
0.35714286,15,-4.19641210
0.35714286,16,-3.74361909
0.35714286,17,-2.31502453
0.35714286,18,-2.26954759
0.35714286,19,-1.80238345
0.35714286,20,-1.56560044
0.35714286,21,1.81673150
0.35714286,22,1.91757894
0.35714286,23,2.44545193
0.35714286,24,3.17753277
0.35714286,25,3.32029919
0.35714286,26,4.29872903
0.35714286,27,5.52604499
0.35714286,28,6.51665335
0.35714286,29,6.71549400
0.37500000,0,-68.27448962
0.37500000,1,-68.25595202
0.37500000,2,-35.29222590
0.37500000,3,-35.23280871
0.37500000,4,-35.01770199
0.37500000,5,-34.99290965
0.37500000,6,-34.88458153
0.37500000,7,-34.83076769
0.37500000,8,-12.83609284
0.37500000,9,-12.71672199
0.37500000,10,-11.43979438
0.37500000,11,-6.70496569
0.37500000,12,-5.28106531
0.37500000,13,-4.87730366
0.37500000,14,-4.46682080
0.37500000,15,-4.18103703
0.37500000,16,-3.79945224
0.37500000,17,-2.30667105
0.37500000,18,-2.28932248
0.37500000,19,-1.87008588
0.37500000,20,-1.56640605
0.37500000,21,1.82008825
0.37500000,22,2.05659841
0.37500000,23,2.57737401
0.37500000,24,3.20841120
0.37500000,25,3.39076513
0.37500000,26,4.38993700
0.37500000,27,5.52838457
0.37500000,28,6.58351937
0.37500000,29,6.64944940
0.39285714,0,-68.27313023
0.39285714,1,-68.25592442
0.39285714,2,-35.30474756
0.39285714,3,-35.24191555
0.39285714,4,-35.02193137
0.39285714,5,-34.98881303
0.39285714,6,-34.88676338
0.39285714,7,-34.83510421
0.39285714,8,-12.75937157
0.39285714,9,-12.69306698
0.39285714,10,-11.37094445
0.39285714,11,-6.83081261
0.39285714,12,-5.35518633
0.39285714,13,-4.84056871
0.39285714,14,-4.48604905
0.39285714,15,-4.20185439
0.39285714,16,-3.81079116
0.39285714,17,-2.30159621
0.39285714,18,-2.29897437
0.39285714,19,-1.92866419
0.39285714,20,-1.56455189
0.39285714,21,1.82139915
0.39285714,22,2.18843981
0.39285714,23,2.70569175
0.39285714,24,3.24234155
0.39285714,25,3.47156475
0.39285714,26,4.46860814
0.39285714,27,5.48602965
0.39285714,28,6.58195739
0.39285714,29,6.77643093
0.41071429,0,-68.27190821
0.41071429,1,-68.25594163
0.41071429,2,-35.31592322
0.41071429,3,-35.24993352
0.41071429,4,-35.02558839
0.41071429,5,-34.98430617
0.41071429,6,-34.88867457
0.41071429,7,-34.83934919
0.41071429,8,-12.69807949
0.41071429,9,-12.66981378
0.41071429,10,-11.30212868
0.41071429,11,-6.95232343
0.41071429,12,-5.42038402
0.41071429,13,-4.79958658
0.41071429,14,-4.50412682
0.41071429,15,-4.24695775
0.41071429,16,-3.79398184
0.41071429,17,-2.30549419
0.41071429,18,-2.29260359
0.41071429,19,-1.97869484
0.41071429,20,-1.56066581
0.41071429,21,1.82199278
0.41071429,22,2.30921055
0.41071429,23,2.82760564
0.41071429,24,3.27739440
0.41071429,25,3.55824566
0.41071429,26,4.53473430
0.41071429,27,5.40955486
0.41071429,28,5.95794165
0.41071429,29,6.51630682
0.42857143,0,-68.27084485
0.42857143,1,-68.25599420
0.42857143,2,-35.32541567
0.42857143,3,-35.25673768
0.42857143,4,-35.02863326
0.42857143,5,-34.97981847
0.42857143,6,-34.89027317
0.42857143,7,-34.84332020
0.42857143,8,-12.67092776
0.42857143,9,-12.62819653
0.42857143,10,-11.23731552
0.42857143,11,-7.06285323
0.42857143,12,-5.47412393
0.42857143,13,-4.76134505
0.42857143,14,-4.52009736
0.42857143,15,-4.29376730
0.42857143,16,-3.77237020
0.42857143,17,-2.30021096
0.42857143,18,-2.28778665
0.42857143,19,-2.02154422
0.42857143,20,-1.55560263
0.42857143,21,1.82235895
0.42857143,22,2.41501864
0.42857143,23,2.94117522
0.42857143,24,3.31119287
0.42857143,25,3.64295726
0.42857143,26,4.58845016
0.42857143,27,5.32187791
0.42857143,28,5.69361987
0.42857143,29,6.45604680
0.44642857,0,-68.26997436
0.44642857,1,-68.25607025
0.44642857,2,-35.33301012
0.44642857,3,-35.26220084
0.44642857,4,-35.03103669
0.44642857,5,-34.97576180
0.44642857,6,-34.89154674
0.44642857,7,-34.84679406
0.44642857,8,-12.66014044
0.44642857,9,-12.58588611
0.44642857,10,-11.18081000
0.44642857,11,-7.15635842
0.44642857,12,-5.51582502
0.44642857,13,-4.73161876
0.44642857,14,-4.53326934
0.44642857,15,-4.32866467
0.44642857,16,-3.75744777
0.44642857,17,-2.28625765
0.44642857,18,-2.28444715
0.44642857,19,-2.05879878
0.44642857,20,-1.55036750
0.44642857,21,1.82260700
0.44642857,22,2.50212279
0.44642857,23,3.04337155
0.44642857,24,3.34112813
0.44642857,25,3.71577558
0.44642857,26,4.62993627
0.44642857,27,5.24905447
0.44642857,28,5.56093579
0.44642857,29,6.40462833
0.46428571,0,-68.26932183
0.46428571,1,-68.25614465
0.46428571,2,-35.33853328
0.46428571,3,-35.26619136
0.46428571,4,-35.03277078
0.46428571,5,-34.97251589
0.46428571,6,-34.89246916
0.46428571,7,-34.84952489
0.46428571,8,-12.65383309
0.46428571,9,-12.55443375
0.46428571,10,-11.13675516
0.46428571,11,-7.22747083
0.46428571,12,-5.54547058
0.46428571,13,-4.71345777
0.46428571,14,-4.54306001
0.46428571,15,-4.34756428
0.46428571,16,-3.75092534
0.46428571,17,-2.28234565
0.46428571,18,-2.26630427
0.46428571,19,-2.09120691
0.46428571,20,-1.54585701
0.46428571,21,1.82278251
0.46428571,22,2.56715640
0.46428571,23,3.12837758
0.46428571,24,3.36467609
0.46428571,25,3.76808352
0.46428571,26,4.65939766
0.46428571,27,5.20212868
0.46428571,28,5.47315805
0.46428571,29,6.36529448
0.48214286,0,-68.26891788
0.48214286,1,-68.25620161
0.48214286,2,-35.34189229
0.48214286,3,-35.26862597
0.48214286,4,-35.03382228
0.48214286,5,-34.97041303
0.48214286,6,-34.89302812
0.48214286,7,-34.85128199
0.48214286,8,-12.65043882
0.48214286,9,-12.53529494
0.48214286,10,-11.10871078
0.48214286,11,-7.27200110
0.48214286,12,-5.56318497
0.48214286,13,-4.70537122
0.48214286,14,-4.54910233
0.48214286,15,-4.35421254
0.48214286,16,-3.74972341
0.48214286,17,-2.28121649
0.48214286,18,-2.24616946
0.48214286,19,-2.11681274
0.48214286,20,-1.54283465
0.48214286,21,1.82287278
0.48214286,22,2.60738654
0.48214286,23,3.18668804
0.48214286,24,3.37973302
0.48214286,25,3.79692155
0.48214286,26,4.67700189
0.48214286,27,5.17989442
0.48214286,28,5.42022334
0.48214286,29,6.34056197
0.50000000,0,-68.26877800
0.50000000,1,-68.25621836
0.50000000,2,-35.34301191
0.50000000,3,-35.26943498
0.50000000,4,-35.03416842
0.50000000,5,-34.96968005
0.50000000,6,-34.89321543
0.50000000,7,-34.85188472
0.50000000,8,-12.64930639
0.50000000,9,-12.52886030
0.50000000,10,-11.09906628
0.50000000,11,-7.28714601
0.50000000,12,-5.56907499
0.50000000,13,-4.70334120
0.50000000,14,-4.55112809
0.50000000,15,-4.35530491
0.50000000,16,-3.74989499
0.50000000,17,-2.28086391
0.50000000,18,-2.23664374
0.50000000,19,-2.12777611
0.50000000,20,-1.54176788
0.50000000,21,1.82293153
0.50000000,22,2.62101000
0.50000000,23,3.20779433
0.50000000,24,3.38491273
0.50000000,25,3.80558761
0.50000000,26,4.68285689
0.50000000,27,5.17315404
0.50000000,28,5.40244801
0.50000000,29,6.33214204
0.52329237,0,-68.26873214
0.52329237,1,-68.25622692
0.52329237,2,-35.34246631
0.52329237,3,-35.26900225
0.52329237,4,-35.03546517
0.52329237,5,-34.96971934
0.52329237,6,-34.89387388
0.52329237,7,-34.85177511
0.52329237,8,-12.64585973
0.52329237,9,-12.52693513
0.52329237,10,-11.10071235
0.52329237,11,-7.27972501
0.52329237,12,-5.57117255
0.52329237,13,-4.69946679
0.52329237,14,-4.54756562
0.52329237,15,-4.35695415
0.52329237,16,-3.74839851
0.52329237,17,-2.35328729
0.52329237,18,-2.18629462
0.52329237,19,-2.16796979
0.52329237,20,-1.51036762
0.52329237,21,1.84203249
0.52329237,22,2.61009080
0.52329237,23,3.18263105
0.52329237,24,3.39823152
0.52329237,25,3.80046124
0.52329237,26,4.67158471
0.52329237,27,5.18824526
0.52329237,28,5.41659855
0.52329237,29,6.31075397
0.54658475,0,-68.26859251
0.54658475,1,-68.25624695
0.54658475,2,-35.34082049
0.54658475,3,-35.26770049
0.54658475,4,-35.03929685
0.54658475,5,-34.96988492
0.54658475,6,-34.89578071
0.54658475,7,-34.85148005
0.54658475,8,-12.63560138
0.54658475,9,-12.52114455
0.54658475,10,-11.10558087
0.54658475,11,-7.25752085
0.54658475,12,-5.57710710
0.54658475,13,-4.68804722
0.54658475,14,-4.53748835
0.54658475,15,-4.36169773
0.54658475,16,-3.74400871
0.54658475,17,-2.46234566
0.54658475,18,-2.27087946
0.54658475,19,-2.14208598
0.54658475,20,-1.43267010
0.54658475,21,1.89721271
0.54658475,22,2.57809901
0.54658475,23,3.11973567
0.54658475,24,3.42762276
0.54658475,25,3.78475279
0.54658475,26,4.63967295
0.54658475,27,5.22810543
0.54658475,28,5.45772850
0.54658475,29,6.07517091
0.56987712,0,-68.26836560
0.56987712,1,-68.25628713
0.56987712,2,-35.33809054
0.56987712,3,-35.26555448
0.56987712,4,-35.04553983
0.56987712,5,-34.97033457
0.56987712,6,-34.89873224
0.56987712,7,-34.85108686
0.56987712,8,-12.61883661
0.56987712,9,-12.51172712
0.56987712,10,-11.11357271
0.56987712,11,-7.22077409
0.56987712,12,-5.58590256
0.56987712,13,-4.66982022
0.56987712,14,-4.52280575
0.56987712,15,-4.36906989
0.56987712,16,-3.73704722
0.56987712,17,-2.58713952
0.56987712,18,-2.40982254
0.56987712,19,-2.12111639
