energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.77188594,0.83425434,0.00028001,0.23194981,0.45063596,0.45953638,0.00221766,0.15333484
-5.76588294,0.83694788,0.00029528,0.22402985,0.45831263,0.44751856,0.00246964,0.16495720
-5.75987994,0.85153476,0.00031645,0.21927725,0.47255932,0.44162405,0.00277932,0.17902441
-5.75387694,0.87793705,0.00034343,0.21772496,0.49340399,0.44188735,0.00314599,0.19544063
-5.74787394,0.91591038,0.00037616,0.21935689,0.52078538,0.44824743,0.00356855,0.21408186
-5.74187094,0.96504010,0.00041459,0.22410734,0.55454869,0.46054733,0.00404534,0.23479445
-5.73586793,1.02473962,0.00045870,0.23186084,0.59444232,0.47853490,0.00457400,0.25739431
-5.72986493,1.09425148,0.00050851,0.24245253,0.64011587,0.50186497,0.00515130,0.28166676
-5.72386193,1.17265160,0.00056406,0.25566922,0.69111981,0.53010278,0.00577307,0.30736735
-5.71785893,1.25885712,0.00062544,0.27125119,0.74690711,0.56272917,0.00643410,0.33422376
-5.71185593,1.35163846,0.00069278,0.28889481,0.80683727,0.59914742,0.00712809,0.36193880
-5.70585293,1.44963554,0.00076622,0.30825631,0.87018278,0.63869199,0.00784770,0.39019471
-5.69984992,1.55137858,0.00084596,0.32895652,0.93613844,0.68063918,0.00858455,0.41865840
-5.69384692,1.65531316,0.00093220,0.35058687,1.00383344,0.72421962,0.00932944,0.44698790
-5.68784392,1.75982927,0.00102516,0.37271649,1.07234627,0.76863255,0.01007240,0.47483950
-5.68184092,1.86329379,0.00112504,0.39490051,1.14072210,0.81306163,0.01080305,0.50187555
-5.67583792,1.96408556,0.00123205,0.41668927,1.20799249,0.85669195,0.01151078,0.52777251
-5.66983492,2.06063208,0.00134631,0.43763837,1.27319682,0.89872772,0.01218510,0.55222908
-5.66383192,2.15144652,0.00146791,0.45731922,1.33540487,0.93841031,0.01281600,0.57497386
-5.65782891,2.23516393,0.00159682,0.47532979,1.39373983,0.97503578,0.01339426,0.59577241
-5.65182591,2.31057524,0.00173289,0.49130516,1.44740099,1.00797154,0.01391186,0.61443336
-5.64582291,2.37665764,0.00187582,0.50492751,1.49568531,1.03667135,0.01436227,0.63081320
-5.63981991,2.43260036,0.00202516,0.51593512,1.53800700,1.06068815,0.01474077,0.64481977
-5.63381691,2.47782466,0.00218025,0.52412999,1.57391445,1.07968421,0.01504471,0.65641413
-5.62781391,2.51199725,0.00234024,0.52938369,1.60310375,1.09343813,0.01527366,0.66561084
-5.62181091,2.53503672,0.00250405,0.53164129,1.62542835,1.10184853,0.01542959,0.67247672
-5.61580790,2.54711262,0.00267042,0.53092300,1.64090438,1.10493418,0.01551683,0.67712812
-5.60980490,2.54863744,0.00283789,0.52732349,1.64971148,1.10283069,0.01554205,0.67972692
-5.60380190,2.54025165,0.00300484,0.52100886,1.65218895,1.09578386,0.01551410,0.68047537
-5.59779890,2.52280267,0.00316951,0.51221138,1.64882750,1.08414000,0.01544378,0.67961023
-5.59179590,2.49731851,0.00333006,0.50122211,1.64025668,1.06833376,0.01534352,0.67739614
-5.58579290,2.46497707,0.00348460,0.48838172,1.62722854,1.04887374,0.01522699,0.67411878
-5.57978989,2.42707232,0.00363127,0.47406986,1.61059792,1.02632678,0.01510867,0.67007783
-5.57378689,2.38497847,0.00376828,0.45869344,1.59130004,1.00130117,0.01500337,0.66558004
-5.56778389,2.34011319,0.00389399,0.44267434,1.57032600,0.97442965,0.01492572,0.66093252
-5.56178089,2.29390113,0.00400696,0.42643678,1.54869695,0.94635258,0.01488966,0.65643636
-5.55577789,2.24773853,0.00410599,0.41039512,1.52743754,0.91770184,0.01490799,0.65238061
-5.54977489,2.20295988,0.00419020,0.39494219,1.50754941,0.88908582,0.01499190,0.64903674
-5.54377189,2.16080722,0.00425902,0.38043865,1.48998534,0.86107588,0.01515055,0.64665348
-5.53776888,2.12240274,0.00431224,0.36720377,1.47562477,0.83419455,0.01539082,0.64545213
-5.53176588,2.08872505,0.00435003,0.35550770,1.46525118,0.80890547,0.01571699,0.64562222
-5.52576288,2.06058950,0.00437290,0.34556559,1.45953190,0.78560538,0.01613062,0.64731765
-5.51975988,2.03863264,0.00438168,0.33753353,1.45900095,0.76461800,0.01663052,0.65065315
-5.51375688,2.02330120,0.00437752,0.33150647,1.46404516,0.74618993,0.01721276,0.65570135
-5.50775388,2.01484551,0.00436181,0.32751807,1.47489411,0.73048839,0.01787079,0.66249035
-5.50175088,2.01331752,0.00433614,0.32554231,1.49161412,0.71760086,0.01859576,0.67100192
-5.49574787,2.01857339,0.00430222,0.32549690,1.51410649,0.70753641,0.01937671,0.68117059
-5.48974487,2.03028069,0.00426185,0.32724820,1.54211023,0.70022875,0.02020104,0.69288360
-5.48374187,2.04793004,0.00421680,0.33061745,1.57520922,0.69554089,0.02105492,0.70598197
-5.47773887,2.07085108,0.00416879,0.33538816,1.61284375,0.69327118,0.02192373,0.72026276
-5.47173587,2.09823260,0.00411941,0.34131429,1.65432631,0.69316086,0.02279262,0.73548262
-5.46573287,2.12914625,0.00407010,0.34812900,1.69886110,0.69490275,0.02364691,0.75136260
-5.45972986,2.16257361,0.00402205,0.35555376,1.74556704,0.69815106,0.02447265,0.76759439
-5.45372686,2.19743589,0.00397624,0.36330733,1.79350346,0.70253218,0.02525700,0.78384762
-5.44772386,2.23262542,0.00393338,0.37111464,1.84169784,0.70765598,0.02598864,0.79977840
-5.44172086,2.26703834,0.00389396,0.37871495,1.88917477,0.71312775,0.02665810,0.81503853
-5.43571786,2.29960727,0.00385819,0.38586937,1.93498518,0.71856004,0.02725798,0.82928542
-5.42971486,2.32933311,0.00382609,0.39236728,1.97823484,0.72358448,0.02778312,0.84219214
-5.42371186,2.35531489,0.00379751,0.39803159,2.01811129,0.72786293,0.02823068,0.85345738
-5.41770885,2.37677659,0.00377214,0.40272273,2.05390811,0.73109776,0.02860011,0.86281486
-5.41170585,2.39309008,0.00374960,0.40634104,2.08504570,0.73304094,0.02889304,0.87004188
-5.40570285,2.40379315,0.00372948,0.40882786,2.11108788,0.73350148,0.02911308,0.87496653
-5.39969985,2.40860221,0.00371140,0.41016506,2.13175352,0.73235106,0.02926558,0.87747344
-5.39369685,2.40741882,0.00369501,0.41037309,2.14692294,0.72952765,0.02935726,0.87750760
-5.38769385,2.40033010,0.00368012,0.40950787,2.15663875,0.72503678,0.02939590,0.87507622
-5.38169085,2.38760274,0.00366667,0.40765643,2.16110106,0.71895060,0.02938986,0.87024846
-5.37568784,2.36967097,0.00365478,0.40493165,2.16065739,0.71140465,0.02934775,0.86315312
-5.36968484,2.34711895,0.00364476,0.40146629,2.15578752,0.70259239,0.02927793,0.85397424
-5.36368184,2.32065806,0.00363711,0.39740660,2.14708400,0.69275767,0.02918821,0.84294486
-5.35767884,2.29110028,0.00363252,0.39290577,2.13522905,0.68218557,0.02908544,0.83033920
-5.35167584,2.25932841,0.00363183,0.38811742,2.12096866,0.67119163,0.02897527,0.81646355
-5.34567284,2.22626437,0.00363599,0.38318953,2.10508496,0.66011018,0.02886191,0.80164619
-5.33966983,2.19283676,0.00364601,0.37825894,2.08836786,0.64928191,0.02874800,0.78622678
-5.33366683,2.15994885,0.00366294,0.37344654,2.07158685,0.63904135,0.02863455,0.77054562
-5.32766383,2.12844811,0.00368772,0.36885354,2.05546412,0.62970453,0.02852099,0.75493312
-5.32166083,2.09909836,0.00372122,0.36455863,2.04064971,0.62155746,0.02840529,0.73969990
-5.31565783,2.07255547,0.00376406,0.36061630,2.02769954,0.61484564,0.02828413,0.72512782
-5.30965483,2.04934732,0.00381665,0.35705619,2.01705700,0.60976514,0.02815320,0.71146223
-5.30365183,2.02985862,0.00387906,0.35388350,2.00903851,0.60645549,0.02800753,0.69890574
-5.29764882,2.01432111,0.00395100,0.35108026,2.00382347,0.60499468,0.02784182,0.68761352
-5.29164582,2.00280910,0.00403180,0.34860745,2.00144874,0.60539641,0.02765083,0.67769038
-5.28564282,1.99524065,0.00412039,0.34640780,2.00180789,0.60760974,0.02742981,0.66918967
-5.27963982,1.99138408,0.00421526,0.34440899,2.00465486,0.61152113,0.02717481,0.66211391
-5.27363682,1.99086956,0.00431456,0.34252728,2.00961225,0.61695878,0.02688304,0.65641710
-5.26763382,1.99320532,0.00441608,0.34067122,2.01618364,0.62369916,0.02655315,0.65200874
-5.26163082,1.99779783,0.00451731,0.33874548,2.02376979,0.63147550,0.02618548,0.64875921
-5.25562781,2.00397544,0.00461554,0.33665445,2.03168817,0.63998783,0.02578215,0.64650645
-5.24962481,2.01101445,0.00470795,0.33430571,2.03919536,0.64891432,0.02534720,0.64506364
-5.24362181,2.01816688,0.00479167,0.33161319,2.04551166,0.65792339,0.02488653,0.64422771
-5.23761881,2.02468896,0.00486391,0.32849996,2.04984730,0.66668615,0.02440783,0.64378826
-5.23161581,2.02986936,0.00492208,0.32490055,2.05142940,0.67488869,0.02392041,0.64353672
-5.22561281,2.03305615,0.00496384,0.32076296,2.04952894,0.68224368,0.02343499,0.64327529
-5.21960980,2.03368155,0.00498725,0.31605006,2.04348685,0.68850085,0.02296339,0.64282550
-5.21360680,2.03128348,0.00499082,0.31074063,2.03273833,0.69345585,0.02251820,0.64203584
-5.20760380,2.02552308,0.00497358,0.30482993,2.01683446,0.69695726,0.02211239,0.64078833
-5.20160080,2.01619753,0.00493514,0.29832973,1.99546037,0.69891121,0.02175898,0.63900368
-5.19559780,2.00324756,0.00487571,0.29126795,1.96844904,0.69928376,0.02147055,0.63664474
-5.18959480,1.98675926,0.00479609,0.28368787,1.93579028,0.69810066,0.02125893,0.63371818
-5.18359180,1.96696019,0.00469769,0.27564682,1.89763417,0.69544478,0.02113474,0.63027419
-5.17758879,1.94420980,0.00458244,0.26721460,1.85428898,0.69145114,0.02110708,0.62640419
-5.17158579,1.91898466,0.00445280,0.25847144,1.80621327,0.68630012,0.02118318,0.62223669
-5.16558279,1.89185897,0.00431161,0.24950569,1.75400250,0.68020894,0.02136811,0.61793137
-5.15957979,1.86348143,0.00416206,0.24041129,1.69837068,0.67342201,0.02166459,0.61367164
-5.15357679,1.83454937,0.00400756,0.23128504,1.64012767,0.66620065,0.02207278,0.60965612
-5.14757379,1.80578129,0.00385166,0.22222378,1.58015299,0.65881268,0.02259019,0.60608925
-5.14157079,1.77788928,0.00369791,0.21332166,1.51936744,0.65152231,0.02321166,0.60317162
-5.13556778,1.75155228,0.00354980,0.20466745,1.45870353,0.64458098,0.02392938,0.60109042
-5.12956478,1.72739161,0.00341066,0.19634212,1.39907605,0.63821933,0.02473305,0.60001043
-5.12356178,1.70594963,0.00328354,0.18841677,1.34135401,0.63264073,0.02560999,0.60006606
-5.11755878,1.68767248,0.00317118,0.18095093,1.28633508,0.62801658,0.02654551,0.60135469
-5.11155578,1.67289749,0.00307594,0.17399135,1.23472364,0.62448330,0.02752313,0.60393168
-5.10555278,1.66184556,0.00299974,0.16757137,1.18711312,0.62214116,0.02852504,0.60780722
-5.09954977,1.65461859,0.00294405,0.16171076,1.14397337,0.62105474,0.02953252,0.61294512
-5.09354677,1.65120176,0.00290985,0.15641624,1.10564335,0.62125470,0.03052636,0.61926348
-5.08754377,1.65147026,0.00289767,0.15168242,1.07232918,0.62274069,0.03148738,0.62663719
-5.08154077,1.65519973,0.00290755,0.14749332,1.04410758,0.62548507,0.03239687,0.63490208
-5.07553777,1.66207978,0.00293910,0.14382421,1.02093405,0.62943702,0.03323711,0.64386037
-5.06953477,1.67172960,0.00299150,0.14064383,1.00265541,0.63452677,0.03399171,0.65328714
-5.06353177,1.68371487,0.00306351,0.13791679,0.98902576,0.64066970,0.03464608,0.66293757
-5.05752876,1.69756509,0.00315356,0.13560607,0.97972517,0.64777008,0.03518768,0.67255440
-5.05152576,1.71279053,0.00325975,0.13367549,0.97437990,0.65572430,0.03560630,0.68187553
-5.04552276,1.72889824,0.00337987,0.13209197,0.97258336,0.66442352,0.03589420,0.69064125
-5.03951976,1.74540658,0.00351149,0.13082766,0.97391666,0.67375576,0.03604624,0.69860097
-5.03351676,1.76185774,0.00365199,0.12986153,0.97796803,0.68360753,0.03605986,0.70551925
-5.02751376,1.77782840,0.00379855,0.12918064,0.98434998,0.69386502,0.03593502,0.71118100
-5.02151076,1.79293804,0.00394829,0.12878084,0.99271382,0.70441505,0.03567406,0.71539573
-5.01550775,1.80685515,0.00409824,0.12866690,1.00276074,0.71514597,0.03528153,0.71800089
-5.00950475,1.81930146,0.00424544,0.12885209,1.01424916,0.72594848,0.03476393,0.71886436
-5.00350175,1.83005418,0.00438698,0.12935719,1.02699815,0.73671668,0.03412947,0.71788609
-4.99749875,1.83894662,0.00452008,0.13020891,1.04088683,0.74734923,0.03338775,0.71499888
-4.99149575,1.84586726,0.00464211,0.13143798,1.05585008,0.75775074,0.03254951,0.71016867
-4.98549275,1.85075758,0.00475071,0.13307666,1.07187068,0.76783333,0.03162631,0.70339407
-4.97948974,1.85360880,0.00484381,0.13515623,1.08896868,0.77751830,0.03063028,0.69470553
-4.97348674,1.85445769,0.00491969,0.13770414,1.10718850,0.78673785,0.02957388,0.68416393
-4.96748374,1.85338176,0.00497708,0.14074126,1.12658462,0.79543667,0.02846967,0.67185890
-4.96148074,1.85049396,0.00501513,0.14427935,1.14720673,0.80357347,0.02733012,0.65790672
-4.95547774,1.84593713,0.00503352,0.14831876,1.16908536,0.81112212,0.02616747,0.64244795
-4.94947474,1.83987842,0.00503242,0.15284665,1.19221872,0.81807260,0.02499362,0.62564478
-4.94347174,1.83250402,0.00501253,0.15783578,1.21656189,0.82443162,0.02382003,0.60767816
-4.93746873,1.82401428,0.00497504,0.16324402,1.24201877,0.83022288,0.02265765,0.58874468
-4.93146573,1.81461968,0.00492164,0.16901463,1.26843776,0.83548712,0.02151691,0.56905341
-4.92546273,1.80453768,0.00485445,0.17507731,1.29561113,0.84028195,0.02040768,0.54882259
-4.91945973,1.79399066,0.00477596,0.18135005,1.32327867,0.84468152,0.01933929,0.52827633
-4.91345673,1.78320503,0.00468894,0.18774170,1.35113511,0.84877610,0.01832051,0.50764141
-4.90745373,1.77241146,0.00459642,0.19415518,1.37884113,0.85267162,0.01735961,0.48714417
-4.90145073,1.76184601,0.00450150,0.20049108,1.40603734,0.85648907,0.01646434,0.46700765
-4.89544772,1.75175193,0.00440734,0.20665159,1.43236022,0.86036375,0.01564196,0.44744889
-4.88944472,1.74238171,0.00431701,0.21254447,1.45745915,0.86444429,0.01489926,0.42867659
-4.88344172,1.73399884,0.00423341,0.21808686,1.48101323,0.86889120,0.01424257,0.41088897
-4.87743872,1.72687881,0.00415918,0.22320865,1.50274690,0.87387486,0.01367774,0.39427190
-4.87143572,1.72130865,0.00409664,0.22785530,1.52244302,0.87957266,0.01321009,0.37899723
-4.86543272,1.71758455,0.00404767,0.23198980,1.53995261,0.88616524,0.01284442,0.36522129
-4.85942971,1.71600720,0.00401371,0.23559376,1.55520033,0.89383161,0.01258491,0.35308340
-4.85342671,1.71687434,0.00399569,0.23866741,1.56818521,0.90274309,0.01243503,0.34270439
-4.84742371,1.72047071,0.00399404,0.24122856,1.57897651,0.91305617,0.01239747,0.33418516
-4.84142071,1.72705533,0.00400865,0.24331067,1.58770471,0.92490437,0.01247397,0.32760496
-4.83541771,1.73684664,0.00403888,0.24495983,1.59454821,0.93838938,0.01266520,0.32301970
-4.82941471,1.75000603,0.00408364,0.24623115,1.59971660,0.95357187,0.01297063,0.32046011
-4.82341171,1.76662076,0.00414136,0.24718465,1.60343138,0.97046237,0.01338833,0.31992979
-4.81740870,1.78668715,0.00421009,0.24788073,1.60590563,0.98901285,0.01391487,0.32140341
-4.81140570,1.81009534,0.00428754,0.24837586,1.60732374,1.00910954,0.01454514,0.32482502
-4.80540270,1.83661662,0.00437115,0.24871841,1.60782290,1.03056759,0.01527231,0.33010673
-4.79939970,1.86589468,0.00445819,0.24894505,1.60747735,1.05312814,0.01608768,0.33712783
-4.79339670,1.89744158,0.00454581,0.24907803,1.60628672,1.07645824,0.01698073,0.34573463
-4.78739370,1.93063932,0.00463112,0.24912320,1.60416924,1.10015398,0.01793911,0.35574110
-4.78139070,1.96474756,0.00471128,0.24906931,1.60096041,1.12374702,0.01894873,0.36693055
-4.77538769,1.99891752,0.00478360,0.24888825,1.59641723,1.14671456,0.01999397,0.37905826
-4.76938469,2.03221207,0.00484556,0.24853647,1.59022799,1.16849249,0.02105784,0.39185539
-4.76338169,2.06363128,0.00489493,0.24795737,1.58202683,1.18849143,0.02212231,0.40503387
-4.75737869,2.09214278,0.00492980,0.24708450,1.57141255,1.20611502,0.02316868,0.41829251
-4.75137569,2.11671549,0.00494866,0.24584547,1.55797023,1.22077989,0.02417792,0.43132392
-4.74537269,2.13635564,0.00495042,0.24416622,1.54129461,1.23193633,0.02513117,0.44382230
-4.73936968,2.15014325,0.00493447,0.24197549,1.52101388,1.23908890,0.02601018,0.45549170
-4.73336668,2.15726769,0.00490072,0.23920918,1.49681230,1.24181606,0.02679777,0.46605462
-4.72736368,2.15706058,0.00484960,0.23581435,1.46845065,1.23978783,0.02747833,0.47526044
-4.72136068,2.14902472,0.00478209,0.23175276,1.43578327,1.23278090,0.02803821,0.48289368
-4.71535768,2.13285756,0.00469972,0.22700365,1.39877078,1.22069028,0.02846615,0.48878144
-4.70935468,2.10846847,0.00460458,0.22156565,1.35748806,1.20353713,0.02875357,0.49279988
-4.70335168,2.07598877,0.00449926,0.21545791,1.31212695,1.18147235,0.02889488,0.49487953
-4.69734867,2.03577436,0.00438688,0.20872018,1.26299394,1.15477581,0.02888761,0.49500900
-4.69134567,1.98840070,0.00427100,0.20141210,1.21050289,1.12385119,0.02873253,0.49323703
-4.68534267,1.93465041,0.00415562,0.19361167,1.15516345,1.08921670,0.02843358,0.48967268
-4.67933967,1.87549401,0.00404506,0.18541301,1.09756586,1.05149204,0.02799783,0.48448368
-4.67333667,1.81206445,0.00394393,0.17692358,1.03836295,1.01138204,0.02743524,0.47789271
-4.66733367,1.74562649,0.00385703,0.16826101,0.97825033,0.96965766,0.02675836,0.47017194
-4.66133067,1.67754180,0.00378922,0.15954964,0.91794572,0.92713494,0.02598199,0.46163564
-4.65532766,1.60923112,0.00374535,0.15091705,0.85816820,0.88465272,0.02512275,0.45263129
-4.64932466,1.54213460,0.00373011,0.14249053,0.79961848,0.84304972,0.02419859,0.44352927
-4.64332166,1.47767139,0.00374789,0.13439379,0.74296054,0.80314171,0.02322828,0.43471139
-4.63731866,1.41719987,0.00380266,0.12674391,0.68880563,0.76569950,0.02223089,0.42655866
-4.63131566,1.36197939,0.00389781,0.11964865,0.63769863,0.73142823,0.02122523,0.41943865
-4.62531266,1.31313478,0.00403604,0.11320412,0.59010737,0.70094863,0.02022936,0.41369279
-4.61930965,1.27162435,0.00421917,0.10749295,0.54641484,0.67478059,0.01926011,0.40962402
-4.61330665,1.23821247,0.00444806,0.10258290,0.50691442,0.65332957,0.01833261,0.40748529
-4.60730365,1.21344731,0.00472249,0.09852590,0.47180797,0.63687612,0.01745994,0.40746927
-4.60130065,1.19764454,0.00504106,0.09535762,0.44120650,0.62556874,0.01665281,0.40969969
-4.59529765,1.19087748,0.00540114,0.09309746,0.41513349,0.61942044,0.01591936,0.41422473
-4.58929465,1.19297407,0.00579885,0.09174899,0.39353016,0.61830886,0.01526496,0.42101273
-4.58329165,1.20352110,0.00622906,0.09130078,0.37626281,0.62198032,0.01469224,0.42995061
-4.57728864,1.22187551,0.00668546,0.09172761,0.36313152,0.63005746,0.01420104,0.44084499
-4.57128564,1.24718288,0.00716065,0.09299208,0.35388026,0.64205051,0.01378862,0.45342630
-4.56528264,1.27840265,0.00764628,0.09504642,0.34820779,0.65737192,0.01344981,0.46735576
-4.55927964,1.31433951,0.00813322,0.09783461,0.34577922,0.67535396,0.01317730,0.48223510
-4.55327664,1.35368013,0.00861183,0.10129462,0.34623779,0.69526879,0.01296204,0.49761881
-4.54727364,1.39503405,0.00907215,0.10536076,0.34921670,0.71635059,0.01279354,0.51302840
-4.54127064,1.43697771,0.00950422,0.10996603,0.35435044,0.73781885,0.01266041,0.52796845
-4.53526763,1.47809972,0.00989838,0.11504440,0.36128558,0.75890223,0.01255069,0.54194357
-4.52926463,1.51704610,0.01024551,0.12053283,0.36969050,0.77886205,0.01245242,0.55447582
-4.52326163,1.55256367,0.01053737,0.12637309,0.37926385,0.79701474,0.01235399,0.56512191
-4.51725863,1.58353990,0.01076686,0.13251320,0.38974155,0.81275218,0.01224457,0.57348928
-4.51125563,1.60903764,0.01092822,0.13890835,0.40090197,0.82555940,0.01211449,0.57925070
-4.50525263,1.62832349,0.01101726,0.14552145,0.41256934,0.83502883,0.01195549,0.58215647
-4.49924962,1.64088848,0.01103144,0.15232303,0.42461504,0.84087056,0.01176102,0.58204400
-4.49324662,1.64646042,0.01097004,0.15929075,0.43695697,0.84291836,0.01152635,0.57884410
-4.48724362,1.64500743,0.01083411,0.16640830,0.44955697,0.84113110,0.01124867,0.57258395
-4.48124062,1.63673266,0.01062643,0.17366399,0.46241643,0.83558984,0.01092709,0.56338653
-4.47523762,1.62206059,0.01035145,0.18104890,0.47557032,0.82649054,0.01056261,0.55146658
-4.46923462,1.60161563,0.01001512,0.18855495,0.48907992,0.81413303,0.01015792,0.53712333
-4.46323162,1.57619422,0.00962467,0.19617271,0.50302465,0.79890681,0.00971730,0.52073031
-4.45722861,1.54673169,0.00918836,0.20388946,0.51749329,0.78127424,0.00924632,0.50272273
-4.45122561,1.51426548,0.00871528,0.21168731,0.53257505,0.76175209,0.00875163,0.48358295
-4.44522261,1.47989643,0.00821497,0.21954171,0.54835085,0.74089226,0.00824067,0.46382466
-4.43921961,1.44474960,0.00769723,0.22742039,0.56488517,0.71926238,0.00772137,0.44397634
-4.43321661,1.40993632,0.00717178,0.23528275,0.58221889,0.69742730,0.00720193,0.42456473
-4.42721361,1.37651882,0.00664802,0.24307991,0.60036317,0.67593184,0.00669054,0.40609878
-4.42121061,1.34547853,0.00613481,0.25075521,0.61929486,0.65528563,0.00619518,0.38905474
-4.41520760,1.31768902,0.00564024,0.25824528,0.63895330,0.63595028,0.00572344,0.37386263
-4.40920460,1.29389408,0.00517151,0.26548155,0.65923875,0.61832919,0.00528239,0.36089471
-4.40320160,1.27469134,0.00473476,0.27239213,0.68001234,0.60276004,0.00487847,0.35045605
-4.39719860,1.26052149,0.00433501,0.27890386,0.70109754,0.58950998,0.00451748,0.34277741
-4.39119560,1.25166281,0.00397613,0.28494449,0.72228299,0.57877336,0.00420453,0.33801056
-4.38519260,1.24823085,0.00366080,0.29044480,0.74332654,0.57067172,0.00394414,0.33622604
-4.37918959,1.25018263,0.00339056,0.29534058,0.76396040,0.56525572,0.00374020,0.33741331
-4.37318659,1.25732489,0.00316583,0.29957422,0.78389713,0.56250886,0.00359615,0.34148311
-4.36718359,1.26932584,0.00298602,0.30309609,0.80283631,0.56235241,0.00351502,0.34827199
-4.36118059,1.28572976,0.00284961,0.30586535,0.82047179,0.56465152,0.00349955,0.35754875
-4.35517759,1.30597402,0.00275426,0.30785050,0.83649916,0.56922209,0.00355226,0.36902248
-4.34917459,1.32940798,0.00269691,0.30902938,0.85062350,0.57583827,0.00367558,0.38235214
-4.34317159,1.35531326,0.00267393,0.30938893,0.86256705,0.58424039,0.00387188,0.39715717
-4.33716858,1.38292516,0.00268122,0.30892463,0.87207671,0.59414323,0.00414352,0.41302904
-4.33116558,1.41145462,0.00271438,0.30763978,0.87893117,0.60524457,0.00449283,0.42954325
-4.32516258,1.44011045,0.00276879,0.30554473,0.88294754,0.61723383,0.00492215,0.44627158
-4.31915958,1.46812135,0.00283979,0.30265610,0.88398725,0.62980072,0.00543368,0.46279418
-4.31315658,1.49475735,0.00292272,0.29899611,0.88196100,0.64264394,0.00602944,0.47871113
-4.30715358,1.51934999,0.00301314,0.29459213,0.87683267,0.65547948,0.00671110,0.49365321
