energy_ev,total_up,P_s_up,P_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.85592796,1.06325145,0.00541826,0.57884207,0.00069926,0.10405798,0.29379500,0.50587663
-5.84992496,1.17074559,0.00583070,0.63634011,0.00083950,0.11507759,0.32352404,0.55687600
-5.84392196,1.28239928,0.00623595,0.69581169,0.00100826,0.12660292,0.35432630,0.60974541
-5.83791896,1.39747075,0.00662911,0.75681605,0.00120857,0.13857239,0.38597948,0.66410044
-5.83191596,1.51514119,0.00700541,0.81887181,0.00144348,0.15091524,0.41823816,0.71951764
-5.82591296,1.63452837,0.00736034,0.88146576,0.00171604,0.16355239,0.45083800,0.77554193
-5.81990995,1.75470182,0.00768981,0.94406250,0.00202918,0.17639753,0.48350050,0.83169472
-5.81390695,1.87469902,0.00799024,1.00611475,0.00238560,0.18935826,0.51593817,0.88748282
-5.80790395,1.99354204,0.00825871,1.06707374,0.00278767,0.20233748,0.54785986,0.94240749
-5.80190095,2.11025391,0.00849300,1.12639954,0.00323732,0.21523472,0.57897605,0.99597345
-5.79589795,2.22387429,0.00869168,1.18357063,0.00373592,0.22794767,0.60900397,1.04769751
-5.78989495,2.33347394,0.00885413,1.23809278,0.00428419,0.24037359,0.63767238,1.09711653
-5.78389195,2.43816770,0.00898056,1.28950663,0.00488212,0.25241084,0.66472575,1.14379444
-5.77788894,2.53712567,0.00907195,1.33739413,0.00552885,0.26396032,0.68992801,1.18732824
-5.77188594,2.62958273,0.00913007,1.38138345,0.00622271,0.27492688,0.71306548,1.22735286
-5.76588294,2.71484625,0.00915733,1.42115269,0.00696110,0.28522076,0.73394933,1.26354490
-5.75987994,2.79230227,0.00915675,1.45643221,0.00774060,0.29475888,0.75241725,1.29562529
-5.75387694,2.86142033,0.00913184,1.48700584,0.00855696,0.30346615,0.76833469,1.32336106
-5.74787394,2.92175730,0.00908650,1.51271119,0.00940515,0.31127668,0.78159556,1.34656625
-5.74187094,2.97296030,0.00902487,1.53343917,0.01027952,0.31813490,0.79212252,1.36510231
-5.73586793,3.01476905,0.00895123,1.54913294,0.01117390,0.32399663,0.79986701,1.37887797
-5.72986493,3.04701776,0.00886991,1.55978645,0.01208172,0.32882994,0.80480899,1.38784890
-5.72386193,3.06963652,0.00878511,1.56544278,0.01299615,0.33261590,0.80695657,1.39201709
-5.71785893,3.08265215,0.00870088,1.56619211,0.01391031,0.33534916,0.80634541,1.39143013
-5.71185593,3.08618837,0.00862093,1.56216965,0.01481734,0.33703821,0.80303804,1.38618034
-5.70585293,3.08046499,0.00854861,1.55355316,0.01571052,0.33770547,0.79712292,1.37640367
-5.69984992,3.06579583,0.00848677,1.54056028,0.01658341,0.33738701,0.78871339,1.36227826
-5.69384692,3.04258515,0.00843774,1.52344530,0.01742988,0.33613202,0.77794624,1.34402266
-5.68784392,3.01132219,0.00840321,1.50249553,0.01824417,0.33400189,0.76497999,1.32189336
-5.68184092,2.97257380,0.00838425,1.47802697,0.01902084,0.33106904,0.74999281,1.29618174
-5.67583792,2.92697508,0.00838118,1.45037943,0.01975478,0.32741546,0.73318001,1.26721022
-5.66983492,2.87521806,0.00839364,1.41991097,0.02044116,0.32313096,0.71475113,1.23532760
-5.66383192,2.81803870,0.00842052,1.38699187,0.02107534,0.31831131,0.69492674,1.20090370
-5.65782891,2.75620276,0.00845998,1.35199823,0.02165280,0.31305621,0.67393484,1.16432330
-5.65182591,2.69049079,0.00850954,1.31530540,0.02216909,0.30746726,0.65200712,1.12597960
-5.64582291,2.62168314,0.00856603,1.27728151,0.02261974,0.30164596,0.62937525,1.08626746
-5.63981991,2.55054540,0.00862580,1.23828138,0.02300030,0.29569182,0.60626712,1.04557652
-5.63381691,2.47781510,0.00868469,1.19864111,0.02330629,0.28970066,0.58290336,1.00428472
-5.62781391,2.40419010,0.00873826,1.15867346,0.02353328,0.28376313,0.55949429,0.96275224
-5.62181091,2.33031913,0.00878187,1.11866443,0.02367697,0.27796347,0.53623727,0.92131629
-5.61580790,2.25679477,0.00881085,1.07887098,0.02373335,0.27237856,0.51331465,0.88028681
-5.60980490,2.18414900,0.00882069,1.03951995,0.02369883,0.26707720,0.49089229,0.83994331
-5.60380190,2.11285112,0.00880714,1.00080822,0.02357047,0.26211958,0.46911874,0.80053279
-5.59779890,2.04330785,0.00876645,0.96290385,0.02334615,0.25755699,0.44812487,0.76226890
-5.59179590,1.97586512,0.00869546,0.92594811,0.02302482,0.25343157,0.42802408,0.72533196
-5.58579290,1.91081116,0.00859175,0.89005797,0.02260663,0.24977619,0.40891274,0.68986998
-5.57978989,1.84838009,0.00845371,0.85532896,0.02209316,0.24661426,0.39087091,0.65600028
-5.57378689,1.78875568,0.00828067,0.82183793,0.02148748,0.24395961,0.37396310,0.62381154
-5.56778389,1.73207472,0.00807287,0.78964557,0.02079424,0.24181622,0.35823903,0.59336614
-5.56178089,1.67842951,0.00783149,0.75879841,0.02001967,0.24017794,0.34373413,0.56470239
-5.55577789,1.62786950,0.00755860,0.72933018,0.01917151,0.23902819,0.33046989,0.53783672
-5.54977489,1.58040176,0.00725709,0.70126251,0.01825888,0.23833963,0.31845390,0.51276551
-5.54377189,1.53599066,0.00693053,0.67460490,0.01729209,0.23807391,0.30767968,0.48946668
-5.53776888,1.49455689,0.00658311,0.64935425,0.01628245,0.23818158,0.29812625,0.46790082
-5.53176588,1.45597632,0.00621940,0.62549391,0.01524189,0.23860215,0.28975769,0.44801224
-5.52576288,1.42007915,0.00584427,0.60299270,0.01418278,0.23926451,0.28252267,0.42972975
-5.51975988,1.38665004,0.00546265,0.58180401,0.01311754,0.24008769,0.27635420,0.41296747
-5.51375688,1.35542946,0.00507945,0.56186532,0.01205834,0.24098200,0.27116971,0.39762586
-5.50775388,1.32611707,0.00469933,0.54309842,0.01101689,0.24185063,0.26687163,0.38359298
-5.50175088,1.29837709,0.00432663,0.52541044,0.01000409,0.24259172,0.26334853,0.37074632
-5.49574787,1.27184616,0.00396523,0.50869586,0.00902994,0.24310071,0.26047704,0.35895515
-5.48974487,1.24614347,0.00361848,0.49283971,0.00810331,0.24327321,0.25812448,0.34808356
-5.48374187,1.22088303,0.00328915,0.47772175,0.00723191,0.24300795,0.25615229,0.33799415
-5.47773887,1.19568786,0.00297938,0.46322161,0.00642224,0.24220993,0.25442006,0.32855238
-5.47173587,1.17020538,0.00269072,0.44922486,0.00567965,0.24079365,0.25279034,0.31963144
-5.46573287,1.14412364,0.00242412,0.43562962,0.00500844,0.23868603,0.25113380,0.31111762
-5.45972986,1.11718750,0.00217998,0.42235353,0.00441194,0.23582924,0.24933471,0.30291581
-5.45372686,1.08921421,0.00195825,0.40934084,0.00389278,0.23218298,0.24729656,0.29495521
-5.44772386,1.06010751,0.00175845,0.39656919,0.00345302,0.22772634,0.24494752,0.28719479
-5.44172086,1.02986988,0.00157979,0.38405590,0.00309440,0.22245897,0.24224555,0.27962845
-5.43571786,0.99861206,0.00142124,0.37186354,0.00281859,0.21640164,0.23918301,0.27228959
-5.42971486,0.96655968,0.00128162,0.36010433,0.00262732,0.20959602,0.23579042,0.26525496
-5.42371186,0.93405648,0.00115968,0.34894342,0.00252267,0.20210386,0.23213945,0.25864758
-5.41770885,0.90156401,0.00105415,0.33860067,0.00250714,0.19400537,0.22834470,0.25263859
-5.41170585,0.86965775,0.00096384,0.32935098,0.00258381,0.18539711,0.22456441,0.24744792
-5.40570285,0.83901967,0.00088766,0.32152291,0.00275639,0.17638927,0.22099990,0.24334367
-5.39969985,0.81042733,0.00082465,0.31549566,0.00302920,0.16710258,0.21789374,0.24064011
-5.39369685,0.78473980,0.00077402,0.31169434,0.00340712,0.15766494,0.21552662,0.23969426
-5.38769385,0.76288065,0.00073517,0.31058344,0.00389547,0.14820781,0.21421297,0.24090101
-5.38169085,0.74581824,0.00070766,0.31265869,0.00449978,0.13886269,0.21429532,0.24468672
-5.37568784,0.73454380,0.00069122,0.31843716,0.00522554,0.12975752,0.21613751,0.25150135
-5.36968484,0.73004756,0.00068569,0.32844579,0.00607791,0.12101341,0.22011675,0.26180905
-5.36368184,0.73329331,0.00069107,0.34320840,0.00706131,0.11274161,0.22661478,0.27607737
-5.35767884,0.74519188,0.00070738,0.36323133,0.00817901,0.10504085,0.23600801,0.29476510
-5.35167584,0.76657400,0.00073471,0.38898795,0.00943276,0.09799508,0.24865705,0.31830894
-5.34567284,0.79816290,0.00077312,0.42090227,0.01082232,0.09167179,0.26489559,0.34710909
-5.33966983,0.84054749,0.00082262,0.45933193,0.01234504,0.08612072,0.28501894,0.38151419
-5.33366683,0.89415655,0.00088312,0.50455115,0.01399553,0.08137316,0.30927252,0.42180585
-5.32766383,0.95923474,0.00095441,0.55673396,0.01576534,0.07744171,0.33784044,0.46818319
-5.32166083,1.03582127,0.00103608,0.61593842,0.01764274,0.07432055,0.37083470,0.52074793
-5.31565783,1.12373197,0.00112754,0.68209242,0.01961261,0.07198620,0.40828519,0.57949067
-5.30965483,1.22254576,0.00122795,0.75498162,0.02165645,0.07039865,0.45013108,0.64427874
-5.30365183,1.33159636,0.00133627,0.83424051,0.02375255,0.06950290,0.49621386,0.71484656
-5.29764882,1.44996992,0.00145120,0.91934689,0.02587627,0.06923087,0.54627253,0.79078888
-5.29164582,1.57650951,0.00157120,1.00962067,0.02800051,0.06950352,0.59994136,0.87155772
-5.28564282,1.70982673,0.00169454,1.10422732,0.03009626,0.07023331,0.65675049,0.95646331
-5.27963982,1.84832102,0.00181930,1.20218642,0.03213333,0.07132674,0.71612973,1.04467958
-5.27363682,1.99020644,0.00194342,1.30238538,0.03408117,0.07268705,0.77741572,1.13525441
-5.26763382,2.13354581,0.00206474,1.40359843,0.03590972,0.07421700,0.83986243,1.22712457
-5.26163082,2.27629150,0.00218110,1.50451038,0.03759040,0.07582161,0.90265503,1.31913541
-5.25562781,2.41633202,0.00229034,1.60374493,0.03909698,0.07741087,0.96492687,1.41006470
-5.24962481,2.55154292,0.00239042,1.69989650,0.04040651,0.07890231,1.02577909,1.49865016
-5.24362181,2.67984066,0.00247948,1.79156470,0.04150010,0.08022337,1.08430249,1.58361982
-5.23761881,2.79923753,0.00255589,1.87739038,0.04236363,0.08131358,1.13960083,1.66372419
-5.23161581,2.90789564,0.00261834,1.95609186,0.04298830,0.08212642,1.19081487,1.73776915
-5.22561281,3.00417810,0.00266588,2.02649999,0.04337097,0.08263088,1.23714627,1.80464832
-5.21960980,3.08669532,0.00269796,2.08759076,0.04351431,0.08281260,1.27788049,1.86337368
-5.21360680,3.15434474,0.00271448,2.13851411,0.04342681,0.08267468,1.31240776,1.91310317
-5.20760380,3.20634222,0.00271582,2.17861778,0.04312247,0.08223811,1.34024125,1.95316426
-5.20160080,3.24224408,0.00270283,2.20746522,0.04262037,0.08154169,1.36103182,1.98307236
-5.19559780,3.26195875,0.00267680,2.22484698,0.04194407,0.08064167,1.37457867,2.00254358
-5.18959480,3.26574765,0.00263947,2.23078483,0.04112082,0.07961094,1.38083532,2.01150104
-5.18359180,3.25421536,0.00259297,2.22552889,0.04018069,0.07853784,1.37991094,2.01007476
-5.17758879,3.22828954,0.00253975,2.20954759,0.03915561,0.07752470,1.37206673,1.99859509
-5.17158579,3.18919141,0.00248255,2.18351116,0.03807840,0.07668606,1.35770755,1.97758003
-5.16558279,3.13839817,0.00242426,2.14826928,0.03698179,0.07614653,1.33736925,1.94771697
-5.15957979,3.07759877,0.00236791,2.10482388,0.03589750,0.07603860,1.31170205,1.90983990
-5.15357679,3.00864485,0.00231650,2.05429833,0.03485540,0.07650009,1.28145078,1.86490277
-5.14757379,2.93349867,0.00227298,1.99790402,0.03388278,0.07767156,1.24743268,1.81395037
-5.14157079,2.85417999,0.00224009,1.93690589,0.03300371,0.07969357,1.21051355,1.75808781
-5.13556778,2.77271360,0.00222035,1.87258803,0.03223862,0.08270385,1.17158330,1.69844967
-5.12956478,2.69107932,0.00221593,1.80622056,0.03160395,0.08683454,1.13153164,1.63617016
-5.12356178,2.61116586,0.00222859,1.73902890,0.03111199,0.09220931,1.09122481,1.57235510
-5.11755878,2.53472994,0.00225967,1.67216637,0.03077081,0.09894072,1.05148409,1.50805670
-5.11155578,2.46336140,0.00230998,1.60669077,0.03058437,0.10712752,1.01306672,1.44425179
-5.10555278,2.39845525,0.00237987,1.54354547,0.03055265,0.11685233,0.97664992,1.38182401
-5.09954977,2.34119086,0.00246915,1.48354543,0.03067200,0.12817935,0.94281810,1.32155035
-5.09354677,2.29251845,0.00257716,1.42736807,0.03093537,0.14115255,0.91205381,1.26409195
-5.08754377,2.25315270,0.00270276,1.37554897,0.03133279,0.15579402,0.88473233,1.20998936
-5.08154077,2.22357314,0.00284444,1.32848223,0.03185172,0.17210285,0.86111992,1.15966176
-5.07553777,2.20403059,0.00300034,1.28642485,0.03247753,0.19005431,0.84137553,1.11340995
-5.06953477,2.19455907,0.00316835,1.24950477,0.03319390,0.20959949,0.82555557,1.07142251
-5.06353177,2.19499198,0.00334623,1.21773188,0.03398326,0.23066540,0.81362153,1.03378467
-5.05752876,2.20498196,0.00353168,1.19101123,0.03482721,0.25315545,0.80544969,1.00048915
-5.05152576,2.22402298,0.00372248,1.16915787,0.03570694,0.27695028,0.80084262,0.97144839
-5.04552276,2.25147398,0.00391657,1.15191246,0.03660355,0.30190900,0.79954169,0.94650761
-5.03951976,2.28658276,0.00411220,1.13895707,0.03749841,0.32787069,0.80124015,0.92545800
-5.03351676,2.32850947,0.00430800,1.12993047,0.03837346,0.35465610,0.80559610,0.90804950
-5.02751376,2.37634868,0.00450307,1.12444239,0.03921148,0.38206953,0.81224501,0.89400286
-5.02151076,2.42914952,0.00469708,1.12208631,0.03999630,0.40990088,0.82081113,0.88302038
-5.01550775,2.48593336,0.00489028,1.12245039,0.04071299,0.43792771,0.83091762,0.87479525
-5.00950475,2.54570880,0.00508358,1.12512644,0.04134799,0.46591743,0.84219503,0.86901921
-5.00350175,2.60748385,0.00527848,1.12971672,0.04188923,0.49362946,0.85428812,0.86538847
-4.99749875,2.67027547,0.00547712,1.13583859,0.04232616,0.52081757,0.86686081,0.86360799
-4.99149575,2.73311677,0.00568219,1.14312738,0.04264981,0.54723225,0.87959943,0.86339411
-4.98549275,2.79506232,0.00589682,1.15123740,0.04285273,0.57262322,0.89221446,0.86447585
-4.97948974,2.85519213,0.00612453,1.15984165,0.04292904,0.59674215,0.90444092,0.86659502
-4.97348674,2.91261486,0.00636903,1.16863053,0.04287430,0.61934561,0.91603765,0.86950552
-4.96748374,2.96647092,0.00663409,1.17730990,0.04268552,0.64019820,0.92678591,0.87297200
-4.96148074,3.01593595,0.00692337,1.18559896,0.04236108,0.65907601,0.93648755,0.87676830
-4.95547774,3.06022508,0.00724022,1.19322819,0.04190068,0.67577017,0.94496294,0.88067585
-4.94947474,3.09859832,0.00758749,1.19993782,0.04130529,0.69009065,0.95204917,0.88448228
-4.94347174,3.13036706,0.00796731,1.20547685,0.04057717,0.70186998,0.95759836,0.88798048
-4.93746873,3.15490168,0.00838096,1.20960301,0.03971979,0.71096699,0.96147657,0.89096804
-4.93146573,3.17164002,0.00882865,1.21208343,0.03873788,0.71727018,0.96356313,0.89324744
-4.92546273,3.18009624,0.00930940,1.21269630,0.03763739,0.72070072,0.96375055,0.89462666
-4.91945973,3.17986959,0.00982092,1.21123318,0.03642554,0.72121485,0.96194479,0.89492044
-4.91345673,3.17065263,0.01035955,1.20750192,0.03511073,0.71880550,0.95806607,0.89395195
-4.90745373,3.15223816,0.01092024,1.20133001,0.03370262,0.71350304,0.95204987,0.89155482
-4.90145073,3.12452453,0.01149655,1.19256807,0.03221198,0.70537506,0.94384801,0.88757549
-4.89544772,3.08751892,0.01208075,1.18109332,0.03065066,0.69452511,0.93342996,0.88187558
-4.88944472,3.04133813,0.01266395,1.16681282,0.02903145,0.68109048,0.92078384,0.87433441
-4.88344172,2.98620707,0.01323631,1.14966626,0.02736793,0.66523905,0.90591744,0.86485132
-4.87743872,2.92245476,0.01378725,1.12962834,0.02567425,0.64716534,0.88885892,0.85334798
-4.87143572,2.85050819,0.01430576,1.10671036,0.02396495,0.62708590,0.86965735,0.83977039
-4.86543272,2.77088423,0.01478070,1.08096126,0.02225464,0.60523436,0.84838287,0.82409066
-4.85942971,2.68418015,0.01520116,1.05246793,0.02055781,0.58185619,0.82512678,0.80630851
-4.85342671,2.59106309,0.01555681,1.02135483,0.01888849,0.55720350,0.80000127,0.78645242
-4.84742371,2.49225894,0.01583825,0.98778297,0.01726000,0.53153010,0.77313900,0.76458044
-4.84142071,2.38854114,0.01603733,0.95194840,0.01568474,0.50508687,0.74469254,0.74078057
-4.83541771,2.28071969,0.01614746,0.91407999,0.01417396,0.47811780,0.71483359,0.71517076
-4.82941471,2.16963063,0.01616385,0.87443688,0.01273761,0.45085653,0.68375207,0.68789844
-4.82341171,2.05612626,0.01608371,0.83330541,0.01138420,0.42352374,0.65165500,0.65913945
-4.81740870,1.94106607,0.01590636,0.79099574,0.01012078,0.39632507,0.61876518,0.62909659
-4.81140570,1.82530848,0.01563331,0.74783808,0.00895293,0.36944988,0.58531970,0.59799748
-4.80540270,1.70970334,0.01526817,0.70417864,0.00788481,0.34307047,0.55156812,0.56609194
-4.79939970,1.59508503,0.01481661,0.66037542,0.00691932,0.31734191,0.51777047,0.53364881
-4.79339670,1.48226616,0.01428616,0.61679374,0.00605820,0.29240228,0.48419495,0.50095229
-4.78739370,1.37203170,0.01368596,0.57380179,0.00530228,0.26837312,0.45111543,0.46829790
-4.78139070,1.26513353,0.01302651,0.53176606,0.00465169,0.24536026,0.41880867,0.43598805
-4.77538769,1.16228530,0.01231930,0.49104690,0.00410608,0.22345464,0.38755151,0.40432748
-4.76938469,1.06415769,0.01157653,0.45199420,0.00366487,0.20273325,0.35761779,0.37361860
-4.76338169,0.97137399,0.01081069,0.41494329,0.00332752,0.18326010,0.32927534,0.34415688
-4.75737869,0.88450607,0.01003425,0.38021112,0.00309363,0.16508716,0.30278293,0.31622637
-4.75137569,0.80407080,0.00925935,0.34809272,0.00296321,0.14825524,0.27838728,0.29009557
-4.74537269,0.73052688,0.00849746,0.31885802,0.00293671,0.13279487,0.25632012,0.26601354
-4.73936968,0.66427208,0.00775919,0.29274897,0.00301514,0.11872714,0.23679537,0.24420652
-4.73336668,0.60564085,0.00705402,0.26997691,0.00320003,0.10606447,0.22000638,0.22487484
-4.72736368,0.55490227,0.00639018,0.25072015,0.00349337,0.09481141,0.20612326,0.20819030
-4.72136068,0.51225814,0.00577456,0.23512177,0.00389747,0.08496533,0.19529015,0.19429384
-4.71535768,0.47784108,0.00521261,0.22328734,0.00441479,0.07651712,0.18762253,0.18329363
-4.70935468,0.45171265,0.00470838,0.21528283,0.00504762,0.06945179,0.18320442,0.17526324
-4.70335168,0.43386124,0.00426450,0.21113233,0.00579784,0.06374894,0.18208558,0.17024010
-4.69734867,0.42419969,0.00388226,0.21081582,0.00666651,0.05938323,0.18427854,0.16822413
-4.69134567,0.42256275,0.00356171,0.21426697,0.00765351,0.05632454,0.18975572,0.16917640
-4.68534267,0.42870430,0.00330174,0.22137094,0.00875716,0.05453804,0.19844657,0.17301813
-4.67933967,0.44229476,0.00310023,0.23196256,0.00997387,0.05398409,0.21023495,0.17962972
-4.67333667,0.46291862,0.00295412,0.24582484,0.01129773,0.05461787,0.22495694,0.18885035
-4.66733367,0.49007282,0.00285957,0.26268822,0.01272029,0.05638889,0.24239928,0.20047787
-4.66133067,0.52316612,0.00281212,0.28223074,0.01423031,0.05924034,0.26229863,0.21426942
-4.65532766,0.56152011,0.00280673,0.30407940,0.01581366,0.06310831,0.28434203,0.22994290
-4.64932466,0.60437217,0.00283796,0.32781295,0.01745326,0.06792099,0.30816863,0.24717933
-4.64332166,0.65088095,0.00290009,0.35296633,0.01912928,0.07359790,0.33337309,0.26562639
-4.63731866,0.70013466,0.00298717,0.37903684,0.02081930,0.08004926,0.35951053,0.28490323
-4.63131566,0.75116235,0.00309322,0.40549222,0.02249873,0.08717559,0.38610336,0.30460645
-4.62531266,0.80294831,0.00321226,0.43178033,0.02414129,0.09486761,0.41264980,0.32431742
-4.61930965,0.85444957,0.00333845,0.45734056,0.02571966,0.10300653,0.43863401,0.34361072
-4.61330665,0.90461604,0.00346621,0.48161647,0.02720614,0.11146493,0.46353761,0.36206352
-4.60730365,0.95241298,0.00359030,0.50406937,0.02857343,0.12010802,0.48685223,0.37926570
-4.60130065,0.99684504,0.00370592,0.52419232,0.02979550,0.12879567,0.50809275,0.39483030
-4.59529765,1.03698118,0.00380883,0.54152402,0.03084834,0.13738485,0.52681062,0.40840401
-4.58929465,1.07197952,0.00389539,0.55566207,0.03171078,0.14573284,0.54260687,0.41967723
-4.58329165,1.10111116,0.00396272,0.56627484,0.03236522,0.15370076,0.55514417,0.42839329
-4.57728864,1.12378211,0.00400869,0.57311163,0.03279820,0.16115772,0.56415750,0.43435643
-4.57128564,1.13955233,0.00403202,0.57601049,0.03300094,0.16798525,0.56946289,0.43743827
-4.56528264,1.14815124,0.00403232,0.57490336,0.03296962,0.17408189,0.57096394,0.43758237
-4.55927964,1.14948888,0.00401009,0.56981822,0.03270560,0.17936796,0.56865570,0.43480671
-4.55327664,1.14366259,0.00396677,0.56087832,0.03221534,0.18379017,0.56262594,0.42920407
-4.54727364,1.13095864,0.00390469,0.54829827,0.03151028,0.18732602,0.55305358,0.42094022
-4.54127064,1.11184915,0.00382707,0.53237740,0.03060642,0.18998775,0.54020448,0.41025003
-4.53526763,1.08698423,0.00373797,0.51349055,0.02952386,0.19182578,0.52442489,0.39743180
-4.52926463,1.05717988,0.00364226,0.49207680,0.02828617,0.19293144,0.50613262,0.38283989
-4.52326163,1.02340222,0.00354551,0.46862666,0.02691967,0.19343878,0.48580669,0.36687617
-4.51725863,0.98674848,0.00345396,0.44366820,0.02545265,0.19352552,0.46397552,0.34998054
-4.51125563,0.94842568,0.00337440,0.41775277,0.02391460,0.19341290,0.44120448,0.33262088
-4.50525263,0.90972744,0.00331409,0.39144085,0.02233537,0.19336444,0.41808303,0.31528284
-4.49924962,0.87200973,0.00328065,0.36528847,0.02074446,0.19368341,0.39521188,0.29845969
-4.49324662,0.83666591,0.00328194,0.33983465,0.01917033,0.19470916,0.37319074,0.28264256
-4.48724362,0.80510165,0.00332594,0.31559024,0.01763976,0.19681214,0.35260662,0.26831119
-4.48124062,0.77870983,0.00342060,0.29302824,0.01617740,0.20038758,0.33402316,0.25592534
-4.47523762,0.75884572,0.00357370,0.27257585,0.01480533,0.20584803,0.31797090,0.24591683
-4.46923462,0.74680247,0.00379266,0.25460812,0.01354278,0.21361453,0.30493864,0.23868233
-4.46323162,0.74378684,0.00408439,0.23944325,0.01240595,0.22410671,0.29536583,0.23457668
-4.45722861,0.75089522,0.00445504,0.22733925,0.01140788,0.23773180,0.28963587,0.23390677
-4.45122561,0.76908996,0.00490980,0.21849198,0.01055849,0.25487278,0.28807031,0.23692589
-4.44522261,0.79917601,0.00545271,0.21303411,0.00986457,0.27587587,0.29092377,0.24382846
-4.43921961,0.84177816,0.00608638,0.21103512,0.00932991,0.30103763,0.29837960,0.25474511
-4.43321661,0.89731923,0.00681177,0.21250186,0.00895543,0.33059201,0.31054618,0.26973822
-4.42721361,0.96599986,0.00762799,0.21737988,0.00873933,0.36469782,0.32745398,0.28879800
-4.42121061,1.04778046,0.00853208,0.22555520,0.00867726,0.40342703,0.34905344,0.31183918
-4.41520760,1.14236647,0.00951891,0.23685675,0.00876254,0.44675444,0.37521376,0.33869878
-4.40920460,1.24919777,0.01058097,0.25105933,0.00898628,0.49454926,0.40572288,0.36913497
-4.40320160,1.36744344,0.01170842,0.26788735,0.00933765,0.54656912,0.44028892,0.40282752
-4.39719860,1.49600286,0.01288907,0.28701940,0.00980403,0.60245704,0.47854312,0.43938004
-4.39119560,1.63351422,0.01410849,0.30809371,0.01037126,0.66174175,0.52004469,0.47832439
-4.38519260,1.77837098,0.01535023,0.33071470,0.01102388,0.72384181,0.56428760,0.51912732
-4.37918959,1.92874696,0.01659607,0.35446060,0.01174539,0.78807353,0.61070944,0.56119956
-4.37318659,2.08262985,0.01782644,0.37889220,0.01251859,0.85366294,0.65870221,0.60390737
-4.36718359,2.23786308,0.01902085,0.40356251,0.01332586,0.91976153,0.70762508,0.64658632
-4.36118059,2.39219486,0.02015842,0.42802731,0.01414961,0.98546548,0.75681863,0.68855714
-4.35517759,2.54333334,0.02121847,0.45185635,0.01497264,1.04983776,0.80562035,0.72914309
-4.34917459,2.68900609,0.02218114,0.47464463,0.01577861,1.11193249,0.85338074,0.76768837
-4.34317159,2.82702169,0.02302795,0.49602373,0.01655247,1.17082065,0.89947961,0.80357692
-4.33716858,2.95533121,0.02374245,0.51567242,0.01728088,1.22561614,0.94334174,0.83625083
-4.33116558,3.07208706,0.02431075,0.53332630,0.01795270,1.27550112,0.98445142,0.86522758
-4.32516258,3.17569663,0.02472199,0.54878598,0.01855931,1.31974970,1.02236516,0.89011539
-4.31915958,3.26486852,0.02496868,0.56192327,0.01909499,1.35774885,1.05672201,0.91062594
-4.31315658,3.33864915,0.02504705,0.57268527,0.01955709,1.38901576,1.08725115,0.92658388
-4.30715358,3.39644831,0.02495709,0.58109587,0.01994625,1.41321082,1.11377627,0.93793252
