energy_ev,total_up,In_p_up,In_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-6.00000000,1.69215326,0.28755943,0.00758688,0.45931498,1.39204438,0.01298434,0.00000000
-5.99399700,1.71605449,0.28796382,0.00783975,0.46369142,1.41266339,0.01347199,0.00000000
-5.98799400,1.73597977,0.28731531,0.00808467,0.46697255,1.42990774,0.01424240,0.00000000
-5.98199100,1.75243123,0.28572609,0.00832408,0.46925228,1.44419656,0.01529091,0.00000000
-5.97598799,1.76605086,0.28333939,0.00856104,0.47066890,1.45605886,0.01661787,0.00000000
-5.96998499,1.77759858,0.28032720,0.00879905,0.47139763,1.46611560,0.01822799,0.00000000
-5.96398199,1.78792621,0.27688717,0.00904191,0.47164194,1.47505844,0.02012970,0.00000000
-5.95797899,1.79794882,0.27323900,0.00929358,0.47162419,1.48362635,0.02233447,0.00000000
-5.95197599,1.80861492,0.26962048,0.00955799,0.47157590,1.49258132,0.02485620,0.00000000
-5.94597299,1.82087729,0.26628334,0.00983892,0.47172835,1.50268471,0.02771070,0.00000000
-5.93996998,1.83566598,0.26348920,0.01013983,0.47230383,1.51467544,0.03091519,0.00000000
-5.93396698,1.85386495,0.26150562,0.01046377,0.47350804,1.52925116,0.03448801,0.00000000
-5.92796398,1.87629353,0.26060259,0.01081332,0.47552405,1.54705362,0.03844828,0.00000000
-5.92196098,1.90369340,0.26104927,0.01119051,0.47850798,1.56865846,0.04281580,0.00000000
-5.91595798,1.93672148,0.26311134,0.01159687,0.48258657,1.59457016,0.04761093,0.00000000
-5.90995498,1.97594858,0.26704854,0.01203341,0.48785669,1.62522159,0.05285458,0.00000000
-5.90395198,2.02186317,0.27311260,0.01250074,0.49438668,1.66097798,0.05856816,0.00000000
-5.89794897,2.07487922,0.28154532,0.01299909,0.50221914,1.70214412,0.06477355,0.00000000
-5.89194597,2.13534662,0.29257649,0.01352852,0.51137495,1.74897395,0.07149294,0.00000000
-5.88594297,2.20356262,0.30642170,0.01408892,0.52185811,1.80168074,0.07874860,0.00000000
-5.87993997,2.27978236,0.32327963,0.01468019,0.53366074,1.86044671,0.08656236,0.00000000
-5.87393697,2.36422675,0.34332876,0.01530229,0.54676789,1.92543040,0.09495499,0.00000000
-5.86793397,2.45708613,0.36672330,0.01595532,0.56116170,1.99677054,0.10394520,0.00000000
-5.86193097,2.55851832,0.39358836,0.01663948,0.57682430,2.07458533,0.11354842,0.00000000
-5.85592796,2.66864034,0.42401425,0.01735513,0.59373933,2.15896637,0.12377530,0.00000000
-5.84992496,2.78751332,0.45805010,0.01810263,0.61189177,2.24996706,0.13462991,0.00000000
-5.84392196,2.91512103,0.49569688,0.01888226,0.63126599,2.34758565,0.14610778,0.00000000
-5.83791896,3.05134278,0.53690024,0.01969406,0.65184206,2.45174358,0.15819376,0.00000000
-5.83191596,3.19592226,0.58154332,0.02053759,0.67359066,2.56226039,0.17085987,0.00000000
-5.82591296,3.34843418,0.62944013,0.02141176,0.69646675,2.67882683,0.18406321,0.00000000
-5.81990995,3.50825117,0.68032980,0.02231456,0.72040257,2.80097792,0.19774412,0.00000000
-5.81390695,3.67451347,0.73387232,0.02324287,0.74530044,2.92806827,0.21182466,0.00000000
-5.80790395,3.84610409,0.78964610,0.02419224,0.77102598,3.05925165,0.22620757,0.00000000
-5.80190095,4.02163206,0.84714791,0.02515673,0.79740229,3.19346706,0.24077591,0.00000000
-5.79589795,4.19942600,0.90579545,0.02612885,0.82420569,3.32943297,0.25539340,0.00000000
-5.78989495,4.37753991,0.96493288,0.02709950,0.85116350,3.46565138,0.26990559,0.00000000
-5.78389195,4.55377239,1.02383947,0.02805805,0.87795418,3.60042257,0.28414191,0.00000000
-5.77788894,4.72569981,1.08174133,0.02899243,0.90421027,3.73187096,0.29791864,0.00000000
-5.77188594,4.89072324,1.13782618,0.02988944,0.92952399,3.85798196,0.31104260,0.00000000
-5.76588294,5.04612815,1.19126073,0.03073498,0.95345566,3.97664891,0.32331577,0.00000000
-5.75987994,5.18915498,1.24121038,0.03151447,0.97554469,4.08572863,0.33454039,0.00000000
-5.75387694,5.31707819,1.28686062,0.03221328,0.99532263,4.18310370,0.34452460,0.00000000
-5.74787394,5.42729076,1.32743937,0.03281722,1.01232803,4.26674877,0.35308826,0.00000000
-5.74187094,5.51739044,1.36223961,0.03331304,1.02612232,4.33479840,0.36006884,0.00000000
-5.73586793,5.58526430,1.39064130,0.03368890,1.03630609,4.38561318,0.36532703,0.00000000
-5.72986493,5.62916751,1.41213190,0.03393491,1.04253504,4.41784129,0.36875190,0.00000000
-5.72386193,5.64779287,1.42632448,0.03404349,1.04453485,4.43047245,0.37026533,0.00000000
-5.71785893,5.64032760,1.43297280,0.03400976,1.04211438,4.42288188,0.36982556,0.00000000
-5.71185593,5.60649479,1.43198250,0.03383177,1.03517633,4.39486179,0.36742958,0.00000000
-5.70585293,5.54657705,1.42341795,0.03351072,1.02372515,4.34663899,0.36311437,0.00000000
-5.69984992,5.46142137,1.40750439,0.03305094,1.00787144,4.27887747,0.35695682,0.00000000
-5.69384692,5.35242426,1.38462507,0.03245986,0.98783293,4.19266567,0.34907235,0.00000000
-5.68784392,5.22149789,1.35531336,0.03174778,0.96393168,4.08948875,0.33961226,0.00000000
-5.68184092,5.07101823,1.32024022,0.03092761,0.93658764,3.97118696,0.32875995,0.00000000
-5.67583792,4.90375725,1.28019714,0.03001444,0.90630884,3.83990170,0.31672603,0.00000000
-5.66983492,4.72280198,1.23607531,0.02902505,0.87367847,3.69801163,0.30374269,0.00000000
-5.66383192,4.53146361,1.18884170,0.02797740,0.83933933,3.54806127,0.29005740,0.00000000
-5.65782891,4.33318037,1.13951286,0.02689001,0.80397632,3.39268517,0.27592618,0.00000000
-5.65182591,4.13141796,1.08912736,0.02578140,0.76829747,3.23453071,0.26160686,0.00000000
-5.64582291,3.92957154,1.03871788,0.02466947,0.73301428,3.07618251,0.24735232,0.00000000
-5.63981991,3.73087283,0.98928390,0.02357100,0.69882206,2.92009146,0.23340410,0.00000000
-5.63381691,3.53830591,0.94176584,0.02250116,0.66638092,2.76851085,0.21998660,0.00000000
-5.62781391,3.35453437,0.89702163,0.02147307,0.63629800,2.62344202,0.20730193,0.00000000
-5.62181091,3.18184231,0.85580624,0.02049757,0.60911165,2.48659104,0.19552566,0.00000000
-5.61580790,3.02209063,0.81875502,0.01958293,0.58527785,2.35933761,0.18480346,0.00000000
-5.60980490,2.87668966,0.78637098,0.01873485,0.56515944,2.24271687,0.17524880,0.00000000
-5.60380190,2.74658814,0.75901655,0.01795639,0.54901839,2.13741397,0.16694165,0.00000000
-5.59779890,2.63227818,0.73690986,0.01724814,0.53701123,2.04377093,0.15992816,0.00000000
-5.59179590,2.53381510,0.72012539,0.01660844,0.52918793,1.96180472,0.15422136,0.00000000
-5.58579290,2.45085037,0.70859903,0.01603361,0.52549399,1.89123515,0.14980266,0.00000000
-5.57978989,2.38267590,0.70213706,0.01551837,0.52577585,1.83152092,0.14662417,0.00000000
-5.57378689,2.32827728,0.70042879,0.01505618,0.52978930,1.78190180,0.14461168,0.00000000
-5.56778389,2.28639352,0.70306239,0.01463968,0.53721077,1.74144510,0.14366818,0.00000000
-5.56178089,2.25558104,0.70954325,0.01426111,0.54765109,1.70909444,0.14367783,0.00000000
-5.55577789,2.23427949,0.71931453,0.01391270,0.56067134,1.68371896,0.14451019,0.00000000
-5.54977489,2.22087727,0.73177904,0.01358706,0.57580042,1.66416133,0.14602468,0.00000000
-5.54377189,2.21377482,0.74632215,0.01327751,0.59255382,1.64928326,0.14807507,0.00000000
-5.53776888,2.21144419,0.76233487,0.01297835,0.61045310,1.63800720,0.15051394,0.00000000
-5.53176588,2.21248332,0.77923674,0.01268511,0.62904541,1.62935344,0.15319703,0.00000000
-5.52576288,2.21566414,0.79649776,0.01239468,0.64792263,1.62247204,0.15598733,0.00000000
-5.51975988,2.21997366,0.81365897,0.01210544,0.66673945,1.61666909,0.15875884,0.00000000
-5.51375688,2.22464733,0.83035103,0.01181725,0.68522973,1.61142722,0.16140000,0.00000000
-5.50775388,2.22919447,0.84631034,0.01153150,0.70322062,1.60642014,0.16381658,0.00000000
-5.50175088,2.23341515,0.86139226,0.01125099,0.72064383,1.60152143,0.16593409,0.00000000
-5.49574787,2.23740876,0.87558082,0.01097985,0.73754360,1.59680755,0.16769956,0.00000000
-5.48974487,2.24157368,0.88899478,0.01072337,0.75408077,1.59255519,0.16908267,0.00000000
-5.48374187,2.24659836,0.90188945,0.01048784,0.77053268,1.58923312,0.17007624,0.00000000
-5.47773887,2.25344362,0.91465414,0.01028034,0.78728871,1.58748869,0.17069602,0.00000000
-5.47173587,2.26331635,0.92780507,0.01010855,0.80484110,1.58812906,0.17097966,0.00000000
-5.46573287,2.27763475,0.94197365,0.00998046,0.82377138,1.59209731,0.17098509,0.00000000
-5.45972986,2.29798564,0.95789018,0.00990420,0.84473237,1.60044379,0.17078818,0.00000000
-5.45372686,2.32607424,0.97636323,0.00988771,0.86842618,1.61429292,0.17047978,0.00000000
-5.44772386,2.36366753,0.99825506,0.00993858,0.89557885,1.63480602,0.17016215,0.00000000
-5.44172086,2.41253203,1.02445357,0.01006372,0.92691225,1.66314075,0.16994511,0.00000000
-5.43571786,2.47436774,1.05584155,0.01026918,0.96311411,1.70040813,0.16994165,0.00000000
-5.42971486,2.55073982,1.09326398,0.01055987,1.00480732,1.74762806,0.17026359,0.00000000
-5.42371186,2.64301007,1.13749439,0.01093937,1.05251947,1.80568477,0.17101697,0.00000000
-5.41770885,2.75227054,1.18920146,0.01140971,1.10665391,1.87528346,0.17229783,0.00000000
-5.41170585,2.87928166,1.24891682,0.01197122,1.16746355,1.95690987,0.17418808,0.00000000
-5.40570285,3.02441732,1.31700546,0.01262239,1.23502847,2.05079426,0.17675195,0.00000000
-5.39969985,3.18761940,1.39363976,0.01335976,1.30923849,2.15688149,0.18003300,0.00000000
-5.39369685,3.36836392,1.47877836,0.01417791,1.38978161,2.27480861,0.18405188,0.00000000
-5.38769385,3.56564069,1.57215074,0.01506943,1.47613903,2.40389140,0.18880490,0.00000000
-5.38169085,3.77794810,1.67324850,0.01602500,1.56758719,2.54312076,0.19426346,0.00000000
-5.37568784,4.00330377,1.78132373,0.01703353,1.66320708,2.69116966,0.20037441,0.00000000
-5.36968484,4.23927143,1.89539502,0.01808231,1.76190072,2.84641086,0.20706131,0.00000000
-5.36368184,4.48300382,2.01426101,0.01915728,1.86241421,3.00694528,0.21422648,0.00000000
-5.35767884,4.73130027,2.13652141,0.02024332,1.96336689,3.17064023,0.22175385,0.00000000
-5.35167584,4.98067738,2.26060481,0.02132456,2.06328539,3.33517633,0.22951232,0.00000000
-5.34567284,5.22745052,2.38480261,0.02238474,2.16064136,3.49810180,0.23735970,0.00000000
-5.33966983,5.46782317,2.50730797,0.02340763,2.25389160,3.65689182,0.24514687,0.00000000
-5.33366683,5.69798096,2.62625851,0.02437736,2.34151890,3.80901125,0.25272209,0.00000000
-5.32766383,5.91418705,2.73978134,0.02527883,2.42207212,3.95197807,0.25993519,0.00000000
-5.32166083,6.11287531,2.84603901,0.02609804,2.49420404,4.08342537,0.26664168,0.00000000
-5.31565783,6.29073805,2.94327467,0.02682242,2.55670554,4.20115958,0.27270630,0.00000000
-5.30965483,6.44480525,3.02985515,0.02744107,2.60853491,4.30321304,0.27800626,0.00000000
-5.30365183,6.57251261,3.10431042,0.02794499,2.64884143,4.38788890,0.28243379,0.00000000
-5.29764882,6.67175659,3.16536824,0.02832723,2.67698250,4.45379732,0.28589813,0.00000000
-5.29164582,6.74093478,3.21198305,0.02858293,2.69253401,4.49988171,0.28832684,0.00000000
-5.28564282,6.77897105,3.24335825,0.02870939,2.69529390,4.52543483,0.28966652,0.00000000
-5.27963982,6.78532529,3.25896134,0.02870596,2.68527921,4.53010448,0.28988289,0.00000000
-5.27363682,6.75998839,3.25853183,0.02857402,2.66271710,4.51388946,0.28896040,0.00000000
-5.26763382,6.70346360,3.24208182,0.02831675,2.62803070,4.47712631,0.28690142,0.00000000
-5.26163082,6.61673567,3.20988957,0.02793902,2.58182062,4.42046822,0.28372502,0.00000000
-5.25562781,6.50123004,3.16248673,0.02744713,2.52484313,4.34485728,0.27946560,0.00000000
-5.24962481,6.35876385,3.10063970,0.02684862,2.45798618,4.25149151,0.27417132,0.00000000
-5.24362181,6.19149133,3.02532625,0.02615202,2.38224417,4.14178837,0.26790247,0.00000000
-5.23761881,6.00184557,2.93770810,0.02536665,2.29869254,4.01734609,0.26072989,0.00000000
-5.23161581,5.79247882,2.83910072,0.02450237,2.20846295,3.87990424,0.25273337,0.00000000
-5.22561281,5.56620316,2.73094122,0.02356944,2.11271976,3.73130480,0.24400020,0.00000000
-5.21960980,5.32593317,2.61475539,0.02257829,2.01263846,3.57345474,0.23462382,0.00000000
-5.21360680,5.07463177,2.49212481,0.02153940,1.90938625,3.40829092,0.22470254,0.00000000
-5.20760380,4.81526025,2.36465498,0.02046318,1.80410507,3.23774784,0.21433838,0.00000000
-5.20160080,4.55073320,2.23394502,0.01935980,1.69789720,3.06372876,0.20363602,0.00000000
-5.19559780,4.28387849,2.10155975,0.01823918,1.59181323,2.88808015,0.19270171,0.00000000
-5.18959480,4.01740274,1.96900454,0.01711084,1.48684244,2.71256979,0.18164236,0.00000000
-5.18359180,3.75386196,1.83770330,0.01598388,1.38390514,2.53886809,0.17056445,0.00000000
-5.17758879,3.49563730,1.70897978,0.01486690,1.28384701,2.36853278,0.15957313,0.00000000
-5.17158579,3.24491561,1.58404249,0.01376797,1.18743489,2.20299654,0.14877116,0.00000000
-5.16558279,3.00367441,1.46397292,0.01269456,1.09535395,2.04355735,0.13825790,0.00000000
-5.15957979,2.77367096,1.34971727,0.01165354,1.00820594,1.89137147,0.12812828,0.00000000
-5.15357679,2.55643512,1.24208135,0.01065110,0.92650831,1.74744865,0.11847175,0.00000000
-5.14757379,2.35326552,1.14172840,0.00969273,0.85069405,1.61264949,0.10937130,0.00000000
-5.14157079,2.16522887,1.04917968,0.00878324,0.78111201,1.48768474,0.10090242,0.00000000
-5.13556778,1.99316204,0.96481735,0.00792668,0.71802786,1.37311647,0.09313220,0.00000000
-5.12956478,1.83767671,0.88888943,0.00712638,0.66162522,1.26936092,0.08611844,0.00000000
-5.12356178,1.69916620,0.82151641,0.00638494,0.61200732,1.17669289,0.07990886,0.00000000
-5.11755878,1.57781442,0.76269929,0.00570422,0.56919880,1.09525173,0.07454041,0.00000000
-5.11155578,1.47360658,0.71232853,0.00508541,0.53314797,1.02504857,0.07003871,0.00000000
-5.10555278,1.38634141,0.67019392,0.00452904,0.50372928,0.96597479,0.06641756,0.00000000
-5.09954977,1.31564470,0.63599477,0.00403503,0.48074612,0.91781151,0.06367864,0.00000000
-5.09354677,1.26098395,0.60935048,0.00360276,0.46393405,0.88023996,0.06181130,0.00000000
-5.08754377,1.22168371,0.58981114,0.00323111,0.45296441,0.85285244,0.06079258,0.00000000
-5.08154077,1.19694171,0.57686810,0.00291855,0.44744841,0.83516368,0.06058732,0.00000000
-5.07553777,1.18584520,0.56996430,0.00266319,0.44694181,0.82662243,0.06114850,0.00000000
-5.06953477,1.18738763,0.56850446,0.00246285,0.45095018,0.82662298,0.06241776,0.00000000
-5.06353177,1.20048533,0.57186484,0.00231514,0.45893499,0.83451642,0.06432619,0.00000000
-5.05752876,1.22399408,0.57940281,0.00221747,0.47032032,0.84962144,0.06679526,0.00000000
-5.05152576,1.25672550,0.59046600,0.00216717,0.48450053,0.87123455,0.06973804,0.00000000
-5.04552276,1.29746311,0.60440113,0.00216145,0.50084866,0.89863954,0.07306069,0.00000000
-5.03951976,1.34497789,0.62056250,0.00219750,0.51872578,0.93111603,0.07666406,0.00000000
-5.03351676,1.39804337,0.63832012,0.00227244,0.53749087,0.96794715,0.08044565,0.00000000
-5.02751376,1.45545003,0.65706737,0.00238339,0.55651150,1.00842622,0.08430161,0.00000000
-5.02151076,1.51601890,0.67622826,0.00252745,0.57517479,1.05186245,0.08812893,0.00000000
-5.01550775,1.57861422,0.69526413,0.00270166,0.59289853,1.09758569,0.09182771,0.00000000
-5.00950475,1.64215503,0.71367965,0.00290306,0.60914219,1.14495026,0.09530341,0.00000000
-5.00350175,1.70562547,0.73102821,0.00312862,0.62341742,1.19333791,0.09846904,0.00000000
-4.99749875,1.76808369,0.74691629,0.00337525,0.63529768,1.24216005,0.10124717,0.00000000
-4.99149575,1.82866917,0.76100697,0.00363978,0.64442667,1.29085929,0.10357174,0.00000000
