energy_ev,total_up,Mg_p_up,Mg_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.59779890,1.32898136,0.50180329,0.00000000,0.50472218,0.42419594,0.00602539,0.21744297,0.00595361,0.63214582
-5.59179590,1.31105078,0.49693535,0.00000000,0.50166710,0.41467949,0.00642623,0.20903115,0.00569277,0.63480753
-5.58579290,1.29388679,0.49198853,0.00000000,0.50006314,0.40506235,0.00680993,0.20155974,0.00542319,0.63743596
-5.57978989,1.27827899,0.48726936,0.00000000,0.50023353,0.39562163,0.00717112,0.19515779,0.00515079,0.64035697
-5.57378689,1.26502596,0.48308976,0.00000000,0.50250547,0.38663540,0.00750481,0.18995061,0.00488143,0.64390849
-5.56778389,1.25491977,0.47975939,0.00000000,0.50720331,0.37837671,0.00780647,0.18605847,0.00462080,0.64843418
-5.56178089,1.24873077,0.47757839,0.00000000,0.51464155,0.37110800,0.00807222,0.18359541,0.00437424,0.65427689
-5.55577789,1.24719279,0.47683031,0.00000000,0.52511739,0.36507595,0.00829896,0.18266778,0.00414659,0.66177193
-5.54977489,1.25098861,0.47777561,0.00000000,0.53890319,0.36050667,0.00848442,0.18337284,0.00394215,0.67124014
-5.54377189,1.26073584,0.48064545,0.00000000,0.55623873,0.35760146,0.00862722,0.18579697,0.00376453,0.68298071
-5.53776888,1.27697304,0.48563601,0.00000000,0.57732354,0.35653293,0.00872692,0.19001384,0.00361658,0.69726384
-5.53176588,1.30014632,0.49290333,0.00000000,0.60230942,0.35744154,0.00878395,0.19608222,0.00350043,0.71432323
-5.52576288,1.33059653,0.50255862,0.00000000,0.63129332,0.36043273,0.00879961,0.20404381,0.00341737,0.73434860
-5.51975988,1.36854730,0.51466430,0.00000000,0.66431081,0.36557434,0.00877595,0.21392073,0.00336793,0.75747850
-5.51375688,1.41409431,0.52923075,0.00000000,0.70133048,0.37289475,0.00871564,0.22571322,0.00335187,0.78379350
-5.50775388,1.46719639,0.54621397,0.00000000,0.74224949,0.38238148,0.00862187,0.23939727,0.00336827,0.81331027
-5.50175088,1.52766867,0.56551422,0.00000000,0.78689051,0.39398059,0.00849822,0.25492258,0.00341552,0.84597680
-5.49574787,1.59517873,0.58697593,0.00000000,0.83500039,0.40759678,0.00834845,0.27221089,0.00349146,0.88166901
-5.48974487,1.66924590,0.61038889,0.00000000,0.88625072,0.42309443,0.00817641,0.29115485,0.00359348,0.92018932
-5.48374187,1.74924447,0.63549084,0.00000000,0.94024044,0.44029960,0.00798589,0.31161756,0.00371858,0.96126721
-5.47773887,1.83441094,0.66197161,0.00000000,0.99650055,0.45900307,0.00778049,0.33343294,0.00386348,1.00456207
-5.47173587,1.92385562,0.68947874,0.00000000,1.05450096,0.47896442,0.00756358,0.35640690,0.00402481,1.04966851
-5.46573287,2.01657841,0.71762455,0.00000000,1.11365933,0.49991714,0.00733817,0.38031954,0.00419916,1.09612396
-5.45972986,2.11148877,0.74599450,0.00000000,1.17335161,0.52157479,0.00710692,0.40492812,0.00438324,1.14341853
-5.45372686,2.20742910,0.77415671,0.00000000,1.23292420,0.54363786,0.00687212,0.42997103,0.00457400,1.19100690
-5.44772386,2.30320117,0.80167227,0.00000000,1.29170700,0.56580148,0.00663569,0.45517238,0.00476877,1.23832176
-5.44172086,2.39759462,0.82810609,0.00000000,1.34902725,0.58776348,0.00639925,0.48024718,0.00496540,1.28478853
-5.43571786,2.48941655,0.85303784,0.00000000,1.40422343,0.60923266,0.00616412,0.50490698,0.00516231,1.32984060
-5.42971486,2.57752130,0.87607275,0.00000000,1.45665895,0.62993708,0.00593145,0.52886555,0.00535869,1.37293482
-5.42371186,2.66083917,0.89685171,0.00000000,1.50573489,0.64963190,0.00570223,0.55184458,0.00555451,1.41356649
-5.41770885,2.73840322,0.91506040,0.00000000,1.55090177,0.66810667,0.00547737,0.57357900,0.00575068,1.45128335
-5.41170585,2.80937315,0.93043714,0.00000000,1.59166956,0.68519170,0.00525781,0.59382181,0.00594906,1.48569822
-5.40570285,2.87305551,0.94277921,0.00000000,1.62761607,0.70076340,0.00504449,0.61234823,0.00615255,1.51649972
-5.39969985,2.92891959,0.95194729,0.00000000,1.65839339,0.71474826,0.00483849,0.62895895,0.00636507,1.54346092
-5.39369685,2.97660863,0.95786822,0.00000000,1.68373221,0.72712547,0.00464095,0.64348253,0.00659161,1.56644555
-5.38769385,3.01594613,0.96053571,0.00000000,1.70344439,0.73792805,0.00445319,0.65577688,0.00683814,1.58541182
-5.38169085,3.04693724,0.96000928,0.00000000,1.71742353,0.74724242,0.00427662,0.66572977,0.00711160,1.60041361
-5.37568784,3.06976535,0.95641145,0.00000000,1.72564404,0.75520649,0.00411277,0.67325864,0.00741978,1.61159926
-5.36968484,3.08478419,0.94992331,0.00000000,1.72815866,0.76200623,0.00396323,0.67830969,0.00777118,1.61920794
-5.36368184,3.09250588,0.94077878,0.00000000,1.72509489,0.76787088,0.00382964,0.68085650,0.00817485,1.62356371
-5.35767884,3.09358518,0.92925773,0.00000000,1.71665045,0.77306678,0.00371362,0.68089831,0.00864017,1.62506750
-5.35167584,3.08880065,0.91567814,0.00000000,1.70308797,0.77789013,0.00361671,0.67845814,0.00917660,1.62418707
-5.34567284,3.07903297,0.90038771,0.00000000,1.68472910,0.78265848,0.00354034,0.67358099,0.00979337,1.62144526
-5.33966983,3.06524096,0.88375493,0.00000000,1.66194808,0.78770153,0.00348574,0.66633208,0.01049919,1.61740648
-5.33366683,3.04843570,0.86616006,0.00000000,1.63516496,0.79335095,0.00345388,0.65679540,0.01130187,1.61266188
-5.32766383,3.02965323,0.84798596,0.00000000,1.60483832,0.79992970,0.00344543,0.64507241,0.01220793,1.60781320
-5.32166083,3.00992609,0.82960913,0.00000000,1.57145751,0.80774097,0.00346072,0.63128109,0.01322224,1.60345559
-5.31565783,2.99025435,0.81139100,0.00000000,1.53553444,0.81705693,0.00349965,0.61555508,0.01434760,1.60015985
-5.30965483,2.97157656,0.79366965,0.00000000,1.49759480,0.82810763,0.00356169,0.59804298,0.01558439,1.59845423
-5.30365183,2.95474124,0.77675203,0.00000000,1.45816878,0.84107039,0.00364583,0.57890754,0.01693023,1.59880640
-5.29764882,2.94047965,0.76090696,0.00000000,1.41778121,0.85605995,0.00375059,0.55832480,0.01837968,1.60160607
-5.29164582,2.92938067,0.74635886,0.00000000,1.37694147,0.87311995,0.00387399,0.53648291,0.01992403,1.60714894
-5.28564282,2.92186870,0.73328255,0.00000000,1.33613311,0.89221596,0.00401355,0.51358056,0.02155119,1.61562253
-5.27963982,2.91818557,0.72179905,0.00000000,1.29580362,0.91323070,0.00416635,0.48982504,0.02324564,1.62709467
-5.27363682,2.91837747,0.71197284,0.00000000,1.25635467,0.93596167,0.00432904,0.46542986,0.02498853,1.64150538
-5.26763382,2.92228772,0.70381042,0.00000000,1.21813309,0.96012161,0.00449791,0.44061183,0.02675792,1.65866265
-5.26163082,2.92955643,0.69726053,0.00000000,1.18142322,0.98534209,0.00466895,0.41558797,0.02852912,1.67824275
-5.25562781,2.93962730,0.69221597,0.00000000,1.14644077,1.01118031,0.00483794,0.39057197,0.03027517,1.69979538
-5.24962481,2.95176218,0.68851720,0.00000000,1.11332892,1.03712915,0.00500056,0.36577067,0.03196746,1.72275387
-5.24362181,2.96506311,0.68595753,0.00000000,1.08215654,1.06263030,0.00515246,0.34138056,0.03357641,1.74645026
-5.23761881,2.97850160,0.68429000,0.00000000,1.05291915,1.08709010,0.00528943,0.31758443,0.03507227,1.77013501
-5.23161581,2.99095406,0.68323565,0.00000000,1.02554239,1.10989775,0.00540746,0.29454849,0.03642600,1.79300075
-5.22561281,3.00124242,0.68249293,0.00000000,0.99988812,1.13044498,0.00550291,0.27241989,0.03761008,1.81420904
-5.21960980,3.00817807,0.68174804,0.00000000,0.97576287,1.14814661,0.00557255,0.25132494,0.03859941,1.83291935
-5.21360680,3.01060740,0.68068570,0.00000000,0.95292832,1.16246107,0.00561371,0.23136792,0.03937213,1.84831870
-5.20760380,3.00745682,0.67899994,0.00000000,0.93111333,1.17290979,0.00562437,0.21263071,0.03991030,1.85965089
-5.20160080,2.99777515,0.67640457,0.00000000,0.91002699,1.17909483,0.00560315,0.19517297,0.04020055,1.86624383
-5.19559780,2.98077128,0.67264277,0.00000000,0.88937205,1.18071361,0.00554943,0.17903303,0.04023454,1.86753362
-5.18959480,2.95584523,0.66749539,0.00000000,0.86885808,1.17757017,0.00546333,0.16422926,0.04000924,1.86308441
-5.18359180,2.92261116,0.66078774,0.00000000,0.84821378,1.16958227,0.00534568,0.15076189,0.03952708,1.85260283
-5.17758879,2.88091102,0.65239441,0.00000000,0.82719780,1.15678407,0.00519802,0.13861506,0.03879583,1.83594664
-5.17158579,2.83081841,0.64224211,0.00000000,0.80560764,1.13932411,0.00502254,0.12775899,0.03782840,1.81312694
-5.16558279,2.77263236,0.63031026,0.00000000,0.78328637,1.11745877,0.00482197,0.11815222,0.03664238,1.78430415
-5.15957979,2.70686170,0.61662961,0.00000000,0.76012675,1.09154154,0.00459953,0.10974369,0.03525947,1.74977799
-5.15357679,2.63420076,0.60127878,0.00000000,0.73607285,1.06200863,0.00435877,0.10247461,0.03370480,1.70997217
-5.14757379,2.55549800,0.58437917,0.00000000,0.71111923,1.02936161,0.00410352,0.09628012,0.03200609,1.66541460
-5.14157079,2.47171922,0.56608836,0.00000000,0.68530784,0.99414805,0.00383772,0.09109061,0.03019283,1.61671439
-5.13556778,2.38390750,0.54659262,0.00000000,0.65872299,0.95694112,0.00356532,0.08683279,0.02829542,1.56453675
-5.12956478,2.29314184,0.52609866,0.00000000,0.63148480,0.91831900,0.00329018,0.08343045,0.02634426,1.50957724
-5.12356178,2.20049674,0.50482531,0.00000000,0.60374165,0.87884532,0.00301595,0.08080508,0.02436899,1.45253656
-5.11755878,2.10700466,0.48299535,0.00000000,0.57566201,0.83905125,0.00274601,0.07887628,0.02239772,1.39409715
-5.11155578,2.01362297,0.46082795,0.00000000,0.54742619,0.79942021,0.00248341,0.07756212,0.02045643,1.33490255
-5.10555278,1.92120695,0.43853202,0.00000000,0.51921852,0.76037560,0.00223076,0.07677951,0.01856842,1.27554035
-5.09954977,1.83048957,0.41630063,0.00000000,0.49122010,0.72227212,0.00199026,0.07644459,0.01675396,1.21652933
-5.09354677,1.74206878,0.39430684,0.00000000,0.46360277,0.68539071,0.00176366,0.07647332,0.01503002,1.15831099
-5.08754377,1.65640216,0.37270079,0.00000000,0.43652406,0.64993721,0.00155227,0.07678213,0.01341013,1.10124556
-5.08154077,1.57380882,0.35160823,0.00000000,0.41012370,0.61604441,0.00135694,0.07728882,0.01190443,1.04561218
-5.07553777,1.49447769,0.33113030,0.00000000,0.38452127,0.58377729,0.00117814,0.07791353,0.01051972,0.99161290
-5.06953477,1.41848112,0.31134447,0.00000000,0.35981526,0.55314066,0.00101596,0.07857995,0.00925968,0.93937980
-5.06353177,1.34579287,0.29230647,0.00000000,0.33608322,0.52408897,0.00087018,0.07921651,0.00812517,0.88898460
-5.05752876,1.27630880,0.27405294,0.00000000,0.31338287,0.49653724,0.00074030,0.07975771,0.00711451,0.84044982
-5.05152576,1.20986908,0.25660462,0.00000000,0.29175403,0.47037277,0.00062559,0.08014535,0.00622387,0.79376088
-5.04552276,1.14628065,0.23996979,0.00000000,0.27122100,0.44546674,0.00052518,0.08032967,0.00544765,0.74887823
-5.03951976,1.08533855,0.22414781,0.00000000,0.25179536,0.42168536,0.00043804,0.08027034,0.00477886,0.70574893
-5.03351676,1.02684533,0.20913254,0.00000000,0.23347875,0.39889986,0.00036312,0.07993720,0.00420948,0.66431706
-5.02751376,0.97062756,0.19491548,0.00000000,0.21626576,0.37699506,0.00029929,0.07931080,0.00373080,0.62453258
-5.02151076,0.91654913,0.18148846,0.00000000,0.20014644,0.35587630,0.00024546,0.07838253,0.00333376,0.58635830
-5.01550775,0.86452074,0.16884589,0.00000000,0.18510865,0.33547446,0.00020055,0.07715451,0.00300918,0.54977491
-5.00950475,0.81450592,0.15698646,0.00000000,0.17113996,0.31574920,0.00016356,0.07563916,0.00274804,0.51478393
-5.00350175,0.76652332,0.14591428,0.00000000,0.15822912,0.29669031,0.00013358,0.07385848,0.00254168,0.48140880
-4.99749875,0.72064588,0.13563954,0.00000000,0.14636720,0.27831754,0.00010977,0.07184302,0.00238191,0.44969423
-4.99149575,0.67699721,0.12617858,0.00000000,0.13554823,0.26067900,0.00009141,0.06963070,0.00226118,0.41970404
-4.98549275,0.63574560,0.11755360,0.00000000,0.12576954,0.24384837,0.00007791,0.06726544,0.00217265,0.39151792
-4.97948974,0.59709637,0.10979199,0.00000000,0.11703173,0.22792136,0.00006875,0.06479566,0.00211026,0.36522719
-4.97348674,0.56128299,0.10292527,0.00000000,0.10933834,0.21301149,0.00006357,0.06227276,0.00206875,0.34093004
-4.96748374,0.52855736,0.09698784,0.00000000,0.10269530,0.19924561,0.00006210,0.05974958,0.00204369,0.31872645
-4.96148074,0.49917993,0.09201549,0.00000000,0.09711013,0.18675930,0.00006418,0.05727891,0.00203142,0.29871300
-4.95547774,0.47340971,0.08804378,0.00000000,0.09259094,0.17569231,0.00006975,0.05491207,0.00202912,0.28097782
-4.94947474,0.45149460,0.08510631,0.00000000,0.08914536,0.16618423,0.00007885,0.05269763,0.00203466,0.26559574
-4.94347174,0.43366228,0.08323287,0.00000000,0.08677919,0.15837042,0.00009159,0.05068023,0.00204664,0.25262389
-4.93746873,0.42011153,0.08244763,0.00000000,0.08549510,0.15237822,0.00010816,0.04889961,0.00206425,0.24209772
-4.93146573,0.41100439,0.08276731,0.00000000,0.08529114,0.14832353,0.00012881,0.04738967,0.00208724,0.23402756
-4.92546273,0.40645898,0.08419934,0.00000000,0.08615931,0.14630761,0.00015384,0.04617787,0.00211582,0.22839581
-4.91945973,0.40654318,0.08674022,0.00000000,0.08808408,0.14641422,0.00018355,0.04528461,0.00215058,0.22515476
-4.91345673,0.41126914,0.09037395,0.00000000,0.09104104,0.14870692,0.00021828,0.04472291,0.00219236,0.22422512
-4.90745373,0.42058890,0.09507071,0.00000000,0.09499565,0.15322667,0.00025835,0.04449816,0.00224218,0.22549541
-4.90145073,0.43439107,0.10078583,0.00000000,0.09990229,0.15998967,0.00030406,0.04460810,0.00230113,0.22882213
-4.89544772,0.45249890,0.10745908,0.00000000,0.10570354,0.16898543,0.00035564,0.04504288,0.00237027,0.23403098
-4.88944472,0.47466986,0.11501450,0.00000000,0.11232993,0.18017530,0.00041326,0.04578538,0.00245050,0.24091903
-4.88344172,0.50059700,0.12336063,0.00000000,0.11970011,0.19349141,0.00047699,0.04681165,0.00254251,0.24925801
-4.87743872,0.52991233,0.13239138,0.00000000,0.12772156,0.20883630,0.00054680,0.04809150,0.00264669,0.25879872
-4.87143572,0.56219230,0.14198748,0.00000000,0.13629195,0.22608323,0.00062249,0.04958932,0.00276304,0.26927652
-4.86543272,0.59696559,0.15201858,0.00000000,0.14530097,0.24507748,0.00070376,0.05126505,0.00289113,0.28041783
-4.85942971,0.63372320,0.16234597,0.00000000,0.15463287,0.26563871,0.00079012,0.05307522,0.00303006,0.29194758
-4.85342671,0.67193079,0.17282588,0.00000000,0.16416948,0.28756443,0.00088091,0.05497427,0.00317846,0.30359736
-4.84742371,0.71104306,0.18331327,0.00000000,0.17379369,0.31063470,0.00097531,0.05691583,0.00333445,0.31511404
-4.84142071,0.75051974,0.19366600,0.00000000,0.18339322,0.33461811,0.00107237,0.05885415,0.00349574,0.32626856
-4.83541771,0.78984290,0.20374929,0.00000000,0.19286471,0.35927877,0.00117095,0.06074552,0.00365960,0.33686449
-4.82941471,0.82853479,0.21344019,0.00000000,0.20211761,0.38438433,0.00126981,0.06254963,0.00382297,0.34674609
-4.82341171,0.86617553,0.22263192,0.00000000,0.21107806,0.40971465,0.00136761,0.06423094,0.00398252,0.35580528
-4.81740870,0.90241988,0.23123789,0.00000000,0.21969223,0.43507077,0.00146294,0.06575978,0.00413477,0.36398730
-4.81140570,0.93701220,0.23919516,0.00000000,0.22792911,0.46028378,0.00155439,0.06711336,0.00427618,0.37129458
-4.80540270,0.96979864,0.24646709,0.00000000,0.23578247,0.48522309,0.00164053,0.06827649,0.00440328,0.37778861
-4.79939970,1.00073594,0.25304513,0.00000000,0.24327186,0.50980354,0.00172001,0.06924199,0.00451275,0.38358940
-4.79339670,1.02989579,0.25894939,0.00000000,0.25044243,0.53399085,0.00179160,0.07001090,0.00460158,0.38887263
-4.78739370,1.05746449,0.26422815,0.00000000,0.25736367,0.55780484,0.00185419,0.07059219,0.00466714,0.39386415
-4.78139070,1.08373719,0.26895596,0.00000000,0.26412682,0.58132007,0.00190688,0.07100231,0.00470728,0.39883221
-4.77538769,1.10910679,0.27323061,0.00000000,0.27084112,0.60466343,0.00194897,0.07126432,0.00472039,0.40407728
-4.76938469,1.13404740,0.27716884,0.00000000,0.27762900,0.62800862,0.00198000,0.07140676,0.00470550,0.40992006
-4.76338169,1.15909278,0.28090101,0.00000000,0.28462025,0.65156733,0.00199978,0.07146231,0.00466225,0.41668791
-4.75737869,1.18481047,0.28456491,0.00000000,0.29194552,0.67557745,0.00200835,0.07146621,0.00459093,0.42470015
-4.75137569,1.21177241,0.28829894,0.00000000,0.29972930,0.70028840,0.00200603,0.07145462,0.00449249,0.43425302
-4.74537269,1.24052335,0.29223496,0.00000000,0.30808277,0.72594447,0.00199335,0.07146286,0.00436846,0.44560459
-4.73936968,1.27154824,0.29649113,0.00000000,0.31709675,0.75276654,0.00197106,0.07152379,0.00422090,0.45896058
-4.73336668,1.30524037,0.30116506,0.00000000,0.32683518,0.78093336,0.00194009,0.07166614,0.00405237,0.47446148
-4.72736368,1.34187153,0.30632764,0.00000000,0.33732937,0.81056318,0.00190149,0.07191315,0.00386576,0.49217165
-4.72136068,1.38156607,0.31201782,0.00000000,0.34857340,0.84169691,0.00185641,0.07228138,0.00366428,0.51207099
-4.71535768,1.42428011,0.31823868,0.00000000,0.36052083,0.87428382,0.00180605,0.07277979,0.00345130,0.53404953
-4.70935468,1.46978743,0.32495501,0.00000000,0.37308310,0.90817080,0.00175159,0.07340917,0.00323026,0.55790531
-4.70335168,1.51767286,0.33209250,0.00000000,0.38612950,0.94309599,0.00169419,0.07416195,0.00300459,0.58334583
-4.69734867,1.56733411,0.33953876,0.00000000,0.39948906,0.97868755,0.00163490,0.07502227,0.00277759,0.60999301
-4.69134567,1.61799226,0.34714602,0.00000000,0.41295415,1.01446793,0.00157468,0.07596649,0.00255237,0.63739172
-4.68534267,1.66871084,0.35473563,0.00000000,0.42628576,1.04986377,0.00151434,0.07696397,0.00233178,0.66502153
-4.67933967,1.71842302,0.36210400,0.00000000,0.43922025,1.08422133,0.00145455,0.07797819,0.00211835,0.69231137
-4.67333667,1.76596592,0.36902987,0.00000000,0.45147748,1.11682691,0.00139579,0.07896800,0.00191428,0.71865653
-4.66733367,1.81012081,0.37528259,0.00000000,0.46276970,1.14693155,0.00133842,0.07988920,0.00172139,0.74343752
-4.66133067,1.84965731,0.38063092,0.00000000,0.47281118,1.17377886,0.00128264,0.08069613,0.00154114,0.76603983
-4.65532766,1.88337990,0.38485224,0.00000000,0.48132801,1.19663481,0.00122852,0.08134332,0.00137467,0.78587405
-4.64932466,1.91017456,0.38774138,0.00000000,0.48806767,1.21481802,0.00117601,0.08178720,0.00122274,0.80239543
-4.64332166,1.92905336,0.38911908,0.00000000,0.49280808,1.22772912,0.00112501,0.08198761,0.00108585,0.81512212
