energy_ev,total_up,Cd_p_up,Cd_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.48974487,2.89448174,0.16700543,0.24628271,0.71735577,1.77213329,0.01913681,0.04820466,0.01704307,0.95337150
-5.48374187,2.97221509,0.16519874,0.25070625,0.72469434,1.83441626,0.01871804,0.04679114,0.01760237,0.97901648
-5.47773887,3.04706745,0.16385336,0.25534044,0.73279665,1.89284091,0.01829968,0.04551040,0.01819565,1.00406935
-5.47173587,3.11755349,0.16293184,0.26006176,0.74136686,1.94644701,0.01788112,0.04435783,0.01880929,1.02802373
-5.46573287,3.18224281,0.16239307,0.26474285,0.75010935,1.99433460,0.01746214,0.04332740,0.01942905,1.05039023
-5.45972986,3.23979541,0.16219330,0.26925443,0.75873359,2.03568980,0.01704280,0.04241176,0.02004031,1.07070844
-5.45372686,3.28899617,0.16228757,0.27346752,0.76695918,2.06980874,0.01662327,0.04160247,0.02062844,1.08855854
-5.44772386,3.32878729,0.16263117,0.27725608,0.77452126,2.09611881,0.01620380,0.04089035,0.02117913,1.10357204
-5.44172086,3.35829763,0.16318135,0.28049995,0.78117598,2.11419635,0.01578467,0.04026587,0.02167877,1.11544147
-5.43571786,3.37686771,0.16389900,0.28308799,0.78670614,2.12378011,0.01536619,0.03971950,0.02211487,1.12392850
-5.42971486,3.38406956,0.16475030,0.28492137,0.79092651,2.12477983,0.01494880,0.03924222,0.02247642,1.12887034
-5.42371186,3.37972039,0.16570811,0.28591688,0.79368883,2.11727965,0.01453311,0.03882589,0.02275427,1.13018406
-5.41770885,3.36388948,0.16675314,0.28601001,0.79488613,2.10153612,0.01412013,0.03846362,0.02294152,1.12786860
-5.41170585,3.33689779,0.16787468,0.28515779,0.79445617,2.07797083,0.01371140,0.03815000,0.02303376,1.12200438
-5.40570285,3.29931028,0.16907082,0.28334121,0.79238358,2.04715799,0.01330923,0.03788135,0.02302933,1.11275051
-5.39969985,3.25192081,0.17034813,0.28056693,0.78870084,2.00980745,0.01291692,0.03765567,0.02292949,1.10033949
-5.39369685,3.19573037,0.17172084,0.27686843,0.78348755,1.96674383,0.01253897,0.03747264,0.02273847,1.08506974
-5.38769385,3.13191910,0.17320938,0.27230630,0.77686817,1.91888251,0.01218129,0.03733334,0.02246350,1.06729606
-5.38169085,3.06181335,0.17483840,0.26696767,0.76900820,1.86720363,0.01185140,0.03723994,0.02211467,1.04741847
-5.37568784,2.98684870,0.17663441,0.26096482,0.76010876,1.81272498,0.01155850,0.03719523,0.02170476,1.02586973
-5.36968484,2.90853064,0.17862312,0.25443297,0.75039987,1.75647483,0.01131360,0.03720213,0.02124897,1.00310212
-5.36368184,2.82839401,0.18082651,0.24752722,0.74013266,1.69946577,0.01112952,0.03726308,0.02076456,0.97957394
-5.35767884,2.74796303,0.18326002,0.24041892,0.72957077,1.64267038,0.01102079,0.03737950,0.02027041,0.95573621
-5.35167584,2.66871296,0.18592983,0.23329131,0.71898139,1.58699959,0.01100348,0.03755117,0.01978664,0.93202013
-5.34567284,2.59203495,0.18883053,0.22633492,0.70862624,1.53328428,0.01109504,0.03777582,0.01933401,0.90882578
-5.33966983,2.51920494,0.19194330,0.21974256,0.69875306,1.48226049,0.01131387,0.03804870,0.01893347,0.88651235
-5.33366683,2.45135764,0.19523475,0.21370421,0.68958772,1.43455863,0.01167896,0.03836234,0.01860564,0.86539032
-5.32766383,2.38946598,0.19865651,0.20840200,0.68132752,1.39069653,0.01220937,0.03870642,0.01837026,0.84571578
-5.32166083,2.33432653,0.20214572,0.20400534,0.67413591,1.35107630,0.01292366,0.03906794,0.01824576,0.82768698
-5.31565783,2.28655070,0.20562633,0.20066635,0.66813868,1.31598468,0.01383921,0.03943135,0.01824879,0.81144314
-5.30965483,2.24656188,0.20901126,0.19851576,0.66342196,1.28559646,0.01497160,0.03977908,0.01839383,0.79706547
-5.30365183,2.21459776,0.21220536,0.19765933,0.66003190,1.25998052,0.01633383,0.04009205,0.01869287,0.78458017
-5.29764882,2.19071762,0.21510903,0.19817493,0.65797610,1.23910799,0.01793561,0.04035040,0.01915510,0.77396323
-5.29164582,2.17481390,0.21762228,0.20011029,0.65722661,1.22286207,0.01978269,0.04053431,0.01978676,0.76514674
-5.28564282,2.16662734,0.21964916,0.20348154,0.65772435,1.21104897,0.02187617,0.04062486,0.02059094,0.75802631
-5.27963982,2.16576516,0.22110227,0.20827254,0.65938480,1.20340970,0.02421197,0.04060489,0.02156759,0.75246947
-5.27363682,2.17172171,0.22190720,0.21443505,0.66210460,1.19963238,0.02678038,0.04045989,0.02271352,0.74832449
-5.26763382,2.18390096,0.22200656,0.22188974,0.66576895,1.19936481,0.02956573,0.04017879,0.02402248,0.74542949
-5.26163082,2.20164046,0.22136357,0.23052809,0.67025939,1.20222721,0.03254634,0.03975464,0.02548536,0.74362152
-5.25562781,2.22423633,0.21996493,0.24021507,0.67546183,1.20782497,0.03569454,0.03918513,0.02709046,0.74274539
-5.24962481,2.25096883,0.21782286,0.25079268,0.68127451,1.21576145,0.03897699,0.03847302,0.02882381,0.74266191
-5.24362181,2.28112815,0.21497622,0.26208414,0.68761559,1.22565055,0.04235527,0.03762630,0.03066955,0.74325555
-5.23761881,2.31403993,0.21149066,0.27389883,0.69443022,1.23712920,0.04578654,0.03665822,0.03261042,0.74444121
-5.23161581,2.34908992,0.20745777,0.28603766,0.70169684,1.24986929,0.04922459,0.03558709,0.03462826,0.74616997
-5.22561281,2.38574725,0.20299329,0.29829881,0.70943232,1.26358903,0.05262095,0.03443592,0.03670454,0.74843359
-5.21960980,2.42358531,0.19823446,0.31048370,0.71769587,1.27806321,0.05592623,0.03323187,0.03882091,0.75126776
-5.21360680,2.46229958,0.19333647,0.32240290,0.72659143,1.29313200,0.05909147,0.03200557,0.04095974,0.75475370
-5.20760380,2.50172127,0.18846844,0.33388173,0.73626817,1.30870775,0.06206963,0.03079030,0.04310465,0.75901807
-5.20160080,2.54182591,0.18380865,0.34476548,0.74691915,1.32477923,0.06481702,0.02962106,0.04524098,0.76423106
-5.19559780,2.58273578,0.17953959,0.35492376,0.75877760,1.34141290,0.06729461,0.02853364,0.04735612,0.77060228
-5.18959480,2.62471549,0.17584262,0.36425400,0.77211109,1.35875046,0.06946928,0.02756351,0.04943982,0.77837472
-5.18359180,2.66816001,0.17289262,0.37268378,0.78721314,1.37700266,0.07131476,0.02674487,0.05148435,0.78781633
-5.17758879,2.71357489,0.17085267,0.38017190,0.80439262,1.39643890,0.07281243,0.02610959,0.05348450,0.79920958
-5.17158579,2.76154860,0.16986897,0.38670803,0.82396092,1.41737273,0.07395176,0.02568623,0.05543748,0.81283901
-5.16558279,2.81271768,0.17006595,0.39231110,0.84621713,1.44014351,0.07473043,0.02549911,0.05734263,0.82897706
-5.15957979,2.86772561,0.17154192,0.39702624,0.87143185,1.46509477,0.07515415,0.02556752,0.05920100,0.84786856
-5.15357679,2.92717674,0.17436522,0.40092060,0.89982995,1.49254995,0.07523620,0.02590494,0.06101489,0.86971451
-5.14757379,2.99158744,0.17857098,0.40407818,0.93157312,1.52278669,0.07499662,0.02651850,0.06278715,0.89465565
-5.14157079,3.06133651,0.18415873,0.40659384,0.96674291,1.55601076,0.07446122,0.02740846,0.06452057,0.92275668
-5.13556778,3.13661767,0.19109070,0.40856695,1.00532513,1.59233107,0.07366035,0.02856794,0.06621713,0.95399190
-5.12956478,3.21739661,0.19929121,0.41009488,1.04719658,1.63173730,0.07262756,0.02998281,0.06787731,0.98823315
-5.12356178,3.30337541,0.20864690,0.41126677,1.09211486,1.67408135,0.07139821,0.03163175,0.06949946,1.02524074
-5.11755878,3.39396692,0.21900818,0.41215785,1.13971217,1.71906421,0.07000810,0.03348651,0.07107929,1.06465832
-5.11155578,3.48828110,0.23019165,0.41282468,1.18949367,1.76622914,0.06849213,0.03551241,0.07260941,1.10601210
-5.10555278,3.58512502,0.24198364,0.41330149,1.24084105,1.81496218,0.06688313,0.03766904,0.07407917,1.14871505
-5.09954977,3.68301767,0.25414489,0.41359792,1.29302143,1.86450041,0.06521088,0.03991110,0.07547457,1.19207614
-5.09354677,3.78021953,0.26641606,0.41369823,1.34520167,1.91394799,0.06350131,0.04218953,0.07677843,1.23531471
-5.08754377,3.87477673,0.27852428,0.41356191,1.39646785,1.96229984,0.06177600,0.04445271,0.07797080,1.27757966
-5.08154077,3.96457812,0.29019028,0.41312596,1.44584930,2.00847195,0.06005192,0.04664787,0.07902947,1.31797288
-5.07553777,4.04742327,0.30113603,0.41230827,1.49234647,2.05133732,0.05834136,0.04872254,0.07993078,1.35557614
-5.06953477,4.12109869,0.31109272,0.41101232,1.53496145,2.08976598,0.05665217,0.05062604,0.08065044,1.38948044
-5.06353177,4.18345872,0.31980858,0.40913267,1.57273002,2.12266726,0.05498820,0.05231102,0.08116458,1.41881651
-5.05752876,4.23250765,0.32705649,0.40656104,1.60475383,2.14903241,0.05334981,0.05373491,0.08145077,1.44278532
-5.05152576,4.26647912,0.33264096,0.40319265,1.63023128,2.16797548,0.05173463,0.05486120,0.08148910,1.46068714
-5.04552276,4.28390908,0.33640419,0.39893246,1.64848573,2.17877060,0.05013828,0.05566066,0.08126316,1.47194779
-5.03951976,4.28369889,0.33823106,0.39370104,1.65898981,2.18088379,0.04855521,0.05611222,0.08076096,1.47614111
-5.03351676,4.26516546,0.33805270,0.38743971,1.66138467,2.17399784,0.04697948,0.05620367,0.07997574,1.47300626
-5.02751376,4.22807632,0.33584864,0.38011476,1.65549337,2.15802901,0.04540549,0.05593205,0.07890652,1.46245942
-5.02151076,4.17266780,0.33164733,0.37172056,1.64132790,2.13313495,0.04382860,0.05530377,0.07755847,1.44459906
-5.01550775,4.09964587,0.32552508,0.36228140,1.61908941,2.09971340,0.04224569,0.05433431,0.07594309,1.41970487
-5.00950475,4.01016954,0.31760341,0.35185208,1.58916203,2.05839206,0.04065558,0.05304778,0.07407805,1.38823009
-5.00350175,3.90581806,0.30804505,0.34051716,1.55210038,2.01001001,0.03905924,0.05147611,0.07198691,1.35078806
-4.99749875,3.78854353,0.29704860,0.32838903,1.50861171,1.95559188,0.03745996,0.04965799,0.06969850,1.30813327
-4.99149575,3.66061126,0.28484226,0.31560485,1.45953338,1.89631598,0.03586332,0.04763771,0.06724619,1.26113803
-4.98549275,3.52453078,0.27167673,0.30232263,1.40580692,1.83347802,0.03427702,0.04546374,0.06466690,1.21076579
-4.97948974,3.38298059,0.25781771,0.28871650,1.34844982,1.76845198,0.03271070,0.04318733,0.06200005,1.15804218
-4.97348674,3.23872973,0.24353818,0.27497154,1.28852620,1.70264991,0.03117552,0.04086099,0.05928640,1.10402508
-4.96748374,3.09455949,0.22911083,0.26127825,1.22711764,1.63748216,0.02968381,0.03853707,0.05656682,1.04977476
-4.96148074,2.95318795,0.21480083,0.24782698,1.16529527,1.57431966,0.02824855,0.03626632,0.05388111,0.99632526
-4.95547774,2.81719987,0.20085919,0.23480248,1.10409388,1.51445928,0.02688291,0.03409661,0.05126683,0.94465795
-4.94947474,2.68898415,0.18751689,0.22237875,1.04448905,1.45909337,0.02559973,0.03207183,0.04875826,0.89567795
-4.94347174,2.57068011,0.17497991,0.21071432,0.98737760,1.40928408,0.02441100,0.03023084,0.04638546,0.85019408
-4.93746873,2.46413385,0.16342523,0.19994816,0.93356191,1.36594284,0.02332746,0.02860672,0.04417349,0.80890265
-4.93146573,2.37086506,0.15299786,0.19019626,0.88373799,1.32981516,0.02235807,0.02722613,0.04214185,0.77237538
-4.92546273,2.29204430,0.14380894,0.18154890,0.83848746,1.30147058,0.02150974,0.02610890,0.04030404,0.74105138
-4.91945973,2.22848056,0.13593473,0.17406882,0.79827305,1.28129748,0.02078692,0.02526778,0.03866745,0.71523304
-4.91345673,2.18061834,0.12941662,0.16779010,0.76343744,1.26950227,0.02019147,0.02470835,0.03723331,0.69508572
-4.90745373,2.14854350,0.12426194,0.16271791,0.73420488,1.26611257,0.01972244,0.02442916,0.03599696,0.68064084
-4.90145073,2.13199696,0.12044555,0.15882898,0.71068521,1.27098372,0.01937604,0.02442195,0.03494825,0.67180190
-4.89544772,2.13039509,0.11791207,0.15607289,0.69287990,1.28380817,0.01914564,0.02467205,0.03407208,0.66835322
-4.88944472,2.14285609,0.11657876,0.15437402,0.68068949,1.30412725,0.01902193,0.02515885,0.03334918,0.66997085
-4.88344172,2.16823112,0.11633875,0.15363411,0.67392221,1.33134494,0.01899311,0.02585646,0.03275685,0.67623525
-4.87743872,2.20513947,0.11706478,0.15373539,0.67230340,1.36474328,0.01904514,0.02673443,0.03226992,0.68664551
-4.87143572,2.25200690,0.11861317,0.15454420,0.67548535,1.40349920,0.01916215,0.02775853,0.03186168,0.70063454
-4.86543272,2.30710635,0.12082807,0.15591498,0.68305754,1.44670242,0.01932686,0.02889167,0.03150480,0.71758504
-4.85942971,2.36860025,0.12354579,0.15769441,0.69455692,1.49337438,0.01952102,0.03009484,0.03117231,0.73684588
-4.85342671,2.43458381,0.12659924,0.15972588,0.70947829,1.54248797,0.01972596,0.03132806,0.03083844,0.75774855
-4.84742371,2.50312834,0.12982225,0.16185379,0.72728455,1.59298771,0.01992307,0.03255146,0.03047939,0.77962337
-4.84142071,2.57232397,0.13305390,0.16392784,0.74741683,1.64381043,0.02009439,0.03372621,0.03007404,0.80181513
-4.83541771,2.64032081,0.13614245,0.16580706,0.76930444,1.69390583,0.02022308,0.03481561,0.02960451,0.82369783
-4.82941471,2.70536786,0.13894907,0.16736344,0.79237452,1.74225690,0.02029389,0.03578591,0.02905650,0.84468822
-4.82341171,2.76584867,0.14135111,0.16848513,0.81606129,1.78789955,0.02029362,0.03660726,0.02841962,0.86425776
-4.81740870,2.82031291,0.14324479,0.16907896,0.83981500,1.82994129,0.02021139,0.03725438,0.02768746,0.88194277
-4.81140570,2.86750328,0.14454737,0.16907241,0.86311016,1.86757824,0.02003901,0.03770723,0.02685755,0.89735247
-4.80540270,2.90637673,0.14519860,0.16841480,0.88545320,1.90011025,0.01977106,0.03795140,0.02593120,0.91017473
-4.79939970,2.93611983,0.14516146,0.16707766,0.90638933,1.92695368,0.01940503,0.03797839,0.02491319,0.92017930
-4.79339670,2.95615763,0.14442211,0.16505451,0.92550848,1.94765133,0.01894125,0.03778573,0.02381138,0.92721862
-4.78739370,2.96615595,0.14298918,0.16235975,0.94245030,1.96187938,0.01838282,0.03737680,0.02263624,0.93122608
-4.78139070,2.96601733,0.14089228,0.15902697,0.95690796,1.96945108,0.01773537,0.03676059,0.02140028,0.93221188
-4.77538769,2.95587056,0.13817988,0.15510673,0.96863090,1.97031704,0.01700679,0.03595115,0.02011755,0.93025680
-4.76938469,2.93605469,0.13491667,0.15066377,0.97742640,1.96456216,0.01620688,0.03496700,0.01880300,0.92550397
-4.76338169,2.90709800,0.13118038,0.14577398,0.98315991,1.95239935,0.01534694,0.03383036,0.01747198,0.91814929
-4.75737869,2.86969282,0.12705840,0.14052111,0.98575432,1.93416013,0.01443938,0.03256622,0.01613969,0.90843057
-4.75137569,2.82466731,0.12264411,0.13499349,0.98518811,1.91028265,0.01349726,0.03120150,0.01482075,0.89661620
-4.74537269,2.77295522,0.11803333,0.12928078,0.98149256,1.88129734,0.01253384,0.02976405,0.01352873,0.88299358
-4.73936968,2.71556468,0.11332069,0.12347097,0.97474813,1.84781075,0.01156222,0.02828169,0.01227590,0.86785781
-4.73336668,2.65354727,0.10859645,0.11764764,0.96508007,1.81048817,0.01059492,0.02678139,0.01107294,0.85150122
-4.72736368,2.58796821,0.10394359,0.11188772,0.95265356,1.77003553,0.00964360,0.02528846,0.00992880,0.83420394
-4.72136068,2.51987881,0.09943536,0.10625964,0.93766842,1.72718116,0.00871878,0.02382583,0.00885058,0.81622583
-4.71535768,2.45029170,0.09513345,0.10082204,0.92035353,1.68265802,0.00782963,0.02241359,0.00784355,0.79780021
-4.70935468,2.38015979,0.09108666,0.09562298,0.90096125,1.63718689,0.00698385,0.02106852,0.00691117,0.77912922
-4.70335168,2.31035909,0.08733024,0.09069962,0.87976180,1.59146107,0.00618760,0.01980392,0.00605523,0.76038114
-4.69734867,2.24167583,0.08388582,0.08607841,0.85703784,1.54613294,0.00544546,0.01862953,0.00527596,0.74168939
-4.69134567,2.17479800,0.08076186,0.08177569,0.83307931,1.50180276,0.00476052,0.01755160,0.00457224,0.72315337
-4.68534267,2.11031105,0.07795465,0.07779860,0.80817857,1.45901001,0.00413443,0.01657311,0.00394181,0.70484060
-4.67933967,2.04869772,0.07544969,0.07414621,0.78262599,1.41822735,0.00356756,0.01569413,0.00338145,0.68679027
-4.67333667,1.99034143,0.07322344,0.07081093,0.75670595,1.37985726,0.00305911,0.01491225,0.00288722,0.66901764
-4.66733367,1.93553295,0.07124530,0.06777993,0.73069335,1.34423148,0.00260734,0.01422309,0.00245468,0.65151910
-4.66133067,1.88447960,0.06947970,0.06503658,0.70485057,1.31161282,0.00220967,0.01362087,0.00207905,0.63427756
-4.65532766,1.83731658,0.06788827,0.06256188,0.67942495,1.28219947,0.00186295,0.01309897,0.00175541,0.61726779
-4.64932466,1.79411957,0.06643191,0.06033573,0.65464678,1.25613115,0.00156357,0.01265051,0.00147887,0.60046153
-4.64332166,1.75491819,0.06507277,0.05833809,0.63072777,1.23349712,0.00130765,0.01226890,0.00124464,0.58383200
