energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.82591296,1.90603620,0.00476130,0.27112736,1.22083336,0.32328100,0.90331195,0.00000000,1.24003881,0.42614312
-5.81990995,1.89979391,0.00471152,0.27064374,1.22363978,0.32254245,0.90226109,0.00000000,1.25470752,0.42347687
-5.81390695,1.90263923,0.00468878,0.27148280,1.23122235,0.32401400,0.90494375,0.00000000,1.27084345,0.42334505
-5.80790395,1.91434014,0.00468789,0.27362624,1.24336032,0.32766546,0.91121398,0.00000000,1.28811929,0.42571195
-5.80190095,1.93448475,0.00470386,0.27703407,1.25972112,0.33342782,0.92084146,0.00000000,1.30616601,0.43049759
-5.79589795,1.96250765,0.00473195,0.28164678,1.27987953,0.34119817,0.93352578,0.00000000,1.32458346,0.43758415
-5.78989495,1.99771972,0.00476784,0.28738807,1.30333906,0.35084530,0.94891249,0.00000000,1.34295338,0.44682297
-5.78389195,2.03933955,0.00480766,0.29416787,1.32955438,0.36221542,0.96660984,0.00000000,1.36085403,0.45804171
-5.77788894,2.08652469,0.00484815,0.30188547,1.35795348,0.37513775,0.98620531,0.00000000,1.37787550,0.47105133
-5.77188594,2.13840085,0.00488670,0.31043250,1.38795840,0.38942973,1.00728103,0.00000000,1.39363471,0.48565233
-5.76588294,2.19408752,0.00492140,0.31969565,1.41900337,0.40490147,1.02942730,0.00000000,1.40778914,0.50163997
-5.75987994,2.25271894,0.00495110,0.32955893,1.45054972,0.42135939,1.05225350,0.00000000,1.42004839,0.51880831
-5.75387694,2.31345944,0.00497537,0.33990536,1.48209673,0.43860883,1.07539619,0.00000000,1.43018288,0.53695282
-5.74787394,2.37551290,0.00499448,0.35061802,1.51318832,0.45645566,1.09852391,0.00000000,1.43802919,0.55587166
-5.74187094,2.43812643,0.00500933,0.36158054,1.54341554,0.47470694,1.12133892,0.00000000,1.44349172,0.57536554
-5.73586793,2.50058876,0.00502134,0.37267693,1.57241513,0.49317075,1.14357603,0.00000000,1.44654076,0.59523664
-5.72986493,2.56222442,0.00503238,0.38379111,1.59986483,0.51165536,1.16499897,0.00000000,1.44720717,0.61528658
-5.72386193,2.62238486,0.00504456,0.39480601,1.62547620,0.52996813,1.18539500,0.00000000,1.44557421,0.63531407
-5.71785893,2.68043816,0.00506014,0.40560273,1.64898594,0.54791425,1.20456836,0.00000000,1.44176727,0.65511246
-5.71185593,2.73575885,0.00508134,0.41605969,1.67014676,0.56529579,1.22233350,0.00000000,1.43594228,0.67446773
-5.70585293,2.78771953,0.00511021,0.42605221,1.68871891,0.58191118,1.23850879,0.00000000,1.42827380,0.69315723
-5.69984992,2.83568564,0.00514846,0.43545255,1.70446334,0.59755560,1.25291149,0.00000000,1.41894361,0.71094960
-5.69384692,2.87901465,0.00519739,0.44413065,1.71713726,0.61202224,1.26535461,0.00000000,1.40813082,0.72760608
-5.68784392,2.91706043,0.00525775,0.45195560,1.72649282,0.62510473,1.27564606,0.00000000,1.39600394,0.74288333
-5.68184092,2.94918302,0.00532969,0.45879795,1.73227914,0.63660069,1.28359039,0.00000000,1.38271569,0.75653789
-5.67583792,2.97476391,0.00541274,0.46453268,1.73424776,0.64631630,1.28899314,0.00000000,1.36840057,0.76833203
-5.66983492,2.99322585,0.00550578,0.46904293,1.73216128,0.65407185,1.29166751,0.00000000,1.35317532,0.77804095
-5.66383192,3.00405632,0.00560711,0.47222410,1.72580450,0.65970785,1.29144300,0.00000000,1.33714194,0.78546072
-5.65782891,3.00683313,0.00571452,0.47398818,1.71499743,0.66309156,1.28817546,0.00000000,1.32039288,0.79041678
-5.65182591,3.00125022,0.00582536,0.47426805,1.69960903,0.66412332,1.28175761,0.00000000,1.30301762,0.79277228
-5.64582291,2.98714190,0.00593668,0.47302141,1.67957063,0.66274254,1.27212938,0.00000000,1.28510983,0.79243580
-5.63981991,2.96450351,0.00604537,0.47023405,1.65488798,0.65893268,1.25928718,0.00000000,1.26677439,0.78936791
-5.63381691,2.93350673,0.00614830,0.46592218,1.62565073,0.65272509,1.24329117,0.00000000,1.24813324,0.78358607
-5.62781391,2.89450803,0.00624246,0.46013365,1.59203862,0.64420112,1.22427002,0.00000000,1.22932943,0.77516745
-5.62181091,2.84804913,0.00632511,0.45294782,1.55432348,0.63349246,1.20242245,0.00000000,1.21052869,0.76424938
-5.61580790,2.79484885,0.00639391,0.44447400,1.51286680,0.62077952,1.17801531,0.00000000,1.19191814,0.75102726
-5.60980490,2.73578629,0.00644698,0.43484859,1.46811269,0.60628767,1.15137806,0.00000000,1.17370203,0.73574994
-5.60380190,2.67187579,0.00648302,0.42423081,1.42057639,0.59028169,1.12289386,0.00000000,1.15609457,0.71871274
-5.59779890,2.60423475,0.00650136,0.41279736,1.37082896,0.57305833,1.09298747,0.00000000,1.13931012,0.70024831
-5.59179590,2.53404579,0.00650191,0.40073622,1.31947877,0.55493751,1.06211072,0.00000000,1.12355160,0.68071589
-5.58579290,2.46251500,0.00648522,0.38823986,1.26715093,0.53625237,1.03072620,0.00000000,1.10899754,0.66048925
-5.57978989,2.39082864,0.00645239,0.37549828,1.21446568,0.51733874,0.99929008,0.00000000,1.09578903,0.63994426
-5.57378689,2.32011033,0.00640498,0.36269217,1.16201700,0.49852439,0.96823491,0.00000000,1.08401722,0.61944631
-5.56778389,2.25138102,0.00634496,0.34998663,1.11035260,0.48011860,0.93795341,0.00000000,1.07371261,0.59933842
-5.56178089,2.18552381,0.00627455,0.33752569,1.05995637,0.46240255,0.90878409,0.00000000,1.06483679,0.57993064
-5.55577789,2.12325527,0.00619614,0.32542802,1.01123418,0.44562085,0.88099947,0.00000000,1.05727751,0.56149095
-5.54977489,2.06510476,0.00611212,0.31378389,0.96450381,0.42997459,0.85479739,0.00000000,1.05084744,0.54423839
-5.54377189,2.01140244,0.00602479,0.30265363,0.91998940,0.41561628,0.83029600,0.00000000,1.04528707,0.52833835
-5.53776888,1.96227658,0.00593626,0.29206755,0.87782053,0.40264668,0.80753248,0.00000000,1.04027163,0.51390035
-5.53176588,1.91765975,0.00584831,0.28202734,0.83803596,0.39111371,0.78646546,0.00000000,1.03542186,0.50097824
-5.52576288,1.87730356,0.00576236,0.27250880,0.80059155,0.38101338,0.76698110,0.00000000,1.03031804,0.48957255
-5.51975988,1.84080064,0.00567940,0.26346565,0.76537171,0.37229266,0.74890217,0.00000000,1.02451662,0.47963494
-5.51375688,1.80761270,0.00559995,0.25483424,0.73220385,0.36485398,0.73199978,0.00000000,1.01756864,0.47107430
-5.50775388,1.77710280,0.00552409,0.24653890,0.70087463,0.35856124,0.71600695,0.00000000,1.00903877,0.46376400
-5.50175088,1.74857030,0.00545144,0.23849754,0.67114728,0.35324690,0.70063342,0.00000000,0.99852412,0.45755007
-5.49574787,1.72128650,0.00538123,0.23062721,0.64277897,0.34871994,0.68558077,0.00000000,0.98567177,0.45225967
-5.48974487,1.69452935,0.00531236,0.22284946,0.61553730,0.34477407,0.67055732,0.00000000,0.97019404,0.44770956
-5.48374187,1.66761565,0.00524345,0.21509504,0.58921514,0.34119622,0.65529195,0.00000000,0.95188091,0.44371408
-5.47773887,1.63992945,0.00517293,0.20730797,0.56364326,0.33777461,0.63954631,0.00000000,0.93060888,0.44009244
-5.47173587,1.61094557,0.00509917,0.19944857,0.53870004,0.33430633,0.62312505,0.00000000,0.90634589,0.43667501
-5.46573287,1.58024768,0.00502049,0.19149564,0.51431822,0.33060409,0.60588358,0.00000000,0.87915238,0.43330843
-5.45972986,1.54754037,0.00493531,0.18344751,0.49048838,0.32650196,0.58773322,0.00000000,0.84917834,0.42985956
-5.45372686,1.51265538,0.00484220,0.17532208,0.46725920,0.32185995,0.56864370,0.00000000,0.81665677,0.42621814
-5.44772386,1.47555203,0.00473996,0.16715597,0.44473484,0.31656730,0.54864304,0.00000000,0.78189408,0.42229831
-5.44172086,1.43631254,0.00462765,0.15900283,0.42306950,0.31054456,0.52781496,0.00000000,0.74525791,0.41803905
-5.43571786,1.39513264,0.00450464,0.15093085,0.40245984,0.30374437,0.50629412,0.00000000,0.70716319,0.41340373
-5.42971486,1.35230858,0.00437066,0.14301987,0.38313551,0.29615103,0.48425954,0.00000000,0.66805709,0.40837891
-5.42371186,1.30822116,0.00422576,0.13535801,0.36534847,0.28777904,0.46192655,0.00000000,0.62840374,0.40297248
-5.41770885,1.26331784,0.00407035,0.12803816,0.34936143,0.27867067,0.43953767,0.00000000,0.58866926,0.39721156
-5.41170585,1.21809377,0.00390515,0.12115441,0.33543608,0.26889278,0.41735295,0.00000000,0.54930783,0.39113996
-5.40570285,1.17307255,0.00373117,0.11479853,0.32382155,0.25853305,0.39564003,0.00000000,0.51074928,0.38481563
-5.39969985,1.12878753,0.00354969,0.10905677,0.31474336,0.24769576,0.37466453,0.00000000,0.47338861,0.37830809
-5.39369685,1.08576417,0.00336217,0.10400696,0.30839352,0.23649746,0.35468086,0.00000000,0.43757764,0.37169586
-5.38769385,1.04450417,0.00317027,0.09971601,0.30492179,0.22506256,0.33592399,0.00000000,0.40361900,0.36506407
-5.38169085,1.00547165,0.00297572,0.09623793,0.30442865,0.21351900,0.31860239,0.00000000,0.37176248,0.35850218
-5.37568784,0.96908168,0.00278032,0.09361235,0.30695997,0.20199432,0.30289223,0.00000000,0.34220351,0.35210196
-5.36968484,0.93569157,0.00258588,0.09186361,0.31250361,0.19061206,0.28893317,0.00000000,0.31508382,0.34595559
-5.36368184,0.90559474,0.00239419,0.09100036,0.32098814,0.17948874,0.27682571,0.00000000,0.29049380,0.34015403
-5.35767884,0.87901744,0.00220694,0.09101567,0.33228350,0.16873131,0.26663021,0.00000000,0.26847652,0.33478562
-5.35167584,0.85611817,0.00202576,0.09188771,0.34620387,0.15843538,0.25836751,0.00000000,0.24903288,0.32993486
-5.34567284,0.83698968,0.00185212,0.09358075,0.36251239,0.14868396,0.25202110,0.00000000,0.23212774,0.32568156
-5.33966983,0.82166336,0.00168738,0.09604666,0.38092782,0.13954695,0.24754075,0.00000000,0.21769665,0.32210010
-5.33366683,0.81011578,0.00153275,0.09922663,0.40113285,0.13108110,0.24484739,0.00000000,0.20565292,0.31925912
-5.32766383,0.80227707,0.00138931,0.10305319,0.42278378,0.12333068,0.24383904,0.00000000,0.19589478,0.31722135
-5.32166083,0.79804075,0.00125800,0.10745242,0.44552136,0.11632843,0.24439755,0.00000000,0.18831237,0.31604381
-5.31565783,0.79727453,0.00113964,0.11234614,0.46898228,0.11009708,0.24639585,0.00000000,0.18279440,0.31577816
-5.30965483,0.79983173,0.00103499,0.11765418,0.49281107,0.10465099,0.24970550,0.00000000,0.17923427,0.31647130
-5.30365183,0.80556270,0.00094470,0.12329658,0.51667182,0.09999806,0.25420402,0.00000000,0.17753552,0.31816613
-5.29764882,0.81432586,0.00086940,0.12919553,0.54025933,0.09614165,0.25978198,0.00000000,0.17761651,0.32090229
-5.29164582,0.82599764,0.00080971,0.13527725,0.56330932,0.09308249,0.26634926,0.00000000,0.17941410,0.32471698
-5.28564282,0.84048108,0.00076628,0.14147345,0.58560712,0.09082036,0.27384041,0.00000000,0.18288645,0.32964564
-5.27963982,0.85771248,0.00073978,0.14772255,0.60699461,0.08935563,0.28221871,0.00000000,0.18801470,0.33572244
-5.27363682,0.87766578,0.00073097,0.15397059,0.62737502,0.08869036,0.29147887,0.00000000,0.19480343,0.34298046
-5.26763382,0.90035438,0.00074068,0.16017172,0.64671540,0.08882905,0.30164799,0.00000000,0.20328007,0.35145157
-5.26163082,0.92583027,0.00076986,0.16628844,0.66504655,0.08977898,0.31278495,0.00000000,0.21349305,0.36116581
-5.25562781,0.95418026,0.00081955,0.17229141,0.68246049,0.09155004,0.32497803,0.00000000,0.22550867,0.37215045
-5.24962481,0.98551958,0.00089089,0.17815909,0.69910546,0.09415408,0.33834078,0.00000000,0.23940698,0.38442846
-5.24362181,1.01998293,0.00098511,0.18387707,0.71517853,0.09760392,0.35300643,0.00000000,0.25527634,0.39801667
-5.23761881,1.05771321,0.00110348,0.18943715,0.73091629,0.10191182,0.36912080,0.00000000,0.27320713,0.41292349
-5.23161581,1.09884865,0.00124728,0.19483638,0.74658375,0.10708780,0.38683415,0.00000000,0.29328454,0.42914640
-5.22561281,1.14350860,0.00141775,0.20007588,0.76246198,0.11313757,0.40629216,0.00000000,0.31558067,0.44666927
-5.21960980,1.19177878,0.00161601,0.20515966,0.77883483,0.12006053,0.42762653,0.00000000,0.34014627,0.46545967
-5.21360680,1.24369673,0.00184300,0.21009336,0.79597546,0.12784760,0.45094541,0.00000000,0.36700232,0.48546628
-5.20760380,1.29923800,0.00209939,0.21488312,0.81413282,0.13647932,0.47632433,0.00000000,0.39613179,0.50661673
-5.20160080,1.35830414,0.00238545,0.21953438,0.83351902,0.14592419,0.50379785,0.00000000,0.42747195,0.52881582
-5.19559780,1.42071299,0.00270104,0.22405084,0.85429776,0.15613737,0.53335256,0.00000000,0.46090771,0.55194448
-5.18959480,1.48619194,0.00304542,0.22843360,0.87657444,0.16705999,0.56492163,0.00000000,0.49626624,0.57585956
-5.18359180,1.55437502,0.00341725,0.23268035,0.90038836,0.17861893,0.59838139,0.00000000,0.53331328,0.60039454
-5.17758879,1.62480386,0.00381447,0.23678487,0.92570740,0.19072745,0.63355023,0.00000000,0.57175165,0.62536132
-5.17158579,1.69693319,0.00423425,0.24073674,0.95242539,0.20328633,0.67018989,0.00000000,0.61122201,0.65055317
-5.16558279,1.77014073,0.00467300,0.24452129,0.98036239,0.21618588,0.70800932,0.00000000,0.65130626,0.67574875
-5.15957979,1.84374149,0.00512631,0.24811996,1.00926806,0.22930849,0.74667108,0.00000000,0.69153366,0.70071725
-5.15357679,1.91700607,0.00558903,0.25151087,1.03882793,0.24253182,0.78579999,0.00000000,0.73138959,0.72522438
-5.14757379,1.98918239,0.00605529,0.25466989,1.06867256,0.25573233,0.82499392,0.00000000,0.77032690,0.74903929
-5.14157079,2.05952008,0.00651864,0.25757190,1.09838923,0.26878921,0.86383613,0.00000000,0.80777956,0.77194188
-5.13556778,2.12729649,0.00697213,0.26019248,1.12753570,0.28158831,0.90190881,0.00000000,0.84317810,0.79373037
-5.12956478,2.19184316,0.00740854,0.26250982,1.15565569,0.29402599,0.93880702,0.00000000,0.87596648,0.81422882
-5.12356178,2.25257150,0.00782050,0.26450685,1.18229516,0.30601263,0.97415255,0.00000000,0.90561952,0.83329406
-5.11755878,2.30899627,0.00820074,0.26617342,1.20701897,0.31747561,1.00760694,0.00000000,0.93166040,0.85082180
-5.11155578,2.36075570,0.00854227,0.26750850,1.22942693,0.32836164,1.03888290,0.00000000,0.95367722,0.86675156
-5.10555278,2.40762694,0.00883865,0.26852214,1.24916868,0.33863812,1.06775379,0.00000000,0.97133802,0.88106991
-5.09954977,2.44953589,0.00908418,0.26923717,1.26595648,0.34829367,1.09406031,0.00000000,0.98440352,0.89381199
-5.09354677,2.48656071,0.00927407,0.26969038,1.27957546,0.35733756,1.11771434,0.00000000,0.99273678,0.90506096
-5.08754377,2.51892851,0.00940465,0.26993314,1.28989067,0.36579820,1.13869954,0.00000000,0.99630948,0.91494537
-5.08154077,2.54700525,0.00947349,0.27003123,1.29685071,0.37372068,1.15706872,0.00000000,0.99520429,0.92363445
-5.07553777,2.57127916,0.00947946,0.27006399,1.30048763,0.38116351,1.17293819,0.00000000,0.98961324,0.93133144
-5.06953477,2.59233835,0.00942282,0.27012257,1.30091330,0.38819478,1.18647931,0.00000000,0.97983216,0.93826538
-5.06353177,2.61084375,0.00930520,0.27030740,1.29831237,0.39488787,1.19790793,0.00000000,0.96625128,0.94468142
-5.05752876,2.62749871,0.00912950,0.27072499,1.29293227,0.40131707,1.20747209,0.00000000,0.94934262,0.95083050
-5.05152576,2.64301678,0.00889986,0.27148410,1.28507094,0.40755322,1.21543892,0.00000000,0.92964459,0.95695853
-5.04552276,2.65808947,0.00862145,0.27269153,1.27506290,0.41365981,1.22208131,0.00000000,0.90774462,0.96329593
-5.03951976,2.67335559,0.00830032,0.27444772,1.26326453,0.41968955,1.22766525,0.00000000,0.88426057,0.97004786
-5.03351676,2.68937389,0.00794318,0.27684242,1.25003933,0.42568173,1.23243833,0.00000000,0.85982186,0.97738571
-5.02751376,2.70660025,0.00755720,0.27995069,1.23574399,0.43166049,1.23662009,0.00000000,0.83505108,0.98544035
-5.02151076,2.72537066,0.00714971,0.28382939,1.22071590,0.43763398,1.24039461,0.00000000,0.81054691,0.99429733
-5.01550775,2.74589074,0.00672806,0.28851456,1.20526285,0.44359452,1.24390555,0.00000000,0.78686897,1.00399432
-5.00950475,2.76823202,0.00629933,0.29401968,1.18965498,0.44951962,1.24725371,0.00000000,0.76452524,1.01452093
-5.00350175,2.79233501,0.00587018,0.30033506,1.17411965,0.45537378,1.25049713,0.00000000,0.74396230,1.02582063
-4.99749875,2.81801858,0.00544669,0.30742838,1.15883884,0.46111088,1.25365316,0.00000000,0.72555866,1.03779484
-4.99149575,2.84499473,0.00503419,0.31524635,1.14394923,0.46667697,1.25670253,0.00000000,0.70962118,1.05030867
-4.98549275,2.87288761,0.00463721,0.32371745,1.12954452,0.47201329,1.25959449,0.00000000,0.69638443,1.06319800
-4.97948974,2.90125562,0.00425941,0.33275558,1.11567958,0.47705917,1.26225290,0.00000000,0.68601258,1.07627748
-4.97348674,2.92961487,0.00390355,0.34226441,1.10237602,0.48175480,1.26458241,0.00000000,0.67860365,1.08934883
-4.96748374,2.95746287,0.00357156,0.35214221,1.08962845,0.48604358,1.26647455,0.00000000,0.67419540,1.10220903
-4.96148074,2.98430088,0.00326451,0.36228686,1.07741120,0.48987395,1.26781308,0.00000000,0.67277240,1.11465806
-4.95547774,3.00965399,0.00298276,0.37260075,1.06568466,0.49320069,1.26847864,0.00000000,0.67427384,1.12650558
-4.94947474,3.03308792,0.00272603,0.38299537,1.05440128,0.49598564,1.26835222,0.00000000,0.67860150,1.13757646
-4.94347174,3.05422212,0.00249346,0.39339529,1.04351049,0.49819797,1.26731784,0.00000000,0.68562757,1.14771498
-4.93746873,3.07273885,0.00228382,0.40374132,1.03296283,0.49981390,1.26526425,0.00000000,0.69520185,1.15678746
-4.93146573,3.08838841,0.00209552,0.41399287,1.02271283,0.50081633,1.26208603,0.00000000,0.70715832,1.16468366
-4.92546273,3.10099091,0.00192679,0.42412916,1.01272107,0.50119421,1.25768449,0.00000000,0.72132083,1.17131682
-4.91945973,3.11043512,0.00177574,0.43414963,1.00295528,0.50094203,1.25196846,0.00000000,0.73750792,1.17662276
-4.91345673,3.11667527,0.00164048,0.44407326,0.99339079,0.50005949,1.24485549,0.00000000,0.75553690,1.18055821
-4.90745373,3.11972655,0.00151914,0.45393720,0.98401067,0.49855151,1.23627371,0.00000000,0.77522733,1.18309883
-4.90145073,3.11966013,0.00141000,0.46379463,0.97480552,0.49642863,1.22616442,0.00000000,0.79640398,1.18423706
-4.89544772,3.11659849,0.00131147,0.47371218,0.96577342,0.49370793,1.21448561,0.00000000,0.81889945,1.18398015
-4.88944472,3.11071147,0.00122211,0.48376701,0.95691987,0.49041425,1.20121624,0.00000000,0.84255671,1.18234868
-4.88344172,3.10221349,0.00114071,0.49404375,0.94825803,0.48658193,1.18636118,0.00000000,0.86723141,1.17937563
-4.87743872,3.09136193,0.00106621,0.50463135,0.93980915,0.48225667,1.16995648,0.00000000,0.89279421,1.17510601
-4.87143572,3.07845652,0.00099775,0.51562010,0.93160311,0.47749743,1.15207445,0.00000000,0.91913278,1.16959719
-4.86543272,3.06383932,0.00093459,0.52709875,0.92367892,0.47237832,1.13282829,0.00000000,0.94615365,1.16291967
-4.85942971,3.04789472,0.00087616,0.53915175,0.91608507,0.46698998,1.11237555,0.00000000,0.97378332,1.15515818
-4.85342671,3.03104866,0.00082200,0.55185667,0.90887940,0.46144050,1.09092004,0.00000000,1.00196869,1.14641280
-4.84742371,3.01376636,0.00077172,0.56528159,0.90212843,0.45585548,1.06871181,0.00000000,1.03067622,1.13679987
-4.84142071,2.99654777,0.00072499,0.57948254,0.89590578,0.45037725,1.04604476,0.00000000,1.05988987,1.12645240
-4.83541771,2.97992006,0.00068155,0.59450076,0.89028972,0.44516299,1.02325168,0.00000000,1.08960724,1.11551962
-4.82941471,2.96442685,0.00064115,0.61035974,0.88535970,0.44038175,1.00069684,0.00000000,1.11983416,1.10416560
-4.82341171,2.95061375,0.00060356,0.62706216,0.88119188,0.43621041,0.97876605,0.00000000,1.15057736,1.09256659
-4.81740870,2.93901057,0.00056855,0.64458645,0.87785385,0.43282866,0.95785460,0.00000000,1.18183570,1.08090723
-4.81140570,2.93011032,0.00053589,0.66288330,0.87539859,0.43041304,0.93835350,0.00000000,1.21358994,1.06937541
-4.80540270,2.92434607,0.00050535,0.68187218,0.87385817,0.42913045,0.92063454,0.00000000,1.24579182,1.05815619
-4.79939970,2.92206645,0.00047672,0.70143802,0.87323736,0.42913114,0.90503500,0.00000000,1.27835281,1.04742471
-4.79339670,2.92351109,0.00044976,0.72142841,0.87350767,0.43054178,0.89184259,0.00000000,1.31113333,1.03733869
-4.78739370,2.92878760,0.00042427,0.74165152,0.87460221,0.43345862,0.88128144,0.00000000,1.34393332,1.02803073
-4.78139070,2.93785130,0.00040004,0.76187518,0.87641176,0.43794132,0.87349999,0.00000000,1.37648485,1.01960088
-4.77538769,2.95048947,0.00037688,0.78182734,0.87878252,0.44400763,0.86856125,0.00000000,1.40844754,1.01210992
-4.76938469,2.96631123,0.00035465,0.80119822,0.88151574,0.45162931,0.86643614,0.00000000,1.43940757,1.00557390
-4.76338169,2.98474430,0.00033319,0.81964438,0.88436958,0.46072938,0.86700036,0.00000000,1.46888070,0.99996013
-4.75737869,3.00503934,0.00031241,0.83679474,0.88706317,0.47118118,0.87003491,0.00000000,1.49631958,0.99518509
-4.75137569,3.02628236,0.00029222,0.85225864,0.88928299,0.48280900,0.87523042,0.00000000,1.52112540,0.99111444
-4.74537269,3.04741509,0.00027259,0.86563573,0.89069132,0.49539070,0.88219524,0.00000000,1.54266376,0.98756527
-4.73936968,3.06726289,0.00025347,0.87652742,0.89093655,0.50866203,0.89046693,0.00000000,1.56028406,0.98431051
-4.73336668,3.08456921,0.00023488,0.88454953,0.88966488,0.52232265,0.89952669,0.00000000,1.57334173,0.98108552
-4.72736368,3.09803538,0.00021684,0.88934559,0.88653295,0.53604369,0.90881620,0.00000000,1.58122235,0.97759639
-4.72136068,3.10636398,0.00019937,0.89060011,0.88122083,0.54947653,0.91775617,0.00000000,1.58336640,0.97352991
-4.71535768,3.10830396,0.00018252,0.88805141,0.87344471,0.56226258,0.92576577,0.00000000,1.57929349,0.96856444
-4.70935468,3.10269552,0.00016636,0.88150297,0.86296875,0.57404365,0.93228222,0.00000000,1.56862466,0.96238150
-4.70335168,3.08851264,0.00015091,0.87083311,0.84961537,0.58447252,0.93677968,0.00000000,1.55110162,0.95467738
-4.69734867,3.06490145,0.00013625,0.85600206,0.83327364,0.59322342,0.93878671,0.00000000,1.52660191,0.94517429
-4.69134567,3.03121254,0.00012241,0.83705628,0.81390513,0.60000186,0.93790162,0.00000000,1.49514897,0.93363064
-4.68534267,2.98702609,0.00010942,0.81412952,0.79154711,0.60455369,0.93380526,0.00000000,1.45691664,0.91984992
-4.67933967,2.93216844,0.00009732,0.78744076,0.76631286,0.60667277,0.92627057,0.00000000,1.41222785,0.90368794
-4.67333667,2.86671986,0.00008611,0.75728873,0.73838910,0.60620732,0.91516889,0.00000000,1.36154740,0.88505803
-4.66733367,2.79101306,0.00007581,0.72404366,0.70803061,0.60306435,0.90047270,0.00000000,1.30546928,0.86393416
-4.66133067,2.70562291,0.00006639,0.68813627,0.67555244,0.59721239,0.88225489,0.00000000,1.24469920,0.84035194
-4.65532766,2.61134797,0.00005785,0.65004477,0.64132001,0.58868224,0.86068471,0.00000000,1.18003313,0.81440733
-4.64932466,2.50918491,0.00005015,0.61028037,0.60573761,0.57756572,0.83602062,0.00000000,1.11233297,0.78625350
-4.64332166,2.40029702,0.00004326,0.56937204,0.56923585,0.56401266,0.80860049,0.00000000,1.04250048,0.75609583
