energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.36968484,1.35811470,0.00034838,0.20827401,0.27172268,0.19904384,0.45733073,0.61470962,0.00794621,0.27276730
-5.36368184,1.30935444,0.00032822,0.20148590,0.26303191,0.18908152,0.44012616,0.59291156,0.00828241,0.26291155
-5.35767884,1.26066666,0.00030875,0.19472147,0.25422806,0.17903053,0.42292843,0.57130415,0.00860271,0.25295425
-5.35167584,1.21213573,0.00029017,0.18796303,0.24534306,0.16894929,0.40574715,0.54993984,0.00889870,0.24292172
-5.34567284,1.16386826,0.00027267,0.18119883,0.23641485,0.15890262,0.38860789,0.52887142,0.00916243,0.23284750
-5.33966983,1.11599081,0.00025646,0.17442296,0.22748692,0.14895905,0.37155055,0.50815259,0.00938663,0.22277118
-5.33366683,1.06864832,0.00024178,0.16763531,0.21860794,0.13918827,0.35462756,0.48783918,0.00956490,0.21273737
-5.32766383,1.02200338,0.00022888,0.16084133,0.20983141,0.12965880,0.33790200,0.46799086,0.00969187,0.20279462
-5.32166083,0.97623591,0.00021801,0.15405196,0.20121528,0.12043607,0.32144568,0.44867328,0.00976336,0.19299449
-5.31565783,0.93154324,0.00020944,0.14728333,0.19282164,0.11158083,0.30533731,0.42996028,0.00977650,0.18339067
-5.30965483,0.88814008,0.00020342,0.14055659,0.18471620,0.10314789,0.28966064,0.41193585,0.00972976,0.17403819
-5.30365183,0.84625817,0.00020022,0.13389745,0.17696778,0.09518535,0.27450259,0.39469576,0.00962308,0.16499264
-5.29764882,0.80614510,0.00020009,0.12733574,0.16964747,0.08773402,0.25995146,0.37834848,0.00945775,0.15630941
-5.29164582,0.76806220,0.00020326,0.12090475,0.16282770,0.08082723,0.24609491,0.36301516,0.00923642,0.14804282
-5.28564282,0.73228109,0.00020994,0.11464039,0.15658088,0.07449082,0.23301801,0.34882876,0.00896298,0.14024523
-5.27963982,0.69907887,0.00022033,0.10858024,0.15097790,0.06874334,0.22080106,0.33593201,0.00864241,0.13296601
-5.27363682,0.66873191,0.00023458,0.10276239,0.14608624,0.06359632,0.20951728,0.32447437,0.00828063,0.12625037
-5.26763382,0.64150836,0.00025280,0.09722415,0.14196793,0.05905468,0.19923055,0.31460802,0.00788422,0.12013815
-5.26163082,0.61765966,0.00027507,0.09200071,0.13867734,0.05511707,0.18999295,0.30648304,0.00746031,0.11466250
-5.25562781,0.59741135,0.00030139,0.08712370,0.13625882,0.05177632,0.18184243,0.30024200,0.00701626,0.10984850
-5.24962481,0.58095355,0.00033172,0.08261989,0.13474446,0.04901976,0.17480067,0.29601413,0.00655946,0.10571196
-5.24362181,0.56843174,0.00036596,0.07850987,0.13415198,0.04682958,0.16887118,0.29390952,0.00609713,0.10225818
-5.23761881,0.55993814,0.00040391,0.07480700,0.13448287,0.04518317,0.16403776,0.29401343,0.00563610,0.09948103
-5.23161581,0.55550439,0.00044533,0.07151650,0.13572094,0.04405335,0.16026359,0.29638113,0.00518265,0.09736227
-5.22561281,0.55509574,0.00048989,0.06863498,0.13783141,0.04340875,0.15749089,0.30103341,0.00474236,0.09587123
-5.21960980,0.55860728,0.00053717,0.06615013,0.14076056,0.04321409,0.15564133,0.30795316,0.00432003,0.09496494
-5.21360680,0.56586244,0.00058672,0.06404096,0.14443601,0.04343055,0.15461718,0.31708290,0.00391958,0.09458863
-5.20760380,0.57661389,0.00063799,0.06227822,0.14876773,0.04401622,0.15430336,0.32832370,0.00354404,0.09467680
-5.20160080,0.59054692,0.00069039,0.06082537,0.15364975,0.04492656,0.15457010,0.34153530,0.00319556,0.09515470
-5.19559780,0.60728518,0.00074327,0.05963972,0.15896242,0.04611504,0.15527645,0.35653754,0.00287543,0.09594021
-5.18959480,0.62639872,0.00079598,0.05867395,0.16457529,0.04753377,0.15627426,0.37311313,0.00258415,0.09694614
-5.18359180,0.64741395,0.00084781,0.05787782,0.17035053,0.04913430,0.15741272,0.39101150,0.00232152,0.09808282
-5.17758879,0.66982514,0.00089808,0.05719998,0.17614655,0.05086844,0.15854303,0.40995376,0.00208671,0.09926081
-5.17158579,0.69310722,0.00094612,0.05658994,0.18182195,0.05268916,0.15952326,0.42963861,0.00187842,0.10039377
-5.16558279,0.71672933,0.00099128,0.05599988,0.18723945,0.05455157,0.16022303,0.44974893,0.00169494,0.10140127
-5.15957979,0.74016859,0.00103297,0.05538650,0.19226976,0.05641385,0.16052784,0.46995896,0.00153429,0.10221145
-5.15357679,0.76292389,0.00107068,0.05471260,0.19679520,0.05823831,0.16034291,0.48994187,0.00139434,0.10276344
-5.14757379,0.78452903,0.00110396,0.05394845,0.20071289,0.05999225,0.15959637,0.50937754,0.00127284,0.10300942
-5.14157079,0.80456497,0.00113247,0.05307285,0.20393755,0.06164894,0.15824156,0.52796024,0.00116761,0.10291624
-5.13556778,0.82267084,0.00115597,0.05207387,0.20640362,0.06318846,0.15625849,0.54540621,0.00107651,0.10246664
-5.12956478,0.83855334,0.00117432,0.05094928,0.20806675,0.06459840,0.15365432,0.56146077,0.00099756,0.10165984
-5.12356178,0.85199438,0.00118751,0.04970655,0.20890470,0.06587456,0.15046292,0.57590490,0.00092896,0.10051169
-5.11755878,0.86285670,0.00119563,0.04836258,0.20891738,0.06702139,0.14674343,0.58856093,0.00086911,0.09905423
-5.11155578,0.87108741,0.00119890,0.04694308,0.20812634,0.06805236,0.14257811,0.59929734,0.00081664,0.09733486
-5.10555278,0.87671918,0.00119763,0.04548169,0.20657356,0.06899010,0.13806934,0.60803237,0.00077041,0.09541499
-5.09954977,0.87986924,0.00119222,0.04401888,0.20431968,0.06986639,0.13333608,0.61473622,0.00072949,0.09336832
-5.09354677,0.88073595,0.00118317,0.04260061,0.20144167,0.07072185,0.12850994,0.61943186,0.00069315,0.09127882
-5.08754377,0.87959319,0.00117101,0.04127701,0.19803012,0.07160552,0.12373088,0.62219420,0.00066085,0.08923852
-5.08154077,0.87678243,0.00115636,0.04010083,0.19418619,0.07257409,0.11914293,0.62314752,0.00063221,0.08734506
-5.07553777,0.87270276,0.00113984,0.03912596,0.19001829,0.07369091,0.11488987,0.62246131,0.00060695,0.08569921
-5.06953477,0.86779908,0.00112207,0.03840600,0.18563866,0.07502473,0.11111111,0.62034441,0.00058491,0.08440232
-5.06353177,0.86254856,0.00110367,0.03799281,0.18115990,0.07664827,0.10793799,0.61703761,0.00056599,0.08355385
-5.05752876,0.85744593,0.00108522,0.03793525,0.17669162,0.07863637,0.10549038,0.61280499,0.00055011,0.08324897
-5.05152576,0.85298771,0.00106725,0.03827799,0.17233719,0.08106412,0.10387383,0.60792416,0.00053723,0.08357627
-5.04552276,0.84965616,0.00105021,0.03906048,0.16819080,0.08400466,0.10317729,0.60267582,0.00052728,0.08461564
-5.03951976,0.84790318,0.00103447,0.04031605,0.16433489,0.08752689,0.10347139,0.59733304,0.00052018,0.08643638
-5.03351676,0.84813483,0.00102029,0.04207118,0.16083793,0.09169311,0.10480726,0.59215064,0.00051578,0.08909548
-5.02751376,0.85069712,0.00100784,0.04434494,0.15775279,0.09655662,0.10721596,0.58735524,0.00051390,0.09263618
-5.02151076,0.85586334,0.00099714,0.04714850,0.15511561,0.10215938,0.11070843,0.58313632,0.00051431,0.09708674
-5.01550775,0.86382378,0.00098814,0.05048493,0.15294521,0.10852984,0.11527588,0.57963882,0.00051669,0.10245951
-5.00950475,0.87467805,0.00098065,0.05434898,0.15124321,0.11568096,0.12089071,0.57695760,0.00052071,0.10875035
-5.00350175,0.88843040,0.00097439,0.05872712,0.14999459,0.12360862,0.12750766,0.57513399,0.00052595,0.11593823
-4.99749875,0.90498837,0.00096901,0.06359760,0.14916896,0.13229032,0.13506538,0.57415475,0.00053198,0.12398528
-4.99149575,0.92416476,0.00096406,0.06893079,0.14872227,0.14168449,0.14348817,0.57395338,0.00053833,0.13283711
-4.98549275,0.94568298,0.00095904,0.07468945,0.14859893,0.15173025,0.15268794,0.57441380,0.00054452,0.14242350
-4.97948974,0.96918559,0.00095345,0.08082929,0.14873436,0.16234779,0.16256625,0.57537622,0.00055007,0.15265945
-4.97348674,0.99424562,0.00094674,0.08729955,0.14905776,0.17343938,0.17301644,0.57664489,0.00055452,0.16344659
-4.96748374,1.02038047,0.00093842,0.09404376,0.14949499,0.18489095,0.18392575,0.57799745,0.00055746,0.17467491
-4.96148074,1.04706764,0.00092800,0.10100057,0.14997153,0.19657436,0.19517748,0.57919524,0.00055850,0.18622488
-4.95547774,1.07376180,0.00091508,0.10810474,0.15041527,0.20835017,0.20665304,0.57999440,0.00055734,0.19796980
-4.94947474,1.09991262,0.00089930,0.11528824,0.15075912,0.22007089,0.21823400,0.58015685,0.00055372,0.20977853
-4.94347174,1.12498264,0.00088043,0.12248139,0.15094337,0.23158472,0.22980404,0.57946106,0.00054749,0.22151835
-4.93746873,1.14846460,0.00085832,0.12961425,0.15091763,0.24273953,0.24125084,0.57771186,0.00053857,0.23305803
-4.93146573,1.16989764,0.00083294,0.13661790,0.15064228,0.25338704,0.25246790,0.57474898,0.00052697,0.24427104
-4.92546273,1.18888197,0.00080434,0.14342597,0.15008958,0.26338708,0.26335633,0.57045418,0.00051277,0.25503874
-4.91945973,1.20509144,0.00077270,0.14997611,0.14924423,0.27261170,0.27382657,0.56475637,0.00049615,0.26525359
-4.91345673,1.21828381,0.00073830,0.15621146,0.14810345,0.28094918,0.28380001,0.55763504,0.00047736,0.27482212
-4.90745373,1.22830846,0.00070150,0.16208220,0.14667670,0.28830749,0.29321063,0.54912156,0.00045671,0.28366779
-4.90145073,1.23511138,0.00066272,0.16754691,0.14498498,0.29461747,0.30200644,0.53929873,0.00043456,0.29173343
-4.89544772,1.23873737,0.00062244,0.17257389,0.14305983,0.29983522,0.31015090,0.52829845,0.00041132,0.29898327
-4.88944472,1.23932943,0.00058118,0.17714226,0.14094203,0.30394394,0.31762402,0.51629789,0.00038743,0.30540447
-4.88344172,1.23712556,0.00053950,0.18124286,0.13868014,0.30695482,0.32442326,0.50351431,0.00036333,0.31100798
-4.87743872,1.23245275,0.00049791,0.18487882,0.13632891,0.30890727,0.33056413,0.49019872,0.00033948,0.31582873
-4.87143572,1.22571868,0.00045695,0.18806579,0.13394759,0.30986811,0.33608021,0.47662878,0.00031632,0.31992500
-4.86543272,1.21740097,0.00041710,0.19083176,0.13159818,0.30992999,0.34102278,0.46310113,0.00029425,0.32337708
-4.85942971,1.20803440,0.00037881,0.19321646,0.12934368,0.30920893,0.34545972,0.44992336,0.00027369,0.32628489
-4.85342671,1.19819629,0.00034248,0.19527021,0.12724640,0.30784106,0.34947379,0.43740593,0.00025497,0.32876497
-4.84742371,1.18849027,0.00030843,0.19705243,0.12536623,0.30597862,0.35316023,0.42585414,0.00023840,0.33094656
-4.84142071,1.17952881,0.00027693,0.19862953,0.12375903,0.30378546,0.35662350,0.41556046,0.00022423,0.33296694
-4.83541771,1.17191497,0.00024816,0.20007252,0.12247505,0.30143193,0.35997351,0.40679719,0.00021268,0.33496632
-4.82941471,1.16622372,0.00022227,0.20145417,0.12155744,0.29908959,0.36332118,0.39980976,0.00020390,0.33708216
-4.82341171,1.16298343,0.00019930,0.20284602,0.12104087,0.29692580,0.36677355,0.39481069,0.00019798,0.33944335
-4.81740870,1.16265799,0.00017925,0.20431513,0.12095025,0.29509824,0.37042866,0.39197432,0.00019497,0.34216433
-4.81140570,1.16563032,0.00016209,0.20592097,0.12129969,0.29374990,0.37437037,0.39143246,0.00019489,0.34533959
-4.80540270,1.17218773,0.00014770,0.20771232,0.12209161,0.29300432,0.37866339,0.39327094,0.00019769,0.34903849
-4.79939970,1.18250983,0.00013594,0.20972461,0.12331610,0.29296166,0.38334876,0.39752727,0.00020327,0.35330106
-4.79339670,1.19665949,0.00012664,0.21197754,0.12495061,0.29369542,0.38844014,0.40418943,0.00021153,0.35813464
-4.78739370,1.21457743,0.00011960,0.21447347,0.12695999,0.29525018,0.39392094,0.41319568,0.00022231,0.36351188
-4.78139070,1.23608062,0.00011460,0.21719631,0.12929687,0.29764036,0.39974278,0.42443570,0.00023542,0.36936999
-4.77538769,1.26086491,0.00011142,0.22011137,0.13190248,0.30085001,0.40582514,0.43775281,0.00025065,0.37561158
-4.76938469,1.28851179,0.00010982,0.22316585,0.13470784,0.30483377,0.41205657,0.45294731,0.00026779,0.38210692
-4.76338169,1.31849926,0.00010958,0.22629026,0.13763544,0.30951882,0.41829721,0.46978091,0.00028659,0.38869772
-4.75737869,1.35021635,0.00011047,0.22940060,0.14060114,0.31480779,0.42438281,0.48798204,0.00030679,0.39520220
-4.75137569,1.38298091,0.00011227,0.23240120,0.14351658,0.32058255,0.43012990,0.50725203,0.00032812,0.40142136
-4.74537269,1.41606004,0.00011479,0.23518819,0.14629167,0.32670859,0.43534208,0.52727182,0.00035033,0.40714610
-4.73936968,1.44869218,0.00011784,0.23765334,0.14883733,0.33303987,0.43981700,0.54770919,0.00037314,0.41216490
-4.73336668,1.48011027,0.00012126,0.23968820,0.15106831,0.33942394,0.44335393,0.56822617,0.00039627,0.41627181
-4.72736368,1.50956487,0.00012490,0.24118830,0.15290594,0.34570702,0.44576129,0.58848652,0.00041947,0.41927423
-4.72136068,1.53634651,0.00012864,0.24205718,0.15428066,0.35173892,0.44686419,0.60816304,0.00044247,0.42100029
-4.71535768,1.55980628,0.00013239,0.24221023,0.15513448,0.35737757,0.44651120,0.62694455,0.00046503,0.42130535
-4.70935468,1.57937413,0.00013606,0.24157789,0.15542288,0.36249293,0.44458046,0.64454244,0.00048692,0.42007748
-4.70335168,1.59457415,0.00013960,0.24010844,0.15511643,0.36697026,0.44098465,0.66069651,0.00050790,0.41724154
-4.69734867,1.60503644,0.00014298,0.23776990,0.15420190,0.37071260,0.43567459,0.67518022,0.00052779,0.41276187
-4.69134567,1.61050534,0.00014620,0.23455128,0.15268276,0.37364240,0.42864155,0.68780512,0.00054640,0.40664334
-4.68534267,1.61084387,0.00014926,0.23046302,0.15057926,0.37570238,0.41991803,0.69842442,0.00056359,0.39893090
-4.67933967,1.60603452,0.00015221,0.22553657,0.14792788,0.37685558,0.40957709,0.70693570,0.00057922,0.38970763
-4.67333667,1.59617646,0.00015509,0.21982327,0.14478031,0.37708474,0.39773029,0.71328271,0.00059322,0.37909146
-4.66733367,1.58147964,0.00015798,0.21339265,0.14120196,0.37639110,0.38452442,0.71745617,0.00060552,0.36723077
-4.66133067,1.56225598,0.00016095,0.20633005,0.13727007,0.37479274,0.37013715,0.71949362,0.00061610,0.35429912
-4.65532766,1.53890826,0.00016411,0.19873390,0.13307147,0.37232258,0.35477181,0.71947819,0.00062498,0.34048932
-4.64932466,1.51191698,0.00016756,0.19071267,0.12870009,0.36902623,0.33865159,0.71753627,0.00063222,0.32600725
-4.64332166,1.48182575,0.00017140,0.18238166,0.12425430,0.36495971,0.32201330,0.71383409,0.00063791,0.31106557
