energy_ev,total_up,Cd_p_up,Cd_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.75987994,1.11623318,0.86512398,0.10740115,0.58324525,0.00000000,0.01630297,0.19008581,0.48529160,0.00000000
-5.75387694,1.11148187,0.86666601,0.10557213,0.58440937,0.00000000,0.01603045,0.19040592,0.48326679,0.00000000
-5.74787394,1.10084328,0.86318702,0.10331086,0.58201251,0.00000000,0.01573774,0.18962521,0.47859437,0.00000000
-5.74187094,1.08417608,0.85452322,0.10061107,0.57599420,0.00000000,0.01541323,0.18770769,0.47123816,0.00000000
-5.73586793,1.06151509,0.84065142,0.09748201,0.56638714,0.00000000,0.01504904,0.18464814,0.46123754,0.00000000
-5.72986493,1.03306472,0.82168615,0.09394749,0.55331417,0.00000000,0.01464095,0.18047151,0.44870405,0.00000000
-5.72386193,0.99918675,0.79787195,0.09004442,0.53698219,0.00000000,0.01418828,0.17523123,0.43381571,0.00000000
-5.71785893,0.96038304,0.76957116,0.08582096,0.51767340,0.00000000,0.01369357,0.16900657,0.41680919,0.00000000
-5.71185593,0.91727415,0.73724793,0.08133438,0.49573416,0.00000000,0.01316226,0.16189915,0.39797043,0.00000000
-5.70585293,0.87057491,0.70144936,0.07664877,0.47156221,0.00000000,0.01260228,0.15402880,0.37762394,0.00000000
-5.69984992,0.82106804,0.66278455,0.07183266,0.44559264,0.00000000,0.01202356,0.14552893,0.35612145,0.00000000
-5.69384692,0.76957701,0.62190272,0.06695664,0.41828332,0.00000000,0.01143756,0.13654181,0.33383016,0.00000000
-5.68784392,0.71693917,0.57947119,0.06209109,0.39010044,0.00000000,0.01085677,0.12721366,0.31112132,0.00000000
-5.68184092,0.66398019,0.53615427,0.05730409,0.36150460,0.00000000,0.01029419,0.11769008,0.28835930,0.00000000
-5.67583792,0.61149081,0.49259379,0.05265958,0.33293805,0.00000000,0.00976284,0.10811174,0.26589164,0.00000000
-5.66983492,0.56020639,0.44939198,0.04821575,0.30481350,0.00000000,0.00927535,0.09861064,0.24404043,0.00000000
-5.66383192,0.51078996,0.40709723,0.04402385,0.27750475,0.00000000,0.00884349,0.08930698,0.22309504,0.00000000
-5.65782891,0.46381904,0.36619302,0.04012715,0.25133941,0.00000000,0.00847782,0.08030674,0.20330651,0.00000000
-5.65182591,0.41977632,0.32709016,0.03656038,0.22659371,0.00000000,0.00818737,0.07169998,0.18488361,0.00000000
-5.64582291,0.37904421,0.29012244,0.03334941,0.20348950,0.00000000,0.00797935,0.06355990,0.16799040,0.00000000
-5.63981991,0.34190296,0.25554534,0.03051113,0.18219325,0.00000000,0.00785898,0.05594255,0.15274543,0.00000000
-5.63381691,0.30853215,0.22353770,0.02805373,0.16281689,0.00000000,0.00782931,0.04888722,0.13922227,0.00000000
-5.62781391,0.27901498,0.19420573,0.02597706,0.14542029,0.00000000,0.00789111,0.04241731,0.12745124,0.00000000
-5.62181091,0.25334496,0.16758908,0.02427324,0.13001497,0.00000000,0.00804286,0.03654170,0.11742224,0.00000000
-5.61580790,0.23143450,0.14366844,0.02292737,0.11656898,0.00000000,0.00828073,0.03125640,0.10908829,0.00000000
-5.60980490,0.21312488,0.12237402,0.02191837,0.10501239,0.00000000,0.00859872,0.02654644,0.10236977,0.00000000
-5.60380190,0.19819714,0.10359467,0.02121988,0.09524329,0.00000000,0.00898870,0.02238788,0.09715912,0.00000000
-5.59779890,0.18638347,0.08718700,0.02080126,0.08713401,0.00000000,0.00944068,0.01874980,0.09332568,0.00000000
-5.59179590,0.17737873,0.07298426,0.02062853,0.08053728,0.00000000,0.00994298,0.01559630,0.09072086,0.00000000
-5.58579290,0.17085186,0.06080467,0.02066543,0.07529222,0.00000000,0.01048256,0.01288829,0.08918314,0.00000000
-5.57978989,0.16645688,0.05045884,0.02087441,0.07122998,0.00000000,0.01104533,0.01058515,0.08854311,0.00000000
-5.57378689,0.16384331,0.04175641,0.02121768,0.06817896,0.00000000,0.01161651,0.00864619,0.08862827,0.00000000
-5.56778389,0.16266590,0.03451152,0.02165810,0.06596951,0.00000000,0.01218106,0.00703187,0.08926762,0.00000000
-5.56178089,0.16259357,0.02854735,0.02216021,0.06443806,0.00000000,0.01272408,0.00570479,0.09029599,0.00000000
-5.55577789,0.16331742,0.02369955,0.02269111,0.06343070,0.00000000,0.01323123,0.00463046,0.09155798,0.00000000
-5.54977489,0.16455787,0.01981886,0.02322127,0.06280621,0.00000000,0.01368916,0.00377789,0.09291156,0.00000000
-5.54377189,0.16607073,0.01677276,0.02372531,0.06243844,0.00000000,0.01408594,0.00311994,0.09423120,0.00000000
-5.53776888,0.16765232,0.01444651,0.02418266,0.06221826,0.00000000,0.01441140,0.00263360,0.09541057,0.00000000
-5.53176588,0.16914341,0.01274348,0.02457813,0.06205485,0.00000000,0.01465746,0.00230006,0.09636469,0.00000000
-5.52576288,0.17043215,0.01158505,0.02490232,0.06187654,0.00000000,0.01481838,0.00210469,0.09703157,0.00000000
-5.51975988,0.17145570,0.01091011,0.02515192,0.06163119,0.00000000,0.01489099,0.00203695,0.09737321,0.00000000
-5.51375688,0.17220082,0.01067422,0.02532982,0.06128600,0.00000000,0.01487473,0.00209022,0.09737605,0.00000000
-5.50775388,0.17270309,0.01084857,0.02544506,0.06082701,0.00000000,0.01477172,0.00226155,0.09705077,0.00000000
-5.50175088,0.17304506,0.01141874,0.02551264,0.06025806,0.00000000,0.01458664,0.00255140,0.09643151,0.00000000
-5.49574787,0.17335310,0.01238341,0.02555310,0.05959944,0.00000000,0.01432662,0.00296331,0.09557445,0.00000000
-5.48974487,0.17379318,0.01375282,0.02559194,0.05888620,0.00000000,0.01400095,0.00350352,0.09455588,0.00000000
-5.48374187,0.17456548,0.01554725,0.02565893,0.05816611,0.00000000,0.01362075,0.00418062,0.09346973,0.00000000
-5.47773887,0.17589812,0.01779537,0.02578713,0.05749741,0.00000000,0.01319863,0.00500504,0.09242465,0.00000000
-5.47173587,0.17803994,0.02053250,0.02601196,0.05694638,0.00000000,0.01274822,0.00598859,0.09154078,0.00000000
-5.46573287,0.18125263,0.02379877,0.02637002,0.05658471,0.00000000,0.01228371,0.00714396,0.09094613,0.00000000
-5.45972986,0.18580232,0.02763717,0.02689784,0.05648684,0.00000000,0.01181938,0.00848406,0.09077291,0.00000000
-5.45372686,0.19195076,0.03209156,0.02763070,0.05672726,0.00000000,0.01136909,0.01002150,0.09115359,0.00000000
-5.44772386,0.19994650,0.03720459,0.02860129,0.05737786,0.00000000,0.01094587,0.01176786,0.09221717,0.00000000
-5.44172086,0.21001599,0.04301548,0.02983847,0.05850539,0.00000000,0.01056145,0.01373306,0.09408529,0.00000000
-5.43571786,0.22235513,0.04955793,0.03136608,0.06016910,0.00000000,0.01022591,0.01592467,0.09686874,0.00000000
-5.42971486,0.23712129,0.05685788,0.03320187,0.06241854,0.00000000,0.00994738,0.01834724,0.10066405,0.00000000
-5.42371186,0.25442612,0.06493150,0.03535652,0.06529168,0.00000000,0.00973174,0.02100166,0.10555047,0.00000000
-5.41770885,0.27432931,0.07378319,0.03783286,0.06881331,0.00000000,0.00958255,0.02388460,0.11158731,0.00000000
-5.41170585,0.29683358,0.08340381,0.04062533,0.07299379,0.00000000,0.00950089,0.02698798,0.11881164,0.00000000
-5.40570285,0.32188098,0.09376920,0.04371957,0.07782817,0.00000000,0.00948540,0.03029863,0.12723655,0.00000000
-5.39969985,0.34935068,0.10483897,0.04709242,0.08329568,0.00000000,0.00953239,0.03379802,0.13684983,0.00000000
-5.39369685,0.37905842,0.11655572,0.05071198,0.08935964,0.00000000,0.00963595,0.03746213,0.14761312,0.00000000
-5.38769385,0.41075753,0.12884467,0.05453816,0.09596778,0.00000000,0.00978820,0.04126155,0.15946168,0.00000000
-5.38169085,0.44414178,0.14161374,0.05852330,0.10305289,0.00000000,0.00997964,0.04516173,0.17230463,0.00000000
-5.37568784,0.47884976,0.15475421,0.06261316,0.11053393,0.00000000,0.01019943,0.04912335,0.18602573,0.00000000
-5.36968484,0.51447089,0.16814178,0.06674810,0.11831744,0.00000000,0.01043580,0.05310298,0.20048472,0.00000000
-5.36368184,0.55055296,0.18163826,0.07086443,0.12629931,0.00000000,0.01067647,0.05705381,0.21551919,0.00000000
-5.35767884,0.58661077,0.19509359,0.07489594,0.13436676,0.00000000,0.01090907,0.06092657,0.23094690,0.00000000
-5.35167584,0.62213601,0.20834845,0.07877555,0.14240065,0.00000000,0.01112154,0.06467053,0.24656866,0.00000000
-5.34567284,0.65660785,0.22123715,0.08243694,0.15027786,0.00000000,0.01130253,0.06823463,0.26217163,0.00000000
-5.33966983,0.68950403,0.23359084,0.08581622,0.15787392,0.00000000,0.01144177,0.07156863,0.27753302,0.00000000
-5.33366683,0.72031229,0.24524101,0.08885358,0.16506556,0.00000000,0.01153039,0.07462430,0.29242420,0.00000000
-5.32766383,0.74854159,0.25602305,0.09149471,0.17173340,0.00000000,0.01156114,0.07735654,0.30661508,0.00000000
-5.32166083,0.77373311,0.26577995,0.09369220,0.17776451,0.00000000,0.01152862,0.07972446,0.31987871,0.00000000
-5.31565783,0.79547045,0.27436584,0.09540660,0.18305482,0.00000000,0.01142940,0.08169242,0.33199607,0.00000000
-5.30965483,0.81338907,0.28164952,0.09660735,0.18751145,0.00000000,0.01126202,0.08323084,0.34276083,0.00000000
-5.30365183,0.82718445,0.28751763,0.09727341,0.19105474,0.00000000,0.01102704,0.08431692,0.35198409,0.00000000
-5.29764882,0.83661898,0.29187757,0.09739357,0.19362008,0.00000000,0.01072684,0.08493521,0.35949893,0.00000000
-5.29164582,0.84152735,0.29466002,0.09696660,0.19515930,0.00000000,0.01036557,0.08507794,0.36516462,0.00000000
-5.28564282,0.84182023,0.29582096,0.09600105,0.19564186,0.00000000,0.00994885,0.08474525,0.36887041,0.00000000
-5.27963982,0.83748638,0.29534317,0.09451482,0.19505559,0.00000000,0.00948357,0.08394510,0.37053870,0.00000000
-5.27363682,0.82859291,0.29323721,0.09253454,0.19340703,0.00000000,0.00897756,0.08269316,0.37012763,0.00000000
-5.26763382,0.81528386,0.28954173,0.09009475,0.19072139,0.00000000,0.00843932,0.08101242,0.36763272,0.00000000
-5.26163082,0.79777712,0.28432324,0.08723691,0.18704215,0.00000000,0.00787772,0.07893269,0.36308782,0.00000000
-5.25562781,0.77635981,0.27767524,0.08400836,0.18243017,0.00000000,0.00730165,0.07648999,0.35656500,0.00000000
-5.24962481,0.75138215,0.26971677,0.08046107,0.17696255,0.00000000,0.00671981,0.07372577,0.34817354,0.00000000
-5.24362181,0.72325014,0.26059046,0.07665058,0.17073110,0.00000000,0.00614044,0.07068612,0.33805802,0.00000000
-5.23761881,0.69241719,0.25046004,0.07263467,0.16384050,0.00000000,0.00557109,0.06742087,0.32639546,0.00000000
-5.23161581,0.65937490,0.23950750,0.06847232,0.15640628,0.00000000,0.00501849,0.06398265,0.31339166,0.00000000
-5.22561281,0.62464328,0.22792983,0.06422254,0.14855255,0.00000000,0.00448842,0.06042601,0.29927690,0.00000000
-5.21960980,0.58876071,0.21593560,0.05994337,0.14040966,0.00000000,0.00398564,0.05680643,0.28430103,0.00000000
-5.21360680,0.55227375,0.20374134,0.05569098,0.13211172,0.00000000,0.00351385,0.05317948,0.26872811,0.00000000
-5.20760380,0.51572728,0.19156780,0.05151887,0.12379424,0.00000000,0.00307572,0.04959994,0.25283095,0.00000000
-5.20160080,0.47965498,0.17963629,0.04747716,0.11559169,0.00000000,0.00267293,0.04612103,0.23688539,0.00000000
-5.19559780,0.44457043,0.16816507,0.04361203,0.10763522,0.00000000,0.00230623,0.04279363,0.22116486,0.00000000
-5.18959480,0.41095901,0.15736580,0.03996531,0.10005053,0.00000000,0.00197557,0.03966571,0.20593498,0.00000000
-5.18359180,0.37927074,0.14744025,0.03657408,0.09295590,0.00000000,0.00168018,0.03678166,0.19144868,0.00000000
-5.17758879,0.34991395,0.13857716,0.03347046,0.08646038,0.00000000,0.00141871,0.03418180,0.17794163,0.00000000
-5.17158579,0.32325001,0.13094923,0.03068145,0.08066223,0.00000000,0.00118933,0.03190194,0.16562820,0.00000000
-5.16558279,0.29958904,0.12471042,0.02822884,0.07564747,0.00000000,0.00098988,0.02997292,0.15469806,0.00000000
-5.15957979,0.27918640,0.11999335,0.02612912,0.07148872,0.00000000,0.00081796,0.02842029,0.14531313,0.00000000
-5.15357679,0.26224013,0.11690687,0.02439357,0.06824412,0.00000000,0.00067105,0.02726394,0.13760527,0.00000000
-5.14757379,0.24888905,0.11553388,0.02302821,0.06595646,0.00000000,0.00054658,0.02651784,0.13167435,0.00000000
-5.14157079,0.23921155,0.11592919,0.02203391,0.06465245,0.00000000,0.00044200,0.02618973,0.12758682,0.00000000
-5.13556778,0.23322500,0.11811771,0.02140639,0.06434215,0.00000000,0.00035487,0.02628088,0.12537477,0.00000000
-5.12956478,0.23088569,0.12209280,0.02113636,0.06501851,0.00000000,0.00028288,0.02678589,0.12503543,0.00000000
-5.12356178,0.23208939,0.12781493,0.02120955,0.06665717,0.00000000,0.00022389,0.02769251,0.12653104,0.00000000
-5.11755878,0.23667248,0.13521082,0.02160689,0.06921633,0.00000000,0.00017595,0.02898158,0.12978925,0.00000000
-5.11155578,0.24441380,0.14417295,0.02230462,0.07263703,0.00000000,0.00013732,0.03062695,0.13470395,0.00000000
-5.10555278,0.25503728,0.15455982,0.02327452,0.07684353,0.00000000,0.00010645,0.03259566,0.14113665,0.00000000
-5.09954977,0.26821554,0.16619686,0.02448420,0.08174417,0.00000000,0.00008200,0.03484811,0.14891843,0.00000000
-5.09354677,0.28357445,0.17887821,0.02589745,0.08723258,0.00000000,0.00006283,0.03733851,0.15785256,0.00000000
-5.08754377,0.30069893,0.19236947,0.02747472,0.09318922,0.00000000,0.00004797,0.04001541,0.16771780,0.00000000
-5.08154077,0.31913998,0.20641143,0.02917369,0.09948355,0.00000000,0.00003662,0.04282254,0.17827241,0.00000000
-5.07553777,0.33842296,0.22072476,0.03094998,0.10597650,0.00000000,0.00002812,0.04569970,0.18925898,0.00000000
-5.06953477,0.35805713,0.23501574,0.03275798,0.11252349,0.00000000,0.00002197,0.04858396,0.20040984,0.00000000
-5.06353177,0.37754632,0.24898288,0.03455173,0.11897790,0.00000000,0.00001780,0.05141102,0.21145323,0.00000000
-5.05752876,0.39640054,0.26232414,0.03628598,0.12519480,0.00000000,0.00001534,0.05411663,0.22211993,0.00000000
-5.05152576,0.41414827,0.27474483,0.03791726,0.13103509,0.00000000,0.00001447,0.05663819,0.23215030,0.00000000
-5.04552276,0.43034904,0.28596561,0.03940499,0.13636970,0.00000000,0.00001516,0.05891637,0.24130145,0.00000000
-5.03951976,0.44460603,0.29573059,0.04071260,0.14108393,0.00000000,0.00001752,0.06089673,0.24935444,0.00000000
-5.03351676,0.45657810,0.30381496,0.04180863,0.14508168,0.00000000,0.00002179,0.06253124,0.25612114,0.00000000
-5.02751376,0.46599098,0.31003200,0.04266771,0.14828941,0.00000000,0.00002837,0.06377967,0.26145051,0.00000000
-5.02151076,0.47264699,0.31423912,0.04327145,0.15065985,0.00000000,0.00003782,0.06461078,0.26523423,0.00000000
-5.01550775,0.47643318,0.31634260,0.04360916,0.15217514,0.00000000,0.00005094,0.06500328,0.26741120,0.00000000
-5.00950475,0.47732722,0.31630090,0.04367843,0.15284939,0.00000000,0.00006876,0.06494640,0.26797092,0.00000000
-5.00350175,0.47540119,0.31412634,0.04348542,0.15273069,0.00000000,0.00009262,0.06444026,0.26695554,0.00000000
-4.99749875,0.47082276,0.30988504,0.04304502,0.15190222,0.00000000,0.00012421,0.06349575,0.26446049,0.00000000
-4.99149575,0.46385401,0.30369520,0.04238074,0.15048277,0.00000000,0.00016567,0.06213422,0.26063367,0.00000000
-4.98549275,0.45484772,0.29572372,0.04152439,0.14862638,0.00000000,0.00021962,0.06038670,0.25567330,0.00000000
-4.97948974,0.44424147,0.28618137,0.04051562,0.14652133,0.00000000,0.00028930,0.05829293,0.24982430,0.00000000
-4.97348674,0.43254960,0.27531665,0.03940116,0.14438829,0.00000000,0.00037863,0.05590010,0.24337360,0.00000000
-4.96748374,0.42035340,0.26340875,0.03823406,0.14247792,0.00000000,0.00049233,0.05326146,0.23664435,0.00000000
-4.96148074,0.40828986,0.25075974,0.03707268,0.14106770,0.00000000,0.00063598,0.05043472,0.22998917,0.00000000
-4.95547774,0.39703919,0.23768637,0.03597967,0.14045820,0.00000000,0.00081619,0.04748050,0.22378285,0.00000000
-4.94947474,0.38731148,0.22451185,0.03502081,0.14096870,0.00000000,0.00104065,0.04446073,0.21841437,0.00000000
-4.94347174,0.37983280,0.21155778,0.03426394,0.14293220,0.00000000,0.00131823,0.04143711,0.21427867,0.00000000
-4.93746873,0.37533086,0.19913653,0.03377769,0.14668989,0.00000000,0.00165905,0.03846975,0.21176819,0.00000000
-4.93146573,0.37452055,0.18754433,0.03363034,0.15258488,0.00000000,0.00207455,0.03561595,0.21126428,0.00000000
-4.92546273,0.37808937,0.17705506,0.03388863,0.16095533,0.00000000,0.00257745,0.03292913,0.21312870,0.00000000
-4.91945973,0.38668296,0.16791509,0.03461656,0.17212694,0.00000000,0.00318179,0.03045799,0.21769518,0.00000000
-4.91345673,0.40089076,0.16033891,0.03587422,0.18640477,0.00000000,0.00390283,0.02824592,0.22526121,0.00000000
-4.90745373,0.42123195,0.15450588,0.03771660,0.20406441,0.00000000,0.00475691,0.02633055,0.23608011,0.00000000
-4.90145073,0.44814164,0.15055779,0.04019246,0.22534275,0.00000000,0.00576127,0.02474345,0.25035353,0.00000000
-4.89544772,0.48195773,0.14859739,0.04334311,0.25042828,0.00000000,0.00693381,0.02351011,0.26822437,0.00000000
-4.88944472,0.52290840,0.14868769,0.04720131,0.27945136,0.00000000,0.00829270,0.02264990,0.28977048,0.00000000
-4.88344172,0.57110064,0.15085201,0.05179014,0.31247458,0.00000000,0.00985604,0.02217623,0.31499911,0.00000000
-4.87743872,0.62651020,0.15507474,0.05712199,0.34948365,0.00000000,0.01164131,0.02209672,0.34384244,0.00000000
-4.87143572,0.68897334,0.16130268,0.06319754,0.39037932,0.00000000,0.01366486,0.02241346,0.37615443,0.00000000
-4.86543272,0.75818084,0.16944704,0.07000500,0.43497057,0.00000000,0.01594128,0.02312324,0.41170912,0.00000000
-4.85942971,0.83367484,0.17938589,0.07751942,0.48296983,0.00000000,0.01848275,0.02421790,0.45020080,0.00000000
-4.85342671,0.91484889,0.19096720,0.08570227,0.53399048,0.00000000,0.02129832,0.02568454,0.49124607,0.00000000
-4.84742371,1.00095173,0.20401237,0.09450126,0.58754719,0.00000000,0.02439328,0.02750588,0.53438813,0.00000000
-4.84142071,1.09109506,0.21832023,0.10385049,0.64305945,0.00000000,0.02776840,0.02966053,0.57910327,0.00000000
-4.83541771,1.18426556,0.23367143,0.11367091,0.69985850,0.00000000,0.03141935,0.03212332,0.62480970,0.00000000
-4.82941471,1.27934118,0.24983330,0.12387117,0.75719780,0.00000000,0.03533612,0.03486570,0.67087854,0.00000000
-4.82341171,1.37511149,0.26656489,0.13434885,0.81426693,0.00000000,0.03950257,0.03785604,0.71664684,0.00000000
-4.81740870,1.47030172,0.28362226,0.14499198,0.87020886,0.00000000,0.04389608,0.04106011,0.76143230,0.00000000
-4.81140570,1.56360000,0.30076376,0.15568100,0.92413989,0.00000000,0.04848743,0.04444154,0.80454928,0.00000000
-4.80540270,1.65368684,0.31775526,0.16629094,0.97517193,0.00000000,0.05324079,0.04796226,0.84532555,0.00000000
-4.79939970,1.73926603,0.33437497,0.17669383,1.02243620,0.00000000,0.05811397,0.05158309,0.88311927,0.00000000
-4.79339670,1.81909583,0.35041788,0.18676135,1.06510751,0.00000000,0.06305884,0.05526422,0.91733551,0.00000000
-4.78739370,1.89201922,0.36569946,0.19636745,1.10242823,0.00000000,0.06802199,0.05896578,0.94744168,0.00000000
-4.78139070,1.95699223,0.38005857,0.20539103,1.13373074,0.00000000,0.07294564,0.06264834,0.97298122,0.00000000
-4.77538769,2.01310896,0.39335942,0.21371847,1.15845771,0.00000000,0.07776864,0.06627342,0.99358502,0.00000000
-4.76938469,2.05962265,0.40549249,0.22124602,1.17617896,0.00000000,0.08242780,0.06980390,1.00898012,0.00000000
-4.76338169,2.09596168,0.41637439,0.22788183,1.18660444,0.00000000,0.08685922,0.07320439,1.01899531,0.00000000
-4.75737869,2.12174016,0.42594670,0.23354777,1.18959254,0.00000000,0.09099980,0.07644155,1.02356340,0.00000000
-4.75137569,2.13676270,0.43417391,0.23818072,1.18515352,0.00000000,0.09478880,0.07948431,1.02272022,0.00000000
-4.74537269,2.14102340,0.44104056,0.24173358,1.17344787,0.00000000,0.09816939,0.08230402,1.01660045,0.00000000
-4.73936968,2.13469926,0.44654790,0.24417577,1.15477973,0.00000000,0.10109016,0.08487454,1.00543041,0.00000000
-4.73336668,2.11813868,0.45071011,0.24549334,1.12958576,0.00000000,0.10350652,0.08717234,0.98951852,0.00000000
-4.72736368,2.09184561,0.45355068,0.24568873,1.09842014,0.00000000,0.10538201,0.08917650,0.96924372,0.00000000
-4.72136068,2.05646049,0.45509889,0.24478014,1.06193625,0.00000000,0.10668931,0.09086878,0.94504247,0.00000000
-4.71535768,2.01273888,0.45538685,0.24280067,1.02086620,0.00000000,0.10741114,0.09223372,0.91739523,0.00000000
-4.70935468,1.96152895,0.45444733,0.23979722,0.97599900,0.00000000,0.10754083,0.09325871,0.88681268,0.00000000
-4.70335168,1.90374886,0.45231238,0.23582919,0.92815844,0.00000000,0.10708261,0.09393428,0.85382261,0.00000000
-4.69734867,1.84036497,0.44901313,0.23096719,0.87818156,0.00000000,0.10605168,0.09425431,0.81895786,0.00000000
-4.69134567,1.77237184,0.44458043,0.22529163,0.82689871,0.00000000,0.10447392,0.09421644,0.78274575,0.00000000
-4.68534267,1.70077448,0.43904671,0.21889136,0.77511571,0.00000000,0.10238540,0.09382249,0.74569935,0.00000000
-4.67933967,1.62657338,0.43244847,0.21186235,0.72359877,0.00000000,0.09983163,0.09307900,0.70831064,0.00000000
-4.67333667,1.55075253,0.42482968,0.20430646,0.67306249,0.00000000,0.09686652,0.09199771,0.67104573,0.00000000
-4.66733367,1.47427028,0.41624535,0.19633020,0.62416097,0.00000000,0.09355130,0.09059617,0.63434193,0.00000000
-4.66133067,1.39805284,0.40676542,0.18804369,0.57748215,0.00000000,0.08995315,0.08889818,0.59860645,0.00000000
-4.65532766,1.32299008,0.39647833,0.17955956,0.53354489,0.00000000,0.08614380,0.08693426,0.56421646,0.00000000
-4.64932466,1.24993287,0.38549414,0.17099187,0.49279861,0.00000000,0.08219810,0.08474191,0.53152000,0.00000000
-4.64332166,1.17969154,0.37394683,0.16245513,0.45562486,0.00000000,0.07819243,0.08236577,0.50083750,0.00000000
