energy_ev,total_up,Bi_p_up,Bi_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-6.00000000,4.38006207,0.26893580,0.00924991,0.68656004,2.48937571,0.03446905,2.18970630
-5.99399700,4.49316001,0.29128168,0.00975222,0.71926424,2.53393434,0.03768393,2.23023837
-5.98799400,4.60726498,0.31437518,0.01027830,0.75339353,2.57749419,0.04094810,2.27092907
-5.98199100,4.72349482,0.33799534,0.01082794,0.78905857,2.62084508,0.04422964,2.31272817
-5.97598799,4.84299096,0.36189848,0.01140048,0.82637224,2.66480684,0.04749593,2.35662529
-5.96998499,4.96688122,0.38582240,0.01199485,0.86544902,2.71020280,0.05071470,2.40362262
-5.96398199,5.09624899,0.40949208,0.01260955,0.90640571,2.75783599,0.05385523,2.45470943
-5.95797899,5.23210975,0.43262692,0.01324273,0.94936376,2.80846887,0.05688948,2.51083932
-5.95197599,5.37539519,0.45494908,0.01389230,0.99445267,2.86280697,0.05979318,2.57291070
-5.94597299,5.52694456,0.47619253,0.01455601,1.04181418,2.92148651,0.06254691,2.64175066
-5.93996998,5.68750233,0.49611251,0.01523158,1.09160689,2.98506576,0.06513686,2.71810239
-5.93396698,5.85772079,0.51449483,0.01591680,1.14401050,3.05401976,0.06755552,2.80261577
-5.92796398,6.03816584,0.53116455,0.01660969,1.19922936,3.12873756,0.06980206,2.89584074
-5.92196098,6.22932388,0.54599351,0.01730859,1.25749442,3.20952142,0.07188237,2.99822288
-5.91595798,6.43160785,0.55890629,0.01801222,1.31906325,3.29658682,0.07380890,3.11010045
-5.90995498,6.64536046,0.56988426,0.01871981,1.38421743,3.39006281,0.07560008,3.23170212
-5.90395198,6.87085293,0.57896735,0.01943105,1.45325705,3.48999165,0.07727952,3.36314482
-5.89794897,7.10827807,0.58625334,0.02014614,1.52649195,3.59632749,0.07887494,3.50443110
-5.89194597,7.35773682,0.59189473,0.02086570,1.60422988,3.70893361,0.08041679,3.65544532
-5.88594297,7.61921828,0.59609311,0.02159070,1.68676136,3.82757829,0.08193683,3.81594881
-5.87993997,7.89257368,0.59909140,0.02232234,1.77434201,3.95192932,0.08346648,3.98557357
-5.87393697,8.17748523,0.60116407,0.02306184,1.86717256,4.08154782,0.08503528,4.16381494
-5.86793397,8.47343179,0.60260602,0.02381035,1.96537751,4.21588177,0.08666927,4.35002348
-5.86193097,8.77965317,0.60372043,0.02456868,2.06898330,4.35426024,0.08838955,4.54339677
-5.85592796,9.09511583,0.60480623,0.02533715,2.17789695,4.49588902,0.09021107,4.74297191
-5.84992496,9.41848239,0.60614590,0.02611543,2.29188648,4.63984876,0.09214161,4.94761949
-5.84392196,9.74808792,0.60799390,0.02690234,2.41056411,4.78509621,0.09418109,5.15604028
-5.83791896,10.08192544,0.61056669,0.02769578,2.53337347,4.93046969,0.09632126,5.36676534
-5.83191596,10.41764318,0.61403439,0.02849262,2.65958189,5.07469900,0.09854574,5.57816090
-5.82591296,10.75255531,0.61851489,0.02928874,2.78827861,5.21642044,0.10083040,5.78843853
-5.81990995,11.08366778,0.62407036,0.03007903,2.91837966,5.35419692,0.10314417,5.99567153
-5.81390695,11.40771971,0.63070650,0.03085748,3.04863993,5.48654306,0.10545015,6.19781796
-5.80790395,11.72124060,0.63837455,0.03161740,3.17767246,5.61195493,0.10770706,6.39275045
-5.80190095,12.02062226,0.64697582,0.03235157,3.30397487,5.72894359,0.10987092,6.57829263
-5.79589795,12.30220403,0.65636859,0.03305252,3.42596249,5.83607171,0.11189695,6.75226177
-5.78989495,12.56236879,0.66637707,0.03371283,3.54200709,5.93199194,0.11374158,6.91251661
