energy_ev,total_up,In_p_up,In_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.55577789,9.44414689,0.24099047,0.01567372,4.33780032,5.23390738,0.04761233,4.97811567
-5.54977489,9.61156107,0.23345258,0.01559505,4.44004442,5.35747498,0.04877179,5.09760133
-5.54377189,9.78273986,0.22722494,0.01547413,4.54183021,5.48341625,0.05004970,5.22132510
-5.53776888,9.95407228,0.22232391,0.01531108,4.64186870,5.60908068,0.05142142,5.34682456
-5.53176588,10.12190312,0.21873846,0.01510687,4.73891075,5.73178422,0.05285967,5.47156776
-5.52576288,10.28263676,0.21643282,0.01486329,4.83177129,5.84888265,0.05433543,5.59302309
-5.51975988,10.43283234,0.21534944,0.01458295,4.91934702,5.95784081,0.05581891,5.70872512
-5.51375688,10.56928711,0.21541220,0.01426912,5.00062736,6.05629541,0.05728059,5.81633405
-5.50775388,10.68910576,0.21652947,0.01392576,5.07469899,6.14210952,0.05869214,5.91368715
-5.50175088,10.78975423,0.21859717,0.01355730,5.14074463,6.21341739,0.06002733,5.99884070
-5.49574787,10.86909742,0.22150148,0.01316856,5.19803708,6.26865867,0.06126285,6.07010184
-5.48974487,10.92542125,0.22512134,0.01276463,5.24593006,6.30660167,0.06237894,6.12605015
-5.48374187,10.95743995,0.22933059,0.01235072,5.28384732,6.32635579,0.06336002,6.16554938
-5.47773887,10.96429038,0.23399978,0.01193203,5.31127170,6.32737359,0.06419495,6.18775009
-5.47173587,10.94551537,0.23899778,0.01151362,5.32773565,6.30944359,0.06487728,6.19208448
-5.46573287,10.90103864,0.24419305,0.01110035,5.33281478,6.27267484,0.06540527,6.17825493
-5.45972986,10.83113366,0.24945487,0.01069672,5.32612532,6.21747482,0.06578167,6.14621758
-5.45372686,10.73638907,0.25465448,0.01030684,5.30732642,6.14452214,0.06601342,6.09616294
-5.44772386,10.61767266,0.25966623,0.00993436,5.27612742,6.05473551,0.06611115,6.02849468
-5.44172086,10.47609614,0.26436884,0.00958242,5.23230007,5.94924062,0.06608860,5.94380816
-5.43571786,10.31298193,0.26864682,0.00925361,5.17569495,5.82933611,0.06596190,5.84286965
-5.42971486,10.12983314,0.27239212,0.00895000,5.10626120,5.69645992,0.06574882,5.72659706
-5.42371186,9.92830736,0.27550589,0.00867307,5.02406812,5.55215686,0.06546802,5.59604264
-5.41770885,9.71019425,0.27790053,0.00842379,4.92932709,5.39804832,0.06513830,5.45237780
-5.41170585,9.47739691,0.27950178,0.00820259,4.82241214,5.23580449,0.06477791,5.29687992
-5.40570285,9.23191626,0.28025094,0.00800942,4.70387739,5.06711942,0.06440394,5.13092085
-5.39969985,8.97583781,0.28010697,0.00784374,4.57446988,4.89368917,0.06403192,4.95595665
-5.39369685,8.71131988,0.27904848,0.00770462,4.43513638,4.71719293,0.06367544,4.77351782
-5.38769385,8.44058237,0.27707537,0.00759072,4.28702317,4.53927702,0.06334601,4.58519972
-5.38169085,8.16589516,0.27421013,0.00750038,4.13146824,4.36154151,0.06305312,4.39265226
-5.37568784,7.88956552,0.27049854,0.00743166,3.96998571,4.18552923,0.06280438,4.19756869
-5.36968484,7.61392385,0.26600974,0.00738238,3.80424273,4.01271685,0.06260585,4.00167291
-5.36368184,7.34130750,0.26083561,0.00735017,3.63602957,3.84450760,0.06246257,3.80670528
-5.35767884,7.07404243,0.25508937,0.00733258,3.46722413,3.68222554,0.06237903,3.61440673
-5.35167584,6.81442288,0.24890340,0.00732706,3.29975206,3.52711078,0.06235987,3.42650134
-5.34567284,6.56468924,0.24242636,0.00733106,3.13554437,3.38031561,0.06241047,3.24467767
-5.33966983,6.32700470,0.23581954,0.00734210,2.97649407,3.24290124,0.06253762,3.07056915
-5.33366683,6.10343104,0.22925274,0.00735778,2.82441381,3.11583488,0.06275000,2.90573399
-5.32766383,5.89590437,0.22289960,0.00737589,2.68099610,2.99998706,0.06305872,2.75163520
-5.32166083,5.70621158,0.21693271,0.00739441,2.54777770,2.89612919,0.06347752,2.60962117
-5.31565783,5.53596802,0.21151862,0.00741160,2.42610945,2.80493114,0.06402299,2.48090750
-5.30965483,5.38659738,0.20681283,0.00742602,2.31713263,2.72695899,0.06471449,2.36656054
-5.30365183,5.25931429,0.20295517,0.00743658,2.22176236,2.66267307,0.06557390,2.26748324
-5.29764882,5.15511035,0.20006560,0.00744255,2.14067859,2.61242633,0.06662526,2.18440378
-5.29164582,5.07474407,0.19824064,0.00744362,2.07432448,2.57646322,0.06789412,2.11786735
-5.28564282,5.01873523,0.19755058,0.00743988,2.02291203,2.55491947,0.06940684,2.06823144
-5.27963982,4.98736382,0.19803761,0.00743185,1.98643418,2.54782278,0.07118978,2.03566492
-5.27363682,4.98067389,0.19971500,0.00742049,1.96468271,2.55509479,0.07326833,2.02015097
-5.26763382,4.99848205,0.20256720,0.00740716,1.95727081,2.57655443,0.07566598,2.02149374
-5.26163082,5.04039058,0.20655112,0.00739358,1.96365922,2.61192281,0.07840338,2.03932891
-5.25562781,5.10580457,0.21159833,0.00738187,1.98318466,2.66082953,0.08149745,2.07313738
-5.24962481,5.19395246,0.21761824,0.00737444,2.01508925,2.72282045,0.08496046,2.12226201
-5.24362181,5.30390911,0.22450199,0.00737394,2.05854979,2.79736662,0.08879938,2.18592658
-5.23761881,5.43462020,0.23212709,0.00738324,2.11270544,2.88387391,0.09301520,2.26325622
-5.23161581,5.58492696,0.24036239,0.00740532,2.17668307,2.98169299,0.09760245,2.35329852
-5.22561281,5.75358960,0.24907331,0.00744318,2.24961890,3.09012897,0.10254877,2.45504427
-5.21960980,5.93930833,0.25812710,0.00749979,2.33067601,3.20845013,0.10783472,2.56744703
-5.21360680,6.14074058,0.26739774,0.00757795,2.41905688,3.33589507,0.11343363,2.68944037
-5.20760380,6.35651331,0.27677051,0.00768026,2.51401077,3.47167771,0.11931154,2.81995225
-5.20160080,6.58522969,0.28614576,0.00780895,2.61483576,3.61498974,0.12542736,2.95791559
-5.19559780,6.82546948,0.29544190,0.00796584,2.72087561,3.76500013,0.13173300,3.10227488
-5.18959480,7.07578332,0.30459737,0.00815222,2.83151187,3.92085170,0.13817372,3.25198840
-5.18359180,7.33468112,0.31357154,0.00836881,2.94615201,4.08165497,0.14468853,3.40602637
-5.17758879,7.60061574,0.32234449,0.00861565,3.06421422,4.24647966,0.15121072,3.56336539
-5.17158579,7.87196319,0.33091573,0.00889209,3.18511030,4.41434461,0.15766857,3.72297986
-5.16558279,8.14700130,0.33930184,0.00919672,3.30822757,4.58420707,0.16398615,3.88383144
-5.15957979,8.42388895,0.34753329,0.00952738,3.43291131,4.75495238,0.17008437,4.04485761
-5.15357679,8.70064809,0.35565046,0.00988116,3.55844894,4.92538546,0.17588213,4.20496080
-5.14757379,8.97515109,0.36369920,0.01025445,3.68405729,5.09422505,0.18129772,4.36299920
-5.14157079,9.24511532,0.37172608,0.01064295,3.80887390,5.26010213,0.18625037,4.51778070
-5.13556778,9.50810701,0.37977358,0.01104182,3.93195349,5.42156333,0.19066193,4.66806090
-5.12956478,9.76155571,0.38787552,0.01144571,4.05227008,5.57708012,0.19445877,4.81254624
-5.12356178,10.00278008,0.39605288,0.01184891,4.16872509,5.72506425,0.19757361,4.94990262
-5.11755878,10.22902522,0.40431029,0.01224553,4.28016155,5.86388936,0.19994752,5.07876977
-5.11155578,10.43751083,0.41263336,0.01262957,4.38538392,5.99191854,0.20153174,5.19778126
-5.10555278,10.62548893,0.42098694,0.01299515,4.48318300,6.10753703,0.20228942,5.30558951
-5.09954977,10.79030919,0.42931445,0.01333662,4.57236484,6.20918899,0.20219717,5.40089483
-5.09354677,10.92948925,0.43753834,0.01364877,4.65178258,6.29541705,0.20124622,5.48247751
-5.08754377,11.04078716,0.44556157,0.01392693,4.72036969,6.36490286,0.19944334,5.54923127
-5.08154077,11.12227278,0.45327018,0.01416713,4.77717332,6.41650705,0.19681127,5.60019675
-5.07553777,11.17239476,0.46053678,0.01436624,4.82138606,6.44930680,0.19338867,5.63459331
-5.06953477,11.19004002,0.46722480,0.01452202,4.85237481,6.46262919,0.18922965,5.65184757
-5.06353177,11.17458281,0.47319336,0.01463323,4.86970523,6.45607889,0.18440282,5.65161738
-5.05752876,11.12592081,0.47830252,0.01469961,4.87316080,6.42955874,0.17898987,5.63380981
-5.05152576,11.04449641,0.48241870,0.01472196,4.86275540,6.38328217,0.17308373,5.59859242
-5.04552276,10.93130169,0.48542001,0.01470206,4.83873873,6.31777676,0.16678647,5.54639685
-5.03951976,10.78786654,0.48720132,0.01464262,4.80159435,6.23387850,0.16020687,5.47791465
-5.03351676,10.61622995,0.48767871,0.01454720,4.75202996,6.13271684,0.15345785,5.39408519
-5.02751376,10.41889506,0.48679328,0.01442008,4.69096047,6.01569083,0.14665377,5.29607593
-5.02151076,10.19876951,0.48451395,0.01426612,4.61948415,5.88443704,0.13990784,5.18525582
-5.01550775,9.95909281,0.48083928,0.01409061,4.53885275,5.74079038,0.13332948,5.06316254
-5.00950475,9.70335341,0.47579809,0.01389908,4.45043655,5.58673902,0.12702197,4.93146485
-5.00350175,9.43519816,0.46944898,0.01369713,4.35568577,5.42437504,0.12108026,4.79192128
-4.99749875,9.15833738,0.46187859,0.01349022,4.25608944,5.25584236,0.11558905,4.64633661
-4.99149575,8.87644893,0.45319882,0.01328353,4.15313362,5.08328388,0.11062128,4.49651778
-4.98549275,8.59308460,0.44354305,0.01308177,4.04826025,4.90878954,0.10623683,4.34423064
-4.97948974,8.31158230,0.43306160,0.01288903,3.94282837,4.73434715,0.10248169,4.19115920
-4.97348674,8.03498707,0.42191654,0.01270867,3.83807914,4.56179781,0.09938746,4.03886875
-4.96748374,7.76598388,0.41027616,0.01254319,3.73510607,4.39279719,0.09697120,3.88877422
-4.96148074,7.50684464,0.39830935,0.01239422,3.63483164,4.22878435,0.09523562,3.74211474
-4.95547774,7.25939112,0.38618016,0.01226248,3.53799117,4.07095881,0.09416966,3.59993541
-4.94947474,7.02497533,0.37404273,0.01214775,3.44512464,3.92026686,0.09374934,3.46307681
-4.94347174,6.80447766,0.36203689,0.01204897,3.35657678,3.77739723,0.09393892,3.33217235
-4.93746873,6.59832275,0.35028457,0.01196429,3.27250522,3.64278636,0.09469230,3.20765360
-4.93146573,6.40651212,0.33888728,0.01189122,3.19289655,3.51663250,0.09595474,3.08976306
-4.92546273,6.22867200,0.32792449,0.01182673,3.11758921,3.39891813,0.09766465,2.97857359
-4.91945973,6.06411401,0.31745337,0.01176742,3.04630253,3.28943944,0.09975565,2.87401365
-4.91345673,5.91190595,0.30750944,0.01170972,2.97867028,3.18784133,0.10215862,2.77589689
-4.90745373,5.77094932,0.29810831,0.01165003,2.91427740,3.09365640,0.10480390,2.68395477
-4.90145073,5.64006024,0.28924842,0.01158494,2.85269821,3.00634599,0.10762337,2.59787056
-4.89544772,5.51804990,0.28091436,0.01151137,2.79353434,2.92534134,0.11055255,2.51731321
-4.88944472,5.40380105,0.27308084,0.01142671,2.73645086,2.85008313,0.11353238,2.44196939
-4.88344172,5.29633722,0.26571702,0.01132896,2.68120886,2.78005742,0.11651098,2.37157229
-4.87743872,5.19488153,0.25879078,0.01121682,2.62769304,2.71482659,0.11944494,2.30592593
-4.87143572,5.09890276,0.25227304,0.01108978,2.57593334,2.65405395,0.12230035,2.24492386
-4.86543272,5.00814671,0.24614164,0.01094808,2.52611938,2.59752093,0.12505346,2.18856149
-4.85942971,4.92265184,0.24038465,0.01079277,2.47860721,2.54513643,0.12769085,2.13694168
-4.85342671,4.84274863,0.23500312,0.01062561,2.43391805,2.49693799,0.13020925,2.09027326
-4.84742371,4.76904314,0.23001288,0.01044903,2.39272892,2.45308500,0.13261482,2.04886292
-4.84142071,4.70238566,0.22544552,0.01026601,2.35585553,2.41384460,0.13492220,2.01310073
-4.83541771,4.64382635,0.22134843,0.01007994,2.32422804,2.37957098,0.13715300,1.98344023
-4.82941471,4.59455985,0.21778388,0.00989448,2.29886046,2.35067946,0.13933421,1.96037400
-4.82341171,4.55586182,0.21482726,0.00971341,2.28081487,2.32761660,0.14149617,1.94440592
-4.81740870,4.52902011,0.21256450,0.00954044,2.27116184,2.31082802,0.14367063,1.93602139
-4.81140570,4.51526400,0.21108885,0.00937911,2.27093826,2.30072544,0.14588856,1.93565699
-4.80540270,4.51569448,0.21049702,0.00923256,2.28110447,2.29765463,0.14817819,1.94367078
-4.79939970,4.53121869,0.21088511,0.00910347,2.30250198,2.30186583,0.15056309,1.96031478
-4.79339670,4.56249150,0.21234418,0.00899391,2.33581361,2.31348799,0.15306047,1.98571069
-4.78739370,4.60986654,0.21495594,0.00890527,2.38152747,2.33250808,0.15567990,2.01982995
-4.78139070,4.67335891,0.21878848,0.00883820,2.43990619,2.35875639,0.15842223,2.06247919
-4.77538769,4.75262091,0.22389248,0.00879256,2.51096272,2.39189856,0.16127905,2.11329155
-4.76938469,4.84693210,0.23029776,0.00876746,2.59444364,2.43143462,0.16423250,2.17172438
-4.76338169,4.95520369,0.23801058,0.00876130,2.68982068,2.47670515,0.16725558,2.23706352
-4.75737869,5.07599741,0.24701157,0.00877176,2.79629100,2.52690440,0.17031281,2.30843415
-4.75137569,5.20755781,0.25725454,0.00879599,2.91278619,2.58109961,0.17336136,2.38481766
-4.74537269,5.34785689,0.26866611,0.00883062,3.03798983,2.63825597,0.17635249,2.46507421
-4.73936968,5.49464904,0.28114618,0.00887196,3.17036300,2.69726603,0.17923335,2.54797012
-4.73336668,5.64553434,0.29456928,0.00891607,3.30817684,2.75698247,0.18194893,2.63220902
-4.72736368,5.79802745,0.30878666,0.00895896,3.44955096,2.81625273,0.18444426,2.71646580
-4.72136068,5.94962963,0.32362911,0.00899667,3.59249640,2.87395429,0.18666661,2.79942199
-4.71535768,6.09790095,0.33891033,0.00902545,3.73496149,2.92902900,0.18856773,2.87980140
-4.70935468,6.24052987,0.35443082,0.00904187,3.87487905,2.98051519,0.19010595,2.95640468
-4.70335168,6.37539779,0.36998205,0.00904289,4.01021322,3.02757615,0.19124815,3.02814148
-4.69734867,6.50063589,0.38535087,0.00902602,4.13900444,3.06952396,0.19197143,3.09405923
-4.69134567,6.61467243,0.40032389,0.00898932,4.25941118,3.10583766,0.19226445,3.15336730
-4.68534267,6.71626884,0.41469184,0.00893148,4.36974706,3.13617507,0.19212833,3.20545591
-4.67933967,6.80454340,0.42825374,0.00885185,4.46851268,3.16037773,0.19157716,3.24990899
-4.67333667,6.87898198,0.44082068,0.00875042,4.55442121,3.17846899,0.19063799,3.28651082
-4.66733367,6.93943578,0.45221931,0.00862779,4.62641763,3.19064515,0.18935023,3.31524599
-4.66133067,6.98610650,0.46229483,0.00848514,4.68369139,3.19726021,0.18776466,3.33629317
-4.65532766,7.01951989,0.47091349,0.00832418,4.72568286,3.19880486,0.18594185,3.35001274
-4.64932466,7.04048919,0.47796466,0.00814706,4.75208372,3.19588055,0.18395014,3.35692899
-4.64332166,7.05007012,0.48336232,0.00795626,4.76283222,3.18916990,0.18186329,3.35770770
-4.63731866,7.04950947,0.48704612,0.00775455,4.75810374,3.17940455,0.17975772,3.35312983
-4.63131566,7.04018961,0.48898201,0.00754487,4.73829751,3.16733192,0.17770967,3.34406254
-4.62531266,7.02357098,0.48916235,0.00733022,4.70402021,3.15368218,0.17579216,3.33142843
-4.61930965,7.00113501,0.48760572,0.00711356,4.65606710,3.13913683,0.17407202,3.31617421
-4.61330665,6.97432942,0.48435637,0.00689778,4.59540124,3.12430021,0.17260716,3.29923977
-4.60730365,6.94451773,0.47948324,0.00668556,4.52313127,3.10967497,0.17144398,3.28152863
-4.60130065,6.91293470,0.47307881,0.00647932,4.44048803,3.09564259,0.17061534,3.26388056
-4.59529765,6.88064883,0.46525758,0.00628120,4.34880035,3.08244950,0.17013897,3.24704726
-4.58929465,6.84853280,0.45615429,0.00609295,4.24947002,3.07019945,0.17001645,3.23167145
-4.58329165,6.81724238,0.44592192,0.00591598,4.14394617,3.05885219,0.17023289,3.21826996
-4.57728864,6.78720408,0.43472950,0.00575126,4.03369904,3.04822837,0.17075730,3.20722102
-4.57128564,6.75861120,0.42275962,0.00559938,3.92019351,3.03802050,0.17154356,3.19875589
-4.56528264,6.73142804,0.41020592,0.00546052,3.80486247,3.02780903,0.17253210,3.19295485
-4.55927964,6.70540158,0.39727040,0.00533450,3.68908050,3.01708315,0.17365210,3.18974751
-4.55327664,6.68007971,0.38416066,0.00522077,3.57413840,3.00526493,0.17482419,3.18891710
-4.54727364,6.65483537,0.37108722,0.00511848,3.46121918,2.99173607,0.17596351,3.19010882
-4.54127064,6.62889532,0.35826087,0.00502647,3.35137631,2.97586579,0.17698292,3.19284158
-4.53526763,6.60137272,0.34589024,0.00494340,3.24551502,2.95703884,0.17779641,3.19652316
-4.52926463,6.57130244,0.33417947,0.00486773,3.14437749,2.93468246,0.17832227,3.20046812
-4.52326163,6.53767808,0.32332629,0.00479779,3.04853277,2.90829118,0.17848619,3.20391829
-4.51725863,6.49948977,0.31352035,0.00473187,2.95837195,2.87744858,0.17822392,3.20606518
-4.51125563,6.45576166,0.30494183,0.00466821,2.87410920,2.84184517,0.17748350,3.20607402
-4.50525263,6.40558829,0.29776050,0.00460512,2.79578866,2.80129189,0.17622697,3.20310861
-4.49924962,6.34816871,0.29213494,0.00454098,2.72329737,2.75572877,0.17443138,3.19635657
-4.49324662,6.28283762,0.28821206,0.00447430,2.65638351,2.70522855,0.17208934,3.18505418
-4.48724362,6.20909233,0.28612680,0.00440376,2.59467953,2.64999535,0.16920875,3.16851013
-4.48124062,6.12661499,0.28600177,0.00432823,2.53772893,2.59035857,0.16581208,3.14612741
-4.47523762,6.03528888,0.28794694,0.00424682,2.48501556,2.52676229,0.16193505,3.11742256
-4.46923462,5.93520851,0.29205912,0.00415887,2.43599401,2.45975090,0.15762490,3.08204162
-4.46323162,5.82668251,0.29842111,0.00406396,2.39011963,2.38995134,0.15293819,3.03977209
-4.45722861,5.71022934,0.30710059,0.00396192,2.34687663,2.31805296,0.14793855,2.99055040
-4.45122561,5.58656557,0.31814848,0.00385281,2.30580308,2.24478551,0.14269408,2.93446462
-4.44522261,5.45658686,0.33159695,0.00373694,2.26651146,2.17089629,0.13727491,2.87175207
-4.43921961,5.32134243,0.34745694,0.00361479,2.22870399,2.09712729,0.13175075,2.80279216
-4.43321661,5.18200349,0.36571528,0.00348702,2.19218223,2.02419289,0.12618864,2.72809449
-4.42721361,5.03982719,0.38633163,0.00335443,2.15685057,1.95275923,0.12065100,2.64828301
-4.42121061,4.89611719,0.40923519,0.00321793,2.12271397,1.88342565,0.11519402,2.56407675
-4.41520760,4.75218269,0.43432148,0.00307849,2.08987020,1.81670893,0.10986634,2.47626816
-4.40920460,4.60929757,0.46144939,0.00293712,2.05849755,1.75303084,0.10470832,2.38570005
-4.40320160,4.46866154,0.49043868,0.00279483,2.02883883,1.69270926,0.09975149,2.29324211
-4.39719860,4.33136491,0.52106808,0.00265261,2.00118281,1.63595322,0.09501863,2.19976821
-4.39119560,4.19835862,0.55307443,0.00251136,1.97584430,1.58286182,0.09052404,2.10613535
-4.38519260,4.07043075,0.58615280,0.00237194,1.95314406,1.53342708,0.08627421,2.01316500
-4.37918959,3.94819047,0.61995790,0.00223510,1.93338951,1.48754049,0.08226880,1.92162772
-4.37318659,3.83206005,0.65410694,0.00210149,1.91685722,1.44500280,0.07850174,1.83223110
-4.36718359,3.72227488,0.68818384,0.00197166,1.90377793,1.40553678,0.07496247,1.74561156
-4.36118059,3.61889135,0.72174504,0.00184604,1.89432457,1.36880231,0.07163732,1.66232957
-4.35517759,3.52180181,0.75432669,0.00172498,1.88860359,1.33441309,0.06851078,1.58286824
-4.34917459,3.43075561,0.78545319,0.00160873,1.88664973,1.30195442,0.06556675,1.50763471
-4.34317159,3.34538490,0.81464692,0.00149747,1.88842412,1.27100130,0.06278968,1.43696369
-4.33716858,3.26523367,0.84143890,0.00139133,1.89381537,1.24113615,0.06016545,1.37112250
-4.33116558,3.18978854,0.86538008,0.00129038,1.90264350,1.21196549,0.05768215,1.31031698
-4.32516258,3.11850974,0.88605297,0.00119467,1.91466608,1.18313513,0.05533053,1.25469742
-4.31915958,3.05086079,0.90308326,0.00110422,1.92958634,1.15434322,0.05310429,1.20436415
-4.31315658,2.98633562,0.91615088,0.00101906,1.94706254,1.12535088,0.05100008,1.15937227
-4.30715358,2.92448209,0.92500034,0.00093922,1.96671842,1.09599014,0.04901732,1.11973517
