energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.27948134,0.01313152,0.06712459,0.02971028,0.00000000,0.08026944,0.06048486
-5.99399700,0.29371154,0.01549497,0.07068326,0.03018350,0.00000000,0.08288267,0.06363394
-5.98799400,0.31508615,0.01826550,0.07592023,0.03139324,0.00000000,0.08748157,0.06832547
-5.98199100,0.34402417,0.02147711,0.08292826,0.03338077,0.00000000,0.09418261,0.07464634
-5.97598799,0.38089853,0.02516144,0.09178747,0.03618335,0.00000000,0.10309163,0.08267291
-5.96998499,0.42602613,0.02934660,0.10256293,0.03983361,0.00000000,0.11430207,0.09246884
-5.96398199,0.47965598,0.03405588,0.11530182,0.04435868,0.00000000,0.12789279,0.10408241
-5.95797899,0.54195580,0.03930642,0.13003034,0.04977904,0.00000000,0.14392541,0.11754364
-5.95197599,0.61299752,0.04510792,0.14675045,0.05610728,0.00000000,0.16244120,0.13286115
-5.94597299,0.69274242,0.05146135,0.16543656,0.06334662,0.00000000,0.18345779,0.15001894
-5.93996998,0.78102653,0.05835778,0.18603251,0.07148941,0.00000000,0.20696566,0.16897338
-5.93396698,0.87754726,0.06577742,0.20844881,0.08051562,0.00000000,0.23292480,0.18965039
-5.92796398,0.98185217,0.07368886,0.23256059,0.09039141,0.00000000,0.26126143,0.21194320
-5.92196098,1.09333051,0.08204859,0.25820623,0.10106794,0.00000000,0.29186531,0.23571075
-5.91595798,1.21120865,0.09080083,0.28518702,0.11248041,0.00000000,0.32458750,0.26077695
-5.90995498,1.33454974,0.09987777,0.31326780,0.12454750,0.00000000,0.35923890,0.28693093
-5.90395198,1.46225834,0.10920010,0.34217890,0.13717122,0.00000000,0.39558964,0.31392838
-5.89794897,1.59309011,0.11867801,0.37161910,0.15023731,0.00000000,0.43336946,0.34149401
-5.89194597,1.72566678,0.12821250,0.40125998,0.16361615,0.00000000,0.47226903,0.36932518
-5.88594297,1.85849614,0.13769701,0.43075115,0.17716416,0.00000000,0.51194243,0.39709658
-5.87993997,1.98999664,0.14701942,0.45972664,0.19072586,0.00000000,0.55201051,0.42446589
-5.87393697,2.11852599,0.15606422,0.48781191,0.20413630,0.00000000,0.59206538,0.45108031
-5.86793397,2.24241301,0.16471486,0.51463154,0.21722405,0.00000000,0.63167573,0.47658369
-5.86193097,2.35999160,0.17285625,0.53981717,0.22981446,0.00000000,0.67039306,0.50062401
-5.85592796,2.46963597,0.18037723,0.56301551,0.24173329,0.00000000,0.70775851,0.52286116
-5.84992496,2.56979591,0.18717300,0.58389612,0.25281037,0.00000000,0.74331045,0.54297447
-5.84392196,2.65903099,0.19314743,0.60215877,0.26288345,0.00000000,0.77659240,0.56067003
-5.83791896,2.73604270,0.19821521,0.61754005,0.27180188,0.00000000,0.80716136,0.57568735
-5.83191596,2.79970352,0.20230365,0.62981915,0.27943010,0.00000000,0.83459627,0.58780529
-5.82591296,2.84908216,0.20535434,0.63882251,0.28565090,0.00000000,0.85850651,0.59684703
-5.81990995,2.88346416,0.20732429,0.64442739,0.29036819,0.00000000,0.87854021,0.60268391
-5.81390695,2.90236754,0.20818688,0.64656418,0.29350937,0.00000000,0.89439228,0.60523816
-5.80790395,2.90555303,0.20793235,0.64521742,0.29502706,0.00000000,0.90581186,0.60448437
-5.80190095,2.89302869,0.20656790,0.64042567,0.29490032,0.00000000,0.91260905,0.60044970
-5.79589795,2.86504918,0.20411748,0.63228010,0.29313517,0.00000000,0.91466073,0.59321290
-5.78989495,2.82210949,0.20062118,0.62092203,0.28976449,0.00000000,0.91191522,0.58290223
-5.78389195,2.76493373,0.19613435,0.60653949,0.28484735,0.00000000,0.90439560,0.56969226
-5.77788894,2.69445918,0.19072631,0.58936285,0.27846768,0.00000000,0.89220153,0.55379981
-5.77188594,2.61181628,0.18447894,0.56965981,0.27073240,0.00000000,0.87550940,0.53547908
-5.76588294,2.51830503,0.17748489,0.54772969,0.26176914,0.00000000,0.85457073,0.51501611
-5.75987994,2.41536842,0.16984574,0.52389741,0.25172344,0.00000000,0.82970875,0.49272279
-5.75387694,2.30456380,0.16166993,0.49850708,0.24075572,0.00000000,0.80131318,0.46893053
-5.74787394,2.18753261,0.15307063,0.47191550,0.22903799,0.00000000,0.76983329,0.44398380
-5.74187094,2.06596944,0.14416361,0.44448569,0.21675042,0.00000000,0.73576936,0.41823362
-5.73586793,1.94159104,0.13506507,0.41658047,0.20407785,0.00000000,0.69966282,0.39203120
-5.72986493,1.81610595,0.12588958,0.38855643,0.19120636,0.00000000,0.66208523,0.36572189
-5.72386193,1.69118546,0.11674809,0.36075816,0.17832004,0.00000000,0.62362651,0.33963951
-5.71785893,1.56843637,0.10774612,0.33351299,0.16559784,0.00000000,0.58488272,0.31410112
-5.71185593,1.44937617,0.09898217,0.30712636,0.15321075,0.00000000,0.54644370,0.28940247
-5.70585293,1.33541087,0.09054628,0.28187769,0.14131935,0.00000000,0.50888102,0.26581398
-5.69984992,1.22781588,0.08251892,0.25801694,0.13007155,0.00000000,0.47273651,0.24357747
-5.69384692,1.12772003,0.07497012,0.23576192,0.11960081,0.00000000,0.43851160,0.22290353
-5.68784392,1.03609277,0.06795877,0.21529616,0.11002465,0.00000000,0.40665788,0.20396956
-5.68184092,0.95373456,0.06153232,0.19676751,0.10144347,0.00000000,0.37756890,0.18691850
-5.67583792,0.88127026,0.05572662,0.18028734,0.09393970,0.00000000,0.35157350,0.17185808
-5.66983492,0.81914532,0.05056600,0.16593032,0.08757723,0.00000000,0.32893058,0.15886067
-5.66383192,0.76762465,0.04606357,0.15373473,0.08240099,0.00000000,0.30982553,0.14796363
-5.65782891,0.72679376,0.04222163,0.14370322,0.07843684,0.00000000,0.29436821,0.13917008
-5.65182591,0.69656218,0.03903229,0.13580406,0.07569152,0.00000000,0.28259247,0.13244998
-5.64582291,0.67666878,0.03647809,0.12997271,0.07415280,0.00000000,0.27445712,0.12774165
-5.63981991,0.66668909,0.03453285,0.12611379,0.07378978,0.00000000,0.26984839,0.12495358
-5.63381691,0.66604439,0.03316239,0.12410339,0.07455328,0.00000000,0.26858368,0.12396642
-5.62781391,0.67401278,0.03232550,0.12379173,0.07637648,0.00000000,0.27041664,0.12463540
-5.62181091,0.68974215,0.03197478,0.12500612,0.07917570,0.00000000,0.27504344,0.12679297
-5.61580790,0.71226521,0.03205761,0.12755431,0.08285144,0.00000000,0.28211021,0.13025174
-5.60980490,0.74051670,0.03251714,0.13122815,0.08728970,0.00000000,0.29122150,0.13480778
-5.60380190,0.77335278,0.03329327,0.13580768,0.09236364,0.00000000,0.30194974,0.14024419
-5.59779890,0.80957263,0.03432376,0.14106544,0.09793561,0.00000000,0.31384556,0.14633506
-5.59179590,0.84794209,0.03554528,0.14677123,0.10385952,0.00000000,0.32644875,0.15284972
-5.58579290,0.88721920,0.03689455,0.15269699,0.10998367,0.00000000,0.33929978,0.15955718
-5.57978989,0.92618108,0.03830954,0.15862196,0.11615384,0.00000000,0.35195157,0.16623091
-5.57378689,0.96365178,0.03973060,0.16433786,0.12221684,0.00000000,0.36398125,0.17265356
-5.56778389,0.99853033,0.04110170,0.16965404,0.12802415,0.00000000,0.37500171,0.17862182
-5.56178089,1.02981826,0.04237155,0.17440241,0.13343584,0.00000000,0.38467246,0.18395105
-5.55577789,1.05664562,0.04349474,0.17844206,0.13832445,0.00000000,0.39270961,0.18847963
-5.54977489,1.07829471,0.04443272,0.18166334,0.14257874,0.00000000,0.39889458,0.19207285
-5.54377189,1.09422054,0.04515476,0.18399129,0.14610730,0.00000000,0.40308124,0.19462631
-5.53776888,1.10406722,0.04563867,0.18538825,0.14884163,0.00000000,0.40520121,0.19606840
-5.53176588,1.10767956,0.04587136,0.18585556,0.15073877,0.00000000,0.40526712,0.19636212
-5.52576288,1.10510931,0.04584924,0.18543428,0.15178322,0.00000000,0.40337369,0.19550580
-5.51975988,1.09661563,0.04557834,0.18420477,0.15198816,0.00000000,0.39969650,0.19353297
-5.51375688,1.08265972,0.04507420,0.18228524,0.15139574,0.00000000,0.39448846,0.19051112
-5.50775388,1.06389359,0.04436158,0.17982919,0.15007657,0.00000000,0.38807414,0.18653956
-5.50175088,1.04114328,0.04347382,0.17702186,0.14812827,0.00000000,0.38084187,0.18174628
-5.49574787,1.01538694,0.04245212,0.17407575,0.14567317,0.00000000,0.37323413,0.17628412
-5.48974487,0.98772860,0.04134449,0.17122520,0.14285520,0.00000000,0.36573611,0.17032614
-5.48374187,0.95936807,0.04020458,0.16872044,0.13983605,0.00000000,0.35886305,0.16406057
-5.47773887,0.93156819,0.03909040,0.16682089,0.13679073,0.00000000,0.35314647,0.15768528
-5.47173587,0.90562001,0.03806280,0.16578818,0.13390263,0.00000000,0.34911957,0.15140217
-5.46573287,0.88280713,0.03718397,0.16587881,0.13135822,0.00000000,0.34730237,0.14541146
-5.45972986,0.86436974,0.03651582,0.16733675,0.12934161,0.00000000,0.34818663,0.13990616
-5.45372686,0.85146963,0.03611835,0.17038604,0.12802898,0.00000000,0.35222102,0.13506675
-5.44772386,0.84515660,0.03604798,0.17522363,0.12758322,0.00000000,0.35979687,0.13105638
-5.44172086,0.84633725,0.03635594,0.18201251,0.12814870,0.00000000,0.37123475,0.12801643
-5.43571786,0.85574679,0.03708671,0.19087542,0.12984654,0.00000000,0.38677228,0.12606282
-5.42971486,0.87392447,0.03827651,0.20188915,0.13277033,0.00000000,0.40655339,0.12528288
-5.42371186,0.90119325,0.03995190,0.21507977,0.13698255,0.00000000,0.43061950,0.12573299
-5.41770885,0.93764430,0.04212857,0.23041884,0.14251170,0.00000000,0.45890291,0.12743695
-5.41170585,0.98312683,0.04481030,0.24782078,0.14935036,0.00000000,0.49122257,0.13038517
-5.40570285,1.03724371,0.04798811,0.26714169,0.15745415,0.00000000,0.52728287,0.13453464
-5.39969985,1.09935328,0.05163971,0.28817958,0.16674172,0.00000000,0.56667535,0.13980969
-5.39369685,1.16857772,0.05572928,0.31067633,0.17709588,0.00000000,0.60888382,0.14610361
-5.38769385,1.24381812,0.06020758,0.33432133,0.18836575,0.00000000,0.65329283,0.15328100
-5.38169085,1.32377624,0.06501241,0.35875693,0.20037005,0.00000000,0.69919963,0.16118095
-5.37568784,1.40698286,0.07006957,0.38358558,0.21290145,0.00000000,0.74582940,0.16962088
-5.36968484,1.49183217,0.07529415,0.40837867,0.22573184,0.00000000,0.79235353,0.17840106
-5.36368184,1.57662164,0.08059228,0.43268678,0.23861850,0.00000000,0.83791058,0.18730966
-5.35767884,1.65959625,0.08586328,0.45605119,0.25131087,0.00000000,0.88162921,0.19612828
-5.35167584,1.73899598,0.09100210,0.47801617,0.26355785,0.00000000,0.92265246,0.20463772
-5.34567284,1.81310492,0.09590212,0.49814180,0.27511523,0.00000000,0.96016253,0.21262397
-5.33966983,1.88030042,0.10045805,0.51601668,0.28575311,0.00000000,0.99340505,0.21988402
-5.33366683,1.93910040,0.10456900,0.53127024,0.29526296,0.00000000,1.02171195,0.22623154
-5.32766383,1.98820700,0.10814150,0.54358390,0.30346400,0.00000000,1.04452193,0.23150206
-5.32166083,2.02654478,0.11109233,0.55270082,0.31020870,0.00000000,1.06139755,0.23555746
-5.31565783,2.05329178,0.11335119,0.55843368,0.31538709,0.00000000,1.07203835,0.23828970
-5.30965483,2.06790215,0.11486288,0.56067016,0.31892980,0.00000000,1.07628907,0.23962356
-5.30365183,2.07011923,0.11558908,0.55937580,0.32080948,0.00000000,1.07414299,0.23951826
-5.29764882,2.05997864,0.11550957,0.55459428,0.32104077,0.00000000,1.06573971,0.23796793
-5.29164582,2.03780107,0.11462278,0.54644486,0.31967871,0.00000000,1.05135801,0.23500093
-5.28564282,2.00417530,0.11294574,0.53511727,0.31681568,0.00000000,1.03140364,0.23067799
-5.27963982,1.95993221,0.11051345,0.52086425,0.31257706,0.00000000,1.00639305,0.22508935
-5.27363682,1.90611115,0.10737756,0.50399208,0.30711580,0.00000000,0.97693351,0.21835094
-5.26763382,1.84392018,0.10360455,0.48484961,0.30060629,0.00000000,0.94370088,0.21059985
-5.26163082,1.77469220,0.09927354,0.46381619,0.29323761,0.00000000,0.90741583,0.20198929
-5.25562781,1.69983904,0.09447365,0.44128923,0.28520678,0.00000000,0.86881982,0.19268324
-5.24962481,1.62080552,0.08930122,0.41767180,0.27671206,0.00000000,0.82865173,0.18285105
-5.24362181,1.53902547,0.08385694,0.39336090,0.26794673,0.00000000,0.78762625,0.17266226
-5.23761881,1.45588159,0.07824296,0.36873682,0.25909366,0.00000000,0.74641484,0.16228171
-5.23161581,1.37267061,0.07256025,0.34415401,0.25032066,0.00000000,0.70562991,0.15186535
-5.22561281,1.29057477,0.06690612,0.31993371,0.24177697,0.00000000,0.66581260,0.14155662
-5.21960980,1.21064047,0.06137212,0.29635862,0.23359073,0.00000000,0.62742453,0.13148373
