energy_ev,total_up,Al_p_up,Al_d_up,Au_p_up,Au_d_up,Te_p_up,Te_d_up
-5.88594297,2.46649786,0.12086085,0.00000000,0.21752253,2.31391219,0.04062667,0.00000000
-5.87993997,2.32633158,0.11660869,0.00000000,0.21172124,2.17872405,0.03819477,0.00000000
-5.87393697,2.19803190,0.11325308,0.00000000,0.20787372,2.05361010,0.03635150,0.00000000
-5.86793397,2.08202169,0.11077010,0.00000000,0.20604463,1.93897473,0.03511570,0.00000000
-5.86193097,1.97866204,0.10912154,0.00000000,0.20628679,1.83517215,0.03450568,0.00000000
-5.85592796,1.88825660,0.10825794,0.00000000,0.20864384,1.74250685,0.03453998,0.00000000
-5.84992496,1.81105638,0.10812188,0.00000000,0.21315318,1.66123454,0.03523808,0.00000000
-5.84392196,1.74726453,0.10865130,0.00000000,0.21984861,1.59156334,0.03662102,0.00000000
-5.83791896,1.69704068,0.10978276,0.00000000,0.22876268,1.53365495,0.03871171,0.00000000
-5.83191596,1.66050419,0.11145442,0.00000000,0.23992843,1.48762555,0.04153515,0.00000000
-5.82591296,1.63773606,0.11360863,0.00000000,0.25338040,1.45354611,0.04511818,0.00000000
-5.81990995,1.62877875,0.11619406,0.00000000,0.26915465,1.43144170,0.04948907,0.00000000
-5.81390695,1.63363361,0.11916712,0.00000000,0.28728779,1.42128962,0.05467668,0.00000000
-5.80790395,1.65225570,0.12249287,0.00000000,0.30781492,1.42301592,0.06070927,0.00000000
-5.80190095,1.68454556,0.12614516,0.00000000,0.33076648,1.43649023,0.06761309,0.00000000
-5.79589795,1.73033826,0.13010607,0.00000000,0.35616411,1.46151879,0.07541052,0.00000000
-5.78989495,1.78938975,0.13436479,0.00000000,0.38401554,1.49783575,0.08411816,0.00000000
-5.78389195,1.86136099,0.13891590,0.00000000,0.41430895,1.54509303,0.09374456,0.00000000
-5.77788894,1.94580060,0.14375713,0.00000000,0.44700672,1.60284909,0.10428810,0.00000000
-5.77188594,2.04212694,0.14888692,0.00000000,0.48203919,1.67055730,0.11573470,0.00000000
-5.76588294,2.14961063,0.15430163,0.00000000,0.51929861,1.74755460,0.12805583,0.00000000
-5.75987994,2.26735889,0.15999285,0.00000000,0.55863357,1.83305137,0.14120675,0.00000000
-5.75387694,2.39430296,0.16594474,0.00000000,0.59984456,1.92612349,0.15512513,0.00000000
-5.74787394,2.52918992,0.17213171,0.00000000,0.64268075,2.02570756,0.16973028,0.00000000
-5.74187094,2.67058024,0.17851654,0.00000000,0.68683848,2.13060028,0.18492290,0.00000000
-5.73586793,2.81685222,0.18504897,0.00000000,0.73196174,2.23946275,0.20058565,0.00000000
-5.72986493,2.96621409,0.19166505,0.00000000,0.77764481,2.35083057,0.21658446,0.00000000
-5.72386193,3.11672433,0.19828716,0.00000000,0.82343732,2.46312987,0.23277066,0.00000000
-5.71785893,3.26632048,0.20482480,0.00000000,0.86885152,2.57469980,0.24898388,0.00000000
-5.71185593,3.41285604,0.21117619,0.00000000,0.91337205,2.68382092,0.26505570,0.00000000
-5.70585293,3.55414476,0.21723051,0.00000000,0.95646758,2.78874928,0.28081397,0.00000000
-5.69984992,3.68801114,0.22287086,0.00000000,0.99760439,2.88775508,0.29608757,0.00000000
-5.69384692,3.81234541,0.22797771,0.00000000,1.03626116,2.97916483,0.31071152,0.00000000
-5.68784392,3.92516108,0.23243278,0.00000000,1.07194453,3.06140538,0.32453213,0.00000000
-5.68184092,4.02465255,0.23612309,0.00000000,1.10420485,3.13304817,0.33741213,0.00000000
-5.67583792,4.10925057,0.23894510,0.00000000,1.13265125,3.19285175,0.34923526,0.00000000
-5.66983492,4.17767258,0.24080867,0.00000000,1.15696558,3.23980063,0.35991035,0.00000000
-5.66383192,4.22896587,0.24164075,0.00000000,1.17691420,3.27313855,0.36937445,0.00000000
-5.65782891,4.26254088,0.24138849,0.00000000,1.19235728,3.29239450,0.37759501,0.00000000
-5.65182591,4.27819308,0.24002175,0.00000000,1.20325477,3.29739994,0.38457071,0.00000000
-5.64582291,4.27611179,0.23753477,0.00000000,1.20966891,3.28829619,0.39033111,0.00000000
-5.63981991,4.25687520,0.23394710,0.00000000,1.21176270,3.26553122,0.39493491,0.00000000
-5.63381691,4.22143133,0.22930344,0.00000000,1.20979456,3.22984580,0.39846695,0.00000000
-5.62781391,4.17106560,0.22367273,0.00000000,1.20410910,3.18224923,0.40103399,0.00000000
-5.62181091,4.10735592,0.21714626,0.00000000,1.19512437,3.12398554,0.40275950,0.00000000
-5.61580790,4.03211735,0.20983507,0.00000000,1.18331618,3.05649152,0.40377775,0.00000000
-5.60980490,3.94733855,0.20186659,0.00000000,1.16920014,2.98134820,0.40422733,0.00000000
-5.60380190,3.85511278,0.19338084,0.00000000,1.15331208,2.90022796,0.40424455,0.00000000
-5.59779890,3.75756637,0.18452624,0.00000000,1.13618808,2.81483938,0.40395703,0.00000000
-5.59179590,3.65678804,0.17545525,0.00000000,1.11834472,2.72687231,0.40347773,0.00000000
-5.58579290,3.55476171,0.16632004,0.00000000,1.10026065,2.63794533,0.40289983,0.00000000
-5.57978989,3.45330598,0.15726831,0.00000000,1.08236035,2.54955782,0.40229260,0.00000000
-5.57378689,3.35402245,0.14843947,0.00000000,1.06500073,2.46304850,0.40169856,0.00000000
-5.56778389,3.25825497,0.13996137,0.00000000,1.04846124,2.37956182,0.40113204,0.00000000
-5.56178089,3.16706102,0.13194747,0.00000000,1.03293788,2.30002357,0.40057912,0.00000000
-5.55577789,3.08119611,0.12449479,0.00000000,1.01854127,2.22512593,0.39999911,0.00000000
-5.54977489,3.00111114,0.11768249,0.00000000,1.00529879,2.15532253,0.39932727,0.00000000
-5.54377189,2.92696223,0.11157117,0.00000000,0.99316063,2.09083287,0.39847881,0.00000000
-5.53776888,2.85863204,0.10620278,0.00000000,0.98200916,2.03165559,0.39735376,0.00000000
-5.53176588,2.79576078,0.10160116,0.00000000,0.97167128,1.97758943,0.39584271,0.00000000
-5.52576288,2.73778533,0.09777316,0.00000000,0.96193287,1.92826058,0.39383282,0.00000000
-5.51975988,2.68398404,0.09471005,0.00000000,0.95255466,1.88315482,0.39121410,0.00000000
-5.51375688,2.63352517,0.09238944,0.00000000,0.94328864,1.84165289,0.38788547,0.00000000
-5.50775388,2.58551647,0.09077722,0.00000000,0.93389427,1.80306739,0.38376046,0.00000000
-5.50175088,2.53905402,0.08982983,0.00000000,0.92415361,1.76667957,0.37877213,0.00000000
-5.49574787,2.49326806,0.08949638,0.00000000,0.91388483,1.73177459,0.37287730,0.00000000
-5.48974487,2.44736435,0.08972084,0.00000000,0.90295336,1.69767387,0.36605955,0.00000000
-5.48374187,2.40065952,0.09044407,0.00000000,0.89128045,1.66376360,0.35833133,0.00000000
-5.47773887,2.35260940,0.09160571,0.00000000,0.87884857,1.62951829,0.34973472,0.00000000
-5.47173587,2.30282973,0.09314583,0.00000000,0.86570380,1.59451903,0.34034113,0.00000000
-5.46573287,2.25110879,0.09500645,0.00000000,0.85195501,1.55846603,0.33024988,0.00000000
-5.45972986,2.19741203,0.09713272,0.00000000,0.83777010,1.52118530,0.31958572,0.00000000
-5.45372686,2.14187909,0.09947400,0.00000000,0.82336944,1.48262966,0.30849558,0.00000000
-5.44772386,2.08481363,0.10198459,0.00000000,0.80901708,1.44287449,0.29714443,0.00000000
-5.44172086,2.02666701,0.10462441,0.00000000,0.79500997,1.40210861,0.28571069,0.00000000
-5.43571786,1.96801654,0.10735934,0.00000000,0.78166590,1.36062112,0.27438122,0.00000000
-5.42971486,1.90953968,0.11016144,0.00000000,0.76931049,1.31878478,0.26334611,0.00000000
-5.42371186,1.85198518,0.11300897,0.00000000,0.75826403,1.27703701,0.25279338,0.00000000
-5.41770885,1.79614248,0.11588627,0.00000000,0.74882839,1.23585918,0.24290392,0.00000000
-5.41170585,1.74281054,0.11878339,0.00000000,0.74127479,1.19575525,0.23384656,0.00000000
-5.40570285,1.69276720,0.12169560,0.00000000,0.73583264,1.15723042,0.22577368,0.00000000
-5.39969985,1.64674021,0.12462270,0.00000000,0.73267995,1.12077085,0.21881719,0.00000000
-5.39369685,1.60538076,0.12756815,0.00000000,0.73193552,1.08682483,0.21308525,0.00000000
-5.38769385,1.56924031,0.13053810,0.00000000,0.73365325,1.05578627,0.20865949,0.00000000
-5.38169085,1.53875142,0.13354018,0.00000000,0.73781851,1.02798086,0.20559304,0.00000000
-5.37568784,1.51421296,0.13658227,0.00000000,0.74434687,1.00365523,0.20390928,0.00000000
-5.36968484,1.49577998,0.13967116,0.00000000,0.75308495,0.98296938,0.20360123,0.00000000
-5.36368184,1.48345848,0.14281119,0.00000000,0.76381352,0.96599244,0.20463180,0.00000000
-5.35767884,1.47710493,0.14600297,0.00000000,0.77625250,0.95270170,0.20693469,0.00000000
-5.35167584,1.47643049,0.14924215,0.00000000,0.79006789,0.94298476,0.21041596,0.00000000
-5.34567284,1.48100954,0.15251844,0.00000000,0.80488024,0.93664460,0.21495628,0.00000000
-5.33966983,1.49029225,0.15581481,0.00000000,0.82027448,0.93340715,0.22041375,0.00000000
-5.33366683,1.50362060,0.15910713,0.00000000,0.83581076,0.93293107,0.22662732,0.00000000
-5.32766383,1.52024738,0.16236402,0.00000000,0.85103611,0.93481933,0.23342056,0.00000000
-5.32166083,1.53935759,0.16554729,0.00000000,0.86549649,0.93863199,0.24060595,0.00000000
-5.31565783,1.56009156,0.16861270,0.00000000,0.87874901,0.94390001,0.24798939,0.00000000
-5.30965483,1.58156916,0.17151120,0.00000000,0.89037389,0.95013933,0.25537489,0.00000000
-5.30365183,1.60291445,0.17419067,0.00000000,0.89998605,0.95686520,0.26256950,0.00000000
-5.29764882,1.62328023,0.17659788,0.00000000,0.90724584,0.96360595,0.26938799,0.00000000
-5.29164582,1.64187167,0.17868091,0.00000000,0.91186879,0.96991627,0.27565762,0.00000000
-5.28564282,1.65796868,0.18039172,0.00000000,0.91363407,0.97538945,0.28122251,0.00000000
-5.27963982,1.67094623,0.18168885,0.00000000,0.91239153,0.97966842,0.28594766,0.00000000
-5.27363682,1.68029240,0.18254017,0.00000000,0.90806701,0.98245537,0.28972251,0.00000000
-5.26763382,1.68562349,0.18292548,0.00000000,0.90066602,0.98351980,0.29246387,0.00000000
-5.26163082,1.68669603,0.18283892,0.00000000,0.89027545,0.98270489,0.29411817,0.00000000
-5.25562781,1.68341520,0.18229100,0.00000000,0.87706350,0.97993202,0.29466297,0.00000000
-5.24962481,1.67583972,0.18131033,0.00000000,0.86127764,0.97520343,0.29410764,0.00000000
-5.24362181,1.66418279,0.17994464,0.00000000,0.84324082,0.96860305,0.29249322,0.00000000
-5.23761881,1.64880920,0.17826143,0.00000000,0.82334587,0.96029532,0.28989141,0.00000000
-5.23161581,1.63022861,0.17634779,0.00000000,0.80204830,0.95052211,0.28640276,0.00000000
-5.22561281,1.60908501,0.17430975,0.00000000,0.77985755,0.93959777,0.28215412,0.00000000
-5.21960980,1.58614254,0.17227082,0.00000000,0.75732700,0.92790230,0.27729531,0.00000000
-5.21360680,1.56226792,0.17036991,0.00000000,0.73504272,0.91587265,0.27199518,0.00000000
-5.20760380,1.53840970,0.16875867,0.00000000,0.71361130,0.90399243,0.26643718,0.00000000
-5.20160080,1.51557475,0.16759814,0.00000000,0.69364688,0.89277982,0.26081448,0.00000000
-5.19559780,1.49480221,0.16705492,0.00000000,0.67575762,0.88277420,0.25532475,0.00000000
-5.18959480,1.47713556,0.16729685,0.00000000,0.66053169,0.87452131,0.25016484,0.00000000
-5.18359180,1.46359315,0.16848822,0.00000000,0.64852319,0.86855751,0.24552530,0.00000000
-5.17758879,1.45513789,0.17078481,0.00000000,0.64023799,0.86539321,0.24158509,0.00000000
-5.17158579,1.45264665,0.17432858,0.00000000,0.63611993,0.86549589,0.23850638,0.00000000
-5.16558279,1.45688025,0.17924239,0.00000000,0.63653745,0.86927319,0.23642969,0.00000000
-5.15957979,1.46845463,0.18562475,0.00000000,0.64177112,0.87705639,0.23546952,0.00000000
-5.15357679,1.48781421,0.19354475,0.00000000,0.65200229,0.88908493,0.23571045,0.00000000
-5.14757379,1.51520835,0.20303750,0.00000000,0.66730314,0.90549247,0.23720395,0.00000000
-5.14157079,1.55067165,0.21409999,0.00000000,0.68762873,0.92629504,0.23996592,0.00000000
-5.13556778,1.59400926,0.22668784,0.00000000,0.71281121,0.95138195,0.24397513,0.00000000
-5.12956478,1.64478780,0.24071294,0.00000000,0.74255665,0.98050982,0.24917253,0.00000000
-5.12356178,1.70233288,0.25604226,0.00000000,0.77644500,1.01330045,0.25546161,0.00000000
-5.11755878,1.76573360,0.27249795,0.00000000,0.81393326,1.04924270,0.26270979,0.00000000
-5.11155578,1.83385474,0.28985881,0.00000000,0.85436229,1.08769885,0.27075089,0.00000000
-5.10555278,1.90535649,0.30786336,0.00000000,0.89696734,1.12791536,0.27938861,0.00000000
-5.09954977,1.97872190,0.32621437,0.00000000,0.94089228,1.16903815,0.28840103,0.00000000
-5.09354677,2.05229142,0.34458495,0.00000000,0.98520749,1.21013208,0.29754608,0.00000000
-5.08754377,2.12430390,0.36262599,0.00000000,1.02893098,1.25020417,0.30656774,0.00000000
-5.08154077,2.19294287,0.37997483,0.00000000,1.07105228,1.28822995,0.31520288,0.00000000
-5.07553777,2.25638669,0.39626492,0.00000000,1.11055859,1.32318208,0.32318857,0.00000000
-5.06953477,2.31286104,0.41113611,0.00000000,1.14646209,1.35406033,0.33026957,0.00000000
-5.06353177,2.36069166,0.42424522,0.00000000,1.17782779,1.37992177,0.33620575,0.00000000
-5.05752876,2.39835548,0.43527647,0.00000000,1.20380063,1.39990994,0.34077925,0.00000000
-5.05152576,2.42452813,0.44395141,0.00000000,1.22363089,1.41328204,0.34380098,0.00000000
-5.04552276,2.43812570,0.45003778,0.00000000,1.23669687,1.41943269,0.34511634,0.00000000
-5.03951976,2.43833917,0.45335704,0.00000000,1.24252382,1.41791361,0.34460983,0.00000000
-5.03351676,2.42465989,0.45379027,0.00000000,1.24079824,1.40844798,0.34220843,0.00000000
-5.02751376,2.39689507,0.45128191,0.00000000,1.23137700,1.39093916,0.33788357,0.00000000
-5.02151076,2.35517241,0.44584147,0.00000000,1.21429076,1.36547317,0.33165162,0.00000000
-5.01550775,2.29993397,0.43754294,0.00000000,1.18974155,1.33231499,0.32357282,0.00000000
-5.00950475,2.23191924,0.42652197,0.00000000,1.15809457,1.29189867,0.31374886,0.00000000
-5.00350175,2.15213847,0.41297098,0.00000000,1.11986468,1.24481192,0.30231905,0.00000000
-4.99749875,2.06183734,0.39713238,0.00000000,1.07569803,1.19177574,0.28945532,0.00000000
-4.99149575,1.96245462,0.37929026,0.00000000,1.02634981,1.13362010,0.27535633,0.00000000
-4.98549275,1.85557480,0.35976093,0.00000000,0.97265909,1.07125679,0.26024085,0.00000000
-4.97948974,1.74287766,0.33888271,0.00000000,0.91552174,1.00565052,0.24434076,0.00000000
-4.97348674,1.62608698,0.31700544,0.00000000,0.85586283,0.93778961,0.22789396,0.00000000
-4.96748374,1.50692055,0.29448017,0.00000000,0.79460937,0.86865750,0.21113746,0.00000000
-4.96148074,1.38704328,0.27164936,0.00000000,0.73266469,0.79920598,0.19430089,0.00000000
-4.95547774,1.26802522,0.24883809,0.00000000,0.67088527,0.73033133,0.17760073,0.00000000
-4.94947474,1.15130576,0.22634641,0.00000000,0.61006084,0.66285404,0.16123538,0.00000000
-4.94347174,1.03816506,0.20444323,0.00000000,0.55089824,0.59750258,0.14538120,0.00000000
-4.93746873,0.92970314,0.18336170,0.00000000,0.49400951,0.53490166,0.13018964,0.00000000
-4.93146573,0.82682694,0.16329627,0.00000000,0.43990412,0.47556501,0.11578548,0.00000000
-4.92546273,0.73024506,0.14440131,0.00000000,0.38898554,0.41989254,0.10226607,0.00000000
-4.91945973,0.64046959,0.12679123,0.00000000,0.34155155,0.36817156,0.08970163,0.00000000
-4.91345673,0.55782431,0.11054193,0.00000000,0.29779819,0.32058158,0.07813634,0.00000000
-4.90745373,0.48245817,0.09569333,0.00000000,0.25782651,0.27720219,0.06759025,0.00000000
-4.90145073,0.41436288,0.08225284,0.00000000,0.22165174,0.23802319,0.05806166,0.00000000
-4.89544772,0.35339348,0.07019945,0.00000000,0.18921415,0.20295642,0.04953003,0.00000000
-4.88944472,0.29929070,0.05948815,0.00000000,0.16039090,0.17184865,0.04195902,0.00000000
-4.88344172,0.25170396,0.05005462,0.00000000,0.13500837,0.14449470,0.03529974,0.00000000
-4.87743872,0.21021410,0.04181981,0.00000000,0.11285447,0.12065049,0.02949385,0.00000000
-4.87143572,0.17435498,0.03469432,0.00000000,0.09369034,0.10004536,0.02447663,0.00000000
-4.86543272,0.14363332,0.02858245,0.00000000,0.07726119,0.08239336,0.02017974,0.00000000
-4.85942971,0.11754643,0.02338579,0.00000000,0.06330606,0.06740338,0.01653369,0.00000000
-4.85342671,0.09559735,0.01900632,0.00000000,0.05156625,0.05478769,0.01347001,0.00000000
-4.84742371,0.07730748,0.01534897,0.00000000,0.04179241,0.04426907,0.01092309,0.00000000
-4.84142071,0.06222665,0.01232366,0.00000000,0.03375028,0.03558651,0.00883159,0.00000000
-4.83541771,0.04994076,0.00984683,0.00000000,0.02722516,0.02849939,0.00713963,0.00000000
-4.82941471,0.04007730,0.00784250,0.00000000,0.02202528,0.02279054,0.00579765,0.00000000
-4.82341171,0.03230886,0.00624294,0.00000000,0.01798411,0.01826808,0.00476297,0.00000000
-4.81740870,0.02635518,0.00498906,0.00000000,0.01496183,0.01476639,0.00400027,0.00000000
-4.81140570,0.02198383,0.00403037,0.00000000,0.01284620,0.01214638,0.00348176,0.00000000
-4.80540270,0.01900994,0.00332491,0.00000000,0.01155279,0.01029510,0.00318730,0.00000000
-4.79939970,0.01729516,0.00283890,0.00000000,0.01102493,0.00912498,0.00310444,0.00000000
-4.79339670,0.01674616,0.00254634,0.00000000,0.01123326,0.00857276,0.00322829,0.00000000
-4.78739370,0.01731272,0.00242849,0.00000000,0.01217511,0.00859826,0.00356146,0.00000000
-4.78139070,0.01898551,0.00247335,0.00000000,0.01387368,0.00918294,0.00411382,0.00000000
-4.77538769,0.02179365,0.00267511,0.00000000,0.01637689,0.01032840,0.00490228,0.00000000
-4.76938469,0.02580207,0.00303356,0.00000000,0.01975618,0.01205477,0.00595044,0.00000000
-4.76338169,0.03110842,0.00355351,0.00000000,0.02410478,0.01439902,0.00728817,0.00000000
-4.75737869,0.03783964,0.00424418,0.00000000,0.02953571,0.01741302,0.00895104,0.00000000
-4.75137569,0.04614796,0.00511852,0.00000000,0.03617921,0.02116147,0.01097960,0.00000000
-4.74537269,0.05620623,0.00619256,0.00000000,0.04417956,0.02571950,0.01341845,0.00000000
-4.73936968,0.06820237,0.00748465,0.00000000,0.05369118,0.03116996,0.01631513,0.00000000
-4.73336668,0.08233304,0.00901459,0.00000000,0.06487401,0.03760035,0.01971867,0.00000000
-4.72736368,0.09879624,0.01080278,0.00000000,0.07788800,0.04509926,0.02367803,0.00000000
-4.72136068,0.11778304,0.01286919,0.00000000,0.09288683,0.05375254,0.02824016,0.00000000
-4.71535768,0.13946832,0.01523234,0.00000000,0.11001089,0.06363890,0.03344787,0.00000000
-4.70935468,0.16400092,0.01790813,0.00000000,0.12937966,0.07482538,0.03933756,0.00000000
-4.70335168,0.19149318,0.02090867,0.00000000,0.15108369,0.08736247,0.04593674,0.00000000
-4.69734867,0.22201041,0.02424120,0.00000000,0.17517643,0.10127927,0.05326160,0.00000000
-4.69134567,0.25556062,0.02790689,0.00000000,0.20166630,0.11657870,0.06131451,0.00000000
-4.68534267,0.29208496,0.03189987,0.00000000,0.23050931,0.13323313,0.07008185,0.00000000
-4.67933967,0.33144955,0.03620638,0.00000000,0.26160285,0.15118055,0.07953200,0.00000000
-4.67333667,0.37343908,0.04080412,0.00000000,0.29478078,0.17032162,0.08961390,0.00000000
-4.66733367,0.41775291,0.04566193,0.00000000,0.32981064,0.19051780,0.10025610,0.00000000
-4.66133067,0.46400412,0.05073981,0.00000000,0.36639313,0.21159086,0.11136656,0.00000000
-4.65532766,0.51172185,0.05598930,0.00000000,0.40416431,0.23332385,0.12283326,0.00000000
-4.64932466,0.56035748,0.06135431,0.00000000,0.44270077,0.25546383,0.13452567,0.00000000
-4.64332166,0.60929452,0.06677247,0.00000000,0.48152792,0.27772630,0.14629716,0.00000000
-4.63731866,0.65786248,0.07217683,0.00000000,0.52013128,0.29980141,0.15798832,0.00000000
-4.63131566,0.70535429,0.07749806,0.00000000,0.55797079,0.32136176,0.16943115,0.00000000
-4.62531266,0.75104691,0.08266702,0.00000000,0.59449756,0.34207175,0.18045403,0.00000000
-4.61930965,0.79422452,0.08761762,0.00000000,0.62917277,0.36159799,0.19088722,0.00000000
-4.61330665,0.83420348,0.09228996,0.00000000,0.66148785,0.37962057,0.20056885,0.00000000
-4.60730365,0.87035798,0.09663343,0.00000000,0.69098535,0.39584471,0.20935103,0.00000000
-4.60130065,0.90214544,0.10060996,0.00000000,0.71727940,0.41001218,0.21710588,0.00000000
-4.59529765,0.92913035,0.10419692,0.00000000,0.74007504,0.42191224,0.22373119,0.00000000
-4.58929465,0.95100553,0.10738977,0.00000000,0.75918521,0.43139121,0.22915541,0.00000000
-4.58329165,0.96760968,0.11020425,0.00000000,0.77454476,0.43836056,0.23334174,0.00000000
-4.57728864,0.97894014,0.11267789,0.00000000,0.78622041,0.44280286,0.23629110,0.00000000
-4.57128564,0.98516025,0.11487079,0.00000000,0.79441618,0.44477525,0.23804371,0.00000000
-4.56528264,0.98660060,0.11686560,0.00000000,0.79947360,0.44441029,0.23867931,0.00000000
-4.55927964,0.98375394,0.11876654,0.00000000,0.80186659,0.44191396,0.23831570,0.00000000
-4.55327664,0.97726361,0.12069748,0.00000000,0.80219074,0.43756083,0.23710588,0.00000000
-4.54727364,0.96790590,0.12279901,0.00000000,0.80114730,0.43168657,0.23523367,0.00000000
-4.54127064,0.95656681,0.12522472,0.00000000,0.79952226,0.42467790,0.23290800,0.00000000
-4.53526763,0.94421387,0.12813643,0.00000000,0.79816104,0.41696050,0.23035608,0.00000000
-4.52926463,0.93186430,0.13169890,0.00000000,0.79793981,0.40898523,0.22781574,0.00000000
-4.52326163,0.92055048,0.13607380,0.00000000,0.79973423,0.40121320,0.22552710,0.00000000
-4.51725863,0.91128414,0.14141335,0.00000000,0.80438688,0.39410030,0.22372409,0.00000000
-4.51125563,0.90502061,0.14785385,0.00000000,0.81267458,0.38808167,0.22262598,0.00000000
-4.50525263,0.90262461,0.15550916,0.00000000,0.82527685,0.38355693,0.22242933,0.00000000
-4.49924962,0.90483880,0.16446457,0.00000000,0.84274665,0.38087645,0.22330073,0.00000000
-4.49324662,0.91225644,0.17477132,0.00000000,0.86548488,0.38032950,0.22537048,0.00000000
-4.48724362,0.92529918,0.18644184,0.00000000,0.89371941,0.38213446,0.22872768,0.00000000
-4.48124062,0.94420095,0.19944618,0.00000000,0.92748987,0.38643163,0.23341667,0.00000000
-4.47523762,0.96899855,0.21370972,0.00000000,0.96663881,0.39327894,0.23943522,0.00000000
-4.46923462,0.99952946,0.22911240,0.00000000,1.01080979,0.40265052,0.24673439,0.00000000
-4.46323162,1.03543688,0.24548950,0.00000000,1.05945281,0.41443844,0.25522010,0.00000000
-4.45722861,1.07618200,0.26263417,0.00000000,1.11183693,0.42845747,0.26475648,0.00000000
-4.45122561,1.12106303,0.28030158,0.00000000,1.16707001,0.44445252,0.27517066,0.00000000
-4.44522261,1.16924023,0.29821476,0.00000000,1.22412472,0.46210878,0.28625909,0.00000000
-4.43921961,1.21976620,0.31607179,0.00000000,1.28187038,0.48106393,0.29779489,0.00000000
-4.43321661,1.27162002,0.33355427,0.00000000,1.33910914,0.50092201,0.30953617,0.00000000
-4.42721361,1.32374413,0.35033670,0.00000000,1.39461539,0.52126855,0.32123480,0.00000000
-4.42121061,1.37508243,0.36609639,0.00000000,1.44717693,0.54168609,0.33264551,0.00000000
-4.41520760,1.42461800,0.38052368,0.00000000,1.49563608,0.56176975,0.34353471,0.00000000
-4.40920460,1.47140909,0.39333172,0.00000000,1.53892930,0.58114207,0.35368886,0.00000000
-4.40320160,1.51462169,0.40426580,0.00000000,1.57612355,0.59946654,0.36292201,0.00000000
-4.39719860,1.55355767,0.41311148,0.00000000,1.60644796,0.61645932,0.37108213,0.00000000
-4.39119560,1.58767700,0.41970138,0.00000000,1.62931931,0.63189860,0.37805610,0.00000000
-4.38519260,1.61661347,0.42392026,0.00000000,1.64436050,0.64563126,0.38377306,0.00000000
-4.37918959,1.64018307,0.42570818,0.00000000,1.65141095,0.65757665,0.38820605,0.00000000
-4.37318659,1.65838487,0.42506164,0.00000000,1.65052875,0.66772708,0.39137179,0.00000000
-4.36718359,1.67139441,0.42203259,0.00000000,1.64198435,0.67614533,0.39332879,0.00000000
-4.36118059,1.67954985,0.41672555,0.00000000,1.62624617,0.68295912,0.39417371,0.00000000
-4.35517759,1.68333173,0.40929282,0.00000000,1.60395892,0.68835271,0.39403621,0.00000000
-4.34917459,1.68333706,0.39992817,0.00000000,1.57591548,0.69255630,0.39307252,0.00000000
-4.34317159,1.68024910,0.38885923,0.00000000,1.54302377,0.69583328,0.39145797,0.00000000
-4.33716858,1.67480397,0.37633898,0.00000000,1.50627007,0.69846631,0.38937889,0.00000000
-4.33116558,1.66775565,0.36263681,0.00000000,1.46668041,0.70074242,0.38702403,0.00000000
-4.32516258,1.65984083,0.34802936,0.00000000,1.42528162,0.70293812,0.38457612,0.00000000
-4.31915958,1.65174509,0.33279176,0.00000000,1.38306391,0.70530489,0.38220367,0.00000000
-4.31315658,1.64407172,0.31718933,0.00000000,1.34094618,0.70805581,0.38005352,0.00000000
-4.30715358,1.63731459,0.30147039,0.00000000,1.29974570,0.71135393,0.37824429,0.00000000
