energy_ev,total_up,Ag_p_up,Ag_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,4.49417601,0.68547229,3.70537620,0.06498206,0.00000000,0.55443187,0.00000000
-5.99399700,4.45111868,0.66376010,3.70666669,0.06392330,0.00000000,0.52281396,0.00000000
-5.98799400,4.40634344,0.64454090,3.70381168,0.06324023,0.00000000,0.49248823,0.00000000
-5.98199100,4.36108873,0.62865629,3.69721262,0.06301058,0.00000000,0.46401606,0.00000000
-5.97598799,4.31678033,0.61691937,3.68751115,0.06331097,0.00000000,0.43792036,0.00000000
-5.96998499,4.27498750,0.61009507,3.67556116,0.06421444,0.00000000,0.41467610,0.00000000
-5.96398199,4.23737576,0.60888061,3.66239583,0.06578790,0.00000000,0.39470208,0.00000000
-5.95797899,4.20565707,0.61388648,3.64919038,0.06808945,0.00000000,0.37835409,0.00000000
-5.95197599,4.18153829,0.62561826,3.63722118,0.07116585,0.00000000,0.36591942,0.00000000
-5.94597299,4.16666869,0.64445982,3.62782207,0.07504993,0.00000000,0.35761274,0.00000000
-5.93996998,4.16258761,0.67065825,3.62233874,0.07975835,0.00000000,0.35357327,0.00000000
-5.93396698,4.17067323,0.70431104,3.62208213,0.08528952,0.00000000,0.35386333,0.00000000
-5.92796398,4.19209372,0.74535614,3.62828182,0.09162196,0.00000000,0.35846815,0.00000000
-5.92196098,4.22776197,0.79356531,3.64204081,0.09871319,0.00000000,0.36729706,0.00000000
-5.91595798,4.27829548,0.84854137,3.66429262,0.10649909,0.00000000,0.38018608,0.00000000
-5.90995498,4.34398270,0.90971975,3.69576242,0.11489397,0.00000000,0.39690180,0.00000000
-5.90395198,4.42475745,0.97637478,3.73693328,0.12379143,0.00000000,0.41714684,0.00000000
-5.89794897,4.52018269,1.04763077,3.78801893,0.13306583,0.00000000,0.44056654,0.00000000
-5.89194597,4.62944476,1.12247823,3.84894437,0.14257466,0.00000000,0.46675713,0.00000000
-5.88594297,4.75135914,1.19979476,3.91933521,0.15216156,0.00000000,0.49527514,0.00000000
-5.87993997,4.88438805,1.27837043,3.99851660,0.16166004,0.00000000,0.52564787,0.00000000
-5.87393697,5.02666992,1.35693703,4.08552212,0.17089778,0.00000000,0.55738484,0.00000000
-5.86793397,5.17606029,1.43420022,4.17911268,0.17970137,0.00000000,0.58998971,0.00000000
-5.86193097,5.33018303,1.50887377,4.27780504,0.18790131,0.00000000,0.62297255,0.00000000
-5.85592796,5.48649015,1.57971441,4.37990903,0.19533708,0.00000000,0.65586184,0.00000000
-5.84992496,5.64232829,1.64555625,4.48357227,0.20186212,0.00000000,0.68821595,0.00000000
-5.84392196,5.79500914,1.70534321,4.58683060,0.20734846,0.00000000,0.71963353,0.00000000
-5.83791896,5.94188118,1.75815821,4.68766239,0.21169079,0.00000000,0.74976232,0.00000000
-5.83191596,6.08039970,1.80324795,4.78404443,0.21480988,0.00000000,0.77830623,0.00000000
-5.82591296,6.20819227,1.84004206,4.87400721,0.21665504,0.00000000,0.80503008,0.00000000
-5.81990995,6.32311696,1.86816607,4.95568738,0.21720566,0.00000000,0.82976193,0.00000000
-5.81390695,6.42331099,1.88744734,5.02737529,0.21647164,0.00000000,0.85239285,0.00000000
-5.80790395,6.50722807,1.89791416,5.08755586,0.21449277,0.00000000,0.87287412,0.00000000
-5.80190095,6.57366320,1.89978778,5.13494152,0.21133707,0.00000000,0.89121207,0.00000000
-5.79589795,6.62176451,1.89346823,5.16849607,0.20709812,0.00000000,0.90746065,0.00000000
-5.78989495,6.65103225,1.87951446,5.18744934,0.20189162,0.00000000,0.92171238,0.00000000
-5.78389195,6.66130606,1.85862004,5.19130237,0.19585125,0.00000000,0.93408799,0.00000000
-5.77788894,6.65274179,1.83158562,5.17982407,0.18912408,0.00000000,0.94472537,0.00000000
-5.77188594,6.62578012,1.79928961,5.15303995,0.18186572,0.00000000,0.95376848,0.00000000
-5.76588294,6.58110917,1.76265845,5.11121451,0.17423549,0.00000000,0.96135678,0.00000000
-5.75987994,6.51962384,1.72263801,5.05482868,0.16639173,0.00000000,0.96761592,0.00000000
-5.75387694,6.44238440,1.68016725,4.98455404,0.15848751,0.00000000,0.97264998,0.00000000
-5.74787394,6.35057670,1.63615532,4.90122549,0.15066692,0.00000000,0.97653600,0.00000000
-5.74187094,6.24547632,1.59146297,4.80581374,0.14306202,0.00000000,0.97932088,0.00000000
-5.73586793,6.12841802,1.54688867,4.69939933,0.13579055,0.00000000,0.98102098,0.00000000
-5.72986493,6.00077206,1.50315981,4.58314880,0.12895447,0.00000000,0.98162431,0.00000000
-5.72386193,5.86392742,1.46092878,4.45829411,0.12263928,0.00000000,0.98109526,0.00000000
-5.71785893,5.71928239,1.42077357,4.32611538,0.11691410,0.00000000,0.97938159,0.00000000
-5.71185593,5.56824132,1.38320214,4.18792716,0.11183242,0.00000000,0.97642309,0.00000000
-5.70585293,5.41221686,1.34865972,4.04506772,0.10743333,0.00000000,0.97216153,0.00000000
-5.69984992,5.25263567,1.31753800,3.89889087,0.10374325,0.00000000,0.96655120,0.00000000
-5.69384692,5.09094601,1.29018501,3.75075940,0.10077778,0.00000000,0.95956928,0.00000000
-5.68784392,4.92862496,1.26691458,3.60203914,0.09854371,0.00000000,0.95122549,0.00000000
-5.68184092,4.76718349,1.24801442,3.45409279,0.09704095,0.00000000,0.94157022,0.00000000
-5.67583792,4.60816732,1.23375176,3.30827239,0.09626424,0.00000000,0.93070064,0.00000000
-5.66983492,4.45315223,1.22437599,3.16590973,0.09620453,0.00000000,0.91876434,0.00000000
-5.66383192,4.30373258,1.22011782,3.02830409,0.09685003,0.00000000,0.90596013,0.00000000
-5.65782891,4.16150256,1.22118483,2.89670693,0.09818674,0.00000000,0.89253575,0.00000000
-5.65182591,4.02803025,1.22775354,2.77230366,0.10019863,0.00000000,0.87878273,0.00000000
-5.64582291,3.90482488,1.23995859,2.65619257,0.10286732,0.00000000,0.86502832,0.00000000
-5.63981991,3.79329868,1.25787957,2.54936184,0.10617147,0.00000000,0.85162505,0.00000000
-5.63381691,3.69472492,1.28152666,2.45266527,0.11008583,0.00000000,0.83893826,0.00000000
-5.62781391,3.61019416,1.31082601,2.36679808,0.11458020,0.00000000,0.82733238,0.00000000
-5.62181091,3.54057125,1.34560625,2.29227398,0.11961827,0.00000000,0.81715646,0.00000000
-5.61580790,3.48645537,1.38558714,2.22940493,0.12515659,0.00000000,0.80872993,0.00000000
-5.60980490,3.44814577,1.43037166,2.17828493,0.13114368,0.00000000,0.80232912,0.00000000
-5.60380190,3.42561542,1.47944238,2.13877922,0.13751950,0.00000000,0.79817531,0.00000000
-5.59779890,3.41849453,1.53216303,2.11051976,0.14421523,0.00000000,0.79642509,0.00000000
-5.59179590,3.42606564,1.58778549,2.09290798,0.15115359,0.00000000,0.79716323,0.00000000
-5.58579290,3.44727098,1.64546272,2.08512518,0.15824950,0.00000000,0.80039870,0.00000000
-5.57978989,3.48073273,1.70426705,2.08615067,0.16541135,0.00000000,0.80606397,0.00000000
-5.57378689,3.52478581,1.76321365,2.09478744,0.17254267,0.00000000,0.81401753,0.00000000
-5.56778389,3.57752224,1.82128827,2.10969456,0.17954417,0.00000000,0.82404974,0.00000000
-5.56178089,3.63684575,1.87747805,2.12942535,0.18631611,0.00000000,0.83589154,0.00000000
-5.55577789,3.70053445,1.93080441,2.15246997,0.19276094,0.00000000,0.84922578,0.00000000
-5.54977489,3.76630935,1.98035630,2.17730085,0.19878597,0.00000000,0.86370050,0.00000000
-5.54377189,3.83190586,2.02532255,2.20241916,0.20430611,0.00000000,0.87894379,0.00000000
-5.53776888,3.89514559,2.06502180,2.22640050,0.20924639,0.00000000,0.89457934,0.00000000
-5.53176588,3.95400546,2.09892857,2.24793809,0.21354435,0.00000000,0.91024212,0.00000000
-5.52576288,4.00668139,2.12669431,2.26588153,0.21715204,0.00000000,0.92559353,0.00000000
-5.51975988,4.05164396,2.14816239,2.27926988,0.22003754,0.00000000,0.94033522,0.00000000
-5.51375688,4.08768391,2.16337615,2.28735745,0.22218611,0.00000000,0.95422110,0.00000000
-5.50775388,4.11394548,2.17257959,2.28963151,0.22360066,0.00000000,0.96706691,0.00000000
-5.50175088,4.12994635,2.17621045,2.28582124,0.22430174,0.00000000,0.97875691,0.00000000
-5.49574787,4.13558331,2.17488567,2.27589744,0.22432686,0.00000000,0.98924735,0.00000000
-5.48974487,4.13112322,2.16937965,2.26006334,0.22372928,0.00000000,0.99856643,0.00000000
-5.48374187,4.11717979,2.16059586,2.23873662,0.22257623,0.00000000,1.00681079,0.00000000
-5.47773887,4.09467663,2.14953285,2.21252367,0.22094660,0.00000000,1.01413841,0.00000000
-5.47173587,4.06479831,2.13724554,2.18218696,0.21892821,0.00000000,1.02075824,0.00000000
-5.46573287,4.02893094,2.12480334,2.14860696,0.21661474,0.00000000,1.02691693,0.00000000
-5.45972986,3.98859483,2.11324647,2.11274007,0.21410236,0.00000000,1.03288313,0.00000000
-5.45372686,3.94537170,2.10354220,2.07557432,0.21148629,0.00000000,1.03893004,0.00000000
-5.44772386,3.90082967,2.09654264,2.03808462,0.20885721,0.00000000,1.04531696,0.00000000
-5.44172086,3.85644886,2.09294585,2.00118934,0.20629798,0.00000000,1.05227082,0.00000000
-5.43571786,3.81355122,2.09326205,1.96571012,0.20388046,0.00000000,1.05996849,0.00000000
-5.42971486,3.77323739,2.09778638,1.93233638,0.20166281,0.00000000,1.06852093,0.00000000
-5.42371186,3.73633376,2.10657966,1.90159628,0.19968726,0.00000000,1.07796001,0.00000000
-5.41770885,3.70335224,2.11945845,1.87383517,0.19797860,0.00000000,1.08822890,0.00000000
-5.41170585,3.67446478,2.13599486,1.84920251,0.19654329,0.00000000,1.09917672,0.00000000
-5.40570285,3.64949412,2.15552695,1.82764796,0.19536950,0.00000000,1.11055777,0.00000000
-5.39969985,3.62792136,2.17717930,1.80892653,0.19442786,0.00000000,1.12203594,0.00000000
-5.39369685,3.60891039,2.19989338,1.79261292,0.19367306,0.00000000,1.13319392,0.00000000
-5.38769385,3.59134803,2.22246681,1.77812401,0.19304625,0.00000000,1.14354723,0.00000000
-5.38169085,3.57389816,2.24359967,1.76474871,0.19247811,0.00000000,1.15256238,0.00000000
-5.37568784,3.55506741,2.26194644,1.75168354,0.19189235,0.00000000,1.15967839,0.00000000
-5.36968484,3.53327900,2.27617087,1.73807245,0.19120978,0.00000000,1.16433066,0.00000000
-5.36368184,3.50695131,2.28500163,1.72304871,0.19035237,0.00000000,1.16597605,0.00000000
-5.35767884,3.47457716,2.28728616,1.70577703,0.18924746,0.00000000,1.16411782,0.00000000
-5.35167584,3.43479985,2.28203997,1.68549385,0.18783164,0.00000000,1.15832923,0.00000000
-5.34567284,3.38648224,2.26848947,1.66154380,0.18605427,0.00000000,1.14827458,0.00000000
-5.33966983,3.32876546,2.24610603,1.63341080,0.18388036,0.00000000,1.13372653,0.00000000
-5.33366683,3.26111441,2.21462981,1.60074220,0.18129283,0.00000000,1.11457887,0.00000000
-5.32766383,3.18334826,2.17408249,1.56336526,0.17829378,0.00000000,1.09085414,0.00000000
-5.32166083,3.09565452,2.12476833,1.52129514,0.17490502,0.00000000,1.06270569,0.00000000
-5.31565783,2.99858679,2.06726395,1.47473447,0.17116764,0.00000000,1.03041431,0.00000000
-5.30965483,2.89304659,2.00239743,1.42406489,0.16714079,0.00000000,0.99437947,0.00000000
-5.30365183,2.78025105,1.93121839,1.36983119,0.16289971,0.00000000,0.95510604,0.00000000
-5.29764882,2.66168865,1.85496065,1.31271941,0.15853320,0.00000000,0.91318709,0.00000000
-5.29164582,2.53906576,1.77499964,1.25353017,0.15414060,0.00000000,0.86928378,0.00000000
-5.28564282,2.41424732,1.69280706,1.19314884,0.14982865,0.00000000,0.82410357,0.00000000
-5.27963982,2.28919485,1.60990486,1.13251436,0.14570818,0.00000000,0.77837775,0.00000000
-5.27363682,2.16590498,1.52782105,1.07258816,0.14189102,0.00000000,0.73283946,0.00000000
-5.26763382,2.04635166,1.44804923,1.01432477,0.13848714,0.00000000,0.68820326,0.00000000
-5.26163082,1.93243421,1.37201335,0.95864541,0.13560230,0.00000000,0.64514691,0.00000000
-5.25562781,1.82593349,1.30103908,0.90641552,0.13333609,0.00000000,0.60429629,0.00000000
-5.24962481,1.72847698,1.23633215,0.85842680,0.13178058,0.00000000,0.56621356,0.00000000
-5.24362181,1.64151369,1.17896412,0.81538421,0.13101947,0.00000000,0.53138900,0.00000000
-5.23761881,1.56629843,1.12986486,0.77789772,0.13112773,0.00000000,0.50023629,0.00000000
-5.23161581,1.50388474,1.08982114,0.74647854,0.13217157,0.00000000,0.47309102,0.00000000
-5.22561281,1.45512516,1.05948004,0.72153921,0.13420871,0.00000000,0.45021204,0.00000000
-5.21960980,1.42067713,1.03935573,0.70339662,0.13728869,0.00000000,0.43178496,0.00000000
-5.21360680,1.40101262,1.02983804,0.69227719,0.14145314,0.00000000,0.41792720,0.00000000
-5.20760380,1.39642947,1.03120134,0.68832307,0.14673579,0.00000000,0.40869397,0.00000000
-5.20160080,1.40706270,1.04361205,0.69159852,0.15316224,0.00000000,0.40408445,0.00000000
-5.19559780,1.43289408,1.06713384,0.70209567,0.16074917,0.00000000,0.40404755,0.00000000
-5.18959480,1.47375888,1.10172947,0.71973889,0.16950310,0.00000000,0.40848701,0.00000000
-5.18359180,1.52934899,1.14725878,0.74438758,0.17941870,0.00000000,0.41726528,0.00000000
-5.17758879,1.59921219,1.20347298,0.77583699,0.19047658,0.00000000,0.43020609,0.00000000
-5.17158579,1.68274797,1.27000546,0.81381724,0.20264084,0.00000000,0.44709583,0.00000000
-5.16558279,1.77920058,1.34636015,0.85799093,0.21585639,0.00000000,0.46768379,0.00000000
-5.15957979,1.88765066,1.43189851,0.90794971,0.23004628,0.00000000,0.49168148,0.00000000
-5.15357679,2.00700688,1.52582674,0.96321060,0.24510938,0.00000000,0.51876165,0.00000000
-5.14757379,2.13599937,1.62718481,1.02321287,0.26091845,0.00000000,0.54855728,0.00000000
-5.14157079,2.27317664,1.73483916,1.08731609,0.27731903,0.00000000,0.58066106,0.00000000
-5.13556778,2.41690781,1.84748043,1.15480045,0.29412927,0.00000000,0.61462595,0.00000000
-5.12956478,2.56539131,1.96362791,1.22486964,0.31114080,0.00000000,0.64996715,0.00000000
-5.12356178,2.71667134,2.08164161,1.29665715,0.32812103,0.00000000,0.68616586,0.00000000
-5.11755878,2.86866248,2.19974260,1.36923596,0.34481656,0.00000000,0.72267504,0.00000000
-5.11155578,3.01918266,2.31604182,1.44163202,0.36095804,0.00000000,0.75892726,0.00000000
-5.10555278,3.16599383,2.42857681,1.51284097,0.37626609,0.00000000,0.79434466,0.00000000
-5.09954977,3.30684929,2.53535557,1.58184794,0.39045833,0.00000000,0.82835064,0.00000000
-5.09354677,3.43954624,2.63440586,1.64764965,0.40325708,0.00000000,0.86038316,0.00000000
-5.08754377,3.56198138,2.72382830,1.70927789,0.41439756,0.00000000,0.88990902,0.00000000
-5.08154077,3.67220755,2.80185073,1.76582351,0.42363619,0.00000000,0.91643873,0.00000000
-5.07553777,3.76848873,2.86688163,1.81645987,0.43075858,0.00000000,0.93954123,0.00000000
-5.06953477,3.84935130,2.91756009,1.86046460,0.43558692,0.00000000,0.95885806,0.00000000
-5.06353177,3.91362909,2.95279975,1.89723879,0.43798633,0.00000000,0.97411616,0.00000000
-5.05752876,3.96050041,2.97182484,1.92632275,0.43786991,0.00000000,0.98513902,0.00000000
-5.05152576,3.98951544,2.97419639,1.94740766,0.43520229,0.00000000,0.99185559,0.00000000
-5.04552276,4.00061309,2.95982737,1.96034268,0.43000134,0.00000000,0.99430669,0.00000000
-5.03951976,3.99412662,2.92898619,1.96513745,0.42233815,0.00000000,0.99264869,0.00000000
-5.03351676,3.97077831,2.88228826,1.96195980,0.41233516,0.00000000,0.98715445,0.00000000
-5.02751376,3.93166359,2.82067621,1.95112932,0.40016255,0.00000000,0.97821140,0.00000000
-5.02151076,3.87822577,2.74538989,1.93310689,0.38603314,0.00000000,0.96631712,0.00000000
-5.01550775,3.81222264,2.65792750,1.90848123,0.37019588,0.00000000,0.95207238,0.00000000
-5.00950475,3.73568664,2.55999988,1.87795284,0.35292839,0.00000000,0.93617212,0.00000000
-5.00350175,3.65088020,2.45348003,1.84231647,0.33452884,0.00000000,0.91939445,0.00000000
-4.99749875,3.56024797,2.34035010,1.80244254,0.31530741,0.00000000,0.90258807,0.00000000
-4.99149575,3.46636737,2.22264799,1.75925849,0.29557785,0.00000000,0.88665831,0.00000000
-4.98549275,3.37189878,2.10241580,1.71373039,0.27564933,0.00000000,0.87255186,0.00000000
-4.97948974,3.27953627,1.98165156,1.66684537,0.25581891,0.00000000,0.86124052,0.00000000
-4.97348674,3.19195953,1.86226606,1.61959496,0.23636486,0.00000000,0.85370387,0.00000000
-4.96748374,3.11178731,1.74604549,1.57295964,0.21754103,0.00000000,0.85091091,0.00000000
-4.96148074,3.04153243,1.63462074,1.52789429,0.19957236,0.00000000,0.85380089,0.00000000
-4.95547774,2.98355826,1.52944342,1.48531459,0.18265156,0.00000000,0.86326313,0.00000000
-4.94947474,2.94003659,1.43176868,1.44608409,0.16693703,0.00000000,0.88011610,0.00000000
-4.94347174,2.91290664,1.34264418,1.41100170,0.15255190,0.00000000,0.90508589,0.00000000
-4.93746873,2.90383536,1.26290477,1.38078954,0.13958413,0.00000000,0.93878445,0.00000000
-4.93146573,2.91417933,1.19317209,1.35608102,0.12808753,0.00000000,0.98168797,0.00000000
-4.92546273,2.94494882,1.13385821,1.33740922,0.11808363,0.00000000,1.03411612,0.00000000
-4.91945973,2.99677507,1.08517273,1.32519582,0.10956409,0.00000000,1.09621285,0.00000000
-4.91345673,3.06988202,1.04713243,1.31974088,0.10249376,0.00000000,1.16792962,0.00000000
-4.90745373,3.16406414,1.01957316,1.32121400,0.09681397,0.00000000,1.24901208,0.00000000
-4.90145073,3.27867204,1.00216348,1.32964749,0.09244623,0.00000000,1.33899121,0.00000000
-4.89544772,3.41260776,0.99441983,1.34493206,0.08929589,0.00000000,1.43717975,0.00000000
-4.88944472,3.56433128,0.99572312,1.36681579,0.08725607,0.00000000,1.54267501,0.00000000
-4.88344172,3.73187973,1.00533675,1.39490688,0.08621142,0.00000000,1.65436839,0.00000000
-4.87743872,3.91290012,1.02242609,1.42868061,0.08604188,0.00000000,1.77096227,0.00000000
-4.87143572,4.10469602,1.04607948,1.46749075,0.08662632,0.00000000,1.89099424,0.00000000
-4.86543272,4.30428763,1.07533060,1.51058534,0.08784599,0.00000000,2.01286832,0.00000000
-4.85942971,4.50848417,1.10918220,1.55712675,0.08958775,0.00000000,2.13489253,0.00000000
-4.85342671,4.71396660,1.14663085,1.60621527,0.09174705,0.00000000,2.25532171,0.00000000
-4.84742371,4.91737793,1.18669224,1.65691556,0.09423056,0.00000000,2.37240426,0.00000000
-4.84142071,5.11541785,1.22842643,1.70828490,0.09695846,0.00000000,2.48443091,0.00000000
-4.83541771,5.30493794,1.27096233,1.75940208,0.09986620,0.00000000,2.58978377,0.00000000
-4.82941471,5.48303335,1.31352045,1.80939556,0.10290584,0.00000000,2.68698359,0.00000000
-4.82341171,5.64712704,1.35543309,1.85746963,0.10604676,0.00000000,2.77473315,0.00000000
-4.81740870,5.79504268,1.39616092,1.90292733,0.10927578,0.00000000,2.85195499,0.00000000
-4.81140570,5.92506292,1.43530511,1.94518896,0.11259660,0.00000000,2.91782176,0.00000000
-4.80540270,6.03597029,1.47261426,1.98380523,0.11602857,0.00000000,2.97177789,0.00000000
-4.79939970,6.12706902,1.50798552,2.01846447,0.11960481,0.00000000,3.01355170,0.00000000
-4.79339670,6.19818663,1.54145957,2.04899355,0.12336967,0.00000000,3.04315742,0.00000000
-4.78739370,6.24965567,1.57320951,2.07535243,0.12737561,0.00000000,3.06088728,0.00000000
-4.78139070,6.28227647,1.60352376,2.09762281,0.13167964,0.00000000,3.06729402,0.00000000
-4.77538769,6.29726307,1.63278365,2.11599137,0.13633932,0.00000000,3.06316492,0.00000000
-4.76938469,6.29617500,1.66143660,2.13072867,0.14140867,0.00000000,3.04948849,0.00000000
-4.76338169,6.28083840,1.68996598,2.14216476,0.14693388,0.00000000,3.02741558,0.00000000
-4.75737869,6.25326027,1.71885890,2.15066292,0.15294933,0.00000000,2.99821654,0.00000000
-4.75137569,6.21553994,1.74857366,2.15659278,0.15947379,0.00000000,2.96323639,0.00000000
-4.74537269,6.16978165,1.77950814,2.16030439,0.16650726,0.00000000,2.92384975,0.00000000
-4.73936968,6.11801209,1.81197086,2.16210445,0.17402839,0.00000000,2.88141731,0.00000000
-4.73336668,6.06210616,1.84615605,2.16223593,0.18199283,0.00000000,2.83724533,0.00000000
-4.72736368,6.00372380,1.88212399,2.16086211,0.19033244,0.00000000,2.79254941,0.00000000
-4.72136068,5.94425980,1.91978757,2.15805568,0.19895565,0.00000000,2.74842354,0.00000000
-4.71535768,5.88480817,1.95890583,2.15379351,0.20774875,0.00000000,2.70581500,0.00000000
-4.70935468,5.82614129,1.99908475,2.14795708,0.21657832,0.00000000,2.66550562,0.00000000
-4.70335168,5.76870407,2.03978523,2.14033854,0.22529458,0.00000000,2.62809918,0.00000000
-4.69734867,5.71262191,2.08033795,2.13065196,0.23373559,0.00000000,2.59401504,0.00000000
-4.69134567,5.65772130,2.11996428,2.11854895,0.24173216,0.00000000,2.56348748,0.00000000
-4.68534267,5.60356109,2.15780223,2.10363791,0.24911320,0.00000000,2.53657012,0.00000000
-4.67933967,5.54947232,2.19293627,2.08550577,0.25571135,0.00000000,2.51314508,0.00000000
-4.67333667,5.49460419,2.22442945,2.06374103,0.26136855,0.00000000,2.49293588,0.00000000
-4.66733367,5.43797388,2.25135653,2.03795687,0.26594144,0.00000000,2.47552368,0.00000000
-4.66133067,5.37851788,2.27283652,2.00781333,0.26930620,0.00000000,2.46036614,0.00000000
-4.65532766,5.31514283,2.28806329,1.97303726,0.27136271,0.00000000,2.44681831,0.00000000
-4.64932466,5.24677394,2.29633311,1.93343925,0.27203788,0.00000000,2.43415517,0.00000000
