energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,2.90984970,0.04129206,0.11656182,0.63317745,0.00000000,0.07173487,1.54788024,0.76275787,0.33133857
-5.99399700,2.92300170,0.04125298,0.11730275,0.64421421,0.00000000,0.07084322,1.55807014,0.76053792,0.33252713
-5.98799400,2.94920793,0.04135354,0.11813820,0.65805231,0.00000000,0.07042462,1.57578200,0.76174990,0.33470067
-5.98199100,2.98696077,0.04157029,0.11901093,0.67435555,0.00000000,0.07045118,1.60019670,0.76609832,0.33768615
-5.97598799,3.03456097,0.04187809,0.11986575,0.69273081,0.00000000,0.07088819,1.63037752,0.77323214,0.34130626
-5.96998499,3.09016748,0.04225094,0.12065166,0.71274057,0.00000000,0.07169501,1.66529682,0.78275585,0.34538541
-5.96398199,3.15185046,0.04266281,0.12132392,0.73391679,0.00000000,0.07282606,1.70386492,0.79424124,0.34975554
-5.95797899,3.21764583,0.04308835,0.12184584,0.75577583,0.00000000,0.07423184,1.74496056,0.80723961,0.35426150
-5.95197599,3.28560993,0.04350352,0.12219030,0.77783396,0.00000000,0.07586003,1.78746191,0.82129399,0.35876612
-5.94597299,3.35387281,0.04388612,0.12234096,0.79962299,0.00000000,0.07765650,1.83027732,0.83595113,0.36315452
-5.93996998,3.42068862,0.04421621,0.12229310,0.82070545,0.00000000,0.07956641,1.87237499,0.85077292,0.36733784
-5.93396698,3.48448197,0.04447639,0.12205414,0.84068889,0.00000000,0.08153527,1.91281063,0.86534700,0.37125622
-5.92796398,3.54388885,0.04465203,0.12164385,0.85923869,0.00000000,0.08350993,1.95075250,0.87929648,0.37488091
-5.92196098,3.59779121,0.04473130,0.12109413,0.87608898,0.00000000,0.08543961,1.98550279,0.89228845,0.37821560
-5.91595798,3.64534404,0.04470526,0.12044860,0.89105126,0.00000000,0.08727681,2.01651504,0.90404109,0.38129687
-5.90995498,3.68599424,0.04456773,0.11976179,0.90402017,0.00000000,0.08897825,2.04340664,0.91432943,0.38419375
-5.90395198,3.71949060,0.04431523,0.11909813,0.91497641,0.00000000,0.09050564,2.06596632,0.92298939,0.38700630
-5.89794897,3.74588446,0.04394680,0.11853060,0.92398637,0.00000000,0.09182644,2.08415596,0.92992015,0.38986340
-5.89194597,3.76552073,0.04346385,0.11813926,0.93119850,0.00000000,0.09291444,2.09810683,0.93508473,0.39291947
-5.88594297,3.77901953,0.04286996,0.11800940,0.93683662,0.00000000,0.09375031,2.10811016,0.93850862,0.39635040
-5.87993997,3.78724861,0.04217069,0.11822963,0.94119005,0.00000000,0.09432184,2.11460222,0.94027666,0.40034851
-5.87393697,3.79128739,0.04137333,0.11888964,0.94460125,0.00000000,0.09462418,2.11814449,0.94052797,0.40511671
-5.86793397,3.79238347,0.04048678,0.12007787,0.94745114,0.00000000,0.09465976,2.11939939,0.93944923,0.41086194
-5.86193097,3.79190313,0.03952125,0.12187898,0.95014282,0.00000000,0.09443807,2.11910254,0.93726638,0.41778796
-5.85592796,3.79127728,0.03848806,0.12437125,0.95308429,0.00000000,0.09397523,2.11803247,0.93423496,0.42608771
-5.84992496,3.79194493,0.03739941,0.12762389,0.95667076,0.00000000,0.09329337,2.11697895,0.93062953,0.43593543
-5.84392196,3.79529610,0.03626814,0.13169440,0.96126757,0.00000000,0.09241983,2.11671113,0.92673236,0.44747879
-5.83791896,3.80261650,0.03510741,0.13662600,0.96719406,0.00000000,0.09138618,2.11794690,0.92282198,0.46083136
-5.83191596,3.81503611,0.03393045,0.14244532,0.97470937,0.00000000,0.09022713,2.12132450,0.91916192,0.47606570
-5.82591296,3.83348388,0.03275029,0.14916033,0.98400062,0.00000000,0.08897940,2.12737770,0.91599020,0.49320743
-5.81990995,3.85865036,0.03157940,0.15675882,0.99517403,0.00000000,0.08768043,2.13651551,0.91350998,0.51223057
-5.81390695,3.89095995,0.03042948,0.16520731,1.00824924,0.00000000,0.08636725,2.14900730,0.91188171,0.53305456
-5.80790395,3.93055404,0.02931109,0.17445077,1.02315727,0.00000000,0.08507529,2.16497371,0.91121728,0.55554313
-5.80190095,3.97728569,0.02823351,0.18441301,1.03974184,0.00000000,0.08383731,2.18438395,0.91157633,0.57950527
-5.79589795,4.03072619,0.02720445,0.19499790,1.05776432,0.00000000,0.08268248,2.20705923,0.91296491,0.60469843
-5.78989495,4.09018306,0.02622995,0.20609151,1.07691175,0.00000000,0.08163568,2.23268210,0.91533653,0.63083402
