energy_ev,total_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.38769385,0.77884647,0.00116642,0.14983898,0.08120617,0.00379694,0.36232808,0.34286897,0.14983465
-5.38169085,0.81558659,0.00129759,0.16204791,0.07915885,0.00394866,0.37511529,0.37482245,0.15694899
-5.37568784,0.86681761,0.00145122,0.17785869,0.07837310,0.00420400,0.39369548,0.41302541,0.16720068
-5.36968484,0.93246675,0.00162817,0.19731372,0.07882405,0.00456647,0.41798373,0.45756700,0.18057259
-5.36368184,1.01234971,0.00182926,0.22043888,0.08047577,0.00503970,0.44783632,0.50847719,0.19702939
-5.35767884,1.10616417,0.00205515,0.24723925,0.08328301,0.00562729,0.48305065,0.56571996,0.21651564
-5.35167584,1.21348185,0.00230632,0.27769450,0.08719258,0.00633267,0.52336470,0.62918699,0.23895333
-5.34567284,1.33374024,0.00258300,0.31175408,0.09214436,0.00715901,0.56845650,0.69869192,0.26423925
-5.33966983,1.46623462,0.00288513,0.34933271,0.09807205,0.00810891,0.61794362,0.77396603,0.29224234
-5.33366683,1.61011154,0.00321226,0.39030635,0.10490355,0.00918426,0.67138310,0.85465552,0.32280130
-5.32766383,1.76436478,0.00356352,0.43450902,0.11256098,0.01038592,0.72827225,0.94032099,0.35572269
-5.32166083,1.92783462,0.00393757,0.48173078,0.12096068,0.01171350,0.78805062,1.03043950,0.39077981
-5.31565783,2.09921157,0.00433257,0.53171705,0.13001288,0.01316507,0.85010339,1.12440941,0.42771251
-5.30965483,2.27704500,0.00474611,0.58416948,0.13962151,0.01473695,0.91376665,1.22155824,0.46622816
-5.30365183,2.45975730,0.00517526,0.63874849,0.14968402,0.01642345,0.97833451,1.32115345,0.50600386
-5.29764882,2.64566355,0.00561655,0.69507741,0.16009136,0.01821672,1.04306838,1.42241602,0.54669003
-5.29164582,2.83299667,0.00606600,0.75274827,0.17072826,0.02010662,1.10720810,1.52453632,0.58791517
-5.28564282,3.01993744,0.00651920,0.81132891,0.18147378,0.02208067,1.16998500,1.62669185,0.62929192
-5.27963982,3.20464844,0.00697133,0.87037125,0.19220232,0.02412408,1.23063632,1.72806594,0.67042414
-5.27363682,3.38531081,0.00741734,0.92942031,0.20278495,0.02621986,1.28842076,1.82786669,0.71091467
-5.26763382,3.56016237,0.00785200,0.98802356,0.21309116,0.02834900,1.34263445,1.92534510,0.75037362
-5.26163082,3.72753528,0.00827006,1.04574012,0.22299096,0.03049078,1.39262684,2.01981142,0.78842679
-5.25562781,3.88589172,0.00866639,1.10214941,0.23235727,0.03262315,1.43781572,2.11064882,0.82472375
-5.24962481,4.03385575,0.00903610,1.15685862,0.24106847,0.03472316,1.47770080,2.19732351,0.85894527
-5.24362181,4.17023965,0.00937473,1.20950876,0.24901111,0.03676746,1.51187515,2.27939059,0.89080973
-5.23761881,4.29406352,0.00967834,1.25977878,0.25608249,0.03873286,1.54003393,2.35649535,0.92007809
-5.23161581,4.40456703,0.00994364,1.30738766,0.26219315,0.04059691,1.56197996,2.42836971,0.94655731
-5.22561281,4.50121271,0.01016809,1.35209428,0.26726904,0.04233838,1.57762592,2.49482402,0.97010188
-5.21960980,4.58368051,0.01034994,1.39369515,0.27125324,0.04393790,1.58699288,2.55573473,0.99061341
-5.21360680,4.65185427,0.01048831,1.43202019,0.27410727,0.04537832,1.59020537,2.61102864,1.00803851
-5.20760380,4.70580069,0.01058316,1.46692685,0.27581176,0.04664516,1.58748305,2.66066485,1.02236474
-5.20160080,4.74574223,0.01063525,1.49829320,0.27636653,0.04772690,1.57912962,2.70461566,1.03361528
-5.19559780,4.77202573,0.01064612,1.52601029,0.27579010,0.04861514,1.56551923,2.74284770,1.04184231
-5.18959480,4.78508857,0.01061795,1.54997468,0.27411857,0.04930467,1.54708135,2.77530489,1.04711985
-5.18359180,4.78542468,0.01055347,1.57008169,0.27140408,0.04979343,1.52428463,2.80189442,1.04953622
-5.17758879,4.77355240,0.01045584,1.58621996,0.26771274,0.05008238,1.49762068,2.82247711,1.04918685
-5.17158579,4.74998640,0.01032850,1.59826791,0.26312239,0.05017517,1.46758847,2.83686288,1.04616774
-5.16558279,4.71521515,0.01017500,1.60609259,0.25772012,0.05007786,1.43468013,2.84481210,1.04057012
-5.15957979,4.66968549,0.00999894,1.60955104,0.25159980,0.04979854,1.39936867,2.84604306,1.03247650
-5.15357679,4.61379508,0.00980378,1.60849446,0.24485970,0.04934688,1.36209821,2.84024506,1.02195854
-5.14757379,4.54789290,0.00959279,1.60277485,0.23760033,0.04873371,1.32327690,2.82709692,1.00907660
-5.14157079,4.47228765,0.00936897,1.59225399,0.22992261,0.04797068,1.28327281,2.80628953,0.99388121
-5.13556778,4.38726314,0.00913499,1.57681416,0.22192644,0.04706983,1.24241258,2.77755133,0.97641620
-5.12956478,4.29309926,0.00889319,1.55637001,0.21370964,0.04604336,1.20098272,2.74067499,0.95672314
-5.12356178,4.19009681,0.00864561,1.53088076,0.20536738,0.04490340,1.15923310,2.69554373,0.93484692
-5.11755878,4.07860407,0.00839404,1.50036199,0.19699195,0.04366187,1.11738221,2.64215540,0.91084186
-5.11155578,3.95904313,0.00814002,1.46489620,0.18867288,0.04233041,1.07562343,2.58064279,0.88477799
-5.10555278,3.83193347,0.00788501,1.42464120,0.18049731,0.04092041,1.03413189,2.51128864,0.85674689
-5.09954977,3.69791115,0.00763042,1.37983600,0.17255049,0.03944305,0.99307115,2.43453432,0.82686676
-5.09354677,3.55774171,0.00737769,1.33080332,0.16491627,0.03790941,0.95259907,2.35098130,0.79528623
-5.08754377,3.41232555,0.00712841,1.27794869,0.15767753,0.03633058,0.91287254,2.26138518,0.76218652
-5.08154077,3.26269510,0.00688436,1.22175585,0.15091639,0.03471777,0.87405052,2.16664232,0.72778192
-5.07553777,3.11000348,0.00664754,1.16277861,0.14471408,0.03308240,0.83629525,2.06776966,0.69231829
-5.06953477,2.95550502,0.00642021,1.10162947,0.13915046,0.03143615,0.79977153,1.96587854,0.65606973
-5.06353177,2.80052853,0.00620488,1.03896541,0.13430306,0.02979094,0.76464404,1.86214396,0.61933352
-5.05752876,2.64644460,0.00600424,0.97547166,0.13024577,0.02815888,0.73107315,1.75777057,0.58242351
-5.05152576,2.49462863,0.00582113,0.91184392,0.12704696,0.02655213,0.69920930,1.65395717,0.54566247
-5.04552276,2.34642152,0.00565841,0.84877010,0.12476733,0.02498272,0.66918661,1.55186141,0.50937356
-5.03951976,2.20309006,0.00551889,0.78691219,0.12345745,0.02346232,0.64111610,1.45256621,0.47387158
-5.03351676,2.06578914,0.00540513,0.72688915,0.12315512,0.02200198,0.61507913,1.35704954,0.43945425
-5.02751376,1.93552751,0.00531937,0.66926155,0.12388265,0.02061179,0.59112153,1.26615876,0.40639409
-5.02151076,1.81313905,0.00526336,0.61451842,0.12564435,0.01930067,0.56924903,1.18059049,0.37493119
-5.01550775,1.69926067,0.00523821,0.56306692,0.12842425,0.01807601,0.54942413,1.10087677,0.34526729
-5.00950475,1.59431785,0.00524431,0.51522513,0.13218429,0.01694351,0.53156502,1.02737784,0.31756126
-5.00350175,1.49851853,0.00528123,0.47121796,0.13686311,0.01590692,0.51554647,0.96028148,0.29192630
-4.99749875,1.41185527,0.00534763,0.43117649,0.14237561,0.01496797,0.50120283,0.89960870,0.26842881
-4.99149575,1.33411542,0.00544126,0.39514027,0.14861336,0.01412629,0.48833305,0.84522517,0.24708902
-4.98549275,1.26489875,0.00555896,0.36306259,0.15544588,0.01337946,0.47670749,0.79685763,0.22788318
-4.97948974,1.20364141,0.00569670,0.33481826,0.16272300,0.01272308,0.46607618,0.75411428,0.21074724
-4.97348674,1.14964501,0.00584971,0.31021341,0.17027807,0.01215098,0.45617815,0.71650812,0.19558166
-4.96748374,1.10210946,0.00601251,0.28899696,0.17793207,0.01165542,0.44675139,0.68348207,0.18225733
-4.96148074,1.06016804,0.00617918,0.27087317,0.18549853,0.01122744,0.43754298,0.65443487,0.17062204
-4.95547774,1.02292318,0.00634346,0.25551467,0.19278902,0.01085716,0.42831884,0.62874657,0.16050736
-4.94947474,0.98948147,0.00649897,0.24257568,0.19961905,0.01053415,0.41887275,0.60580276,0.15173568
-4.94347174,0.95898669,0.00663944,0.23170478,0.20581425,0.01024782,0.40903423,0.58501665,0.14412701
-4.93746873,0.93064951,0.00675888,0.22255682,0.21121631,0.00998776,0.39867495,0.56584843,0.13750531
-4.93146573,0.90377312,0.00685182,0.21480374,0.21568880,0.00974411,0.38771345,0.54782126,0.13170433
-4.92546273,0.87777391,0.00691348,0.20814391,0.21912227,0.00950786,0.37611809,0.53053370,0.12657248
-4.91945973,0.85219681,0.00693990,0.20230973,0.22143864,0.00927114,0.36390814,0.51366830,0.12197691
-4.91345673,0.82672501,0.00692810,0.19707345,0.22259453,0.00902741,0.35115302,0.49699646,0.11780650
-4.90745373,0.80118418,0.00687618,0.19225113,0.22258350,0.00877165,0.33796990,0.48037951,0.11397382
-4.90145073,0.77554119,0.00678330,0.18770463,0.22143691,0.00850046,0.32451981,0.46376654,0.11041609
-4.89544772,0.74989794,0.00664978,0.18334180,0.21922360,0.00821208,0.31100243,0.44718894,0.10709513
-4.88944472,0.72448069,0.00647698,0.17911496,0.21604815,0.00790643,0.29764991,0.43075252,0.10399637
-4.88344172,0.69962564,0.00626727,0.17501783,0.21204795,0.00758500,0.28471987,0.41462725,0.10112705
-4.87743872,0.67576132,0.00602392,0.17108120,0.20738915,0.00725082,0.27248798,0.39903551,0.09851376
-4.87143572,0.65338887,0.00575093,0.16736741,0.20226164,0.00690825,0.26124029,0.38423902,0.09619939
-4.86543272,0.63306055,0.00545293,0.16396414,0.19687327,0.00656291,0.25126544,0.37052523,0.09423968
-4.85942971,0.61535767,0.00513496,0.16097762,0.19144361,0.00622146,0.24284719,0.35819346,0.09269944
-4.85342671,0.60086831,0.00480232,0.15852556,0.18619731,0.00589146,0.23625711,0.34754133,0.09164878
-4.84742371,0.59016561,0.00446039,0.15673019,0.18135758,0.00558118,0.23174782,0.33885182,0.09115921
-4.84142071,0.58378719,0.00411445,0.15571144,0.17713967,0.00529946,0.22954664,0.33238130,0.09129991
-4.83541771,0.58221618,0.00376958,0.15558067,0.17374489,0.00505554,0.22984993,0.32834890,0.09213431
-4.82941471,0.58586419,0.00343049,0.15643508,0.17135512,0.00485894,0.23281791,0.32692724,0.09371691
-4.82341171,0.59505655,0.00310141,0.15835289,0.17012804,0.00471929,0.23857031,0.32823502,0.09609054
-4.81740870,0.61002021,0.00278606,0.16138944,0.17019318,0.00464628,0.24718252,0.33233126,0.09928415
-4.81140570,0.63087416,0.00248758,0.16557437,0.17164882,0.00464945,0.25868258,0.33921150,0.10331099
-4.80540270,0.65762283,0.00220846,0.17090974,0.17455987,0.00473814,0.27304892,0.34880591,0.10816745
-4.79939970,0.69015235,0.00195062,0.17736919,0.17895650,0.00492133,0.29020890,0.36097935,0.11383238
-4.79339670,0.72822967,0.00171536,0.18489821,0.18483382,0.00520748,0.31003833,0.37553332,0.12026696
-4.78739370,0.77150472,0.00150343,0.19341516,0.19215228,0.00560439,0.33236190,0.39220975,0.12741514
-4.78139070,0.81951543,0.00131508,0.20281333,0.20083881,0.00611897,0.35695474,0.41069656,0.13520456
-4.77538769,0.87169562,0.00115011,0.21296363,0.21078877,0.00675703,0.38354521,0.43063485,0.14354794
-4.76938469,0.92738557,0.00100792,0.22371797,0.22186833,0.00752306,0.41181883,0.45162760,0.15234495
-4.76338169,0.98584530,0.00088760,0.23491312,0.23391755,0.00841989,0.44142357,0.47324954,0.16148442
-4.75737869,1.04627015,0.00078799,0.24637502,0.24675382,0.00944848,0.47197643,0.49505826,0.17084689
-4.75137569,1.10780853,0.00070771,0.25792321,0.26017568,0.01060756,0.50307126,0.51660597,0.18030744
-4.74537269,1.16958145,0.00064527,0.26937552,0.27396700,0.01189340,0.53428774,0.53745178,0.18973874
-4.73936968,1.23070343,0.00059906,0.28055264,0.28790135,0.01329955,0.56520139,0.55717418,0.19901413
-4.73336668,1.29030428,0.00056741,0.29128261,0.30174656,0.01481662,0.59539426,0.57538324,0.20801082
-4.72736368,1.34755119,0.00054864,0.30140496,0.31526940,0.01643212,0.62446621,0.59173225,0.21661302
-4.72136068,1.40167048,0.00054106,0.31077459,0.32824028,0.01813046,0.65204624,0.60592831,0.22471490
-4.71535768,1.45196842,0.00054303,0.31926507,0.34043788,0.01989295,0.67780352,0.61774153,0.23222333
-4.70935468,1.49785020,0.00055292,0.32677143,0.35165368,0.02169796,0.70145785,0.62701251,0.23906033
-4.70335168,1.53883667,0.00056918,0.33321224,0.36169625,0.02352122,0.72278886,0.63365760,0.24516505
-4.69734867,1.57457786,0.00059029,0.33853107,0.37039528,0.02533618,0.74164378,0.63767196,0.25049534
-4.69134567,1.60486291,0.00061485,0.34269710,0.37760512,0.02711460,0.75794317,0.63912982,0.25502868
-4.68534267,1.62962584,0.00064150,0.34570501,0.38320790,0.02882714,0.77168453,0.63818231,0.25876265
-4.67933967,1.64894676,0.00066900,0.34757412,0.38711606,0.03044407,0.78294328,0.63505238,0.26171459
-4.67333667,1.66304841,0.00069622,0.34834668,0.38927413,0.03193613,0.79187118,0.63002734,0.26392083
-4.66733367,1.67228793,0.00072210,0.34808562,0.38965990,0.03327533,0.79869201,0.62344892,0.26543510
-4.66133067,1.67714417,0.00074576,0.34687154,0.38828468,0.03443578,0.80369471,0.61570134,0.26632654
-4.65532766,1.67820078,0.00076640,0.34479921,0.38519288,0.03539455,0.80722406,0.60719787,0.26667705
-4.64932466,1.67612581,0.00078340,0.34197377,0.38046065,0.03613237,0.80966939,0.59836620,0.26657832
-4.64332166,1.67164847,0.00079629,0.33850652,0.37419379,0.03663430,0.81145156,0.58963335,0.26612850
-4.63731866,1.66553400,0.00080474,0.33451072,0.36652495,0.03689023,0.81300893,0.58141071,0.26542873
-4.63131566,1.65855776,0.00080860,0.33009739,0.35761011,0.03689526,0.81478278,0.57407973,0.26457956
-4.62531266,1.65147940,0.00080788,0.32537142,0.34762454,0.03664984,0.81720283,0.56797901,0.26367758
-4.61930965,1.64501851,0.00080277,0.32042795,0.33675831,0.03615979,0.82067355,0.56339317,0.26281220
-4.61330665,1.63983247,0.00079362,0.31534938,0.32521160,0.03543609,0.82556176,0.56054411,0.26206291
-4.60730365,1.63649776,0.00078093,0.31020305,0.31318978,0.03449455,0.83218622,0.55958488,0.26149701
-4.60130065,1.63549529,0.00076539,0.30503960,0.30089859,0.03335523,0.84080947,0.56059659,0.26116799
-4.59529765,1.63720046,0.00074781,0.29989231,0.28853954,0.03204180,0.85163237,0.56358831,0.26111455
-4.58929465,1.64187834,0.00072915,0.29477720,0.27630558,0.03058080,0.86479157,0.56849992,0.26136037
-4.58329165,1.64968396,0.00071051,0.28969408,0.26437730,0.02900077,0.88035977,0.57520798,0.26191459
-4.57728864,1.66066765,0.00069314,0.28462838,0.25291969,0.02733141,0.89834883,0.58353395,0.26277298
-4.57128564,1.67478493,0.00067839,0.27955372,0.24207951,0.02560273,0.91871539,0.59325474,0.26391971
-4.56528264,1.69191034,0.00066776,0.27443520,0.23198346,0.02384424,0.94136858,0.60411472,0.26532957
-4.55927964,1.71185424,0.00066287,0.26923301,0.22273693,0.02208418,0.96617923,0.61583891,0.26697061
-4.55327664,1.73438163,0.00066551,0.26390650,0.21442355,0.02034891,0.99299014,0.62814653,0.26880692
-4.54727364,1.75923180,0.00067758,0.25841825,0.20710536,0.01866239,1.02162659,0.64076437,0.27080151
-4.54127064,1.78613767,0.00070120,0.25273811,0.20082349,0.01704574,1.05190646,0.65343945,0.27291898
-4.53526763,1.81484373,0.00073863,0.24684702,0.19559950,0.01551705,1.08364945,0.66595016,0.27512792
-4.52926463,1.84512149,0.00079234,0.24074024,0.19143694,0.01409117,1.11668466,0.67811579,0.27740297
-4.52326163,1.87678169,0.00086503,0.23443017,0.18832337,0.01277979,1.15085626,0.68980367,0.27972615
-4.51725863,1.90968255,0.00095960,0.22794827,0.18623245,0.01159147,1.18602684,0.70093402,0.28208780
-4.51125563,1.94373381,0.00107917,0.22134622,0.18512622,0.01053189,1.22207839,0.71148210,0.28448669
-4.50525263,1.97889630,0.00122710,0.21469619,0.18495735,0.00960411,1.25891086,0.72147775,0.28692956
-4.49924962,2.01517735,0.00140694,0.20809017,0.18567138,0.00880890,1.29643848,0.73100251,0.28943008
-4.49324662,2.05262235,0.00162237,0.20163842,0.18720877,0.00814511,1.33458433,0.74018434,0.29200724
