energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.86793397,4.68785204,1.55108170,0.68838959,0.01140773,0.99256970,0.04444609,1.93923850,0.96657660,0.35846238
-5.86193097,4.70404767,1.54846454,0.69185341,0.01116682,0.99253032,0.04511098,1.94982089,0.98976066,0.35964522
-5.85592796,4.70996945,1.54980542,0.69568774,0.01090705,0.99377767,0.04560602,1.95303242,1.00914857,0.35937139
-5.84992496,4.70424615,1.55494098,0.69982080,0.01062613,0.99622428,0.04591241,1.94815863,1.02411912,0.35753659
-5.84392196,4.68596164,1.56379110,0.70422962,0.01032241,0.99984479,0.04601556,1.93470116,1.03415920,0.35407532
-5.83791896,4.65465537,1.57633399,0.70893136,0.00999496,1.00466097,0.04590554,1.91239120,1.03887999,0.34896248
-5.83191596,4.61030822,1.59257810,0.71397286,0.00964367,1.01072455,0.04557749,1.88119595,1.03802976,0.34221379
-5.82591296,4.55331523,1.61253231,0.71941862,0.00926925,1.01809879,0.04503180,1.84131858,1.03150278,0.33388493
-5.81990995,4.48444698,1.63617638,0.72533825,0.00887328,1.02683979,0.04427431,1.79319137,1.01934419,0.32406961
-5.81390695,4.40480210,1.66343327,0.73179389,0.00845809,1.03697882,0.04331619,1.73746285,1.00175047,0.31289654
-5.80790395,4.31575309,1.69414502,0.73882851,0.00802674,1.04850640,0.04217382,1.67497940,0.97906583,0.30052557
-5.80190095,4.21888840,1.72805379,0.74645565,0.00758292,1.06135921,0.04086849,1.60676214,0.95177453,0.28714299
-5.79589795,4.11595331,1.76478901,0.75465125,0.00713080,1.07541056,0.03942595,1.53398006,0.92048951,0.27295638
-5.78989495,4.00879216,1.80386178,0.76334809,0.00667492,1.09046494,0.03787588,1.45792048,0.88593800,0.25818903
-5.78389195,3.89929419,1.84466699,0.77243314,0.00622006,1.10625705,0.03625128,1.37995776,0.84894435,0.24307424
-5.77788894,3.78934493,1.88649314,0.78174809,0.00577108,1.12245546,0.03458775,1.30152145,0.81041115,0.22784964
-5.77188594,3.68078459,1.92853964,0.79109296,0.00533283,1.13867063,0.03292269,1.22406469,0.77129888,0.21275174
-5.76588294,3.57537418,1.96994087,0.80023267,0.00490998,1.15446718,0.03129454,1.14903380,0.73260515,0.19801077
-5.75987994,3.47476983,2.00979568,0.80890622,0.00450696,1.16937942,0.02974190,1.07783970,0.69534382,0.18384611
-5.75387694,3.38050496,2.04720098,0.81683790,0.00412785,1.18292971,0.02830272,1.01183170,0.66052468,0.17046224
-5.74787394,3.29397954,2.08128760,0.82374989,0.00377629,1.19464836,0.02701346,0.95227404,0.62913416,0.15804531
-5.74187094,3.21645523,2.11125635,0.82937552,0.00345548,1.20409411,0.02590828,0.90032534,0.60211725,0.14676047
-5.73586793,3.14905491,2.13641256,0.83347245,0.00316809,1.21087411,0.02501828,0.85702108,0.58036105,0.13674981
-5.72986493,3.09276496,2.15619683,0.83583478,0.00291625,1.21466211,0.02437079,0.82325904,0.56467989,0.12813100
-5.72386193,3.04843863,2.17021056,0.83630363,0.00270156,1.21521409,0.02398871,0.79978751,0.55580216,0.12099657
-5.71785893,3.01679907,2.17823452,0.83477535,0.00252510,1.21238018,0.02388993,0.78719624,0.55435891,0.11541380
-5.71185593,2.99844066,2.18023974,0.83120696,0.00238743,1.20611250,0.02408685,0.78590994,0.56087398,0.11142509
-5.70585293,2.99382819,2.17638984,0.82561858,0.00228862,1.19646834,0.02458595,0.79618419,0.57575584,0.10904892
-5.69984992,3.00329326,2.16703495,0.81809266,0.00222828,1.18360866,0.02538754,0.81810379,0.59929099,0.10828120
-5.69384692,3.02702847,2.15269759,0.80877009,0.00220562,1.16779204,0.02648558,0.85158357,0.63163894,0.10909704
-5.68784392,3.06507986,2.13405140,0.79784374,0.00221943,1.14936457,0.02786762,0.89637167,0.67282892,0.11145290
-5.68184092,3.11733896,2.11189413,0.78554951,0.00226820,1.12874627,0.02951498,0.95205563,0.72275833,0.11528908
-5.67583792,3.18353578,2.08711652,0.77215588,0.00235012,1.10641503,0.03140299,1.01807136,0.78119318,0.12053249
-5.66983492,3.26323443,2.06066885,0.75795245,0.00246312,1.08288889,0.03350144,1.09371508,0.84777061,0.12709969
-5.66383192,3.35583289,2.03352719,0.74323820,0.00260493,1.05870788,0.03577520,1.17815852,0.92200374,0.13490015
-5.65782891,3.46056836,2.00666108,0.72831034,0.00277314,1.03441624,0.03818502,1.27046725,1.00328901,0.14383956
-5.65182591,3.57652916,1.98100428,0.71345415,0.00296522,1.01054610,0.04068847,1.36962195,1.09091596,0.15382326
-5.64582291,3.70267375,1.95742995,0.69893467,0.00317860,0.98760323,0.04324097,1.47454238,1.18407966,0.16475959
-5.63981991,3.83785665,1.93673117,0.68499023,0.00341068,0.96605552,0.04579709,1.58411341,1.28189550,0.17656300
-5.63381691,3.98086079,1.91960718,0.67182843,0.00365893,0.94632448,0.04831171,1.69721244,1.38341621,0.18915685
-5.62781391,4.13043453,1.90665552,0.65962423,0.00392085,0.92877984,0.05074142,1.81273718,1.48765064,0.20247573
-5.62181091,4.28533184,1.89836959,0.64852031,0.00419410,0.91373714,0.05304580,1.92963275,1.59358396,0.21646713
-5.61580790,4.44435299,1.89514078,0.63862917,0.00447647,0.90145785,0.05518867,2.04691703,1.70019842,0.23109235
-5.60980490,4.60638341,1.89726428,0.63003675,0.00476591,0.89215170,0.05713925,2.16370287,1.80649430,0.24632651
-5.60380190,4.77042785,1.90494718,0.62280686,0.00506058,0.88598040,0.05887314,2.27921629,1.91151000,0.26215763
-5.59779890,4.93563766,1.91831768,0.61698610,0.00535881,0.88306220,0.06037313,2.39280951,2.01434088,0.27858473
-5.59179590,5.10132886,1.93743415,0.61260856,0.00565911,0.88347667,0.06162974,2.50396829,2.11415585,0.29561498
-5.58579290,5.26698975,1.96229293,0.60969993,0.00596016,0.88726895,0.06264152,2.61231293,2.21021138,0.31326001
-5.57978989,5.43227710,1.99283415,0.60828061,0.00626077,0.89445323,0.06341509,2.71759307,2.30186243,0.33153156
-5.57378689,5.59700108,2.02894497,0.60836757,0.00655983,0.90501489,0.06396486,2.81967653,2.38856993,0.35043667
-5.56778389,5.76109972,2.07046010,0.60997475,0.00685631,0.91891139,0.06431253,2.91853276,2.46990476,0.36997262
-5.56178089,5.92460449,2.11715986,0.61311213,0.00714915,0.93607175,0.06448628,3.01421210,2.54554841,0.39012205
-5.55577789,6.08759943,2.16876615,0.61778351,0.00743726,0.95639488,0.06451985,3.10682198,2.61529029,0.41084852
-5.54977489,6.25017651,2.22493704,0.62398331,0.00771945,0.97974703,0.06445131,3.19650166,2.67902244,0.43209276
-5.54377189,6.41239039,2.28526104,0.63169268,0.00799440,1.00595890,0.06432190,3.28339702,2.73673175,0.45376998
-5.53776888,6.57421569,2.34925189,0.64087540,0.00826063,1.03482265,0.06417461,3.36763701,2.78849051,0.47576851
-5.53176588,6.73550987,2.41634487,0.65147395,0.00851649,1.06608957,0.06405291,3.44931324,2.83444583,0.49794978
-5.52576288,6.89598423,2.48589555,0.66340608,0.00876018,1.09946865,0.06399946,3.52846379,2.87480827,0.52014991
-5.51975988,7.05518512,2.55718174,0.67656244,0.00898970,1.13462658,0.06405489,3.60506235,2.90984047,0.54218282
-5.51375688,7.21248662,2.62940897,0.69080533,0.00920299,1.17118940,0.06425675,3.67901306,2.93984592,0.56384465
-5.50775388,7.36709530,2.70171988,0.70596898,0.00939791,1.20874602,0.06463862,3.75015128,2.96515834,0.58491952
-5.50175088,7.51806660,2.77320744,0.72186123,0.00957231,1.24685364,0.06522944,3.81824996,2.98613166,0.60518616
-5.49574787,7.66433192,2.84293164,0.73826679,0.00972416,1.28504496,0.06605293,3.88303101,3.00313085,0.62442509
-5.48974487,7.80473448,2.90993909,0.75495185,0.00985157,1.32283703,0.06712737,3.94418063,3.01652346,0.64242605
-5.48374187,7.93807179,2.97328492,0.77166978,0.00995295,1.35974138,0.06846544,4.00136747,3.02667172,0.65899520
-5.47773887,8.06314195,3.03205593,0.78816778,0.01002702,1.39527512,0.07007431,4.05426224,3.03392539,0.67396170
-5.47173587,8.17879111,3.08539410,0.80419394,0.01007295,1.42897243,0.07195589,4.10255726,3.03861480,0.68718336
-5.46573287,8.28395919,3.13251948,0.81950454,0.01009040,1.46039610,0.07410720,4.14598483,3.04104447,0.69855100
-5.45972986,8.37772129,3.17275152,0.83387104,0.01007955,1.48914862,0.07652079,4.18433298,3.04148693,0.70799134
-5.45372686,8.45932273,3.20552791,0.84708655,0.01004116,1.51488227,0.07918539,4.21745782,3.04017701,0.71546831
-5.44772386,8.52820581,3.23042015,0.85897137,0.00997655,1.53730789,0.08208638,4.24529167,3.03730669,0.72098274
-5.44172086,8.58402721,3.24714524,0.86937740,0.00988762,1.55620198,0.08520647,4.26784666,3.03302061,0.72457042
-5.43571786,8.62666548,3.25557312,0.87819123,0.00977673,1.57141173,0.08852623,4.28521368,3.02741258,0.72629884
-5.42971486,8.65621841,3.25572930,0.88533582,0.00964673,1.58285786,0.09202463,4.29755690,3.02052328,0.72626274
-5.42371186,8.67299091,3.24779275,0.89077061,0.00950080,1.59053512,0.09567950,4.30510439,3.01233945,0.72457872
-5.41770885,8.67747423,3.23208894,0.89449035,0.00934240,1.59451027,0.09946789,4.30813534,3.00279472,0.72137940
-5.41170585,8.67031772,3.20907830,0.89652245,0.00917513,1.59491780,0.10336636,4.30696494,2.99177216,0.71680726
-5.40570285,8.65229478,3.17934023,0.89692325,0.00900259,1.59195329,0.10735113,4.30192755,2.97910875,0.71100860
-5.39969985,8.62426442,3.14355339,0.89577330,0.00882834,1.58586468,0.11139813,4.29335925,2.96460145,0.70412795
-5.39369685,8.58713033,3.10247262,0.89317186,0.00865568,1.57694174,0.11548294,4.28158044,2.94801488,0.69630303
-5.38769385,8.54179911,3.05690342,0.88923097,0.00848762,1.56550410,0.11958068,4.26687951,2.92909021,0.68766066
-5.38169085,8.48913918,3.00767465,0.88406931,0.00832674,1.55188823,0.12366573,4.24949796,2.90755496,0.67831352
-5.37568784,8.42994212,2.95561057,0.87780604,0.00817513,1.53643385,0.12771148,4.22961776,2.88313312,0.66835801
-5.36968484,8.36488775,2.90150310,0.87055506,0.00803431,1.51947028,0.13169000,4.20735128,2.85555538,0.65787313
-5.36368184,8.29451414,2.84608545,0.86241970,0.00790525,1.50130335,0.13557176,4.18273412,2.82456883,0.64692037
-5.35767884,8.21919398,2.79000808,0.85348827,0.00778827,1.48220340,0.13932531,4.15572104,2.78994574,0.63554442
-5.35167584,8.13911797,2.73381811,0.84383044,0.00768313,1.46239478,0.14291712,4.12618520,2.75149130,0.62377477
-5.34567284,8.05428629,2.67794301,0.83349479,0.00758905,1.44204763,0.14631150,4.09392076,2.70904985,0.61162784
-5.33966983,7.96450859,2.62267950,0.82250746,0.00750474,1.42127207,0.14947062,4.05864881,2.66250964,0.59910970
-5.33366683,7.86941304,2.56818802,0.81087215,0.00742851,1.40011530,0.15235480,4.02002668,2.61180610,0.58621906
-5.32766383,7.76846448,2.51449346,0.79857123,0.00735837,1.37856185,0.15492289,3.97766049,2.55692365,0.57295055
-5.32166083,7.66099154,2.46149197,0.78556819,0.00729216,1.35653684,0.15713295,3.93112077,2.49789638,0.55929804
-5.31565783,7.54622219,2.40896384,0.77181110,0.00722762,1.33391250,0.15894308,3.87996097,2.43480771,0.54525800
-5.30965483,7.42332687,2.35659202,0.75723715,0.00716261,1.31051740,0.16031242,3.82373836,2.36778929,0.53083278
-5.30365183,7.29146796,2.30398533,0.74177791,0.00709518,1.28614824,0.16120242,3.76203699,2.29701964,0.51603374
-5.29764882,7.14985391,2.25070576,0.72536525,0.00702372,1.26058361,0.16157813,3.69449197,2.22272240,0.50088413
-5.29164582,6.99779612,2.19629822,0.70793754,0.00694710,1.23359909,0.16140961,3.62081438,2.14516468,0.48542176
-5.28564282,6.83476624,2.14032192,0.68944589,0.00686476,1.20498307,0.16067340,3.54081583,2.06465551,0.46970126
-5.27963982,6.66045155,2.08238155,0.66986027,0.00677684,1.17455251,0.15935379,3.45443183,1.98154432,0.45379604
-5.27363682,6.47480578,2.02215725,0.64917502,0.00668420,1.14216789,0.15744418,3.36174268,1.89621953,0.43779969
-5.26763382,6.27809296,1.95943183,0.62741366,0.00658849,1.10774681,0.15494799,3.26299111,1.80910711,0.42182692
-5.26163082,6.07092191,1.89411417,0.60463273,0.00649218,1.07127541,0.15187954,3.15859522,1.72066887,0.40601383
-5.25562781,5.85426947,1.82625792,0.58092443,0.00639854,1.03281732,0.14826440,3.04915625,1.63140025,0.39051751
-5.24962481,5.62949085,1.75607467,0.55641797,0.00631155,0.99251967,0.14413946,2.93546009,1.54182764,0.37551487
-5.24362181,5.39831601,1.68394132,0.53127961,0.00623587,0.95061598,0.13955266,2.81847209,1.45250472,0.36120065
-5.23761881,5.16283192,1.61040139,0.50571122,0.00617672,0.90742590,0.13456211,2.69932503,1.36400796,0.34778455
-5.23161581,4.92545069,1.53616058,0.47994767,0.00613969,0.86335193,0.12923505,2.57930018,1.27693112,0.33548750
-5.22561281,4.68886467,1.46207673,0.45425289,0.00613060,0.81887324,0.12364620,2.45980193,1.19187870,0.32453712
-5.21960980,4.45598998,1.38914509,0.42891501,0.00615529,0.77453718,0.11787600,2.34232672,1.10945860,0.31516238
-5.21360680,4.22990066,1.31847938,0.40424060,0.00621941,0.73094864,0.11200841,2.22842719,1.03027401,0.30758763
-5.20760380,4.01375577,1.25128966,0.38054837,0.00632817,0.68875797,0.10612869,2.11967297,0.95491478,0.30202612
-5.20160080,3.81072235,1.18885779,0.35816254,0.00648610,0.64864794,0.10032097,2.01760949,0.88394869,0.29867327
-5.19559780,3.62389723,1.13251142,0.33740606,0.00669685,0.61132001,0.09466594,1.92371635,0.81791262,0.29769987
-5.18959480,3.45623035,1.08359713,0.31859399,0.00696295,0.57748068,0.08923855,1.83936709,0.75730429,0.29924555
-5.18359180,3.31045264,1.04345360,0.30202721,0.00728558,0.54782798,0.08410602,1.76579158,0.70257447,0.30341269
-5.17758879,3.18901064,1.01338513,0.28798658,0.00766446,0.52303856,0.07932602,1.70404288,0.65412014,0.31026118
-5.17158579,3.09401004,0.99463604,0.27672771,0.00809767,0.50375550,0.07494529,1.65496953,0.61227857,0.31980429
-5.16558279,3.02716959,0.98836619,0.26847640,0.00858161,0.49057691,0.07099859,1.61919434,0.57732261,0.33200580
-5.15957979,2.98978643,0.99562761,0.26342475,0.00911097,0.48404542,0.06750815,1.59710048,0.54945695,0.34677865
-5.15357679,2.98271324,1.01734266,0.26172799,0.00967874,0.48463845,0.06448351,1.58882505,0.52881558,0.36398534
-5.14757379,3.00634711,1.05428334,0.26350191,0.01027635,0.49275931,0.06192185,1.59426020,0.51546012,0.38343993
-5.14157079,3.06062967,1.10705211,0.26882093,0.01089381,0.50872883,0.05980869,1.61306149,0.50937903,0.40491184
-5.13556778,3.14505734,1.17606417,0.27771664,0.01151994,0.53277784,0.05811896,1.64466285,0.51048749,0.42813126
-5.12956478,3.25870046,1.26153130,0.29017682,0.01214266,0.56504008,0.05681846,1.68829719,0.51862781,0.45279591
-5.12356178,3.40022990,1.36344761,0.30614485,0.01274932,0.60554587,0.05586543,1.74302153,0.53357030,0.47857900
-5.11755878,3.56794930,1.48157745,0.32551948,0.01332706,0.65421657,0.05521241,1.80774547,0.55501438,0.50513800
-5.11155578,3.75983150,1.61544595,0.34815497,0.01386317,0.71085997,0.05480813,1.88126157,0.58259017,0.53212385
-5.10555278,3.97355749,1.76433269,0.37386153,0.01434554,0.77516683,0.05459937,1.96227633,0.61586029,0.55919011
-5.09954977,4.20655657,1.92726904,0.40240622,0.01476301,0.84670895,0.05453285,2.04944063,0.65432228,0.58600174
-5.09354677,4.45604653,2.10303967,0.43351427,0.01510573,0.92493899,0.05455684,2.14137825,0.69741158,0.61224308
-5.08754377,4.71907311,2.29018884,0.46687096,0.01536549,1.00919234,0.05462273,2.23671186,0.74450533,0.63762463
-5.08154077,4.99254801,2.48703172,0.50212407,0.01553601,1.09869135,0.05468621,2.33408561,0.79492739,0.66188832
-5.07553777,5.27328537,2.69167117,0.53888710,0.01561310,1.19255211,0.05470826,2.43218397,0.84795446,0.68481121
-5.06953477,5.55803668,2.90201995,0.57674318,0.01559481,1.28979396,0.05465581,2.52974675,0.90282384,0.70620738
-5.06353177,5.84352442,3.11582832,0.61524986,0.01548152,1.38935167,0.05450215,2.62558038,0.95874273,0.72592816
-5.05752876,6.12647485,3.33071664,0.65394472,0.01527582,1.49009034,0.05422695,2.71856586,1.01489923,0.74386068
-5.05152576,6.40365058,3.54421251,0.69235178,0.01498248,1.59082268,0.05381620,2.80766404,1.07047490,0.75992512
-5.04552276,6.67188346,3.75379161,0.72998867,0.01460827,1.69032843,0.05326175,2.89191884,1.12465888,0.77407090
-5.03951976,6.92810824,3.95692142,0.76637452,0.01416165,1.78737554,0.05256080,2.97045926,1.17666300,0.78627220
-5.03351676,7.16939752,4.15110660,0.80103829,0.01365256,1.88074241,0.05171521,3.04250103,1.22573779,0.79652319
-5.02751376,7.39299805,4.33393509,0.83352744,0.01309203,1.96924083,0.05073079,3.10734842,1.27118857,0.80483340
-5.02151076,7.59636822,4.50312343,0.86341669,0.01249190,2.05173877,0.04961646,3.16439708,1.31239127,0.81122361
-5.01550775,7.77721648,4.65656044,0.89031667,0.01186440,2.12718255,0.04838361,3.21313794,1.34880723,0.81572254
-5.00950475,7.93353981,4.79234776,0.91388212,0.01122182,2.19461756,0.04704531,3.25316255,1.37999620,0.81836459
-5.00350175,8.06366123,4.90883641,0.93381939,0.01057621,2.25320719,0.04561583,3.28416973,1.40562723,0.81918873
-4.99749875,8.16626511,5.00465835,0.94989301,0.00993908,2.30224915,0.04411008,3.30597305,1.42548651,0.81823865
-4.99149575,8.24042875,5.07875221,0.96193112,0.00932113,2.34118895,0.04254336,3.31850866,1.43948197,0.81556390
-4.98549275,8.28564864,5.13038263,0.96982939,0.00873204,2.36963011,0.04093105,3.32184283,1.44764426,0.81122200
-4.97948974,8.30185975,5.15915270,0.97355351,0.00818034,2.38734080,0.03928859,3.31617815,1.45012379,0.80528121
-4.97348674,8.28944655,5.16500926,0.97313985,0.00767327,2.39425688,0.03763148,3.30185773,1.44718416,0.79782352
-4.96748374,8.24924421,5.14824094,0.96869453,0.00721675,2.39048115,0.03597535,3.27936639,1.43919188,0.78894766
-4.96148074,8.18252932,5.10946919,0.96039063,0.00681533,2.37627910,0.03433616,3.24932831,1.42660294,0.77877165
-4.95547774,8.09099946,5.04963229,0.94846376,0.00647224,2.35207108,0.03273037,3.21250045,1.40994670,0.76743468
-4.94947474,7.97674157,4.96996302,0.93320610,0.00618943,2.31842133,0.03117518,3.16976161,1.38980773,0.75509791
-4.94347174,7.84218968,4.87196054,0.91495906,0.00596764,2.27602409,0.02968872,3.12209705,1.36680643,0.74194412
-4.93746873,7.69007294,4.75735701,0.89410475,0.00580652,2.22568725,0.02829017,3.07057894,1.34157911,0.72817613
-4.93146573,7.52335537,4.62808009,0.87105664,0.00570472,2.16831389,0.02699997,3.01634331,1.31475843,0.71401389
-4.92546273,7.34516933,4.48621208,0.84624964,0.00566006,2.10488235,0.02583975,2.96056419,1.28695490,0.69969041
-4.91945973,7.15874480,4.33394677,0.82012987,0.00566958,2.03642517,0.02483241,2.90442606,1.25874016,0.68544676
-4.91345673,6.96733704,4.17354526,0.79314454,0.00572973,1.96400753,0.02400191,2.84909562,1.23063265,0.67152633
-4.90745373,6.77415495,4.00729161,0.76573227,0.00583645,1.88870575,0.02337313,2.79569418,1.20308603,0.65816867
-4.90145073,6.58229272,3.83744972,0.73831393,0.00598531,1.81158633,0.02297157,2.74527168,1.17648080,0.64560330
-4.89544772,6.39466690,3.66622231,0.71128455,0.00617160,1.73368604,0.02282294,2.69878352,1.15111915,0.63404371
-4.88944472,6.21396095,3.49571316,0.68500632,0.00639046,1.65599356,0.02295271,2.65707084,1.12722309,0.62368192
-4.88344172,6.04257862,3.32789334,0.65980283,0.00663692,1.57943311,0.02338556,2.62084510,1.10493570,0.61468382
-4.87743872,5.88260738,3.16457230,0.63595483,0.00690601,1.50485042,0.02414473,2.59067714,1.08432533,0.60718544
-4.87143572,5.73579242,3.00737434,0.61369734,0.00719284,1.43300127,0.02525136,2.56699093,1.06539216,0.60129032
-4.86543272,5.60352124,2.85772081,0.59321826,0.00749263,1.36454301,0.02672366,2.55006170,1.04807694,0.59706792
-4.85942971,5.48681848,2.71681825,0.57465836,0.00780076,1.30002892,0.02857617,2.54001826,1.03227118,0.59455314
-4.85342671,5.38635028,2.58565253,0.55811248,0.00811283,1.23990570,0.03081888,2.53684879,1.01782845,0.59374674
-4.84742371,5.30243702,2.46498874,0.54363193,0.00842464,1.18451383,0.03345642,2.54040949,1.00457610,0.59461660
-4.84142071,5.23507331,2.35537648,0.53122778,0.00873223,1.13409082,0.03648722,2.55043545,0.99232717,0.59709967
-4.83541771,5.18395381,2.25716014,0.52087489,0.00903189,1.08877701,0.03990278,2.56655301,0.98089177,0.60110435
-4.82941471,5.14850361,2.17049363,0.51251654,0.00932014,1.04862360,0.04368699,2.58829302,0.97008780,0.60651324
-4.82341171,5.12791209,2.09535868,0.50606936,0.00959370,1.01360271,0.04781558,2.61510464,0.95975062,0.61318616
-4.81740870,5.12116897,2.03158631,0.50142849,0.00984953,0.98361879,0.05225583,2.64636928,0.94974148,0.62096316
-4.81140570,5.12710209,1.97888042,0.49847269,0.01008479,0.95852118,0.05696636,2.68141471,0.93995464,0.62966776
-4.80540270,5.14441585,1.93684299,0.49706937,0.01029681,0.93811717,0.06189726,2.71952921,0.93032308,0.63911016
-4.79939970,5.17173026,1.90499990,0.49707931,0.01048315,0.92218512,0.06699051,2.75997606,0.92082284,0.64909062
-4.79339670,5.20761989,1.88282674,0.49836115,0.01064153,0.91048725,0.07218063,2.80200843,0.91147601,0.65940295
-4.78739370,5.25065268,1.86977388,0.50077538,0.01076992,0.90278144,0.07739566,2.84488500,0.90235260,0.66983821
-4.78139070,5.29942805,1.86528988,0.50418790,0.01086651,0.89883185,0.08255849,2.88788642,0.89357116,0.68018866
-4.77538769,5.35261403,1.86884273,0.50847311,0.01092978,0.89841780,0.08758841,2.93033257,0.88529843,0.69025206
-4.76938469,5.40898268,1.87993812,0.51351649,0.01095855,0.90134062,0.09240292,2.97160048,0.87774805,0.69983609
-4.76338169,5.46744303,1.89813416,0.51921652,0.01095201,0.90742834,0.09691974,3.01114267,0.87117817,0.70876305
-4.75737869,5.52707048,1.92305184,0.52548617,0.01090981,0.91653785,0.10105893,3.04850503,0.86588832,0.71687465
-4.75137569,5.58713156,1.95438110,0.53225366,0.01083207,0.92855461,0.10474509,3.08334375,0.86221501,0.72403655
-4.74537269,5.64710259,1.99188172,0.53946266,0.01071948,0.94338982,0.10790947,3.11544011,0.86052643,0.73014278
-4.73936968,5.70668105,2.03537933,0.54707176,0.01057331,0.96097524,0.11049199,3.14471212,0.86121572,0.73511935
-4.73336668,5.76578831,2.08475622,0.55505336,0.01039548,0.98125586,0.11244310,3.17122203,0.86469307,0.73892722
-4.72736368,5.82456280,2.13993743,0.56339186,0.01018849,1.00418077,0.11372521,3.19517849,0.87137623,0.74156406
-4.72136068,5.88334296,2.20087260,0.57208123,0.00995549,1.02969270,0.11431394,3.21693264,0.88167963,0.74306469
-4.71535768,5.94263975,2.26751424,0.58112201,0.00970022,1.05771673,0.11419878,3.23696760,0.89600198,0.74350011
-4.70935468,6.00309918,2.33979358,0.59051787,0.00942692,1.08814873,0.11338345,3.25588096,0.91471255,0.74297489
-4.70335168,6.06545593,2.41759511,0.60027178,0.00914031,1.12084436,0.11188571,3.27436071,0.93813637,0.74162299
-4.69734867,6.13047961,2.50073127,0.61038204,0.00884541,1.15560909,0.10973669,3.29315494,0.96653867,0.73960211
-4.69134567,6.19891605,2.58891864,0.62083827,0.00854752,1.19218999,0.10697990,3.31303668,1.00010906,0.73708675
-4.68534267,6.27142632,2.68175731,0.63161768,0.00825201,1.23026994,0.10366968,3.33476516,1.03894614,0.73426024
-4.67933967,6.34852668,2.77871464,0.64268167,0.00796423,1.26946463,0.09986954,3.35904543,1.08304310,0.73130625
-4.67333667,6.43053277,2.87911490,0.65397317,0.00768935,1.30932282,0.09565006,3.38648837,1.13227515,0.72839994
-4.66733367,6.51751141,2.98213556,0.66541473,0.00743224,1.34933014,0.09108677,3.41757333,1.18638959,0.72569958
-4.66133067,6.60924307,3.08681115,0.67690771,0.00719737,1.38891626,0.08625792,3.45261556,1.24499925,0.72333882
-4.65532766,6.70519772,3.19204480,0.68833245,0.00698866,1.42746561,0.08124225,3.49174053,1.30757996,0.72142017
-4.64932466,6.80452619,3.29662755,0.69954981,0.00680943,1.46433102,0.07611693,3.53486681,1.37347260,0.72001020
-4.64332166,6.90606812,3.39926462,0.71040371,0.00666231,1.49885000,0.07095567,3.58169891,1.44189024,0.71913651
