energy_ev,total_up,Ga_p_up,Ga_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.73586793,0.28021677,0.01737794,0.00000000,0.10945508,0.04751105,0.00156569,0.11128128
-5.72986493,0.33145663,0.02047584,0.00000000,0.13129312,0.05582967,0.00186410,0.13130677
-5.72386193,0.38944245,0.02395947,0.00000000,0.15641493,0.06517235,0.00220486,0.15392463
-5.71785893,0.45451340,0.02784238,0.00000000,0.18507335,0.07557819,0.00259084,0.17926285
-5.71185593,0.52691437,0.03213146,0.00000000,0.21748955,0.08707069,0.00302449,0.20741459
-5.70585293,0.60677370,0.03682570,0.00000000,0.25384072,0.09965476,0.00350766,0.23843014
-5.69984992,0.69408163,0.04191506,0.00000000,0.29424725,0.11331400,0.00404147,0.27230922
-5.69384692,0.78867044,0.04737940,0.00000000,0.33875970,0.12800835,0.00462617,0.30899395
-5.68784392,0.89019743,0.05318779,0.00000000,0.38734643,0.14367224,0.00526102,0.34836279
-5.68184092,0.99813193,0.05929800,0.00000000,0.43988221,0.16021348,0.00594417,0.39022607
-5.67583792,1.11174734,0.06565640,0.00000000,0.49613872,0.17751294,0.00667257,0.43432319
-5.66983492,1.23011929,0.07219829,0.00000000,0.55577749,0.19542512,0.00744192,0.48032219
-5.66383192,1.35213064,0.07884865,0.00000000,0.61834596,0.21377983,0.00824666,0.52782169
-5.65782891,1.47648400,0.08552332,0.00000000,0.68327730,0.23238482,0.00908001,0.57635552
-5.65182591,1.60172192,0.09213070,0.00000000,0.74989430,0.25102950,0.00993405,0.62540018
-5.64582291,1.72625473,0.09857384,0.00000000,0.81741774,0.26948970,0.01079988,0.67438500
-5.63981991,1.84839552,0.10475289,0.00000000,0.88497939,0.28753322,0.01166776,0.72270486
-5.63381691,1.96640146,0.11056788,0.00000000,0.95163932,0.30492617,0.01252742,0.76973521
-5.62781391,2.07852007,0.11592167,0.00000000,1.01640736,0.32143979,0.01336826,0.81484894
-5.62181091,2.18303901,0.12072300,0.00000000,1.07826810,0.33685754,0.01417977,0.85743444
-5.61580790,2.27833741,0.12488949,0.00000000,1.13620842,0.35098220,0.01495178,0.89691429
-5.60980490,2.36293671,0.12835043,0.00000000,1.18924686,0.36364256,0.01567484,0.93276378
-5.60380190,2.43554879,0.13104938,0.00000000,1.23646338,0.37469962,0.01634059,0.96452846
-5.59779890,2.49511937,0.13294617,0.00000000,1.27702842,0.38405178,0.01694205,0.99183999
-5.59179590,2.54086445,0.13401853,0.00000000,1.31022996,0.39163885,0.01747391,1.01442934
-5.58579290,2.57229816,0.13426302,0.00000000,1.33549730,0.39744476,0.01793276,1.03213694
-5.57978989,2.58925058,0.13369530,0.00000000,1.35242047,0.40149854,0.01831725,1.04491899
-5.57378689,2.59187436,0.13234969,0.00000000,1.36076431,0.40387374,0.01862816,1.05284956
-5.56778389,2.58063986,0.13027809,0.00000000,1.36047654,0.40468603,0.01886838,1.05611832
-5.56178089,2.55631864,0.12754820,0.00000000,1.35168939,0.40408922,0.01904283,1.05502382
-5.55577789,2.51995609,0.12424118,0.00000000,1.33471462,0.40226962,0.01915826,1.04996244
-5.54977489,2.47283399,0.12044884,0.00000000,1.31003231,0.39943911,0.01922295,1.04141346
-5.54377189,2.41642491,0.11627042,0.00000000,1.27827367,0.39582704,0.01924637,1.02992075
-5.53776888,2.35234011,0.11180923,0.00000000,1.24019895,0.39167139,0.01923877,1.01607196
-5.53176588,2.28227339,0.10716916,0.00000000,1.19667130,0.38720944,0.01921067,1.00047587
-5.52576288,2.20794320,0.10245123,0.00000000,1.14862781,0.38266849,0.01917244,0.98373902
-5.51975988,2.13103553,0.09775043,0.00000000,1.09704911,0.37825685,0.01913376,0.96644268
-5.51375688,2.05314998,0.09315284,0.00000000,1.04292880,0.37415566,0.01910321,0.94912101
-5.50775388,1.97575120,0.08873324,0.00000000,0.98724405,0.37051178,0.01908779,0.93224155
-5.50175088,1.90012772,0.08455316,0.00000000,0.93092854,0.36743212,0.01909263,0.91618887
-5.49574787,1.82735951,0.08065967,0.00000000,0.87484874,0.36497978,0.01912073,0.90125199
-5.48974487,1.75829558,0.07708470,0.00000000,0.81978432,0.36317190,0.01917275,0.88761633
-5.48374187,1.69354199,0.07384493,0.00000000,0.76641333,0.36197969,0.01924702,0.87536030
-5.47773887,1.63346052,0.07094246,0.00000000,0.71530231,0.36133035,0.01933957,0.86445681
-5.47173587,1.57817737,0.06836582,0.00000000,0.66690142,0.36111093,0.01944434,0.85477945
-5.46573287,1.52760126,0.06609158,0.00000000,0.62154434,0.36117397,0.01955341,0.84611300
-5.45972986,1.48144933,0.06408631,0.00000000,0.57945255,0.36134457,0.01965741,0.83816781
-5.45372686,1.43927943,0.06230882,0.00000000,0.54074329,0.36142864,0.01974596,0.83059708
-5.44772386,1.40052695,0.06071249,0.00000000,0.50544051,0.36122194,0.01980813,0.82301634
-5.44172086,1.36454404,0.05924781,0.00000000,0.47348796,0.36051939,0.01983299,0.81502405
-5.43571786,1.33063942,0.05786471,0.00000000,0.44476362,0.35912432,0.01981008,0.80622238
-5.42971486,1.29811678,0.05651483,0.00000000,0.41909453,0.35685724,0.01972996,0.79623699
-5.42371186,1.26631006,0.05515349,0.00000000,0.39627148,0.35356359,0.01958460,0.78473516
-5.41770885,1.23461412,0.05374145,0.00000000,0.37606261,0.34912034,0.01936777,0.77144120
-5.41170585,1.20250978,0.05224616,0.00000000,0.35822574,0.34344095,0.01907531,0.75614867
-5.40570285,1.16958236,0.05064277,0.00000000,0.34251883,0.33647871,0.01870535,0.73872891
-5.39969985,1.13553346,0.04891467,0.00000000,0.32870841,0.32822825,0.01825836,0.71913567
-5.39369685,1.10018588,0.04705363,0.00000000,0.31657603,0.31872518,0.01773717,0.69740582
-5.38769385,1.06348235,0.04505958,0.00000000,0.30592269,0.30804420,0.01714684,0.67365634
-5.38169085,1.02547847,0.04294016,0.00000000,0.29657147,0.29629555,0.01649446,0.64807808
-5.37568784,0.98633110,0.04070986,0.00000000,0.28836868,0.28362028,0.01578892,0.62092669
-5.36968484,0.94628322,0.03838908,0.00000000,0.28118386,0.27018458,0.01504055,0.59251153
-5.36368184,0.90564655,0.03600296,0.00000000,0.27490894,0.25617351,0.01426081,0.56318322
-5.35767884,0.86478322,0.03358025,0.00000000,0.26945699,0.24178451,0.01346190,0.53332067
-5.35167584,0.82408763,0.03115205,0.00000000,0.26476082,0.22722090,0.01265642,0.50331819
-5.34567284,0.78396954,0.02875069,0.00000000,0.26077167,0.21268596,0.01185702,0.47357342
-5.33966983,0.74483934,0.02640870,0.00000000,0.25745829,0.19837749,0.01107613,0.44447665
-5.33366683,0.70709590,0.02415785,0.00000000,0.25480632,0.18448330,0.01032570,0.41640181
-5.32766383,0.67111754,0.02202843,0.00000000,0.25281812,0.17117774,0.00961698,0.38969950
-5.32166083,0.63725611,0.02004867,0.00000000,0.25151290,0.15861915,0.00896042,0.36469204
-5.31565783,0.60583392,0.01824428,0.00000000,0.25092698,0.14694842,0.00836555,0.34167054
-5.30965483,0.57714335,0.01663828,0.00000000,0.25111400,0.13628845,0.00784094,0.32089380
-5.30365183,0.55144831,0.01525082,0.00000000,0.25214481,0.12674445,0.00739424,0.30258860
-5.29764882,0.52898717,0.01409921,0.00000000,0.25410682,0.11840484,0.00703215,0.28695121
-5.29164582,0.50997624,0.01319801,0.00000000,0.25710254,0.11134269,0.00676050,0.27414949
-5.28564282,0.49461316,0.01255920,0.00000000,0.26124709,0.10561732,0.00658429,0.26432523
-5.27963982,0.48307964,0.01219229,0.00000000,0.26666470,0.10127598,0.00650774,0.25759636
-5.27363682,0.47554296,0.01210447,0.00000000,0.27348397,0.09835545,0.00653433,0.25405865
-5.26763382,0.47215589,0.01230080,0.00000000,0.28183214,0.09688333,0.00666677,0.25378666
-5.26163082,0.47305484,0.01278417,0.00000000,0.29182838,0.09687901,0.00690704,0.25683373
-5.25562781,0.47835637,0.01355538,0.00000000,0.30357643,0.09835419,0.00725630,0.26323114
-5.24962481,0.48815206,0.01461302,0.00000000,0.31715707,0.10131297,0.00771487,0.27298630
-5.24362181,0.50250225,0.01595336,0.00000000,0.33262050,0.10575153,0.00828209,0.28608036
-5.23761881,0.52142922,0.01757016,0.00000000,0.34997955,0.11165752,0.00895626,0.30246532
-5.23161581,0.54491023,0.01945447,0.00000000,0.36920383,0.11900920,0.00973453,0.32206116
-5.22561281,0.57287121,0.02159437,0.00000000,0.39021551,0.12777445,0.01061278,0.34475322
-5.21960980,0.60518183,0.02397482,0.00000000,0.41288715,0.13790986,0.01158558,0.37039031
-5.21360680,0.64165231,0.02657741,0.00000000,0.43704178,0.14935995,0.01264608,0.39878385
-5.20760380,0.68203285,0.02938037,0.00000000,0.46245569,0.16205678,0.01378605,0.42970845
-5.20160080,0.72601570,0.03235847,0.00000000,0.48886388,0.17591982,0.01499583,0.46290402
-5.19559780,0.77324033,0.03548323,0.00000000,0.51596821,0.19085642,0.01626447,0.49807972
-5.18959480,0.82330155,0.03872307,0.00000000,0.54344797,0.20676275,0.01757978,0.53491959
-5.18359180,0.87576049,0.04204377,0.00000000,0.57097269,0.22352525,0.01892853,0.57308990
-5.17758879,0.93015793,0.04540893,0.00000000,0.59821643,0.24102261,0.02029665,0.61224792
-5.17158579,0.98602948,0.04878063,0.00000000,0.62487318,0.25912810,0.02166947,0.65205177
-5.16558279,1.04292178,0.05212014,0.00000000,0.65067242,0.27771217,0.02303196,0.69217093
-5.15957979,1.10040896,0.05538877,0.00000000,0.67539424,0.29664532,0.02436909,0.73229689
-5.15357679,1.15810835,0.05854875,0.00000000,0.69888302,0.31580082,0.02566607,0.77215330
-5.14757379,1.21569445,0.06156408,0.00000000,0.72105904,0.33505739,0.02690867,0.81150524
-5.14157079,1.27291049,0.06440145,0.00000000,0.74192716,0.35430149,0.02808353,0.85016682
-5.13556778,1.32957652,0.06703101,0.00000000,0.76158208,0.37342919,0.02917839,0.88800682
-5.12956478,1.38559366,0.06942714,0.00000000,0.78020957,0.39234752,0.03018237,0.92495182
-5.12356178,1.44094393,0.07156907,0.00000000,0.79808351,0.41097513,0.03108612,0.96098671
-5.11755878,1.49568554,0.07344130,0.00000000,0.81555852,0.42924232,0.03188204,0.99615225
-5.11155578,1.54994376,0.07503393,0.00000000,0.83305845,0.44709046,0.03256437,1.03053989
-5.10555278,1.60389764,0.07634283,0.00000000,0.85106080,0.46447080,0.03312926,1.06428390
-5.09954977,1.65776328,0.07736954,0.00000000,0.87007795,0.48134283,0.03357483,1.09755118
-5.09354677,1.71177438,0.07812110,0.00000000,0.89063553,0.49767232,0.03390116,1.13052921
-5.08754377,1.76616108,0.07860967,0.00000000,0.91324911,0.51342917,0.03411022,1.16341278
-5.08154077,1.82112832,0.07885202,0.00000000,0.93839988,0.52858535,0.03420581,1.19639003
-5.07553777,1.87683478,0.07886891,0.00000000,0.96651068,0.54311300,0.03419345,1.22962873
-5.06953477,1.93337376,0.07868439,0.00000000,0.99792315,0.55698292,0.03408022,1.26326324
-5.06353177,1.99075688,0.07832499,0.00000000,1.03287725,0.57016359,0.03387459,1.29738315
-5.05752876,2.04890188,0.07781896,0.00000000,1.07149395,0.58262085,0.03358621,1.33202390
-5.05152576,2.10762499,0.07719543,0.00000000,1.11376213,0.59431818,0.03322572,1.36716021
-5.04552276,2.16663868,0.07648367,0.00000000,1.15953016,0.60521777,0.03280448,1.40270237
-5.03951976,2.22555475,0.07571231,0.00000000,1.20850284,0.61528211,0.03233433,1.43849587
-5.03351676,2.28389289,0.07490871,0.00000000,1.26024386,0.62447620,0.03182734,1.47432426
-5.02751376,2.34109425,0.07409837,0.00000000,1.31418384,0.63276996,0.03129548,1.50991503
-5.02151076,2.39653929,0.07330443,0.00000000,1.36963374,0.64014091,0.03075041,1.54494843
-5.01550775,2.44956913,0.07254727,0.00000000,1.42580321,0.64657667,0.03020320,1.57906843
-5.00950475,2.49950913,0.07184423,0.00000000,1.48182317,0.65207711,0.02966403,1.61189552
-5.00350175,2.54569344,0.07120940,0.00000000,1.53677171,0.65665596,0.02914202,1.64304046
-4.99749875,2.58748942,0.07065348,0.00000000,1.58970239,0.66034162,0.02864495,1.67211830
-4.99149575,2.62432034,0.07018379,0.00000000,1.63967370,0.66317701,0.02817916,1.69876196
-4.98549275,2.65568538,0.06980424,0.00000000,1.68577846,0.66521843,0.02774935,1.72263459
-4.97948974,2.68117590,0.06951546,0.00000000,1.72717205,0.66653333,0.02735851,1.74344021
-4.97348674,2.70048722,0.06931493,0.00000000,1.76309832,0.66719712,0.02700791,1.76093202
-4.96748374,2.71342545,0.06919713,0.00000000,1.79291205,0.66728917,0.02669704,1.77491819
-4.96148074,2.71990927,0.06915378,0.00000000,1.81609727,0.66688814,0.02642373,1.78526492
-4.95547774,2.71996687,0.06917406,0.00000000,1.83228076,0.66606710,0.02618425,1.79189683
-4.94947474,2.71372853,0.06924491,0.00000000,1.84124026,0.66488860,0.02597346,1.79479494
-4.94347174,2.70141565,0.06935127,0.00000000,1.84290735,0.66340024,0.02578500,1.79399262
-4.93746873,2.68332728,0.06947648,0.00000000,1.83736520,0.66163094,0.02561157,1.78957004
-4.93146573,2.65982508,0.06960259,0.00000000,1.82484136,0.65958834,0.02544519,1.78164770
-4.92546273,2.63131814,0.06971080,0.00000000,1.80569634,0.65725766,0.02527750,1.77037965
-4.91945973,2.59824850,0.06978191,0.00000000,1.78040866,0.65460209,0.02510007,1.75594718
-4.91345673,2.56107853,0.06979677,0.00000000,1.74955723,0.65156491,0.02490474,1.73855324
-4.90745373,2.52028086,0.06973686,0.00000000,1.71380198,0.64807327,0.02468389,1.71841823
-4.90145073,2.47633131,0.06958476,0.00000000,1.67386357,0.64404357,0.02443080,1.69577732
-4.89544772,2.42970511,0.06932480,0.00000000,1.63050317,0.63938808,0.02413985,1.67087943
-4.88944472,2.38087616,0.06894352,0.00000000,1.58450288,0.63402252,0.02380681,1.64398763
-4.88344172,2.33031898,0.06843028,0.00000000,1.53664746,0.62787413,0.02342899,1.61538087
-4.87743872,2.27851264,0.06777766,0.00000000,1.48770782,0.62088979,0.02300535,1.58535638
-4.87143572,2.22594575,0.06698191,0.00000000,1.43842656,0.61304352,0.02253662,1.55423238
-4.86543272,2.17312162,0.06604318,0.00000000,1.38950558,0.60434311,0.02202527,1.52235037
-4.85942971,2.12056247,0.06496575,0.00000000,1.34159590,0.59483507,0.02147541,1.49007639
-4.85342671,2.06881183,0.06375800,0.00000000,1.29528944,0.58460786,0.02089272,1.45780077
-4.84742371,2.01843429,0.06243232,0.00000000,1.25111268,0.57379286,0.02028422,1.42593583
-4.84142071,1.97001214,0.06100478,0.00000000,1.20952203,0.56256302,0.01965801,1.39491128
-4.83541771,1.92413847,0.05949472,0.00000000,1.17090055,0.55112923,0.01902297,1.36516732
-4.82941471,1.88140703,0.05792417,0.00000000,1.13555609,0.53973435,0.01838847,1.33714534
-4.82341171,1.84239887,0.05631719,0.00000000,1.10372056,0.52864540,0.01776396,1.31127677
-4.81740870,1.80766677,0.05469907,0.00000000,1.07555042,0.51814400,0.01715865,1.28797044
-4.81140570,1.77771804,0.05309553,0.00000000,1.05112826,0.50851580,0.01658115,1.26759919
-4.80540270,1.75299692,0.05153193,0.00000000,1.03046565,0.50003921,0.01603916,1.25048647
-4.79939970,1.73386766,0.05003246,0.00000000,1.01350720,0.49297419,0.01553917,1.23689376
-4.79339670,1.72059940,0.04861944,0.00000000,1.00013595,0.48755150,0.01508624,1.22700960
-4.78739370,1.71335390,0.04731270,0.00000000,0.99018001,0.48396308,0.01468384,1.22094101
-4.78139070,1.71217695,0.04612910,0.00000000,0.98342047,0.48235399,0.01433375,1.21870781
-4.77538769,1.71699412,0.04508218,0.00000000,0.97960036,0.48281622,0.01403602,1.22024028
-4.76938469,1.72761112,0.04418197,0.00000000,0.97843437,0.48538486,0.01378903,1.22538045
-4.76338169,1.74371876,0.04343493,0.00000000,0.97961910,0.49003644,0.01358958,1.23388687
-4.75737869,1.76490222,0.04284407,0.00000000,0.98284329,0.49668987,0.01343311,1.24544262
-4.75137569,1.79065410,0.04240909,0.00000000,0.98779760,0.50520951,0.01331387,1.25966630
-4.74537269,1.82039028,0.04212674,0.00000000,0.99418342,0.51541039,0.01322521,1.27612501
-4.73936968,1.85346773,0.04199110,0.00000000,1.00172025,0.52706522,0.01315988,1.29434901
-4.73336668,1.88920310,0.04199403,0.00000000,1.01015116,0.53991264,0.01311031,1.31384687
-4.72736368,1.92689113,0.04212546,0.00000000,1.01924608,0.55366659,0.01306892,1.33412046
-4.72136068,1.96582169,0.04237384,0.00000000,1.02880274,0.56802593,0.01302840,1.35467906
-4.71535768,2.00529486,0.04272635,0.00000000,1.03864506,0.58268422,0.01298197,1.37505173
-4.70935468,2.04463312,0.04316920,0.00000000,1.04861948,0.59733895,0.01292360,1.39479756
-4.70335168,2.08319065,0.04368783,0.00000000,1.05858917,0.61169999,0.01284819,1.41351344
-4.69734867,2.12035928,0.04426695,0.00000000,1.06842690,0.62549687,0.01275168,1.43083905
-4.69134567,2.15557152,0.04489068,0.00000000,1.07800701,0.63848469,0.01263112,1.44645931
-4.68534267,2.18830090,0.04554256,0.00000000,1.08719721,0.65044853,0.01248472,1.46010436
-4.67933967,2.21806041,0.04620558,0.00000000,1.09585098,0.66120622,0.01231180,1.47154741
-4.67333667,2.24439956,0.04686215,0.00000000,1.10380118,0.67060965,0.01211270,1.48060106
-4.66733367,2.26690098,0.04749425,0.00000000,1.11085553,0.67854459,0.01188871,1.48711260
-4.66133067,2.28517727,0.04808343,0.00000000,1.11679458,0.68492928,0.01164191,1.49095875
-4.65532766,2.29886883,0.04861104,0.00000000,1.12137218,0.68971200,0.01137500,1.49204054
-4.64932466,2.30764312,0.04905846,0.00000000,1.12431905,0.69286782,0.01109114,1.49027873
-4.64332166,2.31119581,0.04940738,0.00000000,1.12534886,0.69439485,0.01079377,1.48561011
-4.63731866,2.30925378,0.04964019,0.00000000,1.12416703,0.69431029,0.01048644,1.47798508
-4.63131566,2.30158003,0.04974042,0.00000000,1.12048138,0.69264636,0.01017265,1.46736644
-4.62531266,2.28798018,0.04969320,0.00000000,1.11401433,0.68944652,0.00985569,1.45372960
-4.61930965,2.26830997,0.04948574,0.00000000,1.10451569,0.68476206,0.00953856,1.43706383
-4.61330665,2.24248326,0.04910776,0.00000000,1.09177541,0.67864921,0.00922384,1.41737465
-4.60730365,2.21047990,0.04855192,0.00000000,1.07563542,0.67116683,0.00891362,1.39468669
-4.60130065,2.17235273,0.04781418,0.00000000,1.05599993,0.66237481,0.00860950,1.36904708
-4.59529765,2.12823308,0.04689399,0.00000000,1.03284342,0.65233320,0.00831254,1.34052868
-4.58929465,2.07833438,0.04579446,0.00000000,1.00621603,0.64110190,0.00802330,1.30923316
-4.58329165,2.02295340,0.04452236,0.00000000,0.97624593,0.62874108,0.00774185,1.27529336
-4.57728864,1.96246900,0.04308798,0.00000000,0.94313860,0.61531212,0.00746786,1.23887501
-4.57128564,1.89733829,0.04150488,0.00000000,0.90717310,0.60087894,0.00720062,1.20017751
-4.56528264,1.82809052,0.03978958,0.00000000,0.86869567,0.58550976,0.00693918,1.15943377
-4.55927964,1.75531884,0.03796102,0.00000000,0.82811090,0.56927906,0.00668237,1.11690913
-4.55327664,1.67967035,0.03604011,0.00000000,0.78587127,0.55226957,0.00642897,1.07289941
-4.54727364,1.60183512,0.03404912,0.00000000,0.74246535,0.53457428,0.00617770,1.02772830
-4.54127064,1.52253444,0.03201112,0.00000000,0.69840565,0.51629819,0.00592740,0.98174399
-4.53526763,1.44250906,0.02994936,0.00000000,0.65421645,0.49755979,0.00567703,0.93531552
-4.52926463,1.36250764,0.02788680,0.00000000,0.61042235,0.47849201,0.00542576,0.88882865
-4.52326163,1.28327597,0.02584556,0.00000000,0.56753800,0.45924262,0.00517302,0.84268156
-4.51725863,1.20554727,0.02384658,0.00000000,0.52605940,0.43997401,0.00491854,0.79728046
-4.51125563,1.13003353,0.02190926,0.00000000,0.48645698,0.42086213,0.00466235,0.75303508
-4.50525263,1.05741828,0.02005130,0.00000000,0.44917062,0.40209476,0.00440479,0.71035418
-4.49924962,0.98835052,0.01828856,0.00000000,0.41460658,0.38386898,0.00414653,0.66964108
-4.49324662,0.92343997,0.01663504,0.00000000,0.38313634,0.36638793,0.00388849,0.63128916
-4.48724362,0.86325323,0.01510297,0.00000000,0.35509682,0.34985693,0.00363187,0.59567752
-4.48124062,0.80831104,0.01370297,0.00000000,0.33079212,0.33447916,0.00337807,0.56316662
-4.47523762,0.75908611,0.01244421,0.00000000,0.31049597,0.32045100,0.00312866,0.53409409
-4.46923462,0.71600153,0.01133470,0.00000000,0.29445488,0.30795712,0.00288530,0.50877068
-4.46323162,0.67942964,0.01038156,0.00000000,0.28289132,0.29716583,0.00264973,0.48747644
-4.45722861,0.64969108,0.00959127,0.00000000,0.27600672,0.28822451,0.00242370,0.47045718
-4.45122561,0.62705397,0.00896993,0.00000000,0.27398387,0.28125562,0.00220891,0.45792131
-4.44522261,0.61173316,0.00852352,0.00000000,0.27698836,0.27635335,0.00200701,0.45003710
-4.43921961,0.60388938,0.00825804,0.00000000,0.28516899,0.27358105,0.00181949,0.44693034
-4.43321661,0.60362837,0.00817962,0.00000000,0.29865674,0.27296958,0.00164775,0.44868263
-4.42721361,0.61099977,0.00829458,0.00000000,0.31756237,0.27451669,0.00149297,0.45533000
-4.42121061,0.62599588,0.00860934,0.00000000,0.34197249,0.27818729,0.00135619,0.46686215
-4.41520760,0.64855015,0.00913030,0.00000000,0.37194431,0.28391478,0.00123824,0.48322198
-4.40920460,0.67853547,0.00986360,0.00000000,0.40749896,0.29160315,0.00113978,0.50430557
-4.40320160,0.71576222,0.01081479,0.00000000,0.44861383,0.30112987,0.00106124,0.52996231
-4.39719860,0.75997612,0.01198842,0.00000000,0.49521408,0.31234935,0.00100288,0.55999536
-4.39119560,0.81085599,0.01338757,0.00000000,0.54716367,0.32509673,0.00096478,0.59416203
-4.38519260,0.86801155,0.01501330,0.00000000,0.60425644,0.33919194,0.00094681,0.63217445
-4.37918959,0.93098138,0.01686413,0.00000000,0.66620761,0.35444369,0.00094866,0.67370012
-4.37318659,0.99923139,0.01893543,0.00000000,0.73264627,0.37065340,0.00096986,0.71836269
-4.36718359,1.07215405,0.02121889,0.00000000,0.80310946,0.38761871,0.00100974,0.76574289
-4.36118059,1.14906867,0.02370209,0.00000000,0.87703831,0.40513668,0.00106746,0.81537988
-4.35517759,1.22922322,0.02636805,0.00000000,0.95377675,0.42300646,0.00114200,0.86677309
-4.34917459,1.31179795,0.02919500,0.00000000,1.03257337,0.44103151,0.00123217,0.91938481
-4.34317159,1.39591124,0.03215627,0.00000000,1.11258665,0.45902136,0.00133659,0.97264390
-4.33716858,1.48062787,0.03522037,0.00000000,1.19289400,0.47679292,0.00145375,1.02595055
-4.33116558,1.56497002,0.03835125,0.00000000,1.27250448,0.49417153,0.00158199,1.07868262
-4.32516258,1.64793098,0.04150878,0.00000000,1.35037542,0.51099180,0.00171950,1.13020342
-4.31915958,1.72849150,0.04464947,0.00000000,1.42543244,0.52709837,0.00186440,1.17987113
-4.31315658,1.80563858,0.04772731,0.00000000,1.49659259,0.54234671,0.00201473,1.22704973
-4.30715358,1.87838618,0.05069488,0.00000000,1.56278982,0.55660401,0.00216850,1.27112139
