energy_ev,total_up,Al_p_up,Al_d_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-6.00000000,5.34965825,0.11677244,0.00000000,0.03716669,3.21776432,2.20646183,2.58225724
-5.99399700,5.22795666,0.11641391,0.00000000,0.03730416,3.12766088,2.16695246,2.50661054
-5.98799400,5.08608702,0.11544444,0.00000000,0.03723945,3.02701628,2.11988809,2.42152623
-5.98199100,4.92648117,0.11384922,0.00000000,0.03696218,2.91792303,2.06639003,2.32863357
-5.97598799,4.75198523,0.11162922,0.00000000,0.03646775,2.80266857,2.00776791,2.22970521
-5.96998499,4.56579149,0.10880116,0.00000000,0.03575745,2.68368100,1.94549133,2.12661424
-5.96398199,4.37135892,0.10539687,0.00000000,0.03483829,2.56347104,1.88115571,2.02128900
-5.95797899,4.17232469,0.10146206,0.00000000,0.03372262,2.44457180,1.81644298,1.91566720
-5.95197599,3.97240979,0.09705457,0.00000000,0.03242760,2.32947790,1.75307827,1.81165039
-5.94597299,3.77532137,0.09224230,0.00000000,0.03097451,2.22058545,1.69278367,1.71106016
-5.93996998,3.58465514,0.08710073,0.00000000,0.02938790,2.12013419,1.63723037,1.61559700
-5.93396698,3.40380051,0.08171037,0.00000000,0.02769476,2.03015318,1.58799051,1.52680270
-5.92796398,3.23585167,0.07615414,0.00000000,0.02592358,1.95241118,1.54649027,1.44602735
-5.92196098,3.08352700,0.07051478,0.00000000,0.02410344,1.88837301,1.51396564,1.37440127
-5.91595798,2.94909938,0.06487247,0.00000000,0.02226321,1.83916276,1.49142224,1.31281274
-5.90995498,2.83433943,0.05930275,0.00000000,0.02043070,1.80553505,1.47960082,1.26189175
-5.90395198,2.74047341,0.05387470,0.00000000,0.01863207,1.78785492,1.47894957,1.22200026
-5.89794897,2.66815702,0.04864959,0.00000000,0.01689126,1.78608745,1.48960452,1.19322905
-5.89194597,2.61746598,0.04367983,0.00000000,0.01522960,1.79979738,1.51137898,1.17540132
-5.88594297,2.58790372,0.03900849,0.00000000,0.01366552,1.82815929,1.54376278,1.16808298
-5.87993997,2.57842597,0.03466903,0.00000000,0.01221444,1.86997852,1.58593178,1.17059941
-5.87393697,2.58748156,0.03068551,0.00000000,0.01088876,1.92372248,1.63676753,1.18205839
-5.86793397,2.61306829,0.02707308,0.00000000,0.00969795,1.98756209,1.69488711,1.20137862
-5.86193097,2.65280195,0.02383866,0.00000000,0.00864868,2.05942234,1.75868221,1.22732321
-5.85592796,2.70399641,0.02098190,0.00000000,0.00774512,2.13704073,1.82636635,1.25853707
-5.84992496,2.76375215,0.01849617,0.00000000,0.00698916,2.21803211,1.89602898,1.29358744
-5.84392196,2.82905015,0.01636965,0.00000000,0.00638072,2.29995767,1.96569436,1.33100604
-5.83791896,2.89684796,0.01458642,0.00000000,0.00591802,2.38039622,2.03338336,1.36933172
-5.83191596,2.96417467,0.01312752,0.00000000,0.00559785,2.45701491,2.09717570,1.40715217
-5.82591296,3.02822141,0.01197188,0.00000000,0.00541581,2.52763714,2.15527045,1.44314326
-5.81990995,3.08642421,0.01109720,0.00000000,0.00536650,2.59030515,2.20604229,1.47610478
-5.81390695,3.13653661,0.01048069,0.00000000,0.00544364,2.64333481,2.24809156,1.50499123
-5.80790395,3.17668944,0.01009969,0.00000000,0.00564028,2.68536085,2.28028599,1.52893681
-5.80190095,3.20543623,0.00993213,0.00000000,0.00594877,2.71537076,2.30179280,1.54727382
-5.79589795,3.22178313,0.00995697,0.00000000,0.00636093,2.73272653,2.31210003,1.55954398
-5.78989495,3.22520305,0.01015448,0.00000000,0.00686806,2.73717363,2.31102664,1.56550267
-5.78389195,3.21563452,0.01050648,0.00000000,0.00746098,2.72883748,2.29872144,1.56511629
-5.77788894,3.19346624,0.01099652,0.00000000,0.00813016,2.70820823,2.27565144,1.55855322
-5.77188594,3.15950938,0.01161009,0.00000000,0.00886578,2.67611512,2.24258065,1.54616946
-5.76588294,3.11495963,0.01233474,0.00000000,0.00965790,2.63369229,2.20054093,1.52848975
-5.75987994,3.06135159,0.01316030,0.00000000,0.01049663,2.58233798,2.15079663,1.50618559
-5.75387694,3.00050836,0.01407905,0.00000000,0.01137238,2.52366960,2.09480488,1.48005131
-5.74787394,2.93448876,0.01508598,0.00000000,0.01227613,2.45947666,2.03417372,1.45097950
-5.74187094,2.86553461,0.01617895,0.00000000,0.01319973,2.39167394,1.97061971,1.41993691
-5.73586793,2.79602004,0.01735902,0.00000000,0.01413624,2.32225645,1.90592688,1.38794165
-5.72986493,2.72840426,0.01863060,0.00000000,0.01508032,2.25325769,1.84190810,1.35604238
-5.72386193,2.66518845,0.02000162,0.00000000,0.01602847,2.18671215,1.78037000,1.32529991
-5.71785893,2.60887708,0.02148369,0.00000000,0.01697943,2.12462223,1.72308172,1.29677116
-5.71185593,2.56194313,0.02309201,0.00000000,0.01793434,2.06892971,1.67174773,1.27149521
-5.70585293,2.52679626,0.02484528,0.00000000,0.01889691,2.02149092,1.62798421,1.25048111
-5.69984992,2.50575266,0.02676539,0.00000000,0.01987350,1.98405497,1.59329849,1.23469665
-5.69384692,2.50100506,0.02887687,0.00000000,0.02087298,1.95824375,1.56907073,1.22505737
-5.68784392,2.51459142,0.03120626,0.00000000,0.02190659,1.94553254,1.55653688,1.22241513
-5.68184092,2.54836102,0.03378116,0.00000000,0.02298752,1.94723029,1.55677216,1.22754551
-5.67583792,2.60393710,0.03662914,0.00000000,0.02413043,1.96445849,1.57067438,1.24113365
-5.66983492,2.68267577,0.03977649,0.00000000,0.02535083,1.99812847,1.59894674,1.26375825
-5.66383192,2.78562148,0.04324675,0.00000000,0.02666430,2.04891685,1.64207994,1.29587391
-5.65782891,2.91346013,0.04705929,0.00000000,0.02808566,2.11723978,1.70033420,1.33779220
-5.65182591,3.06647177,0.05122768,0.00000000,0.02962809,2.20322692,1.77372165,1.38966215
-5.64582291,3.24448506,0.05575829,0.00000000,0.03130220,2.30669666,1.86199044,1.45145139
-5.63981991,3.44683665,0.06064887,0.00000000,0.03311513,2.42713433,1.96461168,1.52292901
-5.63381691,3.67233856,0.06588741,0.00000000,0.03506974,2.56367552,2.08077097,1.60365164
