energy_ev,total_up,Sb_p_up,Sb_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.03951976,0.77428021,0.15154728,0.00298795,0.56986866,0.19946947,0.43997929,0.00000000
-5.03351676,0.70419699,0.14046309,0.00276584,0.52456813,0.18042381,0.39762438,0.00000000
-5.02751376,0.63848225,0.13010202,0.00256895,0.48186843,0.16261315,0.35784783,0.00000000
-5.02151076,0.57780847,0.12061386,0.00240147,0.44238457,0.14619568,0.32101557,0.00000000
-5.01550775,0.52276181,0.11213962,0.00226748,0.40669361,0.13130341,0.28743648,0.00000000
-5.00950475,0.47384081,0.10480907,0.00217092,0.37532894,0.11804273,0.25736390,0.00000000
-5.00350175,0.43145774,0.09873853,0.00211558,0.34877642,0.10649555,0.23099888,0.00000000
-4.99749875,0.39594199,0.09402899,0.00210508,0.32747204,0.09672109,0.20849470,0.00000000
-4.99149575,0.36754467,0.09076441,0.00214285,0.31180044,0.08875782,0.18996200,0.00000000
-4.98549275,0.34644376,0.08901022,0.00223207,0.30209393,0.08262565,0.17547433,0.00000000
-4.97948974,0.33274905,0.08881194,0.00237567,0.29863139,0.07832787,0.16507320,0.00000000
-4.97348674,0.32650627,0.09019387,0.00257623,0.30163659,0.07585296,0.15877265,0.00000000
-4.96748374,0.32770003,0.09315785,0.00283596,0.31127557,0.07517598,0.15656267,0.00000000
-4.96148074,0.33625516,0.09768215,0.00315654,0.32765291,0.07625953,0.15841136,0.00000000
-4.95547774,0.35203644,0.10372037,0.00353909,0.35080664,0.07905424,0.16426580,0.00000000
-4.94947474,0.37484670,0.11120071,0.00398401,0.38070208,0.08349878,0.17405134,0.00000000
-4.94347174,0.40442376,0.12002535,0.00449088,0.41722473,0.08951957,0.18766985,0.00000000
-4.93746873,0.44043644,0.13007037,0.00505835,0.46017277,0.09703010,0.20499670,0.00000000
-4.93146573,0.48248037,0.14118609,0.00568399,0.50924964,0.10593024,0.22587713,0.00000000
-4.92546273,0.53007421,0.15319812,0.00636428,0.56405749,0.11610541,0.25012234,0.00000000
-4.91945973,0.58265703,0.16590907,0.00709445,0.62409215,0.12742612,0.27750554,0.00000000
-4.91345673,0.63958757,0.17910117,0.00786852,0.68874048,0.13974770,0.30775878,0.00000000
-4.90745373,0.70014601,0.19253966,0.00867925,0.75728074,0.15291066,0.34057074,0.00000000
-4.90145073,0.76353882,0.20597709,0.00951821,0.82888662,0.16674156,0.37558600,0.00000000
-4.89544772,0.82890700,0.21915840,0.01037590,0.90263536,0.18105472,0.41240615,0.00000000
-4.88944472,0.89533794,0.23182670,0.01124185,0.97752017,0.19565459,0.45059302,0.00000000
-4.88344172,0.96188087,0.24372954,0.01210484,1.05246708,0.21033890,0.48967397,0.00000000
-4.87743872,1.02756547,0.25462562,0.01295313,1.12635576,0.22490250,0.52914951,0.00000000
-4.87143572,1.09142327,0.26429144,0.01377473,1.19804394,0.23914175,0.56850281,0.00000000
-4.86543272,1.15251092,0.27252787,0.01455772,1.26639460,0.25285938,0.60721103,0.00000000
-4.85942971,1.20993460,0.27916623,0.01529052,1.33030490,0.26586944,0.64475785,0.00000000
-4.85342671,1.26287430,0.28407363,0.01596223,1.38873579,0.27800242,0.68064680,0.00000000
-4.84742371,1.31060705,0.28715733,0.01656296,1.44074094,0.28910993,0.71441475,0.00000000
-4.84142071,1.35252776,0.28836792,0.01708406,1.48549370,0.29906903,0.74564484,0.00000000
-4.83541771,1.38816687,0.28770116,0.01751840,1.52231098,0.30778577,0.77397825,0.00000000
-4.82941471,1.41720361,0.28519838,0.01786055,1.55067269,0.31519789,0.79912427,0.00000000
-4.82341171,1.43947443,0.28094533,0.01810693,1.57023606,0.32127638,0.82086793,0.00000000
-4.81740870,1.45497591,0.27506976,0.01825585,1.58084399,0.32602601,0.83907503,0.00000000
-4.81140570,1.46386211,0.26773749,0.01830758,1.58252714,0.32948453,0.85369416,0.00000000
-4.80540270,1.46643627,0.25914747,0.01826423,1.57549968,0.33172084,0.86475553,0.00000000
-4.79939970,1.46313757,0.24952584,0.01812968,1.56014900,0.33283200,0.87236695,0.00000000
-4.79339670,1.45452316,0.23911929,0.01790937,1.53701985,0.33293929,0.87670687,0.00000000
-4.78739370,1.44124673,0.22818804,0.01761013,1.50679395,0.33218357,0.87801511,0.00000000
-4.78139070,1.42403440,0.21699872,0.01723987,1.47026583,0.33072004,0.87658161,0.00000000
-4.77538769,1.40365916,0.20581726,0.01680737,1.42831642,0.32871272,0.87273399,0.00000000
-4.76938469,1.38091502,0.19490231,0.01632194,1.38188535,0.32632887,0.86682432,0.00000000
-4.76338169,1.35659202,0.18449916,0.01579321,1.33194339,0.32373358,0.85921603,0.00000000
-4.75737869,1.33145300,0.17483444,0.01523079,1.27946613,0.32108472,0.85027129,0.00000000
-4.75137569,1.30621318,0.16611167,0.01464411,1.22540987,0.31852851,0.84033970,0.00000000
-4.74537269,1.28152314,0.15850785,0.01404215,1.17069063,0.31619576,0.82974843,0.00000000
-4.73936968,1.25795550,0.15217093,0.01343334,1.11616670,0.31419889,0.81879440,0.00000000
-4.73336668,1.23599580,0.14721831,0.01282536,1.06262523,0.31262985,0.80773849,0.00000000
-4.72736368,1.21603728,0.14373630,0.01222514,1.01077279,0.31155888,0.79680184,0.00000000
-4.72136068,1.19837950,0.14178030,0.01163872,0.96122977,0.31103404,0.78616425,0.00000000
-4.71535768,1.18323036,0.14137593,0.01107133,0.91452828,0.31108151,0.77596435,0.00000000
-4.70935468,1.17071089,0.14252071,0.01052735,0.87111308,0.31170659,0.76630129,0.00000000
-4.70335168,1.16086245,0.14518627,0.01001038,0.83134473,0.31289514,0.75723760,0.00000000
-4.69734867,1.15365533,0.14932114,0.00952331,0.79550448,0.31461555,0.74880288,0.00000000
-4.69134567,1.14899851,0.15485371,0.00906836,0.76380020,0.31682088,0.74099782,0.00000000
-4.68534267,1.14674964,0.16169559,0.00864717,0.73637255,0.31945137,0.73379843,0.00000000
-4.67933967,1.14672501,0.16974494,0.00826092,0.71330115,0.32243686,0.72716004,0.00000000
-4.67333667,1.14870897,0.17888998,0.00791031,0.69461005,0.32569943,0.72102091,0.00000000
-4.66733367,1.15246253,0.18901232,0.00759572,0.68027251,0.32915584,0.71530545,0.00000000
-4.66133067,1.15773107,0.19999015,0.00731719,0.67021480,0.33272000,0.70992694,0.00000000
-4.65532766,1.16425099,0.21170123,0.00707447,0.66431903,0.33630524,0.70478984,0.00000000
-4.64932466,1.17175547,0.22402541,0.00686710,0.66242542,0.33982653,0.69979189,0.00000000
-4.64332166,1.17997928,0.23684684,0.00669433,0.66433388,0.34320251,0.69482606,0.00000000
-4.63731866,1.18866307,0.25005554,0.00655523,0.66980566,0.34635736,0.68978269,0.00000000
-4.63131566,1.19755707,0.26354851,0.00644864,0.67856508,0.34922254,0.68455190,0.00000000
-4.62531266,1.20642462,0.27723020,0.00637316,0.69030197,0.35173842,0.67902659,0.00000000
-4.61930965,1.21504556,0.29101244,0.00632720,0.70467505,0.35385563,0.67310596,0.00000000
-4.61330665,1.22321985,0.30481376,0.00630895,0.72131654,0.35553639,0.66669984,0.00000000
-4.60730365,1.23077126,0.31855831,0.00631641,0.73983827,0.35675560,0.65973364,0.00000000
-4.60130065,1.23755150,0.33217437,0.00634742,0.75983924,0.35750178,0.65215388,0.00000000
-4.59529765,1.24344458,0.34559277,0.00639968,0.78091475,0.35777787,0.64393417,0.00000000
-4.58929465,1.24837143,0.35874511,0.00647080,0.80266684,0.35760180,0.63508134,0.00000000
-4.58329165,1.25229475,0.37156231,0.00655838,0.82471575,0.35700695,0.62564136,0.00000000
-4.57728864,1.25522374,0.38397338,0.00666004,0.84671208,0.35604235,0.61570484,0.00000000
-4.57128564,1.25721861,0.39590473,0.00677353,0.86834907,0.35477273,0.60541152,0.00000000
-4.56528264,1.25839453,0.40728021,0.00689679,0.88937444,0.35327835,0.59495349,0.00000000
-4.55927964,1.25892473,0.41802170,0.00702802,0.90960118,0.35165446,0.58457680,0.00000000
-4.55327664,1.25904226,0.42805068,0.00716581,0.92891668,0.35001061,0.57458095,0.00000000
-4.54727364,1.25904016,0.43729033,0.00730915,0.94728941,0.34846950,0.56531615,0.00000000
-4.54127064,1.25926956,0.44566835,0.00745749,0.96477283,0.34716541,0.55717805,0.00000000
-4.53526763,1.26013529,0.45312019,0.00761082,0.98150573,0.34624220,0.55059995,0.00000000
-4.52926463,1.26208878,0.45959248,0.00776962,0.99770883,0.34585071,0.54604229,0.00000000
-4.52326163,1.26561799,0.46504637,0.00793489,1.01367732,0.34614557,0.54397981,0.00000000
-4.51725863,1.27123414,0.46946053,0.00810807,1.02976928,0.34728138,0.54488640,0.00000000
-4.51125563,1.27945545,0.47283349,0.00829098,1.04639020,0.34940828,0.54921810,0.00000000
-4.50525263,1.29078798,0.47518504,0.00848568,1.06397383,0.35266688,0.55739484,0.00000000
-4.49924962,1.30570407,0.47655659,0.00869437,1.08296004,0.35718269,0.56978127,0.00000000
-4.49324662,1.32461901,0.47701020,0.00891918,1.10377053,0.36306027,0.58666776,0.00000000
-4.48724362,1.34786683,0.47662636,0.00916205,1.12678320,0.37037715,0.60825195,0.00000000
-4.48124062,1.37567618,0.47550058,0.00942446,1.15230648,0.37917790,0.63462205,0.00000000
-4.47523762,1.40814772,0.47373884,0.00970731,1.18055489,0.38946865,0.66574253,0.00000000
-4.46923462,1.44523404,0.47145233,0.01001073,1.21162691,0.40121230,0.70144309,0.00000000
-4.46323162,1.48672379,0.46875161,0.01033389,1.24548686,0.41432488,0.74141175,0.00000000
-4.45722861,1.53223107,0.46574081,0.01067494,1.28195154,0.42867345,0.78519264,0.00000000
-4.45122561,1.58119131,0.46251199,0.01103088,1.32068306,0.44407559,0.83218909,0.00000000
-4.44522261,1.63286455,0.45914036,0.01139759,1.36118841,0.46030105,0.88167221,0.00000000
-4.43921961,1.68634679,0.45568050,0.01176981,1.40282641,0.47707553,0.93279523,0.00000000
-4.43321661,1.74058940,0.45216403,0.01214131,1.44482208,0.49408665,0.98461322,0.00000000
-4.42721361,1.79442659,0.44859876,0.01250496,1.48628824,0.51099207,1.03610787,0.00000000
-4.42121061,1.84661003,0.44496966,0.01285301,1.52625371,0.52742965,1.08621660,0.00000000
-4.41520760,1.89584961,0.44124136,0.01317730,1.56369699,0.54302910,1.13386493,0.00000000
-4.40920460,1.94085865,0.43736220,0.01346959,1.59758411,0.55742491,1.17800102,0.00000000
-4.40320160,1.98040173,0.43326958,0.01372186,1.62690901,0.57026988,1.21763093,0.00000000
-4.39719860,2.01334291,0.42889607,0.01392662,1.65073444,0.58124862,1.25185324,0.00000000
-4.39119560,2.03869212,0.42417618,0.01407725,1.66823172,0.59009049,1.27989133,0.00000000
-4.38519260,2.05564739,0.41905296,0.01416828,1.67871710,0.59658120,1.30112218,0.00000000
-4.37918959,2.06363085,0.41348433,0.01419563,1.68168323,0.60057260,1.31510006,0.00000000
-4.37318659,2.06231664,0.40744846,0.01415684,1.67682395,0.60198999,1.32157425,0.00000000
-4.36718359,2.05164928,0.40094798,0.01405115,1.66405137,0.60083670,1.32049990,0.00000000
-4.36118059,2.03185163,0.39401263,0.01387961,1.64350432,0.59719556,1.31204142,0.00000000
-4.35517759,2.00342184,0.38670032,0.01364504,1.61554781,0.59122730,1.29656847,0.00000000
-4.34917459,1.96711972,0.37909642,0.01335195,1.58076364,0.58316569,1.27464456,0.00000000
-4.34317159,1.92394300,0.37131143,0.01300641,1.53993281,0.57331003,1.24700887,0.00000000
-4.33716858,1.87509481,0.36347715,0.01261580,1.49401040,0.56201499,1.21455225,0.00000000
-4.33116558,1.82194398,0.35574169,0.01218857,1.44409460,0.54967854,1.17828835,0.00000000
-4.32516258,1.76598008,0.34826361,0.01173395,1.39139117,0.53672839,1.13932119,0.00000000
-4.31915958,1.70876530,0.34120565,0.01126163,1.33717512,0.52360780,1.09881068,0.00000000
-4.31315658,1.65188527,0.33472838,0.01078147,1.28275135,0.51076104,1.05793726,0.00000000
-4.30715358,1.59690106,0.32898432,0.01030314,1.22941598,0.49861956,1.01786722,0.00000000
