energy_ev,total_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-5.79589795,1.99813107,0.61764778,0.84560753,0.01699358,0.34175641,0.84110869,0.00000000
-5.78989495,1.90004700,0.58550590,0.81688346,0.01668926,0.31737513,0.80799165,0.00000000
-5.78389195,1.80300385,0.55369657,0.78834131,0.01639785,0.29320535,0.77503281,0.00000000
-5.77788894,1.70780090,0.52245354,0.76016030,0.01612549,0.26946040,0.74250000,0.00000000
-5.77188594,1.61512501,0.49198179,0.73248548,0.01587615,0.24633449,0.71061958,0.00000000
-5.76588294,1.52553997,0.46245472,0.70542524,0.01565148,0.22399985,0.67957256,0.00000000
-5.75987994,1.43948066,0.43401255,0.67905042,0.01545088,0.20260460,0.64949267,0.00000000
-5.75387694,1.35725231,0.40676183,0.65339507,0.01527163,0.18227139,0.62046639,0.00000000
-5.74787394,1.27903464,0.38077598,0.62845873,0.01510914,0.16309692,0.59253510,0.00000000
-5.74187094,1.20489053,0.35609712,0.60421032,0.01495722,0.14515205,0.56569898,0.00000000
-5.73586793,1.13477864,0.33273864,0.58059339,0.01480854,0.12848275,0.53992262,0.00000000
-5.72986493,1.06856928,0.31068880,0.55753247,0.01465501,0.11311151,0.51514190,0.00000000
-5.72386193,1.00606260,0.28991481,0.53494026,0.01448827,0.09903931,0.49127193,0.00000000
-5.71785893,0.94700813,0.27036742,0.51272522,0.01430012,0.08624798,0.46821541,0.00000000
-5.71185593,0.89112476,0.25198570,0.49079922,0.01408295,0.07470270,0.44587118,0.00000000
-5.70585293,0.83812017,0.23470182,0.46908494,0.01383013,0.06435482,0.42414247,0.00000000
-5.69984992,0.78770889,0.21844558,0.44752249,0.01353634,0.05514457,0.40294448,0.00000000
-5.69384692,0.73962825,0.20314864,0.42607513,0.01319778,0.04700381,0.38221093,0.00000000
-5.68784392,0.69365170,0.18874812,0.40473369,0.01281238,0.03985864,0.36189936,0.00000000
-5.68184092,0.64959908,0.17518961,0.38351962,0.01237983,0.03363182,0.34199507,0.00000000
-5.67583792,0.60734371,0.16242947,0.36248657,0.01190161,0.02824494,0.32251341,0.00000000
-5.66983492,0.56681625,0.15043644,0.34172039,0.01138090,0.02362040,0.30350067,0.00000000
-5.66383192,0.52800555,0.13919240,0.32133782,0.01082242,0.01968311,0.28503346,0.00000000
-5.65782891,0.49095672,0.12869267,0.30148382,0.01023225,0.01636184,0.26721681,0.00000000
-5.65182591,0.45576701,0.11894551,0.28232785,0.00961754,0.01359048,0.25018116,0.00000000
-5.64582291,0.42257983,0.10997135,0.26405933,0.00898632,0.01130897,0.23407846,0.00000000
-5.63981991,0.39157762,0.10180147,0.24688252,0.00834718,0.00946408,0.21907771,0.00000000
-5.63381691,0.36297399,0.09447656,0.23101105,0.00770904,0.00801003,0.20536003,0.00000000
-5.62781391,0.33700575,0.08804511,0.21666241,0.00708093,0.00690899,0.19311372,0.00000000
-5.62181091,0.31392534,0.08256176,0.20405262,0.00647177,0.00613157,0.18252929,0.00000000
-5.61580790,0.29399386,0.07808579,0.19339121,0.00589025,0.00565716,0.17379485,0.00000000
-5.60980490,0.27747528,0.07467970,0.18487663,0.00534475,0.00547438,0.16709181,0.00000000
-5.60380190,0.26463177,0.07240803,0.17869236,0.00484326,0.00558148,0.16259117,0.00000000
-5.59779890,0.25572045,0.07133646,0.17500356,0.00439345,0.00598682,0.16045022,0.00000000
-5.59179590,0.25099147,0.07153112,0.17395437,0.00400269,0.00670936,0.16080996,0.00000000
-5.58579290,0.25068729,0.07305820,0.17566587,0.00367817,0.00777926,0.16379290,0.00000000
-5.57978989,0.25504317,0.07598377,0.18023464,0.00342704,0.00923847,0.16950147,0.00000000
-5.57378689,0.26428843,0.08037384,0.18773176,0.00325656,0.01114133,0.17801684,0.00000000
-5.56778389,0.27864836,0.08629453,0.19820241,0.00317425,0.01355510,0.18939812,0.00000000
-5.56178089,0.29834640,0.09381236,0.21166573,0.00318803,0.01656051,0.20368189,0.00000000
-5.55577789,0.32360628,0.10299455,0.22811511,0.00330635,0.02025197,0.22088192,0.00000000
-5.54977489,0.35465371,0.11390926,0.24751866,0.00353829,0.02473769,0.24098921,0.00000000
-5.54377189,0.39171731,0.12662569,0.26982000,0.00389354,0.03013934,0.26397201,0.00000000
-5.53776888,0.43502846,0.14121399,0.29493912,0.00438240,0.03659135,0.28977603,0.00000000
-5.53176588,0.48481967,0.15774477,0.32277343,0.00501564,0.04423962,0.31832471,0.00000000
-5.52576288,0.54132125,0.17628831,0.35319885,0.00580432,0.05323962,0.34951941,0.00000000
-5.51975988,0.60475597,0.19691327,0.38607098,0.00675949,0.06375376,0.38323968,0.00000000
-5.51375688,0.67533164,0.21968479,0.42122630,0.00789181,0.07594798,0.41934351,0.00000000
-5.50775388,0.75323149,0.24466212,0.45848325,0.00921114,0.08998756,0.45766742,0.00000000
-5.50175088,0.83860231,0.27189554,0.49764340,0.01072599,0.10603204,0.49802666,0.00000000
-5.49574787,0.93154065,0.30142278,0.53849241,0.01244297,0.12422947,0.54021528,0.00000000
-5.48974487,1.03207723,0.33326480,0.58080097,0.01436616,0.14470993,0.58400622,0.00000000
-5.48374187,1.14016017,0.36742115,0.62432567,0.01649656,0.16757846,0.62915152,0.00000000
-5.47773887,1.25563748,0.40386506,0.66880970,0.01883146,0.19290780,0.67538251,0.00000000
-5.47173587,1.37823973,0.44253836,0.71398370,0.02136393,0.22073093,0.72241039,0.00000000
-5.46573287,1.50756364,0.48334646,0.75956651,0.02408241,0.25103387,0.76992700,0.00000000
-5.45972986,1.64305769,0.52615384,0.80526620,0.02697034,0.28374908,0.81760611,0.00000000
-5.45372686,1.78401072,0.57078015,0.85078126,0.03000604,0.31874968,0.86510534,0.00000000
-5.44772386,1.92954465,0.61699726,0.89580226,0.03316271,0.35584510,0.91206871,0.00000000
-5.44172086,2.07861214,0.66452780,0.94001399,0.03640862,0.39477823,0.95813013,0.00000000
-5.43571786,2.23000033,0.71304510,0.98309824,0.03970754,0.43522467,1.00291774,0.00000000
-5.42971486,2.38234097,0.76217521,1.02473729,0.04301934,0.47679415,1.04605924,0.00000000
-5.42371186,2.53412761,0.81150073,1.06461814,0.04630082,0.51903442,1.08718815,0.00000000
-5.41770885,2.68373983,0.86056693,1.10243750,0.04950672,0.56143766,1.12595086,0.00000000
-5.41170585,2.82947411,0.90888986,1.13790737,0.05259081,0.60344947,1.16201443,0.00000000
-5.40570285,2.96958084,0.95596642,1.17076121,0.05550718,0.64448016,1.19507466,0.00000000
-5.39969985,3.10230622,1.00128611,1.20076032,0.05821152,0.68391825,1.22486436,0.00000000
-5.39369685,3.22593775,1.04434412,1.22770020,0.06066245,0.72114568,1.25116123,0.00000000
-5.38769385,3.33885152,1.08465516,1.25141656,0.06282272,0.75555427,1.27379503,0.00000000
-5.38169085,3.43955931,1.12176752,1.27179061,0.06466040,0.78656288,1.29265355,0.00000000
-5.37568784,3.52675351,1.15527684,1.28875318,0.06614981,0.81363454,1.30768696,0.00000000
-5.36968484,3.59934772,1.18483869,1.30228742,0.06727231,0.83629296,1.31891020,0.00000000
-5.36368184,3.65651095,1.21017962,1.31242968,0.06801679,0.85413760,1.32640304,0.00000000
-5.35767884,3.69769401,1.23110588,1.31926839,0.06837992,0.86685684,1.33030771,0.00000000
-5.35167584,3.72264634,1.24750952,1.32294085,0.06836609,0.87423843,1.33082391,0.00000000
-5.34567284,3.73142260,1.25937145,1.32362791,0.06798708,0.87617694,1.32820148,0.00000000
-5.33966983,3.72437867,1.26676135,1.32154675,0.06726148,0.87267780,1.32273083,0.00000000
-5.33366683,3.70215694,1.26983432,1.31694195,0.06621385,0.86385768,1.31473158,0.00000000
-5.32766383,3.66566197,1.26882468,1.31007547,0.06487369,0.84994131,1.30454004,0.00000000
-5.32166083,3.61602749,1.26403695,1.30121583,0.06327434,0.83125473,1.29249599,0.00000000
-5.31565783,3.55457652,1.25583487,1.29062737,0.06145169,0.80821540,1.27892963,0.00000000
-5.30965483,3.48277660,1.24462870,1.27855996,0.05944294,0.78131957,1.26414940,0.00000000
-5.30365183,3.40219243,1.23086173,1.26523996,0.05728543,0.75112735,1.24843123,0.00000000
-5.29764882,3.31443803,1.21499654,1.25086301,0.05501546,0.71824634,1.23201010,0.00000000
-5.29164582,3.22113080,1.19750176,1.23558899,0.05266735,0.68331424,1.21507413,0.00000000
-5.28564282,3.12384937,1.17883980,1.21953959,0.05027265,0.64698130,1.19776170,0.00000000
-5.27963982,3.02409687,1.15945614,1.20279857,0.04785951,0.60989328,1.18016176,0.00000000
-5.27363682,2.92327097,1.13977040,1.18541476,0.04545232,0.57267533,1.16231711,0.00000000
-5.26763382,2.82264126,1.12016944,1.16740752,0.04307156,0.53591759,1.14423063,0.00000000
-5.26163082,2.72333432,1.10100248,1.14877432,0.04073380,0.50016259,1.12587376,0.00000000
-5.25562781,2.62632623,1.08257809,1.12949984,0.03845196,0.46589506,1.10719690,0.00000000
-5.24962481,2.53244186,1.06516282,1.10956609,0.03623566,0.43353404,1.08814080,0.00000000
-5.24362181,2.44235991,1.04898119,1.08896274,0.03409170,0.40342754,1.06864838,0.00000000
-5.23761881,2.35662257,1.03421656,1.06769697,0.03202465,0.37584957,1.04867608,0.00000000
-5.23161581,2.27564828,1.02101260,1.04580226,0.03003742,0.35099947,1.02820409,0.00000000
-5.22561281,2.19974648,1.00947498,1.02334554,0.02813185,0.32900326,1.00724489,0.00000000
-5.21960980,2.12913284,0.99967304,1.00043217,0.02630930,0.30991684,0.98584950,0.00000000
-5.21360680,2.06394419,0.99164128,0.97720863,0.02457110,0.29373062,0.96411137,0.00000000
-5.20760380,2.00425208,0.98538060,0.95386273,0.02291895,0.28037541,0.94216751,0.00000000
-5.20160080,1.95007466,0.98085934,0.93062144,0.02135523,0.26972927,0.92019714,0.00000000
-5.19559780,1.90138648,0.97801437,0.90774649,0.01988320,0.26162488,0.89841799,0.00000000
-5.18959480,1.85812635,0.97675226,0.88552829,0.01850702,0.25585745,0.87708066,0.00000000
-5.18359180,1.82020338,0.97695101,0.86427836,0.01723172,0.25219273,0.85646141,0.00000000
-5.17758879,1.78750161,0.97846244,0.84432102,0.01606311,0.25037502,0.83685401,0.00000000
-5.17158579,1.75988369,0.98111548,0.82598459,0.01500750,0.25013507,0.81856117,0.00000000
-5.16558279,1.73719399,0.98472053,0.80959287,0.01407144,0.25119754,0.80188592,0.00000000
-5.15957979,1.71926155,0.98907493,0.79545703,0.01326140,0.25328812,0.78712360,0.00000000
-5.15357679,1.70590313,0.99396941,0.78386841,0.01258336,0.25614002,0.77455459,0.00000000
-5.14757379,1.69692651,0.99919534,0.77509245,0.01204246,0.25949974,0.76443818,0.00000000
-5.14157079,1.69213391,1.00455248,0.76936369,0.01164262,0.26313213,0.75700758,0.00000000
-5.13556778,1.69132558,1.00985679,0.76688206,0.01138618,0.26682452,0.75246627,0.00000000
-5.12956478,1.69430306,1.01494786,0.76781030,0.01127359,0.27038989,0.75098534,0.00000000
-5.12356178,1.70087208,1.01969559,0.77227231,0.01130317,0.27366909,0.75270199,0.00000000
-5.11755878,1.71084453,1.02400544,0.78035241,0.01147082,0.27653196,0.75771875,0.00000000
-5.11155578,1.72403949,1.02782214,0.79209517,0.01177000,0.27887756,0.76610341,0.00000000
-5.10555278,1.74028294,1.03113139,0.80750583,0.01219155,0.28063330,0.77788929,0.00000000
-5.09954977,1.75940628,1.03395956,0.82655095,0.01272381,0.28175337,0.79307585,0.00000000
-5.09354677,1.78124368,1.03637127,0.84915942,0.01335264,0.28221632,0.81162935,0.00000000
-5.08754377,1.80562856,1.03846503,0.87522362,0.01406169,0.28202218,0.83348363,0.00000000
-5.08154077,1.83238952,1.04036728,0.90460082,0.01483265,0.28118921,0.85854084,0.00000000
-5.07553777,1.86134618,1.04222511,0.93711477,0.01564558,0.27975051,0.88667220,0.00000000
-5.06953477,1.89230555,1.04419824,0.97255757,0.01647942,0.27775075,0.91771876,0.00000000
-5.06353177,1.92505920,1.04645067,1.01069183,0.01731242,0.27524325,0.95149229,0.00000000
-5.05752876,1.95938186,1.04914252,1.05125318,0.01812274,0.27228747,0.98777625,0.00000000
-5.05152576,1.99503171,1.05242262,1.09395305,0.01888901,0.26894729,1.02632692,0.00000000
-5.04552276,2.03175246,1.05642209,1.13848181,0.01959094,0.26528997,1.06687468,0.00000000
-5.03951976,2.06927741,1.06124942,1.18451215,0.02020988,0.26138597,1.10912548,0.00000000
-5.03351676,2.10733514,1.06698697,1.23170253,0.02072944,0.25730957,1.15276248,0.00000000
-5.02751376,2.14565679,1.07368933,1.27970079,0.02113592,0.25314022,1.19744772,0.00000000
-5.02151076,2.18398423,1.08138312,1.32814763,0.02141880,0.24896453,1.24282398,0.00000000
-5.01550775,2.22207884,1.09006851,1.37667991,0.02157105,0.24487866,1.28851665,0.00000000
-5.00950475,2.25973033,1.09972185,1.42493380,0.02158938,0.24099094,1.33413569,0.00000000
-5.00350175,2.29676486,1.11029961,1.47254759,0.02147436,0.23742443,1.37927775,0.00000000
-4.99749875,2.33305229,1.12174296,1.51916434,0.02123042,0.23431922,1.42352845,0.00000000
-4.99149575,2.36851191,1.13398300,1.56443433,0.02086571,0.23183421,1.46646501,0.00000000
-4.98549275,2.40311646,1.14694626,1.60801745,0.02039186,0.23014806,1.50765936,0.00000000
-4.97948974,2.43689430,1.16056024,1.64958572,0.01982365,0.22945927,1.54668187,0.00000000
-4.97348674,2.46992968,1.17475890,1.68882608,0.01917858,0.22998503,1.58310584,0.00000000
-4.96748374,2.50236120,1.18948782,1.72544362,0.01847632,0.23195896,1.61651304,0.00000000
-4.96148074,2.53437857,1.20470906,1.75916532,0.01773820,0.23562753,1.64650015,0.00000000
-4.95547774,2.56621809,1.22040551,1.78974454,0.01698659,0.24124532,1.67268639,0.00000000
-4.94947474,2.59815699,1.23658479,1.81696613,0.01624434,0.24906912,1.69472205,0.00000000
-4.94347174,2.63050701,1.25328252,1.84065221,0.01553417,0.25935112,1.71229792,0.00000000
-4.93746873,2.66360753,1.27056496,1.86066832,0.01487819,0.27233133,1.72515533,0.00000000
-4.93146573,2.69781838,1.28853100,1.87692991,0.01429733,0.28822956,1.73309634,0.00000000
-4.92546273,2.73351278,1.30731327,1.88940873,0.01381100,0.30723734,1.73599381,0.00000000
-4.91945973,2.77107028,1.32707845,1.89813866,0.01343670,0.32950996,1.73380065,0.00000000
-4.91345673,2.81086999,1.34802645,1.90322079,0.01318977,0.35515917,1.72655780,0.00000000
-4.90745373,2.85328408,1.37038857,1.90482706,0.01308317,0.38424680,1.71440040,0.00000000
-4.90145073,2.89867145,1.39442430,1.90320227,0.01312740,0.41677961,1.69756151,0.00000000
-4.89544772,2.94737171,1.42041682,1.89866390,0.01333039,0.45270575,1.67637299,0.00000000
-4.88944472,2.99969913,1.44866702,1.89159953,0.01369755,0.49191300,1.65126316,0.00000000
-4.88344172,3.05593661,1.47948605,1.88246162,0.01423181,0.53422891,1.62275091,0.00000000
-4.87743872,3.11632955,1.51318635,1.87175954,0.01493367,0.57942292,1.59143632,0.00000000
-4.87143572,3.18107939,1.55007127,1.86004891,0.01580131,0.62721047,1.55798769,0.00000000
-4.86543272,3.25033670,1.59042338,1.84791830,0.01683068,0.67725880,1.52312532,0.00000000
-4.85942971,3.32419381,1.63449163,1.83597368,0.01801564,0.72919433,1.48760244,0.00000000
-4.85342671,3.40267678,1.68247767,1.82482094,0.01934800,0.78261119,1.45218380,0.00000000
-4.84742371,3.48573667,1.73452171,1.81504698,0.02081760,0.83708044,1.41762270,0.00000000
-4.84142071,3.57324025,1.79068815,1.80720004,0.02241240,0.89215966,1.38463728,0.00000000
-4.83541771,3.66496018,1.85095170,1.80176982,0.02411846,0.94740222,1.35388683,0.00000000
-4.82941471,3.76056488,1.91518434,1.79916828,0.02592004,1.00236588,1.32594926,0.00000000
-4.82341171,3.85960851,1.98314380,1.79971168,0.02779954,1.05662030,1.30130052,0.00000000
-4.81740870,3.96152149,2.05446413,1.80360474,0.02973760,1.10975298,1.28029689,0.00000000
-4.81140570,4.06560225,2.12864901,1.81092763,0.03171313,1.16137360,1.26316097,0.00000000
-4.80540270,4.17101081,2.20506834,1.82162632,0.03370339,1.21111639,1.24997205,0.00000000
-4.79939970,4.27676522,2.28295873,1.83550702,0.03568415,1.25864085,1.24066137,0.00000000
-4.79339670,4.38174156,2.36142831,1.85223503,0.03762989,1.30363074,1.23501256,0.00000000
-4.78739370,4.48467840,2.43946618,1.87133837,0.03951407,1.34579181,1.23266751,0.00000000
-4.78139070,4.58418652,2.51595672,1.89221626,0.04130949,1.38484864,1.23313743,0.00000000
-4.77538769,4.67876450,2.58969876,1.91415246,0.04298872,1.42054105,1.23581887,0.00000000
-4.76938469,4.76682049,2.65942931,1.93633310,0.04452462,1.45262064,1.24001411,0.00000000
-4.76338169,4.84670026,2.72385150,1.95786870,0.04589090,1.48084797,1.24495521,0.00000000
-4.75737869,4.91672133,2.78166601,1.97781957,0.04706277,1.50499094,1.24983078,0.00000000
-4.75137569,4.97521233,2.83160508,1.99522382,0.04801758,1.52482451,1.25381448,0.00000000
-4.74537269,5.02055673,2.87246796,2.00912704,0.04873550,1.54013235,1.25609404,0.00000000
-4.73936968,5.05123931,2.90315663,2.01861249,0.04920011,1.55071018,1.25589975,0.00000000
-4.73336668,5.06589382,2.92271034,2.02283070,0.04939902,1.55637103,1.25253112,0.00000000
-4.72736368,5.06334964,2.93033762,2.02102732,0.04932434,1.55695188,1.24538090,0.00000000
-4.72136068,5.04267554,2.92544435,2.01256810,0.04897310,1.55232164,1.23395522,0.00000000
-4.71535768,5.00321829,2.90765662,1.99695994,0.04834743,1.54238958,1.21788937,0.00000000
-4.70935468,4.94463415,2.87683731,1.97386737,0.04745472,1.52711402,1.19695856,0.00000000
-4.70335168,4.86691161,2.83309561,1.94312349,0.04630753,1.50651026,1.17108322,0.00000000
-4.69734867,4.77038390,2.77678873,1.90473532,0.04492337,1.48065740,1.14032910,0.00000000
-4.69134567,4.65573049,2.70851592,1.85888319,0.04332435,1.44970334,1.10490200,0.00000000
-4.68534267,4.52396716,2.62910463,1.80591432,0.04153661,1.41386758,1.06513785,0.00000000
-4.67933967,4.37642484,2.53958958,1.74633109,0.03958974,1.37344135,1.02148845,0.00000000
-4.67333667,4.21471811,2.44118536,1.68077446,0.03751604,1.32878507,0.97450398,0.00000000
-4.66733367,4.04070448,2.33525390,1.61000349,0.03534971,1.28032298,0.92481288,0.00000000
-4.66133067,3.85643630,2.22326797,1.53487175,0.03312606,1.22853524,0.87310020,0.00000000
-4.65532766,3.66410730,2.10677225,1.45630186,0.03088070,1.17394775,0.82008536,0.00000000
-4.64932466,3.46599605,1.98734363,1.37525903,0.02864876,1.11712017,0.76650024,0.00000000
-4.64332166,3.26440865,1.86655206,1.29272485,0.02646416,1.05863277,0.71306837,0.00000000
-4.63731866,3.06162297,1.74592365,1.20967212,0.02435900,0.99907259,0.66048604,0.00000000
-4.63131566,2.85983647,1.62690697,1.12704170,0.02236296,0.93901978,0.60940577,0.00000000
-4.62531266,2.66111953,1.51084380,1.04572202,0.02050294,0.87903449,0.56042255,0.00000000
-4.61930965,2.46737549,1.39894505,0.96653174,0.01880266,0.81964504,0.51406315,0.00000000
-4.61330665,2.28030864,1.29227210,0.89020590,0.01728241,0.76133780,0.47077837,0.00000000
-4.60730365,2.10140057,1.19172405,0.81738570,0.01595898,0.70454912,0.43093830,0.00000000
-4.60130065,1.93189504,1.09803045,0.74861178,0.01484549,0.64965946,0.39483020,0.00000000
-4.59529765,1.77279105,1.01174937,0.68432100,0.01395145,0.59698995,0.36265879,0.00000000
-4.58929465,1.62484356,0.93327012,0.62484610,0.01328278,0.54680130,0.33454850,0.00000000
-4.58329165,1.48857087,0.86281999,0.57041818,0.01284188,0.49929479,0.31054725,0.00000000
-4.57728864,1.36426765,0.80047428,0.52117131,0.01262773,0.45461525,0.29063143,0.00000000
-4.57128564,1.25202252,0.74616868,0.47714892,0.01263603,0.41285570,0.27471160,0.00000000
-4.56528264,1.15173880,0.69971344,0.43831147,0.01285930,0.37406312,0.26263869,0.00000000
-4.55927964,1.06315754,0.66080848,0.40454508,0.01328704,0.33824525,0.25421038,0.00000000
-4.55327664,0.98588171,0.62905894,0.37567071,0.01390587,0.30537774,0.24917755,0.00000000
-4.54727364,0.91940067,0.60399073,0.35145354,0.01469976,0.27541156,0.24725065,0.00000000
-4.54127064,0.86311428,0.58506577,0.33161253,0.01565019,0.24828013,0.24810604,0.00000000
-4.53526763,0.81635615,0.57169659,0.31582980,0.01673646,0.22390609,0.25139221,0.00000000
-4.52926463,0.77841560,0.56326048,0.30375984,0.01793598,0.20220730,0.25673616,0.00000000
-4.52326163,0.74855814,0.55911290,0.29503840,0.01922466,0.18310213,0.26374974,0.00000000
-4.51725863,0.72604439,0.55860029,0.28929117,0.02057734,0.16651372,0.27203624,0.00000000
-4.51125563,0.71014726,0.56107244,0.28614198,0.02196831,0.15237330,0.28119729,0.00000000
-4.50525263,0.70016743,0.56589425,0.28522070,0.02337187,0.14062255,0.29083984,0.00000000
-4.49924962,0.69544707,0.57245705,0.28617058,0.02476293,0.13121490,0.30058350,0.00000000
-4.49324662,0.69538174,0.58018933,0.28865510,0.02611766,0.12411603,0.31006790,0.00000000
-4.48724362,0.69943035,0.58856678,0.29236411,0.02741415,0.11930343,0.31895998,0.00000000
-4.48124062,0.70712309,0.59712147,0.29701922,0.02863303,0.11676528,0.32696107,0.00000000
-4.47523762,0.71806711,0.60544990,0.30237818,0.02975804,0.11649870,0.33381341,0.00000000
-4.46923462,0.73194987,0.61321972,0.30823823,0.03077658,0.11850739,0.33930586,0.00000000
-4.46323162,0.74853991,0.62017475,0.31443815,0.03168012,0.12279894,0.34327856,0.00000000
-4.45722861,0.76768498,0.62613813,0.32085908,0.03246444,0.12938181,0.34562630,0.00000000
-4.45122561,0.78930756,0.63101338,0.32742381,0.03312986,0.13826209,0.34630027,0.00000000
-4.44522261,0.81339758,0.63478317,0.33409475,0.03368114,0.14944023,0.34530818,0.00000000
-4.43921961,0.84000278,0.63750577,0.34087045,0.03412736,0.16290782,0.34271257,0.00000000
-4.43321661,0.86921673,0.63930933,0.34778087,0.03448158,0.17864446,0.33862729,0.00000000
-4.42721361,0.90116502,0.64038394,0.35488150,0.03476032,0.19661496,0.33321234,0.00000000
-4.42121061,0.93598994,0.64097186,0.36224657,0.03498293,0.21676676,0.32666709,0.00000000
-4.41520760,0.97383434,0.64135620,0.36996171,0.03517089,0.23902786,0.31922228,0.00000000
-4.40920460,1.01482518,0.64184846,0.37811616,0.03534693,0.26330509,0.31113092,0.00000000
-4.40320160,1.05905736,0.64277526,0.38679503,0.03553418,0.28948295,0.30265871,0.00000000
-4.39719860,1.10657844,0.64446486,0.39607191,0.03575524,0.31742291,0.29407405,0.00000000
-4.39119560,1.15737497,0.64723379,0.40600205,0.03603133,0.34696316,0.28563829,0.00000000
-4.38519260,1.21136058,0.65137406,0.41661645,0.03638139,0.37791887,0.27759652,0.00000000
-4.37918959,1.26836672,0.65714127,0.42791717,0.03682137,0.41008279,0.27016915,0.00000000
-4.37318659,1.32813588,0.66474404,0.43987393,0.03736356,0.44322635,0.26354478,0.00000000
-4.36718359,1.39031790,0.67433484,0.45242217,0.03801604,0.47710090,0.25787445,0.00000000
-4.36118059,1.45446927,0.68600262,0.46546269,0.03878231,0.51143939,0.25326746,0.00000000
-4.35517759,1.52005551,0.69976720,0.47886281,0.03966106,0.54595816,0.24978895,0.00000000
-4.34917459,1.58645659,0.71557562,0.49245903,0.04064611,0.58035908,0.24745919,0.00000000
-4.34317159,1.65297526,0.73330057,0.50606110,0.04172652,0.61433182,0.24625459,0.00000000
-4.33716858,1.71884813,0.75274069,0.51945726,0.04288684,0.64755652,0.24611023,0.00000000
-4.33116558,1.78325927,0.77362309,0.53242060,0.04410756,0.67970663,0.24692393,0.00000000
-4.32516258,1.84535611,0.79560785,0.54471621,0.04536563,0.71045235,0.24856140,0.00000000
-4.31915958,1.90426740,0.81829445,0.55610894,0.04663519,0.73946436,0.25086254,0.00000000
-4.31315658,1.95912278,0.84123032,0.56637149,0.04788832,0.76641818,0.25364833,0.00000000
-4.30715358,2.00907374,0.86392112,0.57529258,0.04909596,0.79099911,0.25672825,0.00000000
