energy_ev,total_up,B_p_up,B_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-6.00000000,2.25395210,0.00120906,0.00000000,2.53508393,0.71039125,0.00670889,0.12595329
-5.99399700,2.34903709,0.00123023,0.00000000,2.65691925,0.74167042,0.00678654,0.12914887
-5.98799400,2.44758728,0.00125126,0.00000000,2.78309508,0.77381347,0.00690254,0.13231424
-5.98199100,2.54833774,0.00127199,0.00000000,2.91215047,0.80646881,0.00704698,0.13539715
-5.97598799,2.64994341,0.00129222,0.00000000,3.04250959,0.83925935,0.00721017,0.13834149
-5.96998499,2.75099320,0.00131170,0.00000000,3.17249885,0.87178612,0.00738274,0.14108823
-5.96398199,2.85002758,0.00133015,0.00000000,3.30036880,0.90363293,0.00755579,0.14357657
-5.95797899,2.94555944,0.00134724,0.00000000,3.42432037,0.93437200,0.00772101,0.14574543
-5.95197599,3.03609791,0.00136258,0.00000000,3.54253497,0.96357056,0.00787078,0.14753497
-5.94597299,3.12017454,0.00137578,0.00000000,3.65320784,0.99079824,0.00799831,0.14888827
-5.93996998,3.19637126,0.00138640,0.00000000,3.75458360,1.01563502,0.00809768,0.14975309
-5.93396698,3.26334903,0.00139399,0.00000000,3.84499290,1.03767965,0.00816391,0.15008350
-5.92796398,3.31987637,0.00139811,0.00000000,3.92288900,1.05655800,0.00819306,0.14984153
-5.92196098,3.36485678,0.00139836,0.00000000,3.98688298,1.07193143,0.00818222,0.14899845
-5.91595798,3.39735395,0.00139435,0.00000000,4.03577640,1.08350450,0.00812955,0.14753601
-5.90995498,3.41661389,0.00138577,0.00000000,4.06859024,1.09103213,0.00803424,0.14544720
-5.90395198,3.42208328,0.00137237,0.00000000,4.08458903,1.09432561,0.00789652,0.14273676
-5.89794897,3.41342317,0.00135399,0.00000000,4.08329957,1.09325762,0.00771758,0.13942128
-5.89194597,3.39051781,0.00133055,0.00000000,4.06452331,1.08776567,0.00749950,0.13552893
-5.88594297,3.35347808,0.00130209,0.00000000,4.02834237,1.07785430,0.00724518,0.13109883
-5.87993997,3.30263956,0.00126873,0.00000000,3.97511871,1.06359564,0.00695820,0.12618004
-5.87393697,3.23855541,0.00123071,0.00000000,3.90548686,1.04512841,0.00664270,0.12083029
-5.86793397,3.16198415,0.00118836,0.00000000,3.82034027,1.02265552,0.00630327,0.11511441
-5.86193097,3.07387297,0.00114208,0.00000000,3.72081198,0.99644012,0.00594479,0.10910264
-5.85592796,2.97533697,0.00109235,0.00000000,3.60825007,0.96680052,0.00557231,0.10286876
-5.84992496,2.86763508,0.00103973,0.00000000,3.48418875,0.93410377,0.00519088,0.09648818
-5.84392196,2.75214336,0.00098481,0.00000000,3.35031593,0.89875837,0.00480547,0.09003611
-5.83791896,2.63032631,0.00092820,0.00000000,3.20843806,0.86120620,0.00442081,0.08358575
-5.83191596,2.50370711,0.00087054,0.00000000,3.06044326,0.82191375,0.00404131,0.07720670
-5.82591296,2.37383731,0.00081244,0.00000000,2.90826342,0.78136302,0.00367097,0.07096350
-5.81990995,2.24226683,0.00075453,0.00000000,2.75383629,0.74004225,0.00331331,0.06491442
-5.81390695,2.11051478,0.00069737,0.00000000,2.59906825,0.69843654,0.00297133,0.05911057
-5.80790395,1.98004170,0.00064151,0.00000000,2.44579853,0.65701883,0.00264748,0.05359521
-5.80190095,1.85222382,0.00058741,0.00000000,2.29576553,0.61624108,0.00234366,0.04840335
-5.79589795,1.72832973,0.00053550,0.00000000,2.15057590,0.57652616,0.00206121,0.04356163
-5.78989495,1.60949982,0.00048612,0.00000000,2.01167692,0.53826036,0.00180095,0.03908840
-5.78389195,1.49672893,0.00043958,0.00000000,1.88033271,0.50178686,0.00156323,0.03499408
-5.77788894,1.39085246,0.00039607,0.00000000,1.75760468,0.46740020,0.00134794,0.03128163
-5.77188594,1.29253609,0.00035576,0.00000000,1.64433661,0.43534184,0.00115461,0.02794721
-5.76588294,1.20226941,0.00031872,0.00000000,1.54114464,0.40579704,0.00098243,0.02498093
-5.75987994,1.12036339,0.00028498,0.00000000,1.44841242,0.37889301,0.00083035,0.02236767
-5.75387694,1.04695182,0.00025452,0.00000000,1.36629151,0.35469842,0.00069711,0.02008798
-5.74787394,0.98199661,0.00022724,0.00000000,1.29470695,0.33322429,0.00058132,0.01811891
-5.74187094,0.92529681,0.00020303,0.00000000,1.23336805,0.31442623,0.00048150,0.01643492
-5.73586793,0.87650103,0.00018174,0.00000000,1.18178395,0.29820792,0.00039611,0.01500871
-5.72986493,0.83512311,0.00016316,0.00000000,1.13928374,0.28442586,0.00032366,0.01381197
-5.72386193,0.80056037,0.00014711,0.00000000,1.10504043,0.27289504,0.00026266,0.01281611
-5.71785893,0.77211423,0.00013335,0.00000000,1.07809829,0.26339561,0.00021170,0.01199291
-5.71185593,0.74901231,0.00012166,0.00000000,1.05740274,0.25568019,0.00016946,0.01131506
-5.70585293,0.73043169,0.00011181,0.00000000,1.04183188,0.24948159,0.00013472,0.01075666
-5.69984992,0.71552249,0.00010357,0.00000000,1.03022882,0.24452084,0.00010636,0.01029360
-5.69384692,0.70343115,0.00009673,0.00000000,1.02143388,0.24051517,0.00008339,0.00990390
-5.68784392,0.69332276,0.00009110,0.00000000,1.01431556,0.23718576,0.00006493,0.00956794
-5.68184092,0.68440181,0.00008650,0.00000000,1.00779960,0.23426497,0.00005021,0.00926863
-5.67583792,0.67593084,0.00008279,0.00000000,1.00089506,0.23150296,0.00003856,0.00899153
-5.66983492,0.66724640,0.00007987,0.00000000,0.99271682,0.22867338,0.00002940,0.00872490
-5.66383192,0.65777200,0.00007767,0.00000000,0.98250390,0.22557804,0.00002227,0.00845966
-5.65782891,0.64702788,0.00007619,0.00000000,0.96963310,0.22205059,0.00001675,0.00818939
-5.65182591,0.63463718,0.00007548,0.00000000,0.95362769,0.21795881,0.00001251,0.00791022
-5.64582291,0.62032879,0.00007565,0.00000000,0.93416122,0.21320591,0.00000928,0.00762075
-5.63981991,0.60393677,0.00007691,0.00000000,0.91105629,0.20773049,0.00000684,0.00732188
-5.63381691,0.58539666,0.00007955,0.00000000,0.88427890,0.20150551,0.00000502,0.00701677
-5.62781391,0.56473899,0.00008400,0.00000000,0.85392850,0.19453618,0.00000366,0.00671062
-5.62181091,0.54208040,0.00009080,0.00000000,0.82022460,0.18685702,0.00000266,0.00641067
-5.61580790,0.51761281,0.00010066,0.00000000,0.78349046,0.17852823,0.00000193,0.00612605
-5.60980490,0.49159125,0.00011446,0.00000000,0.74413468,0.16963148,0.00000141,0.00586778
-5.60380190,0.46432081,0.00013330,0.00000000,0.70263147,0.16026544,0.00000105,0.00564870
-5.59779890,0.43614333,0.00015852,0.00000000,0.65950054,0.15054110,0.00000081,0.00548356
-5.59179590,0.40742425,0.00019172,0.00000000,0.61528708,0.14057715,0.00000065,0.00538899
-5.58579290,0.37854007,0.00023484,0.00000000,0.57054287,0.13049554,0.00000057,0.00538363
-5.57978989,0.34986693,0.00029010,0.00000000,0.52580889,0.12041740,0.00000054,0.00548816
-5.57378689,0.32177042,0.00036013,0.00000000,0.48159999,0.11045940,0.00000056,0.00572541
-5.56778389,0.29459700,0.00044793,0.00000000,0.43839203,0.10073064,0.00000062,0.00612038
-5.56178089,0.26866700,0.00055690,0.00000000,0.39661165,0.09133014,0.00000072,0.00670024
-5.55577789,0.24426932,0.00069083,0.00000000,0.35662878,0.08234499,0.00000086,0.00749425
-5.54977489,0.22165776,0.00085391,0.00000000,0.31875192,0.07384903,0.00000104,0.00853359
-5.54377189,0.20104873,0.00105067,0.00000000,0.28322595,0.06590220,0.00000127,0.00985101
-5.53776888,0.18262034,0.00128597,0.00000000,0.25023234,0.05855040,0.00000153,0.01148039
-5.53176588,0.16651243,0.00156485,0.00000000,0.21989134,0.05182579,0.00000185,0.01345607
-5.52576288,0.15282752,0.00189251,0.00000000,0.19226597,0.04574746,0.00000222,0.01581203
-5.51975988,0.14163209,0.00227409,0.00000000,0.16736714,0.04032250,0.00000265,0.01858086
-5.51375688,0.13295841,0.00271458,0.00000000,0.14515986,0.03554714,0.00000313,0.02179254
-5.50775388,0.12680617,0.00321859,0.00000000,0.12556987,0.03140809,0.00000369,0.02547308
-5.50175088,0.12314427,0.00379014,0.00000000,0.10849052,0.02788399,0.00000430,0.02964297
-5.49574787,0.12191225,0.00443243,0.00000000,0.09378950,0.02494667,0.00000499,0.03431561
-5.48974487,0.12302150,0.00514763,0.00000000,0.08131527,0.02256256,0.00000575,0.03949568
-5.48374187,0.12635629,0.00593658,0.00000000,0.07090286,0.02069381,0.00000657,0.04517756
-5.47773887,0.13177452,0.00679861,0.00000000,0.06237907,0.01929936,0.00000746,0.05134392
-5.47173587,0.13910844,0.00773126,0.00000000,0.05556691,0.01833592,0.00000841,0.05796447
-5.46573287,0.14816542,0.00873019,0.00000000,0.05028915,0.01775870,0.00000941,0.06499508
-5.45972986,0.15872895,0.00978896,0.00000000,0.04637131,0.01752209,0.00001045,0.07237729
-5.45372686,0.17056004,0.01089901,0.00000000,0.04364376,0.01758018,0.00001152,0.08003827
-5.44772386,0.18339922,0.01204963,0.00000000,0.04194335,0.01788728,0.00001262,0.08789136
-5.44172086,0.19696920,0.01322806,0.00000000,0.04111449,0.01839826,0.00001372,0.09583719
-5.43571786,0.21097838,0.01441964,0.00000000,0.04100979,0.01906894,0.00001480,0.10376535
-5.42971486,0.22512517,0.01560806,0.00000000,0.04149049,0.01985645,0.00001586,0.11155670
-5.42371186,0.23910320,0.01677569,0.00000000,0.04242670,0.02071956,0.00001688,0.11908619
-5.41770885,0.25260726,0.01790399,0.00000000,0.04369747,0.02161911,0.00001783,0.12622615
-5.41170585,0.26533981,0.01897402,0.00000000,0.04519097,0.02251831,0.00001871,0.13284996
-5.40570285,0.27701806,0.01996693,0.00000000,0.04680455,0.02338326,0.00001949,0.13883586
-5.39969985,0.28738103,0.02086454,0.00000000,0.04844501,0.02418331,0.00002015,0.14407095
-5.39369685,0.29619665,0.02164992,0.00000000,0.05002882,0.02489150,0.00002070,0.14845506
-5.38769385,0.30326844,0.02230795,0.00000000,0.05148246,0.02548500,0.00002112,0.15190435
-5.38169085,0.30844142,0.02282582,0.00000000,0.05274274,0.02594549,0.00002141,0.15435453
-5.37568784,0.31160716,0.02319354,0.00000000,0.05375718,0.02625947,0.00002155,0.15576356
-5.36968484,0.31270756,0.02340427,0.00000000,0.05448431,0.02641851,0.00002156,0.15611368
-5.36368184,0.31173730,0.02345465,0.00000000,0.05489384,0.02641946,0.00002144,0.15541268
-5.35767884,0.30874472,0.02334494,0.00000000,0.05496680,0.02626448,0.00002121,0.15369436
-5.35167584,0.30383131,0.02307912,0.00000000,0.05469540,0.02596100,0.00002087,0.15101826
-5.34567284,0.29714947,0.02266479,0.00000000,0.05408278,0.02552160,0.00002044,0.14746854
-5.33966983,0.28889904,0.02211301,0.00000000,0.05314251,0.02496372,0.00001996,0.14315212
-5.33366683,0.27932245,0.02143804,0.00000000,0.05189796,0.02430928,0.00001944,0.13819625
-5.32766383,0.26869886,0.02065692,0.00000000,0.05038133,0.02358425,0.00001892,0.13274549
-5.32166083,0.25733743,0.01978910,0.00000000,0.04863270,0.02281811,0.00001843,0.12695833
-5.31565783,0.24557006,0.01885585,0.00000000,0.04669880,0.02204323,0.00001800,0.12100350
-5.30965483,0.23374380,0.01787982,0.00000000,0.04463178,0.02129422,0.00001768,0.11505620
-5.30365183,0.22221313,0.01688447,0.00000000,0.04248787,0.02060723,0.00001750,0.10929423
-5.29764882,0.21133253,0.01589354,0.00000000,0.04032614,0.02001927,0.00001750,0.10389425
-5.29164582,0.20144915,0.01493060,0.00000000,0.03820719,0.01956746,0.00001772,0.09902822
-5.28564282,0.19289614,0.01401858,0.00000000,0.03619203,0.01928836,0.00001820,0.09486006
-5.27963982,0.18598640,0.01317941,0.00000000,0.03434105,0.01921720,0.00001897,0.09154251
-5.27363682,0.18100699,0.01243371,0.00000000,0.03271316,0.01938721,0.00002006,0.08921444
-5.26763382,0.17821418,0.01180055,0.00000000,0.03136508,0.01982896,0.00002151,0.08799828
-5.26163082,0.17782905,0.01129729,0.00000000,0.03035079,0.02056970,0.00002333,0.08799789
-5.25562781,0.18003383,0.01093948,0.00000000,0.02972120,0.02163272,0.00002556,0.08929667
-5.24962481,0.18496877,0.01074079,0.00000000,0.02952392,0.02303680,0.00002819,0.09195590
-5.24362181,0.19272956,0.01071308,0.00000000,0.02980317,0.02479562,0.00003123,0.09601350
-5.23761881,0.20336550,0.01086637,0.00000000,0.03059978,0.02691735,0.00003468,0.10148297
-5.23161581,0.21687811,0.01120899,0.00000000,0.03195125,0.02940419,0.00003851,0.10835271
-5.22561281,0.23322051,0.01174756,0.00000000,0.03389181,0.03225211,0.00004272,0.11658568
-5.21960980,0.25229749,0.01248717,0.00000000,0.03645241,0.03545057,0.00004726,0.12611948
-5.21360680,0.27396633,0.01343138,0.00000000,0.03966072,0.03898253,0.00005208,0.13686680
-5.20760380,0.29803844,0.01458225,0.00000000,0.04354092,0.04282445,0.00005713,0.14871645
-5.20160080,0.32428187,0.01594038,0.00000000,0.04811335,0.04694650,0.00006234,0.16153482
-5.19559780,0.35242470,0.01750486,0.00000000,0.05339404,0.05131293,0.00006764,0.17516794
-5.18959480,0.38215927,0.01927316,0.00000000,0.05939397,0.05588260,0.00007294,0.18944399
-5.18359180,0.41314727,0.02124101,0.00000000,0.06611812,0.06060960,0.00007816,0.20417641
-5.17758879,0.44502547,0.02340222,0.00000000,0.07356442,0.06544407,0.00008320,0.21916736
-5.17158579,0.47741206,0.02574846,0.00000000,0.08172240,0.07033308,0.00008797,0.23421161
-5.16558279,0.50991338,0.02826900,0.00000000,0.09057183,0.07522158,0.00009238,0.24910062
-5.15957979,0.54213080,0.03095042,0.00000000,0.10008121,0.08005346,0.00009633,0.26362679
-5.15357679,0.57366762,0.03377640,0.00000000,0.11020634,0.08477251,0.00009976,0.27758768
-5.14757379,0.60413567,0.03672738,0.00000000,0.12088898,0.08932345,0.00010258,0.29078999
-5.14157079,0.63316147,0.03978044,0.00000000,0.13205571,0.09365286,0.00010473,0.30305333
-5.13556778,0.66039185,0.04290910,0.00000000,0.14361712,0.09771005,0.00010617,0.31421347
-5.12956478,0.68549872,0.04608332,0.00000000,0.15546745,0.10144773,0.00010686,0.32412511
-5.12356178,0.70818307,0.04926953,0.00000000,0.16748475,0.10482273,0.00010679,0.33266398
-5.11755878,0.72817822,0.05243092,0.00000000,0.17953168,0.10779644,0.00010597,0.33972834
-5.11155578,0.74525217,0.05552776,0.00000000,0.19145700,0.11033519,0.00010440,0.34523981
-5.10555278,0.75920931,0.05851798,0.00000000,0.20309777,0.11241058,0.00010214,0.34914357
-5.09954977,0.76989153,0.06135785,0.00000000,0.21428231,0.11399961,0.00009922,0.35140807
-5.09354677,0.77717885,0.06400291,0.00000000,0.22483381,0.11508483,0.00009571,0.35202420
-5.08754377,0.78098981,0.06640896,0.00000000,0.23457455,0.11565441,0.00009170,0.35100416
-5.08154077,0.78128156,0.06853315,0.00000000,0.24333059,0.11570215,0.00008729,0.34838001
-5.07553777,0.77804995,0.07033525,0.00000000,0.25093678,0.11522754,0.00008256,0.34420221
-5.06953477,0.77132951,0.07177883,0.00000000,0.25724183,0.11423573,0.00007764,0.33853792
-5.06353177,0.76119342,0.07283248,0.00000000,0.26211334,0.11273757,0.00007264,0.33146946
-5.05752876,0.74775345,0.07347089,0.00000000,0.26544242,0.11074954,0.00006771,0.32309282
-5.05152576,0.73115965,0.07367586,0.00000000,0.26714780,0.10829379,0.00006298,0.31351620
-5.04552276,0.71159990,0.07343704,0.00000000,0.26717918,0.10539799,0.00005862,0.30285877
-5.03951976,0.68929906,0.07275254,0.00000000,0.26551959,0.10209520,0.00005479,0.29124947
-5.03351676,0.66451754,0.07162915,0.00000000,0.26218675,0.09842369,0.00005171,0.27882588
-5.02751376,0.63754943,0.07008233,0.00000000,0.25723322,0.09442659,0.00004961,0.26573320
-5.02151076,0.60871983,0.06813598,0.00000000,0.25074545,0.09015147,0.00004877,0.25212320
-5.01550775,0.57838158,0.06582176,0.00000000,0.24284163,0.08564980,0.00004954,0.23815319
-5.00950475,0.54691128,0.06317831,0.00000000,0.23366861,0.08097633,0.00005232,0.22398498
-5.00350175,0.51470479,0.06025016,0.00000000,0.22339778,0.07618833,0.00005762,0.20978376
-4.99749875,0.48217223,0.05708649,0.00000000,0.21222047,0.07134480,0.00006607,0.19571707
-4.99149575,0.44973271,0.05373975,0.00000000,0.20034265,0.06650554,0.00007844,0.18195369
-4.98549275,0.41780907,0.05026431,0.00000000,0.18797959,0.06173033,0.00009564,0.16866260
-4.97948974,0.38682258,0.04671499,0.00000000,0.17535035,0.05707799,0.00011879,0.15601201
-4.97348674,0.35718809,0.04314576,0.00000000,0.16267261,0.05260556,0.00014924,0.14416846
-4.96748374,0.32930961,0.03960849,0.00000000,0.15015787,0.04836747,0.00018857,0.13329610
-4.96148074,0.30357642,0.03615196,0.00000000,0.13800716,0.04441490,0.00023865,0.12355594
-4.95547774,0.28035988,0.03282090,0.00000000,0.12640754,0.04079512,0.00030163,0.11510536
-4.94947474,0.26001081,0.02965543,0.00000000,0.11552928,0.03755103,0.00037998,0.10809753
-4.94347174,0.24285743,0.02669056,0.00000000,0.10552380,0.03472075,0.00047650,0.10268090
-4.93746873,0.22920364,0.02395602,0.00000000,0.09652236,0.03233735,0.00059429,0.09899855
-4.93146573,0.21932757,0.02147620,0.00000000,0.08863545,0.03042860,0.00073676,0.09718736
-4.92546273,0.21348005,0.01927027,0.00000000,0.08195266,0.02901683,0.00090757,0.09737691
-4.91945973,0.21188275,0.01735249,0.00000000,0.07654304,0.02811879,0.00111064,0.09968792
-4.91345673,0.21472595,0.01573254,0.00000000,0.07245579,0.02774555,0.00134997,0.10423031
-4.90745373,0.22216552,0.01441592,0.00000000,0.06972105,0.02790237,0.00162967,0.11110057
-4.90145073,0.23431910,0.01340440,0.00000000,0.06835083,0.02858858,0.00195374,0.12037875
-4.89544772,0.25126149,0.01269639,0.00000000,0.06833986,0.02979744,0.00232601,0.13212475
-4.88944472,0.27301923,0.01228734,0.00000000,0.06966628,0.03151596,0.00274992,0.14637421
-4.88344172,0.29956449,0.01217001,0.00000000,0.07229234,0.03372473,0.00322840,0.16313408
-4.87743872,0.33080874,0.01233470,0.00000000,0.07616473,0.03639782,0.00376365,0.18237800
-4.87143572,0.36659642,0.01276937,0.00000000,0.08121501,0.03950266,0.00435698,0.20404184
-4.86543272,0.40669913,0.01345974,0.00000000,0.08735982,0.04300010,0.00500862,0.22801956
-4.85942971,0.45081101,0.01438934,0.00000000,0.09450125,0.04684454,0.00571754,0.25415988
-4.85342671,0.49854567,0.01553946,0.00000000,0.10252722,0.05098428,0.00648133,0.28226391
-4.84742371,0.54943551,0.01688917,0.00000000,0.11131221,0.05536211,0.00729610,0.31208431
-4.84142071,0.60293386,0.01841539,0.00000000,0.12071833,0.05991612,0.00815640,0.34332603
-4.83541771,0.65842037,0.02009294,0.00000000,0.13059677,0.06458079,0.00905527,0.37564914
-4.82941471,0.71521011,0.02189478,0.00000000,0.14078991,0.06928839,0.00998422,0.40867378
-4.82341171,0.77256649,0.02379228,0.00000000,0.15113393,0.07397068,0.01093347,0.44198741
-4.81740870,0.82971801,0.02575571,0.00000000,0.16146202,0.07856081,0.01189210,0.47515431
-4.81140570,0.88587861,0.02775481,0.00000000,0.17160818,0.08299552,0.01284832,0.50772719
-4.80540270,0.94027116,0.02975955,0.00000000,0.18141154,0.08721744,0.01378987,0.53926065
-4.79939970,0.99215343,0.03174098,0.00000000,0.19072098,0.09117755,0.01470440,0.56932617
-4.79339670,1.04084558,0.03367224,0.00000000,0.19940006,0.09483757,0.01557992,0.59752784
-4.78739370,1.08575815,0.03552960,0.00000000,0.20733195,0.09817230,0.01640527,0.62351864
-4.78139070,1.12641927,0.03729357,0.00000000,0.21442417,0.10117177,0.01717063,0.64701604
-4.77538769,1.16249986,0.03894999,0.00000000,0.22061298,0.10384309,0.01786797,0.66781667
-4.76938469,1.19383542,0.04049102,0.00000000,0.22586708,0.10621183,0.01849145,0.68580887
-4.76338169,1.22044308,0.04191607,0.00000000,0.23019054,0.10832294,0.01903781,0.70098266
-4.75737869,1.24253290,0.04323246,0.00000000,0.23362463,0.11024111,0.01950666,0.71343632
-4.75137569,1.26051225,0.04445595,0.00000000,0.23624849,0.11205035,0.01990057,0.72337905
-4.74537269,1.27498271,0.04561092,0.00000000,0.23817849,0.11385300,0.02022518,0.73112928
-4.73936968,1.28672895,0.04673027,0.00000000,0.23956619,0.11576787,0.02048906,0.73710844
-4.73336668,1.29669951,0.04785502,0.00000000,0.24059501,0.11792777,0.02070352,0.74183005
-4.72736368,1.30597989,0.04903353,0.00000000,0.24147556,0.12047627,0.02088218,0.74588440
