energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up
-5.54977489,13.04932343,1.94978749,8.67460899,0.05018840,0.26125666,1.06805667,1.33974243,0.04490955,3.03923212
-5.54377189,12.88355206,1.87846663,8.59421642,0.04894896,0.24671534,1.03218496,1.32842382,0.04352986,2.99701514
-5.53776888,12.70084932,1.80850798,8.50048858,0.04762396,0.23274339,0.99780007,1.31346359,0.04216474,2.95179377
-5.53176588,12.50277940,1.74005705,8.39451954,0.04621794,0.21935900,0.96499970,1.29508245,0.04082045,2.90392925
-5.52576288,12.29121772,1.67326944,8.27763035,0.04473787,0.20658029,0.93384278,1.27356923,0.03950393,2.85382439
-5.51975988,12.06827231,1.60830390,8.15131762,0.04319282,0.19442485,0.90434578,1.24926947,0.03822263,2.80190231
-5.51375688,11.83619746,1.54531532,8.01719537,0.04159355,0.18290914,0.87648111,1.22257221,0.03698418,2.74858553
-5.50775388,11.59730372,1.48444815,7.87693289,0.03995203,0.17204784,0.85017771,1.19389571,0.03579618,2.69427634
-5.50175088,11.35386824,1.42583041,7.73219126,0.03828096,0.16185307,0.82532385,1.16367273,0.03466580,2.63933941
-5.49574787,11.10804986,1.36956863,7.58456182,0.03659327,0.15233370,0.80177175,1.13233592,0.03359954,2.58408755
-5.48974487,10.86181279,1.31574386,7.43550939,0.03490165,0.14349464,0.77934407,1.10030397,0.03260286,2.52877107
-5.48374187,10.61686244,1.26440896,7.28632295,0.03321809,0.13533622,0.75784159,1.06796913,0.03167998,2.47357127
-5.47773887,10.37459619,1.21558725,7.13807618,0.03155355,0.12785381,0.73705190,1.03568654,0.03083368,2.41859823
-5.47173587,10.13607107,1.16927261,6.99159951,0.02991763,0.12103747,0.71675860,1.00376567,0.03006514,2.36389279
-5.46573287,9.90198948,1.12543091,6.84746480,0.02831842,0.11487194,0.69675049,0.97246431,0.02937391,2.30943247
-5.45972986,9.67270288,1.08400275,6.70598300,0.02676232,0.10933674,0.67683041,0.94198497,0.02875798,2.25514075
-5.45372686,9.44823243,1.04490733,6.56721453,0.02525410,0.10440658,0.65682320,0.91247385,0.02821387,2.20089920
-5.44772386,9.22830502,1.00804729,6.43099118,0.02379690,0.10005193,0.63658262,0.88402227,0.02773689,2.14656140
-5.44172086,9.01240165,0.97331417,6.29694800,0.02239242,0.09623981,0.61599667,0.85667014,0.02732137,2.09196803
-5.43571786,8.79981540,0.94059431,6.16456293,0.02104108,0.09293472,0.59499139,0.83041135,0.02696102,2.03696205
-5.42971486,8.58971509,0.90977483,6.03320188,0.01974229,0.09009975,0.57353284,0.80520049,0.02664929,1.98140317
-5.42371186,8.38121114,0.88074941,5.90216639,0.01849468,0.08769767,0.55162727,0.78096070,0.02637977,1.92518079
-5.41770885,8.17341999,0.85342365,5.77074142,0.01729643,0.08569207,0.52931964,0.75759203,0.02614654,1.86822489
-5.41170585,7.96552374,0.82771957,5.63824063,0.01614544,0.08404853,0.50669048,0.73497990,0.02594453,1.81051412
-5.40570285,7.75682218,0.80357921,5.50404711,0.01503963,0.08273553,0.48385147,0.71300344,0.02576981,1.75208107
-5.39969985,7.54677511,0.78096706,5.36764765,0.01397707,0.08172536,0.46093981,0.69154311,0.02561982,1.69301431
-5.39369685,7.33503317,0.75987112,5.22865935,0.01295620,0.08099469,0.43811191,0.67048754,0.02549352,1.63345748
-5.38769385,7.12145668,0.74030265,5.08684782,0.01197586,0.08052500,0.41553649,0.64973922,0.02539143,1.57360541
-5.38169085,6.90612217,0.72229442,4.94213667,0.01103535,0.08030268,0.39338760,0.62921894,0.02531561,1.51369778
-5.37568784,6.68931725,0.70589758,4.79460867,0.01013446,0.08031877,0.37183775,0.60886895,0.02526951,1.45401073
-5.36968484,6.47152509,0.69117724,4.64449925,0.00927340,0.08056857,0.35105141,0.58865474,0.02525774,1.39484682
-5.36368184,6.25339992,0.67820685,4.49218352,0.00845276,0.08105076,0.33117931,0.56856550,0.02528577,1.33652406
-5.35767884,6.03573578,0.66706156,4.33815798,0.00767335,0.08176644,0.31235340,0.54861342,0.02535948,1.27936443
-5.35167584,5.81943046,0.65781092,4.18301876,0.00693619,0.08271783,0.29468287,0.52883186,0.02548481,1.22368256
-5.34567284,5.60544705,0.65051107,4.02743766,0.00624232,0.08390688,0.27825130,0.50927270,0.02566723,1.16977496
-5.33966983,5.39477525,0.64519689,3.87213777,0.00559272,0.08533377,0.26311469,0.49000295,0.02591127,1.11791026
-5.33366683,5.18839452,0.64187438,3.71786994,0.00498822,0.08699540,0.24930077,0.47110087,0.02622005,1.06832089
-5.32766383,4.98724096,0.64051370,3.56539150,0.00442944,0.08888396,0.23680916,0.45265188,0.02659490,1.02119639
-5.32166083,4.79217939,0.64104335,3.41544808,0.00391671,0.09098564,0.22561255,0.43474445,0.02703494,0.97667865
-5.31565783,4.60398188,0.64334568,3.26875935,0.00345005,0.09327964,0.21565857,0.41746616,0.02753688,0.93485908
-5.30965483,4.42331351,0.64725427,3.12600912,0.00302920,0.09573743,0.20687248,0.40090021,0.02809482,0.89577792
-5.30365183,4.25072576,0.65255334,2.98783989,0.00265356,0.09832244,0.19916030,0.38512242,0.02870025,0.85942553
-5.29764882,4.08665756,0.65897951,2.85485173,0.00232231,0.10099020,0.19241236,0.37019901,0.02934215,0.82574555
-5.29164582,3.93144351,0.66622583,2.72760523,0.00203440,0.10368886,0.18650715,0.35618514,0.03000722,0.79463989
-5.28564282,3.78532861,0.67394832,2.60662765,0.00178867,0.10636024,0.18131529,0.34312427,0.03068029,0.76597519
-5.27963982,3.64848828,0.68177461,2.49242175,0.00158386,0.10894130,0.17670356,0.33104837,0.03134475,0.73959052
-5.27363682,3.52105226,0.68931461,2.38547615,0.00141870,0.11136592,0.17253874,0.31997885,0.03198325,0.71530594
-5.26763382,3.40313087,0.69617268,2.28627625,0.00129200,0.11356710,0.16869139,0.30992814,0.03257827,0.69293162
-5.26163082,3.29484156,0.70196091,2.19531470,0.00120269,0.11547924,0.16503922,0.30090176,0.03311292,0.67227701
-5.25562781,3.19633410,0.70631267,2.11310017,0.00114985,0.11704065,0.16147020,0.29290060,0.03357163,0.65315971
-5.24962481,3.10781234,0.70889612,2.04016345,0.00113278,0.11819588,0.15788516,0.28592337,0.03394086,0.63541359
-5.24362181,3.02955088,0.70942665,1.97706004,0.00115098,0.11889802,0.15419991,0.27996872,0.03420976,0.61889578
-5.23761881,2.96190498,0.70767782,1.92436829,0.00120417,0.11911067,0.15034685,0.27503711,0.03437067,0.60349209
-5.23161581,2.90531250,0.70349015,1.88268271,0.00129228,0.11880949,0.14627595,0.27113199,0.03441955,0.58912078
-5.22561281,2.86028705,0.69677723,1.85260198,0.00141539,0.11798334,0.14195518,0.26826029,0.03435624,0.57573418
-5.21960980,2.82740191,0.68752879,1.83471173,0.00157370,0.11663483,0.13737036,0.26643201,0.03418449,0.56331830
-5.21360680,2.80726487,0.67581061,1.82956243,0.00176742,0.11478031,0.13252434,0.26565892,0.03391191,0.55189023
-5.20760380,2.80048479,0.66176121,1.83764283,0.00199675,0.11244925,0.12743582,0.26595246,0.03354961,0.54149364
-5.20160080,2.80763103,0.64558544,1.85935008,0.00226174,0.10968312,0.12213750,0.26732076,0.03311181,0.53219240
-5.19559780,2.82918760,0.62754531,1.89495766,0.00256219,0.10653370,0.11667400,0.26976512,0.03261517,0.52406281
-5.18959480,2.86550425,0.60794865,1.94458251,0.00289757,0.10306106,0.11109934,0.27327608,0.03207808,0.51718473
-5.18359180,2.91674690,0.58713597,2.00815315,0.00326692,0.09933116,0.10547425,0.27782934,0.03151988,0.51163225
-5.17758879,2.98285040,0.56546647,2.08538051,0.00366873,0.09541333,0.09986344,0.28338185,0.03095989,0.50746422
-5.17158579,3.06347620,0.54330358,2.17573312,0.00410086,0.09137765,0.09433273,0.28986833,0.03041666,0.50471539
-5.16558279,3.15797765,0.52100112,2.27841847,0.00456050,0.08729243,0.08894645,0.29719858,0.02990705,0.50338855
-5.15957979,3.26537546,0.49889040,2.39237206,0.00504408,0.08322184,0.08376488,0.30525568,0.02944551,0.50344812
-5.15357679,3.38434513,0.47726905,2.51625518,0.00554727,0.07922391,0.07884216,0.31389544,0.02904343,0.50481567
-5.14757379,3.51321792,0.45639191,2.64846250,0.00606498,0.07534880,0.07422441,0.32294718,0.02870864,0.50736761
-5.14157079,3.64999606,0.43646443,2.78713967,0.00659138,0.07163763,0.06994835,0.33221586,0.02844506,0.51093517
-5.13556778,3.79238225,0.41763862,2.93021103,0.00711998,0.06812165,0.06604038,0.34148562,0.02825260,0.51530677
-5.12956478,3.93782282,0.40001169,3.07541678,0.00764372,0.06482203,0.06251602,0.35052455,0.02812711,0.52023265
-5.12356178,4.08356314,0.38362718,3.22035862,0.00815509,0.06174994,0.05937995,0.35909059,0.02806066,0.52543159
-5.11755878,4.22671323,0.36847838,3.36255229,0.00864630,0.05890721,0.05662633,0.36693832,0.02804186,0.53059929
-5.11155578,4.36432099,0.35451368,3.49948526,0.00910942,0.05628727,0.05423958,0.37382621,0.02805644,0.53541816
-5.10555278,4.49345008,0.34164349,3.62867729,0.00953666,0.05387630,0.05219544,0.37952422,0.02808783,0.53956783
-5.09954977,4.61125919,0.32974816,3.74774162,0.00992046,0.05165476,0.05046234,0.38382118,0.02811795,0.54273607
-5.09354677,4.71507944,0.31868649,3.85444435,0.01025382,0.04959886,0.04900288,0.38653181,0.02812793,0.54462947
-5.08754377,4.80248675,0.30830435,3.94675983,0.01053042,0.04768214,0.04777545,0.38750285,0.02809897,0.54498339
-5.08154077,4.87136617,0.29844307,4.02291968,0.01074486,0.04587702,0.04673592,0.38661821,0.02801308,0.54357080
-5.07553777,4.91996581,0.28894700,4.08145395,0.01089281,0.04415619,0.04583925,0.38380276,0.02785384,0.54020958
-5.06953477,4.94693838,0.27967026,4.12122276,0.01097117,0.04249383,0.04504102,0.37902470,0.02760698,0.53476799
-5.06353177,4.95136902,0.27048219,4.14143751,0.01097816,0.04086667,0.04429884,0.37229636,0.02726100,0.52716816
-5.05752876,4.93278882,0.26127156,4.14167133,0.01091342,0.03925475,0.04357356,0.36367348,0.02680751,0.51738743
-5.05152576,4.89117415,0.25194940,4.12185854,0.01077795,0.03764199,0.04283025,0.35325293,0.02624152,0.50545777
-5.04552276,4.82693226,0.24245047,4.08228386,0.01057421,0.03601646,0.04203901,0.34116915,0.02556156,0.49146312
-5.03951976,4.74087474,0.23273357,4.02356221,0.01030591,0.03437046,0.04117546,0.32758936,0.02476965,0.47553511
-5.03351676,4.63418032,0.22278069,3.94661029,0.00997804,0.03270040,0.04022104,0.31270785,0.02387113,0.45784726
-5.02751376,4.50834918,0.21259525,3.85261171,0.00959658,0.03100645,0.03916309,0.29673966,0.02287438,0.43860814
-5.02151076,4.36515109,0.20219970,3.74297711,0.00916846,0.02929215,0.03799473,0.27991382,0.02179044,0.41805370
-5.01550775,4.20656976,0.19163252,3.61930128,0.00870123,0.02756380,0.03671452,0.26246650,0.02063253,0.39643925
-5.00950475,4.03474568,0.18094500,3.48331890,0.00820295,0.02582992,0.03532601,0.24463443,0.01941551,0.37403139
-5.00350175,3.85191966,0.17019787,3.33686050,0.00768189,0.02410060,0.03383720,0.22664866,0.01815537,0.35110021
-4.99749875,3.66037898,0.15945805,3.18181025,0.00714637,0.02238686,0.03225983,0.20872901,0.01686858,0.32791210
-4.99149575,3.46240776,0.14879551,3.02006650,0.00660453,0.02070014,0.03060872,0.19107935,0.01557166,0.30472335
-4.98549275,3.26024268,0.13828054,2.85350625,0.00606415,0.01905171,0.02890105,0.17388371,0.01428058,0.28177471
-4.97948974,3.05603504,0.12798133,2.68395410,0.00553252,0.01745226,0.02715567,0.15730354,0.01301037,0.25928712
-4.97348674,2.85181941,0.11796204,2.51315596,0.00501626,0.01591154,0.02539239,0.14147582,0.01177476,0.23745845
-4.96748374,2.64948920,0.10828126,2.34275779,0.00452131,0.01443809,0.02363147,0.12651226,0.01058584,0.21646157
-4.96148074,2.45077889,0.09899095,2.17428921,0.00405280,0.01303903,0.02189302,0.11249937,0.00945392,0.19644329
-4.95547774,2.25725237,0.09013580,2.00915164,0.00361511,0.01171998,0.02019658,0.09949933,0.00838735,0.17752447
-4.94947474,2.07029699,0.08175288,1.84861073,0.00321181,0.01048502,0.01856081,0.08755154,0.00739253,0.15980086
-4.94347174,1.89112247,0.07387173,1.69379240,0.00284575,0.00933674,0.01700321,0.07667480,0.00647394,0.14334473
-4.93746873,1.72076387,0.06651461,1.54568220,0.00251912,0.00827630,0.01553995,0.06686971,0.00563422,0.12820697
-4.93146573,1.56008783,0.05969696,1.40512719,0.00223350,0.00730358,0.01418577,0.05812152,0.00487435,0.11441962
-4.92546273,1.40980133,0.05342807,1.27284003,0.00199003,0.00641730,0.01295400,0.05040290,0.00419383,0.10199854
-4.91945973,1.27046215,0.04771175,1.14940471,0.00178941,0.00561527,0.01185653,0.04367684,0.00359091,0.09094627
-4.91345673,1.14249041,0.04254712,1.03528343,0.00163209,0.00489449,0.01090392,0.03789929,0.00306282,0.08125460
-4.90745373,1.02618060,0.03792935,0.93082433,0.00151833,0.00425139,0.01010546,0.03302164,0.00260600,0.07290718
-4.90145073,0.92171363,0.03385040,0.83626967,0.00144825,0.00368200,0.00946928,0.02899291,0.00221636,0.06588165
-4.89544772,0.82916844,0.03029968,0.75176415,0.00142194,0.00318214,0.00900241,0.02576152,0.00188944,0.06015155
-4.88944472,0.74853290,0.02726468,0.67736320,0.00143951,0.00274753,0.00871087,0.02327679,0.00162068,0.05568774
-4.88344172,0.67971385,0.02473150,0.61304102,0.00150107,0.00237400,0.00859967,0.02148995,0.00140552,0.05245951
-4.87743872,0.62254592,0.02268528,0.55869817,0.00160680,0.00205762,0.00867286,0.02035490,0.00123961,0.05043514
-4.87143572,0.57679945,0.02111059,0.51416871,0.00175690,0.00179478,0.00893342,0.01982851,0.00111887,0.04958221
-4.86543272,0.54218717,0.01999175,0.47922679,0.00195156,0.00158235,0.00938329,0.01987070,0.00103959,0.04986753
-4.85942971,0.51837001,0.01931304,0.45359281,0.00219096,0.00141778,0.01002318,0.02044428,0.00099853,0.05125678
-4.85342671,0.50496217,0.01905892,0.43693901,0.00247518,0.00129918,0.01085253,0.02151453,0.00099293,0.05371400
-4.84742371,0.50153566,0.01921424,0.42889489,0.00280417,0.00122543,0.01186940,0.02304878,0.00102055,0.05720100
-4.84142071,0.50762467,0.01976436,0.42905237,0.00317767,0.00119626,0.01307036,0.02501584,0.00107965,0.06167674
-4.83541771,0.52273014,0.02069542,0.43697110,0.00359520,0.00121234,0.01445046,0.02738554,0.00116906,0.06709685
-4.82941471,0.54632478,0.02199446,0.45218396,0.00405595,0.00127540,0.01600325,0.03012827,0.00128807,0.07341335
-4.82341171,0.57785896,0.02364979,0.47420303,0.00455885,0.00138826,0.01772083,0.03321474,0.00143651,0.08057471
-4.81740870,0.61676766,0.02565122,0.50252619,0.00510247,0.00155496,0.01959407,0.03661595,0.00161465,0.08852618
-4.81140570,0.66247879,0.02799049,0.53664450,0.00568505,0.00178084,0.02161284,0.04030329,0.00182323,0.09721063
-4.80540270,0.71442276,0.03066169,0.57605033,0.00630457,0.00207260,0.02376638,0.04424905,0.00206337,0.10656979
-4.79939970,0.77204343,0.03366173,0.62024620,0.00695870,0.00243837,0.02604381,0.04842707,0.00233658,0.11654596
-4.79339670,0.83481007,0.03699086,0.66875422,0.00764492,0.00288778,0.02843463,0.05281373,0.00264469,0.12708409
-4.78739370,0.90223011,0.04065313,0.72112580,0.00836054,0.00343201,0.03092941,0.05738918,0.00298980,0.13813418
-4.78139070,0.97386202,0.04465693,0.77695129,0.00910278,0.00408381,0.03352041,0.06213868,0.00337419,0.14965396
-4.77538769,1.04932784,0.04901534,0.83586910,0.00986880,0.00485746,0.03620230,0.06705422,0.00380029,0.16161161
-4.76938469,1.12832461,0.05374647,0.89757379,0.01065574,0.00576881,0.03897281,0.07213606,0.00427055,0.17398846
-4.76338169,1.21063390,0.05887358,0.96182261,0.01146078,0.00683516,0.04183328,0.07739441,0.00478735,0.18678149
-4.75737869,1.29612890,0.06442508,1.02844003,0.01228109,0.00807519,0.04478915,0.08285089,0.00535289,0.20000539
-4.75137569,1.38477827,0.07043423,1.09731982,0.01311384,0.00950880,0.04785029,0.08853988,0.00596908,0.21369413
-4.74537269,1.47664637,0.07693866,1.16842431,0.01395613,0.01115692,0.05103106,0.09450955,0.00663739,0.22790184
-4.73936968,1.57188944,0.08397957,1.24178084,0.01480493,0.01304128,0.05435020,0.10082259,0.00735873,0.24270279
-4.73336668,1.67074779,0.09160071,1.31747519,0.01565694,0.01518411,0.05783050,0.10755643,0.00813336,0.25819062
-4.72736368,1.77353382,0.09984703,1.39564228,0.01650851,0.01760779,0.06149810,0.11480303,0.00896075,0.27447644
-4.72136068,1.88061652,0.10876311,1.47645446,0.01735551,0.02033445,0.06538159,0.12266802,0.00983955,0.29168609
-4.71535768,1.99240276,0.11839138,1.56010792,0.01819320,0.02338548,0.06951090,0.13126935,0.01076747,0.30995641
-4.70935468,2.10931604,0.12877016,1.64680770,0.01901616,0.02678103,0.07391586,0.14073525,0.01174133,0.32943068
-4.70335168,2.23177372,0.13993154,1.73675214,0.01981817,0.03053941,0.07862471,0.15120160,0.01275703,0.35025329
-4.69734867,2.36016336,0.15189923,1.83011726,0.02059225,0.03467647,0.08366239,0.16280869,0.01380964,0.37256390
-4.69134567,2.49481916,0.16468644,1.92704197,0.02133065,0.03920488,0.08904884,0.17569746,0.01489349,0.39649108
-4.68534267,2.63599927,0.17829379,2.02761437,0.02202492,0.04413341,0.09479733,0.19000513,0.01600231,0.42214580
-4.67933967,2.78386465,0.19270735,2.13185990,0.02266607,0.04946620,0.10091281,0.20586055,0.01712939,0.44961500
-4.67333667,2.93846013,0.20789703,2.23973137,0.02324479,0.05520195,0.10739061,0.22337912,0.01826779,0.47895521
-4.66733367,3.09969805,0.22381510,2.35110124,0.02375169,0.06133317,0.11421527,0.24265751,0.01941050,0.51018677
-4.66133067,3.26734482,0.24039521,2.46575603,0.02417759,0.06784548,0.12135978,0.26376842,0.02055066,0.54328866
-4.65532766,3.44101057,0.25755177,2.58339284,0.02451388,0.07471694,0.12878526,0.28675534,0.02168174,0.57819421
-4.64932466,3.62014212,0.27517990,2.70361778,0.02475285,0.08191752,0.13644110,0.31162772,0.02279767,0.61478791
-4.64332166,3.80401934,0.29315584,2.82594624,0.02488801,0.08940873,0.14426562,0.33835656,0.02389295,0.65290342
