energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.83791896,5.44023651,0.02292661,0.71189825,3.84746661,3.25652901,0.56756272,0.13592551,1.21111226,0.00000000
-5.83191596,5.54618866,0.02373539,0.73326578,3.95449553,3.33046450,0.54727231,0.13906576,1.21054740,0.00000000
-5.82591296,5.66545227,0.02466740,0.75325811,4.06223226,3.41309680,0.52855478,0.14322726,1.21542741,0.00000000
-5.81990995,5.79938078,0.02573323,0.77167366,4.17000674,3.50534625,0.51188448,0.14847314,1.22646882,0.00000000
-5.81390695,5.94930220,0.02694225,0.78833550,4.27722606,3.60809521,0.49773527,0.15486356,1.24437575,0.00000000
-5.80790395,6.11648854,0.02830234,0.80309749,4.38340796,3.72216156,0.48657339,0.16245462,1.26982679,0.00000000
-5.80190095,6.30212019,0.02981953,0.81584945,4.48820920,3.84826947,0.47885078,0.17129680,1.30346053,0.00000000
-5.79589795,6.50724448,0.03149766,0.82652134,4.59144683,3.98701751,0.47499892,0.18143315,1.34585986,0.00000000
-5.78989495,6.73272855,0.03333812,0.83508586,4.69311064,4.13884442,0.47542290,0.19289703,1.39753492,0.00000000
-5.78389195,6.97920692,0.03533951,0.84155940,4.79336566,4.30399294,0.48049587,0.20570957,1.45890515,0.00000000
-5.77788894,7.24702516,0.03749744,0.84600121,4.89254395,4.48247292,0.49055359,0.21987699,1.53028068,0.00000000
-5.77188594,7.53618127,0.03980429,0.84851071,4.99112598,4.67402475,0.50588909,0.23538780,1.61184374,0.00000000
-5.76588294,7.84626757,0.04224906,0.84922310,5.08971212,4.87808506,0.52674726,0.25221004,1.70363051,0.00000000
-5.75987994,8.17641598,0.04481724,0.84830342,5.18898566,5.09375657,0.55331950,0.27028880,1.80551448,0.00000000
-5.75387694,8.52525019,0.04749084,0.84593947,5.28966924,5.31978426,0.58573828,0.28954407,1.91719190,0.00000000
-5.74787394,8.89084829,0.05024841,0.84233379,5.39247674,5.55454010,0.62407174,0.30986922,2.03817028,0.00000000
-5.74187094,9.27071958,0.05306520,0.83769536,5.49806345,5.79601857,0.66831840,0.33113009,2.16776079,0.00000000
-5.73586793,9.66179854,0.05591342,0.83223123,5.60697669,6.04184469,0.71840217,0.35316498,2.30507530,0.00000000
-5.72986493,10.06045892,0.05876257,0.82613879,5.71960984,6.28929619,0.77416779,0.37578551,2.44902859,0.00000000
-5.72386193,10.46254957,0.06157996,0.81959886,5.83616175,6.53534059,0.83537695,0.39877849,2.59834635,0.00000000
-5.71785893,10.86345311,0.06433119,0.81277004,5.95660373,6.77668744,0.90170542,0.42190875,2.75157913,0.00000000
-5.71185593,11.25816704,0.06698086,0.80578463,6.08065549,7.00985505,0.97274135,0.44492296,2.90712217,0.00000000
-5.70585293,11.64140589,0.06949328,0.79874621,6.20777129,7.23125039,1.04798513,0.46755431,3.06324108,0.00000000
-5.69984992,12.00772182,0.07183325,0.79172891,6.33713656,7.43725981,1.12685102,0.48952792,3.21810271,0.00000000
-5.69384692,12.35163990,0.07396691,0.78477836,6.46767532,7.62434775,1.20867092,0.51056690,3.36981056,0.00000000
-5.68784392,12.66780355,0.07586255,0.77791415,6.59806763,7.78915976,1.29270045,0.53039885,3.51644399,0.00000000
-5.68184092,12.95112469,0.07749144,0.77113349,6.72677658,7.92862595,1.37812747,0.54876247,3.65609986,0.00000000
-5.67583792,13.19693312,0.07882862,0.76441589,6.85208348,8.04006071,1.46408335,0.56541432,3.78693581,0.00000000
-5.66983492,13.40111913,0.07985364,0.75772839,6.97212998,8.12125441,1.54965683,0.58013524,3.90721365,0.00000000
-5.66383192,13.56026402,0.08055112,0.75103100,7.08496576,8.17055333,1.63391047,0.59273644,4.01534178,0.00000000
-5.65782891,13.67175335,0.08091133,0.74428215,7.18860019,8.18692441,1.71589959,0.60306494,4.10991538,0.00000000
-5.65182591,13.73386878,0.08093050,0.73744358,7.28105652,8.17000191,1.79469316,0.61100827,4.18975325,0.00000000
-5.64582291,13.74585523,0.08061110,0.73048473,7.36042727,8.12011445,1.86939646,0.61649820,4.25393024,0.00000000
-5.63981991,13.70796116,0.07996189,0.72338621,7.42492928,8.03829108,1.93917457,0.61951349,4.30180433,0.00000000
-5.63381691,13.62145111,0.07899785,0.71614234,7.47295734,7.92624664,2.00327628,0.62008151,4.33303771,0.00000000
-5.62781391,13.48859056,0.07773997,0.70876275,7.50313497,7.78634729,2.06105730,0.61827871,4.34761102,0.00000000
-5.62181091,13.31260421,0.07621486,0.70127302,7.51436121,7.62155785,2.11200193,0.61422988,4.34583053,0.00000000
-5.61580790,13.09761004,0.07445422,0.69371448,7.50585217,7.43537359,2.15574224,0.60810627,4.32832769,0.00000000
-5.60980490,12.84853163,0.07249429,0.68614327,7.47717609,7.23173930,2.19207360,0.60012253,4.29605105,0.00000000
-5.60380190,12.57099220,0.07037504,0.67862884,7.42828067,7.01495902,2.22096581,0.59053260,4.25025055,0.00000000
-5.59779890,12.27119396,0.06813942,0.67125200,7.35951153,6.78959986,2.24256886,0.57962454,4.19245413,0.00000000
-5.59179590,11.95578635,0.06583245,0.66410264,7.27162055,6.56039312,2.25721265,0.56771453,4.12443724,0.00000000
-5.58579290,11.63172684,0.06350031,0.65727731,7.16576327,6.33213593,2.26540038,0.55513999,4.04818552,0.00000000
-5.57978989,11.30613769,0.06118941,0.65087665,7.04348440,6.10959594,2.26779522,0.54225219,3.96585151,0.00000000
-5.57378689,10.98616178,0.05894539,0.64500271,6.90669138,5.89742139,2.26520062,0.52940828,3.87970611,0.00000000
-5.56778389,10.67882040,0.05681222,0.63975629,6.75761553,5.70005806,2.25853460,0.51696317,3.79208594,0.00000000
-5.56178089,10.39087550,0.05483128,0.63523412,6.59876181,5.52167439,2.24879880,0.50526127,3.70533783,0.00000000
-5.55577789,10.12869860,0.05304046,0.63152598,6.43284780,5.36609524,2.23704348,0.49462839,3.62176187,0.00000000
-5.54977489,9.89814855,0.05147339,0.62871173,6.26273378,5.23674471,2.22432974,0.48536410,3.54355460,0.00000000
-5.54377189,9.70445976,0.05015870,0.62685809,6.09134596,5.13659771,2.21169052,0.47773467,3.47275393,0.00000000
-5.53776888,9.55214298,0.04911944,0.62601551,5.92159548,5.06814029,2.20009207,0.47196682,3.41118765,0.00000000
-5.53176588,9.44489994,0.04837249,0.62621482,5.75629618,5.03333801,2.19039765,0.46824262,3.36042710,0.00000000
-5.52576288,9.38555376,0.04792825,0.62746405,5.59808440,5.03361228,2.18333498,0.46669554,3.32174761,0.00000000
-5.51975988,9.37599643,0.04779039,0.62974543,5.44934414,5.06982424,2.17946914,0.46740787,3.29609732,0.00000000
-5.51375688,9.41715474,0.04795572,0.63301280,5.31214065,5.14226598,2.17918202,0.47040960,3.28407525,0.00000000
-5.50775388,9.50897584,0.04841426,0.63718959,5.18816555,5.25065922,2.18265948,0.47567886,3.28591988,0.00000000
-5.50175088,9.65043325,0.04914951,0.64216768,5.07869576,5.39416141,2.18988662,0.48314370,3.30150847,0.00000000
-5.49574787,9.83955364,0.05013874,0.64780725,4.98456828,5.57137962,2.20065155,0.49268535,3.33036736,0.00000000
-5.48974487,10.07346435,0.05135359,0.65393792,4.90617163,5.78039234,2.21455747,0.50414272,3.37169286,0.00000000
-5.48374187,10.34846102,0.05276070,0.66036115,4.84345467,6.01877948,2.23104229,0.51731786,3.42438215,0.00000000
-5.47773887,10.66009391,0.05432248,0.66685415,4.79595196,6.28366069,2.24940504,0.53198237,3.48707272,0.00000000
-5.47173587,11.00327114,0.05599802,0.67317515,4.76282451,6.57174175,2.26883764,0.54788428,3.55818915,0.00000000
-5.46573287,11.37237597,0.05774405,0.67906997,4.74291393,6.87936895,2.28846067,0.56475520,3.63599532,0.00000000
-5.45972986,11.76139541,0.05951598,0.68427973,4.73480731,7.20259053,2.30736131,0.58231752,3.71864993,0.00000000
-5.45372686,12.16405613,0.06126890,0.68854941,4.73690968,7.53722446,2.32463182,0.60029127,3.80426339,0.00000000
-5.44772386,12.57396404,0.06295863,0.69163680,4.74752080,7.87893110,2.33940686,0.61840057,3.89095394,0.00000000
-5.44172086,12.98474336,0.06454277,0.69332166,4.76491269,8.22328934,2.35089797,0.63637931,3.97690083,0.00000000
-5.43571786,13.39017119,0.06598156,0.69341444,4.78740451,8.56587439,2.35842387,0.65397604,4.06039294,0.00000000
-5.42971486,13.78430367,0.06723878,0.69176426,4.81343165,8.90233530,2.36143547,0.67095791,4.13987111,0.00000000
-5.42371186,14.16159036,0.06828248,0.68826568,4.84160623,9.22847025,2.35953458,0.68711374,4.21396308,0.00000000
-5.41770885,14.51697390,0.06908558,0.68286391,4.87076670,9.54029782,2.35248609,0.70225607,4.28151015,0.00000000
-5.41170585,14.84597267,0.06962634,0.67555815,4.90001501,9.83412219,2.34022311,0.71622249,4.34158515,0.00000000
-5.40570285,15.14474491,0.06988868,0.66640288,4.92874016,10.10659097,2.32284560,0.72887617,4.39350167,0.00000000
-5.39969985,15.41013356,0.06986235,0.65550701,4.95662789,10.35474415,2.30061262,0.74010581,4.43681495,0.00000000
-5.39369685,15.63969165,0.06954298,0.64303086,4.98365667,10.57605335,2.27392921,0.74982515,4.47131499,0.00000000
-5.38769385,15.83168906,0.06893192,0.62918114,5.01008094,10.76845064,2.24332861,0.75797216,4.49701296,0.00000000
-5.38169085,15.98510165,0.06803601,0.61420406,5.03640278,10.93034664,2.20945104,0.76450804,4.51412189,0.00000000
-5.37568784,16.09958468,0.06686726,0.59837703,5.06333383,11.06063812,2.17302010,0.76941615,4.52303298,0.00000000
-5.36968484,16.17543229,0.06544235,0.58199910,5.09174944,11.15870515,2.13481799,0.77270086,4.52428877,0.00000000
-5.36368184,16.21352551,0.06378212,0.56538080,5.12263720,11.22439870,2.09566057,0.77438641,4.51855441,0.00000000
-5.35767884,16.21527093,0.06191098,0.54883363,5.15704217,11.25801919,2.05637330,0.77451577,4.50658814,0.00000000
-5.35167584,16.18253235,0.05985628,0.53265967,5.19601098,11.26028717,2.01776892,0.77314942,4.48921210,0.00000000
-5.34567284,16.11755757,0.05764764,0.51714189,5.24053700,11.23230694,1.98062744,0.77036406,4.46728416,0.00000000
-5.33966983,16.02290230,0.05531632,0.50253522,5.29150852,11.17552431,1.94567902,0.76625110,4.44167160,0.00000000
-5.33366683,15.90135292,0.05289452,0.48905905,5.34966170,11.09167960,1.91358988,0.76091492,4.41322700,0.00000000
-5.32766383,15.75584983,0.05041481,0.47689106,5.41553980,10.98275702,1.88495155,0.75447091,4.38276684,0.00000000
-5.32166083,15.58941270,0.04790945,0.46616284,5.48945989,10.85093163,1.86027319,0.74704311,4.35105279,0.00000000
-5.31565783,15.40506904,0.04540988,0.45695717,5.57148803,10.69851496,1.83997690,0.73876161,4.31877609,0.00000000
-5.30965483,15.20578725,0.04294618,0.44930714,5.66142343,10.52790065,1.82439576,0.72975968,4.28654486,0.00000000
-5.30365183,14.99441541,0.04054664,0.44319691,5.75879209,10.34151120,1.81377412,0.72017067,4.25487441,0.00000000
-5.29764882,14.77362684,0.03823731,0.43856411,5.86284992,10.14174715,1.80826987,0.71012499,4.22418052,0.00000000
-5.29164582,14.54587353,0.03604168,0.43530362,5.97259505,9.93093991,1.80795822,0.69974696,4.19477573,0.00000000
-5.28564282,14.31334845,0.03398044,0.43327263,6.08678890,9.71130932,1.81283656,0.68915206,4.16686846,0.00000000
-5.27963982,14.07795760,0.03207121,0.43229662,6.20398530,9.48492721,1.82283012,0.67844444,4.14056501,0.00000000
-5.27363682,13.84130232,0.03032844,0.43217607,6.32256652,9.25368776,1.83779796,0.66771502,4.11587434,0.00000000
-5.26763382,13.60467244,0.02876332,0.43269368,6.44078510,9.01928543,1.85753917,0.65704024,4.09271539,0.00000000
-5.26163082,13.36905006,0.02738377,0.43362174,6.55680998,8.78320106,1.88179885,0.64648143,4.07092681,0.00000000
-5.25562781,13.13512389,0.02619447,0.43472951,6.66877538,8.54669616,1.91027376,0.63608509,4.05027878,0.00000000
-5.24962481,12.90331294,0.02519700,0.43579027,6.77483073,8.31081531,1.94261756,0.62588382,4.03048645,0.00000000
-5.24362181,12.67379870,0.02438992,0.43658796,6.87318977,8.07639619,1.97844528,0.61589801,4.01122465,0.00000000
-5.23761881,12.44656386,0.02376903,0.43692309,6.96217725,7.84408628,2.01733728,0.60613806,3.99214314,0.00000000
-5.23161581,12.22143564,0.02332757,0.43661794,7.04027135,7.61436508,2.05884242,0.59660708,3.97288185,0.00000000
-5.22561281,11.99813152,0.02305646,0.43552071,7.10614045,7.38757043,2.10248056,0.58730386,3.95308549,0.00000000
-5.21960980,11.77630481,0.02294464,0.43350878,7.15867280,7.16392737,2.14774458,0.57822579,3.93241677,0.00000000
-5.21360680,11.55558801,0.02297929,0.43049084,7.19699820,6.94357772,2.19410183,0.56937175,3.91056776,0.00000000
-5.20760380,11.33563145,0.02314622,0.42640801,7.22050096,6.72660892,2.24099551,0.56074457,3.88726884,0.00000000
-5.20160080,11.11613565,0.02343015,0.42123383,7.22882393,6.51308049,2.28784591,0.55235292,3.86229491,0.00000000
-5.19559780,10.89687593,0.02381501,0.41497338,7.22186371,6.30304692,2.33405210,0.54421264,3.83546867,0.00000000
-5.18959480,10.67771844,0.02428433,0.40766136,7.19975766,6.09657603,2.37899416,0.53634716,3.80666099,0.00000000
-5.18359180,10.45862739,0.02482145,0.39935942,7.16286361,5.89376211,2.42203634,0.52878723,3.77578859,0.00000000
-5.17758879,10.23966396,0.02540992,0.39015287,7.11173360,5.69473379,2.46253146,0.52156979,3.74280926,0.00000000
-5.17158579,10.02097763,0.02603372,0.38014670,7.04708315,5.49965671,2.49982676,0.51473607,3.70771536,0.00000000
-5.16558279,9.80279157,0.02667752,0.36946142,6.96975778,5.30873149,2.53327138,0.50832920,3.67052603,0.00000000
-5.15957979,9.58538358,0.02732697,0.35822851,6.88069860,5.12218795,2.56222546,0.50239123,3.63127885,0.00000000
-5.15357679,9.36906480,0.02796886,0.34658592,6.78090854,4.94027632,2.58607084,0.49695999,3.59002176,0.00000000
-5.14757379,9.15415787,0.02859127,0.33467364,6.67142098,4.76325681,2.60422319,0.49206583,3.54680566,0.00000000
-5.14157079,8.94097672,0.02918377,0.32262947,6.55327200,4.59138845,2.61614511,0.48772858,3.50167852,0.00000000
-5.13556778,8.72980929,0.02973744,0.31058524,6.42747734,4.42491840,2.62135977,0.48395483,3.45468119,0.00000000
-5.12956478,8.52090472,0.03024490,0.29866342,6.29501478,4.26407244,2.61946464,0.48073588,3.40584534,0.00000000
-5.12356178,8.31446561,0.03070032,0.28697436,6.15681220,4.10904750,2.61014443,0.47804627,3.35519357,0.00000000
-5.11755878,8.11064586,0.03109935,0.27561411,6.01374138,3.96000643,2.59318281,0.47584334,3.30274168,0.00000000
-5.11155578,7.90955393,0.03143900,0.26466292,5.86661712,3.81707551,2.56847204,0.47406758,3.24850277,0.00000000
-5.10555278,7.71126111,0.03171749,0.25418445,5.71620106,3.68034424,2.53602014,0.47264402,3.19249305,0.00000000
-5.09954977,7.51581385,0.03193409,0.24422556,5.56320937,3.54986754,2.49595490,0.47148453,3.13473864,0.00000000
-5.09354677,7.32324931,0.03208893,0.23481683,5.40832340,3.42566967,2.44852459,0.47049106,3.07528324,0.00000000
-5.08754377,7.13361283,0.03218280,0.22597361,5.25220215,3.30774953,2.39409518,0.46955955,3.01419584,0.00000000
-5.08154077,6.94697618,0.03221700,0.21769761,5.09549568,3.19608677,2.33314398,0.46858453,2.95157829,0.00000000
-5.07553777,6.76345549,0.03219316,0.20997891,4.93885850,3.09064820,2.26625016,0.46746413,2.88757216,0.00000000
-5.06953477,6.58322799,0.03211313,0.20279833,4.78296204,2.99139410,2.19408234,0.46610529,2.82236456,0.00000000
-5.06353177,6.40654657,0.03197895,0.19612998,4.62850567,2.89828404,2.11738399,0.46442896,2.75619277,0.00000000
-5.05752876,6.23375183,0.03179280,0.18994401,4.47622554,2.81128224,2.03695713,0.46237512,2.68934736,0.00000000
-5.05152576,6.06528114,0.03155705,0.18420927,4.32690100,2.73036206,1.95364520,0.45990723,2.62217379,0.00000000
-5.04552276,5.90167449,0.03127435,0.17889591,4.18135822,2.65551002,1.86831566,0.45701601,2.55507233,0.00000000
-5.03951976,5.74357721,0.03094774,0.17397776,4.04047078,2.58672924,1.78184319,0.45372231,2.48849633,0.00000000
-5.03351676,5.59173947,0.03058085,0.16943437,3.90515714,2.52404258,1.69509388,0.45007885,2.42294888,0.00000000
-5.02751376,5.44701273,0.03017799,0.16525259,3.77637498,2.46749568,1.60891108,0.44617074,2.35897772,0.00000000
-5.02151076,5.31034328,0.02974436,0.16142768,3.65511214,2.41716005,1.52410310,0.44211461,2.29716860,0.00000000
-5.01550775,5.18276281,0.02928613,0.15796391,3.54237446,2.37313624,1.44143306,0.43805640,2.23813689,0.00000000
-5.00950475,5.06537628,0.02881053,0.15487448,3.43917035,2.33555726,1.36161079,0.43416761,2.18251763,0.00000000
-5.00350175,4.95934695,0.02832584,0.15218091,3.34649237,2.30459207,1.28528685,0.43064037,2.13095402,0.00000000
-4.99749875,4.86587876,0.02784132,0.14991185,3.26529603,2.28044890,1.21304832,0.42768119,2.08408437,0.00000000
-4.99149575,4.78619601,0.02736702,0.14810137,3.19647616,2.26337823,1.14541616,0.42550370,2.04252775,0.00000000
-4.98549275,4.72152050,0.02691355,0.14678675,3.14084143,2.25367503,1.08284376,0.42432063,2.00686847,0.00000000
-4.97948974,4.67304642,0.02649171,0.14600603,3.09908768,2.25167972,1.02571636,0.42433530,1.97763983,0.00000000
-4.97348674,4.64191314,0.02611211,0.14579527,3.07177092,2.25777760,0.97435104,0.42573287,1.95530742,0.00000000
-4.96748374,4.62917646,0.02578468,0.14618569,3.05928097,2.27239609,0.92899692,0.42867193,1.94025255,0.00000000
-4.96148074,4.63577883,0.02551816,0.14720098,3.06181685,2.29599951,0.88983543,0.43327651,1.93275634,0.00000000
-4.95547774,4.66251920,0.02531965,0.14885470,3.07936502,2.32908101,0.85698046,0.43962911,1.93298514,0.00000000
-4.94947474,4.71002322,0.02519410,0.15114806,3.11168162,2.37215137,0.83047838,0.44776491,1.94097790,0.00000000
-4.94347174,4.77871455,0.02514393,0.15406816,3.15827969,2.42572455,0.81030783,0.45766759,1.95663615,0.00000000
-4.93746873,4.86878817,0.02516871,0.15758673,3.21842229,2.49029998,0.79637943,0.46926684,1.97971710,0.00000000
-4.93146573,4.98018618,0.02526493,0.16165953,3.29112213,2.56634170,0.78853554,0.48243778,2.00983049,0.00000000
-4.92546273,5.11257697,0.02542595,0.16622643,3.37514809,2.65425466,0.78655016,0.49700241,2.04643926,0.00000000
-4.91945973,5.26533826,0.02564205,0.17121200,3.46903870,2.75435857,0.79012918,0.51273291,2.08886456,0.00000000
-4.91345673,5.43754425,0.02590066,0.17652694,3.57112235,2.86685993,0.79891123,0.52935684,2.13629480,0.00000000
-4.90745373,5.62795745,0.02618669,0.18206988,3.67954364,2.99182295,0.81246917,0.54656393,2.18779875,0.00000000
-4.90145073,5.83502526,0.02648303,0.18772976,3.79229508,3.12914027,0.83031261,0.56401420,2.24234220,0.00000000
-4.89544772,6.05688143,0.02677113,0.19338858,3.90725305,3.27850446,0.85189137,0.58134712,2.29880773,0.00000000
-4.88944472,6.29135261,0.02703169,0.19892436,4.02221698,3.43938147,0.87660020,0.59819146,2.35601692,0.00000000
-4.88344172,6.53596993,0.02724535,0.20421423,4.13495026,3.61098727,0.90378483,0.61417529,2.41275424,0.00000000
-4.87743872,6.78798594,0.02739344,0.20913757,4.24322184,3.79226886,0.93274926,0.62893596,2.46779184,0.00000000
-4.87143572,7.04439692,0.02745872,0.21357895,4.34484729,3.98189107,0.96276453,0.64212946,2.51991446,0.00000000
-4.86543272,7.30197080,0.02742597,0.21743090,4.43772816,4.17823026,0.99307880,0.65343911,2.56794367,0.00000000
-4.85942971,7.55728102,0.02728265,0.22059637,4.51988895,4.37937618,1.02292868,0.66258298,2.61076086,0.00000000
-4.85342671,7.80674637,0.02701927,0.22299077,4.58951086,4.58314282,1.05155175,0.66932012,2.64732827,0.00000000
-4.84742371,8.04667713,0.02662976,0.22454363,4.64496188,4.78708900,1.07819994,0.67345534,2.67670770,0.00000000
-4.84142071,8.27332735,0.02611167,0.22519984,4.68482290,4.98854911,1.10215364,0.67484244,2.69807652,0.00000000
-4.83541771,8.48295306,0.02546614,0.22492040,4.70790960,5.18467392,1.12273611,0.67338600,2.71074085,0.00000000
-4.82941471,8.67187589,0.02469783,0.22368276,4.71329013,5.37248106,1.13932782,0.66904169,2.71414573,0.00000000
-4.82341171,8.83655123,0.02381466,0.22148079,4.70029841,5.54891422,1.15138029,0.66181534,2.70788222,0.00000000
-4.81740870,8.97363946,0.02282743,0.21832438,4.66854311,5.71090966,1.15842893,0.65176073,2.69169168,0.00000000
-4.81140570,9.08007882,0.02174937,0.21423872,4.61791232,5.85546830,1.16010444,0.63897654,2.66546723,0.00000000
-4.80540270,9.15315756,0.02059561,0.20926328,4.54857376,5.97973099,1.15614215,0.62360237,2.62925239,0.00000000
-4.79939970,9.19058319,0.01938256,0.20345061,4.46097052,6.08105449,1.14638899,0.60581419,2.58323741,0.00000000
-4.79339670,9.19054622,0.01812741,0.19686497,4.35581217,6.15708537,1.13080766,0.58581934,2.52775306,0.00000000
-4.78739370,9.15177562,0.01684747,0.18958069,4.23406132,6.20582897,1.10947765,0.56385126,2.46326228,0.00000000
-4.78139070,9.07358354,0.01555969,0.18168059,4.09691536,6.22571063,1.08259309,0.54016402,2.39034984,0.00000000
-4.77538769,8.95589694,0.01428014,0.17325415,3.94578374,6.21562658,1.05045718,0.51502689,2.30970999,0.00000000
-4.76938469,8.79927412,0.01302366,0.16439576,3.78226077,6.17498224,1.01347351,0.48871890,2.22213254,0.00000000
-4.76338169,8.60490482,0.01180348,0.15520283,3.60809453,6.10371620,0.97213446,0.46152358,2.12848743,0.00000000
-4.75737869,8.37459315,0.01063102,0.14577398,3.42515223,6.00230861,0.92700699,0.43372397,2.02970798,0.00000000
-4.75137569,8.11072333,0.00951573,0.13620725,3.23538303,5.87177356,0.87871646,0.40559787,1.92677342,0.00000000
-4.74537269,7.81620885,0.00846505,0.12659834,3.04077895,5.71363544,0.82792909,0.37741340,1.82069059,0.00000000
-4.73936968,7.49442685,0.00748439,0.11703899,2.84333528,5.52989025,0.77533361,0.34942503,1.71247563,0.00000000
-4.73336668,7.14913954,0.00657728,0.10761546,2.64501133,5.32295321,0.72162293,0.32186999,1.60313578,0.00000000
-4.72736368,6.78440563,0.00574544,0.09840724,2.44769291,5.09559482,0.66747647,0.29496524,1.49365184,0.00000000
-4.72136068,6.40448480,0.00498900,0.08948587,2.25315764,4.85086775,0.61354377,0.26890493,1.38496175,0.00000000
-4.71535768,6.01373880,0.00430668,0.08091404,2.06304416,4.59202746,0.56042997,0.24385841,1.27794559,0.00000000
-4.70935468,5.61653242,0.00369607,0.07274495,1.87882616,4.32244954,0.50868359,0.21996894,1.17341252,0.00000000
-4.70335168,5.21713808,0.00315381,0.06502188,1.70179188,4.04554675,0.45878696,0.19735293,1.07208978,0.00000000
-4.69734867,4.81964695,0.00267582,0.05777806,1.53302967,3.76468875,0.41114941,0.17609977,0.97461425,0.00000000
-4.69134567,4.42788943,0.00225753,0.05103676,1.37341965,3.48312717,0.36610334,0.15627240,0.88152642,0.00000000
-4.68534267,4.04536732,0.00189407,0.04481166,1.22363152,3.20392826,0.32390306,0.13790821,0.79326704,0.00000000
-4.67933967,3.67519916,0.00158042,0.03910742,1.08412820,2.92991514,0.28472617,0.12102070,0.71017634,0.00000000
-4.67333667,3.32007987,0.00131157,0.03392040,0.95517464,2.66362092,0.24867722,0.10560131,0.63249567,0.00000000
-4.66733367,2.98225505,0.00108263,0.02923960,0.83685127,2.40725348,0.21579320,0.09162184,0.56037135,0.00000000
-4.66133067,2.66350958,0.00088893,0.02504765,0.72907109,2.16267231,0.18605063,0.07903692,0.49386050,0.00000000
-4.65532766,2.36516989,0.00072608,0.02132187,0.63159956,1.93137726,0.15937352,0.06778683,0.43293845,0.00000000
-4.64932466,2.08811850,0.00059002,0.01803541,0.54407633,1.71450831,0.13564205,0.05780021,0.37750748,0.00000000
-4.64332166,1.83281936,0.00047706,0.01515828,0.46603782,1.51285568,0.11470140,0.04899692,0.32740632,0.00000000
