energy_ev,total_up,Bi_p_up,Bi_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-6.00000000,1.20371410,0.57312271,0.01043088,0.00052589,0.14762954,0.53437513,0.46197453
-5.99399700,1.19709336,0.56667012,0.01042189,0.00053260,0.15058458,0.53600573,0.45830100
-5.98799400,1.18354750,0.55692050,0.01034831,0.00053617,0.15272918,0.53460769,0.45199008
-5.98199100,1.16332882,0.54406296,0.01021142,0.00053648,0.15399912,0.53021008,0.44316858
-5.97598799,1.13683916,0.52835770,0.01001374,0.00053352,0.15435045,0.52290831,0.43202056
-5.96998499,1.10461213,0.51012510,0.00975890,0.00052731,0.15376004,0.51285932,0.41877942
-5.96398199,1.06729206,0.48973338,0.00945154,0.00051797,0.15222565,0.50027514,0.40371892
-5.95797899,1.02561064,0.46758545,0.00909712,0.00050565,0.14976555,0.48541505,0.38714322
-5.95197599,0.98036209,0.44410527,0.00870180,0.00049055,0.14641753,0.46857671,0.36937662
-5.94597299,0.93237775,0.41972441,0.00827221,0.00047293,0.14223746,0.45008650,0.35075305
-5.93996998,0.88250119,0.39486930,0.00781529,0.00045309,0.13729740,0.43028945,0.33160608
-5.93396698,0.83156449,0.36994943,0.00733813,0.00043136,0.13168329,0.40953912,0.31225943
-5.92796398,0.78036661,0.34534719,0.00684773,0.00040807,0.12549236,0.38818783,0.29301850
-5.92196098,0.72965452,0.32140937,0.00635090,0.00038361,0.11883033,0.36657747,0.27416324
-5.91595798,0.68010755,0.29844064,0.00585411,0.00035832,0.11180853,0.34503129,0.25594226
-5.90995498,0.63232539,0.27669918,0.00536332,0.00033256,0.10454100,0.32384692,0.23856862
-5.90395198,0.58681996,0.25639444,0.00488394,0.00030668,0.09714177,0.30329076,0.22221723
-5.89794897,0.54401114,0.23768692,0.00442074,0.00028100,0.08972238,0.28359401,0.20702379
-5.89194597,0.50422634,0.22068996,0.00397780,0.00025581,0.08238962,0.26495023,0.19308535
-5.88594297,0.46770356,0.20547319,0.00355850,0.00023137,0.07524377,0.24751460,0.18046222
-5.87993997,0.43459774,0.19206752,0.00316552,0.00020791,0.06837724,0.23140475,0.16918120
-5.87393697,0.40498965,0.18047124,0.00280086,0.00018560,0.06187356,0.21670301,0.15923976
-5.86793397,0.37889705,0.17065699,0.00246590,0.00016461,0.05580696,0.20345992,0.15061114
-5.86193097,0.35628725,0.16257920,0.00216144,0.00014503,0.05024228,0.19169874,0.14324982
-5.85592796,0.33709058,0.15618165,0.00188777,0.00012694,0.04523521,0.18142073,0.13709742
-5.84992496,0.32121390,0.15140472,0.00164473,0.00011037,0.04083295,0.17261078,0.13208846
-5.84392196,0.30855375,0.14819218,0.00143184,0.00009534,0.03707493,0.16524321,0.12815594
