energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.87393697,4.60722265,0.01183892,0.46269184,1.47051269,0.61602722,2.35351523,1.91789158,1.72450913,0.00000000
-5.86793397,4.59427984,0.01152539,0.45949121,1.44711652,0.61866510,2.32656791,1.93242334,1.69764327,0.00000000
-5.86193097,4.56841043,0.01119346,0.45478081,1.41828933,0.61988278,2.29126194,1.94181150,1.66562757,0.00000000
-5.85592796,4.52970582,0.01084254,0.44861156,1.38441585,0.61955461,2.24799997,1.94588440,1.62878481,0.00000000
-5.84992496,4.47846047,0.01047276,0.44105476,1.34595796,0.61758272,2.19730804,1.94455886,1.58750923,0.00000000
-5.84392196,4.41517502,0.01008494,0.43220166,1.30344481,0.61390036,2.13982514,1.93784773,1.54225967,0.00000000
-5.83791896,4.34055293,0.00968063,0.42216255,1.25746126,0.60847433,2.07629015,1.92586395,1.49355101,0.00000000
-5.83191596,4.25549071,0.00926200,0.41106544,1.20863512,0.60130625,2.00752644,1.90882113,1.44194392,0.00000000
-5.82591296,4.16106174,0.00883181,0.39905416,1.15762360,0.59243288,1.93442481,1.88703029,1.38803358,0.00000000
-5.81990995,4.05849430,0.00839334,0.38628609,1.10509933,0.58192520,1.85792507,1.86089305,1.33243750,0.00000000
-5.81390695,3.94914439,0.00795030,0.37292934,1.05173645,0.56988657,1.77899685,1.83089143,1.27578282,0.00000000
-5.80790395,3.83446437,0.00750673,0.35915967,0.99819708,0.55644976,1.69862018,1.79757468,1.21869368,0.00000000
-5.80190095,3.71596848,0.00706692,0.34515702,0.94511857,0.54177325,1.61776632,1.76154382,1.16177880,0.00000000
-5.79589795,3.59519646,0.00663524,0.33110184,0.89310174,0.52603674,1.53737923,1.72343442,1.10561970,0.00000000
-5.78989495,3.47367659,0.00621610,0.31717128,0.84270046,0.50943607,1.45835821,1.68389842,1.05075991,0.00000000
-5.78389195,3.35288936,0.00581377,0.30353537,0.79441256,0.49217785,1.38154199,1.64358583,0.99769538,0.00000000
-5.77788894,3.23423307,0.00543235,0.29035322,0.74867244,0.47447383,1.30769454,1.60312686,0.94686625,0.00000000
-5.77188594,3.11899235,0.00507556,0.27776947,0.70584520,0.45653531,1.23749282,1.56311534,0.89865021,0.00000000
-5.76588294,3.00831070,0.00474677,0.26591107,0.66622254,0.43856778,1.17151678,1.52409383,0.85335748,0.00000000
-5.75987994,2.90316764,0.00444881,0.25488435,0.63002024,0.42076582,1.11024147,1.48654111,0.81122753,0.00000000
-5.75387694,2.80436112,0.00418398,0.24477278,0.59737741,0.40330860,1.05403158,1.45086209,0.77242740,0.00000000
-5.74787394,2.71249563,0.00395393,0.23563516,0.56835723,0.38635601,1.00313824,1.41738065,0.73705179,0.00000000
-5.74187094,2.62797589,0.00375968,0.22750461,0.54294929,0.37004548,0.95769826,1.38633516,0.70512466,0.00000000
-5.73586793,2.55100630,0.00360155,0.22038823,0.52107334,0.35448960,0.91773555,1.35787695,0.67660231,0.00000000
-5.72986493,2.48159588,0.00347917,0.21426746,0.50258437,0.33977468,0.88316489,1.33207123,0.65137787,0.00000000
-5.72386193,2.41956818,0.00339152,0.20909926,0.48727896,0.32596001,0.85379776,1.30890058,0.62928698,0.00000000
-5.71785893,2.36457586,0.00333688,0.20481800,0.47490255,0.31307811,0.82935031,1.28827048,0.61011453,0.00000000
-5.71185593,2.31611922,0.00331296,0.20133795,0.46515777,0.30113568,0.80945314,1.27001666,0.59360225,0.00000000
-5.70585293,2.27356815,0.00331687,0.19855648,0.45771333,0.29011532,0.79366292,1.25391397,0.57945711,0.00000000
-5.69984992,2.23618678,0.00334528,0.19635765,0.45221347,0.27997793,0.78147541,1.23968651,0.56736009,0.00000000
-5.69384692,2.20316005,0.00339443,0.19461626,0.44828764,0.27066564,0.77233995,1.22701857,0.55697541,0.00000000
-5.68784392,2.17362170,0.00346026,0.19320212,0.44556029,0.26210525,0.76567479,1.21556626,0.54795978,0.00000000
-5.68184092,2.14668279,0.00353851,0.19198442,0.44366028,0.25421194,0.76088320,1.20496958,0.53997157,0.00000000
-5.67583792,2.12146009,0.00362482,0.19083610,0.44223002,0.24689327,0.75736986,1.19486453,0.53267975,0.00000000
-5.66983492,2.09710376,0.00371486,0.18963795,0.44093382,0.24005322,0.75455712,1.18489516,0.52577226,0.00000000
-5.66383192,2.07282350,0.00380443,0.18828251,0.43946534,0.23359623,0.75190070,1.17472538,0.51896371,0.00000000
-5.65782891,2.04791255,0.00388958,0.18667733,0.43755401,0.22743105,0.74890443,1.16405001,0.51200224,0.00000000
-5.65182591,2.02176899,0.00396672,0.18474783,0.43497019,0.22147431,0.74513341,1.15260513,0.50467530,0.00000000
-5.64582291,1.99391359,0.00403271,0.18243933,0.43152897,0.21565368,0.74022531,1.14017719,0.49681419,0.00000000
-5.63981991,1.96400378,0.00408495,0.17971841,0.42709263,0.20991056,0.73389922,1.12661078,0.48829740,0.00000000
-5.63381691,1.93184322,0.00412145,0.17657344,0.42157157,0.20420213,0.72596188,1.11181463,0.47905247,0.00000000
-5.62781391,1.89738665,0.00414087,0.17301434,0.41492393,0.19850277,0.71631082,1.09576570,0.46905637,0.00000000
-5.62181091,1.86073972,0.00414258,0.16907143,0.40715381,0.19280475,0.70493441,1.07851107,0.45833451,0.00000000
-5.61580790,1.82215376,0.00412665,0.16479368,0.39830829,0.18711827,0.69190863,1.06016749,0.44695827,0.00000000
-5.60980490,1.78201557,0.00409382,0.16024615,0.38847340,0.18147069,0.67739071,1.04091844,0.43504115,0.00000000
-5.60380190,1.74083249,0.00404551,0.15550690,0.37776911,0.17590516,0.66160983,1.02100886,0.42273379,0.00000000
-5.59779890,1.69921322,0.00398372,0.15066345,0.36634366,0.17047858,0.64485518,1.00073749,0.41021786,0.00000000
-5.59179590,1.65784504,0.00391100,0.14580888,0.35436736,0.16525907,0.62746194,0.98044718,0.39769915,0.00000000
-5.58579290,1.61746830,0.00383033,0.14103786,0.34202613,0.16032301,0.60979559,0.96051339,0.38540005,0.00000000
-5.57978989,1.57884907,0.00374502,0.13644257,0.32951488,0.15575182,0.59223543,0.94133152,0.37355168,0.00000000
-5.57378689,1.54275113,0.00365862,0.13210887,0.31703107,0.15162857,0.57515776,0.92330336,0.36238601,0.00000000
-5.56778389,1.50990846,0.00357475,0.12811275,0.30476858,0.14803459,0.55891963,0.90682354,0.35212808,0.00000000
-5.56178089,1.48099934,0.00349706,0.12451727,0.29291203,0.14504626,0.54384377,0.89226636,0.34298886,0.00000000
-5.55577789,1.45662326,0.00342903,0.12137013,0.28163172,0.14273209,0.53020548,0.87997386,0.33515875,0.00000000
-5.54977489,1.43728164,0.00337390,0.11870185,0.27107936,0.14115017,0.51822183,0.87024566,0.32880209,0.00000000
-5.54377189,1.42336328,0.00333456,0.11652483,0.26138462,0.14034619,0.50804388,0.86333102,0.32405281,0.00000000
-5.53776888,1.41513519,0.00331345,0.11483312,0.25265254,0.14035202,0.49975211,0.85942372,0.32101135,0.00000000
-5.53176588,1.41273920,0.00331247,0.11360315,0.24496196,0.14118489,0.49335518,0.85865998,0.31974303,0.00000000
-5.52576288,1.41619453,0.00333295,0.11279512,0.23836483,0.14284731,0.48879220,0.86111948,0.32027767,0.00000000
-5.51975988,1.42540615,0.00337556,0.11235520,0.23288643,0.14532753,0.48593808,0.86682955,0.32261073,0.00000000
-5.51375688,1.44017844,0.00344032,0.11221836,0.22852649,0.14860062,0.48461201,0.87577223,0.32670559,0.00000000
-5.50775388,1.46023346,0.00352657,0.11231171,0.22526108,0.15263001,0.48458820,0.88789375,0.33249706,0.00000000
-5.50175088,1.48523277,0.00363297,0.11255822,0.22304509,0.15736943,0.48560864,0.90311599,0.33989574,0.00000000
-5.49574787,1.51480166,0.00375757,0.11288063,0.22181541,0.16276518,0.48739714,0.92134900,0.34879314,0.00000000
-5.48974487,1.54855438,0.00389782,0.11320547,0.22149441,0.16875842,0.48967383,0.94250396,0.35906729,0.00000000
-5.48374187,1.58611901,0.00405063,0.11346687,0.22199373,0.17528753,0.49216957,0.96650553,0.37058849,0.00000000
-5.47773887,1.62716048,0.00421247,0.11361013,0.22321822,0.18229034,0.49463955,0.99330289,0.38322498,0.00000000
-5.47173587,1.67140043,0.00437948,0.11359489,0.22506984,0.18970604,0.49687542,1.02287847,0.39684836,0.00000000
-5.46573287,1.71863275,0.00454751,0.11339762,0.22745137,0.19747684,0.49871539,1.05525377,0.41133833,0.00000000
-5.45972986,1.76873380,0.00471229,0.11301358,0.23026986,0.20554910,0.50005201,1.09049156,0.42658679,0.00000000
-5.45372686,1.82166666,0.00486952,0.11245790,0.23343966,0.21387402,0.50083719,1.12869424,0.44250085,0.00000000
-5.44772386,1.87747904,0.00501502,0.11176601,0.23688491,0.22240785,0.50108447,1.16999805,0.45900493,0.00000000
-5.44172086,1.93629486,0.00514480,0.11099318,0.24054152,0.23111164,0.50086840,1.21456329,0.47604168,0.00000000
-5.43571786,1.99829994,0.00525522,0.11021334,0.24435842,0.23995048,0.50032121,1.26256088,0.49357178,0.00000000
-5.42971486,2.06372232,0.00534304,0.10951718,0.24829824,0.24889249,0.49962715,1.31415578,0.51157270,0.00000000
-5.42371186,2.13280849,0.00540558,0.10900961,0.25233733,0.25790745,0.49901462,1.36948824,0.53003639,0.00000000
-5.41770885,2.20579647,0.00544074,0.10880671,0.25646503,0.26696539,0.49874672,1.42865364,0.54896622,0.00000000
-5.41170585,2.28288749,0.00544707,0.10903223,0.26068255,0.27603500,0.49911063,1.49168215,0.56837309,0.00000000
-5.40570285,2.36421759,0.00542384,0.10981387,0.26500116,0.28508226,0.50040630,1.55851950,0.58827116,0.00000000
-5.39969985,2.44983084,0.00537098,0.11127932,0.26944007,0.29406918,0.50293496,1.62900975,0.60867322,0.00000000
-5.39369685,2.53965566,0.00528914,0.11355235,0.27402391,0.30295286,0.50698792,1.70288155,0.62958595,0.00000000
-5.38769385,2.63348552,0.00517964,0.11674897,0.27878003,0.31168490,0.51283605,1.77973851,0.65100536,0.00000000
-5.38169085,2.73096524,0.00504436,0.12097384,0.28373567,0.32021124,0.52072028,1.85905477,0.67291256,0.00000000
-5.37568784,2.83158374,0.00488577,0.12631698,0.28891519,0.32847243,0.53084339,1.94017616,0.69527002,0.00000000
-5.36968484,2.93467368,0.00470674,0.13285090,0.29433737,0.33640434,0.54336332,2.02232716,0.71801858,0.00000000
-5.36368184,3.03941832,0.00451051,0.14062831,0.30001309,0.34393928,0.55838801,2.10462387,0.74107522,0.00000000
-5.35767884,3.14486529,0.00430054,0.14968028,0.30594321,0.35100751,0.57597194,2.18609231,0.76433193,0.00000000
-5.35167584,3.24994693,0.00408044,0.16001507,0.31211708,0.35753898,0.59611433,2.26569167,0.78765545,0.00000000
-5.34567284,3.35350629,0.00385380,0.17161761,0.31851146,0.36346540,0.61875882,2.34234160,0.81088830,0.00000000
-5.33966983,3.45432780,0.00362416,0.18444960,0.32509014,0.36872229,0.64379475,2.41495225,0.83385085,0.00000000
-5.33366683,3.55117143,0.00339484,0.19845021,0.33180417,0.37325118,0.67105977,2.48245605,0.85634451,0.00000000
-5.32766383,3.64280889,0.00316891,0.21353750,0.33859275,0.37700171,0.70034376,2.54383981,0.87815610,0.00000000
-5.32166083,3.72806053,0.00294911,0.22961037,0.34538480,0.37993363,0.73139379,2.59817573,0.89906313,0.00000000
-5.31565783,3.80583147,0.00273779,0.24655101,0.35210111,0.38201848,0.76392021,2.64465019,0.91884000,0.00000000
-5.30965483,3.87514569,0.00253689,0.26422787,0.35865710,0.38324121,0.79760352,2.68258902,0.93726496,0.00000000
-5.30365183,3.93517677,0.00234791,0.28249903,0.36496592,0.38360127,0.83210203,2.71147837,0.95412749,0.00000000
-5.29764882,3.98527423,0.00217193,0.30121577,0.37094201,0.38311350,0.86706005,2.73098039,0.96923604,0.00000000
-5.29164582,4.02498466,0.00200960,0.32022644,0.37650468,0.38180859,0.90211653,2.74094311,0.98242570,0.00000000
-5.28564282,4.05406673,0.00186120,0.33938025,0.38158184,0.37973312,0.93691393,2.74140441,0.99356549,0.00000000
-5.27963982,4.07249989,0.00172665,0.35853116,0.38611343,0.37694929,0.97110710,2.73258988,1.00256509,0.00000000
-5.27363682,4.08048616,0.00160557,0.37754140,0.39005459,0.37353416,1.00437188,2.71490488,1.00938041,0.00000000
-5.26763382,4.07844516,0.00149733,0.39628476,0.39337828,0.36957851,1.03641326,2.68892122,1.01401789,0.00000000
-5.26163082,4.06700245,0.00140112,0.41464937,0.39607713,0.36518532,1.06697270,2.65535903,1.01653710,0.00000000
-5.25562781,4.04697131,0.00131595,0.43253988,0.39816457,0.36046785,1.09583436,2.61506447,1.01705140,0.00000000
-5.24962481,4.01932863,0.00124078,0.44987891,0.39967494,0.35554731,1.12282990,2.56898421,1.01572641,0.00000000
-5.24362181,3.98518541,0.00117448,0.46660773,0.40066266,0.35055025,1.14784165,2.51813754,1.01277635,0.00000000
-5.23761881,3.94575264,0.00111595,0.48268606,0.40120034,0.34560556,1.17080377,2.46358694,1.00845794,0.00000000
-5.23161581,3.90230347,0.00106410,0.49809093,0.40137593,0.34084121,1.19170137,2.40640804,1.00306223,0.00000000
-5.22561281,3.85613286,0.00101789,0.51281470,0.40128899,0.33638082,1.21056733,2.34765992,0.99690447,0.00000000
-5.21960980,3.80851558,0.00097636,0.52686219,0.40104616,0.33234004,1.22747702,2.28835647,0.99031227,0.00000000
-5.21360680,3.76066419,0.00093866,0.54024707,0.40075609,0.32882292,1.24254080,2.22943964,0.98361260,0.00000000
-5.20760380,3.71368802,0.00090402,0.55298766,0.40052402,0.32591835,1.25589469,2.17175534,0.97711810,0.00000000
-5.20160080,3.66855485,0.00087177,0.56510227,0.40044616,0.32369668,1.26768953,2.11603248,0.97111335,0.00000000
-5.19559780,3.62605640,0.00084137,0.57660434,0.40060435,0.32220666,1.27807904,2.06286588,0.96584159,0.00000000
-5.18959480,3.58677923,0.00081234,0.58749761,0.40106106,0.32147285,1.28720734,2.01270339,0.96149274,0.00000000
-5.18359180,3.55108216,0.00078432,0.59777168,0.40185505,0.32149364,1.29519670,1.96583766,0.95819312,0.00000000
-5.17758879,3.51908129,0.00075702,0.60739804,0.40299799,0.32223996,1.30213594,1.92240269,0.95599763,0.00000000
-5.17158579,3.49064365,0.00073022,0.61632710,0.40447217,0.32365481,1.30807038,1.88237542,0.95488469,0.00000000
-5.16558279,3.46538971,0.00070376,0.62448618,0.40622942,0.32565370,1.31299386,1.84558225,0.95475429,0.00000000
-5.15957979,3.44270543,0.00067754,0.63177891,0.40819142,0.32812606,1.31684342,1.81171033,0.95542942,0.00000000
-5.15357679,3.42176322,0.00065150,0.63808598,0.41025137,0.33093758,1.31949708,1.78032329,0.95666091,0.00000000
-5.14757379,3.40155174,0.00062560,0.64326745,0.41227696,0.33393347,1.32077495,1.75088090,0.95813540,0.00000000
-5.14157079,3.38091322,0.00059984,0.64716648,0.41411459,0.33694260,1.32044389,1.72276207,0.95948629,0.00000000
-5.13556778,3.35858721,0.00057422,0.64961447,0.41559470,0.33978236,1.31822554,1.69529033,0.96030724,0.00000000
-5.12956478,3.33325911,0.00054877,0.65043738,0.41653789,0.34226414,1.31380746,1.66776092,0.96016750,0.00000000
-5.12356178,3.30361139,0.00052352,0.64946299,0.41676166,0.34419910,1.30685692,1.63946851,0.95862858,0.00000000
-5.11755878,3.26837573,0.00049850,0.64652868,0.41608743,0.34540424,1.29703667,1.60973453,0.95526138,0.00000000
-5.11155578,3.22638359,0.00047374,0.64148949,0.41434758,0.34570836,1.28402195,1.57793302,0.94966319,0.00000000
-5.10555278,3.17661333,0.00044929,0.63422596,0.41139217,0.34495771,1.26751781,1.54351411,0.94147362,0.00000000
-5.09954977,3.11823168,0.00042518,0.62465127,0.40709502,0.34302115,1.24727592,1.50602415,0.93038898,0.00000000
-5.09354677,3.05062806,0.00040144,0.61271749,0.40135893,0.33979462,1.22310990,1.46512177,0.91617435,0.00000000
-5.08754377,2.97344000,0.00037811,0.59842033,0.39411980,0.33520460,1.19490837,1.42058938,0.89867292,0.00000000
-5.08154077,2.88656900,0.00035523,0.58180238,0.38534950,0.32921065,1.16264500,1.37233960,0.87781221,0.00000000
-5.07553777,2.79018603,0.00033283,0.56295446,0.37505731,0.32180671,1.12638516,1.32041666,0.85360711,0.00000000
-5.06953477,2.68472677,0.00031095,0.54201496,0.36329000,0.31302122,1.08628848,1.26499265,0.82615940,0.00000000
-5.06353177,2.57087698,0.00028963,0.51916744,0.35013048,0.30291615,1.04260764,1.20635923,0.79565424,0.00000000
-5.05752876,2.44954884,0.00026892,0.49463627,0.33569515,0.29158480,0.99568310,1.14491501,0.76235361,0.00000000
-5.05152576,2.32184967,0.00024885,0.46868070,0.32013010,0.27914867,0.94593426,1.08114958,0.72658722,0.00000000
-5.04552276,2.18904454,0.00022947,0.44158770,0.30360637,0.26575351,0.89384748,1.01562480,0.68874129,0.00000000
-5.03951976,2.05251464,0.00021083,0.41366371,0.28631446,0.25156464,0.83996156,0.94895446,0.64924589,0.00000000
-5.03351676,1.91371335,0.00019298,0.38522594,0.26845835,0.23676195,0.78485156,0.88178303,0.60856134,0.00000000
-5.02751376,1.77412199,0.00017597,0.35659340,0.25024939,0.22153455,0.72911155,0.81476471,0.56716428,0.00000000
-5.02151076,1.63520714,0.00015986,0.32807822,0.23190020,0.20607559,0.67333732,0.74854340,0.52553403,0.00000000
-5.01550775,1.49838118,0.00014468,0.29997757,0.21361889,0.19057720,0.61810970,0.68373446,0.48413985,0.00000000
-5.00950475,1.36496747,0.00013049,0.27256645,0.19560378,0.17522592,0.56397927,0.62090899,0.44342934,0.00000000
-5.00350175,1.23617132,0.00011735,0.24609169,0.17803889,0.16019868,0.51145297,0.56058081,0.40381861,0.00000000
-4.99749875,1.11305743,0.00010529,0.22076726,0.16109016,0.14565953,0.46098313,0.50319675,0.36568429,0.00000000
-4.99149575,0.99653426,0.00009438,0.19677108,0.14490265,0.13175714,0.41295927,0.44913018,0.32935764,0.00000000
-4.98549275,0.88734522,0.00008466,0.17424322,0.12959864,0.11862313,0.36770258,0.39867771,0.29512071,0.00000000
-4.97948974,0.78606652,0.00007618,0.15328555,0.11527668,0.10637118,0.32546333,0.35205903,0.26320454,0.00000000
-4.97348674,0.69311087,0.00006901,0.13396274,0.10201151,0.09509700,0.28642086,0.30941934,0.23378928,0.00000000
-4.96748374,0.60873642,0.00006320,0.11630427,0.08985472,0.08487886,0.25068603,0.27083414,0.20700588,0.00000000
-4.96148074,0.53305971,0.00005883,0.10030749,0.07883612,0.07577877,0.21830555,0.23631579,0.18293918,0.00000000
-4.95547774,0.46607174,0.00005597,0.08594131,0.06896553,0.06784409,0.18926807,0.20582130,0.16163197,0.00000000
-4.94947474,0.40765586,0.00005473,0.07315040,0.06023510,0.06110932,0.16351127,0.17926089,0.14308981,0.00000000
-4.94347174,0.35760642,0.00005519,0.06185965,0.05262166,0.05559807,0.14092970,0.15650685,0.12728612,0.00000000
-4.93746873,0.31564724,0.00005747,0.05197863,0.04608931,0.05132504,0.12138285,0.13740204,0.11416732,0.00000000
-4.93146573,0.28144890,0.00006170,0.04340596,0.04059185,0.04829766,0.10470316,0.12176795,0.10365770,0.00000000
-4.92546273,0.25464417,0.00006802,0.03603337,0.03607520,0.04651762,0.09070346,0.10941175,0.09566383,0.00000000
-4.91945973,0.23484112,0.00007656,0.02974935,0.03247939,0.04598181,0.07918384,0.10013224,0.09007830,0.00000000
-4.91345673,0.22163334,0.00008747,0.02444236,0.02974048,0.04668289,0.06993754,0.09372453,0.08678267,0.00000000
-4.90745373,0.21460742,0.00010091,0.02000346,0.02779202,0.04860932,0.06275588,0.08998342,0.08564961,0.00000000
-4.90145073,0.21334744,0.00011700,0.01632845,0.02656624,0.05174488,0.05743224,0.08870549,0.08654428,0.00000000
-4.89544772,0.21743689,0.00013588,0.01331942,0.02599491,0.05606768,0.05376497,0.08969005,0.08932492,0.00000000
-4.88944472,0.22645828,0.00015765,0.01088589,0.02600997,0.06154874,0.05155945,0.09273906,0.09384291,0.00000000
-4.88344172,0.23999090,0.00018237,0.00894544,0.02654386,0.06815038,0.05062937,0.09765626,0.09994232,0.00000000
-4.87743872,0.25760734,0.00021007,0.00742399,0.02752977,0.07582424,0.05079735,0.10424579,0.10745929,0.00000000
-4.87143572,0.27886938,0.00024074,0.00625574,0.02890174,0.08450940,0.05189512,0.11231054,0.11622126,0.00000000
-4.86543272,0.30332386,0.00027427,0.00538289,0.03059470,0.09413063,0.05376338,0.12165039,0.12604648,0.00000000
-4.85942971,0.33049913,0.00031053,0.00475519,0.03254459,0.10459682,0.05625156,0.13206084,0.13674379,0.00000000
-4.85342671,0.35990275,0.00034928,0.00432930,0.03468850,0.11580006,0.05921749,0.14333200,0.14811296,0.00000000
-4.84742371,0.39102082,0.00039021,0.00406818,0.03696498,0.12761523,0.06252727,0.15524825,0.15994569,0.00000000
-4.84142071,0.42331939,0.00043295,0.00394041,0.03931446,0.13990038,0.06605530,0.16758878,0.17202739,0.00000000
-4.83541771,0.45624819,0.00047700,0.00391953,0.04167987,0.15249804,0.06968458,0.18012898,0.18413972,0.00000000
-4.82941471,0.48924685,0.00052185,0.00398346,0.04400743,0.16523737,0.07330732,0.19264273,0.19606396,0.00000000
-4.82341171,0.52175354,0.00056686,0.00411399,0.04624758,0.17793737,0.07682582,0.20490573,0.20758513,0.00000000
-4.81740870,0.55321582,0.00061138,0.00429637,0.04835609,0.19041091,0.08015362,0.21669952,0.21849667,0.00000000
-4.81140570,0.58310346,0.00065470,0.00451894,0.05029524,0.20246962,0.08321686,0.22781630,0.22860561,0.00000000
-4.80540270,0.61092271,0.00069608,0.00477294,0.05203511,0.21392950,0.08595580,0.23806422,0.23773803,0.00000000
-4.79939970,0.63623150,0.00073479,0.00505239,0.05355484,0.22461696,0.08832639,0.24727295,0.24574450,0.00000000
-4.79339670,0.65865478,0.00077012,0.00535404,0.05484388,0.23437513,0.09030178,0.25529925,0.25250529,0.00000000
-4.78739370,0.67789952,0.00080137,0.00567739,0.05590316,0.24307016,0.09187374,0.26203239,0.25793518,0.00000000
-4.78139070,0.69376838,0.00082795,0.00602482,0.05674607,0.25059721,0.09305385,0.26739895,0.26198747,0.00000000
-4.77538769,0.70617150,0.00084932,0.00640170,0.05739931,0.25688584,0.09387437,0.27136690,0.26465709,0.00000000
-4.76938469,0.71513563,0.00086504,0.00681658,0.05790338,0.26190450,0.09438874,0.27394863,0.26598262,0.00000000
-4.76338169,0.72081012,0.00087480,0.00728129,0.05831292,0.26566387,0.09467161,0.27520277,0.26604691,0.00000000
-4.75737869,0.72346912,0.00087841,0.00781116,0.05869658,0.26821883,0.09481840,0.27523464,0.26497643,0.00000000
-4.75137569,0.72350985,0.00087582,0.00842498,0.05913661,0.26966888,0.09494426,0.27419519,0.26293916,0.00000000
-4.74537269,0.72144650,0.00086712,0.00914510,0.05972805,0.27015689,0.09518250,0.27227840,0.26014096,0.00000000
-4.73936968,0.71789997,0.00085253,0.00999730,0.06057743,0.26986616,0.09568238,0.26971714,0.25682071,0.00000000
-4.73336668,0.71358338,0.00083240,0.01101056,0.06180113,0.26901575,0.09660635,0.26677760,0.25324412,0.00000000
-4.72736368,0.70928379,0.00080720,0.01221669,0.06352327,0.26785438,0.09812669,0.26375236,0.24969643,0.00000000
-4.72136068,0.70584046,0.00077748,0.01364986,0.06587312,0.26665277,0.10042157,0.26095230,0.24647432,0.00000000
-4.71535768,0.70412033,0.00074391,0.01534585,0.06898215,0.26569501,0.10367067,0.25869759,0.24387705,0.00000000
-4.70935468,0.70499142,0.00070719,0.01734125,0.07298066,0.26526894,0.10805025,0.25730799,0.24219740,0.00000000
-4.70335168,0.70929492,0.00066806,0.01967240,0.07799406,0.26565618,0.11372795,0.25709279,0.24171236,0.00000000
-4.69734867,0.71781686,0.00062728,0.02237426,0.08413884,0.26712193,0.12085725,0.25834066,0.24267413,0.00000000
-4.69134567,0.73126044,0.00058562,0.02547904,0.09151838,0.26990512,0.12957188,0.26130981,0.24530166,0.00000000
-4.68534267,0.75021976,0.00054378,0.02901486,0.10021866,0.27420922,0.13998016,0.26621869,0.24977291,0.00000000
-4.67933967,0.77515606,0.00050244,0.03300425,0.11030396,0.28019408,0.15215961,0.27323763,0.25621828,0.00000000
-4.67333667,0.80637736,0.00046222,0.03746275,0.12181280,0.28796915,0.16615195,0.28248170,0.26471537,0.00000000
-4.66733367,0.84402228,0.00042364,0.04239747,0.13475421,0.29758847,0.18195865,0.29400508,0.27528523,0.00000000
-4.66133067,0.88804885,0.00038716,0.04780585,0.14910457,0.30904743,0.19953744,0.30779719,0.28789039,0.00000000
-4.65532766,0.93822880,0.00035312,0.05367462,0.16480514,0.32228178,0.21879975,0.32378068,0.30243473,0.00000000
-4.64932466,0.99414783,0.00032179,0.05997898,0.18176054,0.33716863,0.23960951,0.34181163,0.31876522,0.00000000
-4.64332166,1.05521201,0.00029333,0.06668218,0.19983826,0.35352967,0.26178332,0.36168178,0.33667558,0.00000000
